matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360477,1,2011-08-14 16:00:00,1,Man Utd,Away,188.0,19.0,,4.0,4.0,5.0,1.0,248.0,,,4.0,6.0,16.0,40.0,432.0,,,16.0,12.0,8.0,5.0,2.0,,,,,,,,,,7.0,,,,,,,2.0,9.0,7.0,,,63.0,46.0,1.0,2.0,,1.0,4.0,4.0,,5.0,14.0,8.0,,9.0,,40.0,50.0,1.0,15.0,12.0,1.0,,67.0,11.0,17.0,1.0,,5.0,4.0,,152.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,22.0,,11.0,9.0,,4.0,134.0,78.0,48.0,6.0,,5.0,3.0,1.0,,6.0,,,86.0,59.0,22.0,,,,,,147.0,132.0,2.0,21.0,17.0,59.2,,,0.0,147.0,1.0,1.0,,,,6.0,,3.0,127.0,,8.0,200.0,24.0,30.0,16.0,5.0,31.0,26.0,,165.0,6.0,327.0,1.0,,21.0,17.0,56.0,,496.0,1.0,0.0,11.0,14.0,,20.0,2.0,679.0,,14.0,11.0,5.0,10.0,0.0
360484,2,2011-08-22 20:00:00,1,Man Utd,Home,162.0,16.0,1.0,6.0,5.0,5.0,1.0,213.0,4.0,2.0,8.0,5.0,9.0,32.0,369.0,,,18.0,9.0,11.0,18.0,,1.0,,,,1.0,1.0,,,,19.0,,,,,,,,7.0,14.0,,,61.0,68.0,4.0,1.0,3.0,2.0,9.0,13.0,,11.0,15.0,8.0,,18.0,2.0,56.0,45.0,2.0,16.0,10.0,,,58.0,13.0,9.0,2.0,1.0,2.0,1.0,1.0,156.0,3.0,,3.0,2.0,1.0,,11.0,2.0,1.0,1.0,18.0,,23.0,19.0,,8.0,107.0,78.0,45.0,3.0,1.0,5.0,16.0,14.0,,5.0,1.0,,56.0,60.0,21.0,,,,,,160.0,149.0,5.0,19.0,33.0,53.0,,,0.0,118.0,3.0,6.0,,,1.0,5.0,2.0,3.0,100.0,,21.0,176.0,27.0,27.0,13.0,9.0,33.0,24.0,1.0,140.0,10.0,299.0,2.0,2.0,18.0,10.0,53.0,1.0,442.0,,0.0,28.0,16.0,3.0,19.0,1.0,683.0,,16.0,9.0,11.0,11.0,0.0
360493,3,2011-08-28 16:00:00,1,Man Utd,Home,251.0,22.0,,3.0,3.0,1.0,,213.0,7.0,,3.0,2.0,16.0,35.0,461.0,1.0,3.0,11.0,6.0,4.0,15.0,,1.0,2.0,2.0,,,4.0,,1.0,,20.0,1.0,,,,1.0,,,9.0,11.0,15.0,10.0,61.0,68.0,5.0,4.0,2.0,1.0,1.0,5.0,,3.0,10.0,5.0,,12.0,3.0,35.0,51.0,1.0,12.0,6.0,,,62.0,9.0,7.0,4.0,,5.0,,4.0,152.0,6.0,,6.0,6.0,,,9.0,5.0,1.0,,11.0,1.0,20.0,19.0,3.0,3.0,167.0,66.0,38.0,5.0,3.0,8.0,13.0,14.0,515.0,6.0,,,61.0,52.0,32.0,,1.0,1.0,1.0,1.0,129.0,120.0,4.0,38.0,20.0,56.3,1.0,1.0,0.0,153.0,3.0,3.0,6.0,,1.0,10.0,,3.0,106.0,448.0,22.0,263.0,38.0,21.0,12.0,3.0,18.0,15.0,1.0,145.0,1.0,288.0,1.0,,11.0,16.0,59.0,7.0,533.0,2.0,0.0,25.0,31.0,11.0,12.0,2.0,729.0,35.0,10.0,9.0,3.0,21.0,0.0
360500,4,2011-09-10 17:30:00,1,Man Utd,Away,279.0,25.0,,3.0,3.0,3.0,,189.0,7.0,,5.0,7.0,36.0,51.0,465.0,,,18.0,6.0,10.0,6.0,,,,,,1.0,1.0,,,,10.0,,,,,,,,12.0,10.0,,,95.0,60.0,3.0,2.0,4.0,3.0,3.0,6.0,1.0,7.0,8.0,2.0,,12.0,3.0,29.0,49.0,3.0,22.0,14.0,,,55.0,1.0,15.0,5.0,,4.0,3.0,1.0,170.0,3.0,,3.0,2.0,1.0,,9.0,3.0,,,25.0,,14.0,12.0,2.0,5.0,144.0,83.0,54.0,5.0,,3.0,6.0,8.0,,7.0,,,45.0,76.0,23.0,,,,,,149.0,134.0,2.0,32.0,17.0,57.8,,1.0,0.0,139.0,3.0,3.0,,,,3.0,,3.0,93.0,,9.0,293.0,37.0,37.0,13.0,5.0,18.0,13.0,,137.0,12.0,273.0,,,18.0,38.0,75.0,5.0,548.0,,0.0,14.0,15.0,1.0,22.0,0.0,753.0,,9.0,9.0,7.0,14.0,0.0
360514,5,2011-09-18 16:00:00,1,Man Utd,Home,224.0,23.0,,7.0,7.0,3.0,1.0,232.0,10.0,,4.0,7.0,20.0,42.0,449.0,,1.0,13.0,9.0,4.0,7.0,,1.0,,,,,1.0,,,,9.0,,1.0,,,,1.0,2.0,14.0,8.0,,,84.0,57.0,3.0,4.0,1.0,2.0,3.0,8.0,1.0,4.0,12.0,3.0,1.0,18.0,3.0,53.0,55.0,2.0,9.0,6.0,,1.0,62.0,12.0,12.0,1.0,,5.0,1.0,1.0,157.0,3.0,1.0,1.0,2.0,1.0,,17.0,2.0,2.0,1.0,14.0,2.0,14.0,11.0,,4.0,146.0,91.0,61.0,10.0,1.0,3.0,7.0,6.0,,4.0,,,95.0,59.0,16.0,,,,,1.0,144.0,133.0,4.0,27.0,19.0,56.6,1.0,,0.0,143.0,5.0,2.0,,,1.0,5.0,,3.0,101.0,,10.0,243.0,40.0,20.0,18.0,2.0,18.0,16.0,1.0,141.0,8.0,305.0,3.0,,16.0,21.0,62.0,2.0,530.0,1.0,0.0,14.0,28.0,4.0,14.0,2.0,728.0,,6.0,11.0,4.0,18.0,0.0
360526,6,2011-09-24 17:30:00,1,Man Utd,Away,174.0,17.0,1.0,6.0,5.0,8.0,1.0,190.0,4.0,,7.0,9.0,6.0,41.0,358.0,,,17.0,17.0,9.0,11.0,2.0,,,,,,,,,,12.0,,,,,,,1.0,8.0,5.0,,,48.0,55.0,2.0,3.0,,6.0,4.0,1.0,,8.0,10.0,2.0,,12.0,2.0,38.0,54.0,6.0,18.0,11.0,,1.0,63.0,5.0,11.0,,,1.0,1.0,,157.0,1.0,,,1.0,,,11.0,1.0,3.0,,25.0,,13.0,8.0,1.0,7.0,120.0,84.0,49.0,8.0,1.0,6.0,8.0,4.0,,3.0,3.0,,58.0,65.0,20.0,,,,,,169.0,147.0,,23.0,23.0,58.3,,1.0,0.0,122.0,3.0,1.0,,,,6.0,,3.0,87.0,,14.0,197.0,28.0,40.0,19.0,6.0,19.0,13.0,,131.0,19.0,269.0,3.0,,29.0,7.0,64.0,3.0,447.0,1.0,0.0,14.0,18.0,1.0,21.0,0.0,664.0,,13.0,16.0,8.0,16.0,0.0
360534,7,2011-10-01 15:00:00,1,Man Utd,Home,223.0,26.0,4.0,7.0,3.0,1.0,,350.0,7.0,1.0,12.0,4.0,15.0,52.0,566.0,1.0,1.0,10.0,7.0,5.0,9.0,4.0,,,,,,,,,,14.0,,,,,,,1.0,8.0,9.0,,,65.0,69.0,1.0,1.0,1.0,1.0,8.0,3.0,,10.0,19.0,8.0,,8.0,,36.0,23.0,1.0,22.0,12.0,,1.0,81.0,9.0,6.0,1.0,,1.0,,,194.0,2.0,,2.0,1.0,1.0,,12.0,1.0,1.0,,17.0,,7.0,4.0,,12.0,196.0,66.0,46.0,3.0,1.0,6.0,9.0,4.0,,5.0,1.0,,85.0,94.0,29.0,,,,,,153.0,144.0,4.0,27.0,25.0,67.5,,,0.0,190.0,1.0,2.0,,2.0,,8.0,2.0,3.0,200.0,,15.0,234.0,39.0,31.0,16.0,8.0,35.0,27.0,,254.0,2.0,446.0,1.0,1.0,9.0,17.0,64.0,6.0,645.0,1.0,0.0,20.0,5.0,2.0,10.0,1.0,829.0,,8.0,7.0,10.0,4.0,0.0
360541,8,2011-10-15 12:45:00,1,Man Utd,Away,88.0,8.0,3.0,6.0,3.0,3.0,,167.0,3.0,,4.0,2.0,7.0,31.0,249.0,,,23.0,6.0,9.0,4.0,2.0,1.0,,,,1.0,1.0,,,,8.0,,,,,,,,7.0,8.0,,,37.0,53.0,1.0,,1.0,4.0,2.0,5.0,,3.0,5.0,2.0,,24.0,3.0,49.0,45.0,4.0,19.0,7.0,1.0,,71.0,11.0,8.0,1.0,,2.0,1.0,1.0,125.0,1.0,,1.0,,1.0,,16.0,,3.0,,27.0,,18.0,13.0,1.0,4.0,87.0,79.0,31.0,8.0,,4.0,3.0,2.0,,4.0,1.0,,79.0,45.0,16.0,,,,,,181.0,153.0,1.0,19.0,22.0,44.2,,3.0,0.0,93.0,2.0,2.0,,1.0,1.0,7.0,1.0,3.0,78.0,,7.0,104.0,18.0,47.0,8.0,3.0,11.0,8.0,1.0,125.0,8.0,249.0,3.0,,27.0,10.0,59.0,1.0,342.0,,0.0,11.0,23.0,1.0,25.0,3.0,571.0,,11.0,5.0,3.0,20.0,0.0
360555,9,2011-10-23 13:30:00,1,Man Utd,Home,129.0,23.0,,6.0,6.0,2.0,,226.0,5.0,,7.0,5.0,8.0,33.0,349.0,1.0,,28.0,6.0,7.0,6.0,,,,,,,,,,,7.0,,,,,,,1.0,13.0,9.0,,,51.0,47.0,,,,1.0,4.0,10.0,,7.0,10.0,13.0,,13.0,1.0,50.0,43.0,1.0,9.0,5.0,,,60.0,15.0,12.0,,,5.0,4.0,,139.0,1.0,,1.0,1.0,,,10.0,1.0,,,11.0,,19.0,15.0,1.0,7.0,106.0,68.0,47.0,4.0,1.0,3.0,4.0,4.0,,7.0,1.0,,58.0,81.0,23.0,,,,,,143.0,134.0,2.0,22.0,16.0,49.0,,,0.0,119.0,1.0,,,1.0,,3.0,,2.0,120.0,,7.0,142.0,33.0,18.0,15.0,3.0,30.0,27.0,,158.0,6.0,303.0,,,17.0,8.0,47.0,1.0,415.0,1.0,1.0,11.0,15.0,1.0,29.0,4.0,618.0,,17.0,9.0,7.0,10.0,0.0
360560,10,2011-10-29 12:00:00,1,Man Utd,Away,146.0,11.0,,1.0,1.0,4.0,,196.0,5.0,,5.0,3.0,16.0,25.0,341.0,1.0,1.0,27.0,8.0,9.0,6.0,,,,,,,,,,,7.0,,,,,,,,7.0,12.0,,,66.0,50.0,2.0,1.0,1.0,4.0,2.0,5.0,,1.0,7.0,1.0,,15.0,2.0,44.0,47.0,4.0,19.0,11.0,,,58.0,9.0,12.0,1.0,,2.0,1.0,,134.0,1.0,,1.0,1.0,,,12.0,1.0,,1.0,22.0,,17.0,15.0,,5.0,108.0,78.0,46.0,4.0,,1.0,6.0,4.0,,5.0,2.0,,68.0,47.0,10.0,,,,,,151.0,136.0,2.0,19.0,15.0,47.6,,1.0,0.0,107.0,4.0,4.0,,,,1.0,,3.0,87.0,,7.0,163.0,23.0,34.0,16.0,,9.0,9.0,,124.0,5.0,261.0,,,16.0,16.0,49.0,4.0,415.0,1.0,0.0,7.0,18.0,2.0,30.0,0.0,633.0,,15.0,8.0,1.0,15.0,0.0
