matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360575,11,2011-11-05 15:00:00,1,Man Utd,Home,190.0,13.0,2.0,5.0,3.0,2.0,,222.0,5.0,,3.0,5.0,15.0,50.0,407.0,,,17.0,11.0,11.0,8.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,3.0,6.0,,,71.0,50.0,,1.0,,2.0,3.0,3.0,,6.0,8.0,8.0,,17.0,1.0,43.0,40.0,2.0,27.0,21.0,,,69.0,7.0,14.0,,,,,2.0,128.0,,,,,,,9.0,,,2.0,28.0,,17.0,15.0,,3.0,144.0,67.0,45.0,2.0,,2.0,7.0,6.0,,2.0,2.0,,77.0,65.0,17.0,,,,,,156.0,145.0,1.0,18.0,28.0,57.3,,,0.0,140.0,,1.0,,,,4.0,,3.0,102.0,,9.0,202.0,25.0,38.0,15.0,6.0,26.0,20.0,,148.0,6.0,307.0,,,17.0,18.0,67.0,4.0,483.0,2.0,0.0,13.0,7.0,1.0,19.0,0.0,680.0,,12.0,8.0,6.0,5.0,0.0
360585,12,2011-11-19 17:30:00,1,Man Utd,Away,254.0,30.0,,,,2.0,,255.0,4.0,,5.0,6.0,19.0,36.0,509.0,,3.0,18.0,12.0,9.0,8.0,,1.0,,1.0,,,1.0,,1.0,,11.0,,,,,,,,5.0,5.0,,,98.0,76.0,1.0,,1.0,3.0,3.0,12.0,,2.0,8.0,5.0,,17.0,,51.0,48.0,3.0,16.0,5.0,,,66.0,8.0,6.0,1.0,,1.0,,1.0,169.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,,13.0,1.0,26.0,23.0,5.0,5.0,153.0,80.0,52.0,6.0,,3.0,6.0,5.0,,5.0,5.0,,62.0,68.0,15.0,,,,,,148.0,137.0,9.0,23.0,37.0,50.0,,2.0,0.0,163.0,1.0,,,,1.0,5.0,,3.0,119.0,,9.0,267.0,39.0,27.0,5.0,2.0,15.0,13.0,1.0,153.0,7.0,331.0,2.0,,19.0,20.0,51.0,3.0,583.0,,0.0,13.0,30.0,3.0,21.0,1.0,788.0,,16.0,3.0,2.0,18.0,0.0
360593,13,2011-11-26 15:00:00,1,Man Utd,Home,153.0,21.0,1.0,12.0,11.0,3.0,2.0,204.0,3.0,,9.0,4.0,25.0,27.0,345.0,,4.0,22.0,6.0,5.0,19.0,2.0,1.0,,,,,1.0,,,,14.0,,,,,1.0,,4.0,3.0,5.0,,,62.0,69.0,1.0,1.0,,2.0,9.0,2.0,,11.0,17.0,9.0,,14.0,2.0,42.0,65.0,2.0,21.0,17.0,,,58.0,12.0,15.0,1.0,,3.0,2.0,1.0,159.0,,,,,,,4.0,,1.0,,30.0,1.0,17.0,12.0,,9.0,104.0,79.0,49.0,3.0,,11.0,10.0,7.0,,2.0,,,62.0,40.0,27.0,1.0,1.0,1.0,,,162.0,141.0,,22.0,33.0,59.8,1.0,,0.0,100.0,2.0,2.0,,2.0,1.0,12.0,,2.0,96.0,,21.0,167.0,29.0,42.0,24.0,6.0,34.0,28.0,1.0,136.0,5.0,292.0,1.0,,23.0,28.0,45.0,4.0,425.0,1.0,0.0,28.0,29.0,9.0,23.0,1.0,682.0,,11.0,16.0,11.0,18.0,0.0
360599,14,2011-12-03 17:30:00,1,Man Utd,Away,138.0,19.0,2.0,3.0,1.0,2.0,,244.0,4.0,1.0,4.0,5.0,23.0,32.0,379.0,,,23.0,21.0,17.0,11.0,1.0,,,,,,1.0,,,,,,,,,,,,7.0,2.0,,,69.0,55.0,,,,2.0,4.0,3.0,,5.0,13.0,4.0,1.0,11.0,1.0,52.0,37.0,2.0,24.0,14.0,,,74.0,12.0,4.0,,,,,1.0,155.0,1.0,,1.0,1.0,,,10.0,,,,31.0,,24.0,18.0,,4.0,127.0,89.0,41.0,5.0,,6.0,7.0,4.0,,3.0,,,88.0,57.0,20.0,,,,,,183.0,160.0,2.0,19.0,26.0,56.2,,2.0,0.0,122.0,2.0,,,1.0,,6.0,1.0,3.0,120.0,,13.0,160.0,32.0,47.0,13.0,5.0,22.0,17.0,,167.0,7.0,335.0,,1.0,32.0,23.0,57.0,3.0,473.0,,0.0,14.0,8.0,,29.0,0.0,693.0,,16.0,8.0,5.0,6.0,0.0
360613,15,2011-12-10 15:00:00,1,Man Utd,Home,164.0,17.0,3.0,8.0,5.0,4.0,,238.0,3.0,,5.0,6.0,25.0,41.0,394.0,,2.0,15.0,11.0,15.0,13.0,2.0,,,,,,,,,,18.0,,,,,,,1.0,5.0,6.0,,,67.0,69.0,2.0,1.0,1.0,3.0,5.0,10.0,,8.0,16.0,1.0,,11.0,4.0,44.0,45.0,3.0,36.0,19.0,,,67.0,10.0,9.0,2.0,,1.0,,,179.0,4.0,,2.0,4.0,,,8.0,4.0,2.0,3.0,25.0,,16.0,15.0,1.0,6.0,117.0,94.0,57.0,2.0,2.0,2.0,17.0,13.0,,3.0,,,48.0,84.0,19.0,,,,,,164.0,154.0,2.0,31.0,27.0,51.0,,2.0,0.0,126.0,2.0,2.0,,1.0,,2.0,,3.0,122.0,,19.0,185.0,24.0,46.0,8.0,7.0,24.0,17.0,,168.0,13.0,328.0,2.0,,28.0,26.0,64.0,4.0,489.0,,0.0,20.0,18.0,3.0,17.0,1.0,699.0,,15.0,3.0,8.0,16.0,0.0
360625,16,2011-12-18 12:00:00,1,Man Utd,Away,132.0,11.0,3.0,8.0,5.0,2.0,,206.0,7.0,,1.0,6.0,23.0,21.0,330.0,1.0,1.0,18.0,11.0,17.0,16.0,3.0,3.0,,,,,,,,,14.0,,,,1.0,,1.0,,7.0,4.0,,,69.0,61.0,2.0,3.0,,4.0,4.0,8.0,,10.0,10.0,4.0,,17.0,,50.0,51.0,4.0,26.0,16.0,,,72.0,9.0,5.0,1.0,1.0,1.0,1.0,,153.0,1.0,,1.0,1.0,,1.0,16.0,2.0,1.0,2.0,33.0,2.0,25.0,18.0,1.0,1.0,98.0,97.0,52.0,5.0,1.0,10.0,10.0,8.0,,1.0,1.0,,52.0,70.0,14.0,,,,,,199.0,171.0,6.0,21.0,32.0,52.7,2.0,,0.0,112.0,2.0,,,2.0,3.0,10.0,1.0,3.0,91.0,,20.0,157.0,19.0,54.0,13.0,7.0,22.0,15.0,3.0,136.0,8.0,297.0,1.0,,36.0,24.0,48.0,3.0,432.0,2.0,0.0,22.0,23.0,2.0,23.0,2.0,682.0,,12.0,6.0,10.0,19.0,0.0
360636,17,2011-12-21 20:00:00,1,Man Utd,Away,253.0,17.0,1.0,5.0,4.0,4.0,,236.0,1.0,2.0,4.0,7.0,23.0,39.0,484.0,1.0,1.0,8.0,5.0,6.0,11.0,1.0,1.0,,,,1.0,1.0,,,,16.0,,,,,,,,6.0,9.0,,,93.0,68.0,3.0,1.0,2.0,1.0,7.0,5.0,,10.0,13.0,5.0,,16.0,4.0,38.0,39.0,1.0,16.0,12.0,,1.0,59.0,8.0,7.0,3.0,,1.0,,1.0,165.0,5.0,,4.0,4.0,1.0,,8.0,4.0,,,15.0,,11.0,8.0,,5.0,144.0,78.0,48.0,3.0,2.0,3.0,14.0,8.0,,5.0,1.0,,74.0,72.0,17.0,,,,,,135.0,127.0,4.0,26.0,27.0,56.5,,,0.0,145.0,3.0,2.0,,1.0,1.0,3.0,,3.0,109.0,,17.0,266.0,26.0,24.0,7.0,2.0,20.0,18.0,1.0,143.0,8.0,301.0,,2.0,28.0,24.0,58.0,2.0,547.0,1.0,0.0,18.0,23.0,1.0,11.0,0.0,733.0,,15.0,3.0,10.0,18.0,0.0
360643,18,2011-12-26 15:00:00,1,Man Utd,Home,119.0,18.0,1.0,12.0,11.0,2.0,,338.0,1.0,1.0,5.0,1.0,22.0,36.0,445.0,1.0,,12.0,1.0,2.0,11.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,4.0,5.0,,,65.0,55.0,,1.0,1.0,1.0,3.0,12.0,,10.0,25.0,9.0,,11.0,,44.0,47.0,1.0,7.0,5.0,,,60.0,13.0,11.0,3.0,,,,1.0,138.0,4.0,,2.0,3.0,1.0,,6.0,,1.0,1.0,6.0,,14.0,10.0,1.0,5.0,153.0,42.0,34.0,2.0,2.0,6.0,10.0,8.0,,3.0,1.0,,65.0,85.0,30.0,,,,,1.0,126.0,120.0,4.0,25.0,20.0,59.5,,,0.0,143.0,,2.0,,,,9.0,,3.0,205.0,,16.0,125.0,28.0,13.0,18.0,6.0,42.0,36.0,,248.0,5.0,416.0,1.0,1.0,4.0,23.0,44.0,,499.0,1.0,0.0,20.0,24.0,2.0,13.0,2.0,687.0,,10.0,10.0,10.0,17.0,0.0
360653,19,2011-12-31 12:45:00,1,Man Utd,Home,144.0,15.0,5.0,17.0,12.0,1.0,,313.0,8.0,,2.0,1.0,16.0,34.0,440.0,1.0,,18.0,4.0,8.0,13.0,1.0,1.0,,,,,,,,,22.0,,,,,,,1.0,6.0,5.0,,,53.0,53.0,2.0,1.0,1.0,,9.0,10.0,,17.0,38.0,17.0,,23.0,,55.0,66.0,,11.0,10.0,1.0,,80.0,7.0,10.0,2.0,1.0,5.0,2.0,,138.0,2.0,,1.0,2.0,,,8.0,2.0,,,13.0,,11.0,9.0,,2.0,149.0,46.0,30.0,3.0,,8.0,8.0,5.0,,3.0,2.0,,68.0,80.0,28.0,1.0,1.0,1.0,,,162.0,158.0,7.0,14.0,30.0,62.9,,1.0,0.0,150.0,,,,,1.0,13.0,1.0,2.0,187.0,,16.0,149.0,27.0,15.0,26.0,14.0,71.0,57.0,1.0,224.0,2.0,412.0,,,5.0,16.0,44.0,,490.0,1.0,0.0,27.0,33.0,2.0,19.0,2.0,755.0,,16.0,15.0,17.0,26.0,0.0
360664,20,2012-01-04 20:00:00,1,Man Utd,Away,168.0,15.0,,3.0,3.0,3.0,,218.0,7.0,,8.0,7.0,17.0,26.0,383.0,,1.0,18.0,12.0,9.0,4.0,,,,,,,1.0,1.0,,,4.0,,,,,1.0,,,5.0,6.0,,,48.0,73.0,1.0,1.0,,4.0,2.0,5.0,,4.0,18.0,6.0,,15.0,1.0,51.0,67.0,4.0,14.0,11.0,,,76.0,15.0,16.0,,,2.0,,1.0,185.0,,,,,,,11.0,,3.0,,18.0,1.0,15.0,10.0,1.0,8.0,118.0,85.0,42.0,4.0,,1.0,3.0,3.0,,1.0,1.0,1.0,54.0,81.0,24.0,,,,,,182.0,172.0,3.0,27.0,29.0,60.3,1.0,1.0,0.0,131.0,,3.0,,,,1.0,,3.0,90.0,,4.0,180.0,27.0,24.0,13.0,2.0,26.0,24.0,,144.0,7.0,328.0,3.0,,29.0,19.0,49.0,5.0,482.0,,0.0,6.0,33.0,2.0,20.0,2.0,703.0,,19.0,9.0,4.0,22.0,0.0
360673,21,2012-01-14 15:00:00,1,Man Utd,Home,205.0,15.0,4.0,8.0,4.0,1.0,,266.0,4.0,,4.0,,22.0,32.0,463.0,,1.0,21.0,8.0,4.0,15.0,3.0,2.0,,,,1.0,1.0,,,,18.0,,,1.0,,,,,6.0,4.0,,,75.0,64.0,3.0,3.0,2.0,1.0,4.0,8.0,1.0,11.0,21.0,5.0,,14.0,,44.0,46.0,1.0,14.0,10.0,,,71.0,8.0,7.0,1.0,,2.0,,1.0,172.0,2.0,,1.0,2.0,,,5.0,3.0,1.0,1.0,19.0,,13.0,9.0,,4.0,137.0,71.0,45.0,3.0,2.0,11.0,9.0,8.0,,5.0,,,50.0,99.0,18.0,,,,,1.0,151.0,137.0,6.0,27.0,27.0,62.8,,1.0,0.0,152.0,1.0,,,,2.0,11.0,,3.0,141.0,,20.0,219.0,30.0,28.0,17.0,9.0,35.0,26.0,2.0,179.0,5.0,352.0,1.0,,9.0,23.0,50.0,2.0,536.0,,0.0,23.0,25.0,4.0,22.0,0.0,746.0,,12.0,10.0,11.0,20.0,0.0
