matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321870,22.0,2011-01-04 20:00:00,1,Man Utd,Home,209.0,22.0,1.0,6.0,5.0,2.0,,268.0,3.0,,5.0,4.0,24.0,40.0,471.0,1.0,2.0,15.0,17.0,15.0,11.0,1.0,,,2.0,,2.0,,,,,,,,,,,3.0,2.0,,76.0,67.0,,1.0,,,7.0,6.0,,6.0,7.0,11.0,,15.0,,54.0,52.0,,12.0,7.0,,,82.0,6.0,11.0,1.0,,,,2.0,202.0,2.0,,1.0,2.0,,,8.0,,,,1.0,,,,,15.0,,16.0,14.0,,5.0,151.0,87.0,55.0,1.0,1.0,7.0,7.0,2.0,,,,2.0,,71.0,75.0,25.0,,,,,188.0,172.0,,30.0,30.0,64.3,,,0.0,,,,146.0,,,,2.0,,10.0,,2.0,117.0,14.0,243.0,37.0,28.0,22.0,4.0,21.0,18.0,,162.0,12.0,353.0,1.0,,13.0,26.0,58.0,4.0,575.0,1.0,0.0,19.0,14.0,7.0,20.0,0.0,781.0,12.0,12.0,6.0,6.0,0.0
321883,23.0,2011-01-16 16:10:00,1,Man Utd,Away,118.0,8.0,1.0,1.0,,4.0,,137.0,7.0,,6.0,8.0,6.0,24.0,254.0,,1.0,11.0,11.0,18.0,5.0,1.0,,,,,,,,,,,,,,,,8.0,10.0,,32.0,66.0,,,,3.0,,10.0,,2.0,10.0,1.0,,13.0,,61.0,58.0,3.0,24.0,8.0,,1.0,60.0,20.0,9.0,,1.0,,,,144.0,,,,,,,14.0,,,,4.0,,,,2.0,21.0,,11.0,10.0,2.0,6.0,86.0,85.0,41.0,8.0,,3.0,3.0,4.0,,,4.0,2.0,,42.0,56.0,18.0,,,,,172.0,153.0,3.0,23.0,28.0,43.6,,2.0,0.0,,,,79.0,,2.0,1.0,,,3.0,,2.0,63.0,6.0,135.0,24.0,43.0,21.0,2.0,13.0,11.0,,108.0,10.0,219.0,4.0,,27.0,6.0,50.0,2.0,341.0,,1.0,7.0,19.0,4.0,18.0,3.0,547.0,13.0,12.0,2.0,15.0,0.0
321894,24.0,2011-01-22 15:00:00,1,Man Utd,Home,175.0,25.0,2.0,8.0,6.0,5.0,,226.0,4.0,1.0,6.0,2.0,14.0,32.0,393.0,1.0,2.0,12.0,5.0,14.0,16.0,,3.0,,1.0,,1.0,,,21.0,,,,,,,,2.0,3.0,,60.0,62.0,5.0,2.0,3.0,4.0,2.0,5.0,,10.0,21.0,5.0,,5.0,1.0,30.0,40.0,4.0,11.0,7.0,,1.0,56.0,11.0,5.0,3.0,,1.0,,1.0,163.0,5.0,,4.0,4.0,1.0,,7.0,,,4.0,2.0,,,,,17.0,,15.0,15.0,,6.0,115.0,70.0,47.0,3.0,2.0,11.0,10.0,8.0,,,,,,48.0,70.0,22.0,,,,,144.0,134.0,3.0,25.0,28.0,55.9,,1.0,0.0,,,,138.0,1.0,,,2.0,3.0,13.0,,3.0,141.0,21.0,199.0,39.0,21.0,14.0,9.0,35.0,26.0,3.0,177.0,8.0,312.0,2.0,1.0,14.0,18.0,44.0,3.0,476.0,2.0,0.0,23.0,11.0,8.0,13.0,0.0,649.0,8.0,10.0,10.0,10.0,0.0
321901,25.0,2011-02-01 20:00:00,1,Man Utd,Home,132.0,23.0,1.0,7.0,7.0,5.0,,191.0,1.0,,7.0,7.0,17.0,32.0,316.0,,3.0,16.0,11.0,11.0,13.0,3.0,1.0,,,,,,,17.0,,,,,,,2.0,5.0,7.0,,52.0,59.0,2.0,1.0,2.0,6.0,6.0,5.0,,5.0,10.0,7.0,1.0,8.0,,38.0,45.0,6.0,8.0,2.0,,,72.0,8.0,7.0,2.0,,3.0,,,156.0,3.0,1.0,3.0,1.0,2.0,,5.0,,,1.0,4.0,,,,1.0,6.0,,18.0,14.0,1.0,7.0,91.0,77.0,47.0,5.0,,5.0,14.0,10.0,,,3.0,4.0,,57.0,53.0,23.0,,,,,147.0,138.0,2.0,20.0,28.0,44.2,,,0.0,,,,98.0,1.0,2.0,,,1.0,7.0,1.0,1.0,99.0,19.0,148.0,37.0,17.0,20.0,5.0,21.0,17.0,1.0,145.0,9.0,270.0,5.0,,21.0,17.0,49.0,4.0,397.0,,0.0,23.0,14.0,10.0,17.0,0.0,595.0,15.0,13.0,5.0,10.0,0.0
321916,26.0,2011-02-05 17:30:00,1,Man Utd,Away,170.0,24.0,2.0,11.0,9.0,2.0,,204.0,5.0,1.0,6.0,3.0,13.0,40.0,363.0,,,31.0,8.0,10.0,11.0,1.0,,,1.0,,1.0,,,13.0,,,,,,,,7.0,2.0,,39.0,64.0,1.0,1.0,,3.0,3.0,2.0,,6.0,21.0,7.0,,12.0,1.0,39.0,44.0,3.0,11.0,6.0,,,88.0,13.0,9.0,,,2.0,1.0,1.0,180.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,2.0,9.0,,16.0,15.0,1.0,6.0,141.0,94.0,47.0,4.0,1.0,6.0,7.0,4.0,,,3.0,1.0,,60.0,77.0,23.0,,,,,200.0,193.0,2.0,27.0,26.0,58.3,,,0.0,,,,127.0,1.0,1.0,,3.0,,8.0,,3.0,108.0,13.0,197.0,51.0,18.0,11.0,5.0,34.0,29.0,,176.0,10.0,324.0,1.0,1.0,15.0,14.0,68.0,3.0,487.0,1.0,0.0,15.0,20.0,6.0,36.0,2.0,707.0,15.0,5.0,6.0,15.0,0.0
321924,27.0,2011-02-12 12:45:00,1,Man Utd,Home,147.0,22.0,1.0,2.0,1.0,,,242.0,6.0,,6.0,3.0,16.0,28.0,387.0,,1.0,16.0,11.0,10.0,8.0,,,,,,,,,11.0,,,,,,,,11.0,3.0,,60.0,66.0,1.0,,1.0,5.0,1.0,12.0,,4.0,11.0,10.0,,12.0,,60.0,52.0,5.0,9.0,3.0,,,63.0,16.0,13.0,1.0,,3.0,,,175.0,2.0,,2.0,2.0,,,7.0,,,2.0,1.0,,,,,9.0,,25.0,22.0,4.0,6.0,119.0,76.0,40.0,7.0,1.0,4.0,6.0,5.0,,,6.0,2.0,,110.0,75.0,20.0,,,,,159.0,149.0,3.0,29.0,28.0,49.7,,,0.0,,,,125.0,2.0,,,1.0,,5.0,,2.0,129.0,10.0,163.0,42.0,19.0,23.0,2.0,23.0,21.0,,174.0,6.0,339.0,1.0,,20.0,17.0,56.0,2.0,479.0,1.0,0.0,11.0,15.0,3.0,19.0,2.0,676.0,7.0,14.0,4.0,12.0,0.0
321935,28.0,2011-02-26 15:00:00,1,Man Utd,Away,181.0,17.0,,5.0,5.0,2.0,,165.0,4.0,,2.0,8.0,18.0,32.0,341.0,1.0,3.0,19.0,18.0,6.0,9.0,,1.0,,2.0,,2.0,,,15.0,,,,,1.0,,,8.0,3.0,,53.0,66.0,4.0,1.0,4.0,3.0,3.0,10.0,,3.0,13.0,2.0,1.0,12.0,2.0,60.0,60.0,3.0,18.0,9.0,,2.0,55.0,11.0,13.0,3.0,,2.0,,2.0,156.0,4.0,,4.0,4.0,,1.0,9.0,,,4.0,1.0,,,,,17.0,1.0,20.0,15.0,,2.0,108.0,83.0,47.0,8.0,,4.0,9.0,8.0,,,2.0,1.0,,55.0,61.0,9.0,,,,,160.0,149.0,1.0,33.0,26.0,52.0,1.0,,0.0,,,,116.0,3.0,1.0,,,1.0,7.0,,3.0,63.0,13.0,202.0,29.0,29.0,21.0,3.0,18.0,15.0,2.0,103.0,9.0,249.0,1.0,,28.0,21.0,52.0,1.0,433.0,3.0,0.0,18.0,29.0,6.0,22.0,1.0,648.0,13.0,12.0,3.0,18.0,0.0
321942,29.0,2011-03-06 13:30:00,1,Man Utd,Away,181.0,31.0,3.0,7.0,4.0,2.0,,234.0,4.0,1.0,7.0,7.0,11.0,45.0,408.0,,1.0,18.0,14.0,11.0,6.0,2.0,,,1.0,,2.0,,,7.0,,,,,1.0,,1.0,8.0,8.0,,53.0,58.0,1.0,1.0,1.0,4.0,4.0,11.0,,4.0,11.0,11.0,,18.0,2.0,61.0,48.0,4.0,12.0,4.0,2.0,,71.0,13.0,12.0,1.0,,4.0,2.0,2.0,169.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,15.0,1.0,7.0,4.0,,7.0,145.0,86.0,53.0,6.0,,4.0,5.0,3.0,,,2.0,,,68.0,81.0,22.0,,,,,173.0,158.0,1.0,23.0,25.0,57.6,1.0,,0.0,,,,133.0,2.0,1.0,,,,6.0,1.0,3.0,111.0,9.0,208.0,45.0,27.0,11.0,4.0,28.0,24.0,,154.0,6.0,320.0,,1.0,17.0,15.0,64.0,3.0,500.0,,0.0,13.0,20.0,1.0,19.0,3.0,699.0,12.0,5.0,4.0,15.0,0.0
321951,30.0,2011-03-19 15:00:00,1,Man Utd,Home,126.0,13.0,1.0,7.0,6.0,2.0,,209.0,3.0,1.0,4.0,8.0,11.0,21.0,328.0,1.0,1.0,26.0,27.0,11.0,13.0,,,,,,,,,13.0,,,,,,,,5.0,8.0,,58.0,67.0,,,,7.0,3.0,1.0,,12.0,14.0,6.0,,20.0,,72.0,46.0,7.0,16.0,9.0,,,79.0,9.0,11.0,1.0,,1.0,,,178.0,,,,,,,9.0,,,1.0,,,,,,14.0,,19.0,15.0,1.0,4.0,96.0,99.0,39.0,5.0,,6.0,7.0,6.0,,,4.0,,,69.0,69.0,24.0,,,,,218.0,206.0,5.0,23.0,31.0,57.5,,1.0,0.0,,,,123.0,1.0,1.0,,,,7.0,1.0,2.0,118.0,13.0,145.0,39.0,28.0,22.0,8.0,28.0,20.0,,185.0,9.0,338.0,,1.0,32.0,13.0,57.0,4.0,455.0,2.0,1.0,16.0,17.0,6.0,30.0,0.0,689.0,9.0,7.0,12.0,13.0,0.0
321965,31.0,2011-04-02 12:45:00,1,Man Utd,Away,163.0,20.0,6.0,12.0,6.0,3.0,,290.0,2.0,,7.0,3.0,9.0,21.0,441.0,,1.0,17.0,7.0,18.0,12.0,5.0,,1.0,,,2.0,,,,1.0,,,,,,,4.0,6.0,,67.0,61.0,,1.0,1.0,2.0,6.0,2.0,,16.0,26.0,7.0,,13.0,,39.0,54.0,2.0,22.0,14.0,,,78.0,10.0,10.0,4.0,,,,2.0,184.0,1.0,,,1.0,,,6.0,,,,2.0,,,,1.0,24.0,,18.0,14.0,,7.0,152.0,83.0,48.0,,,9.0,9.0,8.0,,,3.0,,,55.0,95.0,24.0,2.0,2.0,2.0,1.0,181.0,164.0,6.0,24.0,23.0,66.0,,,0.0,,,,138.0,,1.0,,,,9.0,,3.0,157.0,18.0,182.0,39.0,39.0,19.0,10.0,43.0,33.0,,210.0,10.0,402.0,3.0,,17.0,9.0,38.0,1.0,541.0,,0.0,23.0,15.0,5.0,17.0,2.0,771.0,7.0,11.0,16.0,12.0,0.0
321973,32.0,2011-04-09 15:00:00,1,Man Utd,Home,200.0,16.0,6.0,7.0,1.0,1.0,,200.0,1.0,1.0,6.0,3.0,20.0,36.0,393.0,,1.0,21.0,7.0,9.0,10.0,2.0,4.0,,,,,,,12.0,,,,,,,1.0,2.0,10.0,,55.0,65.0,3.0,2.0,2.0,1.0,5.0,7.0,,7.0,9.0,2.0,,13.0,2.0,46.0,45.0,1.0,11.0,6.0,,,58.0,12.0,8.0,1.0,,3.0,1.0,,152.0,1.0,,1.0,1.0,,1.0,13.0,,,2.0,2.0,,,,,13.0,,13.0,11.0,,6.0,127.0,89.0,50.0,3.0,1.0,4.0,9.0,8.0,,,3.0,1.0,,57.0,80.0,15.0,,,,,146.0,137.0,1.0,32.0,21.0,47.8,,,0.0,,,,138.0,,2.0,,,4.0,6.0,2.0,3.0,94.0,13.0,220.0,25.0,20.0,23.0,6.0,18.0,12.0,4.0,136.0,4.0,270.0,3.0,1.0,22.0,21.0,57.0,3.0,472.0,1.0,0.0,19.0,12.0,7.0,23.0,0.0,670.0,9.0,16.0,7.0,8.0,0.0
321982,33.0,2011-04-19 19:45:00,1,Man Utd,Away,175.0,18.0,1.0,5.0,4.0,5.0,,219.0,6.0,,4.0,6.0,16.0,34.0,389.0,1.0,,16.0,13.0,19.0,14.0,1.0,1.0,,,1.0,2.0,,,16.0,,,,,,,,7.0,5.0,,49.0,50.0,1.0,2.0,,2.0,4.0,10.0,,7.0,11.0,9.0,,10.0,,46.0,58.0,2.0,17.0,11.0,,,68.0,11.0,9.0,,,2.0,,2.0,157.0,,,,,,,11.0,,,,1.0,,,,,19.0,,14.0,11.0,2.0,4.0,124.0,73.0,43.0,6.0,,8.0,7.0,5.0,,,2.0,1.0,,50.0,83.0,22.0,,,,,151.0,137.0,,18.0,24.0,59.4,,,0.0,,,,140.0,1.0,2.0,,1.0,1.0,10.0,,2.0,113.0,15.0,197.0,36.0,31.0,12.0,6.0,26.0,20.0,1.0,150.0,10.0,299.0,1.0,,20.0,17.0,53.0,2.0,470.0,1.0,0.0,19.0,21.0,5.0,18.0,2.0,669.0,12.0,9.0,8.0,14.0,0.0
321993,34.0,2011-04-23 12:45:00,1,Man Utd,Home,177.0,20.0,2.0,6.0,4.0,1.0,,255.0,2.0,,6.0,5.0,17.0,49.0,426.0,1.0,2.0,16.0,18.0,17.0,12.0,3.0,,,,1.0,1.0,,,13.0,,,,,,,1.0,1.0,4.0,,54.0,66.0,4.0,3.0,1.0,3.0,6.0,1.0,,13.0,28.0,9.0,,12.0,1.0,43.0,47.0,3.0,5.0,3.0,,,78.0,10.0,9.0,1.0,,3.0,1.0,1.0,184.0,1.0,,1.0,1.0,,,4.0,,,1.0,1.0,,,,,14.0,,17.0,15.0,,6.0,149.0,78.0,42.0,1.0,,7.0,9.0,6.0,,,,,,89.0,79.0,36.0,,,,,184.0,170.0,3.0,24.0,29.0,59.1,,,0.0,,,,138.0,1.0,2.0,,,,9.0,,3.0,140.0,16.0,197.0,42.0,19.0,8.0,7.0,45.0,38.0,,194.0,8.0,374.0,1.0,,26.0,18.0,83.0,2.0,526.0,2.0,0.0,21.0,15.0,8.0,18.0,1.0,729.0,11.0,6.0,13.0,13.0,0.0
321997,35.0,2011-05-01 14:05:00,1,Man Utd,Away,158.0,17.0,2.0,2.0,,4.0,,132.0,5.0,,8.0,5.0,12.0,30.0,288.0,,,21.0,18.0,11.0,3.0,3.0,1.0,,1.0,2.0,4.0,,,,,,,,,,1.0,6.0,4.0,,39.0,66.0,,,,5.0,3.0,8.0,,6.0,12.0,4.0,,16.0,,55.0,57.0,5.0,14.0,10.0,,1.0,63.0,8.0,15.0,,,,,4.0,138.0,,,,,,,9.0,,,,1.0,,,,1.0,14.0,,9.0,7.0,2.0,8.0,88.0,75.0,33.0,3.0,,3.0,3.0,4.0,,,2.0,5.0,,38.0,60.0,24.0,,,,,167.0,158.0,,27.0,29.0,45.1,,,0.0,,,,111.0,,1.0,,,1.0,5.0,,3.0,70.0,6.0,171.0,37.0,23.0,12.0,4.0,23.0,19.0,,116.0,11.0,228.0,1.0,,23.0,12.0,52.0,4.0,376.0,1.0,0.0,12.0,25.0,5.0,26.0,3.0,580.0,9.0,6.0,6.0,18.0,0.0
322011,36.0,2011-05-08 16:10:00,1,Man Utd,Home,121.0,16.0,,5.0,5.0,,,163.0,3.0,,,3.0,11.0,26.0,279.0,1.0,,13.0,10.0,5.0,11.0,,1.0,,,,,,,10.0,,,,,,,1.0,10.0,10.0,,67.0,60.0,6.0,4.0,2.0,2.0,3.0,9.0,,7.0,9.0,5.0,1.0,12.0,3.0,51.0,63.0,2.0,15.0,13.0,,,62.0,13.0,14.0,1.0,,4.0,1.0,,130.0,2.0,,2.0,1.0,1.0,1.0,9.0,,,1.0,,,,,,22.0,,13.0,10.0,1.0,,92.0,86.0,31.0,2.0,,5.0,8.0,5.0,,,4.0,2.0,,51.0,66.0,10.0,,,,,155.0,144.0,4.0,25.0,21.0,47.4,,1.0,0.0,,,,78.0,2.0,4.0,,1.0,1.0,5.0,,2.0,83.0,13.0,135.0,34.0,26.0,19.0,2.0,17.0,15.0,2.0,130.0,4.0,249.0,,,31.0,12.0,70.0,3.0,367.0,1.0,0.0,13.0,32.0,2.0,16.0,2.0,573.0,11.0,12.0,7.0,25.0,0.0
322019,37.0,2011-05-14 12:45:00,1,Man Utd,Away,339.0,17.0,1.0,4.0,3.0,1.0,,297.0,4.0,,3.0,4.0,16.0,80.0,632.0,,1.0,29.0,11.0,3.0,7.0,2.0,,,,,,,,9.0,1.0,,,1.0,,,,5.0,1.0,,80.0,40.0,2.0,2.0,1.0,,5.0,2.0,,6.0,19.0,4.0,,9.0,,39.0,35.0,,9.0,3.0,,,70.0,11.0,11.0,1.0,,1.0,,,166.0,,,,,,,6.0,,,,1.0,,,,,12.0,1.0,12.0,10.0,1.0,3.0,252.0,81.0,56.0,2.0,,4.0,5.0,2.0,,,,1.0,,92.0,98.0,19.0,,,,1.0,156.0,143.0,,17.0,17.0,75.5,1.0,1.0,0.0,,,,221.0,,1.0,,1.0,,5.0,2.0,2.0,138.0,9.0,361.0,32.0,22.0,9.0,6.0,29.0,23.0,,181.0,2.0,387.0,1.0,,11.0,18.0,101.0,1.0,719.0,,0.0,12.0,18.0,3.0,33.0,0.0,891.0,8.0,3.0,6.0,16.0,0.0
322031,38.0,2011-05-22 16:00:00,1,Man Utd,Home,240.0,36.0,3.0,8.0,5.0,3.0,,252.0,9.0,1.0,4.0,3.0,13.0,47.0,484.0,,2.0,16.0,7.0,9.0,6.0,4.0,,,,,,,,14.0,,,,,,,2.0,8.0,7.0,,82.0,50.0,6.0,4.0,2.0,2.0,4.0,7.0,,8.0,20.0,2.0,,15.0,1.0,42.0,35.0,2.0,15.0,10.0,,,70.0,9.0,6.0,1.0,1.0,1.0,,,190.0,3.0,,3.0,3.0,,,11.0,,,3.0,,,,,,14.0,,17.0,14.0,3.0,4.0,144.0,79.0,53.0,8.0,2.0,6.0,7.0,7.0,,,5.0,1.0,,79.0,58.0,17.0,,,,,137.0,132.0,2.0,27.0,17.0,58.5,,,0.0,,,,145.0,1.0,1.0,,1.0,,9.0,,3.0,133.0,13.0,250.0,49.0,20.0,9.0,5.0,27.0,22.0,,175.0,4.0,338.0,,1.0,11.0,16.0,64.0,3.0,561.0,,0.0,20.0,15.0,6.0,16.0,2.0,745.0,10.0,5.0,8.0,11.0,0.0
