playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,timePlayed,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,foulAttemptedTackle,catches,savesMadeFromOutsideBox,starts,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,goalsConcededOutsideBox,punches,penaltyGoalsConceded,successfulLaunches,totalClearances,goalsConceded,savesMade,goalkeeperSmother,drops,crossesNotClaimed,goalsConcededInsideBox,aerialDuelsWon,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,interceptions,successfulLongPasses,unsuccessfulLaunches,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,foulWonPenalty,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,keyPassesAttemptAssists,shotsBlockedInBox,iboxBlocked,substituteOff,expectedGoals,expectedGoalsFreekick,offsides,oboxBlocked,shotsOnTargetOutsideBox,penaltiesConceded,successfulCornersIntoBox,throwInsToOppositionPlayer,oboxTarget,freekickTotal,blocks,shotsBlockedOutsideBox,clearancesOffTheLine,hitWoodwork,handballsConceded,goals,ownGoalScored,leftFootGoals,headedGoals,setPiecesGoals,rightFootGoals,unsuccessfulLayoffs,penaltiesTaken,secondGoalAssists,penaltyGoals,otherGoals
77760,Cristian Gamboa,Defender,West Brom,35,Costa Rica,2015-16,0.0,0.0,1.0,2.0,0.0045,2.0,1.0,,3.0,1.0,,3.0,2.0,12.0,1.0,,27.0,3.0,,3.0,9.0,,0.1394,2.0,6.0,1.0,,5.0,,1.0,3.0,1.0,1.0,,8.0,2.0,,5.0,12.0,1.0,,6.0,1.0,,,3.0,1.0,,2.0,23.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,0.026,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14295,Darren Fletcher,Midfielder,West Brom,35,Scotland,2015-16,0.0,0.0,3.0,169.0,2.8205,52.0,11.0,6.0,225.0,38.0,21.0,323.0,27.0,1480.0,,1.0,3374.0,145.0,68.0,109.0,1048.0,,42.3634,131.0,333.0,30.0,,314.0,30.0,532.0,269.0,38.0,15.0,12.0,727.0,34.0,,240.0,1434.0,7.0,18.0,483.0,37.0,29.0,,451.0,18.0,1.0,164.0,1940.0,3.0,441.0,11.0,,,38.0,,74.0,11.0,,9.0,,5.0,14.0,36.0,47.0,,,,,38.0,36.0,,,,51.0,109.0,50.0,,98.0,65.0,11.0,11.0,4.0,0.8704,3.0,,11.0,2.0,2.0,38.0,27.0,6.0,6.0,2.0,2.0615,,,5.0,1.0,1.0,,,1.0,,9.0,5.0,,,1.0,1.0,,,1.0,,,1.0,,,,
19272,Gareth McAuley,Defender,West Brom,35,Northern Ireland,2015-16,1.0,1.0,4.0,97.0,0.6191,45.0,6.0,1.0,120.0,34.0,,267.0,4.0,849.0,,,3059.0,161.0,28.0,68.0,483.0,,36.0845,51.0,86.0,16.0,,258.0,19.0,488.0,135.0,34.0,11.0,,204.0,4.0,,119.0,825.0,3.0,4.0,329.0,34.0,9.0,,219.0,32.0,,56.0,1302.0,2.0,378.0,12.0,,,34.0,,139.0,10.0,,8.0,,5.0,56.0,172.0,41.0,,,,,33.0,93.0,,,,95.0,99.0,111.0,,147.0,60.0,,1.0,3.0,0.9611,,,,2.0,2.0,46.0,7.0,1.0,1.0,,0.7641,,2.0,,,1.0,,,,,28.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,
43252,James Chester,Defender,West Brom,35,Wales,2015-16,0.0,0.0,5.0,42.0,0.3955,32.0,,2.0,64.0,13.0,,101.0,13.0,327.0,4.0,,962.0,62.0,14.0,41.0,216.0,,16.5259,29.0,69.0,6.0,,104.0,5.0,173.0,46.0,13.0,10.0,2.0,112.0,13.0,,70.0,321.0,,5.0,157.0,22.0,3.0,,41.0,11.0,,44.0,588.0,81.0,115.0,7.0,,,9.0,,34.0,3.0,,4.0,,2.0,2.0,50.0,18.0,,,,,14.0,21.0,,,,24.0,10.0,23.0,,37.0,28.0,1.0,,,,,,1.0,,,13.0,4.0,,,2.0,,,,,,,,14.0,,,5.0,,,,,,,,,,,,,,,
63370,James McClean,Midfielder,West Brom,35,Ireland,2015-16,1.0,1.0,7.0,217.0,2.6173,70.0,23.0,2.0,139.0,35.0,12.0,183.0,128.0,598.0,7.0,39.0,2412.0,203.0,42.0,145.0,392.0,,32.8938,157.0,174.0,39.0,,420.0,23.0,199.0,122.0,35.0,22.0,23.0,297.0,161.0,,302.0,591.0,14.0,24.0,475.0,48.0,38.0,,66.0,36.0,31.0,159.0,1282.0,17.0,165.0,32.0,,,28.0,,118.0,3.0,,8.0,,4.0,15.0,53.0,38.0,,,,,30.0,58.0,,,,32.0,23.0,30.0,,44.0,47.0,38.0,8.0,9.0,2.1313,2.0,,47.0,5.0,5.0,60.0,27.0,4.0,4.0,8.0,2.051,,6.0,4.0,2.0,,7.0,4.0,2.0,,7.0,4.0,1.0,,1.0,2.0,,,1.0,,1.0,3.0,,1.0,,
18008,James Morrison,Midfielder,West Brom,35,Scotland,2015-16,0.0,0.0,3.0,69.0,1.5753,26.0,18.0,3.0,73.0,18.0,28.0,98.0,11.0,593.0,1.0,2.0,1343.0,66.0,25.0,60.0,461.0,4.0,17.6207,57.0,191.0,12.0,,135.0,14.0,141.0,106.0,18.0,6.0,8.0,308.0,13.0,,117.0,581.0,6.0,8.0,175.0,20.0,22.0,,158.0,7.0,2.0,103.0,845.0,4.0,189.0,3.0,,,17.0,,18.0,3.0,,4.0,,,5.0,11.0,19.0,,,,,15.0,6.0,,,,43.0,34.0,12.0,,25.0,17.0,1.0,6.0,12.0,3.1368,3.0,,2.0,6.0,6.0,12.0,12.0,2.0,2.0,7.0,2.0165,,,4.0,3.0,,,,3.0,,5.0,4.0,,,,3.0,,,1.0,,2.0,1.0,1.0,,,
39253,Jonas Olsson,Defender,West Brom,35,Sweden,2015-16,0.0,0.0,5.0,49.0,0.904,16.0,6.0,,76.0,28.0,,179.0,,576.0,3.0,,2016.0,73.0,16.0,25.0,338.0,,23.8521,28.0,121.0,10.0,,122.0,8.0,331.0,59.0,28.0,5.0,1.0,153.0,,,53.0,552.0,4.0,1.0,217.0,11.0,2.0,,105.0,22.0,,19.0,854.0,,244.0,8.0,,,25.0,,69.0,5.0,,5.0,,2.0,27.0,127.0,28.0,,,,,23.0,48.0,,,,45.0,59.0,79.0,,103.0,55.0,,,2.0,1.0665,1.0,,,1.0,1.0,21.0,3.0,,,6.0,0.9934,,2.0,,,,,,,,32.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,
173809,Jonathan Leko,Forward,West Brom,35,England,2015-16,0.0,0.0,0.0,34.0,0.284,9.0,,,5.0,5.0,1.0,8.0,2.0,49.0,2.0,,271.0,24.0,7.0,24.0,41.0,,3.6406,32.0,9.0,4.0,,58.0,7.0,12.0,22.0,5.0,,7.0,23.0,2.0,,56.0,49.0,,2.0,49.0,9.0,11.0,,14.0,7.0,,14.0,130.0,,18.0,4.0,,,3.0,,2.0,,,,,,,3.0,5.0,,,,,5.0,,,,,4.0,,1.0,,3.0,,,,,,1.0,,,,,2.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
37642,Jonny Evans,Defender,West Brom,35,Northern Ireland,2015-16,0.0,0.0,4.0,90.0,1.1553,74.0,4.0,1.0,143.0,30.0,3.0,245.0,10.0,984.0,,,2593.0,172.0,32.0,118.0,627.0,,30.9082,60.0,328.0,22.0,,262.0,16.0,452.0,190.0,30.0,22.0,2.0,298.0,10.0,,178.0,937.0,3.0,3.0,336.0,52.0,22.0,,111.0,23.0,,93.0,1527.0,58.0,453.0,16.0,,,30.0,,84.0,7.0,,7.0,,4.0,33.0,104.0,34.0,,,,,27.0,54.0,,,,92.0,112.0,70.0,,102.0,73.0,12.0,3.0,1.0,0.9499,1.0,,12.0,,,30.0,8.0,2.0,2.0,3.0,1.8378,,,1.0,,,,37.0,,,28.0,1.0,,,,1.0,,,,,1.0,,,,,
11037,Rickie Lambert,Forward,West Brom,35,England,2015-16,0.0,0.0,2.0,57.0,0.864,,11.0,1.0,75.0,19.0,27.0,87.0,3.0,272.0,14.0,,617.0,28.0,9.0,8.0,179.0,3.0,10.0906,20.0,66.0,8.0,,85.0,,85.0,23.0,19.0,,1.0,146.0,3.0,,28.0,269.0,7.0,3.0,121.0,,,3.0,62.0,6.0,,59.0,341.0,1.0,40.0,3.0,,,5.0,,57.0,,,1.0,,2.0,2.0,6.0,8.0,,,,,7.0,20.0,,,,,6.0,8.0,,12.0,8.0,1.0,3.0,4.0,1.2981,1.0,,1.0,1.0,1.0,37.0,10.0,,,3.0,1.5137,0.1676,2.0,3.0,2.0,,,,2.0,3.0,,3.0,,,1.0,1.0,,,,,1.0,5.0,1.0,,1.0,
91972,Saido Berahino,Forward,West Brom,35,Burundi,2015-16,0.0,0.0,0.0,119.0,0.6729,18.0,24.0,1.0,89.0,31.0,26.0,100.0,10.0,457.0,14.0,10.0,1741.0,69.0,29.0,59.0,341.0,,20.019,94.0,135.0,24.0,,188.0,18.0,95.0,78.0,31.0,4.0,8.0,257.0,18.0,,153.0,445.0,13.0,10.0,243.0,14.0,19.0,1.0,106.0,18.0,7.0,121.0,752.0,1.0,104.0,1.0,,,17.0,,35.0,,,3.0,,2.0,,1.0,24.0,,,,,21.0,10.0,,,,7.0,16.0,7.0,,11.0,21.0,3.0,11.0,11.0,6.2187,,1.0,4.0,5.0,5.0,25.0,17.0,10.0,10.0,10.0,6.9018,0.0692,10.0,1.0,2.0,,2.0,,2.0,1.0,1.0,1.0,,1.0,4.0,4.0,,1.0,,,3.0,7.0,2.0,1.0,,
57134,Salomón Rondón,Forward,West Brom,35,Venezuela,2015-16,1.0,1.0,1.0,317.0,2.1665,9.0,54.0,1.0,208.0,34.0,62.0,217.0,26.0,630.0,4.0,,2564.0,146.0,40.0,55.0,403.0,11.0,28.201,154.0,137.0,34.0,,463.0,23.0,168.0,86.0,34.0,2.0,18.0,336.0,26.0,,209.0,613.0,33.0,20.0,464.0,7.0,13.0,2.0,147.0,35.0,,178.0,1112.0,1.0,83.0,8.0,,,30.0,,254.0,3.0,,4.0,,3.0,1.0,45.0,33.0,,,,,29.0,91.0,,,,14.0,10.0,3.0,,9.0,25.0,6.0,17.0,21.0,7.971,2.0,,6.0,10.0,10.0,163.0,26.0,9.0,9.0,15.0,8.9489,0.1702,26.0,8.0,2.0,,,1.0,2.0,2.0,,8.0,,1.0,2.0,9.0,,1.0,4.0,,3.0,16.0,,,,1.0
195864,Sam Field,Midfielder,West Brom,35,England,2015-16,0.0,0.0,0.0,1.0,0.0003,,,,1.0,1.0,,1.0,,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,1.0,,,1.0,2.0,,,1.0,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52876,Sandro,Midfielder,West Brom,35,Brazil,2015-16,0.0,0.0,0.0,19.0,0.2226,10.0,3.0,,40.0,12.0,,49.0,1.0,138.0,7.0,,379.0,36.0,13.0,21.0,87.0,,6.3002,12.0,33.0,6.0,,55.0,10.0,57.0,20.0,12.0,3.0,1.0,50.0,1.0,,33.0,136.0,3.0,,59.0,7.0,5.0,,27.0,5.0,,21.0,218.0,,41.0,4.0,,,5.0,,22.0,1.0,,3.0,,1.0,,12.0,7.0,,,,,4.0,15.0,,,,13.0,2.0,6.0,,9.0,11.0,2.0,,,,,,2.0,,,7.0,1.0,,,3.0,0.0654,,,,,,,,,,3.0,,,,,,,,,,,,,,,
34392,Stéphane Sessegnon,Midfielder,West Brom,35,Benin,2015-16,0.0,0.0,1.0,144.0,2.6995,19.0,21.0,5.0,94.0,25.0,26.0,110.0,52.0,552.0,4.0,28.0,1758.0,135.0,47.0,126.0,432.0,,20.3279,116.0,106.0,52.0,,279.0,24.0,133.0,114.0,25.0,6.0,36.0,345.0,75.0,,242.0,542.0,11.0,14.0,337.0,13.0,55.0,6.0,160.0,17.0,17.0,153.0,1029.0,8.0,116.0,10.0,,,21.0,,37.0,4.0,,6.0,,4.0,1.0,6.0,25.0,,,,,19.0,9.0,,,,15.0,10.0,7.0,,16.0,30.0,8.0,10.0,10.0,1.8721,2.0,1.0,19.0,,,28.0,25.0,3.0,3.0,12.0,1.3855,0.3614,2.0,7.0,8.0,1.0,8.0,,8.0,6.0,,7.0,,,,2.0,,,,,2.0,5.0,,2.0,,
42583,Sébastien Pocognoli,Defender,West Brom,35,Belgium,2015-16,0.0,0.0,0.0,2.0,0.0738,,,,3.0,1.0,,7.0,1.0,19.0,1.0,,35.0,2.0,,,11.0,,,1.0,7.0,,,4.0,,9.0,3.0,1.0,,1.0,6.0,1.0,,1.0,19.0,,1.0,14.0,,,,1.0,,,2.0,35.0,4.0,8.0,,,,,,3.0,,,,,,1.0,3.0,,,,,,,2.0,,,,1.0,1.0,1.0,,4.0,,2.0,,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
173821,Tyler Roberts,Forward,West Brom,35,Wales,2015-16,0.0,0.0,1.0,3.0,0.0039,,,,4.0,1.0,,4.0,1.0,7.0,1.0,,17.0,1.0,1.0,1.0,3.0,,,3.0,1.0,,,4.0,,3.0,,1.0,,,3.0,1.0,,4.0,7.0,,,10.0,,1.0,,2.0,1.0,,1.0,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,0.456,,,,,,,,,,,,,,,,,,,,,,,,,
28593,Victor Anichebe,Forward,West Brom,35,Nigeria,2015-16,0.0,0.0,0.0,33.0,0.2933,2.0,7.0,1.0,38.0,10.0,16.0,38.0,2.0,108.0,7.0,,365.0,40.0,,12.0,70.0,,5.0192,14.0,25.0,7.0,,73.0,,29.0,5.0,10.0,1.0,1.0,55.0,2.0,,26.0,105.0,3.0,6.0,70.0,1.0,4.0,,30.0,2.0,,24.0,178.0,,15.0,1.0,,,3.0,,47.0,,,2.0,,1.0,,8.0,4.0,,,,,2.0,28.0,,,,2.0,,,,,2.0,,6.0,4.0,1.1995,,,,2.0,2.0,19.0,5.0,6.0,6.0,2.0,1.2696,,4.0,,2.0,,,,2.0,,,,,2.0,,,,,,,,5.0,,,,
