playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,setPiecesGoals,goals,awayGoals,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,handballsConceded,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,homeGoals,oboxTarget,headedGoals,rightFootGoals,hitWoodwork,unsuccessfulLayoffs,ownGoalScored,penaltiesTaken,penaltyGoals
112520,Alex Palmer,Goalkeeper,West Brom,35,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67527,Allan Nyom,Defender,West Brom,35,Cameroon,2016-17,0.0,0.0,8.0,118.0,17.0,1.2836,3.0,1.0,0.0347,74.0,3.0,123.0,32.0,2.0,2.0,29.0,214.0,62.0,734.0,2.0,1.0,3.0,40.0,4.0,17.0,1.0,2637.0,1.0,19.0,141.0,5.0,1.0,39.0,120.0,480.0,24.0,69.0,2.0,40.187,8.0,19.0,101.0,39.0,2.0,99.0,134.0,18.0,0.0,259.0,20.0,349.0,151.0,32.0,21.0,14.0,276.0,34.0,62.0,31.0,2.0,219.0,21.0,730.0,2.0,8.0,416.0,53.0,30.0,8.0,92.0,50.0,59.0,40.0,159.0,1490.0,175.0,3.0,1.0,71.0,261.0,25.0,0.4658,91.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Ben Foster,Goalkeeper,West Brom,35,England,2016-17,0.0,0.0,2.0,1.0,,0.1436,,,,,1.0,4.0,38.0,,,38.0,669.0,,1119.0,,,,8.0,6.0,,,3420.0,,,13.0,5.0,,1.0,5.0,92.0,,,3.0,52.0005,2.0,211.0,23.0,51.0,,1.0,28.0,4.0,0.0,14.0,,1048.0,345.0,38.0,,,317.0,46.0,,,,6.0,8.0,484.0,1.0,1.0,679.0,,1.0,,42.0,,1.0,358.0,1.0,1398.0,,,,368.0,133.0,,0.0341,665.0,47.0,48.0,50.0,325.0,14.0,3.0,8.0,116.0,7.0,3.0,1.0,174.0,214.0,26.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,
12086,Boaz Myhill,Goalkeeper,West Brom,35,Wales,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19151,Chris Brunt,Midfielder,West Brom,35,Northern Ireland,2016-17,0.0,0.0,5.0,86.0,20.0,3.8511,10.0,11.0,2.2573,36.0,28.0,128.0,31.0,4.0,19.0,27.0,244.0,64.0,910.0,2.0,7.0,4.0,48.0,4.0,44.0,2.0,2478.0,2.0,21.0,87.0,4.0,,36.0,60.0,576.0,28.0,34.0,2.0,38.3543,36.0,31.0,54.0,37.0,3.0,65.0,221.0,9.0,1.0,173.0,25.0,404.0,129.0,31.0,10.0,6.0,456.0,33.0,132.0,23.0,3.0,125.0,27.0,866.0,17.0,15.0,463.0,26.0,17.0,4.0,131.0,17.0,33.0,90.0,154.0,1526.0,84.0,4.0,7.0,74.0,254.0,12.0,1.5448,116.0,41.0,,,,,,,,,,,,,,,6.0,1.0,3.0,0.0,13.0,2.0,7.0,7.0,50.0,1.0,1.0,1.0,0.35,65.0,6.0,3.0,6.0,1.0,,,,,,
55829,Claudio Yacob,Midfielder,West Brom,35,Argentina,2016-17,0.0,0.0,9.0,126.0,1.0,0.2774,2.0,,,94.0,7.0,117.0,33.0,,11.0,27.0,164.0,1.0,933.0,,2.0,6.0,76.0,4.0,1.0,,2417.0,,30.0,177.0,2.0,,41.0,131.0,718.0,2.0,,2.0,37.2998,6.0,11.0,58.0,36.0,,96.0,291.0,34.0,0.0,303.0,30.0,279.0,176.0,33.0,29.0,1.0,363.0,34.0,1.0,14.0,,227.0,46.0,927.0,7.0,,201.0,65.0,4.0,18.0,235.0,39.0,54.0,51.0,128.0,1308.0,1.0,6.0,2.0,20.0,407.0,24.0,0.3454,47.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
60232,Craig Dawson,Defender,West Brom,35,England,2016-17,0.0,0.0,10.0,191.0,13.0,1.1688,4.0,8.0,3.3523,58.0,17.0,228.0,37.0,,7.0,37.0,375.0,72.0,1017.0,2.0,1.0,,224.0,6.0,13.0,4.0,3278.0,4.0,93.0,233.0,5.0,,61.0,102.0,569.0,47.0,87.0,3.0,49.3725,21.0,30.0,147.0,50.0,3.0,98.0,66.0,37.0,0.0,424.0,15.0,575.0,149.0,37.0,12.0,11.0,342.0,45.0,72.0,27.0,3.0,200.0,131.0,1001.0,9.0,21.0,596.0,46.0,12.0,29.0,294.0,53.0,59.0,73.0,82.0,1921.0,242.0,2.0,1.0,106.0,313.0,22.0,2.5617,147.0,90.0,,,,,,,,,,,,,,,1.0,,4.0,1.0,,,,,,1.0,1.0,,,,,3.0,,3.0,1.0,1.0,,,,
28468,Craig Gardner,Midfielder,West Brom,35,England,2016-17,0.0,0.0,1.0,21.0,1.0,0.6735,1.0,,,4.0,1.0,17.0,9.0,1.0,2.0,2.0,26.0,1.0,61.0,,1.0,7.0,6.0,,8.0,,213.0,,5.0,8.0,,,7.0,7.0,31.0,1.0,,,5.7694,9.0,,2.0,6.0,,16.0,13.0,2.0,0.0,29.0,5.0,26.0,14.0,9.0,1.0,2.0,30.0,6.0,4.0,5.0,,23.0,1.0,55.0,1.0,1.0,39.0,3.0,1.0,,9.0,8.0,1.0,4.0,13.0,103.0,,2.0,1.0,3.0,13.0,5.0,0.1177,9.0,7.0,,,,,,,,,,,,,,,,,,,5.0,,1.0,1.0,2.0,,1.0,,0.0918,9.0,,,,,,,,,,
14295,Darren Fletcher,Midfielder,West Brom,35,Scotland,2016-17,0.0,0.0,0.0,135.0,3.0,2.3523,6.0,7.0,2.0057,42.0,14.0,208.0,38.0,3.0,22.0,37.0,285.0,23.0,1222.0,1.0,4.0,1.0,54.0,6.0,5.0,2.0,3235.0,2.0,37.0,108.0,5.0,,71.0,91.0,835.0,29.0,,3.0,49.4186,21.0,9.0,35.0,45.0,2.0,98.0,249.0,23.0,1.0,243.0,30.0,452.0,207.0,38.0,16.0,5.0,570.0,40.0,25.0,46.0,2.0,189.0,17.0,1186.0,7.0,7.0,409.0,26.0,27.0,2.0,369.0,22.0,44.0,102.0,152.0,1607.0,2.0,5.0,4.0,30.0,372.0,14.0,1.8058,77.0,72.0,,,,,,,,,,,,,,,8.0,,2.0,0.0,2.0,1.0,,,2.0,,2.0,1.0,,5.0,3.0,2.0,3.0,,1.0,1.0,3.0,,,
19272,Gareth McAuley,Defender,West Brom,35,Northern Ireland,2016-17,0.0,0.0,5.0,97.0,2.0,0.3273,1.0,7.0,3.8594,51.0,15.0,123.0,36.0,1.0,,36.0,253.0,2.0,740.0,,,,160.0,6.0,2.0,1.0,3143.0,1.0,47.0,191.0,4.0,1.0,31.0,78.0,381.0,39.0,1.0,3.0,47.7202,4.0,47.0,229.0,45.0,1.0,50.0,91.0,12.0,2.0,288.0,19.0,420.0,136.0,36.0,14.0,3.0,178.0,41.0,2.0,8.0,1.0,128.0,113.0,733.0,8.0,3.0,280.0,37.0,18.0,31.0,187.0,27.0,71.0,106.0,42.0,1266.0,4.0,3.0,,96.0,311.0,12.0,3.5566,130.0,58.0,,,,,,,,,,,,,,,,,6.0,3.0,,,,,,1.0,,,,,,3.0,,4.0,2.0,2.0,1.0,1.0,,
