playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsBlockedInBox,iboxBlocked,goals,rightFootGoals,leftFootGoals,hitWoodwork,handballsConceded,throughBalls,goalAssists,successfulCornersIntoBox,expectedGoalsFreekick,penaltiesConceded,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,secondGoalAssists,ownGoalScored,punches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,headedGoals,setPiecesGoals,penaltiesTaken,penaltyGoals,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,drops,crossesNotClaimed,savesMadeParried
179830,Grady Diangana,Midfielder,West Brom,35,DR Congo,2020-21,129.0,1.0,0.2498,55.0,0.0,3.0,4.0,3.0,0.8434,35.0,11.0,74.0,20.0,9.0,,28.0,15.0,80.0,15.0,336.0,4.0,1.0,2.0,5.0,4.0,56.0,1.0,,2.0,3.0,1237.0,3.0,2.0,33.0,117.0,8.0,28.0,94.0,251.0,31.0,,4.0,29.7971,5.0,,7.0,33.0,96.0,86.0,35.0,0.0,246.0,14.0,0.0,89.0,69.0,20.0,,16.0,24.0,168.0,25.0,18.0,62.0,190.0,23.0,0.0,331.0,7.0,10.0,217.0,19.0,25.0,2.0,59.0,11.0,16.0,2.0,5.0,102.0,677.0,2.0,9.0,2.0,2.0,90.0,8.0,1.0719,0.0,6.0,19.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
49440,Hal Robson-Kanu,Forward,West Brom,35,Wales,2020-21,65.0,,0.2174,25.0,0.0,4.0,6.0,2.0,1.4436,2.0,9.0,22.0,19.0,8.0,,10.0,2.0,23.0,1.0,79.0,4.0,1.0,2.0,17.0,,38.0,,3.0,,1.0,546.0,1.0,1.0,27.0,29.0,2.0,6.0,18.0,54.0,18.0,,3.0,13.7206,5.0,,7.0,12.0,38.0,8.0,10.0,0.0,94.0,2.0,1.0,22.0,17.0,19.0,3.0,1.0,8.0,47.0,10.0,1.0,24.0,56.0,11.0,0.0,76.0,3.0,6.0,81.0,1.0,6.0,,28.0,15.0,2.0,,2.0,21.0,207.0,,2.0,2.0,1.0,9.0,5.0,1.2037,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49944,Jake Livermore,Midfielder,West Brom,35,England,2020-21,73.0,1.0,0.1795,49.0,1.0,2.0,,,,33.0,3.0,81.0,18.0,,,23.0,15.0,111.0,4.0,383.0,,0.0,,3.0,,29.0,1.0,,1.0,,1247.0,,,17.0,54.0,4.0,24.0,42.0,255.0,9.0,,2.0,27.5093,5.0,4.0,24.0,33.0,56.0,112.0,7.0,0.0,127.0,15.0,0.0,141.0,73.0,18.0,,15.0,3.0,123.0,29.0,4.0,10.0,98.0,12.0,1.0,381.0,3.0,2.0,140.0,18.0,2.0,6.0,84.0,30.0,16.0,,17.0,46.0,551.0,,6.0,,15.0,150.0,22.0,0.3314,2.0,30.0,28.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
49957,Kamil Grosicki,Midfielder,West Brom,35,Poland,2020-21,11.0,,0.0739,3.0,0.0,1.0,,,,2.0,2.0,7.0,3.0,,,,2.0,10.0,3.0,40.0,,0.0,1.0,1.0,2.0,2.0,,,,,149.0,,,2.0,2.0,,2.0,2.0,28.0,2.0,,,4.1215,2.0,1.0,1.0,5.0,9.0,7.0,,0.0,13.0,1.0,0.0,14.0,6.0,3.0,,1.0,1.0,22.0,5.0,5.0,2.0,11.0,,0.0,40.0,2.0,1.0,19.0,1.0,,,1.0,1.0,2.0,2.0,2.0,18.0,61.0,,2.0,1.0,1.0,8.0,,0.1198,0.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180294,Karlan Grant,Forward,West Brom,35,England,2020-21,93.0,,0.3112,33.0,0.0,3.0,9.0,2.0,2.1983,5.0,13.0,50.0,21.0,10.0,,16.0,14.0,54.0,14.0,217.0,6.0,1.0,1.0,7.0,,73.0,,2.0,,6.0,1132.0,6.0,,59.0,41.0,4.0,19.0,27.0,160.0,38.0,,1.0,21.6918,3.0,,15.0,26.0,34.0,56.0,13.0,0.0,134.0,7.0,0.0,46.0,27.0,21.0,2.0,2.0,7.0,113.0,22.0,14.0,24.0,61.0,14.0,0.0,207.0,4.0,11.0,127.0,3.0,9.0,,38.0,9.0,5.0,,3.0,77.0,392.0,1.0,13.0,1.0,1.0,50.0,2.0,1.8447,1.0,4.0,9.0,2.0,2.0,1.0,1.0,,,1.0,,,,0.0416,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,West Brom,35,England,2020-21,25.0,3.0,0.1641,32.0,1.0,,,,,15.0,1.0,38.0,10.0,,,15.0,9.0,68.0,8.0,264.0,,0.0,,1.0,,25.0,,,3.0,,810.0,,,16.0,28.0,3.0,5.0,19.0,185.0,4.0,13.0,3.0,19.6042,4.0,7.0,27.0,22.0,9.0,89.0,2.0,0.0,53.0,2.0,0.0,106.0,47.0,10.0,,4.0,,94.0,19.0,8.0,1.0,28.0,9.0,1.0,262.0,1.0,,101.0,11.0,2.0,6.0,10.0,6.0,16.0,,11.0,59.0,406.0,23.0,,,14.0,105.0,5.0,0.0647,1.0,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59940,Kyle Bartley,Defender,West Brom,35,England,2020-21,100.0,,0.9217,63.0,0.0,2.0,5.0,1.0,2.3174,27.0,12.0,118.0,30.0,1.0,,29.0,28.0,189.0,1.0,827.0,5.0,0.0,1.0,2.0,,165.0,4.0,,,2.0,2584.0,2.0,,58.0,144.0,5.0,20.0,37.0,586.0,41.0,2.0,6.0,48.3919,6.0,7.0,158.0,53.0,42.0,224.0,8.0,1.0,244.0,15.0,3.0,342.0,137.0,30.0,,11.0,,174.0,48.0,1.0,2.0,79.0,107.0,0.0,804.0,7.0,2.0,207.0,16.0,4.0,35.0,174.0,30.0,38.0,,52.0,87.0,1198.0,9.0,1.0,1.0,26.0,464.0,13.0,2.5033,4.0,71.0,60.0,1.0,1.0,3.0,2.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
174593,Kyle Edwards,Forward,West Brom,35,England,2020-21,5.0,,0.0185,3.0,0.0,1.0,1.0,,0.0322,3.0,1.0,2.0,5.0,,,2.0,1.0,3.0,1.0,34.0,,0.0,,4.0,,,,,,1.0,113.0,1.0,,,5.0,,3.0,5.0,31.0,4.0,,2.0,3.5683,1.0,,,3.0,5.0,4.0,1.0,0.0,10.0,2.0,0.0,11.0,7.0,5.0,,1.0,3.0,14.0,3.0,1.0,4.0,10.0,,0.0,34.0,,,9.0,2.0,1.0,,7.0,1.0,1.0,,,12.0,55.0,,1.0,,,17.0,,0.1166,0.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38716,Lee Peltier,Defender,West Brom,35,England,2020-21,4.0,2.0,0.0403,6.0,0.0,,,,,9.0,,18.0,4.0,,,4.0,3.0,28.0,1.0,65.0,,0.0,,1.0,,3.0,,,2.0,,228.0,,,,13.0,3.0,5.0,10.0,36.0,,2.0,,5.792,1.0,,11.0,8.0,4.0,3.0,,0.0,17.0,,0.0,37.0,16.0,4.0,,5.0,,16.0,5.0,1.0,,14.0,3.0,0.0,64.0,,,34.0,4.0,1.0,1.0,11.0,4.0,1.0,,1.0,14.0,110.0,10.0,1.0,,5.0,23.0,,,1.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210407,Matheus Pereira,Forward,West Brom,35,Brazil,2020-21,187.0,8.0,5.2812,90.0,1.0,14.0,28.0,10.0,9.0898,26.0,51.0,157.0,33.0,22.0,1.0,47.0,30.0,192.0,39.0,940.0,13.0,8.0,10.0,3.0,86.0,47.0,4.0,8.0,36.0,9.0,2581.0,9.0,,34.0,131.0,7.0,44.0,118.0,700.0,70.0,,5.0,51.3693,54.0,4.0,14.0,54.0,153.0,142.0,52.0,2.0,318.0,18.0,3.0,286.0,172.0,33.0,8.0,11.0,34.0,543.0,47.0,109.0,79.0,271.0,13.0,1.0,860.0,23.0,33.0,470.0,15.0,40.0,,298.0,34.0,29.0,48.0,48.0,214.0,1556.0,6.0,8.0,10.0,12.0,241.0,13.0,7.312,2.0,35.0,39.0,4.0,4.0,11.0,,11.0,3.0,1.0,9.0,6.0,19.0,0.8652,,10.0,10.0,,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,
50229,Matt Phillips,Midfielder,West Brom,35,Scotland,2020-21,135.0,14.0,2.52,47.0,0.0,6.0,10.0,4.0,2.8493,15.0,16.0,106.0,33.0,2.0,,20.0,20.0,123.0,36.0,478.0,8.0,1.0,2.0,13.0,17.0,52.0,1.0,5.0,21.0,3.0,1827.0,3.0,1.0,36.0,62.0,5.0,46.0,46.0,342.0,45.0,2.0,2.0,37.2051,25.0,2.0,25.0,42.0,99.0,136.0,7.0,0.0,197.0,28.0,1.0,158.0,107.0,33.0,5.0,7.0,32.0,240.0,37.0,51.0,57.0,145.0,16.0,0.0,474.0,6.0,9.0,292.0,8.0,24.0,4.0,67.0,29.0,10.0,9.0,13.0,117.0,869.0,8.0,11.0,2.0,6.0,136.0,12.0,2.7704,1.0,17.0,31.0,4.0,4.0,2.0,2.0,,2.0,2.0,,1.0,5.0,0.0494,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
164011,Mbaye Diagne,Forward,West Brom,35,Senegal,2020-21,134.0,2.0,0.8903,33.0,0.0,1.0,10.0,1.0,4.0742,4.0,24.0,82.0,16.0,16.0,,19.0,14.0,89.0,2.0,235.0,17.0,1.0,1.0,2.0,,144.0,1.0,,2.0,7.0,1194.0,7.0,3.0,91.0,89.0,,4.0,36.0,138.0,49.0,,2.0,16.4896,7.0,,16.0,17.0,43.0,61.0,23.0,0.0,223.0,1.0,2.0,72.0,28.0,16.0,,1.0,6.0,113.0,17.0,2.0,25.0,79.0,53.0,0.0,235.0,14.0,2.0,144.0,3.0,10.0,1.0,53.0,17.0,1.0,,8.0,49.0,396.0,1.0,6.0,1.0,4.0,35.0,5.0,6.6318,2.0,7.0,16.0,,,3.0,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
101394,Okay Yokuslu,Midfielder,West Brom,35,Turkey,2020-21,83.0,,0.7752,76.0,0.0,3.0,,,,38.0,9.0,80.0,16.0,5.0,,49.0,15.0,93.0,2.0,529.0,1.0,0.0,2.0,1.0,,69.0,4.0,,,,1319.0,,,27.0,126.0,3.0,23.0,84.0,407.0,11.0,,3.0,21.3144,5.0,,32.0,20.0,56.0,126.0,28.0,0.0,209.0,12.0,0.0,198.0,124.0,16.0,,13.0,6.0,214.0,17.0,2.0,15.0,140.0,42.0,0.0,516.0,9.0,2.0,135.0,25.0,19.0,3.0,145.0,25.0,35.0,,29.0,60.0,787.0,2.0,3.0,2.0,7.0,222.0,14.0,0.8676,4.0,13.0,37.0,1.0,1.0,,,,,2.0,,1.0,,0.0589,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
18987,Robert Snodgrass,Midfielder,West Brom,35,Scotland,2020-21,35.0,3.0,0.4814,19.0,0.0,3.0,1.0,,0.0918,17.0,1.0,26.0,11.0,2.0,,12.0,6.0,28.0,5.0,136.0,1.0,0.0,1.0,5.0,,22.0,,,3.0,1.0,531.0,1.0,,13.0,44.0,1.0,9.0,35.0,104.0,10.0,,,8.8652,3.0,,12.0,14.0,22.0,17.0,14.0,0.0,79.0,9.0,0.0,46.0,38.0,11.0,,5.0,4.0,70.0,13.0,5.0,8.0,57.0,9.0,0.0,134.0,,1.0,50.0,12.0,4.0,2.0,38.0,8.0,1.0,,4.0,35.0,244.0,,3.0,1.0,,41.0,7.0,0.2463,2.0,2.0,5.0,2.0,2.0,,,,,,,,,0.0567,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
61600,Romaine Sawyers,Midfielder,West Brom,35,St Kitts & Nevis,2020-21,75.0,1.0,0.3586,47.0,0.0,1.0,,3.0,,30.0,3.0,78.0,19.0,4.0,,18.0,17.0,106.0,2.0,720.0,,0.0,1.0,2.0,,18.0,1.0,,1.0,,1490.0,,,5.0,65.0,7.0,28.0,52.0,573.0,1.0,,2.0,36.811,6.0,1.0,10.0,42.0,70.0,159.0,14.0,0.0,140.0,16.0,0.0,244.0,127.0,19.0,,12.0,13.0,295.0,35.0,2.0,23.0,122.0,13.0,0.0,677.0,3.0,1.0,153.0,18.0,8.0,4.0,203.0,18.0,18.0,,41.0,114.0,909.0,1.0,5.0,1.0,9.0,320.0,12.0,0.1232,2.0,28.0,39.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
101982,Sam Johnstone,Goalkeeper,West Brom,35,England,2020-21,2.0,,0.0734,,0.0,,,,,,,8.0,37.0,,,,37.0,629.0,,1108.0,,0.0,,,,8.0,6.0,,,,3330.0,,,1.0,10.0,11.0,1.0,3.0,168.0,,,7.0,67.9299,,80.0,38.0,74.0,1.0,67.0,5.0,0.0,12.0,,0.0,915.0,363.0,37.0,,,,207.0,63.0,,,4.0,7.0,0.0,505.0,,,642.0,,,,126.0,1.0,2.0,,311.0,,1531.0,,,,274.0,272.0,,,1.0,621.0,87.0,,,,,,,,,1.0,,,1.0,,,,,,23.0,166.0,60.0,296.0,304.0,174.0,103.0,,,,,1.0,19.0,13.0,11.0,1.0,1.0,1.0,48.0
146426,Semi Ajayi,Defender,West Brom,35,Nigeria,2020-21,112.0,1.0,0.2686,88.0,1.0,1.0,4.0,1.0,1.38,40.0,12.0,141.0,33.0,,,39.0,31.0,251.0,6.0,937.0,1.0,2.0,,2.0,,130.0,1.0,,1.0,2.0,2780.0,2.0,,55.0,128.0,11.0,26.0,53.0,627.0,45.0,16.0,6.0,62.5027,7.0,13.0,118.0,71.0,57.0,149.0,4.0,0.0,240.0,19.0,0.0,487.0,161.0,33.0,,26.0,8.0,235.0,60.0,6.0,13.0,110.0,75.0,1.0,924.0,8.0,3.0,318.0,14.0,10.0,32.0,227.0,28.0,42.0,,59.0,74.0,1370.0,32.0,,,33.0,452.0,13.0,1.908,3.0,110.0,77.0,1.0,1.0,2.0,,,,1.0,,,,,2.0,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,
439242,Taylor Gardner-Hickman,Midfielder,West Brom,35,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,West Brom,35,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444575,Toby King,Midfielder,West Brom,35,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
