playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsBlockedInBox,iboxBlocked,goals,rightFootGoals,leftFootGoals,hitWoodwork,handballsConceded,throughBalls,goalAssists,successfulCornersIntoBox,expectedGoalsFreekick,penaltiesConceded,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,secondGoalAssists,ownGoalScored,punches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,headedGoals,setPiecesGoals,penaltiesTaken,penaltyGoals,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,drops,crossesNotClaimed,savesMadeParried
154043,Ainsley Maitland-Niles,Midfielder,West Brom,35,England,2020-21,113.0,4.0,1.276,61.0,0.0,3.0,4.0,7.0,0.7255,33.0,9.0,112.0,26.0,9.0,2.0,28.0,19.0,144.0,15.0,648.0,2.0,0.0,3.0,7.0,2.0,30.0,5.0,1.0,4.0,2.0,1719.0,2.0,1.0,22.0,80.0,1.0,40.0,72.0,478.0,34.0,4.0,3.0,19.6424,6.0,1.0,27.0,23.0,91.0,174.0,17.0,0.0,193.0,21.0,0.0,223.0,116.0,26.0,1.0,17.0,21.0,278.0,22.0,16.0,52.0,163.0,8.0,0.0,628.0,5.0,6.0,269.0,16.0,22.0,3.0,133.0,16.0,31.0,1.0,26.0,118.0,1021.0,31.0,5.0,3.0,23.0,230.0,7.0,0.5764,2.0,32.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11948,Andy Lonergan,Goalkeeper,West Brom,35,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,West Brom,35,Serbia,2020-21,27.0,,0.0484,17.0,0.0,1.0,1.0,,0.2108,14.0,3.0,24.0,13.0,,,5.0,8.0,51.0,1.0,317.0,1.0,0.0,,5.0,,23.0,2.0,,,1.0,767.0,1.0,,10.0,31.0,3.0,9.0,18.0,252.0,5.0,1.0,2.0,15.6042,1.0,1.0,25.0,19.0,17.0,62.0,4.0,0.0,58.0,6.0,0.0,106.0,36.0,13.0,,9.0,,52.0,16.0,1.0,,35.0,13.0,0.0,298.0,2.0,,54.0,5.0,,5.0,132.0,11.0,8.0,,14.0,17.0,397.0,1.0,3.0,,13.0,214.0,8.0,0.5216,2.0,27.0,16.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470255,Caleb Taylor,Defender,West Brom,35,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171975,Callum Robinson,Forward,West Brom,35,Ireland,2020-21,101.0,6.0,0.8072,49.0,0.0,6.0,11.0,1.0,2.83,7.0,25.0,87.0,28.0,27.0,2.0,21.0,20.0,98.0,34.0,390.0,8.0,2.0,2.0,8.0,,63.0,,2.0,6.0,4.0,1563.0,4.0,3.0,45.0,59.0,8.0,32.0,41.0,282.0,48.0,1.0,2.0,32.4372,16.0,2.0,8.0,42.0,56.0,120.0,19.0,1.0,160.0,9.0,3.0,86.0,77.0,28.0,2.0,2.0,14.0,209.0,34.0,34.0,38.0,97.0,18.0,0.0,375.0,14.0,10.0,212.0,5.0,15.0,,78.0,3.0,7.0,,10.0,106.0,650.0,1.0,15.0,2.0,5.0,89.0,2.0,3.0896,0.0,11.0,29.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505265,Cheikh Diaby,Forward,West Brom,35,France,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,West Brom,35,England,2020-21,204.0,5.0,1.8127,121.0,0.0,9.0,7.0,7.0,1.559,81.0,20.0,121.0,30.0,8.0,,43.0,28.0,165.0,33.0,890.0,,0.0,4.0,2.0,27.0,59.0,5.0,3.0,11.0,2.0,2531.0,2.0,,36.0,196.0,8.0,59.0,173.0,677.0,38.0,,5.0,47.3395,18.0,6.0,27.0,48.0,168.0,226.0,63.0,1.0,400.0,39.0,2.0,251.0,185.0,30.0,3.0,40.0,25.0,424.0,40.0,55.0,61.0,341.0,23.0,0.0,859.0,13.0,8.0,353.0,41.0,30.0,8.0,216.0,43.0,27.0,18.0,48.0,197.0,1459.0,1.0,3.0,4.0,26.0,312.0,31.0,1.5261,11.0,44.0,45.0,5.0,5.0,2.0,2.0,,2.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
108053,Conor Townsend,Defender,West Brom,35,England,2020-21,90.0,16.0,1.9515,64.0,0.0,3.0,4.0,,0.721,44.0,8.0,133.0,25.0,1.0,,32.0,25.0,214.0,46.0,918.0,2.0,0.0,2.0,,1.0,77.0,5.0,,16.0,4.0,2235.0,4.0,,34.0,122.0,5.0,45.0,79.0,658.0,29.0,48.0,4.0,37.2103,21.0,6.0,51.0,36.0,56.0,283.0,25.0,0.0,212.0,23.0,0.0,438.0,135.0,25.0,,16.0,16.0,387.0,31.0,46.0,23.0,135.0,43.0,0.0,902.0,4.0,6.0,369.0,28.0,11.0,15.0,33.0,15.0,36.0,,46.0,164.0,1509.0,163.0,1.0,2.0,32.0,333.0,7.0,1.0893,0.0,81.0,62.0,1.0,1.0,,,,1.0,1.0,,2.0,,0.222,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
216616,Dara O'Shea,Defender,West Brom,35,Ireland,2020-21,87.0,1.0,0.2351,83.0,0.0,1.0,,,,45.0,2.0,149.0,28.0,,,43.0,25.0,295.0,10.0,810.0,,0.0,,3.0,,114.0,3.0,,1.0,,2102.0,,,42.0,137.0,8.0,34.0,65.0,426.0,12.0,30.0,4.0,45.3012,5.0,19.0,97.0,51.0,45.0,124.0,17.0,0.0,224.0,15.0,0.0,490.0,101.0,28.0,,20.0,4.0,241.0,43.0,10.0,8.0,110.0,72.0,0.0,787.0,2.0,5.0,360.0,25.0,5.0,17.0,135.0,13.0,45.0,,89.0,61.0,1228.0,67.0,4.0,,65.0,275.0,7.0,0.1151,3.0,146.0,73.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
176420,Darnell Furlong,Defender,West Brom,35,England,2020-21,167.0,17.0,1.8557,70.0,0.0,3.0,5.0,6.0,0.9732,45.0,23.0,223.0,35.0,,,39.0,32.0,331.0,82.0,816.0,3.0,1.0,1.0,3.0,,209.0,6.0,,17.0,4.0,2932.0,4.0,1.0,90.0,205.0,11.0,56.0,86.0,444.0,61.0,100.0,5.0,57.9764,13.0,8.0,78.0,63.0,77.0,25.0,33.0,0.0,372.0,23.0,0.0,433.0,98.0,35.0,,18.0,14.0,255.0,52.0,82.0,24.0,163.0,119.0,0.0,801.0,18.0,22.0,592.0,27.0,10.0,16.0,200.0,34.0,49.0,,41.0,158.0,1616.0,180.0,1.0,1.0,59.0,247.0,11.0,2.0157,5.0,108.0,90.0,2.0,2.0,1.0,1.0,,1.0,2.0,,3.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
50093,David Button,Goalkeeper,West Brom,35,England,2020-21,,,0.0007,,0.0,,,,,,,,1.0,,,,1.0,19.0,,36.0,,0.0,,,,1.0,,,,,90.0,,,,1.0,,,,8.0,,,,0.8218,,1.0,2.0,2.0,,5.0,,0.0,1.0,,0.0,28.0,9.0,1.0,,,,7.0,2.0,,,,1.0,0.0,16.0,,,19.0,,,,3.0,,,,9.0,,43.0,,,,7.0,10.0,,,0.0,19.0,1.0,,,,,,,,,,,,,,,,,,2.0,4.0,3.0,12.0,6.0,7.0,1.0,,,,,,,,,,,,
