playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goals,offsides,awayGoals,goalKicks,substituteOn,cleanSheets,successfulCrossesAndCorners,successfulLaunches,shotsBlockedInBox,homeGoals,headedGoals,iboxBlocked,gkSuccessfulDistribution,clearancesOffTheLine,unsuccessfulLaunches,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesTaken,oboxTarget,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,lastPlayerTackle,penaltiesConceded,foulWonPenalty,secondGoalAssists
472713,Aaron Hickey,Defender,Brentford,94,Scotland,2023-24,29.0,0.1436,0.0,2.0,1.0,2.0,0.3127,16.0,5.0,1.0,22.0,9.0,1.0,9.0,27.0,5.0,252.0,2.0,11.0,1.0,720.0,1.0,9.0,38.0,1.0,11.0,36.0,216.0,7.0,2.0,1.0,9.1916,1.0,10.0,12.0,20.0,50.0,16.0,0.0,67.0,4.0,67.0,42.0,9.0,7.0,5.0,86.0,11.0,5.0,10.0,56.0,2.0,0.0,249.0,4.0,3.0,60.0,9.0,5.0,3.0,58.0,10.0,3.0,9.0,77.0,381.0,18.0,7.0,2.0,139.0,1.0,0.2095,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Brentford,94,England,2023-24,54.0,0.7159,1.0,4.0,2.0,,0.2534,26.0,6.0,,85.0,16.0,,15.0,143.0,2.0,605.0,1.0,67.0,,1276.0,,32.0,67.0,4.0,14.0,32.0,426.0,25.0,10.0,1.0,27.3445,6.0,57.0,26.0,22.0,176.0,3.0,1.0,121.0,8.0,274.0,67.0,16.0,11.0,3.0,181.0,22.0,2.0,10.0,54.0,35.0,1.0,589.0,4.0,1.0,175.0,15.0,3.0,13.0,100.0,7.0,13.0,36.0,55.0,848.0,46.0,3.0,1.0,284.0,6.0,1.4781,1.0,58.0,48.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,8.0,3.0,2.0,2.0,3.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622536,Benjamin Arthur,Defender,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612534,Benjamin Fredrick,Defender,Brentford,94,Nigeria,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446008,Bryan Mbeumo,Forward,Brentford,94,Cameroon,2023-24,160.0,5.6276,0.0,11.0,20.0,5.0,5.3372,15.0,42.0,15.0,163.0,25.0,19.0,22.0,180.0,37.0,650.0,1.0,68.0,8.0,1959.0,8.0,45.0,106.0,3.0,53.0,83.0,453.0,115.0,3.0,1.0,24.9636,26.0,12.0,31.0,115.0,55.0,42.0,0.0,266.0,24.0,206.0,93.0,25.0,5.0,42.0,363.0,28.0,63.0,81.0,198.0,23.0,0.0,620.0,22.0,17.0,407.0,10.0,26.0,2.0,201.0,22.0,7.0,17.0,188.0,1143.0,12.0,4.0,1.0,136.0,15.0,9.8073,2.0,17.0,30.0,10.0,9.0,3.0,6.0,,3.0,4.0,29.0,1.0,10.0,3.0,,10.0,,,4.0,17.0,1.0,8.0,4.0,4.0,17.0,3.0,1.0,0.1921,6.0,47.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
213687,Charlie Goode,Defender,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128295,Christian Nørgaard,Midfielder,Brentford,94,Denmark,2023-24,159.0,2.4112,0.0,12.0,7.0,,1.8066,81.0,23.0,8.0,196.0,31.0,24.0,30.0,271.0,16.0,1441.0,2.0,88.0,4.0,2513.0,4.0,47.0,159.0,5.0,58.0,118.0,1110.0,58.0,9.0,1.0,43.8814,23.0,49.0,51.0,112.0,343.0,32.0,1.0,318.0,42.0,502.0,216.0,31.0,31.0,4.0,602.0,46.0,16.0,19.0,230.0,41.0,0.0,1400.0,16.0,7.0,342.0,50.0,6.0,6.0,370.0,41.0,54.0,60.0,226.0,1919.0,23.0,10.0,2.0,574.0,24.0,3.4674,8.0,75.0,76.0,6.0,2.0,1.0,2.0,,1.0,2.0,6.0,7.0,10.0,0.0,2.0,10.0,,,39.0,,,,,,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
154561,David Raya,Goalkeeper,Brentford,94,Spain,2023-24,1.0,0.0742,0.0,,,,,1.0,,,5.0,32.0,,32.0,265.0,,906.0,,6.0,,2880.0,,1.0,11.0,3.0,2.0,6.0,498.0,,,2.0,20.7262,,13.0,24.0,,161.0,4.0,0.0,12.0,,544.0,271.0,32.0,,,114.0,21.0,,,6.0,5.0,0.0,708.0,,,269.0,1.0,,,201.0,,,143.0,,1176.0,,,,527.0,,,2.0,260.0,49.0,,,,,96.0,,16.0,,59.0,,,,,218.0,,148.0,,,,,,,,,,,,,,,,,1.0,35.0,20.0,4.0,3.0,1.0,5.0,46.0,1.0,5.0,1.0,37.0,16.0,26.0,,,,,
235448,Ellery Balcombe,Goalkeeper,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494041,Ethan Brierley,Midfielder,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
