playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalKicks,cleanSheets,throwInsToOppositionPlayer,ownGoalScored,successfulLaunches,gkSuccessfulDistribution,throwInsToOwnPlayer,overruns,goals,awayGoals,homeGoals,rightFootGoals,leftFootGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,expectedGoalsFreekick,foulWonPenalty,headedGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,clearancesOffTheLine,penaltiesConceded,lastPlayerTackle,penaltiesTaken,penaltyGoals,secondGoalAssists
465607,Ansu Fati,Forward,Brighton,36,Spain,2023-24,45.0,,0.6025,0.0,12.0,11.0,2.4171,5.0,14.0,1.0,25.0,19.0,,9.0,3.0,26.0,3.0,204.0,2.0,2.0,16.0,,11.0,3.0,,6.0,514.0,6.0,1.0,10.0,24.0,4.0,18.0,23.0,172.0,46.0,8.5615,6.0,3.0,12.0,10.0,35.0,73.0,13.0,0.0,69.0,8.0,36.0,22.0,19.0,3.0,2.0,9.0,113.0,8.0,3.0,19.0,10.0,58.0,1.0,0.0,200.0,3.0,5.0,67.0,3.0,5.0,,43.0,6.0,3.0,6.0,52.0,325.0,3.0,2.0,,65.0,4.0,3.4349,2.0,1.0,5.0,,,,,,,,1.0,2.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Brighton,36,England,2023-24,77.0,,1.4031,0.0,10.0,16.0,4.728,35.0,31.0,4.0,83.0,29.0,1.0,33.0,21.0,85.0,3.0,506.0,9.0,3.0,8.0,,38.0,2.0,,9.0,1704.0,9.0,8.0,22.0,80.0,2.0,34.0,64.0,420.0,81.0,24.9409,21.0,17.0,28.0,7.0,55.0,125.0,21.0,0.0,157.0,12.0,75.0,42.0,29.0,2.0,18.0,16.0,267.0,26.0,3.0,37.0,7.0,119.0,16.0,0.0,487.0,15.0,9.0,179.0,17.0,8.0,,120.0,12.0,9.0,1.0,186.0,776.0,17.0,3.0,1.0,154.0,9.0,5.3121,4.0,2.0,29.0,,,,,,,2.0,4.0,5.0,4.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,1.0,0.0574,2.0,1.0,1.0,1.0,1.0,,,,,,
487117,Evan Ferguson,Forward,Brighton,36,Ireland,2023-24,87.0,,0.7842,0.0,4.0,20.0,5.5377,14.0,29.0,1.0,53.0,27.0,,20.0,15.0,56.0,1.0,300.0,5.0,1.0,12.0,,32.0,3.0,,11.0,1364.0,11.0,3.0,18.0,59.0,4.0,20.0,45.0,240.0,49.0,22.4806,6.0,8.0,28.0,3.0,69.0,68.0,25.0,1.0,146.0,7.0,42.0,25.0,27.0,3.0,8.0,6.0,127.0,24.0,1.0,37.0,3.0,114.0,14.0,0.0,268.0,9.0,4.0,138.0,6.0,7.0,3.0,66.0,24.0,2.0,4.0,124.0,506.0,11.0,1.0,,117.0,17.0,4.6005,1.0,3.0,18.0,,,,,,,,2.0,6.0,1.0,5.0,4.0,2.0,,,,,,4.0,,,,,,,,1.0,,1.0,,,,2.0,,,,,,
532528,Joshua Duffus,Forward,Brighton,36,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475168,João Pedro,Forward,Brighton,36,Brazil,2023-24,159.0,10.0,4.7124,0.0,30.0,26.0,7.0427,31.0,45.0,6.0,124.0,31.0,3.0,47.0,19.0,134.0,19.0,774.0,11.0,4.0,12.0,2.0,64.0,,10.0,17.0,2043.0,17.0,2.0,23.0,175.0,6.0,39.0,134.0,626.0,198.0,29.7756,35.0,25.0,38.0,26.0,136.0,202.0,60.0,3.0,334.0,13.0,163.0,65.0,31.0,,17.0,45.0,463.0,32.0,19.0,108.0,26.0,270.0,41.0,0.0,746.0,19.0,21.0,357.0,14.0,43.0,2.0,149.0,19.0,11.0,14.0,260.0,1346.0,10.0,4.0,1.0,187.0,16.0,11.9805,2.0,10.0,24.0,,4.0,1.0,,,,9.0,7.0,9.0,4.0,5.0,6.0,,,,,,,5.0,,,,,,,,,,2.0,3.0,,,1.0,,,,5.0,4.0,
500052,Luca Barrington,Forward,Brighton,36,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574402,Mark O’Mahony,Forward,Brighton,36,Ireland,2023-24,5.0,,0.0021,0.0,,,,1.0,1.0,,3.0,3.0,,1.0,1.0,3.0,,16.0,,,2.0,,4.0,,,,61.0,,1.0,3.0,2.0,,1.0,1.0,13.0,2.0,1.3369,,1.0,1.0,,2.0,4.0,,0.0,7.0,1.0,1.0,2.0,3.0,,1.0,,3.0,1.0,,,,3.0,1.0,0.0,16.0,1.0,,7.0,,,1.0,3.0,1.0,,,8.0,27.0,1.0,,,10.0,,0.0583,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535818,Simon Adingra,Forward,Brighton,36,Cote d’Ivoire,2023-24,155.0,14.0,3.5433,0.0,7.0,22.0,5.0524,45.0,45.0,7.0,122.0,31.0,1.0,10.0,25.0,141.0,61.0,747.0,17.0,1.0,6.0,5.0,20.0,5.0,14.0,11.0,2230.0,11.0,,12.0,122.0,7.0,59.0,114.0,592.0,165.0,31.5991,32.0,22.0,38.0,6.0,143.0,130.0,19.0,0.0,277.0,30.0,124.0,118.0,31.0,5.0,25.0,64.0,426.0,31.0,62.0,92.0,6.0,257.0,8.0,0.0,740.0,23.0,30.0,357.0,20.0,50.0,1.0,202.0,29.0,19.0,14.0,291.0,1262.0,15.0,1.0,12.0,194.0,22.0,4.3199,3.0,19.0,37.0,,1.0,1.0,,4.0,,14.0,11.0,6.0,2.0,4.0,5.0,,,,,,,6.0,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,
