season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089880,1,25,Middlesbrough,Home,10369,12744,David Nugent,david-nugent,F,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,3.0,1.0,4.0,0,,4.0,,,,
2016-17,7089880,1,25,Middlesbrough,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,,,,12.0,7.0,19.0,10.0,6.0,1.0,,,,2.0,,,2.0,14.0,9.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,10.0,,7.3,,,,,1.0,,,,,,19.0,7.0,26.0,1,1.0,35.0,1.0,2.0,,1.0
2016-17,7089880,1,25,Middlesbrough,Home,30744,,Emilio Nsue,emilio-nsue,F,False,,,,8.0,16.0,24.0,,3.0,4.0,,,1.0,1.0,,,1.0,2.0,5.0,,,,,,,,2.0,,,90.0,,,,,,6.0,,6.6,,,,,2.0,,,,2.0,,10.0,17.0,27.0,1,1.0,45.0,,2.0,,
2016-17,7089880,1,25,Middlesbrough,Home,32020,20047,Jordan Rhodes,jordan-rhodes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089880,1,25,Middlesbrough,Home,32048,49464,Cristhian Stuani,cristhian-stuani,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089880,1,25,Middlesbrough,Home,33102,,Albert Adomah,albert-adomah,F,False,2.0,,,8.0,7.0,13.0,3.0,,3.0,,1.0,1.0,1.0,,,3.0,11.0,8.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,15.0,,6.7,,,2.0,,,4.0,7.0,,,,16.0,8.0,17.0,3,4.0,46.0,1.0,2.0,2.0,3.0
2016-17,7089880,1,25,Middlesbrough,Home,94287,123125,Viktor Fischer,viktor-fischer,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090017,2,25,Middlesbrough,Away,10369,12744,David Nugent,david-nugent,F,True,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,0,1.0,3.0,,,,1.0
2016-17,7090017,2,25,Middlesbrough,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,,,1.0,16.0,10.0,26.0,7.0,6.0,3.0,1.0,1.0,1.0,,,,1.0,12.0,10.0,,,3.0,2.0,,,,,3.0,,89.0,,,,,,15.0,,7.4,,,,,1.0,4.0,,,1.0,,21.0,14.0,35.0,1,,49.0,3.0,2.0,2.0,
2016-17,7090017,2,25,Middlesbrough,Away,30744,,Emilio Nsue,emilio-nsue,F,False,,,3.0,16.0,22.0,38.0,,,1.0,,,,,,,2.0,2.0,,,,,,,,,2.0,,,83.0,,,,,,12.0,,6.6,,,,,7.0,,,,5.0,,19.0,26.0,45.0,0,,68.0,1.0,,,
2016-17,7090017,2,25,Middlesbrough,Away,32048,49464,Cristhian Stuani,cristhian-stuani,F,False,,,1.0,10.0,7.0,17.0,1.0,1.0,6.0,1.0,,,3.0,,,1.0,8.0,6.0,,,2.0,,2.0,,,2.0,1.0,,90.0,2.0,1.0,,,,14.0,,8.6,,,,,1.0,1.0,1.0,,2.0,,17.0,12.0,28.0,2,3.0,46.0,,2.0,,2.0
2016-17,7090017,2,25,Middlesbrough,Away,33102,,Albert Adomah,albert-adomah,F,True,,,1.0,6.0,5.0,11.0,2.0,,3.0,,,1.0,3.0,,,1.0,7.0,1.0,,,1.0,,,,,,,,31.0,,,,,,10.0,,6.1,,,,,,,2.0,,1.0,,11.0,6.0,15.0,1,1.0,23.0,2.0,,,1.0
2016-17,7090017,2,25,Middlesbrough,Away,94287,123125,Viktor Fischer,viktor-fischer,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,25,Middlesbrough,Away,10369,12744,David Nugent,david-nugent,F,True,,,,1.0,,1.0,2.0,,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,6.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2016-17,7090020,3,25,Middlesbrough,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,,,2.0,4.0,3.0,7.0,5.0,4.0,,,,,,,,2.0,8.0,8.0,,,,,,,,,,,90.0,,,,,,10.0,,6.7,,,,,,3.0,1.0,,2.0,1.0,9.0,3.0,11.0,0,,26.0,2.0,3.0,2.0,
2016-17,7090020,3,25,Middlesbrough,Away,30744,,Emilio Nsue,emilio-nsue,F,False,,,4.0,32.0,19.0,51.0,1.0,3.0,7.0,,,1.0,,,,,7.0,6.0,,,2.0,,,,,2.0,1.0,,90.0,,1.0,,,,22.0,,7.2,,,,,7.0,4.0,4.0,,9.0,,44.0,24.0,64.0,1,2.0,99.0,,1.0,,2.0
2016-17,7090020,3,25,Middlesbrough,Away,32020,20047,Jordan Rhodes,jordan-rhodes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,25,Middlesbrough,Away,32048,49464,Cristhian Stuani,cristhian-stuani,F,False,1.0,,,15.0,9.0,23.0,6.0,8.0,7.0,,,,,,,4.0,10.0,13.0,,,,,,,,,1.0,,89.0,1.0,,,,,20.0,,7.0,,,,,5.0,,2.0,,3.0,1.0,28.0,12.0,38.0,1,3.0,59.0,,2.0,,2.0
2016-17,7090020,3,25,Middlesbrough,Away,94287,123125,Viktor Fischer,viktor-fischer,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090034,4,25,Middlesbrough,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,,,,12.0,5.0,17.0,6.0,5.0,1.0,,1.0,,,,,2.0,10.0,8.0,,,3.0,,,,,,1.0,,90.0,1.0,,,,,12.0,,6.7,,,1.0,,2.0,1.0,,,1.0,1.0,22.0,5.0,27.0,2,1.0,36.0,,1.0,1.0,1.0
2016-17,7090034,4,25,Middlesbrough,Home,30744,,Emilio Nsue,emilio-nsue,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090034,4,25,Middlesbrough,Home,32020,20047,Jordan Rhodes,jordan-rhodes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090034,4,25,Middlesbrough,Home,32048,49464,Cristhian Stuani,cristhian-stuani,F,False,,,,11.0,6.0,17.0,1.0,1.0,4.0,,,,2.0,,,1.0,4.0,4.0,,,,,,,,,,,81.0,,,,,,10.0,,6.3,,,,,,,2.0,,,1.0,18.0,7.0,23.0,0,2.0,34.0,1.0,2.0,,2.0
2016-17,7090034,4,25,Middlesbrough,Home,94287,123125,Viktor Fischer,viktor-fischer,F,False,,,2.0,10.0,6.0,16.0,1.0,,3.0,1.0,,,,,,2.0,5.0,2.0,,,,,,,,,1.0,,57.0,,,,,,7.0,,6.1,,,,,,2.0,,,3.0,,10.0,8.0,18.0,0,1.0,26.0,,1.0,,1.0
2016-17,7090034,4,25,Middlesbrough,Home,286165,159533,Adama Traoré,adama-traore,F,True,,,,,2.0,2.0,,,,,,,,,,2.0,4.0,2.0,,,,,,,,,,,9.0,,,,,,6.0,,6.3,,,,,,4.0,1.0,,,,2.0,2.0,3.0,0,,11.0,,,2.0,
2016-17,7090049,5,25,Middlesbrough,Away,10369,12744,David Nugent,david-nugent,F,True,,,1.0,5.0,1.0,6.0,,1.0,3.0,,,,,,,2.0,4.0,2.0,,,1.0,,,,,,,,31.0,,,,,,6.0,,6.4,,,,,,2.0,2.0,,1.0,,8.0,1.0,7.0,0,,15.0,,,1.0,
2016-17,7090049,5,25,Middlesbrough,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,,,1.0,10.0,8.0,18.0,7.0,9.0,1.0,,,,1.0,,,1.0,12.0,10.0,,,1.0,,,,,,,,90.0,,,,,,16.0,,6.5,,,1.0,,2.0,2.0,,,2.0,2.0,21.0,8.0,29.0,1,1.0,41.0,2.0,,,1.0
2016-17,7090049,5,25,Middlesbrough,Away,30744,,Emilio Nsue,emilio-nsue,F,False,,,,11.0,5.0,16.0,2.0,,1.0,,,,,,,,3.0,2.0,,,2.0,,,,,,1.0,,59.0,,,,,,7.0,,6.3,,,,,1.0,1.0,1.0,,,,15.0,6.0,20.0,0,,26.0,1.0,1.0,1.0,
2016-17,7090049,5,25,Middlesbrough,Away,94287,123125,Viktor Fischer,viktor-fischer,F,True,,,,8.0,5.0,13.0,1.0,1.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,,,20.0,,,,,,4.0,,6.7,,,,,,1.0,,,1.0,1.0,11.0,6.0,17.0,1,,20.0,,,1.0,
2016-17,7090049,5,25,Middlesbrough,Away,286165,159533,Adama Traoré,adama-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
