playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,fiftyFifty,totalRedCards,catches,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,handballsConceded,expectedGoals,clearancesOffTheLine,overruns,foulWonPenalty,goals,awayGoals,iboxTarget,shotsOnTargetInBox,homeGoals,headedGoals,hitWoodwork,cornersTakenInclShortCorners,successfulCornersIntoBox,rightFootGoals,unsuccessfulCornersIntoBox,setPiecesGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,secondGoalAssists,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals
98980,Emiliano Martínez,Goalkeeper,Aston Villa,Argentina,2022-23,3.0,1.0,0.2562,1.0,0.0,55.0,33.0,1.0,10.0,36.0,1.0,36.0,355.0,1248.0,212.0,4.0,13.0,11.0,5.0,3140.0,19.0,3.0,1.0,1.0,6.0,654.0,1.0,6.0,4.0,37.0705,1.0,2.0,30.0,29.0,38.0,3.0,285.0,98.0,6.0,0.0,22.0,2.0,635.0,332.0,36.0,5.0,1.0,138.0,35.0,9.0,13.0,0.0,276.0,800.0,364.0,71.0,29.0,328.0,1.0,1.0,239.0,1597.0,2.0,79.0,755.0,1.0,65.0,7.0,345.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111782,Robin Olsen,Goalkeeper,Aston Villa,Sweden,2022-23,2.0,,0.0037,,0.0,5.0,4.0,,1.0,4.0,,2.0,53.0,111.0,28.0,1.0,,1.0,1.0,280.0,,1.0,,1.0,,39.0,,1.0,1.0,6.3386,,,,2.0,8.0,2.0,17.0,11.0,,0.0,2.0,1.0,72.0,34.0,4.0,,,11.0,7.0,2.0,,0.0,32.0,65.0,58.0,14.0,3.0,22.0,,,19.0,152.0,,16.0,47.0,,7.0,0.0,52.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248164,Viljami Sinisalo,Goalkeeper,Celtic,Finland,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462381,Filip Marschall,Goalkeeper,Aston Villa,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516159,Oliwier Zych,Goalkeeper,Aston Villa,Poland,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481283,James Wright,Goalkeeper,Aston Villa U21,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199796,Matty Cash,Defender,Aston Villa,Poland,2022-23,60.0,,0.9399,31.0,0.0,,,2.0,103.0,26.0,19.0,20.0,167.0,781.0,,,25.0,3.0,,1820.0,98.0,4.0,1.0,39.0,86.0,575.0,,,3.0,22.649,,7.0,5.0,37.0,29.0,47.0,24.0,,15.0,0.0,158.0,,327.0,108.0,26.0,,,287.0,25.0,133.0,12.0,0.0,,763.0,271.0,,,244.0,21.0,26.0,39.0,1273.0,5.0,26.0,339.0,15.0,,4.0,64.0,55.0,6.0,12.0,3.0,1.0,0.4208,55.0,4.0,1.0,1.0,34.0,2.0,2.0,1.0,12.0,13.0,12.0,25.0,1.0,15.0,1.0,23.0,10.0,34.0,17.0,1.0,3.0,7.0,32.0,16.0,5.0,186.0,151.0,2.0,2.0,0.1967,,,,,,,,,,,,,,,,,,,,,,,
165659,Diego Carlos,Defender,Fenerbahçe,Brazil,2022-23,6.0,,0.1024,3.0,0.0,,,,20.0,3.0,2.0,2.0,28.0,139.0,,,9.0,,,204.0,7.0,,,1.0,1.0,104.0,,,,1.4219,,1.0,,2.0,3.0,3.0,34.0,,,0.0,13.0,,57.0,14.0,3.0,,,53.0,3.0,4.0,6.0,0.0,,135.0,32.0,,,46.0,2.0,1.0,7.0,156.0,1.0,5.0,58.0,,,0.0,8.0,9.0,1.0,,1.0,,,1.0,3.0,,,1.0,,,,,3.0,4.0,,1.0,,,1.0,,1.0,,1.0,3.0,1.0,,,2.0,2.0,1.0,,,0.3633,,,,,,,,,,,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,Aston Villa,England,2022-23,65.0,,0.7201,35.0,0.0,,,1.0,117.0,38.0,21.0,37.0,208.0,1872.0,10.0,,95.0,11.0,,3323.0,167.0,4.0,,32.0,110.0,1607.0,,,5.0,42.5003,,8.0,12.0,114.0,45.0,27.0,372.0,,64.0,0.0,232.0,,637.0,164.0,38.0,,,373.0,41.0,137.0,57.0,0.0,10.0,1802.0,240.0,,,723.0,12.0,26.0,57.0,2265.0,1.0,40.0,1293.0,4.0,,6.0,91.0,93.0,1.0,2.0,2.0,,,42.0,6.0,,,2.0,,,,2.0,38.0,22.0,3.0,2.0,18.0,,22.0,3.0,2.0,8.0,2.0,6.0,2.0,20.0,6.0,23.0,140.0,15.0,,,1.041,1.0,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,Aston Villa U21,England,2022-23,64.0,,0.9344,38.0,0.0,,,1.0,142.0,35.0,22.0,35.0,277.0,1887.0,15.0,,86.0,12.0,,3150.0,104.0,3.0,,29.0,42.0,1505.0,,,4.0,39.7064,1.0,3.0,9.0,158.0,40.0,40.0,665.0,,22.0,1.0,168.0,,739.0,174.0,35.0,,,464.0,37.0,82.0,62.0,0.0,15.0,1808.0,301.0,,,357.0,18.0,54.0,105.0,2268.0,,51.0,1147.0,12.0,,7.0,135.0,112.0,,1.0,3.0,2.0,0.9354,15.0,4.0,2.0,,2.0,3.0,,,1.0,24.0,22.0,,3.0,19.0,,8.0,3.0,2.0,10.0,3.0,2.0,1.0,7.0,6.0,21.0,126.0,6.0,,,1.166,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
