playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,fiftyFifty,totalRedCards,catches,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,handballsConceded,expectedGoals,clearancesOffTheLine,overruns,foulWonPenalty,goals,awayGoals,iboxTarget,shotsOnTargetInBox,homeGoals,headedGoals,hitWoodwork,cornersTakenInclShortCorners,successfulCornersIntoBox,rightFootGoals,unsuccessfulCornersIntoBox,setPiecesGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,secondGoalAssists,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals
106468,Álex Moreno,Defender,Aston Villa,Spain,2022-23,94.0,,2.5843,30.0,0.0,,,1.0,98.0,19.0,11.0,14.0,119.0,579.0,,,21.0,4.0,,1335.0,66.0,1.0,,47.0,57.0,451.0,,,2.0,14.4019,,19.0,2.0,30.0,10.0,82.0,199.0,,11.0,0.0,160.0,,186.0,69.0,19.0,,,204.0,9.0,139.0,9.0,0.0,,561.0,249.0,,,19.0,17.0,7.0,9.0,1004.0,10.0,16.0,271.0,10.0,,3.0,21.0,49.0,5.0,15.0,3.0,3.0,0.2499,23.0,10.0,3.0,,33.0,,2.0,1.0,15.0,12.0,48.0,10.0,1.0,15.0,1.0,9.0,27.0,33.0,42.0,1.0,7.0,14.0,14.0,23.0,3.0,175.0,106.0,2.0,,0.5706,1.0,5.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Cardiff City,England,2022-23,16.0,,0.2034,15.0,0.0,,,,25.0,14.0,8.0,2.0,39.0,191.0,,,9.0,,,345.0,14.0,1.0,,2.0,11.0,143.0,,,1.0,3.6771,,2.0,1.0,10.0,4.0,10.0,41.0,,2.0,0.0,30.0,,96.0,23.0,14.0,,,55.0,3.0,21.0,3.0,0.0,,187.0,53.0,,,45.0,7.0,7.0,9.0,247.0,,7.0,98.0,3.0,,2.0,14.0,11.0,12.0,1.0,1.0,,,9.0,1.0,,,3.0,,,,1.0,6.0,2.0,5.0,1.0,1.0,,3.0,,3.0,1.0,1.0,1.0,,6.0,,4.0,9.0,4.0,,,0.1208,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Everton,England,2022-23,64.0,,0.7861,25.0,0.0,,,2.0,126.0,29.0,19.0,23.0,217.0,966.0,,,25.0,8.0,,2038.0,99.0,2.0,1.0,42.0,85.0,694.0,,,4.0,29.6428,,14.0,10.0,60.0,28.0,53.0,95.0,,28.0,0.0,163.0,,459.0,131.0,29.0,,,351.0,26.0,138.0,14.0,0.0,,909.0,325.0,,,243.0,24.0,21.0,55.0,1465.0,8.0,33.0,406.0,15.0,,7.0,91.0,63.0,6.0,7.0,7.0,3.0,0.3472,50.0,8.0,,,29.0,1.0,6.0,2.0,8.0,11.0,10.0,32.0,1.0,14.0,2.0,23.0,10.0,34.0,15.0,1.0,5.0,9.0,27.0,8.0,11.0,169.0,140.0,6.0,2.0,0.4677,1.0,1.0,,1.0,1.0,,,0.0,,,6.0,1.0,1.0,4.0,,,,,,,,,
101188,Lucas Digne,Defender,Aston Villa,France,2022-23,71.0,,1.9224,27.0,0.0,,,,112.0,28.0,18.0,18.0,151.0,707.0,,,43.0,2.0,,1499.0,84.0,1.0,1.0,36.0,58.0,528.0,,,1.0,19.356,1.0,18.0,4.0,39.0,25.0,54.0,251.0,,23.0,1.0,155.0,,286.0,86.0,28.0,,,303.0,24.0,112.0,26.0,0.0,,686.0,270.0,,,15.0,19.0,18.0,28.0,1138.0,8.0,18.0,272.0,9.0,,5.0,39.0,56.0,10.0,17.0,1.0,3.0,0.6774,30.0,7.0,,1.0,46.0,2.0,,1.0,19.0,17.0,24.0,21.0,1.0,13.0,1.0,18.0,11.0,58.0,23.0,1.0,4.0,5.0,12.0,5.0,5.0,155.0,121.0,,2.0,0.4026,,,,1.0,0.0,1.0,1.0,1.0,,,12.0,1.0,,8.0,1.0,1.0,4.0,4.0,0.2372,,,,
514287,Sil Swinkels,Defender,Aston Villa,Netherlands,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479641,Sebastian Revan,Midfielder,Burton Albion,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122775,Morgan Sanson,Midfielder,Nice,France,2022-23,1.0,,0.0008,,0.0,,,,2.0,2.0,,,2.0,7.0,,,1.0,,,10.0,4.0,,,,4.0,5.0,,,,0.6879,,,,,1.0,,,,2.0,0.0,5.0,,2.0,1.0,2.0,,,3.0,1.0,4.0,,0.0,,7.0,3.0,,,1.0,,,,12.0,,,2.0,,,0.0,,,2.0,,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,Aston Villa,Brazil,2022-23,148.0,,2.9347,71.0,1.0,,,6.0,171.0,37.0,34.0,33.0,230.0,1697.0,,,48.0,8.0,,2933.0,167.0,3.0,,45.0,142.0,1386.0,,,4.0,33.1338,,39.0,1.0,21.0,33.0,125.0,581.0,,42.0,2.0,315.0,,415.0,197.0,37.0,,,706.0,30.0,267.0,25.0,1.0,,1573.0,402.0,,,396.0,48.0,40.0,81.0,2246.0,9.0,15.0,782.0,25.0,,6.0,59.0,73.0,4.0,4.0,12.0,12.0,3.4107,72.0,22.0,6.0,16.0,16.0,2.0,9.0,5.0,21.0,23.0,20.0,,3.0,29.0,5.0,30.0,14.0,85.0,47.0,3.0,10.0,17.0,42.0,28.0,7.0,305.0,6.0,9.0,2.0,2.774,,1.0,,6.0,3.0,1.0,1.0,3.0,,2.0,90.0,15.0,6.0,53.0,1.0,,7.0,7.0,0.3075,1.0,,,
122806,John McGinn,Midfielder,Aston Villa,Scotland,2022-23,148.0,,3.3343,74.0,0.0,,,11.0,143.0,34.0,42.0,30.0,179.0,970.0,,,43.0,8.0,,2695.0,200.0,3.0,,59.0,178.0,727.0,,,3.0,28.7641,,15.0,1.0,15.0,31.0,127.0,169.0,,66.0,0.0,348.0,,303.0,176.0,34.0,,,522.0,28.0,305.0,22.0,0.0,,941.0,333.0,,,348.0,41.0,24.0,64.0,1497.0,8.0,6.0,282.0,25.0,,7.0,36.0,41.0,4.0,7.0,13.0,11.0,1.6339,66.0,29.0,3.0,18.0,17.0,,10.0,4.0,13.0,21.0,48.0,,3.0,39.0,4.0,30.0,14.0,37.0,49.0,3.0,18.0,13.0,36.0,46.0,4.0,150.0,1.0,10.0,1.0,2.4022,,3.0,2.0,1.0,1.0,6.0,6.0,0.0,,1.0,25.0,4.0,,14.0,,1.0,,,,1.0,4.0,,
195546,Emiliano Buendía,Midfielder,Aston Villa,Argentina,2022-23,238.0,,4.1893,76.0,0.0,,,11.0,192.0,38.0,38.0,27.0,212.0,992.0,,,77.0,3.0,,2421.0,146.0,2.0,,56.0,123.0,734.0,,,4.0,33.4248,,39.0,1.0,13.0,34.0,184.0,233.0,,44.0,3.0,384.0,,282.0,138.0,38.0,,,487.0,32.0,307.0,23.0,0.0,,939.0,384.0,,,223.0,43.0,20.0,46.0,1463.0,19.0,7.0,294.0,29.0,,0.0,20.0,52.0,11.0,1.0,19.0,12.0,4.1635,51.0,30.0,2.0,29.0,14.0,1.0,5.0,3.0,1.0,54.0,101.0,1.0,14.0,18.0,3.0,28.0,26.0,17.0,84.0,14.0,18.0,9.0,23.0,28.0,2.0,254.0,6.0,5.0,3.0,6.2842,,4.0,,5.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,,2.0,3.0,,1.0,2.0,2.0,0.133,1.0,5.0,,
184704,Marvelous Nakamba,Midfielder,Luton Town,Zimbabwe,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84583,Philippe Coutinho,Midfielder,Aston Villa,Brazil,2022-23,69.0,,0.7706,20.0,0.0,,,5.0,69.0,20.0,5.0,7.0,77.0,358.0,,,16.0,1.0,,783.0,50.0,2.0,,17.0,47.0,271.0,,,,5.0214,,8.0,,1.0,9.0,56.0,107.0,,14.0,0.0,119.0,,103.0,41.0,20.0,,,208.0,7.0,103.0,3.0,0.0,,343.0,154.0,,,63.0,16.0,4.0,10.0,548.0,6.0,3.0,75.0,12.0,,3.0,8.0,12.0,13.0,2.0,5.0,8.0,1.2835,18.0,16.0,,16.0,7.0,2.0,3.0,4.0,2.0,13.0,26.0,,2.0,10.0,4.0,4.0,15.0,17.0,32.0,2.0,8.0,7.0,14.0,15.0,1.0,85.0,5.0,3.0,,1.3786,,3.0,,1.0,0.0,3.0,3.0,1.0,,1.0,6.0,,1.0,4.0,,,2.0,2.0,0.0746,,,,
151589,Leander Dendoncker,Midfielder,Aston Villa,Belgium,2022-23,35.0,,0.1319,26.0,0.0,,,,37.0,24.0,19.0,9.0,46.0,378.0,,,25.0,3.0,,901.0,39.0,1.0,,27.0,27.0,317.0,,,1.0,9.7544,,7.0,3.0,16.0,14.0,22.0,119.0,,1.0,0.0,74.0,,87.0,52.0,24.0,,,144.0,13.0,49.0,12.0,0.0,,371.0,68.0,,,94.0,1.0,19.0,15.0,507.0,5.0,4.0,189.0,,,0.0,9.0,18.0,15.0,1.0,1.0,2.0,,23.0,4.0,,4.0,2.0,,1.0,,1.0,13.0,12.0,,,17.0,,12.0,3.0,2.0,8.0,,2.0,4.0,11.0,3.0,4.0,78.0,1.0,1.0,,0.068,,1.0,,,,,,,,,,,,,,,,,,,,,
232653,Jacob Ramsey,Midfielder,Aston Villa U21,England,2022-23,174.0,,2.8562,91.0,0.0,,,3.0,125.0,35.0,47.0,31.0,141.0,864.0,,,51.0,5.0,,2644.0,162.0,3.0,1.0,66.0,146.0,704.0,,,4.0,34.0598,1.0,35.0,1.0,29.0,33.0,139.0,245.0,,45.0,2.0,336.0,,225.0,141.0,35.0,,,443.0,30.0,285.0,16.0,0.0,,862.0,294.0,,,193.0,35.0,23.0,19.0,1359.0,15.0,10.0,284.0,24.0,,5.0,16.0,36.0,4.0,4.0,9.0,13.0,3.9524,69.0,24.0,7.0,18.0,14.0,2.0,3.0,2.0,4.0,35.0,89.0,,6.0,40.0,2.0,30.0,32.0,14.0,69.0,6.0,11.0,20.0,39.0,32.0,8.0,201.0,1.0,3.0,,5.0314,1.0,2.0,,6.0,1.0,5.0,5.0,5.0,,2.0,,,4.0,,,2.0,,,,,1.0,,
226944,Boubacar Kamara,Midfielder,Aston Villa U21,France,2022-23,106.0,,0.7472,51.0,0.0,,,2.0,110.0,24.0,28.0,21.0,142.0,940.0,,,39.0,3.0,,1778.0,131.0,2.0,,46.0,109.0,750.0,,,2.0,26.7663,,6.0,,23.0,30.0,89.0,278.0,,31.0,0.0,237.0,,269.0,126.0,24.0,,,326.0,28.0,198.0,22.0,0.0,,906.0,192.0,,,247.0,34.0,19.0,48.0,1216.0,7.0,12.0,472.0,26.0,,4.0,32.0,52.0,3.0,,,1.0,0.0445,58.0,4.0,1.0,11.0,1.0,,,,,17.0,13.0,,,26.0,,33.0,12.0,1.0,26.0,,3.0,,25.0,20.0,12.0,146.0,,,1.0,0.1859,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,Everton,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515599,Tommi O'Reilly,Midfielder,Aston Villa,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534836,Travis Patterson,Defender,Aston Villa U21,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537403,Kadan Young,Forward,Aston Villa U21,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110504,Bertrand Traoré,Forward,Sunderland,Burkina Faso,2022-23,19.0,,0.123,4.0,0.0,,,,11.0,8.0,,1.0,13.0,68.0,,,6.0,,,226.0,12.0,,,10.0,10.0,54.0,,,,0.7334,,1.0,,,1.0,15.0,2.0,,8.0,2.0,31.0,,15.0,8.0,8.0,,,44.0,1.0,25.0,2.0,0.0,,68.0,35.0,,,29.0,2.0,2.0,1.0,129.0,1.0,1.0,14.0,2.0,,1.0,2.0,3.0,7.0,3.0,5.0,3.0,1.0449,1.0,4.0,,,1.0,3.0,1.0,,3.0,4.0,13.0,,4.0,5.0,,,3.0,2.0,10.0,4.0,1.0,1.0,1.0,1.0,,22.0,1.0,1.0,,0.7129,,1.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,2.0,,,,,,,
178301,Ollie Watkins,Forward,Aston Villa,England,2022-23,218.0,,2.6661,83.0,0.0,,,,164.0,37.0,38.0,36.0,166.0,551.0,,,170.0,9.0,,3134.0,148.0,4.0,,30.0,78.0,380.0,,,5.0,39.3488,,25.0,,39.0,40.0,118.0,156.0,,39.0,4.0,366.0,,117.0,59.0,37.0,,,296.0,36.0,196.0,70.0,0.0,,545.0,333.0,,,100.0,26.0,10.0,5.0,1023.0,10.0,1.0,92.0,9.0,,4.0,2.0,33.0,1.0,3.0,16.0,47.0,13.4055,19.0,70.0,6.0,39.0,6.0,18.0,1.0,3.0,3.0,100.0,175.0,,15.0,17.0,3.0,6.0,36.0,6.0,75.0,15.0,23.0,24.0,13.0,20.0,4.0,178.0,3.0,1.0,,16.5252,1.0,1.0,1.0,15.0,7.0,29.0,29.0,8.0,3.0,5.0,,,9.0,,,3.0,,,,,10.0,2.0,1.0
476344,Jhon Durán,Forward,Fenerbahçe,Colombia,2022-23,25.0,,0.0356,6.0,0.0,,,,11.0,12.0,3.0,,11.0,26.0,,,17.0,,,126.0,13.0,,,1.0,6.0,14.0,,,1.0,3.1452,,1.0,,2.0,4.0,15.0,3.0,,3.0,0.0,38.0,,7.0,5.0,12.0,,,10.0,4.0,21.0,7.0,0.0,,24.0,26.0,,,8.0,9.0,2.0,1.0,65.0,,,5.0,3.0,,1.0,,2.0,12.0,,2.0,2.0,0.3005,2.0,5.0,,1.0,2.0,3.0,1.0,,,10.0,6.0,,1.0,,,,1.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,,8.0,1.0,1.0,1.0,0.5705,,1.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,1.0,,
215711,Leon Bailey,Forward,Aston Villa,Jamaica,2022-23,199.0,,4.8111,47.0,0.0,,,4.0,127.0,33.0,17.0,26.0,136.0,441.0,,,70.0,,,1983.0,107.0,1.0,1.0,44.0,83.0,286.0,,,3.0,31.0308,,26.0,,11.0,32.0,153.0,40.0,,22.0,1.0,306.0,,107.0,72.0,33.0,,,220.0,31.0,236.0,24.0,0.0,,425.0,367.0,,,142.0,29.0,6.0,19.0,920.0,22.0,3.0,108.0,15.0,,4.0,9.0,30.0,7.0,21.0,19.0,14.0,3.0921,14.0,32.0,4.0,7.0,61.0,9.0,5.0,4.0,23.0,46.0,99.0,1.0,14.0,13.0,4.0,8.0,55.0,73.0,107.0,14.0,18.0,21.0,6.0,47.0,,152.0,9.0,5.0,,5.1738,,2.0,,4.0,0.0,6.0,6.0,4.0,,4.0,18.0,1.0,,12.0,,4.0,3.0,3.0,0.1379,1.0,1.0,,
433979,Cameron Archer,Forward,Southampton,England,2022-23,6.0,,0.0104,,0.0,,,,3.0,6.0,,,3.0,11.0,,,,,,44.0,2.0,,,1.0,2.0,8.0,,,,,,,,,1.0,6.0,3.0,,1.0,0.0,8.0,,1.0,2.0,6.0,,,7.0,1.0,8.0,,0.0,,10.0,9.0,,,4.0,2.0,,,20.0,,,1.0,1.0,,0.0,,1.0,6.0,,,,,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,1.0,3.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
