playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,substituteOn,savesFromPenalty,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,offsides,lastPlayerTackle,overruns,throughBalls,successfulLayoffs,foulWonPenalty,unsuccessfulLayoffs,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,headedGoals,leftFootGoals,hitWoodwork,penaltiesTaken,penaltyGoals,setPiecesGoals,secondGoalAssists
462492,Joe Gauci,Goalkeeper,Aston Villa,7,Australia,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98980,Emiliano Martínez,Goalkeeper,Aston Villa,7,Argentina,2023-24,0.0,0.0,4.0,1.0,0.0433,42.0,27.0,9.0,34.0,34.0,237.0,1272.0,159.0,3.0,5.0,8.0,1.0,3015.0,13.0,4.0,1.0,8.0,872.0,4.0,1.0,51.526,2.0,2.0,36.0,16.0,48.0,1.0,334.0,95.0,7.0,0.0,14.0,5.0,502.0,317.0,34.0,3.0,101.0,44.0,9.0,5.0,275.0,952.0,247.0,41.0,24.0,436.0,1.0,163.0,1612.0,1.0,97.0,934.0,68.0,228.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111782,Robin Olsen,Goalkeeper,Aston Villa,7,Sweden,2023-24,0.0,0.0,0.0,,0.0035,5.0,4.0,2.0,5.0,4.0,38.0,184.0,27.0,3.0,3.0,,1.0,405.0,4.0,5.0,,1.0,126.0,1.0,,11.3998,,,3.0,2.0,13.0,,59.0,21.0,2.0,0.0,4.0,1.0,67.0,38.0,5.0,1.0,7.0,8.0,1.0,3.0,39.0,143.0,38.0,7.0,6.0,58.0,,20.0,235.0,,20.0,139.0,17.0,36.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462381,Filip Marschall,Goalkeeper,Aston Villa,7,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516159,Oliwier Zych,Goalkeeper,Aston Villa,7,Poland,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564505,Sam Proctor,Goalkeeper,Aston Villa U21,15986,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646754,Lander Emery,Goalkeeper,Aston Villa U21,15986,Spain,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481283,James Wright,Goalkeeper,Aston Villa U21,15986,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199796,Matty Cash,Defender,Aston Villa,7,Poland,2023-24,0.0,0.0,8.0,114.0,2.4646,,,108.0,29.0,23.0,164.0,1028.0,,,36.0,2.0,,2142.0,103.0,5.0,45.0,88.0,833.0,,1.0,35.4574,1.0,11.0,6.0,52.0,36.0,93.0,72.0,,22.0,1.0,217.0,,367.0,110.0,29.0,,420.0,31.0,181.0,15.0,,1004.0,296.0,,,327.0,30.0,31.0,1558.0,7.0,30.0,453.0,,56.0,63.0,,6.0,,9.0,10.0,13.0,3.2163,54.0,23.0,2.0,30.0,2.0,2.0,3.0,3.0,9.0,8.0,8.0,21.0,1.0,55.0,45.0,7.0,21.0,0.0,3.0,2.0,23.0,20.0,30.0,35.0,7.0,10.0,21.0,31.0,12.0,14.0,18.0,1.0,262.0,112.0,3.0,23.0,2.0,4.2789,,,,,,,,,,,,,,,,,,,,
165659,Diego Carlos,Defender,Fenerbahçe,253,Brazil,2023-24,0.0,0.0,4.0,66.0,0.3722,,,63.0,27.0,20.0,155.0,1339.0,6.0,,50.0,5.0,,1811.0,54.0,6.0,9.0,32.0,1118.0,,,39.9102,,3.0,7.0,78.0,36.0,38.0,294.0,,4.0,0.0,120.0,,463.0,78.0,27.0,,347.0,30.0,70.0,22.0,6.0,1292.0,170.0,,,516.0,26.0,66.0,1535.0,2.0,30.0,837.0,,92.0,56.0,,7.0,,,2.0,1.0,0.2448,27.0,8.0,,1.0,,,,,,1.0,1.0,28.0,,23.0,,2.0,5.0,,,,11.0,2.0,1.0,6.0,2.0,7.0,2.0,16.0,2.0,19.0,13.0,1.0,66.0,,,16.0,,1.9477,1.0,2.0,,,,,,,,,,,,,,,,,,
