playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,putthroughBlockedDistributionWon,homeGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,throughBalls,iboxTarget,shotsOnTargetInBox,shotsOffTargetIncWoodwork,clearancesOffTheLine,hitWoodwork,handballsConceded,blockedShots,oboxBlocked,shotsBlockedOutsideBox,shotsBlockedInBox,iboxBlocked,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,setPiecesGoals,successfulCornersIntoBox,rightFootGoals,secondGoalAssists,headedGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
41705,Brad Guzan,Goalkeeper,Middlesbrough,25,United States,2013-14,5.0,1.0,0.1921,0.0,97.0,2.0,48.0,18.0,38.0,1.0,38.0,677.0,1307.0,348.0,15.0,13.0,9.0,6.0,3420.0,2.0,17.0,10.0,1.0,1.0,6.0,156.0,1.0,15.0,5.0,54.1445,4.0,233.0,29.0,61.0,3.0,67.0,111.0,7.0,0.0,22.0,5.0,1199.0,430.0,38.0,5.0,4.0,1.0,429.0,51.0,9.0,11.0,0.0,278.0,566.0,1.0,699.0,2.0,182.0,20.0,41.0,1.0,474.0,1699.0,368.0,201.0,1.0,62.0,1.0,659.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79852,Jed Steer,Goalkeeper,Peterborough United,73,England,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83564,Antonio Luna,Defender,Aston Villa,7,Spain,2013-14,68.0,,0.3486,0.0,,43.0,,78.0,17.0,,16.0,106.0,440.0,,,20.0,4.0,,1381.0,9.0,75.0,1.0,,34.0,64.0,309.0,,,,19.5189,5.0,12.0,30.0,18.0,59.0,135.0,,10.0,0.0,143.0,,210.0,73.0,17.0,,,,157.0,17.0,123.0,11.0,0.0,,424.0,6.0,197.0,35.0,,,17.0,13.0,25.0,857.0,34.0,180.0,2.0,,2.0,28.0,39.0,3.0,1.0,2.0,0.9001,1.0,1.0,18.0,1.0,2.0,1.0,1.0,1.0,3.0,7.0,30.0,1.0,20.0,0.0,8.0,1.0,12.0,18.0,26.0,13.0,8.0,26.0,78.0,146.0,2.0,0.3559,,,,,,,,,,,,,,,,,,,,,,,,,,,
52477,Nathan Baker,Defender,Bristol City,113,England,2013-14,145.0,,0.1286,0.0,,30.0,,171.0,30.0,,29.0,216.0,693.0,,,187.0,6.0,,2478.0,88.0,138.0,9.0,1.0,13.0,39.0,443.0,,,3.0,38.0193,3.0,10.0,213.0,45.0,57.0,164.0,,14.0,0.0,283.0,,320.0,50.0,30.0,,,,93.0,36.0,96.0,99.0,0.0,,680.0,3.0,232.0,22.0,,,154.0,35.0,34.0,1093.0,45.0,384.0,8.0,,6.0,45.0,87.0,,4.0,,0.9857,12.0,,3.0,,2.0,,1.0,,,32.0,,1.0,11.0,,8.0,,2.0,3.0,4.0,,25.0,45.0,55.0,8.0,2.0,0.7731,1.0,4.0,4.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
56981,Joe Bennett,Defender,Oxford United,106,England,2013-14,6.0,,0.0643,0.0,,8.0,,26.0,5.0,,3.0,30.0,114.0,,,4.0,,,244.0,3.0,13.0,1.0,,6.0,12.0,80.0,,,,1.516,,4.0,10.0,2.0,3.0,37.0,,1.0,0.0,19.0,,54.0,17.0,5.0,,,,44.0,1.0,15.0,1.0,0.0,,111.0,1.0,40.0,7.0,,,5.0,2.0,4.0,178.0,6.0,42.0,1.0,,2.0,4.0,9.0,2.0,,,,1.0,1.0,4.0,,1.0,,2.0,,2.0,2.0,1.0,,1.0,,1.0,,1.0,4.0,1.0,3.0,,7.0,18.0,18.0,3.0,0.0351,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
21095,Ron Vlaar,Defender,AZ,313,Netherlands,2013-14,62.0,,0.3094,0.0,,65.0,,147.0,32.0,1.0,32.0,253.0,1098.0,,,76.0,8.0,,2805.0,29.0,131.0,8.0,,17.0,84.0,731.0,,,4.0,41.3201,3.0,31.0,212.0,47.0,33.0,186.0,,12.0,0.0,193.0,,517.0,149.0,32.0,,,2.0,227.0,39.0,117.0,47.0,0.0,,1055.0,1.0,279.0,55.0,,,292.0,11.0,114.0,1554.0,104.0,618.0,6.0,,4.0,106.0,81.0,,2.0,,0.0416,8.0,,3.0,,,,,,,7.0,,,12.0,,10.0,,2.0,3.0,9.0,9.0,19.0,64.0,103.0,4.0,3.0,0.5295,2.0,2.0,2.0,6.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
80502,Jores Okore,Defender,FC København,569,Denmark,2013-14,6.0,,0.0551,0.0,,5.0,,7.0,3.0,,2.0,11.0,92.0,,,6.0,,,167.0,3.0,11.0,,,3.0,8.0,74.0,,,,2.0751,2.0,1.0,15.0,3.0,3.0,9.0,,1.0,0.0,17.0,,31.0,12.0,3.0,,,,25.0,3.0,11.0,3.0,0.0,,92.0,,12.0,4.0,,,38.0,3.0,7.0,123.0,1.0,56.0,1.0,,0.0,4.0,3.0,,,,,,,1.0,,,,1.0,,,1.0,,,3.0,,1.0,,,1.0,,2.0,1.0,3.0,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58845,Ciaran Clark,Defender,Stoke City,110,Ireland,2013-14,81.0,,0.6359,0.0,,44.0,,151.0,27.0,,23.0,233.0,861.0,,,106.0,5.0,,2202.0,42.0,125.0,4.0,1.0,15.0,61.0,568.0,,,3.0,35.3824,7.0,26.0,202.0,38.0,39.0,222.0,,16.0,0.0,206.0,,442.0,71.0,27.0,,,1.0,201.0,34.0,100.0,64.0,0.0,,835.0,4.0,276.0,36.0,,,111.0,30.0,60.0,1307.0,95.0,430.0,11.0,,8.0,82.0,61.0,3.0,2.0,,,12.0,,5.0,,1.0,,4.0,,3.0,27.0,20.0,,10.0,,8.0,,3.0,5.0,6.0,5.0,24.0,25.0,86.0,36.0,2.0,0.959,,2.0,2.0,10.0,,1.0,3.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,
40146,Ryan Bertrand,Defender,Leicester City U21,12940,England,2013-14,60.0,,,0.0,,30.0,,109.0,17.0,,17.0,141.0,597.0,,,41.0,2.0,,1455.0,19.0,77.0,6.0,,33.0,55.0,444.0,,,4.0,,4.0,5.0,34.0,32.0,41.0,200.0,,16.0,0.0,137.0,,251.0,54.0,17.0,,,,270.0,26.0,96.0,22.0,0.0,,581.0,5.0,242.0,26.0,,,40.0,20.0,12.0,1015.0,29.0,188.0,6.0,,3.0,32.0,49.0,2.0,1.0,6.0,,2.0,3.0,28.0,,1.0,,,,2.0,7.0,32.0,,15.0,,4.0,,10.0,28.0,18.0,9.0,6.0,15.0,106.0,161.0,6.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
154936,Janoi Donacien,Defender,Chesterfield,98,St Lucia,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
