playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,attemptsFromSetPieces,unsuccessfulCornersIntoBox,goalAssists,offsides,throwInsToOppositionPlayer,ownGoalScored,redCards2ndYellow,foulWonPenalty,goals,awayGoals,homeGoals,penaltiesTaken,rightFootGoals,leftFootGoals,headedGoals,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,setPiecesGoals
12864,Aaron Mokoena,Midfielder,Portsmouth,47,South Africa,2009-10,94.0,0.0,1.0,33.0,9.0,1.0,101.0,23.0,16.0,21.0,136.0,1.0,654.0,2.0,56.0,2.0,1732.0,3.0,32.0,78.0,2.0,54.0,479.0,3.0,4.0,10.0,4.0,84.0,34.0,62.0,18.0,0.0,172.0,63.0,23.0,7.0,2.0,2.0,237.0,32.0,1.0,16.0,116.0,24.0,0.0,647.0,8.0,1.0,192.0,26.0,3.0,10.0,35.0,43.0,39.0,897.0,1.0,9.0,1.0,16.0,281.0,1.0,7.0,35.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6991,Angelos Basinas,Midfielder,Portsmouth,47,Greece,2009-10,40.0,0.0,2.0,21.0,5.0,,67.0,12.0,25.0,7.0,81.0,4.0,448.0,5.0,11.0,2.0,770.0,1.0,7.0,28.0,1.0,24.0,336.0,1.0,2.0,13.0,3.0,15.0,13.0,33.0,3.0,0.0,68.0,49.0,12.0,4.0,,,172.0,12.0,22.0,10.0,57.0,4.0,0.0,429.0,3.0,1.0,122.0,17.0,,2.0,7.0,21.0,31.0,584.0,4.0,2.0,,5.0,202.0,1.0,3.0,14.0,23.0,2.0,1.0,24.0,7.0,4.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37752,Hassan Yebda,Midfielder,Portsmouth,47,Algeria,2009-10,128.0,0.0,7.0,35.0,15.0,,102.0,18.0,31.0,15.0,114.0,30.0,516.0,3.0,58.0,3.0,1277.0,,37.0,76.0,1.0,55.0,380.0,21.0,3.0,9.0,1.0,21.0,19.0,91.0,15.0,4.0,204.0,66.0,18.0,8.0,,19.0,259.0,18.0,31.0,49.0,146.0,21.0,0.0,512.0,8.0,7.0,205.0,27.0,5.0,,29.0,21.0,22.0,778.0,19.0,7.0,,5.0,146.0,,2.0,12.0,25.0,3.0,5.0,,3.0,,1.0,,,2.0,2.0,,,,2.0,2.0,0.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1532,Hayden Mullins,Midfielder,Portsmouth,47,England,2009-10,54.0,0.0,,32.0,3.0,2.0,70.0,18.0,26.0,15.0,85.0,9.0,520.0,3.0,27.0,1.0,1316.0,2.0,16.0,52.0,5.0,41.0,414.0,6.0,3.0,9.0,4.0,35.0,30.0,38.0,9.0,0.0,106.0,62.0,18.0,7.0,,3.0,244.0,25.0,9.0,13.0,79.0,11.0,0.0,516.0,3.0,2.0,128.0,25.0,,4.0,12.0,20.0,21.0,744.0,41.0,3.0,,9.0,193.0,,3.0,15.0,28.0,2.0,4.0,,2.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
28568,Jamie O'Hara,Midfielder,Portsmouth,47,England,2009-10,147.0,0.0,21.0,47.0,54.0,13.0,207.0,28.0,86.0,25.0,280.0,77.0,1423.0,3.0,41.0,6.0,2265.0,5.0,23.0,114.0,6.0,96.0,1029.0,41.0,7.0,55.0,7.0,26.0,44.0,124.0,31.0,0.0,261.0,147.0,28.0,16.0,,27.0,806.0,38.0,190.0,75.0,220.0,18.0,0.0,1336.0,33.0,32.0,575.0,31.0,18.0,7.0,29.0,48.0,114.0,2117.0,24.0,4.0,1.0,14.0,383.0,,8.0,73.0,52.0,23.0,27.0,103.0,46.0,14.0,15.0,65.0,4.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0
13000,John Utaka,Midfielder,Portsmouth,47,Nigeria,2009-10,76.0,0.0,6.0,11.0,24.0,7.0,56.0,18.0,27.0,10.0,58.0,10.0,276.0,8.0,19.0,1.0,1048.0,7.0,11.0,55.0,3.0,47.0,210.0,46.0,1.0,18.0,,2.0,18.0,65.0,19.0,2.0,131.0,31.0,18.0,,,25.0,160.0,15.0,10.0,51.0,112.0,8.0,0.0,272.0,18.0,8.0,120.0,11.0,17.0,1.0,12.0,9.0,8.0,481.0,4.0,2.0,1.0,2.0,62.0,,1.0,2.0,18.0,4.0,9.0,3.0,4.0,,3.0,,2.0,10.0,,,,1.0,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
32318,Marc Wilson,Midfielder,Portsmouth,47,Ireland,2009-10,102.0,0.0,,44.0,6.0,1.0,135.0,28.0,4.0,28.0,236.0,1.0,797.0,,86.0,5.0,2409.0,1.0,41.0,111.0,5.0,66.0,480.0,11.0,5.0,8.0,19.0,193.0,48.0,61.0,18.0,0.0,213.0,92.0,28.0,13.0,4.0,1.0,178.0,43.0,2.0,12.0,127.0,45.0,0.0,775.0,6.0,,337.0,31.0,4.0,33.0,32.0,41.0,81.0,1230.0,20.0,3.0,1.0,77.0,384.0,,2.0,101.0,46.0,1.0,6.0,,1.0,,3.0,,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,
76593,Marlon Pack,Midfielder,Portsmouth,47,England,2009-10,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56983,Matt Ritchie,Midfielder,Portsmouth,47,Scotland,2009-10,4.0,0.0,,1.0,3.0,,4.0,2.0,,1.0,4.0,,20.0,1.0,1.0,,81.0,1.0,,5.0,,4.0,16.0,2.0,,,,,,4.0,3.0,0.0,9.0,2.0,2.0,,,,10.0,,,2.0,8.0,1.0,0.0,20.0,3.0,,6.0,1.0,,,,2.0,,38.0,1.0,1.0,,,7.0,,0.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Michael Brown,Midfielder,Portsmouth,47,England,2009-10,125.0,1.0,6.0,70.0,12.0,7.0,172.0,26.0,21.0,24.0,219.0,9.0,918.0,2.0,13.0,7.0,2083.0,2.0,9.0,121.0,3.0,117.0,644.0,17.0,5.0,20.0,6.0,36.0,33.0,116.0,39.0,0.0,246.0,118.0,26.0,13.0,,6.0,428.0,30.0,20.0,31.0,233.0,4.0,0.0,895.0,6.0,10.0,302.0,57.0,8.0,9.0,55.0,50.0,55.0,1292.0,13.0,5.0,,28.0,280.0,1.0,4.0,47.0,50.0,6.0,10.0,14.0,9.0,3.0,,10.0,4.0,,2.0,,1.0,,2.0,0.0,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,
11980,Papa Bouba Diop,Midfielder,Portsmouth,47,Senegal,2009-10,51.0,0.0,,18.0,5.0,2.0,48.0,12.0,16.0,9.0,54.0,1.0,263.0,3.0,42.0,1.0,717.0,1.0,17.0,69.0,2.0,44.0,194.0,4.0,1.0,3.0,1.0,31.0,11.0,34.0,18.0,0.0,120.0,39.0,12.0,4.0,,3.0,116.0,9.0,1.0,10.0,78.0,25.0,0.0,258.0,5.0,,79.0,14.0,8.0,,21.0,18.0,15.0,392.0,,6.0,,5.0,93.0,,1.0,6.0,16.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
3046,Richard Hughes,Midfielder,Portsmouth,47,Scotland,2009-10,44.0,0.0,,36.0,3.0,,43.0,10.0,11.0,9.0,49.0,2.0,314.0,1.0,13.0,,780.0,,9.0,54.0,3.0,50.0,249.0,5.0,1.0,1.0,2.0,27.0,22.0,35.0,12.0,0.0,98.0,36.0,10.0,9.0,,1.0,131.0,19.0,3.0,7.0,85.0,4.0,0.0,308.0,3.0,1.0,72.0,27.0,2.0,5.0,17.0,20.0,16.0,456.0,4.0,4.0,,8.0,134.0,,5.0,6.0,12.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
