season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025020,1,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,,4.0,8.0,12.0,,2.0,,2.0,,,,,,,1.0,4.0,3.0,,,0.00086609,,,1.0,0.0,,,,,,,,0.18,1.8,0.72,0.03,1.04,24.0,,,,,,,8.0,,,6.5,,,,,,,2.0,,,,,6.0,10.0,16.0,,,0,,24.0,1.0,1.0,,
2025-26,14025020,1,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025020,1,54,Fulham,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,2.0,,2.0,12.0,6.0,18.0,1.0,,,2.0,,,,,,,1.0,3.0,2.0,,,0.278654,0.0108,,,0.0,,,,,,3.0,,0.44,3.32,0.92,0.22,2.22,66.0,,,,,,,12.0,,,7.0,,,1.0,,,,2.0,3.0,,2.0,,16.0,8.0,24.0,,,1,,37.0,2.0,1.0,1.0,
2025-26,14025020,1,54,Fulham,Away,355528,153682,Harry Wilson,harry-wilson,M,False,1.0,,3.0,8.0,6.0,14.0,,,,4.0,,,,,,,1.0,2.0,5.0,,,0.0213854,0.0697,,,0.0,,,,,,,,0.83,4.07,1.68,0.26,3.58,90.0,,,,,,,10.0,,,6.7,,,1.0,,,1.0,2.0,4.0,,3.0,1.0,11.0,6.0,17.0,,,1,1.0,32.0,2.0,3.0,1.0,
2025-26,14025020,1,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025020,1,54,Fulham,Away,371222,212314,Saša Lukić,sasa-lukic,M,False,,,1.0,14.0,22.0,36.0,1.0,1.0,,,,,,,,,2.0,7.0,5.0,,1.0,0.0100053,,,5.0,0.0,,,,,,1.0,,0.72,5.46,2.32,0.1,2.66,90.0,,,,,,,6.0,,,6.7,,,,,,2.0,1.0,2.0,,2.0,,16.0,22.0,38.0,,,0,1.0,51.0,,2.0,1.0,
2025-26,14025020,1,54,Fulham,Away,793167,207189,Sander Berge,sander-berge,M,False,,,,6.0,15.0,21.0,,,,,,,,,,,,2.0,1.0,,,0.0139025,,,2.0,0.0,,,,,,,,0.45,3.97,1.51,0.11,1.79,66.0,,1.0,,1.0,,,2.0,,,6.1,,,,,,,,,,,,8.0,15.0,23.0,,,0,1.0,27.0,,,,1.0
2025-26,14025020,1,54,Fulham,Away,867445,209289,Emile Smith Rowe,emile-smith-rowe,M,True,,,,5.0,3.0,8.0,1.0,,,,,,1.0,,,,,2.0,,,,0.0027871,0.0882,,,0.0,,,,,,,,0.17,1.05,0.53,0.03,0.69,13.0,,,,,,,4.0,,,6.4,,,,,,,1.0,,,,,7.0,3.0,10.0,,,1,,13.0,1.0,,,
2025-26,14025020,1,54,Fulham,Away,1546231,577725,Joshua King,joshua-king,M,False,,,,16.0,6.0,22.0,,,,6.0,,,,,,,3.0,4.0,5.0,,,0.127696,0.1768,0.23,,0.0,,,,,,1.0,,0.61,4.75,1.56,0.18,2.17,77.0,1.0,,,,,,10.0,,,6.3,,,,,,,1.0,,,1.0,,20.0,6.0,26.0,,,1,3.0,39.0,1.0,2.0,,1.0
2025-26,14025080,2,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025080,2,54,Fulham,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,1.0,30.0,13.0,43.0,1.0,,29.0,2.0,1.0,,1.0,,,,,3.0,,,,0.246261,0.0721,0.153,,1.0,,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,15.0,4.0,,7.3,,,1.0,,257.79866595971,1.0,2.0,2.0,,3.0,,37.0,15.0,52.0,133.92143257921,87.872275163693,3,,65.0,,,,
2025-26,14025080,2,54,Fulham,Home,355528,153682,Harry Wilson,harry-wilson,M,True,,,,7.0,2.0,9.0,,,5.0,,,,,,,,,2.0,3.0,,,0.0877159,,,1.0,0.0,,,,,,,,,,,,,28.0,,,,,,,3.0,0.0,,6.8,,,,,40.917808690982,,2.0,2.0,,,,7.0,2.0,9.0,11.249311494604,,0,1.0,18.0,,1.0,1.0,1.0
2025-26,14025080,2,54,Fulham,Home,365802,153366,Harrison Reed,harrison-reed,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
