season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436870,1,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,True,,,,9.0,6.0,15.0,1.0,,2.0,,,,,,,3.0,3.0,,,0.0533287,,,1.0,0.0,,,,,,1.0,,26.0,,,,,,,,,3.0,,6.7,,,,,,3.0,1.0,,,,11.0,6.0,16.0,0,,21.0,,1.0,2.0,
2024-25,12436870,1,54,Fulham,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,5.0,,1.0,27.0,9.0,31.0,2.0,2.0,9.0,,,,2.0,,,7.0,5.0,,,0.16116,,,2.0,0.0,,,,,,6.0,,89.0,,,,,,,,,20.0,,7.3,,,,,,1.0,12.0,,4.0,,42.0,12.0,42.0,0,,62.0,1.0,3.0,,
2024-25,12436870,1,54,Fulham,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,1.0,,,13.0,6.0,18.0,3.0,,5.0,,,,,,2.0,10.0,5.0,,,0.148409,0.0393,,1.0,0.0,,,,,,,,90.0,,,,,,,,,18.0,,6.5,,,1.0,,1.0,5.0,3.0,,,,20.0,8.0,25.0,1,4.0,48.0,2.0,,1.0,3.0
2024-25,12436870,1,54,Fulham,Away,355528,153682,Harry Wilson,harry-wilson,M,True,,,,5.0,,5.0,,1.0,,,,,,,,,2.0,,,0.0113296,,,,0.0,,,,,,,,12.0,,,,,,,,,3.0,,6.6,,,,,,,,,,,6.0,,6.0,0,,9.0,2.0,1.0,,
2024-25,12436870,1,54,Fulham,Away,365802,153366,Harrison Reed,harrison-reed,M,True,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,0.00018219,,,,0.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,0,1.0,4.0,1.0,,,1.0
2024-25,12436870,1,54,Fulham,Away,371222,212314,Saša Lukić,sasa-lukic,M,False,,,1.0,17.0,23.0,40.0,,,8.0,,,,2.0,,,2.0,4.0,,,0.00896154,,,,0.0,,,,,1.0,,,89.0,,,,,,,,,5.0,,6.9,,,,,1.0,,,,1.0,,20.0,25.0,45.0,0,3.0,55.0,,1.0,,2.0
2024-25,12436870,1,54,Fulham,Away,867445,209289,Emile Smith Rowe,emile-smith-rowe,M,False,,,,7.0,13.0,20.0,,1.0,3.0,,,,,,,,3.0,,,0.00260627,,,,0.0,,,,,2.0,,,64.0,,,,,,,,,9.0,,6.8,,,,,,,1.0,,,,11.0,16.0,26.0,0,1.0,36.0,1.0,1.0,,1.0
2024-25,12436870,1,54,Fulham,Away,1546231,577725,Joshua King,joshua-king,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,True,,,,5.0,5.0,10.0,2.0,,2.0,,,,1.0,,,4.0,3.0,,,0.00333581,,,1.0,0.0,,,,,,,,21.0,,,,,,,,,,,6.6,,,,,,,,,,,5.0,5.0,10.0,0,2.0,13.0,,1.0,,1.0
2024-25,12436894,2,54,Fulham,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,5.0,,5.0,41.0,11.0,47.0,,2.0,3.0,1.0,,1.0,,,2.0,2.0,6.0,,,0.366042,0.0607,,,0.0,,,,,,7.0,,86.0,,,,,,,,,19.0,,8.4,,,1.0,,,1.0,9.0,,5.0,,54.0,11.0,56.0,2,,81.0,4.0,3.0,1.0,
