season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827865,1,54,Fulham,Home,22290,61916,Stefan Johansen,stefan-johansen,M,True,1.0,,2.0,4.0,2.0,5.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,8.0,,,,,,,,,3.0,,6.9,,,,,,,1.0,,2.0,,6.0,3.0,8.0,0,1.0,11.0,,1.0,,1.0
2018-19,7827865,1,54,Fulham,Home,38075,55038,Kevin McDonald,kevin-mcdonald,M,False,,,5.0,35.0,41.0,76.0,,1.0,7.0,,,1.0,1.0,,,,1.0,6.0,,,,,,,,1.0,,90.0,,,,,,,,,8.0,,6.9,,,,,2.0,,,,8.0,,39.0,44.0,83.0,1,4.0,93.0,1.0,1.0,,3.0
2018-19,7827865,1,54,Fulham,Home,82566,76357,Tom Cairney,tom-cairney,M,False,,,4.0,53.0,37.0,90.0,,,8.0,,,1.0,,,,3.0,3.0,3.0,,,,,,,,2.0,1.0,90.0,,,,,,,,,7.0,,6.9,,,,,1.0,1.0,,,5.0,,56.0,37.0,93.0,1,2.0,105.0,1.0,,1.0,
2018-19,7827865,1,54,Fulham,Home,135641,109999,Ibrahima Cisse,ibrahima-cisse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827865,1,54,Fulham,Home,137786,92259,Neeskens Kebano,neeskens-kebano,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827865,1,54,Fulham,Home,305282,170271,Jean Michaël Seri,jean-michael-seri,M,False,1.0,,9.0,52.0,32.0,83.0,2.0,,7.0,,,1.0,1.0,,,1.0,4.0,9.0,,,,,,,,4.0,1.0,82.0,,,,,,,,,17.0,,7.9,,,,,,1.0,5.0,,11.0,,65.0,33.0,93.0,1,6.0,119.0,2.0,2.0,1.0,4.0
2018-19,7827903,2,54,Fulham,Away,22290,61916,Stefan Johansen,stefan-johansen,M,True,,,,4.0,8.0,12.0,,,1.0,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,1.0,,6.3,,,,,1.0,,,,,,5.0,8.0,13.0,0,,15.0,,,,
2018-19,7827903,2,54,Fulham,Away,38075,55038,Kevin McDonald,kevin-mcdonald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827903,2,54,Fulham,Away,82566,76357,Tom Cairney,tom-cairney,M,False,,,6.0,14.0,28.0,42.0,,,7.0,,,,,,,,1.0,6.0,,,1.0,,,,,,3.0,73.0,1.0,,,,,,,,9.0,,7.6,,,1.0,,,2.0,,,8.0,,17.0,31.0,48.0,2,1.0,59.0,2.0,3.0,2.0,1.0
2018-19,7827903,2,54,Fulham,Away,137786,92259,Neeskens Kebano,neeskens-kebano,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827903,2,54,Fulham,Away,305282,170271,Jean Michaël Seri,jean-michael-seri,M,False,,,3.0,22.0,31.0,53.0,,,5.0,1.0,,,1.0,,,,2.0,4.0,,1.0,1.0,,,,,2.0,1.0,90.0,,1.0,,,,,,,10.0,,7.0,,,,,1.0,1.0,2.0,,3.0,1.0,28.0,33.0,59.0,0,,75.0,2.0,3.0,1.0,
2018-19,7827903,2,54,Fulham,Away,787941,203325,Frank Anguissa,frank-anguissa,M,False,,,2.0,16.0,30.0,46.0,,,3.0,,,,1.0,,,2.0,5.0,8.0,,,2.0,,,,,2.0,,90.0,,,,,,,,,9.0,,6.7,,,,,1.0,4.0,,,3.0,,18.0,30.0,48.0,0,4.0,70.0,4.0,,4.0,1.0
2018-19,7827910,3,54,Fulham,Home,22290,61916,Stefan Johansen,stefan-johansen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
