matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360689,23,2012-02-01 20:00:00,30,Bolton,Home,91.0,7.0,1.0,3.0,2.0,2.0,,113.0,3.0,1.0,,6.0,5.0,18.0,201.0,,,16.0,15.0,14.0,8.0,,,,,1.0,,,,,10.0,,,,,,13.0,3.0,40.0,48.0,1.0,1.0,,2.0,4.0,9.0,1.0,6.0,10.0,4.0,,18.0,1.0,58.0,51.0,2.0,14.0,5.0,,,77.0,9.0,10.0,,,5.0,3.0,1.0,142.0,,,,,,10.0,,,,9.0,,30.0,21.0,2.0,,69.0,74.0,28.0,6.0,,4.0,4.0,3.0,4.0,3.0,,40.0,58.0,17.0,,,,,,185.0,177.0,2.0,21.0,19.0,35.3,,,0.0,51.0,3.0,1.0,,,,5.0,1.0,3.0,65.0,8.0,111.0,21.0,22.0,12.0,6.0,23.0,17.0,,128.0,12.0,214.0,,1.0,35.0,7.0,50.0,4.0,302.0,,0.0,12.0,22.0,3.0,22.0,1.0,516.0,11.0,5.0,6.0,19.0,0.0
360704,24,2012-02-04 15:00:00,30,Bolton,Away,66.0,17.0,3.0,7.0,4.0,6.0,,219.0,10.0,,2.0,7.0,7.0,25.0,278.0,,,11.0,4.0,12.0,8.0,1.0,1.0,,,1.0,,,,,9.0,,,,1.0,,19.0,5.0,46.0,47.0,1.0,1.0,,3.0,7.0,3.0,,7.0,13.0,10.0,,7.0,4.0,27.0,37.0,1.0,16.0,7.0,1.0,,76.0,10.0,6.0,,,2.0,1.0,1.0,161.0,,,,,,15.0,,1.0,1.0,9.0,1.0,18.0,15.0,1.0,2.0,79.0,88.0,52.0,4.0,,2.0,7.0,2.0,4.0,1.0,,55.0,85.0,19.0,,,,,,163.0,153.0,2.0,19.0,18.0,47.7,1.0,,0.0,84.0,4.0,,,1.0,1.0,4.0,,3.0,107.0,9.0,92.0,25.0,24.0,12.0,7.0,31.0,24.0,1.0,154.0,17.0,309.0,1.0,,34.0,7.0,49.0,2.0,370.0,,0.0,13.0,11.0,2.0,16.0,0.0,574.0,13.0,8.0,7.0,7.0,0.0
360711,25,2012-02-11 15:00:00,30,Bolton,Home,57.0,2.0,2.0,7.0,5.0,4.0,,100.0,5.0,1.0,1.0,10.0,3.0,17.0,150.0,1.0,1.0,23.0,13.0,13.0,9.0,1.0,,,,,,,,,9.0,,,,,3.0,9.0,4.0,30.0,43.0,,,,3.0,4.0,3.0,,7.0,15.0,2.0,,4.0,3.0,41.0,46.0,3.0,15.0,8.0,,,65.0,20.0,12.0,,,,2.0,,136.0,1.0,,,1.0,,14.0,1.0,1.0,,9.0,,5.0,3.0,,1.0,44.0,84.0,34.0,7.0,1.0,4.0,7.0,4.0,2.0,2.0,,41.0,29.0,26.0,,,,,,175.0,163.0,2.0,16.0,17.0,43.0,,,0.0,52.0,3.0,1.0,,4.0,,5.0,,3.0,60.0,11.0,80.0,16.0,27.0,3.0,6.0,25.0,19.0,,115.0,16.0,207.0,1.0,1.0,39.0,5.0,43.0,1.0,262.0,1.0,0.0,13.0,19.0,1.0,33.0,3.0,453.0,6.0,2.0,7.0,13.0,0.0
360720,26,2012-02-25 15:00:00,30,Bolton,Away,105.0,13.0,1.0,2.0,1.0,4.0,,132.0,5.0,,3.0,8.0,9.0,24.0,235.0,,1.0,20.0,11.0,11.0,7.0,1.0,,,,,,,,,,,,,,,13.0,13.0,39.0,53.0,,,,1.0,4.0,6.0,,7.0,6.0,4.0,,20.0,3.0,51.0,40.0,1.0,25.0,7.0,,,56.0,14.0,7.0,,2.0,,,,138.0,,,,,,12.0,,2.0,1.0,10.0,,32.0,24.0,6.0,3.0,69.0,72.0,44.0,14.0,,5.0,3.0,1.0,4.0,1.0,,30.0,63.0,10.0,,,,,,168.0,154.0,3.0,22.0,20.0,40.9,,,0.0,68.0,2.0,8.0,,1.0,,6.0,,2.0,66.0,8.0,122.0,22.0,39.0,8.0,6.0,17.0,11.0,,106.0,11.0,209.0,2.0,,23.0,10.0,44.0,2.0,314.0,,0.0,11.0,16.0,1.0,22.0,1.0,548.0,24.0,6.0,7.0,9.0,0.0
360732,27,2012-03-03 15:00:00,30,Bolton,Away,116.0,4.0,2.0,2.0,,1.0,,121.0,5.0,1.0,6.0,6.0,6.0,16.0,235.0,,1.0,11.0,4.0,6.0,6.0,2.0,,,,,1.0,,1.0,,6.0,,,,,,17.0,8.0,56.0,46.0,,,,2.0,,10.0,,4.0,3.0,2.0,,9.0,4.0,38.0,48.0,2.0,8.0,5.0,,1.0,57.0,7.0,14.0,,,2.0,2.0,,124.0,,,,,,12.0,,3.0,,16.0,,17.0,11.0,5.0,6.0,66.0,78.0,36.0,7.0,,3.0,5.0,5.0,4.0,,1.0,41.0,36.0,8.0,,,,,,139.0,126.0,1.0,14.0,20.0,35.6,,,0.0,70.0,6.0,1.0,,,,3.0,,1.0,38.0,8.0,131.0,17.0,21.0,17.0,4.0,11.0,7.0,,85.0,5.0,196.0,3.0,1.0,32.0,7.0,51.0,,316.0,,0.0,8.0,19.0,1.0,15.0,0.0,483.0,8.0,9.0,4.0,8.0,0.0
360741,28,2012-03-10 12:45:00,30,Bolton,Home,95.0,9.0,4.0,8.0,4.0,2.0,1.0,170.0,4.0,,6.0,7.0,13.0,19.0,257.0,,1.0,27.0,11.0,11.0,4.0,5.0,,,,1.0,,,,,5.0,,,,,2.0,12.0,8.0,51.0,40.0,2.0,,2.0,3.0,3.0,5.0,,10.0,20.0,3.0,,15.0,3.0,56.0,47.0,3.0,19.0,8.0,,,72.0,15.0,14.0,1.0,,6.0,4.0,1.0,145.0,2.0,,2.0,1.0,1.0,11.0,1.0,2.0,1.0,17.0,,17.0,12.0,1.0,6.0,76.0,68.0,31.0,6.0,1.0,6.0,5.0,3.0,8.0,4.0,,59.0,73.0,24.0,,,,,,200.0,175.0,,17.0,14.0,53.2,,1.0,0.0,77.0,3.0,,,,,6.0,,3.0,84.0,11.0,115.0,29.0,44.0,16.0,9.0,36.0,27.0,,139.0,4.0,270.0,2.0,,36.0,17.0,50.0,1.0,349.0,,0.0,12.0,17.0,3.0,30.0,2.0,602.0,14.0,5.0,10.0,10.0,0.0
360749,29,2012-04-24 19:45:00,30,Bolton,Away,88.0,12.0,2.0,4.0,2.0,8.0,,184.0,8.0,1.0,,9.0,16.0,21.0,268.0,1.0,,23.0,27.0,23.0,7.0,1.0,,,1.0,1.0,,,,,11.0,1.0,,,,,12.0,6.0,61.0,57.0,1.0,,2.0,7.0,8.0,9.0,,6.0,9.0,2.0,,11.0,,74.0,57.0,4.0,14.0,7.0,,1.0,89.0,16.0,9.0,1.0,,2.0,1.0,1.0,181.0,1.0,,1.0,1.0,,17.0,1.0,1.0,,26.0,,11.0,10.0,2.0,1.0,71.0,98.0,42.0,9.0,1.0,,9.0,6.0,2.0,2.0,,68.0,70.0,13.0,,,,,1.0,220.0,196.0,2.0,25.0,17.0,56.2,,,0.0,73.0,1.0,2.0,,,,1.0,1.0,3.0,93.0,9.0,123.0,18.0,35.0,17.0,4.0,16.0,12.0,,148.0,29.0,279.0,1.0,2.0,38.0,16.0,49.0,3.0,386.0,1.0,0.0,15.0,18.0,3.0,35.0,2.0,627.0,17.0,6.0,6.0,15.0,0.0
360760,30,2012-03-24 15:00:00,30,Bolton,Home,133.0,6.0,7.0,11.0,4.0,3.0,,135.0,5.0,,3.0,9.0,18.0,20.0,257.0,,,25.0,15.0,16.0,8.0,4.0,1.0,,,,,,,,11.0,,,,,,10.0,1.0,61.0,55.0,3.0,2.0,2.0,2.0,4.0,5.0,,11.0,21.0,3.0,2.0,8.0,,40.0,41.0,2.0,19.0,9.0,,1.0,78.0,8.0,3.0,,,,,,143.0,1.0,1.0,1.0,,1.0,14.0,,3.0,,27.0,,11.0,10.0,1.0,4.0,77.0,92.0,41.0,4.0,,7.0,6.0,4.0,2.0,3.0,,74.0,54.0,13.0,,,,,,196.0,172.0,7.0,13.0,24.0,58.7,,1.0,0.0,69.0,2.0,,,1.0,1.0,9.0,,1.0,63.0,13.0,148.0,18.0,43.0,10.0,11.0,35.0,24.0,1.0,121.0,11.0,237.0,6.0,,35.0,20.0,50.0,1.0,350.0,,0.0,17.0,16.0,2.0,37.0,0.0,593.0,17.0,6.0,11.0,12.0,0.0
360778,31,2012-03-31 15:00:00,30,Bolton,Away,70.0,13.0,1.0,6.0,5.0,2.0,,138.0,4.0,1.0,1.0,10.0,6.0,24.0,202.0,2.0,2.0,20.0,26.0,12.0,12.0,1.0,,,,,,,,,17.0,1.0,,1.0,,,11.0,5.0,41.0,50.0,4.0,4.0,2.0,7.0,4.0,4.0,1.0,5.0,10.0,7.0,1.0,6.0,2.0,55.0,45.0,7.0,22.0,10.0,,,77.0,11.0,12.0,1.0,,4.0,1.0,,142.0,1.0,,,1.0,,13.0,2.0,2.0,,22.0,1.0,17.0,13.0,4.0,1.0,64.0,94.0,43.0,13.0,1.0,6.0,8.0,7.0,4.0,1.0,,53.0,36.0,23.0,,,,,1.0,178.0,160.0,,18.0,17.0,49.1,1.0,,0.0,55.0,4.0,,,1.0,,9.0,,3.0,79.0,14.0,94.0,25.0,40.0,14.0,3.0,21.0,18.0,,130.0,9.0,229.0,3.0,1.0,39.0,6.0,61.0,,302.0,2.0,0.0,20.0,15.0,4.0,27.0,1.0,532.0,14.0,6.0,4.0,9.0,0.0
360780,32,2012-04-07 15:00:00,30,Bolton,Home,136.0,19.0,2.0,6.0,4.0,4.0,1.0,233.0,2.0,2.0,8.0,9.0,7.0,31.0,363.0,,,11.0,11.0,15.0,7.0,2.0,,,,,,,,,9.0,,,,,,7.0,4.0,68.0,52.0,,,,1.0,4.0,9.0,,5.0,22.0,5.0,,12.0,3.0,49.0,38.0,1.0,16.0,7.0,,,74.0,12.0,7.0,,,5.0,4.0,,162.0,,,,,,8.0,,1.0,,11.0,,17.0,12.0,1.0,8.0,105.0,75.0,38.0,3.0,,6.0,3.0,1.0,2.0,,,70.0,51.0,27.0,,,,,,166.0,156.0,2.0,17.0,22.0,52.4,,,0.0,114.0,2.0,1.0,,1.0,,7.0,,3.0,113.0,9.0,152.0,37.0,26.0,9.0,5.0,36.0,31.0,,163.0,10.0,333.0,1.0,2.0,23.0,10.0,54.0,,449.0,,0.0,12.0,12.0,,15.0,1.0,633.0,13.0,4.0,5.0,10.0,0.0
360794,33,2012-04-09 15:00:00,30,Bolton,Away,120.0,12.0,3.0,6.0,3.0,6.0,,171.0,8.0,,4.0,13.0,13.0,25.0,285.0,,,20.0,11.0,15.0,4.0,2.0,,,,,,,,,7.0,,,,,,2.0,6.0,56.0,57.0,2.0,2.0,,3.0,3.0,11.0,,5.0,17.0,4.0,,5.0,,51.0,48.0,3.0,21.0,9.0,,,65.0,18.0,7.0,,,2.0,2.0,,148.0,,,,,,9.0,,5.0,,13.0,,13.0,9.0,2.0,4.0,83.0,83.0,45.0,6.0,,3.0,3.0,3.0,2.0,,,43.0,74.0,16.0,,,,,,166.0,155.0,3.0,25.0,18.0,49.1,,1.0,0.0,90.0,,1.0,,,,3.0,,3.0,79.0,6.0,140.0,33.0,32.0,16.0,5.0,28.0,23.0,,126.0,17.0,265.0,5.0,,31.0,14.0,59.0,2.0,377.0,,0.0,9.0,16.0,2.0,25.0,1.0,583.0,22.0,10.0,5.0,9.0,0.0
360800,34,2012-05-02 20:00:00,30,Bolton,Home,137.0,14.0,1.0,4.0,3.0,4.0,1.0,182.0,3.0,,3.0,12.0,10.0,28.0,315.0,,,18.0,14.0,9.0,5.0,3.0,1.0,,,1.0,,,,,7.0,,,,,3.0,9.0,5.0,63.0,57.0,2.0,2.0,1.0,3.0,3.0,7.0,,4.0,9.0,6.0,,17.0,2.0,46.0,38.0,3.0,5.0,2.0,,,66.0,6.0,8.0,,,1.0,2.0,1.0,154.0,1.0,,1.0,,1.0,6.0,,3.0,,5.0,,23.0,17.0,1.0,3.0,98.0,84.0,45.0,8.0,1.0,2.0,7.0,5.0,3.0,1.0,,71.0,60.0,23.0,,,,,,171.0,162.0,3.0,22.0,26.0,46.9,,,0.0,100.0,2.0,1.0,,1.0,1.0,7.0,,3.0,82.0,9.0,150.0,39.0,14.0,5.0,4.0,21.0,17.0,1.0,144.0,10.0,286.0,3.0,,25.0,10.0,62.0,2.0,415.0,,0.0,15.0,18.0,1.0,23.0,2.0,603.0,15.0,3.0,4.0,13.0,0.0
360812,35,2012-04-21 15:00:00,30,Bolton,Home,81.0,10.0,2.0,5.0,3.0,3.0,,118.0,8.0,2.0,1.0,11.0,8.0,22.0,194.0,,,13.0,3.0,10.0,3.0,2.0,,,1.0,1.0,,,1.0,,7.0,,,,,,16.0,10.0,32.0,53.0,1.0,,1.0,5.0,4.0,12.0,,8.0,14.0,3.0,,12.0,3.0,48.0,36.0,5.0,14.0,9.0,,,60.0,19.0,8.0,,1.0,3.0,3.0,1.0,127.0,1.0,,1.0,1.0,,11.0,1.0,1.0,,16.0,,13.0,13.0,2.0,1.0,48.0,62.0,36.0,10.0,1.0,4.0,2.0,2.0,13.0,2.0,,43.0,34.0,22.0,,,,,,178.0,158.0,2.0,26.0,20.0,38.1,,,0.0,77.0,2.0,1.0,,,,4.0,,3.0,73.0,6.0,99.0,19.0,34.0,7.0,8.0,28.0,20.0,,128.0,15.0,213.0,1.0,2.0,30.0,11.0,39.0,2.0,284.0,,0.0,10.0,13.0,1.0,18.0,2.0,493.0,18.0,5.0,8.0,12.0,0.0
360824,36,2012-04-28 15:00:00,30,Bolton,Away,94.0,11.0,2.0,6.0,4.0,3.0,,155.0,4.0,1.0,,10.0,12.0,18.0,243.0,,,10.0,14.0,23.0,7.0,2.0,,1.0,,2.0,,,,,12.0,,,,,,6.0,6.0,55.0,68.0,2.0,,2.0,3.0,3.0,5.0,,5.0,8.0,5.0,,17.0,1.0,54.0,65.0,3.0,17.0,9.0,,,73.0,20.0,8.0,2.0,,3.0,1.0,2.0,161.0,2.0,,2.0,2.0,,10.0,2.0,,3.0,16.0,1.0,14.0,11.0,2.0,,70.0,89.0,42.0,7.0,,4.0,7.0,6.0,3.0,3.0,,41.0,62.0,24.0,,,,,,192.0,172.0,,24.0,38.0,48.0,,,0.0,68.0,1.0,,,1.0,,7.0,,3.0,67.0,11.0,115.0,27.0,37.0,11.0,5.0,19.0,14.0,,127.0,11.0,258.0,,1.0,31.0,12.0,49.0,2.0,354.0,,0.0,16.0,24.0,1.0,16.0,0.0,555.0,13.0,10.0,5.0,17.0,0.0
360832,37,2012-05-06 14:00:00,30,Bolton,Home,83.0,14.0,2.0,9.0,7.0,3.0,1.0,131.0,3.0,1.0,5.0,7.0,5.0,26.0,205.0,,1.0,9.0,12.0,7.0,7.0,2.0,,,,,,,,,12.0,1.0,,,,,15.0,4.0,33.0,55.0,2.0,2.0,1.0,4.0,4.0,6.0,,4.0,9.0,6.0,,11.0,7.0,45.0,41.0,4.0,13.0,2.0,,,70.0,16.0,9.0,,,3.0,2.0,,130.0,,,,,,9.0,,3.0,1.0,10.0,,23.0,15.0,5.0,5.0,65.0,85.0,38.0,4.0,1.0,4.0,5.0,5.0,4.0,,,49.0,36.0,20.0,,,,,1.0,163.0,147.0,,25.0,15.0,37.6,,,0.0,64.0,6.0,2.0,,,,6.0,1.0,3.0,60.0,9.0,97.0,27.0,29.0,6.0,4.0,21.0,17.0,,117.0,13.0,216.0,3.0,2.0,29.0,5.0,59.0,3.0,292.0,,0.0,15.0,20.0,1.0,17.0,1.0,511.0,19.0,5.0,4.0,16.0,0.0
360843,38,2012-05-13 15:00:00,30,Bolton,Away,53.0,9.0,2.0,4.0,2.0,5.0,,120.0,4.0,,1.0,4.0,5.0,13.0,169.0,,,23.0,11.0,8.0,9.0,1.0,,2.0,,3.0,,1.0,,1.0,15.0,,,1.0,,,11.0,6.0,23.0,45.0,,,,2.0,6.0,5.0,,9.0,12.0,8.0,,10.0,3.0,34.0,43.0,2.0,20.0,10.0,,,74.0,5.0,10.0,1.0,,5.0,1.0,3.0,135.0,1.0,,,1.0,,12.0,2.0,3.0,,21.0,1.0,15.0,13.0,2.0,1.0,56.0,91.0,38.0,5.0,1.0,5.0,6.0,4.0,4.0,,,53.0,46.0,33.0,1.0,1.0,1.0,,,208.0,183.0,,20.0,17.0,49.1,1.0,,0.0,58.0,2.0,3.0,,1.0,,10.0,,3.0,57.0,11.0,76.0,27.0,45.0,5.0,9.0,30.0,21.0,,106.0,16.0,226.0,4.0,,21.0,9.0,40.0,2.0,272.0,,0.0,20.0,23.0,1.0,38.0,1.0,519.0,16.0,2.0,9.0,19.0,0.0
