matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321859,21.0,2011-01-01 15:00:00,30,Bolton,Away,65.0,11.0,1.0,4.0,3.0,7.0,1.0,101.0,4.0,3.0,4.0,18.0,9.0,28.0,162.0,,,27.0,17.0,14.0,9.0,,1.0,,1.0,,,1.0,,,,9.0,,,,,,2.0,19.0,7.0,,32.0,60.0,1.0,,1.0,3.0,4.0,9.0,,4.0,5.0,3.0,,11.0,2.0,59.0,55.0,3.0,25.0,8.0,,,75.0,16.0,12.0,1.0,1.0,6.0,3.0,1.0,158.0,1.0,1.0,1.0,,1.0,,14.0,,,,1.0,,,,,20.0,,27.0,20.0,2.0,4.0,54.0,99.0,42.0,7.0,,6.0,4.0,4.0,,,11.0,1.0,55.0,47.0,27.0,,,,,,201.0,184.0,3.0,26.0,18.0,37.4,,,0.0,,,,46.0,2.0,1.0,,1.0,1.0,7.0,,2.0,50.0,10.0,86.0,37.0,42.0,11.0,4.0,15.0,11.0,1.0,124.0,32.0,219.0,1.0,3.0,41.0,12.0,66.0,,290.0,,0.0,15.0,24.0,,33.0,2.0,542.0,10.0,5.0,4.0,20.0,0.0
321869,22.0,2011-01-05 20:00:00,30,Bolton,Home,125.0,15.0,3.0,12.0,9.0,13.0,1.0,163.0,2.0,1.0,6.0,18.0,11.0,45.0,276.0,,2.0,20.0,14.0,28.0,10.0,4.0,,,,,,,,,,10.0,,,,,,1.0,4.0,9.0,,56.0,66.0,4.0,4.0,,1.0,4.0,1.0,,9.0,27.0,9.0,,8.0,1.0,39.0,65.0,1.0,11.0,5.0,,,78.0,12.0,10.0,1.0,,2.0,2.0,,160.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,1.0,10.0,,25.0,18.0,,6.0,74.0,79.0,44.0,5.0,,7.0,8.0,5.0,,,5.0,2.0,65.0,55.0,33.0,,,,,,192.0,181.0,2.0,20.0,32.0,52.5,,,0.0,,,,91.0,,3.0,,1.0,,7.0,,2.0,83.0,15.0,148.0,30.0,22.0,15.0,9.0,47.0,38.0,,139.0,22.0,280.0,,1.0,35.0,11.0,68.0,,381.0,,0.0,16.0,17.0,3.0,29.0,0.0,613.0,15.0,10.0,9.0,10.0,0.0
321881,23.0,2011-01-15 15:00:00,30,Bolton,Away,95.0,16.0,,7.0,7.0,8.0,,169.0,7.0,1.0,3.0,9.0,20.0,23.0,257.0,,1.0,21.0,23.0,22.0,8.0,,,,,,1.0,2.0,,,,8.0,,,,,,,14.0,2.0,,45.0,43.0,,,,4.0,1.0,4.0,1.0,5.0,8.0,9.0,,15.0,1.0,62.0,52.0,4.0,12.0,10.0,,1.0,81.0,13.0,7.0,,,2.0,,2.0,170.0,,,,,,,13.0,,,,1.0,,,,,16.0,,16.0,13.0,1.0,3.0,76.0,91.0,45.0,5.0,,5.0,3.0,5.0,,,4.0,1.0,69.0,51.0,32.0,1.0,1.0,1.0,,,200.0,187.0,,13.0,21.0,63.5,,,0.0,,,,88.0,3.0,1.0,,2.0,,6.0,,3.0,73.0,8.0,121.0,38.0,25.0,12.0,4.0,21.0,17.0,,137.0,21.0,279.0,2.0,1.0,31.0,21.0,58.0,,379.0,,0.0,12.0,18.0,3.0,35.0,2.0,587.0,8.0,5.0,5.0,16.0,0.0
321891,24.0,2011-01-24 20:00:00,30,Bolton,Home,131.0,25.0,,3.0,3.0,6.0,,211.0,6.0,1.0,4.0,11.0,20.0,40.0,339.0,1.0,1.0,23.0,11.0,10.0,9.0,,,,,,,1.0,,,,11.0,,,,,,,11.0,5.0,,56.0,58.0,,,,3.0,5.0,14.0,,4.0,12.0,8.0,,15.0,3.0,54.0,53.0,3.0,22.0,8.0,,1.0,88.0,8.0,5.0,,1.0,3.0,,1.0,161.0,,,,,,,9.0,,,,,,,,1.0,12.0,,15.0,13.0,1.0,4.0,100.0,86.0,49.0,3.0,,2.0,7.0,4.0,,,4.0,,79.0,75.0,29.0,,,,,,182.0,176.0,1.0,20.0,31.0,47.9,,1.0,0.0,,,,127.0,4.0,1.0,,1.0,,3.0,,3.0,109.0,9.0,141.0,50.0,28.0,16.0,4.0,24.0,20.0,,172.0,16.0,327.0,,1.0,26.0,21.0,70.0,4.0,444.0,1.0,0.0,12.0,29.0,4.0,24.0,0.0,680.0,19.0,9.0,4.0,18.0,0.0
321900,25.0,2011-02-02 20:00:00,30,Bolton,Home,83.0,12.0,4.0,7.0,3.0,11.0,,118.0,4.0,,4.0,16.0,14.0,24.0,194.0,,1.0,12.0,9.0,18.0,10.0,2.0,1.0,,,,,,,,,11.0,,,,,,,8.0,5.0,,44.0,68.0,1.0,2.0,1.0,2.0,4.0,4.0,,8.0,13.0,9.0,,12.0,,44.0,55.0,2.0,30.0,23.0,,,82.0,15.0,8.0,1.0,,2.0,3.0,,148.0,,,,,,,12.0,,,1.0,1.0,,,,,44.0,,8.0,4.0,,4.0,52.0,88.0,39.0,3.0,,5.0,7.0,4.0,,,5.0,1.0,32.0,45.0,34.0,,,,,,210.0,185.0,5.0,31.0,21.0,42.6,,,0.0,,,,48.0,,1.0,,2.0,1.0,6.0,1.0,3.0,72.0,12.0,102.0,25.0,55.0,10.0,8.0,33.0,25.0,1.0,127.0,26.0,223.0,1.0,,43.0,15.0,54.0,4.0,292.0,,0.0,14.0,23.0,3.0,27.0,1.0,545.0,17.0,6.0,8.0,11.0,0.0
321913,26.0,2011-02-05 15:00:00,30,Bolton,Away,68.0,10.0,2.0,5.0,3.0,8.0,,163.0,4.0,,1.0,11.0,8.0,21.0,226.0,,1.0,19.0,14.0,21.0,9.0,2.0,1.0,,,,,,,,,8.0,,,1.0,,,1.0,11.0,9.0,,37.0,62.0,1.0,1.0,,6.0,4.0,13.0,,6.0,10.0,10.0,,20.0,3.0,68.0,59.0,6.0,23.0,14.0,,1.0,80.0,18.0,12.0,1.0,,2.0,,,149.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,2.0,19.0,1.0,13.0,13.0,1.0,1.0,70.0,82.0,40.0,6.0,,7.0,5.0,1.0,,,5.0,,37.0,75.0,36.0,1.0,2.0,2.0,,,188.0,174.0,6.0,22.0,25.0,46.6,1.0,,0.0,,,,68.0,3.0,2.0,,2.0,1.0,7.0,,3.0,109.0,12.0,81.0,25.0,37.0,12.0,6.0,26.0,20.0,1.0,175.0,20.0,269.0,,,31.0,10.0,52.0,,324.0,,0.0,12.0,20.0,3.0,24.0,3.0,560.0,18.0,6.0,7.0,17.0,0.0
321921,27.0,2011-02-13 16:00:00,30,Bolton,Home,91.0,13.0,2.0,7.0,5.0,3.0,2.0,156.0,4.0,2.0,4.0,10.0,19.0,30.0,240.0,,,15.0,20.0,22.0,4.0,,,,,,1.0,2.0,,,,5.0,,,,,,2.0,4.0,6.0,,46.0,59.0,1.0,,1.0,,2.0,9.0,,4.0,7.0,9.0,1.0,17.0,1.0,65.0,65.0,,18.0,9.0,,,85.0,15.0,12.0,1.0,1.0,4.0,3.0,2.0,156.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,2.0,,,,,22.0,,18.0,17.0,1.0,4.0,80.0,82.0,41.0,4.0,,3.0,3.0,3.0,,,2.0,,60.0,59.0,25.0,,,,,,192.0,176.0,4.0,25.0,20.0,47.1,,,0.0,,,,67.0,,2.0,,,,5.0,,3.0,70.0,6.0,116.0,29.0,34.0,10.0,4.0,23.0,19.0,,130.0,14.0,256.0,2.0,2.0,33.0,20.0,58.0,1.0,349.0,1.0,0.0,10.0,25.0,1.0,22.0,1.0,564.0,16.0,6.0,4.0,21.0,0.0
321931,28.0,2011-02-26 15:00:00,30,Bolton,Away,113.0,14.0,1.0,6.0,5.0,9.0,,179.0,5.0,,7.0,7.0,25.0,17.0,286.0,,,20.0,20.0,19.0,14.0,2.0,1.0,,,,,,1.0,,,16.0,,,,,,2.0,9.0,4.0,,26.0,65.0,,,,1.0,6.0,15.0,1.0,5.0,11.0,9.0,,12.0,2.0,67.0,64.0,1.0,15.0,10.0,,,76.0,14.0,10.0,1.0,,1.0,,,165.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,19.0,,13.0,11.0,1.0,7.0,103.0,80.0,45.0,3.0,,8.0,9.0,5.0,,,3.0,4.0,49.0,71.0,21.0,,,,,,184.0,167.0,4.0,24.0,28.0,55.1,,,0.0,,,,87.0,3.0,,,,1.0,9.0,,2.0,82.0,17.0,131.0,36.0,32.0,19.0,5.0,25.0,20.0,1.0,132.0,15.0,275.0,2.0,,26.0,26.0,42.0,2.0,381.0,,0.0,20.0,22.0,4.0,26.0,2.0,618.0,18.0,13.0,6.0,17.0,0.0
321940,29.0,2011-03-05 15:00:00,30,Bolton,Home,82.0,26.0,4.0,10.0,6.0,7.0,,165.0,3.0,1.0,3.0,14.0,18.0,34.0,237.0,,,15.0,21.0,30.0,8.0,2.0,,,,,,2.0,,,,9.0,,,,,,,11.0,2.0,,41.0,68.0,2.0,2.0,,3.0,8.0,9.0,1.0,8.0,19.0,8.0,2.0,9.0,3.0,63.0,62.0,3.0,19.0,10.0,,,89.0,19.0,13.0,1.0,,4.0,1.0,2.0,167.0,1.0,1.0,1.0,,1.0,,7.0,,,1.0,3.0,,,,1.0,24.0,,14.0,11.0,1.0,3.0,66.0,92.0,54.0,5.0,,5.0,6.0,4.0,,,4.0,2.0,45.0,79.0,38.0,,1.0,1.0,1.0,,213.0,193.0,4.0,27.0,27.0,52.6,,1.0,0.0,,,,76.0,4.0,,,,,5.0,2.0,3.0,90.0,11.0,103.0,43.0,39.0,13.0,6.0,34.0,28.0,,152.0,23.0,281.0,3.0,1.0,31.0,18.0,60.0,2.0,350.0,,0.0,17.0,12.0,4.0,27.0,5.0,587.0,21.0,7.0,8.0,11.0,0.0
321951,30.0,2011-03-19 15:00:00,30,Bolton,Away,94.0,14.0,3.0,5.0,2.0,12.0,,125.0,5.0,,5.0,11.0,13.0,24.0,214.0,,,19.0,11.0,27.0,4.0,1.0,,,1.0,,1.0,2.0,1.0,,,9.0,,,,,,,8.0,8.0,,37.0,63.0,1.0,1.0,,3.0,4.0,7.0,,5.0,10.0,7.0,,9.0,2.0,46.0,72.0,3.0,24.0,17.0,1.0,,66.0,11.0,9.0,,,3.0,1.0,2.0,146.0,,,,,,,8.0,,,,1.0,,,,,29.0,,21.0,16.0,6.0,5.0,78.0,90.0,41.0,12.0,,4.0,1.0,2.0,,,3.0,1.0,52.0,45.0,15.0,,,,,,195.0,173.0,1.0,27.0,20.0,42.5,,1.0,0.0,,,,70.0,1.0,4.0,,1.0,,7.0,,3.0,71.0,5.0,119.0,30.0,46.0,9.0,5.0,23.0,18.0,,131.0,23.0,235.0,1.0,,42.0,15.0,65.0,,331.0,,0.0,13.0,35.0,2.0,20.0,0.0,576.0,16.0,1.0,5.0,27.0,0.0
321958,31.0,2011-04-02 15:00:00,30,Bolton,Away,86.0,16.0,4.0,10.0,6.0,8.0,,126.0,3.0,3.0,5.0,15.0,13.0,36.0,202.0,,1.0,23.0,17.0,32.0,11.0,4.0,,,,,,,,,,11.0,,,,,,,9.0,3.0,,38.0,73.0,,,,,5.0,9.0,,8.0,11.0,8.0,,5.0,1.0,50.0,69.0,,23.0,17.0,,,94.0,16.0,11.0,1.0,,,,,176.0,1.0,,,1.0,,,5.0,,,1.0,1.0,,,,1.0,33.0,,13.0,11.0,2.0,5.0,65.0,100.0,45.0,8.0,,4.0,12.0,9.0,,,2.0,1.0,50.0,53.0,35.0,,,,,,206.0,184.0,3.0,41.0,18.0,47.7,,1.0,0.0,,,,55.0,3.0,,,,,6.0,1.0,3.0,68.0,16.0,112.0,44.0,45.0,9.0,8.0,27.0,19.0,,144.0,28.0,249.0,1.0,4.0,47.0,15.0,85.0,2.0,334.0,,0.0,20.0,21.0,5.0,33.0,2.0,564.0,11.0,5.0,9.0,16.0,0.0
321970,32.0,2011-04-09 15:00:00,30,Bolton,Home,72.0,9.0,1.0,11.0,10.0,5.0,,132.0,7.0,2.0,6.0,11.0,10.0,24.0,193.0,,2.0,12.0,15.0,16.0,16.0,3.0,,,1.0,,,1.0,,,,18.0,,,,,,3.0,8.0,6.0,,36.0,69.0,7.0,6.0,1.0,4.0,6.0,6.0,2.0,4.0,13.0,5.0,,5.0,2.0,43.0,54.0,3.0,28.0,18.0,,,66.0,6.0,10.0,2.0,,2.0,1.0,1.0,138.0,3.0,,1.0,2.0,1.0,,10.0,,,2.0,1.0,,,,,22.0,,17.0,14.0,2.0,6.0,54.0,86.0,43.0,10.0,1.0,10.0,12.0,7.0,,,3.0,2.0,61.0,37.0,20.0,,,,,,150.0,142.0,2.0,26.0,27.0,41.7,,1.0,0.0,,,,51.0,4.0,2.0,,1.0,,12.0,1.0,3.0,61.0,22.0,90.0,23.0,35.0,21.0,4.0,23.0,19.0,,109.0,16.0,212.0,1.0,2.0,32.0,11.0,56.0,1.0,279.0,,0.0,25.0,18.0,5.0,22.0,1.0,505.0,12.0,10.0,5.0,11.0,0.0
321980,33.0,2011-04-27 20:00:00,30,Bolton,Away,93.0,25.0,2.0,4.0,2.0,7.0,,167.0,5.0,,2.0,10.0,11.0,33.0,256.0,,,21.0,19.0,25.0,5.0,3.0,,,1.0,,,2.0,,,,9.0,,,,,,1.0,13.0,6.0,,41.0,77.0,1.0,1.0,,2.0,3.0,14.0,,7.0,7.0,4.0,,6.0,2.0,56.0,69.0,2.0,13.0,9.0,,,82.0,10.0,12.0,,,4.0,,2.0,163.0,,,,,,,14.0,,,,,,,,,27.0,,15.0,14.0,1.0,2.0,88.0,107.0,56.0,10.0,,3.0,5.0,4.0,,,3.0,4.0,55.0,44.0,36.0,,,,,,212.0,189.0,4.0,34.0,33.0,48.1,,,0.0,,,,86.0,2.0,1.0,,,,7.0,,3.0,91.0,8.0,114.0,54.0,36.0,11.0,7.0,18.0,11.0,,160.0,25.0,282.0,,,24.0,13.0,64.0,,378.0,,0.0,14.0,28.0,2.0,28.0,1.0,607.0,20.0,4.0,7.0,24.0,0.0
321990,34.0,2011-04-24 16:00:00,30,Bolton,Home,73.0,14.0,2.0,4.0,2.0,7.0,,86.0,7.0,1.0,4.0,12.0,1.0,26.0,155.0,,2.0,13.0,13.0,18.0,3.0,3.0,1.0,,,,,,,,,6.0,,1.0,,,,2.0,10.0,9.0,,26.0,71.0,,1.0,1.0,8.0,2.0,13.0,1.0,3.0,3.0,3.0,,8.0,2.0,54.0,62.0,8.0,31.0,13.0,,,62.0,14.0,14.0,1.0,,2.0,,,130.0,1.0,1.0,1.0,,1.0,,12.0,,,,2.0,,,,,18.0,,19.0,15.0,4.0,4.0,48.0,72.0,38.0,9.0,1.0,3.0,4.0,7.0,,,7.0,2.0,25.0,35.0,22.0,,,,,1.0,172.0,155.0,1.0,39.0,20.0,32.9,,2.0,0.0,,,,55.0,4.0,1.0,,1.0,1.0,3.0,,3.0,50.0,7.0,102.0,39.0,48.0,10.0,3.0,9.0,6.0,1.0,100.0,25.0,166.0,2.0,1.0,26.0,2.0,50.0,2.0,259.0,,0.0,12.0,26.0,4.0,19.0,4.0,489.0,17.0,4.0,3.0,21.0,0.0
321999,35.0,2011-04-30 15:00:00,30,Bolton,Away,64.0,15.0,2.0,5.0,3.0,14.0,,141.0,10.0,4.0,6.0,10.0,14.0,28.0,200.0,,,19.0,16.0,15.0,7.0,2.0,,,,,,1.0,1.0,1.0,,9.0,,,,,1.0,1.0,9.0,12.0,,36.0,54.0,,,,1.0,4.0,8.0,1.0,10.0,6.0,4.0,,11.0,3.0,49.0,44.0,1.0,22.0,12.0,,1.0,88.0,10.0,7.0,,1.0,1.0,1.0,1.0,154.0,,,,,,,18.0,,,,4.0,,,,1.0,29.0,1.0,11.0,9.0,1.0,6.0,78.0,91.0,43.0,3.0,,7.0,2.0,,,,6.0,,56.0,34.0,22.0,,,,,,226.0,203.0,1.0,17.0,17.0,57.9,1.0,,0.0,,,,67.0,3.0,2.0,,2.0,,9.0,,3.0,73.0,9.0,101.0,42.0,45.0,9.0,10.0,21.0,11.0,,144.0,33.0,255.0,4.0,5.0,34.0,16.0,64.0,3.0,335.0,,0.0,13.0,18.0,1.0,26.0,1.0,572.0,17.0,4.0,10.0,12.0,0.0
322008,36.0,2011-05-07 15:00:00,30,Bolton,Home,99.0,26.0,4.0,8.0,4.0,6.0,,139.0,9.0,2.0,6.0,11.0,10.0,32.0,230.0,,,23.0,26.0,18.0,15.0,1.0,,,1.0,,,1.0,,,,13.0,,,,,,1.0,5.0,5.0,,46.0,47.0,5.0,5.0,1.0,2.0,5.0,10.0,,5.0,7.0,8.0,,5.0,2.0,61.0,62.0,2.0,20.0,10.0,,,76.0,15.0,11.0,1.0,,2.0,1.0,1.0,140.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,1.0,24.0,1.0,13.0,9.0,2.0,6.0,78.0,81.0,40.0,5.0,,7.0,10.0,5.0,,,2.0,,61.0,35.0,36.0,,,,,,174.0,156.0,1.0,19.0,17.0,52.4,,1.0,0.0,,,,71.0,1.0,1.0,,3.0,,10.0,2.0,3.0,83.0,17.0,112.0,50.0,38.0,9.0,5.0,21.0,16.0,,154.0,24.0,244.0,,2.0,27.0,11.0,61.0,1.0,335.0,,0.0,20.0,30.0,1.0,34.0,1.0,562.0,12.0,3.0,5.0,16.0,0.0
322020,37.0,2011-05-14 12:45:00,30,Bolton,Away,82.0,15.0,1.0,6.0,5.0,10.0,,142.0,2.0,2.0,3.0,12.0,12.0,33.0,218.0,1.0,2.0,20.0,20.0,15.0,9.0,1.0,1.0,,2.0,,1.0,4.0,,,,10.0,,,1.0,,,3.0,6.0,5.0,,36.0,56.0,3.0,2.0,1.0,5.0,5.0,4.0,,6.0,10.0,5.0,,15.0,,56.0,59.0,5.0,12.0,7.0,,,86.0,13.0,16.0,2.0,,5.0,1.0,4.0,169.0,2.0,,2.0,2.0,,1.0,7.0,,,2.0,,,,,1.0,17.0,2.0,14.0,13.0,1.0,3.0,71.0,99.0,50.0,5.0,1.0,4.0,8.0,6.0,,,3.0,1.0,61.0,45.0,28.0,,,,,,194.0,179.0,2.0,29.0,16.0,49.1,1.0,,0.0,,,,65.0,1.0,,,,1.0,8.0,1.0,3.0,86.0,12.0,104.0,36.0,27.0,13.0,6.0,22.0,16.0,2.0,159.0,22.0,259.0,,2.0,41.0,14.0,75.0,3.0,341.0,1.0,0.0,19.0,20.0,5.0,29.0,4.0,548.0,2.0,8.0,6.0,13.0,0.0
322028,38.0,2011-05-22 16:00:00,30,Bolton,Home,99.0,13.0,3.0,6.0,3.0,5.0,1.0,128.0,2.0,,2.0,15.0,10.0,33.0,221.0,,1.0,23.0,10.0,11.0,6.0,3.0,,,,,,1.0,,,,8.0,,,,,,2.0,13.0,4.0,,55.0,53.0,,,,3.0,5.0,9.0,,6.0,9.0,9.0,,18.0,4.0,55.0,52.0,3.0,11.0,4.0,,1.0,65.0,13.0,11.0,,,3.0,3.0,1.0,123.0,,,,,,,8.0,,,,,,,,1.0,11.0,,17.0,13.0,2.0,2.0,65.0,77.0,38.0,5.0,,5.0,4.0,2.0,,,2.0,1.0,55.0,52.0,26.0,,,,,,169.0,158.0,2.0,18.0,28.0,40.5,,1.0,0.0,,,,66.0,4.0,1.0,,,,8.0,,3.0,74.0,9.0,110.0,23.0,22.0,14.0,6.0,27.0,21.0,,132.0,19.0,226.0,,,36.0,11.0,60.0,,309.0,,1.0,15.0,22.0,2.0,30.0,1.0,520.0,11.0,8.0,6.0,17.0,0.0
