playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,headedGoals,clearancesOffTheLine,foulWonPenalty,lastPlayerTackle,goalKicks,ownGoalScored,gkSuccessfulDistribution,secondGoalAssists,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesSaved,savesFromPenalty,crossesNotClaimed
18428,Chris Eagles,Midfielder,Bolton,30,England,2011-12,159.0,21.0,0.0,42.0,25.0,9.0,44.0,53.0,17.0,195.0,34.0,6.0,47.0,26.0,224.0,71.0,872.0,4.0,1.0,1.0,8.0,56.0,36.0,2.0,49.0,2302.0,4.0,27.0,127.0,9.0,118.0,630.0,24.0,76.0,4.0,2.0,46.0,3.0,6.0,49.0,132.0,163.0,37.0,0.0,286.0,3.0,323.0,177.0,34.0,2.0,8.0,2.0,50.0,490.0,40.0,112.0,95.0,250.0,9.0,0.0,854.0,28.0,30.0,495.0,36.0,37.0,2.0,11.0,217.0,17.0,52.0,29.0,18.0,169.0,1548.0,17.0,17.0,1.0,13.0,207.0,2.0,1.0,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15188,Darren Pratley,Midfielder,Bolton,30,England,2011-12,77.0,3.0,0.0,4.0,6.0,,41.0,14.0,2.0,83.0,25.0,,60.0,14.0,93.0,19.0,449.0,1.0,3.0,0.0,11.0,1.0,24.0,,3.0,1271.0,2.0,17.0,70.0,6.0,63.0,339.0,,29.0,,1.0,5.0,2.0,20.0,32.0,60.0,106.0,16.0,0.0,147.0,1.0,117.0,58.0,25.0,,14.0,,8.0,188.0,26.0,19.0,20.0,123.0,7.0,0.0,445.0,8.0,8.0,154.0,27.0,6.0,3.0,,112.0,30.0,25.0,,17.0,114.0,668.0,2.0,7.0,,5.0,171.0,1.0,4.0,10.0,24.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
27696,Fabrice Muamba,Midfielder,Bolton,30,England,2011-12,78.0,,0.0,2.0,5.0,,51.0,10.0,2.0,81.0,20.0,1.0,18.0,18.0,89.0,1.0,366.0,1.0,,1.0,2.0,,39.0,3.0,,1330.0,2.0,22.0,83.0,3.0,66.0,254.0,,11.0,,,6.0,,15.0,20.0,56.0,100.0,8.0,0.0,161.0,0.0,100.0,67.0,20.0,1.0,18.0,,2.0,141.0,17.0,1.0,17.0,122.0,17.0,0.0,365.0,5.0,3.0,118.0,33.0,7.0,2.0,,91.0,28.0,40.0,,23.0,75.0,549.0,,9.0,,7.0,136.0,1.0,2.0,8.0,33.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
98464,Josh Vela,Midfielder,Bolton,30,England,2011-12,1.0,,0.0,,,,3.0,,1.0,3.0,3.0,,,,5.0,1.0,30.0,,,,3.0,,,,,38.0,,,3.0,,3.0,23.0,,1.0,,,,,1.0,1.0,1.0,7.0,,0.0,4.0,,6.0,4.0,3.0,,,,,13.0,1.0,1.0,,4.0,,0.0,30.0,,1.0,7.0,3.0,,,,10.0,1.0,,,2.0,7.0,36.0,,,,,12.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75773,Lee Chung-yong,Midfielder,Bolton,30,South Korea,2011-12,2.0,,0.0,,,,1.0,1.0,,5.0,2.0,,,,5.0,1.0,12.0,,,,2.0,3.0,1.0,,,17.0,,,2.0,,1.0,7.0,,1.0,,,1.0,1.0,,1.0,2.0,1.0,,0.0,4.0,,7.0,5.0,2.0,,1.0,,1.0,5.0,1.0,4.0,1.0,3.0,1.0,0.0,12.0,1.0,1.0,10.0,,,,,4.0,1.0,1.0,3.0,,,23.0,2.0,,,,2.0,,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19930,Mark Davies,Midfielder,Bolton,30,England,2011-12,120.0,1.0,0.0,4.0,14.0,2.0,78.0,19.0,3.0,120.0,35.0,,51.0,29.0,135.0,6.0,1057.0,4.0,1.0,2.0,6.0,4.0,27.0,2.0,3.0,2748.0,2.0,19.0,168.0,10.0,160.0,843.0,2.0,39.0,,2.0,36.0,1.0,19.0,59.0,101.0,304.0,36.0,0.0,288.0,2.0,269.0,153.0,35.0,1.0,23.0,3.0,14.0,576.0,49.0,7.0,52.0,261.0,8.0,0.0,1049.0,5.0,5.0,237.0,55.0,46.0,11.0,,317.0,37.0,47.0,1.0,79.0,167.0,1481.0,2.0,1.0,,6.0,349.0,1.0,4.0,15.0,35.0,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
10089,Martin Petrov,Midfielder,Bolton,30,Bulgaria,2011-12,77.0,35.0,0.0,21.0,22.0,9.0,11.0,49.0,13.0,155.0,31.0,6.0,88.0,30.0,188.0,148.0,843.0,4.0,4.0,2.0,1.0,109.0,11.0,1.0,75.0,2572.0,3.0,7.0,47.0,13.0,43.0,623.0,37.0,68.0,,1.0,56.0,8.0,10.0,55.0,70.0,306.0,17.0,0.0,124.0,2.0,234.0,119.0,31.0,,5.0,4.0,16.0,487.0,42.0,237.0,49.0,113.0,4.0,0.0,826.0,27.0,50.0,525.0,6.0,15.0,,12.0,108.0,4.0,26.0,68.0,32.0,195.0,1483.0,41.0,8.0,1.0,12.0,243.0,,1.0,33.0,44.0,,,,,,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,
14668,Nigel Reo-Coker,Midfielder,Bolton,30,England,2011-12,163.0,2.0,0.0,6.0,6.0,2.0,86.0,17.0,12.0,212.0,37.0,,52.0,37.0,266.0,14.0,1668.0,3.0,,1.0,,,28.0,,2.0,3265.0,5.0,16.0,159.0,13.0,147.0,1296.0,,17.0,1.0,2.0,23.0,2.0,29.0,73.0,147.0,522.0,31.0,4.0,322.0,2.0,500.0,273.0,37.0,3.0,23.0,,12.0,795.0,60.0,14.0,71.0,294.0,12.0,0.0,1641.0,11.0,6.0,400.0,63.0,30.0,8.0,,442.0,50.0,81.0,,106.0,204.0,2184.0,6.0,6.0,1.0,15.0,609.0,2.0,7.0,54.0,70.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1307,Ricardo Gardner,Midfielder,Bolton,30,Jamaica,2011-12,9.0,,1.0,,,,8.0,1.0,,14.0,4.0,,11.0,2.0,16.0,1.0,67.0,,,,2.0,,,,,161.0,,,13.0,1.0,13.0,49.0,,1.0,1.0,,2.0,,3.0,7.0,9.0,14.0,3.0,0.0,22.0,,26.0,17.0,4.0,,2.0,,2.0,19.0,6.0,1.0,5.0,22.0,,0.0,66.0,1.0,,26.0,6.0,2.0,2.0,,9.0,6.0,8.0,,2.0,18.0,111.0,5.0,1.0,,3.0,32.0,2.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1615,Robbie Blake,Midfielder,Bolton,30,England,2011-12,2.0,,0.0,,,,1.0,,,2.0,1.0,,3.0,,2.0,,9.0,,,,1.0,,,,,4.0,,,1.0,,1.0,7.0,,,,,,,,,2.0,4.0,,0.0,3.0,,2.0,,1.0,,,,2.0,5.0,,,2.0,3.0,,0.0,9.0,,,4.0,1.0,,,,1.0,,,,,2.0,12.0,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
