season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,99090,78916,Dan Burn,dan-burn,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,6.0,14.0,59.0,73.0,1.0,2.0,10.0,,1.0,,,,,,2.0,7.0,,,1.0,,,,,1.0,,,90.0,,2.0,,,,,,4.0,,7.0,,,1.0,,1.0,,,,10.0,,18.0,59.0,77.0,1,2.0,87.0,,3.0,,2.0
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,False,,,5.0,20.0,35.0,55.0,2.0,1.0,6.0,,,,,,,,2.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,12.0,,6.9,,,1.0,,2.0,,,,6.0,,25.0,40.0,65.0,1,3.0,78.0,2.0,2.0,,1.0
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,846036,198869,Ben White,ben-white,D,False,,,1.0,14.0,25.0,39.0,1.0,3.0,4.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,,,,79.0,,1.0,,,,,,10.0,,6.3,,,,,,1.0,,,6.0,,19.0,29.0,48.0,0,2.0,56.0,,,1.0,2.0
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,False,1.0,,,16.0,14.0,29.0,,1.0,5.0,1.0,,1.0,1.0,,,1.0,4.0,7.0,,,1.0,1.0,,,,3.0,2.0,,90.0,,,,,,,,27.0,,7.2,,,,,1.0,3.0,3.0,,3.0,,28.0,20.0,45.0,1,3.0,81.0,2.0,1.0,2.0,2.0
2020-21,8896922,2,36,Brighton_and_Hove_Albion,Away,99090,78916,Dan Burn,dan-burn,D,True,,,1.0,8.0,6.0,14.0,,3.0,2.0,,,,,,,,,3.0,,,,,,,,2.0,,,32.0,,,,,,,,4.0,,6.7,,,,,,,,,2.0,,12.0,6.0,18.0,0,,20.0,,,,
2020-21,8896922,2,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,10.0,10.0,34.0,44.0,3.0,2.0,6.0,,,,,,,,5.0,3.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,7.0,,7.3,,,,,7.0,,,,13.0,,15.0,35.0,50.0,0,,62.0,1.0,1.0,,
2020-21,8896922,2,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,False,,,1.0,15.0,29.0,44.0,1.0,2.0,1.0,,,,,,,,2.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,12.0,,6.8,,,,,3.0,,,,7.0,,23.0,33.0,56.0,0,,62.0,,1.0,,
2020-21,8896922,2,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
