season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,2.0,6.0,54.0,60.0,4.0,4.0,19.0,5.0,,,,,,,,4.0,4.0,,,0.00182964,0.0673,,,0.0,,,,,,,,76.0,,,,,,,10.0,1.0,,6.8,,,1.0,,135.71337784178,3.0,,,,7.0,,13.0,57.0,70.0,55.28754898075,22.181275346562,1,,75.0,,,,
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,True,,,3.0,14.0,16.0,30.0,1.0,1.0,14.0,1.0,,,,,,,,1.0,1.0,,,0.0155866,,,,0.0,,,,,,,,14.0,,,,,,,3.0,1.0,,6.8,,,,,137.04094644124,1.0,,1.0,,3.0,,15.0,18.0,32.0,89.973343384278,13.568233820214,0,,34.0,,,,
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,,,2.0,16.0,25.0,41.0,1.0,1.0,17.0,6.0,,,,,,,,1.0,6.0,,,0.00362042,,,,0.0,,,,,2.0,,,90.0,,1.0,,,,,12.0,0.0,,7.6,,,,,135.27406649474,4.0,,1.0,,4.0,,22.0,29.0,50.0,63.727782359075,,0,2.0,66.0,2.0,3.0,,2.0
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,959628,467779,Mats Wieffer,mats-wieffer,D,False,,,2.0,22.0,41.0,63.0,3.0,,28.0,8.0,,,,,,,4.0,11.0,5.0,,,0.0187231,,,2.0,1.0,,,,,,1.0,,90.0,,,,,,,15.0,0.0,,7.1,,,,,190.19944787668,2.0,2.0,,,3.0,,29.0,43.0,72.0,42.473374520913,,0,4.0,88.0,,1.0,,3.0
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,2.0,19.0,62.0,81.0,3.0,2.0,48.0,4.0,,,,1.0,,,,6.0,4.0,,,0.00427773,,,1.0,0.0,,,,,,,,90.0,,,,,,,7.0,0.0,,6.9,,,,,353.330054464,3.0,1.0,,,3.0,,23.0,64.0,87.0,132.13798644911,,0,2.0,94.0,,,,2.0
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,5.0,15.0,59.0,74.0,1.0,1.0,,4.0,,,,,,,,2.0,1.0,,,0.00989333,,,,0.0,,,,,1.0,1.0,,90.0,,1.0,,,,,4.0,,,7.0,,,,,,2.0,1.0,,,7.0,,17.0,60.0,77.0,,,0,,86.0,,,,
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,1.0,,3.0,13.0,24.0,36.0,2.0,1.0,,3.0,,,,2.0,,,,4.0,6.0,,,0.454618,,,1.0,0.0,,,,,,2.0,,90.0,,,,,,,6.0,,,7.0,,,,,,2.0,,1.0,,3.0,,15.0,26.0,40.0,,,0,3.0,65.0,,2.0,,2.0
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,842513,223434,Igor Júlio,igor-julio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,1.0,18.0,58.0,76.0,1.0,1.0,,11.0,,,,,,,,3.0,6.0,,,0.0178207,,,2.0,0.0,,,,,3.0,,,90.0,,,,,,,10.0,,,7.1,,,,,,2.0,1.0,,,5.0,,23.0,63.0,86.0,,,0,4.0,100.0,,,1.0,2.0
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,4.0,54.0,45.0,99.0,2.0,2.0,,7.0,1.0,,,,,,,2.0,3.0,,,0.233791,,,,0.0,,,,,1.0,3.0,,90.0,,1.0,,,,,4.0,,,7.8,,,,,,1.0,,,,6.0,,57.0,46.0,103.0,,,0,1.0,112.0,,,,
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,,,,10.0,11.0,21.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,4.0,8.0,,,0.00757605,0.0526,,1.0,0.0,,,,,,,,72.0,,,,,,,13.0,,,6.6,,,,,,1.0,1.0,1.0,,1.0,,16.0,17.0,32.0,,,1,3.0,51.0,,4.0,1.0,1.0
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,842513,223434,Igor Júlio,igor-julio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,8.0,39.0,26.0,65.0,2.0,3.0,,4.0,,,1.0,,,,,2.0,5.0,,,0.0408259,0.0544,,,0.0,,,,,,,,90.0,,1.0,,,,,3.0,,,7.4,,,1.0,,,5.0,,,,8.0,,41.0,27.0,68.0,,,2,2.0,79.0,,,,1.0
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,7.0,23.0,60.0,83.0,3.0,3.0,,5.0,,,1.0,,,,,3.0,5.0,,,0.0116438,0.0868,,,0.0,,,,,1.0,,,90.0,,,,,,,10.0,,,7.4,,,,,,1.0,,,,8.0,,29.0,64.0,93.0,,,1,,99.0,,2.0,,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,3.0,27.0,28.0,55.0,1.0,,,5.0,,,,3.0,,,2.0,8.0,8.0,,,0.0228203,,,1.0,0.0,,,,,2.0,,,90.0,,1.0,,,,,11.0,,,7.5,,,,,,2.0,1.0,1.0,,4.0,,33.0,29.0,61.0,,,0,3.0,89.0,,5.0,,3.0
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,True,,,1.0,9.0,6.0,15.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,0.0159015,0.0296,,1.0,0.0,,,,,2.0,2.0,,23.0,,,,,,,5.0,,,6.8,,,,,,1.0,,,,2.0,,10.0,9.0,19.0,,,1,,27.0,1.0,,,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,842513,223434,Igor Júlio,igor-julio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,8.0,34.0,46.0,80.0,4.0,1.0,,8.0,,,,,,,,4.0,3.0,,,0.0245102,,,,0.0,,,,,1.0,,,90.0,,,,,,,6.0,,,7.4,,,,,,1.0,,,,9.0,,39.0,47.0,86.0,,,0,1.0,95.0,,1.0,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,2.0,50.0,46.0,96.0,1.0,2.0,,4.0,,,,,,,,1.0,3.0,,,0.0321488,,,,0.0,,,,,1.0,,,90.0,,,,,,,9.0,,,6.7,,,,,,1.0,,2.0,,5.0,,56.0,49.0,103.0,,,0,,111.0,,1.0,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,3.0,18.0,14.0,32.0,2.0,3.0,,1.0,,,,1.0,,,,5.0,7.0,,,0.0124144,,,3.0,0.0,,,,,1.0,,,90.0,,,,,,,18.0,,,6.7,,,,,,2.0,,2.0,,7.0,,27.0,17.0,42.0,,,0,3.0,66.0,1.0,1.0,,1.0
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,842513,223434,Igor Júlio,igor-julio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,959628,467779,Mats Wieffer,mats-wieffer,D,True,,,,22.0,3.0,25.0,,3.0,,2.0,,,,1.0,,,,1.0,3.0,,,0.0126045,,,,0.0,,,,,,1.0,,28.0,,1.0,,,,,3.0,,,6.8,,,,,,,,,,,,25.0,3.0,28.0,,,0,,30.0,,,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,8.0,51.0,37.0,88.0,,5.0,,2.0,,,,2.0,,,,2.0,5.0,,,0.0537819,,,,0.0,,,,,1.0,,,90.0,,,,,,,11.0,,,7.3,,,,,,,,1.0,,10.0,,57.0,42.0,98.0,,,0,,100.0,,,,
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,4.0,29.0,69.0,98.0,,2.0,,9.0,,,,,,,,,2.0,,,0.0124681,,,,0.0,,,,,2.0,,,90.0,,1.0,,,,,13.0,,,6.5,,,,,,3.0,,,,10.0,1.0,40.0,71.0,111.0,,,0,,121.0,,1.0,,
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,False,,,,17.0,21.0,38.0,1.0,,,,,,,2.0,1.0,,,3.0,,1.0,,0.0077276,,,1.0,0.0,,,,,1.0,,,57.0,,2.0,,,,,4.0,,,6.1,,,,,,1.0,,,,,,19.0,23.0,42.0,,,0,,46.0,,,,
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,1.0,,2.0,12.0,11.0,22.0,,1.0,,3.0,,,,5.0,,,,5.0,7.0,,,0.0425758,,,,0.0,,,,,2.0,1.0,,71.0,,,,,,,8.0,,,6.4,,,,,,2.0,2.0,2.0,,3.0,,17.0,11.0,26.0,,,0,3.0,48.0,2.0,1.0,2.0,1.0
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,842513,223434,Igor Júlio,igor-julio,D,True,,,2.0,18.0,18.0,36.0,,,,2.0,,,,,,,,,1.0,,,0.013202,,,,0.0,,,,,,,,33.0,,,,,,,1.0,,,6.8,,,,,,,,,,3.0,,19.0,18.0,37.0,,,0,1.0,38.0,,,,1.0
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,959628,467779,Mats Wieffer,mats-wieffer,D,False,,,,18.0,21.0,39.0,1.0,1.0,,2.0,,,,1.0,,,1.0,6.0,4.0,,1.0,0.00937518,,,2.0,0.0,,,,,1.0,1.0,,57.0,,,,,,,12.0,,,6.1,,,,,,2.0,2.0,,,2.0,,24.0,24.0,48.0,,,0,2.0,63.0,1.0,,1.0,
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,1008114,447720,Imari Samuels,samuels-imari,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,4.0,18.0,26.0,44.0,,2.0,,5.0,,,,,,,,,2.0,,,0.0049504,,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,6.0,,,6.8,,,,,,3.0,,,,9.0,,24.0,26.0,50.0,,,0,,57.0,,,,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,False,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.077e-05,,,,0.0,,,,,,,,9.0,,1.0,,,,,2.0,,,6.7,,,,,,1.0,,,,2.0,,1.0,2.0,3.0,,,0,,6.0,,,,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,,10.0,14.0,24.0,,1.0,,3.0,,,,3.0,,,,7.0,3.0,,,0.00516353,,,2.0,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,,6.0,,,,,,4.0,2.0,1.0,,5.0,,13.0,19.0,31.0,,,0,2.0,52.0,1.0,,,1.0
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,1.0,,,9.0,15.0,23.0,,,,,,,,,,,,,,,,0.110274,,,,0.0,,,,,1.0,1.0,,45.0,,,,,,,5.0,,,6.5,,,,,,3.0,,1.0,,2.0,,11.0,16.0,26.0,,,0,,35.0,,,,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,842513,223434,Igor Júlio,igor-julio,D,True,,,1.0,17.0,38.0,55.0,,,,7.0,,,,1.0,,,,3.0,1.0,,,0.00594725,,,2.0,0.0,,,,,,,,81.0,,1.0,,,,,3.0,,,6.4,,,,,,,,,,2.0,,18.0,39.0,57.0,,,0,,65.0,,1.0,,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,959628,467779,Mats Wieffer,mats-wieffer,D,True,,,,2.0,4.0,6.0,,1.0,,4.0,,,,1.0,,,,2.0,2.0,,,0.00041503,,,1.0,0.0,,,,,1.0,,,16.0,,,,,,,2.0,,,6.8,,,,,,,1.0,,,,,2.0,5.0,7.0,,,0,,13.0,1.0,1.0,1.0,
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,4.0,8.0,19.0,27.0,1.0,1.0,,2.0,,1.0,,,,,2.0,4.0,3.0,,,0.00468152,0.0908,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,5.0,,,7.0,,,1.0,,,5.0,,,,7.0,,10.0,20.0,30.0,,,1,2.0,45.0,,,,1.0
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,,,1.0,5.0,8.0,13.0,,,,6.0,1.0,,,2.0,,,,4.0,5.0,,,0.161562,,,1.0,0.0,,,,,,1.0,,90.0,,1.0,,,,,15.0,,,7.2,,,,,,3.0,2.0,,,3.0,,9.0,12.0,21.0,,,0,2.0,48.0,2.0,3.0,,2.0
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,,17.0,15.0,32.0,,1.0,,2.0,,1.0,1.0,,,,,2.0,4.0,,,0.00860173,0.1916,,1.0,0.0,,,,,3.0,,,90.0,,,,,,,7.0,,,7.1,,,,,,7.0,1.0,,,1.0,,20.0,16.0,36.0,,,1,2.0,58.0,1.0,1.0,,2.0
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,842513,223434,Igor Júlio,igor-julio,D,False,,,2.0,2.0,28.0,30.0,1.0,1.0,,3.0,,,,,,,,2.0,2.0,,,0.00243264,0.0477,,,0.0,,,,,,,,90.0,,1.0,,,,,7.0,,,7.2,,,1.0,,,7.0,1.0,,,3.0,,5.0,31.0,36.0,,,1,,50.0,,1.0,,
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,959628,467779,Mats Wieffer,mats-wieffer,D,True,,,,2.0,,2.0,,1.0,,,,1.0,,1.0,,,,1.0,3.0,,,0.000434,0.1372,0.2021,,0.0,,,,,,,,19.0,1.0,,,,,,3.0,,,6.5,,,,,,,,,,,,4.0,,4.0,,,1,2.0,9.0,1.0,,,1.0
