season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,4.0,8.0,24.0,32.0,,1.0,3.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,90.0,,2.0,,,,,8.0,,6.7,,,,,3.0,1.0,,,9.0,,13.0,26.0,39.0,0,,47.0,1.0,,1.0,
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,2.0,14.0,10.0,24.0,,3.0,5.0,,,,1.0,,,,2.0,8.0,,1.0,,,,,,2.0,1.0,,90.0,,,,,,,11.0,,7.0,,,,,4.0,1.0,1.0,,8.0,,21.0,13.0,33.0,0,2.0,57.0,,2.0,1.0,1.0
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,3.0,20.0,17.0,37.0,,2.0,6.0,,,,,,,,3.0,7.0,,1.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,10.0,,7.6,,,,,5.0,4.0,1.0,,5.0,,25.0,18.0,42.0,0,3.0,72.0,,,2.0,2.0
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,55570,61933,Shane Duffy,shane-duffy,D,False,,,2.0,1.0,50.0,51.0,2.0,3.0,4.0,,,,,,,,2.0,6.0,,1.0,,,,,,3.0,,,90.0,1.0,,,,,,10.0,,7.2,,,,,5.0,,,,8.0,,8.0,53.0,61.0,1,2.0,75.0,,1.0,,2.0
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,99090,78916,Dan Burn,dan-burn,D,False,,,,2.0,22.0,24.0,,1.0,6.0,,,,,,,,1.0,3.0,,,,,,,,1.0,,,45.0,,,,,,,6.0,,6.6,,,,,1.0,1.0,,,3.0,,6.0,23.0,29.0,0,2.0,37.0,,,,2.0
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,6.0,17.0,67.0,84.0,1.0,2.0,4.0,,,,,,,,1.0,2.0,,,,,,,,3.0,,,90.0,1.0,2.0,,,,,7.0,,7.4,,,,,2.0,,,,11.0,,21.0,70.0,91.0,1,,99.0,,,,
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,1.0,,2.0,18.0,16.0,33.0,1.0,2.0,4.0,1.0,,,1.0,,,,3.0,11.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,18.0,,8.2,,,,,1.0,1.0,3.0,,5.0,,26.0,22.0,45.0,0,8.0,77.0,2.0,1.0,,5.0
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,1.0,,1.0,30.0,23.0,52.0,,2.0,6.0,,,,,,,,4.0,10.0,,2.0,,,,,,1.0,,,90.0,,,,,,,20.0,,7.1,,,,,2.0,2.0,6.0,,5.0,,43.0,28.0,65.0,0,6.0,93.0,,2.0,,3.0
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,980635,433589,Haydon Roberts,haydon-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,55570,61933,Shane Duffy,shane-duffy,D,False,,,4.0,19.0,20.0,39.0,1.0,5.0,5.0,,,,,,,,3.0,7.0,,2.0,,,,,,1.0,,,90.0,,,,,,,12.0,,7.4,,,2.0,,3.0,1.0,,,8.0,1.0,27.0,23.0,50.0,2,1.0,62.0,1.0,,1.0,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,25.0,22.0,47.0,2.0,3.0,2.0,,,,1.0,,,,4.0,9.0,,1.0,,,,,,3.0,1.0,,90.0,,,,,,,14.0,,7.6,,,1.0,,,,,,4.0,,32.0,27.0,59.0,1,6.0,75.0,1.0,,,1.0
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,1.0,,3.0,17.0,49.0,65.0,1.0,4.0,7.0,,,1.0,,,,,1.0,4.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,6.0,,7.4,,,1.0,,2.0,,1.0,,7.0,,21.0,50.0,70.0,2,,78.0,,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,1.0,,,13.0,5.0,17.0,,,3.0,,,,1.0,,,,4.0,1.0,,2.0,,,,,,,1.0,,90.0,,,,,,,9.0,,6.6,,,,,1.0,1.0,4.0,,,,18.0,6.0,20.0,0,,36.0,,1.0,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,2.0,,1.0,30.0,8.0,36.0,,2.0,6.0,,,,,,,1.0,1.0,7.0,,,,,,,,,4.0,,90.0,,,,,,,15.0,,7.7,,,,,1.0,1.0,7.0,,2.0,,42.0,9.0,44.0,0,4.0,71.0,1.0,,1.0,3.0
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,980635,433589,Haydon Roberts,haydon-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,55570,61933,Shane Duffy,shane-duffy,D,False,,,1.0,19.0,30.0,49.0,2.0,4.0,6.0,,,,2.0,1.0,,,4.0,4.0,,,,,,,,1.0,,,90.0,,2.0,,,,,12.0,,7.4,,,1.0,,3.0,,,,6.0,,27.0,33.0,60.0,1,,70.0,1.0,,,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,41.0,18.0,59.0,3.0,4.0,2.0,,,,2.0,,,1.0,8.0,7.0,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,16.0,,7.0,,,,,5.0,,1.0,,2.0,,49.0,22.0,70.0,0,3.0,88.0,1.0,,,2.0
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,4.0,19.0,41.0,60.0,2.0,4.0,8.0,,,,,,,,2.0,6.0,,,,,,,,2.0,,,90.0,1.0,3.0,,,,,5.0,,8.2,,,,,4.0,,1.0,,4.0,,23.0,41.0,63.0,1,2.0,79.0,1.0,,,2.0
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,,,1.0,10.0,11.0,21.0,,1.0,4.0,,,,1.0,,,,2.0,4.0,,1.0,,,,,,,,,59.0,,,,,,,18.0,,6.8,,,,,4.0,1.0,3.0,,3.0,,21.0,15.0,33.0,0,2.0,54.0,2.0,,1.0,1.0
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,2.0,,,20.0,6.0,24.0,,1.0,2.0,,,,,,,,1.0,2.0,,1.0,,,,,,1.0,3.0,,66.0,,,,,,,6.0,,7.2,,,,,,,2.0,,1.0,,25.0,7.0,30.0,0,1.0,45.0,,,,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,1.0,,1.0,14.0,5.0,18.0,2.0,,2.0,,,,,,,,7.0,,,2.0,,,,,,,,,31.0,,,,,,,6.0,,6.2,,,,,,3.0,1.0,,2.0,,15.0,5.0,19.0,0,,29.0,,,,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,980635,433589,Haydon Roberts,haydon-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,99090,78916,Dan Burn,dan-burn,D,False,,,2.0,4.0,27.0,31.0,,2.0,3.0,,,,1.0,,,,1.0,2.0,,,,,,,,3.0,,,57.0,,,,,,,9.0,,6.2,,,,,3.0,,,,5.0,,9.0,30.0,39.0,0,,48.0,1.0,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,5.0,8.0,68.0,76.0,1.0,4.0,7.0,,,,,1.0,,,2.0,5.0,,1.0,,,,,,2.0,,,90.0,,4.0,,,,,14.0,,7.4,,,,,1.0,1.0,,,9.0,,14.0,75.0,89.0,0,,99.0,,,1.0,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,2.0,4.0,26.0,30.0,1.0,1.0,3.0,,,,,,,,3.0,4.0,,2.0,,,,,,1.0,,,90.0,,2.0,,,,,7.0,,6.6,,,,,2.0,1.0,,,4.0,,7.0,30.0,37.0,0,2.0,50.0,,,1.0,2.0
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,2.0,12.0,22.0,34.0,2.0,,4.0,,,,1.0,,,,3.0,6.0,,,,,,,,,1.0,,90.0,,,,,,,11.0,,6.7,,,,,,1.0,4.0,,3.0,,21.0,24.0,41.0,0,2.0,61.0,,3.0,1.0,1.0
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,5.0,5.0,10.0,,,3.0,,,,1.0,,,,1.0,3.0,,,,,,,,2.0,1.0,,33.0,,,,,,,7.0,,6.8,,,1.0,,,2.0,4.0,,,,10.0,6.0,12.0,1,,27.0,1.0,1.0,2.0,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,55570,61933,Shane Duffy,shane-duffy,D,False,,,4.0,8.0,35.0,43.0,1.0,2.0,4.0,,,,1.0,,,,3.0,3.0,,1.0,,,,,,1.0,,,90.0,,2.0,,,,,7.0,,6.9,,,1.0,,5.0,,,,5.0,,12.0,37.0,49.0,1,1.0,62.0,1.0,,,1.0
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,3.0,10.0,32.0,42.0,,4.0,11.0,,,,,,,1.0,1.0,4.0,,,,,,,,1.0,,,90.0,,2.0,,,,,8.0,,6.8,,,,,5.0,,,,8.0,,15.0,33.0,48.0,0,,60.0,1.0,,,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,,,1.0,12.0,17.0,29.0,,1.0,4.0,,,,1.0,,,,3.0,5.0,,2.0,,,,,,3.0,,,90.0,,,,,,,18.0,,6.6,,,,,4.0,,,,5.0,,22.0,21.0,43.0,0,2.0,63.0,1.0,2.0,,2.0
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,1.0,,3.0,24.0,27.0,50.0,,,10.0,1.0,,,2.0,,,,2.0,1.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,18.0,,6.7,,,,,1.0,1.0,1.0,,6.0,,32.0,32.0,63.0,1,,86.0,3.0,,1.0,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,2.0,3.0,5.0,,1.0,2.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,,24.0,,,,,,,6.0,,6.6,,,,,,2.0,1.0,,,,5.0,3.0,7.0,0,,13.0,,,2.0,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,980635,433589,Haydon Roberts,haydon-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576153,11,36,Brighton_and_Hove_Albion,Home,55570,61933,Shane Duffy,shane-duffy,D,False,,,2.0,17.0,61.0,78.0,,1.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,90.0,1.0,,,,,,7.0,,6.7,,,,,4.0,,,,7.0,,24.0,61.0,85.0,1,,90.0,,,,
2021-22,9576153,11,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,10.0,39.0,56.0,95.0,1.0,2.0,5.0,,,,,,,1.0,3.0,4.0,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,10.0,,7.2,,,,,6.0,,,,14.0,,45.0,58.0,103.0,0,1.0,117.0,,1.0,,
2021-22,9576153,11,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,True,,,1.0,11.0,8.0,19.0,1.0,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,15.0,,,,,,,1.0,,6.5,,,,,,,,,1.0,,12.0,8.0,20.0,0,,21.0,,,,
2021-22,9576153,11,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,1.0,,2.0,31.0,30.0,60.0,,,2.0,,,,1.0,,,1.0,3.0,4.0,,1.0,,,,,,2.0,2.0,,90.0,,,,,,,10.0,,7.1,,,,,3.0,,4.0,,3.0,,38.0,31.0,65.0,0,3.0,86.0,1.0,1.0,,3.0
2021-22,9576153,11,36,Brighton_and_Hove_Albion,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,1.0,,,36.0,22.0,57.0,2.0,2.0,1.0,,,,1.0,,,,5.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,15.0,,6.9,,,2.0,,,2.0,2.0,,2.0,1.0,43.0,27.0,68.0,2,3.0,97.0,1.0,,,3.0
2021-22,9576153,11,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,False,3.0,,,16.0,4.0,17.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2.0,,3.0,,,,,,,2.0,,75.0,1.0,,,,,,10.0,,6.6,,,1.0,,2.0,3.0,7.0,,,,21.0,4.0,18.0,2,,38.0,,,1.0,
2021-22,9576068,12,36,Brighton_and_Hove_Albion,Away,55570,61933,Shane Duffy,shane-duffy,D,False,,,7.0,19.0,65.0,84.0,,2.0,5.0,,,,,,,,,3.0,,,,,,,,,,,90.0,,1.0,,,,,4.0,,7.0,,,,,5.0,,,,10.0,,22.0,66.0,88.0,0,1.0,95.0,,,,1.0
2021-22,9576068,12,36,Brighton_and_Hove_Albion,Away,99090,78916,Dan Burn,dan-burn,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576068,12,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,8.0,22.0,66.0,88.0,2.0,2.0,5.0,,,,,,,,3.0,3.0,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,3.0,,7.0,,,,,5.0,,,,10.0,,25.0,66.0,91.0,0,1.0,101.0,,,,1.0
2021-22,9576068,12,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,False,,,4.0,37.0,49.0,86.0,2.0,8.0,6.0,,,1.0,,,,,5.0,14.0,,3.0,,,,,,,,,90.0,,,,,,,22.0,,7.2,,,,,5.0,3.0,2.0,,8.0,,49.0,57.0,104.0,1,3.0,126.0,1.0,,3.0,
2021-22,9576068,12,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576068,12,36,Brighton_and_Hove_Albion,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,1.0,,,16.0,20.0,35.0,1.0,,1.0,,,,1.0,,,1.0,5.0,,,1.0,,,,,,,,,64.0,,,,,,,11.0,,6.2,,,,,1.0,1.0,3.0,,,,22.0,22.0,41.0,0,,56.0,1.0,,,
2021-22,9576068,12,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,False,,,,20.0,21.0,41.0,2.0,,5.0,,1.0,,,,,1.0,12.0,7.0,,2.0,,,,,,,,,79.0,1.0,,,,,,14.0,,6.1,,,,,,9.0,5.0,,,,25.0,22.0,42.0,1,2.0,70.0,,3.0,2.0,1.0
2021-22,9576090,13,36,Brighton_and_Hove_Albion,Home,55570,61933,Shane Duffy,shane-duffy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576090,13,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,1.0,15.0,52.0,67.0,,3.0,7.0,,,,,,,,1.0,3.0,1.0,1.0,,,,,,1.0,,,90.0,,,,,,,12.0,,6.7,,,,,3.0,,,,7.0,,22.0,57.0,79.0,0,,83.0,,,,
2021-22,9576090,13,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,False,,,4.0,22.0,28.0,50.0,1.0,3.0,2.0,,,,,,,,4.0,5.0,1.0,3.0,,,,,,,,,90.0,,,,,,,20.0,,6.7,,,,,3.0,3.0,,,8.0,,33.0,34.0,67.0,0,,75.0,1.0,,2.0,
