season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,4.0,12.0,74.0,86.0,,5.0,,5.0,,,,,,,,9.0,,,0.00244163,0.0934,,,0.0,,,,,,,,0.31,4.86,1.27,0.07,3.01,90.0,,,,,,,,,6.0,,,7.4,,,1.0,,,7.0,1.0,,,6.0,,15.0,75.0,90.0,,,1,1.0,104.0,2.0,2.0,1.0,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,788784,204120,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,True,,,,3.0,2.0,5.0,2.0,,,,,,,,,,3.0,1.0,,,0.00071873,,,2.0,0.0,,,,,,,,0.19,1.62,0.65,0.0,0.94,21.0,,,,,,,,,3.0,,,6.1,,,,,,1.0,,,,1.0,,4.0,3.0,7.0,,,0,,10.0,,1.0,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,959628,467779,Mats Wieffer,mats-wieffer,D,False,,,5.0,11.0,19.0,30.0,2.0,4.0,,5.0,,,,1.0,,2.0,6.0,9.0,,,0.0154045,0.0201,0.0333,1.0,0.0,,,,,1.0,,,0.7,5.16,1.48,0.26,3.02,90.0,1.0,,,,,,,,13.0,,,7.0,,,,,,7.0,,1.0,,6.0,1.0,16.0,22.0,38.0,,,1,5.0,66.0,,,,3.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,11.0,28.0,49.0,77.0,,2.0,,4.0,,,,,,,,4.0,,,0.134866,,,,0.0,,,,,,,,0.38,5.02,1.13,0.07,2.83,90.0,,1.0,,,,,,,4.0,,,8.2,,,,,,6.0,,,,12.0,,31.0,50.0,81.0,,,0,1.0,92.0,,1.0,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,997152,465730,Maxim De Cuyper,maxim-de-cuyper,D,False,1.0,,1.0,15.0,15.0,30.0,,,,3.0,,,,,,3.0,7.0,3.0,,,0.0904757,,,3.0,0.0,,,,,1.0,2.0,,0.75,4.93,1.53,0.18,2.95,90.0,,,,,,,,,8.0,,,6.5,,,,,,3.0,1.0,1.0,,3.0,,18.0,15.0,33.0,,,0,2.0,50.0,,1.0,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,1.0,14.0,78.0,92.0,3.0,1.0,,6.0,,,,,,,4.0,4.0,,,0.00451396,,,1.0,0.0,,,,,,,1.0,,,,,,90.0,,,,,,,,,10.0,,,6.6,,,,,,6.0,,,,5.0,,20.0,81.0,101.0,,,0,2.0,112.0,,1.0,,1.0
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,788784,204120,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,True,,,,6.0,6.0,12.0,1.0,1.0,,2.0,,,,,,,2.0,1.0,,,0.00451568,,,1.0,0.0,,,,,,,,,,,,,23.0,,,,,,,,,2.0,,,6.6,,,,,,1.0,,,,,,7.0,6.0,13.0,,,0,,19.0,1.0,,,
