season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025038,1,56,Sunderland,Home,117777,84450,Granit Xhaka,granit-xhaka,M,False,2.0,,2.0,22.0,16.0,38.0,3.0,2.0,,2.0,,,,1.0,,1.0,7.0,5.0,,,0.0423859,,,2.0,0.0,,,,,1.0,2.0,,0.44,5.73,1.91,0.05,2.8,90.0,,1.0,,,,,,,15.0,,,6.6,,,,,,1.0,,2.0,,7.0,,32.0,19.0,51.0,,,0,1.0,63.0,1.0,2.0,,
2025-26,14025038,1,56,Sunderland,Home,361326,124165,Patrick Roberts,patrick-roberts,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,56,Sunderland,Home,805137,201895,Omar Alderete,omar-alderete,D,True,1.0,,1.0,3.0,11.0,14.0,1.0,2.0,,1.0,,,,,,,1.0,3.0,,,0.122951,,,,1.0,,,,,1.0,1.0,,0.08,1.88,0.46,0.02,1.68,37.0,,,,,,,,,2.0,,,7.3,,,,,,3.0,,1.0,,2.0,,4.0,11.0,15.0,,,0,1.0,22.0,1.0,,,
2025-26,14025038,1,56,Sunderland,Home,831424,434399,Reinildo Mandava,reinildo-mandava,D,False,,,1.0,13.0,19.0,32.0,,,,3.0,,,,,,1.0,2.0,3.0,,,0.00484782,,,1.0,0.0,,,,,2.0,,,0.31,4.95,0.82,0.16,3.41,90.0,,,,,,,,,14.0,,,6.9,,,,,,4.0,,,,6.0,,21.0,21.0,42.0,,,0,2.0,63.0,,1.0,,2.0
2025-26,14025038,1,56,Sunderland,Home,877980,437505,Wilson Isidor,wilson-isidor,F,True,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,0.00177571,0.0368,0.1701,,0.0,1.0,,,,,,,0.1,1.26,0.44,0.15,0.6,14.0,1.0,,,,,,,,,,,7.8,,,,,,1.0,,,,,,1.0,,1.0,,,1,,4.0,,,,
2025-26,14025038,1,56,Sunderland,Home,958718,,Anthony Patterson,anthony-patterson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,56,Sunderland,Home,958878,223827,Daniel Ballard,daniel-ballard,D,False,,,3.0,7.0,14.0,21.0,3.0,6.0,,4.0,,,,,1.0,,3.0,10.0,,1.0,0.00638843,0.1827,0.7834,,0.0,1.0,,,,,,,0.27,4.87,0.97,0.02,2.96,90.0,2.0,4.0,,,,,,,5.0,,,9.3,,,2.0,,,9.0,,,,7.0,,11.0,14.0,25.0,,,4,1.0,49.0,1.0,4.0,,1.0
2025-26,14025038,1,56,Sunderland,Home,964106,223336,Dan Neil,dan-neil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,56,Sunderland,Home,984014,484420,Enzo Le Fée,enzo-le-fee,M,True,,,,1.0,7.0,8.0,1.0,,,2.0,,,,1.0,,,2.0,,,,0.00028067,,,,0.0,,,,,1.0,,,0.12,1.22,0.37,0.07,0.69,14.0,,,,,,,,,2.0,,,6.7,,,,,,1.0,,,,,,1.0,8.0,9.0,,,0,,13.0,1.0,,,
2025-26,14025038,1,56,Sunderland,Home,989034,487676,Trai Hume,hume-trai,D,False,1.0,,2.0,18.0,8.0,26.0,3.0,4.0,,3.0,,,,1.0,,,5.0,8.0,,,0.0855114,,,1.0,0.0,,,,,1.0,1.0,,0.47,5.05,1.19,0.13,3.14,90.0,,,,,,,,,19.0,,,7.3,,,,,,3.0,1.0,6.0,,6.0,,25.0,12.0,37.0,,,0,2.0,60.0,,1.0,1.0,1.0
