matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695003,11,2013-11-09 15:00:00,11,Everton,Away,231.0,17.0,,4.0,4.0,4.0,,319.0,6.0,,14.0,6.0,18.0,52.0,546.0,1.0,1.0,23.0,18.0,17.0,11.0,1.0,,,,,,,1.0,,,11.0,,1.0,,,,2.0,2.0,7.0,,,99.0,53.0,,1.0,,1.0,20.0,4.0,4.0,,,7.0,15.0,7.0,,11.0,1.0,48.0,55.0,1.0,24.0,21.0,,,94.0,8.0,16.0,,3.0,2.0,1.0,190.0,,,,,,,6.0,,,,21.0,1.0,10.0,10.0,,14.0,170.0,77.0,54.0,4.0,,7.0,5.0,2.0,602.0,2.0,,,109.0,84.0,27.0,,,,,,134.0,134.0,4.0,18.0,16.0,72.8,1.0,,2.0,20.0,0.0,163.0,,2.0,2.0,1.0,,9.0,,,2.0,161.0,528.0,7.0,12.0,240.0,38.0,24.0,21.0,6.0,30.0,24.0,,205.0,6.0,412.0,,1.0,17.0,22.0,77.0,1.0,622.0,1.0,0.0,15.0,15.0,1.0,25.0,0.0,837.0,,8.0,11.0,7.0,9.0,0.0
695012,12,2013-11-23 12:45:00,11,Everton,Home,119.0,8.0,1.0,3.0,2.0,2.0,,189.0,6.0,,3.0,6.0,15.0,36.0,305.0,1.0,3.0,29.0,17.0,14.0,11.0,1.0,,1.0,,,,1.0,1.0,,2.0,14.0,,,,,1.0,2.0,9.0,2.0,,,67.0,43.0,2.0,2.0,1.0,5.0,12.0,1.0,11.0,,,6.0,10.0,5.0,,20.0,1.0,70.0,68.0,5.0,31.0,21.0,,,62.0,16.0,15.0,2.0,3.0,2.0,1.0,148.0,2.0,1.0,2.0,1.0,1.0,,10.0,1.0,1.0,1.0,21.0,,15.0,15.0,1.0,3.0,82.0,82.0,44.0,7.0,1.0,3.0,11.0,12.0,362.0,3.0,1.0,,60.0,51.0,22.0,,,,,,147.0,147.0,3.0,18.0,18.0,50.7,,,,12.0,0.0,87.0,2.0,,2.0,4.0,1.0,5.0,,,3.0,107.0,285.0,7.0,14.0,128.0,29.0,31.0,26.0,5.0,22.0,17.0,2.0,154.0,6.0,278.0,1.0,,17.0,15.0,54.0,1.0,384.0,1.0,0.0,18.0,24.0,3.0,33.0,4.0,639.0,,10.0,17.0,6.0,16.0,0.0
695024,13,2013-11-30 15:00:00,11,Everton,Home,174.0,12.0,1.0,5.0,4.0,1.0,,235.0,4.0,1.0,5.0,2.0,22.0,27.0,404.0,,2.0,21.0,28.0,8.0,12.0,1.0,,1.0,,,,1.0,2.0,,2.0,18.0,,,,,,,3.0,1.0,,,76.0,59.0,4.0,2.0,2.0,,9.0,6.0,8.0,,,9.0,18.0,1.0,2.0,21.0,1.0,71.0,52.0,,25.0,14.0,,,69.0,9.0,15.0,2.0,6.0,1.0,2.0,171.0,4.0,1.0,2.0,3.0,1.0,,6.0,3.0,1.0,1.0,14.0,,18.0,18.0,2.0,5.0,109.0,60.0,31.0,3.0,,4.0,13.0,12.0,458.0,1.0,2.0,,70.0,68.0,19.0,,,,,,143.0,143.0,4.0,26.0,23.0,54.0,,,,9.0,0.0,123.0,3.0,,3.0,1.0,1.0,4.0,,,3.0,119.0,384.0,8.0,17.0,188.0,20.0,25.0,21.0,6.0,26.0,20.0,1.0,161.0,4.0,317.0,1.0,1.0,20.0,24.0,50.0,3.0,479.0,3.0,0.0,22.0,18.0,3.0,26.0,0.0,716.0,,5.0,12.0,9.0,11.0,0.0
695034,14,2013-12-04 19:45:00,11,Everton,Away,158.0,15.0,1.0,4.0,3.0,1.0,,197.0,5.0,1.0,6.0,7.0,15.0,35.0,351.0,1.0,2.0,12.0,19.0,16.0,12.0,,,1.0,,,1.0,,1.0,,,14.0,,,1.0,,,3.0,12.0,6.0,,,74.0,56.0,1.0,,1.0,8.0,21.0,4.0,8.0,,1.0,4.0,10.0,4.0,1.0,11.0,2.0,56.0,57.0,8.0,49.0,24.0,,,64.0,12.0,9.0,,4.0,,1.0,152.0,1.0,,,1.0,,,8.0,1.0,1.0,,24.0,1.0,13.0,13.0,2.0,7.0,100.0,74.0,38.0,7.0,,5.0,8.0,4.0,421.0,4.0,,,53.0,57.0,15.0,,,,,,134.0,134.0,1.0,25.0,21.0,48.0,1.0,,1.0,21.0,0.0,111.0,4.0,2.0,6.0,,1.0,7.0,,,3.0,96.0,341.0,11.0,13.0,175.0,29.0,49.0,15.0,3.0,17.0,14.0,3.0,137.0,6.0,279.0,1.0,1.0,28.0,15.0,58.0,2.0,437.0,1.0,0.0,15.0,23.0,2.0,15.0,0.0,669.0,,9.0,9.0,4.0,20.0,0.0
695041,15,2013-12-08 16:00:00,11,Everton,Away,191.0,10.0,1.0,4.0,3.0,1.0,,253.0,6.0,,10.0,3.0,19.0,43.0,440.0,1.0,2.0,23.0,10.0,8.0,8.0,,1.0,,,,,,,,,11.0,,,,,,1.0,9.0,2.0,7.0,5.0,79.0,55.0,,,,4.0,6.0,2.0,10.0,,,2.0,13.0,3.0,,14.0,4.0,50.0,44.0,4.0,27.0,13.0,,1.0,72.0,11.0,13.0,,2.0,1.0,,181.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,13.0,,18.0,18.0,3.0,10.0,135.0,75.0,52.0,3.0,,3.0,6.0,4.0,499.0,2.0,2.0,,71.0,86.0,23.0,,,,,,138.0,138.0,2.0,21.0,22.0,55.9,,1.0,1.0,17.0,0.0,129.0,4.0,,4.0,,,6.0,,1.0,3.0,93.0,421.0,6.0,9.0,205.0,25.0,27.0,15.0,2.0,19.0,17.0,,138.0,4.0,338.0,1.0,,18.0,19.0,66.0,1.0,524.0,2.0,0.0,12.0,14.0,2.0,25.0,4.0,731.0,23.0,14.0,9.0,2.0,13.0,0.0
695054,16,2013-12-14 15:00:00,11,Everton,Home,215.0,16.0,5.0,8.0,3.0,6.0,,255.0,5.0,,5.0,3.0,27.0,40.0,462.0,1.0,1.0,20.0,9.0,8.0,10.0,3.0,,1.0,,,,,,,,15.0,,,,,,2.0,8.0,8.0,,,90.0,58.0,,,1.0,1.0,15.0,7.0,6.0,,1.0,12.0,19.0,2.0,1.0,10.0,2.0,45.0,37.0,1.0,18.0,14.0,,1.0,72.0,10.0,7.0,,,,,161.0,3.0,,1.0,2.0,1.0,1.0,7.0,3.0,1.0,,14.0,,21.0,21.0,1.0,5.0,151.0,71.0,46.0,2.0,3.0,6.0,10.0,7.0,515.0,3.0,1.0,,73.0,57.0,15.0,1.0,1.0,1.0,,,121.0,121.0,2.0,23.0,28.0,57.5,,,,15.0,0.0,127.0,1.0,1.0,2.0,,1.0,8.0,1.0,,2.0,113.0,450.0,6.0,16.0,231.0,29.0,18.0,17.0,10.0,31.0,21.0,3.0,148.0,8.0,329.0,1.0,,16.0,32.0,65.0,,529.0,1.0,0.0,22.0,16.0,3.0,21.0,1.0,730.0,,6.0,6.0,12.0,10.0,0.0
695069,17,2013-12-22 16:00:00,11,Everton,Away,159.0,8.0,4.0,6.0,2.0,1.0,,181.0,10.0,1.0,8.0,,11.0,20.0,334.0,,,14.0,16.0,17.0,6.0,2.0,,,1.0,,,,1.0,1.0,,10.0,,,,,,2.0,8.0,6.0,,,59.0,55.0,1.0,1.0,,4.0,15.0,4.0,4.0,,,8.0,8.0,4.0,1.0,11.0,1.0,46.0,54.0,4.0,32.0,21.0,,,82.0,10.0,11.0,,2.0,1.0,1.0,140.0,1.0,,,1.0,,,12.0,1.0,1.0,1.0,21.0,1.0,9.0,9.0,2.0,8.0,100.0,63.0,35.0,4.0,1.0,2.0,7.0,6.0,392.0,1.0,1.0,1.0,48.0,55.0,20.0,,,,,,123.0,123.0,3.0,19.0,23.0,45.5,,,,15.0,0.0,109.0,2.0,1.0,3.0,1.0,,4.0,,,2.0,77.0,321.0,6.0,9.0,170.0,26.0,32.0,16.0,6.0,19.0,13.0,1.0,127.0,8.0,257.0,1.0,1.0,11.0,11.0,42.0,1.0,408.0,1.0,0.0,14.0,17.0,,18.0,0.0,611.0,,10.0,9.0,8.0,16.0,0.0
695074,18,2013-12-26 15:00:00,11,Everton,Home,121.0,14.0,6.0,10.0,4.0,3.0,,278.0,6.0,1.0,8.0,4.0,20.0,29.0,389.0,,1.0,17.0,17.0,14.0,13.0,4.0,,,,,,1.0,1.0,,,17.0,,,,,,2.0,7.0,6.0,,,72.0,56.0,,2.0,,,11.0,5.0,6.0,,1.0,11.0,18.0,6.0,,14.0,2.0,50.0,44.0,,21.0,15.0,1.0,1.0,78.0,11.0,7.0,,3.0,3.0,1.0,140.0,,,,,,,9.0,,1.0,,15.0,,6.0,6.0,1.0,8.0,115.0,60.0,46.0,2.0,,8.0,9.0,9.0,438.0,1.0,1.0,,55.0,66.0,14.0,1.0,1.0,1.0,,,125.0,125.0,3.0,24.0,20.0,54.7,,,,11.0,0.0,117.0,3.0,2.0,5.0,,,11.0,,,3.0,155.0,383.0,5.0,17.0,133.0,23.0,21.0,15.0,11.0,38.0,27.0,,190.0,6.0,349.0,1.0,2.0,16.0,22.0,48.0,2.0,444.0,,1.0,25.0,11.0,1.0,20.0,1.0,650.0,,16.0,12.0,11.0,10.0,0.0
695084,19,2013-12-29 13:30:00,11,Everton,Home,138.0,10.0,1.0,3.0,2.0,5.0,,128.0,5.0,1.0,4.0,6.0,11.0,33.0,263.0,,1.0,23.0,20.0,16.0,5.0,1.0,,,,,,,,,1.0,8.0,,,,,,6.0,4.0,8.0,,,65.0,60.0,2.0,1.0,1.0,4.0,29.0,1.0,6.0,,,2.0,4.0,2.0,1.0,14.0,,53.0,67.0,4.0,35.0,21.0,1.0,1.0,69.0,9.0,14.0,1.0,3.0,2.0,,151.0,2.0,,1.0,2.0,,,14.0,2.0,2.0,,21.0,,14.0,14.0,1.0,4.0,73.0,76.0,39.0,3.0,,4.0,4.0,4.0,329.0,5.0,2.0,,51.0,49.0,18.0,,,,,,159.0,159.0,1.0,28.0,19.0,44.1,,,,29.0,0.0,64.0,,1.0,1.0,1.0,,4.0,,,2.0,65.0,247.0,10.0,8.0,162.0,21.0,35.0,16.0,2.0,10.0,8.0,,113.0,15.0,201.0,3.0,2.0,28.0,12.0,58.0,3.0,353.0,,0.0,9.0,26.0,1.0,29.0,2.0,596.0,,24.0,12.0,2.0,22.0,0.0
695097,20,2014-01-01 15:00:00,11,Everton,Away,140.0,15.0,1.0,5.0,4.0,4.0,,297.0,8.0,2.0,10.0,5.0,42.0,32.0,432.0,2.0,,22.0,25.0,10.0,10.0,,,,,,1.0,,2.0,,,12.0,1.0,1.0,1.0,,1.0,1.0,4.0,6.0,,,85.0,62.0,1.0,1.0,1.0,3.0,16.0,7.0,11.0,,,5.0,10.0,5.0,1.0,16.0,1.0,63.0,57.0,3.0,18.0,8.0,,,100.0,11.0,16.0,,8.0,5.0,2.0,170.0,,,,,,,11.0,,1.0,2.0,8.0,2.0,20.0,20.0,,10.0,123.0,71.0,50.0,2.0,,4.0,6.0,4.0,495.0,3.0,3.0,,78.0,56.0,31.0,,,,,1.0,142.0,142.0,5.0,21.0,24.0,60.5,2.0,,1.0,16.0,0.0,130.0,2.0,1.0,3.0,1.0,,5.0,2.0,,3.0,147.0,419.0,7.0,10.0,152.0,26.0,18.0,17.0,3.0,23.0,20.0,1.0,194.0,9.0,379.0,1.0,2.0,16.0,44.0,49.0,1.0,508.0,2.0,0.0,16.0,21.0,1.0,25.0,1.0,754.0,,16.0,11.0,5.0,15.0,0.0
695103,21,2014-01-11 15:00:00,11,Everton,Home,180.0,12.0,3.0,8.0,5.0,4.0,,272.0,4.0,1.0,8.0,9.0,23.0,38.0,444.0,,,24.0,15.0,14.0,18.0,1.0,,,1.0,,,,1.0,,,19.0,,,,,,,7.0,4.0,,,77.0,46.0,1.0,1.0,,1.0,13.0,8.0,3.0,,,10.0,19.0,2.0,,8.0,2.0,39.0,62.0,1.0,24.0,14.0,,,79.0,7.0,14.0,,5.0,1.0,1.0,193.0,1.0,,,1.0,,,8.0,1.0,1.0,,14.0,,15.0,15.0,2.0,9.0,128.0,72.0,39.0,5.0,2.0,9.0,11.0,5.0,506.0,3.0,2.0,,90.0,64.0,17.0,,,,,,139.0,139.0,3.0,13.0,20.0,62.4,,,,13.0,0.0,124.0,1.0,1.0,2.0,1.0,,10.0,,,2.0,153.0,431.0,5.0,20.0,193.0,22.0,24.0,22.0,9.0,31.0,22.0,,201.0,10.0,360.0,1.0,1.0,28.0,24.0,61.0,2.0,522.0,1.0,0.0,23.0,20.0,3.0,29.0,1.0,765.0,,10.0,16.0,10.0,10.0,0.0
695119,22,2014-01-20 20:00:00,11,Everton,Away,162.0,19.0,,3.0,3.0,6.0,,182.0,4.0,,7.0,5.0,14.0,45.0,341.0,,,25.0,26.0,18.0,6.0,1.0,,,,1.0,,,1.0,,1.0,9.0,,,,,3.0,3.0,8.0,6.0,,,65.0,61.0,1.0,,1.0,7.0,18.0,3.0,5.0,,,2.0,13.0,3.0,,15.0,2.0,64.0,58.0,7.0,39.0,24.0,,,79.0,12.0,15.0,,3.0,2.0,1.0,173.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,1.0,24.0,,9.0,9.0,4.0,7.0,106.0,74.0,38.0,4.0,1.0,2.0,6.0,4.0,422.0,3.0,2.0,,69.0,58.0,13.0,,,,,,160.0,160.0,1.0,25.0,23.0,49.9,,,,18.0,0.0,98.0,2.0,3.0,5.0,,,6.0,1.0,,3.0,98.0,326.0,7.0,8.0,185.0,41.0,39.0,18.0,1.0,19.0,18.0,,151.0,11.0,276.0,2.0,,25.0,16.0,75.0,2.0,442.0,,0.0,13.0,16.0,1.0,28.0,2.0,678.0,,10.0,10.0,2.0,10.0,0.0
695123,23,2014-01-28 20:00:00,11,Everton,Away,152.0,16.0,4.0,5.0,1.0,2.0,,292.0,3.0,,4.0,3.0,22.0,37.0,439.0,,1.0,25.0,15.0,7.0,11.0,3.0,,,,,,,1.0,,,15.0,,,,,,7.0,12.0,8.0,,,66.0,47.0,,,,1.0,10.0,8.0,5.0,,,8.0,14.0,1.0,,14.0,2.0,57.0,59.0,1.0,18.0,7.0,2.0,1.0,94.0,13.0,11.0,,2.0,1.0,1.0,179.0,,,,,,,9.0,,,,7.0,,9.0,9.0,1.0,4.0,139.0,84.0,58.0,5.0,,4.0,10.0,4.0,502.0,3.0,4.0,,99.0,83.0,15.0,,1.0,1.0,,,147.0,147.0,3.0,19.0,19.0,60.9,,,,10.0,0.0,135.0,1.0,4.0,5.0,,,7.0,,,3.0,160.0,426.0,4.0,14.0,159.0,27.0,18.0,31.0,7.0,23.0,16.0,,211.0,4.0,383.0,,2.0,13.0,25.0,54.0,,519.0,,0.0,19.0,22.0,1.0,25.0,3.0,752.0,,14.0,20.0,8.0,17.0,0.0
695133,24,2014-02-01 15:00:00,11,Everton,Home,216.0,25.0,1.0,6.0,5.0,3.0,,280.0,3.0,,4.0,,24.0,61.0,490.0,,1.0,28.0,21.0,12.0,6.0,,,,1.0,,,,1.0,,1.0,7.0,,,1.0,,,2.0,1.0,3.0,,,92.0,47.0,2.0,1.0,1.0,1.0,12.0,5.0,1.0,,,13.0,12.0,2.0,,11.0,,44.0,52.0,1.0,30.0,23.0,,,85.0,4.0,17.0,1.0,5.0,3.0,1.0,164.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,23.0,1.0,7.0,7.0,,4.0,153.0,79.0,51.0,1.0,1.0,,7.0,6.0,552.0,1.0,4.0,,113.0,83.0,16.0,,,,,,149.0,149.0,3.0,21.0,18.0,71.0,1.0,,,12.0,0.0,166.0,,,,,,2.0,,,3.0,146.0,469.0,4.0,7.0,232.0,43.0,30.0,16.0,10.0,27.0,17.0,,200.0,9.0,370.0,1.0,,14.0,26.0,89.0,9.0,575.0,,0.0,13.0,14.0,1.0,30.0,1.0,790.0,,8.0,9.0,13.0,14.0,0.0
695150,25,2014-02-09 13:30:00,11,Everton,Away,133.0,15.0,1.0,4.0,3.0,2.0,2.0,221.0,8.0,2.0,4.0,2.0,12.0,30.0,350.0,1.0,,19.0,12.0,11.0,8.0,2.0,,,,,,,,,,8.0,,,,,1.0,2.0,4.0,4.0,,,63.0,62.0,,,,5.0,16.0,2.0,11.0,,,7.0,10.0,3.0,,15.0,1.0,58.0,73.0,5.0,30.0,13.0,,1.0,70.0,13.0,9.0,,2.0,2.0,,148.0,,,,,,,11.0,,,2.0,13.0,,14.0,14.0,2.0,4.0,110.0,58.0,36.0,9.0,,5.0,5.0,3.0,418.0,1.0,2.0,,79.0,42.0,20.0,,,,,,138.0,138.0,3.0,23.0,32.0,54.2,,,1.0,16.0,0.0,106.0,1.0,,1.0,2.0,,5.0,1.0,,3.0,116.0,341.0,10.0,10.0,154.0,26.0,30.0,27.0,7.0,22.0,15.0,,159.0,5.0,295.0,,2.0,14.0,12.0,53.0,4.0,427.0,2.0,0.0,10.0,37.0,1.0,23.0,0.0,668.0,,5.0,17.0,7.0,26.0,0.0
695157,26,2014-04-16 19:45:00,11,Everton,Home,164.0,14.0,1.0,8.0,7.0,3.0,1.0,350.0,7.0,1.0,2.0,1.0,17.0,50.0,506.0,2.0,,28.0,24.0,13.0,9.0,2.0,,,,,,,,,,11.0,,,,,3.0,1.0,5.0,2.0,,,72.0,62.0,1.0,,2.0,4.0,16.0,3.0,12.0,,,13.0,23.0,7.0,,16.0,1.0,73.0,60.0,4.0,17.0,13.0,,,101.0,6.0,10.0,1.0,4.0,1.0,,195.0,1.0,,1.0,1.0,,,7.0,2.0,,,13.0,1.0,15.0,15.0,1.0,2.0,169.0,72.0,57.0,3.0,1.0,5.0,7.0,5.0,560.0,,4.0,,95.0,81.0,27.0,,,,,,151.0,151.0,1.0,30.0,30.0,69.1,,,,16.0,0.0,140.0,1.0,,1.0,1.0,,9.0,,,3.0,173.0,491.0,2.0,12.0,172.0,31.0,17.0,33.0,13.0,44.0,31.0,2.0,225.0,5.0,448.0,,1.0,7.0,18.0,61.0,,576.0,3.0,0.0,17.0,21.0,,29.0,1.0,813.0,,7.0,16.0,13.0,20.0,0.0
695162,27,2014-02-22 12:45:00,11,Everton,Away,156.0,24.0,1.0,4.0,3.0,4.0,,207.0,6.0,,8.0,3.0,23.0,29.0,359.0,,,13.0,30.0,16.0,7.0,1.0,,,,,,,,,,6.0,,,,,,7.0,11.0,14.0,,,65.0,62.0,,,,2.0,16.0,3.0,13.0,,,8.0,8.0,2.0,,14.0,3.0,78.0,68.0,2.0,40.0,21.0,1.0,,77.0,12.0,15.0,,3.0,4.0,,170.0,,,,,,,12.0,,1.0,,21.0,,10.0,10.0,1.0,8.0,104.0,83.0,42.0,8.0,,3.0,5.0,2.0,437.0,6.0,2.0,,97.0,53.0,15.0,,,,,,167.0,167.0,,33.0,18.0,53.4,,,1.0,16.0,0.0,116.0,3.0,4.0,7.0,2.0,,3.0,1.0,,3.0,103.0,347.0,9.0,8.0,182.0,34.0,40.0,17.0,7.0,21.0,14.0,1.0,149.0,7.0,294.0,1.0,,24.0,23.0,57.0,2.0,455.0,,0.0,8.0,29.0,,20.0,2.0,702.0,,14.0,8.0,8.0,20.0,0.0
695172,28,2014-03-01 15:00:00,11,Everton,Home,138.0,12.0,1.0,8.0,7.0,6.0,1.0,281.0,3.0,,9.0,7.0,26.0,44.0,411.0,1.0,1.0,26.0,25.0,23.0,17.0,2.0,,,,,,,,,,18.0,,,,1.0,1.0,4.0,2.0,5.0,,,78.0,45.0,1.0,1.0,,5.0,14.0,6.0,3.0,,,11.0,20.0,3.0,,7.0,,52.0,52.0,5.0,31.0,20.0,,1.0,80.0,9.0,8.0,1.0,2.0,2.0,,154.0,1.0,,1.0,1.0,,,10.0,1.0,5.0,1.0,20.0,1.0,10.0,10.0,1.0,9.0,115.0,71.0,44.0,5.0,,13.0,7.0,3.0,462.0,2.0,4.0,,86.0,76.0,22.0,,,,,,131.0,131.0,2.0,16.0,17.0,68.9,1.0,,,14.0,0.0,127.0,,1.0,1.0,,,13.0,,,3.0,162.0,400.0,8.0,20.0,149.0,22.0,31.0,15.0,7.0,32.0,25.0,3.0,204.0,8.0,357.0,5.0,,19.0,26.0,61.0,1.0,474.0,1.0,0.0,22.0,16.0,2.0,28.0,1.0,706.0,,13.0,5.0,11.0,10.0,0.0
695186,29,2014-03-25 19:45:00,11,Everton,Away,183.0,20.0,1.0,2.0,1.0,1.0,,153.0,3.0,3.0,4.0,8.0,16.0,34.0,334.0,,,20.0,13.0,14.0,4.0,,,1.0,,,,,,,,8.0,,,,,,4.0,12.0,4.0,,,67.0,60.0,3.0,1.0,2.0,6.0,13.0,1.0,14.0,,,8.0,7.0,,,8.0,2.0,58.0,63.0,6.0,36.0,20.0,,1.0,50.0,10.0,8.0,1.0,3.0,2.0,,142.0,3.0,,2.0,3.0,,1.0,9.0,3.0,2.0,2.0,20.0,,10.0,10.0,1.0,5.0,84.0,72.0,40.0,9.0,2.0,,7.0,6.0,393.0,7.0,3.0,,58.0,42.0,11.0,,,,,,132.0,132.0,3.0,22.0,28.0,45.3,,,,13.0,0.0,110.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,53.0,324.0,8.0,7.0,200.0,33.0,36.0,30.0,8.0,17.0,9.0,3.0,84.0,7.0,220.0,2.0,3.0,18.0,16.0,49.0,,403.0,,0.0,8.0,27.0,,25.0,1.0,630.0,,10.0,15.0,8.0,22.0,0.0
695192,30,2014-03-15 15:00:00,11,Everton,Home,202.0,21.0,,6.0,6.0,1.0,,280.0,5.0,2.0,8.0,4.0,13.0,52.0,476.0,,1.0,26.0,14.0,7.0,13.0,,,2.0,,,,,,,,19.0,,,,,,3.0,7.0,3.0,,,80.0,55.0,,,,4.0,12.0,8.0,6.0,,,10.0,24.0,1.0,1.0,16.0,2.0,53.0,53.0,4.0,19.0,15.0,,1.0,79.0,10.0,9.0,1.0,4.0,3.0,,178.0,1.0,,1.0,1.0,,,9.0,2.0,1.0,,15.0,,15.0,15.0,,8.0,146.0,83.0,57.0,5.0,,3.0,11.0,6.0,525.0,3.0,4.0,,98.0,82.0,14.0,,,,,,147.0,147.0,3.0,25.0,19.0,67.7,,,,12.0,0.0,136.0,2.0,,2.0,,2.0,5.0,1.0,,3.0,150.0,462.0,5.0,14.0,211.0,30.0,19.0,22.0,7.0,35.0,28.0,4.0,187.0,5.0,364.0,2.0,2.0,17.0,14.0,70.0,1.0,540.0,,0.0,19.0,24.0,1.0,31.0,1.0,793.0,,15.0,13.0,10.0,19.0,0.0
695204,31,2014-03-22 15:00:00,11,Everton,Home,172.0,9.0,3.0,4.0,1.0,2.0,,143.0,5.0,2.0,6.0,4.0,15.0,21.0,311.0,1.0,,15.0,15.0,14.0,2.0,1.0,,1.0,,,,,,,,5.0,1.0,,,,,4.0,16.0,5.0,,,67.0,73.0,3.0,2.0,3.0,10.0,16.0,,1.0,,,5.0,12.0,,1.0,8.0,3.0,42.0,54.0,10.0,39.0,16.0,,2.0,63.0,9.0,6.0,1.0,1.0,,,151.0,2.0,1.0,2.0,1.0,1.0,,14.0,1.0,2.0,1.0,16.0,,11.0,11.0,,7.0,86.0,86.0,47.0,12.0,1.0,2.0,3.0,6.0,388.0,6.0,2.0,,49.0,52.0,3.0,,,,,1.0,144.0,144.0,4.0,24.0,35.0,40.7,,,,16.0,0.0,96.0,4.0,1.0,5.0,1.0,1.0,3.0,,,3.0,63.0,303.0,8.0,5.0,194.0,18.0,39.0,22.0,4.0,16.0,12.0,2.0,108.0,10.0,222.0,2.0,2.0,26.0,17.0,44.0,,400.0,1.0,0.0,9.0,23.0,,20.0,0.0,622.0,,7.0,11.0,5.0,19.0,0.0
695213,32,2014-03-30 13:30:00,11,Everton,Away,218.0,19.0,1.0,4.0,3.0,2.0,,200.0,11.0,3.0,14.0,2.0,31.0,43.0,414.0,,2.0,27.0,17.0,10.0,9.0,,,,,,,,,,2.0,13.0,,,1.0,,,1.0,14.0,9.0,,,77.0,49.0,2.0,1.0,1.0,6.0,17.0,4.0,6.0,,1.0,6.0,14.0,2.0,,22.0,4.0,62.0,48.0,6.0,28.0,14.0,,,80.0,4.0,6.0,1.0,,,,176.0,2.0,,2.0,2.0,,,16.0,2.0,5.0,,14.0,1.0,9.0,9.0,1.0,14.0,119.0,99.0,57.0,6.0,1.0,3.0,8.0,7.0,481.0,6.0,5.0,,65.0,61.0,17.0,,,,,,161.0,161.0,2.0,18.0,12.0,61.8,1.0,,,17.0,0.0,127.0,6.0,1.0,7.0,2.0,,3.0,1.0,,3.0,89.0,401.0,9.0,11.0,233.0,32.0,28.0,36.0,6.0,22.0,16.0,2.0,137.0,5.0,288.0,5.0,3.0,24.0,32.0,76.0,1.0,499.0,1.0,0.0,14.0,9.0,2.0,29.0,2.0,758.0,,10.0,23.0,6.0,6.0,0.0
