matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128388,11,2020-12-05 12:30:00,11,Everton,Away,294.0,21.0,,2.0,2.0,1.0,,188.0,,,6.0,4.0,8.0,33.0,480.0,,1.0,18.0,18.0,22.0,10.0,,1.0,1.0,,,,,,,,,1.0,12.0,,,,,,,5.0,5.0,3.0,8.0,5.0,91.0,74.0,4.0,3.0,1.0,2.0,16.0,4.0,17.0,,1.0,4.0,11.0,4.0,,5.0,2.0,59.0,59.0,2.0,22.0,10.0,,,38.0,40.0,9.0,6.0,1.0,,,,,182.0,1.0,,1.0,1.0,,3.0,1.0,1.0,,10.0,,12.0,12.0,1.0,,7.0,139.0,82.0,45.0,8.0,,1.0,10.0,6.0,569.0,3.0,1.0,,58.0,67.0,29.0,,,,,153.0,153.0,4.0,30.0,33.0,58.6,,,1.0,2.0,16.0,0.0,169.0,2.0,,2.0,,1.0,3.0,,,3.0,19.0,91.0,473.0,5.0,11.0,322.0,48.0,22.0,23.0,3.0,18.0,15.0,1.0,126.0,1.0,277.0,1.0,,17.0,9.0,63.0,3.0,581.0,2.0,0.0,13.0,19.0,1.0,20.0,0.0,767.0,24.0,14.0,,13.0,5.0,15.0,0.0
2128398,12,2020-12-12 20:00:00,11,Everton,Home,74.0,8.0,2.0,4.0,2.0,4.0,,92.0,3.0,,3.0,5.0,1.0,21.0,162.0,,,14.0,20.0,22.0,5.0,2.0,3.0,1.0,0.0,1.0,,,1.0,,,,,4.0,1.0,,,,,,6.0,4.0,6.0,8.0,1.0,35.0,59.0,,,1.0,3.0,17.0,2.0,15.0,,1.0,6.0,9.0,1.0,0.0,13.0,2.0,60.0,62.0,3.0,33.0,17.0,,,41.0,42.0,10.0,11.0,,1.0,4.0,2.0,1.0,114.0,,,,,,6.0,0.0,1.0,1.0,17.0,,26.0,26.0,3.0,0.0,3.0,43.0,55.0,22.0,6.0,1.0,2.0,5.0,4.0,220.0,3.0,1.0,0.0,54.0,31.0,22.0,,,,1.0,149.0,149.0,2.0,30.0,19.0,28.0,,,,2.0,17.0,0.0,49.0,1.0,2.0,3.0,,1.0,3.0,1.0,0.0,3.0,21.0,52.0,152.0,9.0,7.0,97.0,18.0,33.0,20.0,5.0,17.0,12.0,1.0,83.0,11.0,161.0,1.0,,22.0,1.0,55.0,4.0,241.0,,0.0,9.0,13.0,,24.0,2.0,479.0,16.0,24.0,0.0,16.0,6.0,7.0,0.0
2128410,13,2020-12-16 18:00:00,11,Everton,Away,160.0,16.0,2.0,4.0,2.0,1.0,1.0,109.0,3.0,,2.0,6.0,3.0,36.0,265.0,,,14.0,9.0,12.0,3.0,4.0,6.0,1.0,,,,,,,,,,3.0,,,,,,2.0,7.0,5.0,9.0,9.0,2.0,61.0,71.0,,1.0,1.0,2.0,12.0,4.0,11.0,,,6.0,5.0,3.0,1.0,16.0,1.0,50.0,48.0,2.0,16.0,3.0,,,32.0,40.0,9.0,12.0,1.0,,2.0,2.0,,136.0,1.0,,,1.0,,6.0,1.0,,,3.0,1.0,7.0,7.0,2.0,,2.0,66.0,61.0,28.0,4.0,,1.0,7.0,6.0,323.0,7.0,1.0,,55.0,52.0,18.0,,,,,137.0,137.0,5.0,33.0,25.0,39.0,,,,,12.0,0.0,81.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,18.0,45.0,254.0,7.0,8.0,178.0,30.0,16.0,16.0,6.0,16.0,10.0,1.0,79.0,10.0,182.0,,,21.0,4.0,67.0,2.0,344.0,,0.0,11.0,13.0,,19.0,3.0,526.0,15.0,17.0,,11.0,6.0,7.0,0.0
2128420,14,2020-12-19 17:30:00,11,Everton,Home,167.0,15.0,2.0,5.0,3.0,1.0,,162.0,5.0,,2.0,7.0,1.0,28.0,324.0,,,16.0,10.0,14.0,3.0,1.0,3.0,,,,,,1.0,,,,,4.0,,,,,,1.0,6.0,9.0,4.0,3.0,6.0,66.0,48.0,1.0,1.0,,1.0,15.0,3.0,9.0,,,4.0,10.0,5.0,1.0,4.0,,37.0,42.0,1.0,17.0,9.0,,,29.0,46.0,9.0,9.0,,,1.0,,1.0,136.0,1.0,1.0,1.0,,1.0,13.0,,,,9.0,,11.0,11.0,2.0,,2.0,94.0,56.0,30.0,3.0,,3.0,2.0,2.0,376.0,4.0,2.0,,53.0,66.0,23.0,1.0,1.0,1.0,,120.0,120.0,3.0,30.0,10.0,42.2,,,,,15.0,0.0,105.0,1.0,,1.0,2.0,,4.0,,,3.0,13.0,61.0,311.0,4.0,5.0,192.0,25.0,17.0,12.0,3.0,18.0,15.0,,95.0,5.0,227.0,1.0,,27.0,1.0,66.0,1.0,401.0,1.0,0.0,9.0,12.0,,17.0,1.0,553.0,13.0,17.0,,7.0,4.0,6.0,0.0
2128433,15,2020-12-26 20:00:00,11,Everton,Away,267.0,14.0,1.0,3.0,2.0,2.0,,168.0,3.0,,3.0,9.0,6.0,41.0,432.0,,,18.0,20.0,32.0,5.0,,,,,,,,,,,,,6.0,,,,,,1.0,5.0,9.0,1.0,4.0,3.0,82.0,73.0,1.0,1.0,,1.0,25.0,1.0,7.0,1.0,,3.0,3.0,6.0,,10.0,1.0,54.0,74.0,1.0,23.0,9.0,,,26.0,55.0,10.0,11.0,,,1.0,2.0,,175.0,1.0,,1.0,1.0,,5.0,1.0,1.0,,9.0,,8.0,8.0,1.0,,3.0,134.0,75.0,40.0,6.0,1.0,3.0,3.0,3.0,527.0,4.0,3.0,,56.0,48.0,27.0,,,,,169.0,169.0,1.0,39.0,27.0,56.2,,,,,25.0,0.0,154.0,2.0,,1.0,,,3.0,,,3.0,13.0,84.0,417.0,11.0,6.0,315.0,34.0,23.0,26.0,2.0,13.0,11.0,,126.0,6.0,243.0,1.0,,32.0,7.0,79.0,2.0,545.0,,0.0,7.0,13.0,,24.0,4.0,741.0,20.0,17.0,,18.0,3.0,9.0,0.0
2128440,16,2021-02-17 20:15:00,11,Everton,Home,149.0,16.0,,2.0,2.0,,,82.0,7.0,2.0,5.0,2.0,2.0,25.0,229.0,,,6.0,14.0,16.0,2.0,,,,,,,,,,,,,3.0,,,,,1.0,,4.0,10.0,6.0,3.0,,47.0,60.0,,,1.0,,16.0,,15.0,,,,7.0,4.0,,5.0,2.0,48.0,46.0,,28.0,15.0,,1.0,22.0,51.0,8.0,8.0,1.0,,,1.0,,125.0,,,,,,11.0,1.0,1.0,,15.0,1.0,14.0,14.0,4.0,,5.0,76.0,60.0,26.0,10.0,,1.0,1.0,2.0,285.0,5.0,,,30.0,41.0,14.0,,,,,117.0,117.0,4.0,27.0,18.0,29.6,1.0,,,2.0,16.0,0.0,65.0,2.0,2.0,4.0,,,1.0,,,3.0,9.0,40.0,210.0,10.0,2.0,171.0,37.0,28.0,11.0,,12.0,12.0,,81.0,6.0,154.0,1.0,2.0,18.0,3.0,67.0,,313.0,,0.0,3.0,18.0,,6.0,2.0,469.0,9.0,12.0,,5.0,,11.0,0.0
2128450,17,2021-01-01 17:30:00,11,Everton,Home,258.0,13.0,1.0,5.0,4.0,2.0,,239.0,4.0,1.0,7.0,4.0,14.0,24.0,492.0,,1.0,17.0,21.0,20.0,6.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,2.0,5.0,7.0,4.0,5.0,5.0,95.0,68.0,,,,2.0,19.0,3.0,4.0,,,5.0,12.0,3.0,,10.0,2.0,48.0,48.0,2.0,16.0,7.0,,1.0,19.0,78.0,9.0,6.0,,,3.0,3.0,,192.0,,,,,,6.0,,,,7.0,,11.0,11.0,1.0,,7.0,146.0,60.0,42.0,4.0,,4.0,3.0,2.0,577.0,1.0,1.0,,61.0,81.0,31.0,,,,,149.0,149.0,5.0,36.0,20.0,60.0,,,,,19.0,0.0,156.0,2.0,2.0,4.0,1.0,,5.0,,,3.0,9.0,105.0,482.0,8.0,7.0,280.0,37.0,16.0,13.0,5.0,23.0,18.0,,158.0,8.0,332.0,,1.0,13.0,14.0,51.0,2.0,589.0,,0.0,10.0,15.0,1.0,18.0,2.0,763.0,18.0,14.0,,7.0,5.0,10.0,0.0
2128463,18,2021-01-12 20:15:00,11,Everton,Away,258.0,24.0,1.0,2.0,1.0,,,188.0,8.0,,6.0,1.0,3.0,25.0,444.0,1.0,1.0,15.0,8.0,16.0,2.0,1.0,2.0,,,,,,,,,,,3.0,,,,,,,5.0,7.0,5.0,5.0,,82.0,40.0,1.0,1.0,,2.0,15.0,1.0,9.0,,,5.0,13.0,4.0,1.0,7.0,1.0,40.0,44.0,2.0,23.0,14.0,,,28.0,44.0,11.0,6.0,,,,,,123.0,2.0,,2.0,1.0,1.0,10.0,1.0,,2.0,14.0,,10.0,10.0,2.0,,6.0,151.0,60.0,48.0,6.0,1.0,1.0,4.0,3.0,481.0,3.0,1.0,,61.0,69.0,26.0,,,,,103.0,103.0,3.0,19.0,12.0,47.2,,,,1.0,15.0,0.0,144.0,1.0,1.0,2.0,1.0,,1.0,,,3.0,12.0,84.0,429.0,7.0,5.0,272.0,35.0,23.0,18.0,3.0,20.0,17.0,,112.0,1.0,248.0,,,4.0,3.0,38.0,1.0,500.0,2.0,0.0,5.0,11.0,1.0,18.0,2.0,663.0,13.0,10.0,,11.0,5.0,7.0,0.0
2128467,19,2021-05-13 18:00:00,11,Everton,Away,150.0,29.0,,6.0,6.0,1.0,,151.0,10.0,,5.0,2.0,1.0,30.0,295.0,,1.0,8.0,16.0,22.0,9.0,3.0,,,,,,1.0,1.0,,,,,10.0,,,,,,3.0,8.0,7.0,6.0,10.0,5.0,47.0,60.0,,,,2.0,11.0,1.0,12.0,,,1.0,13.0,4.0,,5.0,1.0,47.0,45.0,2.0,17.0,10.0,,,,44.0,12.0,8.0,,,3.0,,1.0,124.0,,,,,,11.0,,,,10.0,,8.0,8.0,,,5.0,88.0,65.0,42.0,9.0,,7.0,5.0,5.0,341.0,3.0,2.0,,54.0,33.0,31.0,,,,,109.0,109.0,2.0,27.0,24.0,42.0,,,,,11.0,0.0,103.0,,2.0,2.0,,,9.0,,,2.0,,68.0,278.0,6.0,12.0,165.0,46.0,17.0,8.0,1.0,18.0,17.0,,100.0,4.0,215.0,1.0,,6.0,2.0,49.0,2.0,362.0,,0.0,15.0,9.0,2.0,11.0,1.0,514.0,25.0,16.0,,6.0,1.0,4.0,0.0
2128478,20,2021-01-27 20:15:00,11,Everton,Home,136.0,9.0,1.0,5.0,4.0,1.0,,96.0,6.0,,2.0,1.0,2.0,20.0,227.0,,,10.0,19.0,15.0,3.0,1.0,4.0,,,,,,,,,,,4.0,,,,,,,7.0,7.0,12.0,5.0,3.0,37.0,58.0,,,,3.0,22.0,2.0,9.0,,,5.0,12.0,5.0,,11.0,3.0,59.0,51.0,3.0,23.0,10.0,1.0,,28.0,43.0,12.0,10.0,1.0,1.0,,1.0,,105.0,,,,,,9.0,1.0,,,10.0,,11.0,11.0,1.0,,2.0,80.0,46.0,20.0,11.0,,2.0,2.0,2.0,275.0,10.0,1.0,,59.0,30.0,25.0,,,,,131.0,131.0,6.0,34.0,13.0,35.0,,2.0,,2.0,22.0,0.0,76.0,4.0,1.0,5.0,1.0,,4.0,1.0,,3.0,17.0,59.0,214.0,11.0,4.0,158.0,28.0,23.0,20.0,4.0,22.0,18.0,,98.0,4.0,162.0,,,12.0,2.0,52.0,2.0,298.0,,0.0,8.0,14.0,,17.0,1.0,502.0,15.0,13.0,,12.0,5.0,9.0,0.0
2128490,21,2021-01-30 12:30:00,11,Everton,Home,231.0,20.0,1.0,2.0,1.0,4.0,,185.0,8.0,,7.0,6.0,5.0,35.0,414.0,,1.0,13.0,12.0,21.0,6.0,1.0,2.0,,,,,,,,,,,6.0,,,,,,2.0,11.0,9.0,4.0,8.0,3.0,63.0,59.0,,,,4.0,19.0,2.0,8.0,,,7.0,8.0,10.0,,11.0,1.0,46.0,49.0,4.0,26.0,18.0,,,43.0,43.0,13.0,5.0,,1.0,1.0,1.0,,147.0,,,,,,8.0,,,,18.0,,9.0,9.0,1.0,,7.0,143.0,69.0,44.0,12.0,,3.0,4.0,3.0,471.0,5.0,1.0,,74.0,38.0,35.0,,,,,131.0,131.0,2.0,33.0,16.0,60.9,,,,1.0,19.0,0.0,135.0,1.0,,1.0,,,6.0,,,1.0,26.0,86.0,398.0,15.0,7.0,248.0,31.0,26.0,9.0,6.0,25.0,19.0,,119.0,10.0,265.0,,,14.0,7.0,57.0,4.0,488.0,,0.0,11.0,17.0,1.0,14.0,3.0,679.0,24.0,13.0,,6.0,7.0,12.0,0.0
2128499,22,2021-02-03 19:30:00,11,Everton,Away,129.0,4.0,1.0,3.0,2.0,3.0,,124.0,5.0,,1.0,10.0,6.0,22.0,250.0,,1.0,12.0,11.0,24.0,4.0,1.0,2.0,2.0,,,,,,,,,,7.0,,,,,,1.0,4.0,12.0,4.0,6.0,4.0,61.0,59.0,3.0,1.0,2.0,1.0,30.0,,9.0,,,1.0,6.0,3.0,,10.0,4.0,48.0,63.0,1.0,33.0,18.0,1.0,,38.0,49.0,12.0,12.0,1.0,,2.0,2.0,,131.0,2.0,,1.0,1.0,1.0,11.0,1.0,1.0,,18.0,,10.0,10.0,,,1.0,67.0,59.0,30.0,7.0,1.0,3.0,4.0,6.0,306.0,3.0,3.0,,43.0,31.0,19.0,,,,,136.0,136.0,6.0,30.0,20.0,36.8,,,,,30.0,0.0,72.0,4.0,2.0,6.0,2.0,2.0,4.0,,,3.0,23.0,57.0,239.0,17.0,7.0,147.0,18.0,33.0,20.0,1.0,12.0,11.0,2.0,96.0,7.0,196.0,1.0,,22.0,6.0,53.0,1.0,331.0,,0.0,10.0,13.0,1.0,21.0,3.0,543.0,14.0,17.0,,14.0,1.0,7.0,0.0
2128511,23,2021-02-06 20:00:00,11,Everton,Away,227.0,20.0,,2.0,2.0,4.0,1.0,97.0,7.0,,3.0,4.0,4.0,25.0,322.0,,,17.0,11.0,11.0,2.0,,,,,,,,,,,1.0,,5.0,,,,1.0,,1.0,5.0,9.0,5.0,5.0,1.0,72.0,49.0,1.0,1.0,2.0,,24.0,,11.0,,,1.0,8.0,3.0,,10.0,2.0,45.0,46.0,,21.0,11.0,,,30.0,41.0,10.0,14.0,1.0,,2.0,3.0,,154.0,2.0,,2.0,1.0,1.0,7.0,2.0,1.0,1.0,11.0,1.0,10.0,10.0,1.0,,3.0,87.0,56.0,39.0,5.0,2.0,2.0,2.0,3.0,375.0,3.0,,,43.0,26.0,22.0,,,,,118.0,118.0,3.0,31.0,11.0,38.0,1.0,,1.0,,24.0,0.0,84.0,2.0,,2.0,,,3.0,,,3.0,15.0,51.0,304.0,10.0,4.0,260.0,35.0,21.0,9.0,1.0,15.0,14.0,,76.0,8.0,152.0,1.0,,15.0,5.0,49.0,4.0,397.0,,0.0,6.0,16.0,,20.0,1.0,573.0,18.0,9.0,,5.0,1.0,10.0,0.0
2128520,24,2021-02-14 19:00:00,11,Everton,Home,310.0,20.0,,3.0,3.0,,,139.0,4.0,,1.0,5.0,6.0,29.0,446.0,,,19.0,9.0,15.0,5.0,,2.0,,,,,,,,,,,5.0,,,,,1.0,,6.0,8.0,4.0,4.0,3.0,71.0,55.0,,,,,20.0,2.0,8.0,,,5.0,7.0,5.0,,10.0,1.0,34.0,56.0,,14.0,7.0,,1.0,,46.0,7.0,16.0,,,5.0,5.0,,161.0,,,,,,6.0,,,,7.0,1.0,5.0,5.0,1.0,,1.0,153.0,64.0,33.0,4.0,,3.0,2.0,2.0,512.0,3.0,1.0,,59.0,40.0,24.0,,,,,136.0,136.0,2.0,32.0,20.0,49.7,1.0,,,1.0,20.0,0.0,149.0,,1.0,1.0,,,3.0,,,3.0,,55.0,429.0,9.0,5.0,338.0,39.0,14.0,8.0,4.0,21.0,17.0,,88.0,,217.0,,,18.0,7.0,59.0,3.0,534.0,,0.0,7.0,17.0,,21.0,1.0,700.0,8.0,14.0,,8.0,5.0,11.0,0.0
2128531,25,2021-02-20 17:30:00,11,Everton,Away,105.0,16.0,1.0,2.0,1.0,,,87.0,1.0,,3.0,3.0,2.0,23.0,190.0,,1.0,5.0,14.0,16.0,2.0,,2.0,1.0,,,,1.0,1.0,,,,,5.0,1.0,,,,,,2.0,8.0,7.0,4.0,5.0,53.0,67.0,2.0,2.0,2.0,3.0,13.0,,16.0,,1.0,2.0,3.0,3.0,,10.0,4.0,56.0,50.0,3.0,32.0,14.0,,1.0,22.0,47.0,10.0,10.0,1.0,,3.0,,1.0,128.0,1.0,,1.0,1.0,,11.0,1.0,1.0,,14.0,,8.0,8.0,1.0,,3.0,51.0,65.0,22.0,7.0,,,3.0,6.0,247.0,2.0,,,33.0,41.0,13.0,,,,1.0,135.0,135.0,1.0,38.0,13.0,28.6,,,,1.0,13.0,0.0,47.0,2.0,4.0,6.0,,1.0,3.0,,,3.0,8.0,47.0,178.0,4.0,3.0,135.0,43.0,32.0,9.0,2.0,8.0,6.0,1.0,81.0,1.0,152.0,1.0,,17.0,4.0,67.0,2.0,279.0,,0.0,9.0,21.0,1.0,15.0,1.0,452.0,9.0,12.0,,3.0,2.0,12.0,0.0
2128538,26,2021-03-01 20:00:00,11,Everton,Home,205.0,19.0,,3.0,3.0,1.0,3.0,104.0,5.0,,3.0,3.0,3.0,34.0,306.0,1.0,2.0,16.0,14.0,38.0,1.0,3.0,,,,,,,1.0,,,,,2.0,,,,,,4.0,5.0,6.0,3.0,6.0,1.0,66.0,61.0,2.0,1.0,1.0,2.0,18.0,4.0,4.0,,1.0,4.0,4.0,2.0,,10.0,,57.0,81.0,2.0,23.0,14.0,,,,50.0,13.0,9.0,1.0,,5.0,3.0,1.0,153.0,1.0,,1.0,1.0,,8.0,1.0,,,14.0,,12.0,12.0,2.0,,3.0,99.0,64.0,36.0,10.0,,2.0,3.0,1.0,395.0,4.0,1.0,,63.0,31.0,22.0,,,,,165.0,165.0,4.0,25.0,27.0,46.6,,,,3.0,18.0,0.0,92.0,1.0,,1.0,1.0,,2.0,1.0,,2.0,,50.0,296.0,12.0,5.0,240.0,36.0,23.0,30.0,4.0,13.0,9.0,,92.0,9.0,183.0,,,14.0,5.0,64.0,4.0,410.0,1.0,0.0,7.0,20.0,3.0,22.0,0.0,617.0,14.0,14.0,,14.0,4.0,10.0,0.0
2128549,27,2021-03-08 18:00:00,11,Everton,Away,187.0,17.0,,1.0,1.0,2.0,,112.0,5.0,,5.0,3.0,4.0,26.0,298.0,,,12.0,15.0,12.0,5.0,,1.0,,,,,,1.0,1.0,,,,5.0,,,,,,,8.0,12.0,8.0,2.0,5.0,57.0,47.0,,,,2.0,13.0,2.0,16.0,,,3.0,5.0,3.0,,15.0,4.0,61.0,38.0,2.0,11.0,4.0,,,33.0,34.0,12.0,10.0,,,1.0,,1.0,122.0,,,,,,6.0,,,,4.0,,9.0,9.0,1.0,,5.0,90.0,57.0,24.0,7.0,,3.0,2.0,1.0,347.0,4.0,2.0,1.0,54.0,46.0,11.0,1.0,1.0,1.0,,117.0,117.0,3.0,21.0,16.0,34.5,,,,1.0,13.0,0.0,100.0,6.0,2.0,8.0,,,4.0,,,3.0,14.0,53.0,282.0,8.0,5.0,205.0,30.0,11.0,9.0,3.0,11.0,8.0,,82.0,6.0,175.0,,,15.0,4.0,56.0,,369.0,,0.0,7.0,10.0,1.0,15.0,3.0,521.0,8.0,13.0,,6.0,3.0,5.0,0.0
2128558,28,2021-03-13 17:30:00,11,Everton,Home,233.0,27.0,2.0,9.0,7.0,1.0,2.0,220.0,4.0,,7.0,3.0,7.0,39.0,444.0,,1.0,23.0,19.0,19.0,9.0,3.0,2.0,,,,,,,,,,,9.0,,,,,,3.0,4.0,7.0,7.0,9.0,5.0,88.0,69.0,3.0,2.0,1.0,1.0,13.0,5.0,11.0,,,7.0,12.0,10.0,,3.0,1.0,43.0,38.0,1.0,12.0,8.0,,,,65.0,9.0,6.0,1.0,,3.0,3.0,,182.0,1.0,,1.0,1.0,,7.0,1.0,1.0,1.0,8.0,,7.0,7.0,,,7.0,135.0,87.0,57.0,4.0,,5.0,8.0,4.0,531.0,3.0,2.0,,84.0,74.0,37.0,,,,,158.0,158.0,1.0,34.0,26.0,65.5,,,,,13.0,0.0,142.0,3.0,,3.0,1.0,,5.0,,,3.0,,113.0,431.0,2.0,13.0,261.0,46.0,12.0,8.0,7.0,32.0,25.0,,159.0,6.0,318.0,1.0,,17.0,8.0,69.0,2.0,547.0,,0.0,14.0,8.0,1.0,26.0,0.0,721.0,22.0,19.0,,5.0,7.0,4.0,0.0
2128574,29,2021-03-04 18:00:00,11,Everton,Away,246.0,14.0,,2.0,2.0,1.0,,161.0,3.0,,6.0,4.0,5.0,22.0,405.0,,,8.0,13.0,23.0,7.0,,1.0,,,,,,,,,,,10.0,,,,,,,5.0,7.0,4.0,5.0,6.0,88.0,75.0,1.0,1.0,1.0,4.0,17.0,6.0,14.0,,,3.0,4.0,6.0,,4.0,2.0,42.0,62.0,4.0,31.0,16.0,,,26.0,55.0,7.0,7.0,1.0,,2.0,2.0,,183.0,1.0,,1.0,,1.0,4.0,,,1.0,16.0,,7.0,7.0,,,6.0,104.0,64.0,45.0,3.0,,1.0,7.0,3.0,483.0,5.0,3.0,,74.0,36.0,30.0,,,,,148.0,148.0,2.0,33.0,32.0,51.9,,,,,17.0,0.0,125.0,1.0,2.0,3.0,,,2.0,1.0,,3.0,6.0,69.0,391.0,5.0,8.0,272.0,38.0,31.0,17.0,3.0,15.0,12.0,,121.0,7.0,243.0,1.0,,13.0,6.0,48.0,2.0,500.0,,0.0,11.0,20.0,2.0,14.0,1.0,704.0,22.0,20.0,,12.0,3.0,11.0,0.0
2128579,30,2021-04-05 18:00:00,11,Everton,Home,212.0,23.0,2.0,6.0,4.0,,1.0,162.0,9.0,,6.0,2.0,,36.0,368.0,,2.0,13.0,10.0,17.0,9.0,3.0,2.0,,,1.0,,,1.0,,,,1.0,11.0,,,,,,1.0,6.0,8.0,5.0,11.0,4.0,62.0,62.0,6.0,6.0,,3.0,23.0,1.0,8.0,,,3.0,7.0,4.0,,9.0,3.0,45.0,48.0,3.0,19.0,8.0,,1.0,28.0,61.0,10.0,9.0,1.0,,3.0,2.0,1.0,146.0,1.0,,1.0,1.0,,9.0,1.0,,,8.0,,9.0,9.0,1.0,,6.0,119.0,69.0,38.0,4.0,,6.0,7.0,7.0,439.0,3.0,,,58.0,45.0,25.0,,,,,132.0,132.0,5.0,28.0,22.0,47.5,,2.0,,,23.0,0.0,132.0,3.0,2.0,5.0,1.0,,7.0,,,3.0,13.0,80.0,350.0,11.0,13.0,235.0,43.0,19.0,14.0,3.0,16.0,13.0,,123.0,5.0,240.0,,,12.0,,64.0,2.0,459.0,,0.0,15.0,16.0,2.0,15.0,2.0,640.0,22.0,10.0,,6.0,3.0,9.0,0.0
2128586,31,2021-04-12 20:15:00,11,Everton,Away,196.0,20.0,,3.0,3.0,2.0,,118.0,5.0,,7.0,8.0,2.0,32.0,311.0,,,13.0,11.0,16.0,4.0,,,,,1.0,,,1.0,,,,,7.0,,,,,,,5.0,15.0,8.0,3.0,5.0,55.0,57.0,,,,1.0,21.0,1.0,6.0,,,3.0,8.0,3.0,,14.0,1.0,42.0,43.0,1.0,21.0,14.0,,,25.0,36.0,7.0,12.0,,,1.0,,1.0,143.0,,,,,,10.0,,1.0,,14.0,,19.0,19.0,2.0,,7.0,101.0,59.0,35.0,10.0,,2.0,2.0,1.0,377.0,10.0,1.0,,46.0,24.0,20.0,,,,,142.0,142.0,4.0,29.0,16.0,44.8,,,,,21.0,0.0,101.0,3.0,,3.0,1.0,,6.0,,,2.0,12.0,50.0,296.0,6.0,4.0,234.0,36.0,21.0,13.0,3.0,14.0,11.0,,72.0,4.0,180.0,1.0,,19.0,3.0,58.0,1.0,400.0,,0.0,8.0,7.0,,22.0,2.0,592.0,14.0,13.0,,9.0,3.0,6.0,0.0
2128599,32,2021-04-16 20:00:00,11,Everton,Home,201.0,14.0,2.0,3.0,1.0,1.0,1.0,196.0,2.0,,8.0,2.0,7.0,21.0,394.0,,,17.0,18.0,18.0,9.0,3.0,3.0,,,,,,1.0,,,,,12.0,1.0,,,,,1.0,5.0,7.0,5.0,12.0,6.0,100.0,79.0,,,1.0,,20.0,3.0,7.0,,,6.0,1.0,2.0,,10.0,,52.0,53.0,,22.0,12.0,,,34.0,43.0,8.0,8.0,,,4.0,2.0,1.0,171.0,1.0,,1.0,1.0,,6.0,1.0,,,12.0,,8.0,8.0,1.0,,8.0,113.0,72.0,31.0,3.0,2.0,6.0,7.0,7.0,488.0,5.0,2.0,,73.0,49.0,21.0,,,,1.0,158.0,158.0,5.0,27.0,37.0,52.8,,2.0,1.0,,20.0,0.0,118.0,1.0,,1.0,2.0,,8.0,,,2.0,17.0,87.0,385.0,8.0,13.0,227.0,29.0,22.0,14.0,6.0,11.0,5.0,,126.0,3.0,286.0,,,20.0,8.0,59.0,2.0,502.0,,0.0,18.0,22.0,,20.0,1.0,706.0,25.0,16.0,,5.0,6.0,12.0,0.0
