matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442102,11.0,2012-11-10 15:00:00,11,Everton,Home,159.0,16.0,2.0,11.0,9.0,4.0,3.0,292.0,2.0,,10.0,7.0,17.0,36.0,440.0,,1.0,24.0,21.0,17.0,11.0,3.0,,,,,,,,,,,,,1.0,13.0,,,,,2.0,8.0,1.0,,,,75.0,63.0,2.0,1.0,1.0,2.0,6.0,5.0,,,6.0,16.0,5.0,,5.0,2.0,58.0,58.0,2.0,14.0,9.0,,1.0,86.0,14.0,14.0,1.0,,6.0,6.0,,187.0,2.0,,1.0,2.0,,,5.0,,,2.0,2.0,,,,,19.0,,10.0,9.0,,10.0,133.0,82.0,49.0,2.0,1.0,4.0,12.0,6.0,,,,2.0,4.0,,104.0,48.0,31.0,,,,,169.0,156.0,2.0,30.0,20.0,62.6,,,1.0,0.0,,,,142.0,2.0,,,,1.0,,6.0,,3.0,159.0,,16.0,173.0,30.0,27.0,24.0,4.0,31.0,27.0,,221.0,11.0,395.0,2.0,,23.0,18.0,60.0,1.0,537.0,1.0,0.0,18.0,16.0,1.0,27.0,1.0,739.0,,10.0,11.0,6.0,12.0,0.0
442116,12.0,2012-11-17 15:00:00,11,Everton,Away,113.0,18.0,5.0,10.0,5.0,3.0,,218.0,5.0,,3.0,12.0,9.0,32.0,321.0,,,18.0,16.0,17.0,10.0,5.0,,,,,,,,,,,,,1.0,13.0,,,1.0,,,7.0,7.0,,,,58.0,45.0,2.0,3.0,1.0,5.0,4.0,4.0,,2.0,13.0,15.0,9.0,,6.0,1.0,46.0,42.0,5.0,21.0,7.0,,1.0,80.0,13.0,10.0,1.0,,2.0,1.0,,157.0,,,,,,,15.0,,,1.0,3.0,,,,1.0,16.0,1.0,16.0,13.0,2.0,3.0,89.0,82.0,47.0,7.0,,9.0,6.0,7.0,,,,1.0,1.0,,68.0,48.0,26.0,1.0,1.0,1.0,,172.0,157.0,2.0,18.0,19.0,60.4,1.0,,1.0,0.0,,,,98.0,1.0,,,,1.0,,10.0,,2.0,96.0,,15.0,133.0,34.0,36.0,9.0,12.0,37.0,25.0,2.0,143.0,12.0,306.0,3.0,1.0,34.0,9.0,56.0,4.0,402.0,,0.0,21.0,14.0,,24.0,2.0,619.0,,14.0,1.0,13.0,12.0,0.0
442121,13.0,2012-11-24 15:00:00,11,Everton,Home,136.0,13.0,1.0,2.0,1.0,1.0,,216.0,2.0,,4.0,12.0,19.0,36.0,350.0,,,15.0,24.0,15.0,8.0,,,,,1.0,,,1.0,,,,,,,12.0,,,,,,5.0,4.0,,,,62.0,59.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,4.0,7.0,4.0,,8.0,1.0,53.0,53.0,1.0,17.0,14.0,,,72.0,12.0,18.0,1.0,,1.0,2.0,1.0,152.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,,25.0,,14.0,11.0,4.0,4.0,117.0,90.0,43.0,2.0,,3.0,6.0,7.0,,,,2.0,,,83.0,49.0,22.0,,,,,159.0,142.0,4.0,25.0,24.0,57.9,,,,0.0,,,,112.0,2.0,1.0,,,1.0,,6.0,,1.0,104.0,,9.0,150.0,31.0,34.0,16.0,3.0,16.0,13.0,,154.0,3.0,309.0,2.0,,40.0,21.0,66.0,3.0,443.0,,0.0,14.0,10.0,2.0,19.0,1.0,613.0,,8.0,10.0,4.0,7.0,0.0
442138,14.0,2012-11-28 19:45:00,11,Everton,Home,141.0,16.0,1.0,5.0,4.0,2.0,,159.0,4.0,1.0,5.0,9.0,7.0,33.0,295.0,,,14.0,18.0,14.0,8.0,1.0,2.0,,,,,1.0,1.0,,,,,,,11.0,,,,,,5.0,6.0,7.0,7.0,,47.0,60.0,1.0,1.0,,6.0,2.0,14.0,,1.0,6.0,16.0,3.0,,15.0,1.0,70.0,58.0,6.0,13.0,9.0,,,65.0,15.0,9.0,1.0,,2.0,1.0,1.0,157.0,,,,,,,5.0,,,1.0,1.0,,,,,16.0,1.0,20.0,15.0,1.0,5.0,92.0,80.0,43.0,6.0,,3.0,6.0,9.0,373.0,,,5.0,2.0,,61.0,41.0,42.0,,,,,165.0,165.0,2.0,19.0,30.0,42.6,,1.0,2.0,0.0,,,,92.0,,2.0,2.0,,,,3.0,,2.0,92.0,285.0,9.0,160.0,34.0,30.0,13.0,6.0,26.0,20.0,,141.0,5.0,254.0,1.0,1.0,22.0,7.0,58.0,6.0,388.0,,0.0,14.0,30.0,1.0,22.0,2.0,616.0,21.0,12.0,5.0,6.0,20.0,0.0
442142,15.0,2012-12-01 15:00:00,11,Everton,Away,99.0,10.0,,2.0,2.0,3.0,,203.0,4.0,,7.0,15.0,2.0,32.0,300.0,,1.0,24.0,16.0,21.0,5.0,,,,,,,1.0,1.0,,,,,,,7.0,,,,,1.0,8.0,2.0,,,,63.0,35.0,,1.0,1.0,6.0,2.0,3.0,,,2.0,6.0,9.0,,15.0,1.0,46.0,51.0,6.0,10.0,4.0,,,76.0,12.0,16.0,,,2.0,1.0,1.0,150.0,,,,,,,6.0,,,1.0,3.0,,,,,9.0,,12.0,9.0,1.0,7.0,82.0,79.0,50.0,5.0,1.0,3.0,2.0,4.0,,,,2.0,,,58.0,71.0,21.0,1.0,1.0,1.0,,145.0,121.0,,12.0,12.0,40.8,,,1.0,0.0,,,,85.0,3.0,,,,,,3.0,,2.0,89.0,,5.0,117.0,20.0,34.0,2.0,2.0,18.0,16.0,,134.0,6.0,281.0,3.0,,28.0,2.0,53.0,,380.0,,0.0,9.0,12.0,1.0,25.0,1.0,552.0,,7.0,2.0,2.0,8.0,0.0
442151,16.0,2012-12-09 15:00:00,11,Everton,Home,118.0,21.0,2.0,5.0,3.0,2.0,,196.0,3.0,1.0,5.0,11.0,8.0,33.0,309.0,1.0,1.0,24.0,13.0,17.0,11.0,2.0,,,,,,,1.0,,,,,,,15.0,,,,,2.0,4.0,8.0,,,,59.0,65.0,2.0,1.0,1.0,2.0,7.0,7.0,,,4.0,14.0,5.0,,12.0,1.0,52.0,53.0,2.0,11.0,8.0,,,80.0,12.0,11.0,1.0,,3.0,2.0,1.0,162.0,2.0,,1.0,2.0,,,3.0,,,2.0,,,,,2.0,18.0,,11.0,7.0,1.0,5.0,85.0,76.0,49.0,5.0,1.0,7.0,8.0,4.0,,,,6.0,,,75.0,70.0,28.0,,,,,165.0,149.0,3.0,18.0,35.0,49.6,,,,0.0,,,,92.0,1.0,3.0,,,,,9.0,,3.0,120.0,,15.0,130.0,44.0,27.0,13.0,4.0,25.0,21.0,,180.0,12.0,293.0,,1.0,25.0,8.0,55.0,4.0,398.0,2.0,0.0,20.0,22.0,1.0,25.0,3.0,603.0,,13.0,3.0,4.0,17.0,0.0
442166,17.0,2012-12-15 15:00:00,11,Everton,Away,103.0,11.0,4.0,4.0,,2.0,,148.0,5.0,,5.0,8.0,7.0,17.0,247.0,1.0,,18.0,42.0,25.0,5.0,3.0,,,,,,,,,,,,,,5.0,,,,,,6.0,7.0,,,,44.0,59.0,1.0,2.0,,3.0,3.0,2.0,1.0,1.0,8.0,6.0,6.0,,7.0,2.0,71.0,65.0,3.0,18.0,12.0,,1.0,69.0,13.0,12.0,,,1.0,1.0,,144.0,,,,,,,18.0,,,,2.0,,,,,27.0,,13.0,10.0,,5.0,69.0,93.0,34.0,4.0,,5.0,3.0,2.0,,,,2.0,1.0,,52.0,56.0,22.0,,,,,182.0,159.0,1.0,17.0,34.0,51.3,,,3.0,0.0,,,,81.0,3.0,1.0,,,1.0,,5.0,1.0,1.0,82.0,,8.0,114.0,32.0,41.0,10.0,6.0,19.0,13.0,1.0,130.0,9.0,243.0,2.0,,25.0,7.0,50.0,1.0,338.0,1.0,0.0,10.0,25.0,,27.0,0.0,550.0,,15.0,3.0,8.0,22.0,0.0
442177,18.0,2012-12-22 15:00:00,11,Everton,Away,144.0,7.0,1.0,4.0,3.0,3.0,1.0,228.0,5.0,,7.0,7.0,9.0,26.0,368.0,,,19.0,25.0,19.0,10.0,1.0,,,,1.0,,1.0,2.0,,,,,,,13.0,,,,,1.0,4.0,2.0,,,,67.0,57.0,2.0,3.0,,1.0,3.0,5.0,,2.0,5.0,13.0,10.0,,7.0,,49.0,49.0,1.0,17.0,12.0,,,69.0,8.0,12.0,1.0,,2.0,1.0,2.0,161.0,1.0,,1.0,1.0,,,9.0,,,2.0,3.0,,,,,26.0,,14.0,12.0,1.0,7.0,113.0,88.0,42.0,3.0,1.0,5.0,7.0,7.0,,,,1.0,,,83.0,60.0,26.0,,,,,164.0,144.0,1.0,29.0,18.0,62.3,,,1.0,0.0,,,,111.0,1.0,,,,1.0,,8.0,,3.0,108.0,,12.0,159.0,21.0,37.0,8.0,5.0,29.0,24.0,,150.0,7.0,322.0,3.0,,32.0,10.0,58.0,6.0,452.0,,1.0,18.0,14.0,,23.0,0.0,653.0,,10.0,4.0,5.0,12.0,0.0
442181,19.0,2012-12-26 15:00:00,11,Everton,Home,110.0,9.0,1.0,8.0,7.0,4.0,,208.0,7.0,6.0,8.0,11.0,21.0,27.0,310.0,,1.0,12.0,12.0,23.0,9.0,1.0,,,,,,,1.0,,,,,,,14.0,,1.0,,,1.0,3.0,8.0,,,,64.0,61.0,1.0,1.0,,,7.0,3.0,,1.0,11.0,9.0,9.0,1.0,9.0,1.0,36.0,62.0,,11.0,5.0,,,88.0,10.0,11.0,,,2.0,1.0,1.0,167.0,2.0,,1.0,1.0,1.0,,10.0,,,1.0,1.0,,,,,8.0,1.0,20.0,16.0,3.0,8.0,79.0,78.0,39.0,2.0,1.0,4.0,8.0,3.0,,,,6.0,2.0,,75.0,55.0,21.0,,,,,148.0,141.0,2.0,26.0,19.0,47.3,1.0,,1.0,0.0,,,,88.0,,2.0,,,,,7.0,1.0,3.0,120.0,,12.0,124.0,18.0,18.0,8.0,10.0,29.0,19.0,,172.0,12.0,303.0,2.0,6.0,28.0,25.0,49.0,2.0,398.0,1.0,0.0,17.0,22.0,6.0,15.0,1.0,612.0,,11.0,6.0,11.0,11.0,0.0
442191,20.0,2012-12-30 13:30:00,11,Everton,Home,101.0,9.0,,7.0,7.0,4.0,,158.0,3.0,2.0,8.0,8.0,8.0,15.0,252.0,,,26.0,13.0,24.0,8.0,,,1.0,,,1.0,,1.0,,,,,,,9.0,,1.0,2.0,,2.0,8.0,9.0,,,,48.0,46.0,1.0,1.0,1.0,,1.0,7.0,,,7.0,16.0,13.0,,11.0,3.0,50.0,56.0,,18.0,8.0,,,72.0,14.0,12.0,,,4.0,4.0,1.0,150.0,,,,,,,8.0,,,1.0,1.0,,,,,18.0,3.0,18.0,13.0,3.0,8.0,83.0,79.0,39.0,7.0,1.0,5.0,3.0,6.0,,,,7.0,2.0,,102.0,43.0,23.0,,,,,193.0,170.0,3.0,11.0,21.0,48.0,3.0,,,0.0,,,,68.0,2.0,1.0,,,1.0,1.0,7.0,,3.0,105.0,,8.0,116.0,19.0,41.0,11.0,6.0,39.0,33.0,1.0,164.0,11.0,272.0,1.0,2.0,29.0,9.0,35.0,5.0,349.0,,0.0,14.0,14.0,1.0,30.0,2.0,586.0,,9.0,6.0,7.0,11.0,0.0
442202,21.0,2013-01-02 20:00:00,11,Everton,Away,92.0,16.0,,2.0,2.0,3.0,,184.0,7.0,,4.0,14.0,15.0,26.0,274.0,,1.0,15.0,31.0,29.0,6.0,,,,1.0,1.0,,1.0,3.0,,,,,,,10.0,,,,,,9.0,8.0,,,,52.0,50.0,5.0,4.0,1.0,,5.0,12.0,,,6.0,8.0,6.0,1.0,18.0,1.0,74.0,69.0,,25.0,14.0,1.0,1.0,73.0,10.0,21.0,1.0,,9.0,4.0,3.0,146.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,2.0,28.0,,15.0,13.0,1.0,4.0,86.0,89.0,52.0,4.0,,,7.0,6.0,,,,8.0,1.0,,77.0,44.0,27.0,,,,,164.0,147.0,2.0,13.0,26.0,49.5,,,1.0,0.0,,,,71.0,3.0,1.0,,,1.0,,2.0,,2.0,113.0,,7.0,103.0,28.0,42.0,9.0,6.0,24.0,18.0,2.0,160.0,8.0,276.0,1.0,,36.0,15.0,43.0,5.0,355.0,,0.0,13.0,15.0,2.0,18.0,2.0,568.0,,9.0,4.0,6.0,14.0,0.0
442211,22.0,2013-01-12 15:00:00,11,Everton,Home,159.0,12.0,3.0,8.0,5.0,4.0,1.0,272.0,3.0,1.0,12.0,14.0,14.0,40.0,423.0,,,15.0,17.0,40.0,12.0,4.0,,,,,,,,,,,,,,11.0,,,,,2.0,1.0,3.0,,,,71.0,70.0,4.0,4.0,,,5.0,8.0,,,7.0,13.0,13.0,,7.0,,54.0,65.0,,12.0,7.0,,,82.0,13.0,9.0,,,3.0,3.0,,193.0,,,,,,,4.0,,,,1.0,,,,1.0,15.0,,20.0,16.0,1.0,13.0,130.0,83.0,57.0,1.0,,8.0,8.0,5.0,,,,,,,99.0,54.0,39.0,,,,,169.0,156.0,6.0,15.0,36.0,55.3,,,,0.0,,,,119.0,1.0,2.0,,,2.0,,8.0,1.0,2.0,148.0,,16.0,166.0,24.0,25.0,15.0,5.0,34.0,29.0,1.0,210.0,15.0,381.0,1.0,1.0,23.0,15.0,56.0,3.0,513.0,,0.0,18.0,11.0,,17.0,1.0,712.0,,16.0,5.0,7.0,9.0,0.0
442223,23.0,2013-01-21 20:00:00,11,Everton,Away,115.0,17.0,2.0,5.0,3.0,4.0,,159.0,6.0,3.0,7.0,14.0,3.0,28.0,269.0,,1.0,16.0,20.0,16.0,6.0,1.0,,,,,,,,,,,,,,5.0,,,,,1.0,9.0,7.0,,,,45.0,60.0,5.0,5.0,,6.0,2.0,7.0,1.0,,6.0,13.0,5.0,,13.0,2.0,59.0,55.0,6.0,16.0,9.0,,,80.0,11.0,14.0,,,,1.0,,168.0,,,,,,,8.0,,,,1.0,,,,,13.0,,20.0,17.0,3.0,7.0,82.0,82.0,40.0,10.0,,2.0,5.0,5.0,,,,9.0,,,71.0,54.0,20.0,,,,,193.0,183.0,1.0,20.0,27.0,46.6,,,,0.0,,,,92.0,4.0,,,,,,2.0,,2.0,69.0,,7.0,149.0,32.0,26.0,13.0,6.0,25.0,19.0,1.0,123.0,13.0,263.0,1.0,3.0,44.0,4.0,48.0,3.0,387.0,,0.0,9.0,20.0,3.0,25.0,1.0,608.0,,10.0,5.0,6.0,15.0,0.0
442237,24.0,2013-01-30 19:45:00,11,Everton,Home,182.0,14.0,,3.0,3.0,3.0,,228.0,3.0,,2.0,8.0,3.0,33.0,407.0,,,20.0,19.0,17.0,7.0,,,1.0,,,,1.0,1.0,,,,1.0,,,12.0,1.0,1.0,1.0,,,3.0,4.0,,,,74.0,53.0,,2.0,1.0,4.0,3.0,2.0,1.0,,5.0,11.0,6.0,2.0,16.0,,56.0,53.0,4.0,15.0,5.0,1.0,,81.0,10.0,15.0,,,3.0,,1.0,160.0,1.0,,,1.0,,,7.0,,,1.0,,,,,,10.0,2.0,20.0,17.0,,2.0,132.0,83.0,45.0,2.0,,4.0,4.0,6.0,,,,3.0,2.0,,97.0,65.0,24.0,,,,1.0,163.0,155.0,4.0,20.0,27.0,55.9,2.0,,,0.0,,,,126.0,1.0,,,,,1.0,7.0,1.0,2.0,140.0,,8.0,193.0,30.0,23.0,14.0,2.0,19.0,17.0,1.0,197.0,4.0,318.0,,1.0,30.0,5.0,59.0,2.0,492.0,,0.0,16.0,16.0,2.0,26.0,0.0,687.0,,15.0,5.0,5.0,13.0,0.0
442240,25.0,2013-02-02 15:00:00,11,Everton,Home,107.0,16.0,4.0,8.0,4.0,2.0,1.0,224.0,5.0,,9.0,12.0,7.0,24.0,323.0,,,21.0,18.0,26.0,11.0,3.0,,,,1.0,,,1.0,,,,,,,13.0,,,,,3.0,7.0,1.0,,,,56.0,41.0,4.0,1.0,3.0,,4.0,4.0,,,15.0,15.0,6.0,,15.0,,47.0,72.0,,14.0,12.0,,1.0,77.0,7.0,23.0,1.0,,8.0,8.0,1.0,188.0,3.0,1.0,2.0,2.0,1.0,,5.0,,,2.0,1.0,,,,1.0,23.0,,12.0,11.0,,9.0,82.0,88.0,43.0,2.0,2.0,6.0,11.0,8.0,,,,2.0,1.0,,86.0,42.0,38.0,,,,,194.0,179.0,2.0,12.0,17.0,68.3,,,,0.0,,,,100.0,,,,,,,9.0,1.0,3.0,146.0,,17.0,116.0,35.0,29.0,9.0,13.0,42.0,29.0,,215.0,7.0,352.0,1.0,,34.0,8.0,55.0,5.0,426.0,,0.0,21.0,18.0,1.0,25.0,1.0,646.0,,13.0,5.0,15.0,13.0,0.0
442252,26.0,2013-02-10 16:00:00,11,Everton,Away,176.0,13.0,2.0,5.0,3.0,2.0,2.0,229.0,4.0,1.0,7.0,3.0,16.0,28.0,400.0,,,23.0,9.0,13.0,4.0,2.0,,,,,,,,,,,,,,4.0,,,,,,7.0,4.0,,,,75.0,51.0,,,,6.0,6.0,7.0,1.0,,6.0,9.0,2.0,,16.0,3.0,45.0,49.0,6.0,10.0,2.0,,,81.0,11.0,12.0,,1.0,2.0,3.0,,171.0,,,,,,,6.0,,,,4.0,,,,2.0,6.0,,21.0,12.0,2.0,7.0,124.0,81.0,48.0,7.0,,2.0,4.0,2.0,,,,2.0,1.0,,58.0,69.0,14.0,,,,,159.0,147.0,6.0,13.0,24.0,53.0,,,2.0,0.0,,,,120.0,3.0,1.0,,,,,3.0,1.0,2.0,121.0,,6.0,193.0,38.0,22.0,6.0,6.0,20.0,14.0,,182.0,8.0,317.0,4.0,1.0,20.0,17.0,56.0,1.0,490.0,2.0,0.0,11.0,22.0,,26.0,2.0,692.0,,14.0,2.0,6.0,15.0,0.0
442264,27.0,2013-02-23 15:00:00,11,Everton,Away,157.0,19.0,,4.0,4.0,2.0,1.0,250.0,3.0,,7.0,13.0,15.0,43.0,403.0,,,14.0,19.0,23.0,12.0,,,,,,,,,,,,1.0,,,13.0,,,,,,7.0,3.0,,,,66.0,58.0,2.0,1.0,1.0,7.0,2.0,6.0,,,5.0,11.0,8.0,,13.0,2.0,52.0,63.0,7.0,24.0,14.0,,,94.0,10.0,16.0,,,2.0,2.0,,164.0,1.0,,1.0,1.0,,,3.0,,,1.0,5.0,,,,,25.0,,12.0,9.0,,7.0,136.0,79.0,42.0,7.0,1.0,8.0,5.0,3.0,,,,3.0,2.0,,80.0,70.0,25.0,,,,,175.0,154.0,2.0,21.0,23.0,55.2,,,1.0,0.0,,,,136.0,2.0,1.0,,,,,10.0,,2.0,133.0,,13.0,169.0,35.0,45.0,9.0,5.0,26.0,21.0,1.0,193.0,11.0,359.0,5.0,,37.0,15.0,69.0,2.0,502.0,,0.0,15.0,19.0,,17.0,1.0,709.0,,9.0,5.0,5.0,15.0,0.0
442271,28.0,2013-03-02 15:00:00,11,Everton,Home,123.0,17.0,2.0,11.0,9.0,9.0,,232.0,3.0,2.0,6.0,10.0,13.0,27.0,344.0,1.0,2.0,22.0,19.0,32.0,15.0,1.0,,,,,,,,,,,,1.0,1.0,20.0,,,,,,5.0,9.0,,,,71.0,53.0,4.0,4.0,1.0,12.0,2.0,4.0,,,9.0,18.0,6.0,,14.0,2.0,51.0,60.0,12.0,23.0,17.0,,1.0,64.0,8.0,8.0,1.0,,1.0,1.0,,158.0,3.0,,2.0,3.0,,,9.0,,,3.0,2.0,,,,,36.0,,18.0,11.0,2.0,6.0,88.0,71.0,34.0,10.0,2.0,7.0,12.0,12.0,,,,2.0,2.0,,61.0,98.0,16.0,,,,,183.0,155.0,2.0,17.0,24.0,60.0,,,1.0,0.0,,,,115.0,,4.0,,,1.0,,7.0,,3.0,124.0,,19.0,145.0,29.0,51.0,10.0,7.0,32.0,25.0,,162.0,16.0,319.0,2.0,2.0,36.0,16.0,53.0,1.0,432.0,1.0,0.0,21.0,16.0,3.0,28.0,1.0,677.0,,11.0,4.0,9.0,13.0,0.0
442279,29.0,2013-04-16 19:45:00,11,Everton,Away,150.0,10.0,,2.0,2.0,3.0,1.0,167.0,7.0,,7.0,6.0,6.0,22.0,315.0,,2.0,12.0,17.0,12.0,8.0,1.0,,,,,,,1.0,,,,,,,9.0,,,,,2.0,9.0,2.0,3.0,9.0,,67.0,63.0,1.0,1.0,,8.0,5.0,11.0,,,1.0,8.0,3.0,,13.0,1.0,60.0,64.0,8.0,17.0,9.0,,1.0,61.0,13.0,11.0,,,3.0,2.0,1.0,160.0,,,,,,,10.0,,,,,,,,,18.0,,14.0,9.0,1.0,8.0,94.0,84.0,44.0,8.0,,5.0,4.0,2.0,379.0,,,4.0,1.0,,64.0,53.0,24.0,,,,,140.0,140.0,3.0,27.0,20.0,43.2,,,,0.0,,,,78.0,2.0,,2.0,,2.0,,5.0,,3.0,71.0,304.0,9.0,163.0,23.0,35.0,14.0,1.0,14.0,13.0,,116.0,6.0,250.0,,,22.0,7.0,52.0,2.0,399.0,,0.0,12.0,33.0,2.0,21.0,3.0,620.0,12.0,12.0,8.0,1.0,26.0,0.0
442291,29.0,2013-03-16 12:45:00,11,Everton,Home,70.0,10.0,4.0,9.0,5.0,2.0,1.0,142.0,5.0,,7.0,7.0,9.0,19.0,203.0,,,18.0,19.0,17.0,4.0,2.0,,1.0,,,,,1.0,,,,,,,6.0,,,,,1.0,10.0,10.0,,,,45.0,54.0,1.0,1.0,,5.0,5.0,4.0,,1.0,13.0,18.0,4.0,,3.0,4.0,47.0,52.0,5.0,18.0,11.0,,,51.0,16.0,10.0,1.0,,5.0,3.0,1.0,111.0,2.0,,1.0,2.0,,1.0,9.0,,,2.0,1.0,,,,2.0,17.0,,26.0,19.0,2.0,8.0,50.0,59.0,31.0,6.0,1.0,4.0,4.0,3.0,,,,5.0,1.0,,61.0,43.0,13.0,,,,,149.0,138.0,1.0,19.0,22.0,40.6,,,4.0,0.0,,,,64.0,5.0,3.0,,1.0,,1.0,4.0,1.0,2.0,77.0,,8.0,83.0,24.0,29.0,12.0,11.0,36.0,25.0,6.0,114.0,7.0,223.0,1.0,,25.0,9.0,42.0,3.0,270.0,,1.0,12.0,20.0,2.0,24.0,3.0,508.0,,19.0,5.0,13.0,14.0,0.0
442301,31.0,2013-03-30 17:30:00,11,Everton,Home,118.0,8.0,,5.0,5.0,4.0,2.0,192.0,6.0,,9.0,9.0,9.0,32.0,305.0,,,26.0,25.0,24.0,12.0,,,1.0,,1.0,,1.0,3.0,,,,,,1.0,15.0,,,,,,6.0,5.0,,,,53.0,55.0,,,1.0,3.0,5.0,5.0,,,4.0,11.0,4.0,,18.0,2.0,69.0,67.0,3.0,23.0,14.0,,,81.0,13.0,18.0,1.0,,5.0,2.0,3.0,158.0,,,,,,1.0,7.0,,,1.0,2.0,,,,,25.0,,7.0,5.0,,9.0,91.0,75.0,37.0,3.0,,5.0,7.0,6.0,,,,2.0,2.0,,102.0,59.0,19.0,,,,,170.0,150.0,2.0,16.0,28.0,54.0,,,1.0,0.0,,,,95.0,1.0,2.0,,,,1.0,7.0,,1.0,92.0,,12.0,124.0,21.0,43.0,18.0,3.0,20.0,17.0,3.0,155.0,10.0,293.0,2.0,,30.0,9.0,59.0,1.0,397.0,,0.0,18.0,15.0,2.0,32.0,1.0,619.0,,7.0,10.0,4.0,10.0,0.0
442317,32.0,2013-04-07 14:05:00,11,Everton,Away,91.0,8.0,2.0,3.0,1.0,3.0,,124.0,9.0,,13.0,19.0,4.0,35.0,212.0,,,14.0,14.0,19.0,3.0,1.0,,1.0,,,,,,,,,,,,7.0,,,,,,5.0,15.0,,,,39.0,51.0,1.0,1.0,1.0,6.0,1.0,9.0,,,6.0,7.0,1.0,1.0,8.0,1.0,50.0,72.0,6.0,21.0,13.0,,,67.0,8.0,15.0,1.0,,1.0,2.0,,150.0,2.0,1.0,1.0,1.0,1.0,,10.0,,,1.0,5.0,,,,,24.0,,17.0,11.0,1.0,13.0,64.0,84.0,45.0,7.0,,3.0,3.0,4.0,,,,5.0,1.0,,55.0,51.0,21.0,,,,,170.0,147.0,1.0,21.0,14.0,38.1,,,1.0,0.0,,,,56.0,1.0,4.0,,,,1.0,4.0,,2.0,71.0,,6.0,108.0,16.0,44.0,15.0,5.0,15.0,10.0,1.0,126.0,9.0,216.0,5.0,,41.0,4.0,64.0,2.0,309.0,,0.0,9.0,34.0,1.0,20.0,1.0,541.0,,9.0,4.0,6.0,23.0,0.0
