matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360681,22,2012-01-21 15:00:00,11,Everton,Home,100.0,11.0,2.0,9.0,7.0,1.0,,173.0,3.0,,9.0,14.0,14.0,35.0,264.0,,,17.0,5.0,12.0,8.0,3.0,,,1.0,,,2.0,,,,,7.0,,1.0,,,1.0,8.0,8.0,,,49.0,63.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,5.0,11.0,9.0,,6.0,,36.0,36.0,5.0,20.0,8.0,1.0,1.0,74.0,15.0,14.0,,,4.0,1.0,2.0,147.0,1.0,,1.0,,1.0,,7.0,,4.0,,17.0,1.0,11.0,10.0,1.0,9.0,77.0,82.0,44.0,8.0,1.0,6.0,6.0,6.0,,7.0,1.0,,69.0,63.0,21.0,,,,,,147.0,133.0,2.0,23.0,22.0,46.1,1.0,1.0,0.0,74.0,2.0,1.0,,,,7.0,1.0,3.0,97.0,,12.0,113.0,17.0,34.0,6.0,4.0,25.0,21.0,,144.0,8.0,259.0,4.0,,37.0,16.0,55.0,1.0,347.0,,0.0,16.0,10.0,,21.0,2.0,543.0,,12.0,,5.0,8.0,0.0
360697,23,2012-01-31 20:00:00,11,Everton,Home,93.0,5.0,1.0,5.0,4.0,2.0,1.0,107.0,4.0,,6.0,10.0,11.0,17.0,195.0,,1.0,12.0,16.0,4.0,6.0,2.0,1.0,,,,,,,,,,9.0,,,,,1.0,12.0,9.0,,,44.0,64.0,1.0,1.0,,3.0,3.0,4.0,,3.0,4.0,5.0,,18.0,,61.0,43.0,3.0,15.0,6.0,,,57.0,12.0,9.0,,,2.0,2.0,,126.0,1.0,,1.0,1.0,,,10.0,1.0,3.0,,15.0,,17.0,16.0,2.0,6.0,59.0,76.0,26.0,9.0,1.0,4.0,5.0,3.0,,10.0,3.0,,46.0,60.0,12.0,,,,,,181.0,158.0,4.0,28.0,19.0,32.4,,1.0,0.0,53.0,3.0,,,,1.0,5.0,,2.0,62.0,,9.0,109.0,11.0,38.0,15.0,3.0,14.0,11.0,1.0,99.0,8.0,187.0,3.0,,49.0,11.0,47.0,2.0,282.0,,0.0,11.0,26.0,1.0,20.0,1.0,515.0,,14.0,4.0,3.0,21.0,0.0
360708,24,2012-02-04 15:00:00,11,Everton,Away,120.0,9.0,,4.0,4.0,3.0,1.0,204.0,2.0,1.0,4.0,7.0,16.0,22.0,320.0,1.0,,20.0,18.0,9.0,6.0,,,,1.0,,,1.0,1.0,,,,5.0,,,,,2.0,6.0,5.0,,,52.0,59.0,,,,4.0,1.0,3.0,,3.0,7.0,8.0,,11.0,1.0,47.0,41.0,4.0,22.0,5.0,1.0,,64.0,12.0,14.0,1.0,2.0,3.0,1.0,1.0,143.0,1.0,,1.0,,1.0,,7.0,,2.0,3.0,7.0,,22.0,18.0,,5.0,107.0,72.0,33.0,4.0,,3.0,4.0,4.0,,6.0,1.0,1.0,64.0,64.0,17.0,,,,,,152.0,141.0,2.0,30.0,19.0,47.7,,2.0,0.0,102.0,1.0,1.0,,1.0,,5.0,,3.0,113.0,,7.0,136.0,17.0,33.0,9.0,3.0,19.0,16.0,,159.0,6.0,287.0,2.0,1.0,32.0,16.0,44.0,7.0,404.0,1.0,0.0,10.0,15.0,1.0,25.0,0.0,603.0,,4.0,3.0,3.0,12.0,0.0
360712,25,2012-02-11 15:00:00,11,Everton,Home,91.0,9.0,1.0,3.0,2.0,,,107.0,6.0,,2.0,6.0,8.0,17.0,195.0,,1.0,15.0,4.0,6.0,2.0,1.0,,,,,,,,,,,8.0,,,,,,8.0,6.0,,,48.0,64.0,2.0,1.0,2.0,4.0,3.0,6.0,,2.0,4.0,4.0,,5.0,1.0,33.0,48.0,4.0,22.0,16.0,,,53.0,16.0,12.0,1.0,,4.0,1.0,,127.0,1.0,,1.0,1.0,,,9.0,2.0,2.0,3.0,25.0,,17.0,15.0,1.0,2.0,53.0,81.0,43.0,4.0,1.0,2.0,2.0,4.0,,9.0,3.0,,59.0,40.0,15.0,,,,,,148.0,131.0,2.0,24.0,27.0,33.1,,1.0,0.0,53.0,4.0,,,1.0,,2.0,,3.0,48.0,,4.0,104.0,24.0,39.0,14.0,2.0,11.0,9.0,,96.0,6.0,188.0,3.0,,19.0,10.0,39.0,6.0,281.0,,0.0,9.0,21.0,3.0,17.0,0.0,485.0,,13.0,9.0,2.0,16.0,0.0
360721,26,2012-03-13 20:00:00,11,Everton,Away,114.0,4.0,1.0,3.0,2.0,2.0,,187.0,10.0,,4.0,8.0,8.0,25.0,298.0,2.0,,19.0,20.0,11.0,6.0,,,,,,,,,,,,8.0,,,,,,13.0,3.0,,,43.0,51.0,1.0,1.0,,2.0,3.0,7.0,,4.0,9.0,4.0,,14.0,3.0,52.0,39.0,2.0,15.0,7.0,1.0,,80.0,9.0,6.0,,,1.0,1.0,,174.0,,,,,,,13.0,,,2.0,17.0,,9.0,7.0,2.0,5.0,85.0,80.0,40.0,4.0,,3.0,3.0,1.0,,2.0,2.0,,89.0,42.0,24.0,,,,,,179.0,162.0,2.0,15.0,26.0,48.9,,,0.0,101.0,5.0,1.0,,,,4.0,,3.0,105.0,,6.0,131.0,15.0,32.0,9.0,4.0,18.0,14.0,,173.0,6.0,290.0,,,37.0,9.0,53.0,2.0,403.0,2.0,0.0,8.0,17.0,1.0,22.0,4.0,593.0,,13.0,5.0,4.0,14.0,0.0
360734,27,2012-03-03 15:00:00,11,Everton,Away,82.0,1.0,3.0,4.0,1.0,2.0,1.0,150.0,4.0,,1.0,13.0,10.0,22.0,228.0,,,13.0,13.0,10.0,3.0,2.0,,,,,,1.0,,,,,5.0,,1.0,,,1.0,12.0,10.0,,,45.0,49.0,,,,9.0,2.0,3.0,,7.0,8.0,3.0,,12.0,3.0,46.0,48.0,9.0,19.0,9.0,,1.0,59.0,16.0,16.0,,,6.0,5.0,1.0,140.0,1.0,,,1.0,,,15.0,1.0,,2.0,16.0,1.0,15.0,12.0,,1.0,75.0,76.0,31.0,7.0,1.0,3.0,3.0,2.0,,5.0,,,72.0,50.0,16.0,,,,,,173.0,159.0,2.0,17.0,25.0,50.9,1.0,1.0,0.0,59.0,2.0,2.0,,2.0,,5.0,,3.0,75.0,,6.0,105.0,3.0,33.0,10.0,6.0,22.0,16.0,,117.0,4.0,236.0,,,39.0,10.0,45.0,3.0,319.0,,0.0,9.0,16.0,,21.0,2.0,527.0,,12.0,6.0,7.0,10.0,0.0
360743,28,2012-03-10 17:30:00,11,Everton,Home,96.0,8.0,,2.0,2.0,,,144.0,4.0,,4.0,12.0,11.0,26.0,238.0,,2.0,20.0,13.0,6.0,6.0,,1.0,,,,1.0,1.0,,,,,7.0,,,,,1.0,15.0,9.0,,,42.0,53.0,,,,2.0,3.0,9.0,,,5.0,2.0,,21.0,3.0,62.0,40.0,2.0,10.0,5.0,,1.0,65.0,14.0,11.0,1.0,,2.0,2.0,1.0,129.0,1.0,,1.0,1.0,,,13.0,1.0,2.0,1.0,16.0,,18.0,14.0,,4.0,73.0,78.0,38.0,8.0,,,7.0,5.0,,7.0,3.0,,68.0,36.0,19.0,,,,,,161.0,145.0,,25.0,17.0,37.9,,1.0,0.0,76.0,2.0,3.0,,,1.0,1.0,,3.0,85.0,,7.0,115.0,17.0,26.0,9.0,,9.0,9.0,1.0,130.0,4.0,214.0,2.0,,31.0,13.0,50.0,3.0,320.0,,0.0,9.0,20.0,3.0,29.0,2.0,527.0,,5.0,3.0,,12.0,0.0
360751,29,2012-03-21 20:00:00,11,Everton,Home,104.0,9.0,,5.0,5.0,3.0,2.0,131.0,4.0,,4.0,7.0,18.0,19.0,230.0,,,16.0,22.0,10.0,3.0,1.0,,,,,,,,,,,3.0,,,,,3.0,10.0,4.0,,,45.0,46.0,1.0,1.0,,2.0,2.0,10.0,,4.0,9.0,7.0,,10.0,3.0,59.0,38.0,2.0,10.0,5.0,,,74.0,11.0,12.0,,,3.0,3.0,,155.0,,,,,,,6.0,,,,7.0,,19.0,16.0,2.0,4.0,60.0,69.0,34.0,6.0,,2.0,2.0,1.0,,5.0,,,65.0,37.0,21.0,,,,,,178.0,158.0,1.0,20.0,19.0,38.3,,1.0,0.0,59.0,2.0,1.0,,,,4.0,,3.0,80.0,,4.0,120.0,24.0,30.0,6.0,4.0,23.0,19.0,,136.0,12.0,222.0,,,23.0,19.0,38.0,10.0,319.0,1.0,0.0,7.0,16.0,3.0,25.0,2.0,509.0,,14.0,,4.0,12.0,0.0
360767,30,2012-03-24 15:00:00,11,Everton,Away,59.0,12.0,,3.0,3.0,6.0,1.0,193.0,6.0,1.0,2.0,3.0,6.0,23.0,249.0,1.0,1.0,14.0,12.0,12.0,9.0,1.0,2.0,1.0,,,,1.0,,,,,12.0,,,,,2.0,4.0,7.0,,,41.0,52.0,5.0,4.0,1.0,,3.0,5.0,,3.0,10.0,8.0,1.0,12.0,,46.0,36.0,,11.0,5.0,,,60.0,12.0,10.0,1.0,,4.0,2.0,1.0,129.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,1.0,7.0,,20.0,16.0,,2.0,74.0,69.0,41.0,3.0,,5.0,6.0,5.0,,3.0,2.0,,75.0,63.0,16.0,,,,,,140.0,133.0,10.0,14.0,20.0,38.0,,,0.0,79.0,1.0,,,,2.0,7.0,,3.0,117.0,,11.0,68.0,18.0,18.0,8.0,2.0,22.0,20.0,2.0,160.0,8.0,277.0,1.0,1.0,26.0,7.0,43.0,1.0,323.0,1.0,0.0,15.0,12.0,2.0,19.0,2.0,496.0,,9.0,2.0,3.0,9.0,0.0
360771,31,2012-03-31 15:00:00,11,Everton,Home,134.0,9.0,,4.0,4.0,1.0,,257.0,2.0,,4.0,4.0,20.0,38.0,387.0,,,22.0,7.0,6.0,12.0,,,,1.0,,,1.0,,,,,15.0,,,,,,4.0,5.0,,,58.0,69.0,1.0,1.0,,1.0,4.0,8.0,,5.0,11.0,7.0,,9.0,,36.0,42.0,1.0,15.0,6.0,,,74.0,8.0,12.0,1.0,1.0,2.0,1.0,1.0,164.0,2.0,,,2.0,,,10.0,2.0,,,9.0,,20.0,18.0,,4.0,110.0,90.0,43.0,2.0,1.0,5.0,9.0,7.0,,3.0,1.0,,104.0,63.0,20.0,,,,,,158.0,150.0,2.0,32.0,26.0,53.3,,1.0,0.0,149.0,1.0,1.0,,,,6.0,,3.0,150.0,,14.0,154.0,16.0,23.0,11.0,2.0,21.0,19.0,,196.0,6.0,348.0,,,34.0,20.0,68.0,1.0,481.0,,0.0,17.0,17.0,1.0,27.0,2.0,679.0,,10.0,7.0,5.0,13.0,0.0
360784,32,2012-04-07 15:00:00,11,Everton,Away,138.0,10.0,1.0,7.0,6.0,4.0,,202.0,1.0,,7.0,9.0,20.0,26.0,333.0,,,22.0,12.0,14.0,3.0,1.0,,,,,,,,,,,8.0,,,,,1.0,6.0,9.0,,,68.0,79.0,,1.0,,5.0,3.0,2.0,,4.0,12.0,6.0,,16.0,1.0,48.0,38.0,5.0,13.0,5.0,,,80.0,18.0,7.0,2.0,,,,,212.0,2.0,,2.0,1.0,1.0,,5.0,1.0,4.0,1.0,13.0,1.0,19.0,15.0,4.0,7.0,89.0,107.0,42.0,2.0,,,6.0,5.0,,6.0,4.0,,90.0,65.0,19.0,,,,,,201.0,189.0,3.0,25.0,32.0,51.7,,1.0,0.0,100.0,2.0,2.0,,,,2.0,,3.0,100.0,,6.0,169.0,19.0,25.0,5.0,4.0,22.0,18.0,,160.0,8.0,322.0,5.0,,56.0,20.0,68.0,2.0,469.0,,0.0,10.0,13.0,6.0,24.0,3.0,673.0,,9.0,4.0,4.0,10.0,0.0
360791,33,2012-04-09 15:00:00,11,Everton,Home,222.0,11.0,2.0,8.0,6.0,1.0,,267.0,4.0,,4.0,7.0,14.0,40.0,481.0,1.0,,21.0,11.0,16.0,16.0,1.0,,,1.0,,,2.0,,,,,,,,,,,2.0,1.0,,,77.0,65.0,,,,1.0,8.0,6.0,,5.0,11.0,6.0,,14.0,,39.0,56.0,1.0,17.0,6.0,,,76.0,7.0,12.0,1.0,,,,2.0,180.0,2.0,,1.0,2.0,,,6.0,,1.0,1.0,11.0,,14.0,13.0,,4.0,161.0,95.0,59.0,2.0,2.0,8.0,11.0,5.0,,,,,77.0,73.0,19.0,,,,,,149.0,141.0,4.0,25.0,30.0,58.5,,,0.0,149.0,,,,2.0,,9.0,,3.0,117.0,,19.0,235.0,19.0,25.0,12.0,4.0,21.0,17.0,,168.0,6.0,353.0,1.0,,23.0,14.0,64.0,3.0,567.0,1.0,0.0,22.0,18.0,3.0,22.0,0.0,765.0,,20.0,10.0,5.0,14.0,0.0
360805,34,2012-05-01 19:45:00,11,Everton,Away,125.0,6.0,3.0,7.0,4.0,4.0,,213.0,6.0,,4.0,7.0,23.0,30.0,331.0,1.0,,23.0,26.0,15.0,7.0,3.0,,,,,,,,,,,,,,,,,9.0,2.0,,,65.0,57.0,,1.0,,3.0,1.0,5.0,,6.0,18.0,4.0,,17.0,1.0,63.0,32.0,3.0,27.0,20.0,,,69.0,14.0,5.0,,,,,,155.0,,,,,,,9.0,,1.0,,35.0,,10.0,8.0,,4.0,107.0,90.0,42.0,4.0,,6.0,4.0,4.0,,1.0,,,63.0,67.0,24.0,,,,,,182.0,163.0,4.0,21.0,23.0,60.9,,1.0,0.0,99.0,1.0,1.0,,,,6.0,,3.0,103.0,,10.0,141.0,14.0,46.0,2.0,6.0,28.0,22.0,,148.0,10.0,313.0,1.0,,40.0,23.0,54.0,,426.0,2.0,0.0,11.0,11.0,2.0,34.0,1.0,647.0,,15.0,1.0,6.0,10.0,0.0
360815,35,2012-04-22 12:30:00,11,Everton,Away,145.0,15.0,,4.0,4.0,4.0,,242.0,11.0,1.0,5.0,9.0,9.0,30.0,383.0,,1.0,11.0,7.0,21.0,12.0,,,,,,,,,,,,16.0,,,,,,14.0,10.0,,,67.0,61.0,1.0,,1.0,,3.0,8.0,,2.0,7.0,2.0,,18.0,1.0,45.0,55.0,,19.0,9.0,,,76.0,12.0,8.0,2.0,,,,,173.0,3.0,,3.0,3.0,,,12.0,4.0,3.0,2.0,16.0,,14.0,12.0,1.0,5.0,114.0,94.0,55.0,5.0,2.0,6.0,9.0,7.0,,6.0,,,74.0,58.0,16.0,,,,,,164.0,145.0,4.0,20.0,25.0,47.5,,1.0,0.0,132.0,1.0,2.0,,,,7.0,,2.0,102.0,,15.0,170.0,27.0,38.0,4.0,2.0,11.0,9.0,,149.0,11.0,327.0,3.0,1.0,28.0,11.0,57.0,1.0,486.0,,0.0,17.0,24.0,4.0,17.0,2.0,685.0,,7.0,2.0,2.0,20.0,0.0
360820,36,2012-04-28 15:00:00,11,Everton,Home,251.0,17.0,1.0,4.0,3.0,,,304.0,1.0,1.0,2.0,5.0,38.0,40.0,551.0,,4.0,17.0,4.0,3.0,5.0,,,,1.0,,1.0,3.0,,,,,6.0,1.0,,,1.0,,3.0,3.0,,,103.0,56.0,2.0,1.0,2.0,1.0,3.0,8.0,,3.0,12.0,5.0,,11.0,,37.0,40.0,1.0,12.0,5.0,,,75.0,14.0,9.0,2.0,,4.0,,3.0,170.0,3.0,1.0,3.0,2.0,1.0,,4.0,2.0,,1.0,8.0,1.0,16.0,12.0,1.0,2.0,176.0,90.0,59.0,5.0,2.0,1.0,7.0,7.0,,3.0,3.0,,83.0,120.0,16.0,,,,,1.0,122.0,112.0,1.0,26.0,26.0,52.4,1.0,1.0,0.0,166.0,2.0,,,1.0,,2.0,,3.0,134.0,,8.0,261.0,35.0,22.0,5.0,2.0,19.0,17.0,,168.0,3.0,373.0,,1.0,9.0,39.0,57.0,4.0,615.0,,0.0,12.0,24.0,7.0,20.0,1.0,783.0,,8.0,4.0,3.0,19.0,0.0
360838,37,2012-05-06 14:00:00,11,Everton,Away,156.0,19.0,2.0,8.0,6.0,1.0,,256.0,4.0,,4.0,8.0,18.0,35.0,404.0,,,16.0,10.0,8.0,12.0,,1.0,,1.0,,1.0,2.0,,,,,18.0,,,,,,5.0,4.0,,,78.0,61.0,1.0,2.0,,2.0,8.0,3.0,,7.0,14.0,7.0,,19.0,,46.0,37.0,2.0,10.0,7.0,,,80.0,10.0,8.0,,,3.0,1.0,2.0,175.0,,,,,,,10.0,,,,8.0,,15.0,13.0,,4.0,122.0,92.0,63.0,3.0,,7.0,5.0,4.0,,2.0,4.0,,87.0,62.0,36.0,,,,,,173.0,168.0,3.0,18.0,34.0,56.8,,,0.0,117.0,,,,1.0,1.0,9.0,,2.0,132.0,,12.0,169.0,26.0,15.0,9.0,6.0,28.0,22.0,1.0,190.0,4.0,351.0,,,25.0,19.0,60.0,9.0,492.0,,0.0,21.0,16.0,3.0,23.0,0.0,702.0,,11.0,5.0,7.0,15.0,0.0
360840,38,2012-05-13 15:00:00,11,Everton,Home,119.0,13.0,1.0,3.0,2.0,1.0,2.0,182.0,10.0,,8.0,12.0,12.0,30.0,298.0,,1.0,15.0,7.0,7.0,10.0,1.0,1.0,,,,1.0,1.0,,,1.0,,11.0,,,1.0,1.0,5.0,6.0,6.0,,,55.0,54.0,2.0,2.0,2.0,1.0,1.0,2.0,,4.0,7.0,2.0,1.0,12.0,2.0,44.0,48.0,1.0,11.0,6.0,,1.0,71.0,18.0,16.0,1.0,,5.0,3.0,1.0,151.0,2.0,1.0,1.0,1.0,1.0,,16.0,2.0,2.0,3.0,15.0,2.0,8.0,7.0,,8.0,84.0,77.0,43.0,3.0,1.0,6.0,7.0,10.0,,3.0,,1.0,56.0,73.0,16.0,,,,,,138.0,123.0,4.0,21.0,15.0,46.9,2.0,,0.0,82.0,2.0,1.0,,,1.0,6.0,,3.0,110.0,,13.0,134.0,23.0,26.0,13.0,2.0,14.0,12.0,1.0,156.0,5.0,252.0,2.0,,30.0,14.0,51.0,3.0,372.0,,1.0,17.0,20.0,2.0,17.0,2.0,560.0,,7.0,5.0,4.0,16.0,0.0
