matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292812,1.0,2022-08-06 17:30:00,11,Everton,Home,113.0,13.0,,3.0,3.0,,1.0,136.0,4.0,1.0,5.0,3.0,1.0,27.0,246.0,,1.0,18.0,22.0,12.0,5.0,1.0,3.0,1.0,,,,,,,4.0,,,1.0,5.0,11.0,4.0,7.0,1.0,,45.0,68.0,,,,,20.0,1.0,13.0,,,4.0,5.0,4.0,,13.0,1.0,68.0,57.0,,27.0,17.0,,,27.0,68.0,14.0,11.0,,1.0,2.0,,128.0,,,,,,,5.0,,,,2.0,,,,,17.0,,8.0,8.0,2.0,5.0,87.0,58.0,27.0,16.0,,2.0,4.0,4.0,315.0,,,6.0,2.0,50.0,63.0,23.0,1.0,1.0,1.0,,,136.0,136.0,3.0,32.0,24.0,37.3,,,,1.0,20.0,0.0,,,,75.0,3.0,2.0,5.0,,,1.0,3.0,,,3.0,12.0,64.0,234.0,8.0,6.0,134.0,31.0,27.0,16.0,4.0,15.0,11.0,1.0,115.0,7.0,216.0,2.0,1.0,19.0,1.0,63.0,,335.0,1.0,0.0,8.0,24.0,2.0,22.0,3.0,533.0,23.0,10.0,10.0,4.0,17.0,0.0
2292821,2.0,2022-08-13 12:30:00,11,Everton,Away,174.0,23.0,2.0,4.0,2.0,4.0,,121.0,4.0,1.0,4.0,2.0,2.0,34.0,291.0,,,14.0,14.0,12.0,9.0,1.0,5.0,,,,,,,,8.0,,,2.0,4.0,10.0,2.0,11.0,4.0,,44.0,53.0,,1.0,,1.0,5.0,9.0,7.0,1.0,1.0,8.0,3.0,2.0,,5.0,1.0,43.0,43.0,1.0,17.0,4.0,,1.0,29.0,44.0,7.0,8.0,,1.0,1.0,,119.0,,,,,,,6.0,,,,,,,,,4.0,,8.0,8.0,1.0,4.0,118.0,57.0,30.0,5.0,,1.0,9.0,4.0,357.0,,,5.0,2.0,66.0,37.0,20.0,,,,,,139.0,139.0,4.0,28.0,15.0,42.5,,,,,16.0,0.0,,,,97.0,2.0,,1.0,,,,2.0,1.0,,4.0,19.0,59.0,274.0,5.0,10.0,204.0,40.0,17.0,17.0,7.0,13.0,6.0,,95.0,4.0,187.0,,1.0,19.0,3.0,66.0,3.0,378.0,,0.0,15.0,16.0,2.0,18.0,1.0,549.0,26.0,19.0,7.0,8.0,11.0,0.0
2292832,3.0,2022-08-20 15:00:00,11,Everton,Home,171.0,15.0,,1.0,1.0,1.0,1.0,149.0,5.0,,7.0,7.0,9.0,27.0,319.0,,1.0,20.0,15.0,10.0,14.0,,1.0,,,1.0,1.0,1.0,,2.0,17.0,,,,2.0,7.0,7.0,9.0,10.0,,56.0,72.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,,,6.0,2.0,4.0,,8.0,4.0,46.0,41.0,2.0,15.0,7.0,,1.0,16.0,70.0,6.0,9.0,1.0,7.0,6.0,1.0,145.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,2.0,7.0,,11.0,11.0,,7.0,116.0,67.0,26.0,2.0,,6.0,9.0,8.0,398.0,,,3.0,,62.0,55.0,28.0,,,,,,153.0,153.0,6.0,23.0,34.0,48.3,,,1.0,1.0,10.0,0.0,,,,95.0,2.0,2.0,4.0,,,,6.0,,,2.0,11.0,76.0,311.0,5.0,15.0,193.0,39.0,15.0,23.0,6.0,18.0,12.0,,123.0,2.0,237.0,,,29.0,9.0,74.0,4.0,412.0,,0.0,19.0,13.0,5.0,22.0,3.0,606.0,27.0,15.0,9.0,6.0,8.0,0.0
2292842,4.0,2022-08-27 15:00:00,11,Everton,Away,155.0,23.0,1.0,3.0,2.0,,,150.0,2.0,2.0,4.0,6.0,4.0,27.0,302.0,,2.0,11.0,21.0,17.0,7.0,1.0,2.0,1.0,,,,,,,12.0,,,,6.0,14.0,6.0,8.0,6.0,,70.0,51.0,2.0,2.0,1.0,,7.0,5.0,5.0,,,5.0,4.0,4.0,,8.0,1.0,47.0,56.0,,37.0,22.0,,,18.0,54.0,8.0,8.0,1.0,,,,133.0,1.0,,1.0,1.0,,,12.0,,,1.0,1.0,,,,,22.0,,10.0,10.0,2.0,4.0,98.0,73.0,43.0,8.0,,1.0,8.0,7.0,361.0,,,5.0,3.0,32.0,65.0,22.0,,,,,,130.0,130.0,3.0,22.0,18.0,42.2,,2.0,,2.0,14.0,0.0,,,,84.0,4.0,,4.0,,,1.0,2.0,1.0,,4.0,11.0,72.0,291.0,7.0,9.0,178.0,36.0,37.0,15.0,5.0,13.0,8.0,1.0,115.0,4.0,220.0,1.0,2.0,26.0,4.0,70.0,2.0,385.0,,0.0,14.0,22.0,3.0,12.0,2.0,592.0,19.0,17.0,9.0,5.0,16.0,0.0
2292854,5.0,2022-08-30 20:00:00,11,Everton,Away,128.0,12.0,1.0,1.0,,1.0,,76.0,4.0,,7.0,4.0,4.0,15.0,203.0,,1.0,14.0,24.0,12.0,3.0,,1.0,,,,1.0,1.0,,1.0,3.0,,,2.0,3.0,10.0,4.0,3.0,4.0,,37.0,61.0,3.0,2.0,1.0,5.0,14.0,3.0,12.0,,1.0,2.0,,,,10.0,1.0,70.0,53.0,5.0,35.0,12.0,,,25.0,41.0,9.0,7.0,1.0,2.0,1.0,1.0,136.0,1.0,,,1.0,,,11.0,,,1.0,,,,,,12.0,,18.0,18.0,2.0,7.0,61.0,68.0,29.0,10.0,,1.0,3.0,2.0,269.0,,,1.0,,37.0,32.0,7.0,,,,,,150.0,150.0,2.0,33.0,17.0,30.9,,2.0,,1.0,21.0,0.0,,,,58.0,4.0,,4.0,,1.0,,2.0,1.0,,,16.0,24.0,190.0,14.0,4.0,155.0,33.0,35.0,21.0,2.0,3.0,1.0,,57.0,4.0,140.0,,1.0,20.0,4.0,50.0,2.0,292.0,,0.0,7.0,28.0,3.0,22.0,3.0,527.0,10.0,24.0,6.0,2.0,13.0,0.0
2292864,6.0,2022-09-03 12:30:00,11,Everton,Home,117.0,12.0,1.0,3.0,2.0,,,103.0,3.0,,5.0,,4.0,20.0,217.0,,,14.0,14.0,9.0,10.0,,2.0,1.0,,,,,,,12.0,,1.0,,1.0,20.0,3.0,11.0,3.0,,40.0,53.0,1.0,1.0,,1.0,9.0,5.0,3.0,,1.0,7.0,4.0,4.0,,8.0,6.0,39.0,41.0,1.0,32.0,14.0,,,19.0,38.0,7.0,9.0,,,,,111.0,,,,,,,11.0,,,,1.0,,,,,14.0,1.0,10.0,10.0,2.0,5.0,64.0,62.0,23.0,9.0,,4.0,6.0,3.0,275.0,,,5.0,3.0,56.0,29.0,25.0,,,,,,141.0,141.0,3.0,22.0,20.0,39.1,1.0,,,,9.0,0.0,,,,87.0,7.0,1.0,8.0,,,1.0,6.0,,,2.0,7.0,55.0,206.0,5.0,10.0,137.0,29.0,32.0,11.0,7.0,15.0,8.0,1.0,93.0,1.0,180.0,1.0,,15.0,6.0,56.0,3.0,302.0,1.0,0.0,14.0,19.0,,23.0,2.0,497.0,26.0,14.0,4.0,7.0,11.0,0.0
2292871,7.0,2023-03-01 19:45:00,11,Everton,Away,115.0,11.0,,1.0,1.0,2.0,,71.0,4.0,,3.0,2.0,1.0,19.0,185.0,,,8.0,11.0,15.0,5.0,,,2.0,,,,,,,8.0,,,,4.0,14.0,1.0,5.0,3.0,,52.0,59.0,1.0,2.0,,3.0,12.0,1.0,6.0,,,1.0,2.0,3.0,,5.0,1.0,36.0,42.0,3.0,23.0,17.0,1.0,,19.0,45.0,12.0,5.0,,1.0,,,122.0,,,,,,,12.0,,,,,,,,,17.0,,12.0,12.0,,3.0,49.0,53.0,19.0,5.0,,1.0,4.0,5.0,249.0,,,5.0,1.0,37.0,29.0,12.0,,,,,,126.0,126.0,7.0,30.0,18.0,26.9,,,,,20.0,0.0,,,,51.0,1.0,,1.0,,1.0,2.0,2.0,,,4.0,7.0,35.0,174.0,12.0,5.0,144.0,34.0,23.0,12.0,1.0,6.0,5.0,2.0,70.0,4.0,136.0,,,19.0,1.0,61.0,2.0,274.0,,0.0,8.0,12.0,,11.0,2.0,427.0,11.0,19.0,10.0,1.0,8.0,0.0
2292884,8.0,2022-09-18 14:15:00,11,Everton,Home,179.0,16.0,1.0,4.0,3.0,,1.0,210.0,5.0,,5.0,2.0,5.0,30.0,385.0,,,18.0,11.0,10.0,3.0,1.0,,,,,,,,,5.0,,,2.0,4.0,12.0,2.0,3.0,4.0,,79.0,62.0,,,,5.0,14.0,1.0,1.0,,,5.0,9.0,4.0,,7.0,1.0,38.0,45.0,5.0,28.0,16.0,,1.0,17.0,58.0,8.0,10.0,1.0,4.0,4.0,,155.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,,16.0,,10.0,10.0,1.0,5.0,115.0,62.0,36.0,14.0,,2.0,3.0,2.0,445.0,,,7.0,2.0,85.0,50.0,27.0,,,,,,138.0,138.0,5.0,37.0,11.0,53.6,,,,2.0,14.0,0.0,,,,115.0,4.0,,4.0,,2.0,,4.0,,,3.0,7.0,109.0,372.0,10.0,5.0,199.0,38.0,28.0,18.0,5.0,22.0,17.0,,147.0,,287.0,1.0,,14.0,5.0,62.0,1.0,464.0,,0.0,7.0,18.0,3.0,20.0,3.0,676.0,17.0,18.0,7.0,5.0,11.0,0.0
2292898,9.0,2022-10-01 15:00:00,11,Everton,Away,160.0,21.0,2.0,7.0,5.0,,1.0,142.0,10.0,,4.0,5.0,2.0,41.0,295.0,,1.0,11.0,13.0,19.0,6.0,1.0,1.0,3.0,1.0,,1.0,,,1.0,9.0,,,1.0,6.0,15.0,7.0,6.0,6.0,,57.0,60.0,4.0,3.0,1.0,2.0,24.0,3.0,7.0,,,6.0,7.0,5.0,1.0,17.0,2.0,52.0,60.0,2.0,26.0,13.0,,,24.0,67.0,10.0,11.0,1.0,2.0,1.0,1.0,150.0,2.0,,2.0,1.0,1.0,,11.0,,,1.0,,,,,,13.0,,11.0,11.0,3.0,4.0,69.0,71.0,37.0,7.0,,2.0,7.0,5.0,355.0,,,7.0,,55.0,55.0,24.0,,,,,,146.0,146.0,3.0,26.0,23.0,45.8,,,3.0,2.0,24.0,0.0,,,,104.0,4.0,1.0,5.0,,1.0,3.0,4.0,1.0,,4.0,13.0,79.0,277.0,11.0,9.0,177.0,37.0,26.0,12.0,6.0,19.0,13.0,3.0,121.0,4.0,222.0,,,14.0,3.0,72.0,1.0,380.0,,0.0,12.0,23.0,1.0,15.0,2.0,594.0,25.0,22.0,7.0,6.0,13.0,0.0
2292905,10.0,2022-10-09 19:00:00,11,Everton,Home,176.0,19.0,2.0,4.0,2.0,,,123.0,7.0,,6.0,2.0,2.0,23.0,295.0,,,12.0,17.0,13.0,5.0,2.0,3.0,,,,,,,,6.0,,,2.0,5.0,5.0,7.0,7.0,4.0,,65.0,70.0,,,,,19.0,6.0,7.0,,,5.0,9.0,11.0,,3.0,2.0,46.0,41.0,,9.0,3.0,1.0,,23.0,42.0,7.0,11.0,,2.0,3.0,,140.0,,,,,,,9.0,,,1.0,1.0,,,,,3.0,,15.0,15.0,,6.0,86.0,62.0,31.0,4.0,1.0,3.0,4.0,2.0,348.0,,,3.0,,54.0,39.0,37.0,,,,,,140.0,140.0,8.0,32.0,23.0,39.7,,3.0,,,19.0,0.0,,,,84.0,,2.0,2.0,,1.0,,3.0,1.0,,4.0,10.0,64.0,273.0,13.0,7.0,199.0,41.0,9.0,20.0,5.0,28.0,23.0,,102.0,2.0,204.0,1.0,,15.0,3.0,56.0,1.0,375.0,,0.0,11.0,9.0,,13.0,2.0,556.0,21.0,19.0,8.0,5.0,6.0,0.0
