matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2444578,11.0,2024-11-09 15:00:00,11,Everton,Away,161.0,15.0,2.0,10.0,8.0,,,190.0,4.0,1.0,5.0,5.0,7.0,25.0,341.0,1.0,1.0,28.0,18.0,18.0,12.0,1.0,3.0,2.0,,,,,,15.0,,,,,,7.0,7.0,4.0,11.0,7.0,,70.0,46.0,,,,2.0,7.0,6.0,7.0,,,6.0,12.0,8.0,,4.0,5.0,47.0,58.0,2.0,16.0,9.0,,1.0,,,,,,78.0,9.0,10.0,,2.0,2.0,,170.0,,,,,,,5.0,,,,1.0,,,,,9.0,,8.0,8.0,,,5.0,98.0,60.0,28.0,7.0,,5.0,8.0,4.0,433.0,,,4.0,,,60.0,64.0,40.0,,,,,162.0,162.0,3.0,19.0,18.0,50.7,,,,,21.0,0.0,,,,112.0,5.0,1.0,6.0,,4.0,2.0,8.0,1.0,,2.0,93.0,331.0,7.0,13.0,196.0,33.0,16.0,19.0,5.0,27.0,22.0,,2.0,146.0,4.0,281.0,1.0,1.0,30.0,8.0,62.0,1.0,450.0,2.0,0.0,18.0,20.0,2.0,32.0,2.0,666.0,26.0,18.0,,10.0,6.0,8.0,0.0
2444583,12.0,2024-11-23 15:00:00,11,Everton,Home,120.0,12.0,2.0,13.0,11.0,,,298.0,4.0,1.0,7.0,3.0,7.0,27.0,405.0,,,15.0,18.0,15.0,22.0,,4.0,1.0,,,,,,22.0,,,,,1.0,5.0,5.0,4.0,16.0,11.0,,73.0,47.0,1.0,1.0,,,4.0,10.0,5.0,,,10.0,13.0,22.0,,13.0,1.0,48.0,46.0,,23.0,16.0,,,,,,,,72.0,8.0,9.0,,3.0,1.0,,149.0,,,,,,,4.0,,,,,,,,1.0,16.0,,3.0,3.0,,,7.0,120.0,51.0,32.0,4.0,,11.0,11.0,5.0,445.0,,,3.0,1.0,,74.0,85.0,52.0,,,,,124.0,124.0,6.0,10.0,22.0,59.3,,,,,14.0,0.0,,,,123.0,1.0,1.0,2.0,,,1.0,12.0,,,2.0,176.0,387.0,4.0,22.0,128.0,28.0,23.0,15.0,7.0,43.0,36.0,,1.0,217.0,1.0,380.0,,1.0,11.0,7.0,46.0,3.0,465.0,1.0,0.0,27.0,12.0,,15.0,0.0,680.0,40.0,12.0,,10.0,10.0,5.0,0.0
2444595,13.0,2024-12-01 13:30:00,11,Everton,Away,197.0,12.0,,2.0,2.0,1.0,,161.0,2.0,1.0,4.0,3.0,14.0,21.0,356.0,,1.0,10.0,9.0,10.0,5.0,,1.0,,,,,2.0,,4.0,,,,,1.0,6.0,9.0,2.0,4.0,4.0,,68.0,43.0,1.0,1.0,,,10.0,3.0,9.0,,,2.0,8.0,3.0,,8.0,,46.0,50.0,,8.0,4.0,2.0,1.0,,,,,,50.0,12.0,12.0,,4.0,,2.0,129.0,,,,,,,3.0,,,,,,,,,4.0,,5.0,5.0,,,4.0,105.0,68.0,49.0,2.0,,2.0,3.0,2.0,390.0,,,4.0,4.0,,45.0,57.0,20.0,,,,,102.0,102.0,3.0,11.0,23.0,40.1,,,,,16.0,0.0,,,,110.0,,1.0,1.0,,,,3.0,,,5.0,56.0,339.0,10.0,5.0,204.0,23.0,8.0,17.0,2.0,13.0,11.0,,,92.0,2.0,221.0,,1.0,11.0,14.0,43.0,2.0,412.0,,0.0,8.0,19.0,3.0,11.0,3.0,562.0,13.0,12.0,,9.0,2.0,10.0,0.0
2444603,14.0,2024-12-04 19:30:00,11,Everton,Home,140.0,11.0,1.0,1.0,,1.0,,153.0,6.0,3.0,6.0,8.0,3.0,34.0,292.0,,,18.0,11.0,9.0,6.0,1.0,1.0,1.0,1.0,,,1.0,,9.0,,,,,2.0,8.0,2.0,4.0,8.0,5.0,,70.0,53.0,1.0,2.0,,2.0,7.0,4.0,10.0,,1.0,3.0,2.0,4.0,1.0,16.0,2.0,60.0,47.0,2.0,29.0,11.0,,,,,,,,61.0,10.0,8.0,,4.0,1.0,1.0,130.0,,,,,,,9.0,,,,,,,,,11.0,,13.0,13.0,1.0,,6.0,78.0,65.0,34.0,4.0,1.0,2.0,5.0,4.0,352.0,,,2.0,,,57.0,66.0,23.0,,,,,128.0,128.0,5.0,18.0,22.0,43.8,,,,,15.0,0.0,,,,88.0,1.0,1.0,2.0,,2.0,1.0,5.0,,,4.0,87.0,283.0,7.0,7.0,154.0,24.0,29.0,25.0,3.0,10.0,7.0,,1.0,128.0,5.0,222.0,,3.0,20.0,4.0,63.0,4.0,366.0,,0.0,13.0,20.0,,21.0,2.0,570.0,16.0,8.0,,11.0,3.0,11.0,0.0
2444613,24.0,2025-02-12 19:30:00,11,Everton,Home,116.0,18.0,,3.0,3.0,1.0,,102.0,1.0,,3.0,12.0,3.0,33.0,215.0,,1.0,14.0,22.0,20.0,7.0,,,2.0,,,,,1.0,8.0,,,,,2.0,2.0,4.0,2.0,7.0,3.0,,42.0,51.0,1.0,,1.0,,5.0,2.0,8.0,,,2.0,9.0,3.0,1.0,8.0,2.0,57.0,62.0,,43.0,21.0,,,0.357379,0.9542,,1.1961,1.5555,66.0,9.0,19.0,1.0,3.0,2.0,,142.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,1.0,,,,,,21.0,,8.0,8.0,1.0,,3.0,67.0,74.0,37.0,3.0,,5.0,4.0,3.0,279.0,,,2.0,2.0,,52.0,29.0,28.0,,,,,153.0,153.0,4.0,26.0,13.0,36.8,,2.0,1.0,,12.0,0.0,,,,56.0,,2.0,2.0,1.0,,2.0,5.0,,,4.0,65.0,198.0,5.0,9.0,135.0,33.0,43.0,14.0,2.0,16.0,14.0,114530.71,2.0,114.0,8.0,188.0,,,37.0,3.0,71.0,3.0,307.0,,1.0,10.0,19.0,1.0,19.0,2.0,526.0,15.0,20.0,,4.0,2.0,13.0,0.0
2444621,16.0,2024-12-14 15:00:00,11,Everton,Away,92.0,7.0,1.0,1.0,,,,58.0,4.0,1.0,2.0,6.0,,13.0,149.0,,,10.0,15.0,9.0,1.0,,,1.0,,,,,,2.0,,,,,,4.0,11.0,2.0,1.0,1.0,,26.0,52.0,,,,1.0,1.0,2.0,13.0,,,2.0,3.0,3.0,,11.0,2.0,54.0,53.0,1.0,39.0,15.0,,,,,,,,38.0,9.0,5.0,,,,,88.0,,,,,,,6.0,,,,3.0,,,,,15.0,,7.0,7.0,1.0,,2.0,49.0,46.0,14.0,8.0,,,1.0,,188.0,,,5.0,,,17.0,32.0,11.0,,,,,110.0,110.0,3.0,28.0,11.0,23.4,,,,2.0,3.0,0.0,,,,46.0,5.0,,5.0,,,1.0,,,,2.0,25.0,140.0,1.0,1.0,108.0,17.0,39.0,17.0,2.0,8.0,6.0,110907.06,1.0,55.0,1.0,109.0,3.0,1.0,24.0,,48.0,3.0,209.0,,0.0,2.0,29.0,,17.0,3.0,397.0,8.0,15.0,,10.0,2.0,20.0,0.0
2444633,17.0,2024-12-22 14:00:00,11,Everton,Home,81.0,11.0,,1.0,1.0,1.0,,72.0,6.0,,4.0,6.0,3.0,20.0,152.0,,,6.0,9.0,9.0,2.0,,,1.0,,,1.0,1.0,1.0,4.0,,,,,,12.0,6.0,6.0,2.0,3.0,,40.0,39.0,1.0,2.0,,2.0,4.0,1.0,17.0,1.0,,2.0,4.0,2.0,,12.0,2.0,68.0,55.0,2.0,21.0,9.0,,,,,,,,42.0,20.0,11.0,,2.0,1.0,1.0,93.0,,,,,,,11.0,,,,,,,,1.0,9.0,,10.0,10.0,,,4.0,43.0,59.0,24.0,5.0,,,2.0,4.0,185.0,,,5.0,,,29.0,32.0,12.0,,,,,101.0,101.0,1.0,14.0,14.0,25.0,,,,,9.0,0.0,,,,33.0,3.0,2.0,4.0,,1.0,1.0,,1.0,,3.0,37.0,139.0,4.0,2.0,89.0,19.0,21.0,16.0,2.0,9.0,7.0,104155.84,1.0,67.0,2.0,129.0,,,26.0,3.0,55.0,2.0,209.0,,0.0,5.0,30.0,,7.0,4.0,377.0,7.0,10.0,,5.0,2.0,11.0,0.0
2444645,18.0,2024-12-26 12:30:00,11,Everton,Away,159.0,12.0,3.0,6.0,3.0,,,106.0,9.0,1.0,7.0,5.0,2.0,27.0,259.0,,,9.0,9.0,9.0,4.0,2.0,3.0,1.0,,,,,,5.0,,,,,,6.0,16.0,8.0,5.0,3.0,,55.0,48.0,,,1.0,2.0,3.0,2.0,13.0,,,5.0,6.0,5.0,,7.0,1.0,48.0,38.0,2.0,35.0,14.0,,,,,,,,55.0,10.0,5.0,1.0,,,,122.0,,,,,,,10.0,,,1.0,1.0,,,,,14.0,,7.0,7.0,1.0,,7.0,67.0,55.0,29.0,8.0,,3.0,3.0,3.0,297.0,,,10.0,,,36.0,39.0,15.0,1.0,1.0,1.0,,103.0,103.0,2.0,26.0,9.0,33.7,,,1.0,,10.0,0.0,,,,74.0,3.0,1.0,4.0,,1.0,1.0,3.0,,,3.0,44.0,244.0,3.0,6.0,173.0,27.0,35.0,16.0,5.0,16.0,11.0,111230.29,1.0,78.0,3.0,161.0,2.0,1.0,23.0,3.0,58.0,2.0,318.0,1.0,0.0,8.0,17.0,,11.0,4.0,504.0,15.0,14.0,,7.0,5.0,14.0,0.0
2444653,19.0,2024-12-29 15:00:00,11,Everton,Home,140.0,20.0,1.0,8.0,7.0,1.0,,259.0,4.0,,9.0,11.0,8.0,34.0,391.0,,,32.0,22.0,27.0,10.0,1.0,1.0,,,,,1.0,,10.0,,,,,,8.0,7.0,4.0,9.0,4.0,,69.0,55.0,,,,,6.0,2.0,4.0,,,5.0,11.0,19.0,,10.0,1.0,57.0,64.0,,17.0,10.0,1.0,,,,,,,101.0,13.0,10.0,,2.0,1.0,1.0,180.0,,,,,,,4.0,,,,1.0,,,,,10.0,,6.0,6.0,,,9.0,112.0,82.0,45.0,4.0,,9.0,2.0,2.0,463.0,,,,1.0,,84.0,88.0,50.0,,,,,166.0,166.0,2.0,26.0,16.0,63.7,,,,,15.0,0.0,,,,123.0,4.0,1.0,5.0,,,,9.0,,,4.0,143.0,376.0,6.0,11.0,163.0,42.0,17.0,20.0,3.0,34.0,31.0,108194.75,,191.0,3.0,355.0,1.0,,30.0,9.0,72.0,1.0,484.0,,0.0,13.0,16.0,1.0,36.0,4.0,704.0,28.0,23.0,,12.0,5.0,12.0,0.0
2444660,20.0,2025-01-04 15:00:00,11,Everton,Away,74.0,9.0,,1.0,1.0,3.0,,144.0,4.0,2.0,6.0,15.0,6.0,29.0,217.0,,,15.0,25.0,12.0,6.0,,1.0,,,,,,,6.0,,,,,,11.0,12.0,7.0,5.0,4.0,,56.0,58.0,,1.0,,3.0,6.0,,7.0,,,3.0,5.0,3.0,,10.0,3.0,61.0,55.0,3.0,31.0,14.0,,1.0,,,,,,64.0,14.0,14.0,,3.0,2.0,,151.0,,,,,,,7.0,,,,,,,,,14.0,,13.0,13.0,3.0,,6.0,60.0,78.0,30.0,9.0,,6.0,,,295.0,,,4.0,,,47.0,71.0,29.0,,,,,166.0,166.0,4.0,20.0,21.0,41.7,,,,2.0,13.0,0.0,,,,56.0,5.0,2.0,7.0,,,,9.0,,,4.0,85.0,199.0,6.0,6.0,93.0,20.0,31.0,18.0,3.0,13.0,10.0,,,141.0,5.0,243.0,,2.0,53.0,8.0,81.0,,323.0,,0.0,9.0,16.0,,29.0,2.0,549.0,16.0,19.0,,13.0,3.0,10.0,0.0
2444672,21.0,2025-01-15 19:30:00,11,Everton,Home,171.0,15.0,1.0,4.0,3.0,1.0,1.0,169.0,5.0,1.0,5.0,5.0,4.0,30.0,336.0,,1.0,18.0,19.0,16.0,5.0,1.0,3.0,,,,,,,6.0,,,,,1.0,10.0,6.0,5.0,7.0,3.0,,60.0,47.0,3.0,3.0,,,7.0,1.0,6.0,,,8.0,6.0,4.0,,15.0,2.0,64.0,46.0,,23.0,15.0,1.0,2.0,,,,,,69.0,17.0,10.0,,1.0,2.0,,124.0,,,,,,,6.0,,,,1.0,,,,,15.0,,10.0,10.0,1.0,,6.0,118.0,48.0,26.0,5.0,,3.0,3.0,3.0,397.0,,,4.0,,,60.0,63.0,28.0,,,,,147.0,147.0,3.0,19.0,15.0,49.7,,,,,16.0,0.0,,,,115.0,1.0,1.0,2.0,,4.0,,6.0,,,3.0,69.0,321.0,7.0,6.0,190.0,30.0,23.0,8.0,8.0,20.0,12.0,105376.88,,114.0,7.0,247.0,1.0,1.0,19.0,5.0,54.0,5.0,417.0,,0.0,10.0,19.0,1.0,20.0,2.0,621.0,15.0,20.0,,1.0,8.0,9.0,0.0
2444683,22.0,2025-01-19 14:00:00,11,Everton,Home,134.0,16.0,,5.0,5.0,2.0,2.0,140.0,6.0,,3.0,9.0,13.0,31.0,269.0,,,12.0,15.0,18.0,7.0,2.0,2.0,2.0,,,,,,9.0,,,,,1.0,9.0,7.0,4.0,9.0,3.0,,67.0,43.0,5.0,3.0,2.0,4.0,18.0,2.0,13.0,1.0,,3.0,10.0,2.0,,8.0,2.0,61.0,65.0,4.0,34.0,16.0,,,,,,,,51.0,14.0,14.0,1.0,4.0,4.0,,127.0,2.0,,1.0,2.0,,,7.0,,,2.0,1.0,,,,,16.0,1.0,12.0,12.0,6.0,,3.0,65.0,46.0,27.0,8.0,1.0,4.0,7.0,6.0,303.0,,,4.0,,,40.0,61.0,26.0,,,,,110.0,110.0,5.0,17.0,16.0,35.4,,,,,26.0,0.0,,,,67.0,4.0,,3.0,,,2.0,4.0,,,3.0,90.0,251.0,18.0,11.0,147.0,25.0,34.0,24.0,3.0,19.0,16.0,,2.0,119.0,7.0,198.0,1.0,,22.0,14.0,53.0,2.0,326.0,,0.0,12.0,23.0,,16.0,2.0,549.0,25.0,13.0,,12.0,3.0,19.0,0.0
2444692,23.0,2025-01-25 15:00:00,11,Everton,Away,151.0,10.0,,,,1.0,,73.0,6.0,,1.0,7.0,4.0,24.0,224.0,,,9.0,20.0,25.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,4.0,9.0,7.0,2.0,1.0,,42.0,42.0,,,1.0,2.0,4.0,,8.0,,1.0,1.0,,2.0,,13.0,,62.0,61.0,2.0,55.0,28.0,,,,,,,,38.0,11.0,7.0,,2.0,1.0,,128.0,,,,,,,14.0,,,,1.0,,,,,28.0,,11.0,11.0,1.0,,1.0,68.0,60.0,24.0,9.0,1.0,1.0,,1.0,272.0,,,4.0,2.0,,30.0,24.0,8.0,,,,1.0,126.0,126.0,1.0,27.0,9.0,31.1,,,,1.0,10.0,0.0,,,,60.0,1.0,,1.0,,,,2.0,,,4.0,27.0,213.0,4.0,1.0,177.0,19.0,55.0,15.0,1.0,4.0,3.0,111858.74,,52.0,2.0,125.0,2.0,,27.0,4.0,62.0,1.0,298.0,,0.0,3.0,26.0,,16.0,4.0,497.0,7.0,15.0,,5.0,1.0,15.0,0.0
2444704,24.0,2025-02-01 15:00:00,11,Everton,Home,230.0,24.0,2.0,4.0,2.0,1.0,1.0,133.0,7.0,1.0,3.0,2.0,10.0,31.0,359.0,2.0,3.0,19.0,13.0,17.0,6.0,2.0,2.0,,,,,,1.0,11.0,,,,,,5.0,5.0,4.0,11.0,2.0,,68.0,49.0,6.0,3.0,4.0,4.0,4.0,2.0,4.0,,,5.0,3.0,3.0,,10.0,,38.0,51.0,4.0,30.0,19.0,,1.0,1.49737,2.4642,,2.5057,0.0552,49.0,7.0,13.0,2.0,1.0,2.0,,156.0,3.0,,2.0,3.0,,,7.0,,,4.0,1.0,,,,1.0,19.0,1.0,4.0,4.0,,,3.0,111.0,63.0,35.0,6.0,2.0,4.0,7.0,7.0,423.0,,,6.0,1.0,,43.0,41.0,31.0,,,,,128.0,128.0,4.0,20.0,21.0,47.0,,,,,14.0,0.0,,,,108.0,1.0,,1.0,,6.0,,4.0,1.0,,4.0,63.0,341.0,4.0,11.0,256.0,39.0,30.0,14.0,5.0,13.0,8.0,112115.91,,100.0,4.0,200.0,1.0,1.0,9.0,11.0,56.0,3.0,443.0,2.0,0.0,13.0,13.0,5.0,24.0,0.0,628.0,33.0,11.0,,9.0,5.0,8.0,0.0
2444712,25.0,2025-02-15 17:30:00,11,Everton,Away,135.0,21.0,,3.0,3.0,1.0,,132.0,7.0,2.0,6.0,2.0,9.0,31.0,264.0,1.0,,13.0,22.0,32.0,8.0,,1.0,2.0,,,,,,8.0,,,,,2.0,5.0,9.0,8.0,6.0,5.0,,55.0,52.0,2.0,1.0,1.0,,7.0,4.0,10.0,,,2.0,9.0,5.0,,9.0,3.0,61.0,70.0,,48.0,33.0,,1.0,0.510553,0.9637,,1.3034,1.782,64.0,12.0,9.0,1.0,2.0,1.0,,158.0,1.0,,1.0,1.0,,1.0,8.0,,,1.0,2.0,,,,,33.0,,11.0,11.0,,,6.0,97.0,75.0,34.0,6.0,1.0,1.0,8.0,6.0,344.0,,,5.0,1.0,,39.0,64.0,27.0,,,,,162.0,162.0,5.0,14.0,21.0,41.9,,,,,16.0,0.0,,,,58.0,2.0,3.0,5.0,,1.0,2.0,1.0,1.0,,2.0,63.0,249.0,7.0,9.0,154.0,50.0,48.0,17.0,2.0,17.0,15.0,112587.95,3.0,114.0,8.0,231.0,2.0,2.0,14.0,11.0,67.0,1.0,368.0,1.0,0.0,11.0,20.0,1.0,19.0,1.0,591.0,18.0,19.0,,9.0,2.0,6.0,0.0
2444723,26.0,2025-02-22 12:30:00,11,Everton,Home,108.0,15.0,2.0,8.0,6.0,1.0,1.0,131.0,3.0,,5.0,5.0,4.0,25.0,231.0,,,12.0,20.0,20.0,5.0,1.0,2.0,2.0,,,,,,7.0,,,,,,5.0,4.0,5.0,8.0,1.0,,52.0,51.0,4.0,3.0,1.0,,5.0,1.0,7.0,,1.0,7.0,8.0,7.0,,12.0,,61.0,59.0,,35.0,15.0,,,0.90909,1.9078,,1.6128,0.2623,56.0,12.0,9.0,1.0,,2.0,,132.0,1.0,,1.0,,1.0,1.0,5.0,,,1.0,1.0,,,,1.0,15.0,,9.0,9.0,1.0,,5.0,67.0,62.0,34.0,9.0,1.0,,7.0,8.0,294.0,,,3.0,2.0,,38.0,65.0,32.0,,,,,130.0,130.0,7.0,13.0,21.0,37.9,,2.0,,,11.0,0.0,,,,62.0,,1.0,1.0,,,2.0,,,,3.0,63.0,217.0,5.0,7.0,121.0,36.0,35.0,18.0,6.0,23.0,17.0,113849.8,2.0,109.0,3.0,215.0,1.0,,17.0,5.0,54.0,1.0,313.0,,0.0,9.0,24.0,,13.0,4.0,506.0,23.0,5.0,,6.0,7.0,18.0,0.0
2444730,27.0,2025-02-26 19:30:00,11,Everton,Away,167.0,11.0,2.0,4.0,2.0,,,188.0,7.0,,4.0,7.0,10.0,26.0,351.0,,,19.0,15.0,16.0,8.0,1.0,2.0,3.0,,,,,2.0,12.0,,,,,,2.0,8.0,4.0,7.0,7.0,,78.0,47.0,2.0,2.0,1.0,1.0,6.0,2.0,9.0,,,5.0,8.0,7.0,1.0,7.0,1.0,41.0,38.0,1.0,33.0,18.0,,,0.522957,1.3698,,2.3591,0.8901,47.0,6.0,3.0,,1.0,1.0,,121.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,1.0,18.0,,4.0,4.0,,,5.0,113.0,47.0,27.0,2.0,,5.0,5.0,4.0,410.0,,,3.0,,,65.0,48.0,25.0,,,,,117.0,117.0,1.0,18.0,20.0,48.2,,,1.0,,19.0,0.0,,,,113.0,1.0,1.0,2.0,,1.0,3.0,8.0,1.0,,2.0,82.0,340.0,6.0,10.0,195.0,24.0,33.0,10.0,5.0,21.0,16.0,111827.57,3.0,115.0,6.0,251.0,,,16.0,10.0,48.0,,425.0,,0.0,14.0,15.0,,23.0,1.0,591.0,17.0,8.0,,4.0,5.0,8.0,0.0
2444749,28.0,2025-03-08 20:00:00,11,Everton,Away,151.0,12.0,3.0,5.0,2.0,,1.0,87.0,6.0,,5.0,5.0,3.0,25.0,233.0,,,9.0,9.0,15.0,7.0,2.0,3.0,1.0,,,,,,8.0,,,,,1.0,10.0,5.0,6.0,7.0,5.0,,57.0,42.0,2.0,2.0,,2.0,9.0,7.0,6.0,,,5.0,6.0,5.0,,9.0,2.0,44.0,62.0,2.0,35.0,23.0,1.0,,0.741237,1.4143,,1.4977,1.1193,35.0,16.0,10.0,,1.0,1.0,,111.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,23.0,,8.0,8.0,,,5.0,68.0,46.0,22.0,5.0,1.0,1.0,9.0,4.0,281.0,,,3.0,,,22.0,32.0,24.0,,,,,110.0,110.0,3.0,18.0,14.0,34.5,,2.0,,1.0,15.0,0.0,,,,70.0,2.0,,2.0,,1.0,1.0,1.0,2.0,,3.0,42.0,218.0,9.0,10.0,171.0,21.0,35.0,9.0,4.0,16.0,12.0,109473.83,1.0,74.0,5.0,151.0,1.0,,20.0,3.0,57.0,1.0,306.0,,0.0,12.0,32.0,,9.0,2.0,497.0,18.0,12.0,,5.0,5.0,16.0,0.0
2444753,29.0,2025-03-15 15:00:00,11,Everton,Home,167.0,14.0,1.0,10.0,9.0,1.0,,256.0,2.0,1.0,5.0,4.0,7.0,27.0,413.0,,,18.0,24.0,20.0,10.0,,4.0,,,,,,,8.0,,,,,,8.0,8.0,2.0,12.0,1.0,,101.0,44.0,1.0,,1.0,3.0,11.0,4.0,10.0,,1.0,6.0,18.0,8.0,1.0,15.0,3.0,63.0,49.0,3.0,25.0,13.0,,,1.49076,0.9969,,1.4561,1.8235,63.0,12.0,8.0,,2.0,3.0,,166.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,13.0,,9.0,9.0,,,6.0,102.0,70.0,47.0,5.0,,3.0,8.0,5.0,475.0,,,1.0,2.0,,86.0,95.0,37.0,,,,,139.0,139.0,7.0,15.0,15.0,53.9,,,1.0,,18.0,0.0,,,,119.0,3.0,1.0,5.0,,,,4.0,1.0,,4.0,134.0,403.0,11.0,11.0,182.0,22.0,25.0,8.0,5.0,34.0,29.0,107422.92,,176.0,3.0,340.0,,1.0,17.0,7.0,52.0,1.0,488.0,,0.0,13.0,15.0,,21.0,1.0,706.0,29.0,16.0,,6.0,6.0,9.0,0.0
2444766,30.0,2025-04-02 20:00:00,11,Everton,Away,76.0,8.0,1.0,1.0,,1.0,,55.0,4.0,,5.0,9.0,1.0,16.0,130.0,,,7.0,15.0,24.0,2.0,2.0,,2.0,,,,,1.0,3.0,,,1.0,,1.0,7.0,11.0,6.0,3.0,2.0,,16.0,47.0,2.0,2.0,,2.0,13.0,3.0,10.0,,,5.0,9.0,3.0,,8.0,1.0,49.0,51.0,2.0,47.0,27.0,,,0.197088,0.665,,,0.2695,30.0,11.0,7.0,,1.0,,,100.0,,,,,,,9.0,,,,2.0,,,,,27.0,1.0,12.0,12.0,2.0,,5.0,49.0,52.0,17.0,11.0,,2.0,2.0,,184.0,,,9.0,1.0,,23.0,24.0,31.0,,,,,126.0,126.0,2.0,21.0,14.0,26.1,1.0,,,2.0,21.0,0.0,,,,41.0,1.0,1.0,3.0,,,2.0,2.0,1.0,,5.0,35.0,119.0,13.0,4.0,93.0,20.0,47.0,9.0,5.0,17.0,12.0,110191.87,2.0,68.0,6.0,130.0,2.0,,24.0,1.0,50.0,4.0,206.0,,0.0,5.0,17.0,,10.0,2.0,419.0,17.0,12.0,,3.0,5.0,12.0,0.0
2444773,31.0,2025-04-05 12:30:00,11,Everton,Home,66.0,8.0,,2.0,2.0,,1.0,66.0,9.0,,,3.0,,15.0,130.0,,1.0,12.0,18.0,7.0,4.0,,1.0,2.0,,,,,,3.0,1.0,,,,,11.0,11.0,3.0,3.0,2.0,,27.0,25.0,1.0,1.0,1.0,2.0,11.0,1.0,9.0,1.0,,3.0,7.0,2.0,,12.0,1.0,65.0,44.0,2.0,31.0,19.0,1.0,,0.549513,1.0886,,0.9572,0.65,38.0,17.0,13.0,,3.0,3.0,,74.0,,,,,,,13.0,,,,,,,,,19.0,,5.0,5.0,,,,50.0,45.0,17.0,8.0,1.0,2.0,2.0,2.0,162.0,,,6.0,,,28.0,18.0,27.0,,,,1.0,109.0,109.0,4.0,10.0,7.0,29.7,,,1.0,1.0,17.0,0.0,,,,38.0,3.0,1.0,3.0,,1.0,2.0,2.0,,,5.0,39.0,113.0,11.0,4.0,72.0,20.0,31.0,17.0,2.0,14.0,12.0,100556.65,2.0,74.0,1.0,131.0,,,16.0,,41.0,,189.0,1.0,0.0,5.0,17.0,1.0,17.0,3.0,375.0,19.0,11.0,,7.0,3.0,11.0,0.0
