matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855373,21,2017-01-15 13:30:00,11,Everton,Home,96.0,5.0,,,,2.0,,87.0,3.0,,5.0,10.0,6.0,29.0,183.0,,1.0,12.0,17.0,8.0,2.0,,,,,,,,,,,6.0,,,,,,,14.0,5.0,8.0,5.0,1.0,42.0,61.0,,,,,22.0,1.0,11.0,1.0,1.0,3.0,6.0,5.0,,10.0,2.0,56.0,52.0,,25.0,13.0,,1.0,59.0,17.0,7.0,2.0,,1.0,,,135.0,4.0,,3.0,4.0,,,7.0,4.0,,,13.0,,9.0,9.0,2.0,5.0,60.0,66.0,26.0,6.0,1.0,1.0,5.0,4.0,241.0,5.0,,,31.0,43.0,25.0,,,,,,133.0,133.0,2.0,27.0,16.0,29.2,,,,,22.0,0.0,33.0,4.0,1.0,4.0,,,,1.0,,3.0,51.0,171.0,17.0,6.0,110.0,15.0,25.0,18.0,2.0,13.0,11.0,,102.0,5.0,173.0,,,31.0,8.0,73.0,4.0,270.0,,0.0,6.0,21.0,2.0,15.0,2.0,455.0,9.0,14.0,16.0,3.0,14.0,0.0
855385,22,2017-01-21 15:00:00,11,Everton,Away,149.0,17.0,1.0,5.0,4.0,,,235.0,2.0,,5.0,2.0,10.0,27.0,379.0,,1.0,21.0,25.0,9.0,12.0,1.0,4.0,,,,,,,,,13.0,,,,,1.0,,9.0,5.0,3.0,9.0,8.0,69.0,64.0,,,,1.0,17.0,3.0,8.0,,,7.0,15.0,7.0,,13.0,1.0,65.0,48.0,1.0,40.0,25.0,,,60.0,15.0,9.0,,,3.0,2.0,,168.0,1.0,,1.0,1.0,,,4.0,1.0,4.0,,25.0,1.0,6.0,6.0,,5.0,120.0,69.0,35.0,8.0,1.0,6.0,8.0,8.0,455.0,4.0,4.0,,81.0,75.0,35.0,,,,,,160.0,160.0,3.0,33.0,16.0,56.0,1.0,,,,17.0,0.0,119.0,2.0,,2.0,,,,6.0,1.0,3.0,138.0,369.0,7.0,14.0,172.0,36.0,40.0,22.0,5.0,29.0,24.0,,192.0,3.0,333.0,4.0,,21.0,11.0,70.0,1.0,476.0,,0.0,17.0,14.0,1.0,22.0,1.0,698.0,23.0,15.0,17.0,7.0,10.0,0.0
855401,23,2017-02-01 20:00:00,11,Everton,Away,197.0,9.0,,4.0,4.0,,1.0,190.0,7.0,1.0,4.0,6.0,13.0,27.0,383.0,,,16.0,23.0,14.0,8.0,2.0,1.0,,,,,1.0,,,,11.0,,,,,,2.0,5.0,9.0,5.0,8.0,7.0,90.0,51.0,1.0,1.0,,,13.0,3.0,12.0,1.0,,5.0,5.0,4.0,,11.0,3.0,59.0,50.0,,26.0,13.0,,,59.0,12.0,20.0,,,4.0,1.0,1.0,185.0,,,,,,,12.0,,1.0,,13.0,,11.0,11.0,1.0,4.0,92.0,83.0,46.0,5.0,,5.0,5.0,5.0,450.0,3.0,1.0,,51.0,68.0,27.0,,,,,,145.0,145.0,3.0,26.0,17.0,52.9,,,1.0,,13.0,0.0,118.0,5.0,1.0,5.0,,,,7.0,1.0,2.0,78.0,358.0,5.0,10.0,225.0,23.0,26.0,12.0,5.0,15.0,10.0,,121.0,4.0,275.0,1.0,1.0,27.0,14.0,67.0,3.0,485.0,,0.0,15.0,8.0,,20.0,0.0,668.0,17.0,10.0,9.0,5.0,7.0,0.0
855404,24,2017-02-04 15:00:00,11,Everton,Home,198.0,10.0,,2.0,2.0,1.0,,195.0,3.0,,3.0,6.0,12.0,33.0,391.0,1.0,1.0,12.0,10.0,11.0,6.0,1.0,,1.0,,,,,,,2.0,13.0,,,,,,2.0,8.0,8.0,10.0,12.0,3.0,85.0,66.0,3.0,,4.0,1.0,11.0,3.0,8.0,,1.0,4.0,6.0,1.0,,14.0,5.0,51.0,57.0,1.0,33.0,15.0,,,58.0,14.0,4.0,5.0,,,1.0,,160.0,4.0,,1.0,4.0,,1.0,9.0,6.0,5.0,1.0,15.0,,16.0,16.0,2.0,3.0,113.0,81.0,42.0,8.0,1.0,1.0,10.0,10.0,455.0,2.0,2.0,,74.0,59.0,16.0,,,,,,131.0,131.0,2.0,38.0,19.0,45.7,,,,,11.0,0.0,119.0,3.0,2.0,5.0,,,1.0,2.0,,3.0,93.0,377.0,4.0,11.0,220.0,23.0,33.0,27.0,1.0,9.0,8.0,2.0,134.0,4.0,266.0,6.0,,25.0,13.0,76.0,4.0,477.0,1.0,0.0,15.0,22.0,2.0,15.0,3.0,675.0,29.0,8.0,20.0,4.0,19.0,0.0
855417,25,2017-02-11 15:00:00,11,Everton,Away,278.0,20.0,1.0,3.0,2.0,1.0,,180.0,4.0,,5.0,3.0,21.0,33.0,455.0,1.0,2.0,20.0,25.0,23.0,5.0,2.0,1.0,,,,,,,,1.0,6.0,,,,,,,4.0,6.0,3.0,5.0,2.0,109.0,80.0,2.0,2.0,,2.0,21.0,1.0,15.0,,,2.0,9.0,1.0,,17.0,1.0,74.0,67.0,2.0,28.0,14.0,,1.0,79.0,9.0,14.0,,1.0,1.0,1.0,,218.0,,,,,,,8.0,,3.0,,14.0,,15.0,15.0,1.0,5.0,116.0,94.0,47.0,5.0,,3.0,4.0,3.0,539.0,2.0,4.0,,47.0,57.0,21.0,,,,,,166.0,166.0,3.0,36.0,34.0,54.1,,,,1.0,21.0,0.0,119.0,3.0,,3.0,,,,3.0,,3.0,55.0,439.0,11.0,7.0,295.0,35.0,28.0,16.0,2.0,13.0,11.0,,107.0,5.0,280.0,3.0,,36.0,21.0,83.0,2.0,562.0,1.0,0.0,7.0,24.0,2.0,23.0,0.0,772.0,19.0,13.0,7.0,2.0,15.0,0.0
855424,26,2017-02-25 15:00:00,11,Everton,Home,218.0,15.0,4.0,9.0,5.0,1.0,2.0,218.0,6.0,,,4.0,12.0,35.0,427.0,,1.0,12.0,19.0,12.0,9.0,5.0,5.0,1.0,,,,,,,,12.0,,,,,1.0,3.0,5.0,8.0,2.0,16.0,4.0,84.0,62.0,2.0,2.0,,4.0,9.0,3.0,9.0,,1.0,10.0,6.0,10.0,,7.0,,54.0,57.0,4.0,33.0,19.0,,,58.0,10.0,16.0,1.0,,6.0,4.0,,185.0,2.0,,2.0,2.0,,1.0,9.0,2.0,,,19.0,1.0,13.0,13.0,,,115.0,85.0,47.0,6.0,1.0,8.0,8.0,8.0,485.0,6.0,1.0,,52.0,77.0,40.0,,,,,,143.0,143.0,2.0,29.0,27.0,63.6,1.0,,,,9.0,0.0,128.0,1.0,,1.0,,,1.0,9.0,1.0,3.0,96.0,409.0,4.0,16.0,235.0,27.0,33.0,22.0,9.0,29.0,20.0,2.0,136.0,6.0,306.0,,,22.0,13.0,73.0,1.0,512.0,,0.0,20.0,16.0,1.0,15.0,0.0,735.0,28.0,17.0,13.0,10.0,14.0,0.0
855438,27,2017-03-05 13:30:00,11,Everton,Away,188.0,17.0,1.0,3.0,2.0,5.0,,143.0,7.0,1.0,6.0,8.0,11.0,35.0,328.0,,,20.0,19.0,10.0,3.0,2.0,1.0,,,,,,,,,5.0,,,,,,2.0,11.0,11.0,9.0,4.0,4.0,76.0,71.0,2.0,,2.0,3.0,17.0,3.0,11.0,,,2.0,5.0,5.0,,11.0,,59.0,46.0,3.0,13.0,6.0,1.0,1.0,61.0,14.0,9.0,1.0,,2.0,1.0,,185.0,2.0,1.0,1.0,1.0,1.0,,11.0,1.0,,,6.0,,19.0,19.0,1.0,7.0,95.0,80.0,37.0,7.0,,,7.0,4.0,410.0,7.0,3.0,,54.0,47.0,26.0,,,,,,161.0,161.0,2.0,25.0,32.0,48.5,,,,,17.0,0.0,84.0,4.0,,4.0,,2.0,,1.0,1.0,3.0,60.0,309.0,8.0,7.0,226.0,35.0,13.0,9.0,2.0,13.0,11.0,,102.0,11.0,227.0,,1.0,38.0,12.0,90.0,4.0,440.0,,0.0,8.0,22.0,1.0,22.0,2.0,631.0,9.0,14.0,5.0,2.0,12.0,0.0
855447,28,2017-03-11 15:00:00,11,Everton,Home,239.0,15.0,,5.0,5.0,3.0,,255.0,3.0,,6.0,9.0,24.0,50.0,489.0,,,18.0,21.0,16.0,9.0,,3.0,,,,,1.0,,,1.0,12.0,,,,,1.0,,6.0,1.0,4.0,8.0,8.0,109.0,64.0,2.0,,3.0,2.0,22.0,5.0,9.0,,1.0,4.0,7.0,4.0,,12.0,1.0,58.0,45.0,2.0,19.0,12.0,,,66.0,8.0,11.0,1.0,,3.0,1.0,1.0,186.0,2.0,,2.0,2.0,,,7.0,3.0,1.0,,12.0,1.0,9.0,9.0,,6.0,151.0,103.0,55.0,6.0,2.0,6.0,5.0,5.0,580.0,2.0,1.0,,68.0,89.0,22.0,,,,,,158.0,158.0,3.0,29.0,23.0,62.8,1.0,,,,22.0,0.0,159.0,,2.0,2.0,,,,6.0,,3.0,123.0,471.0,10.0,11.0,264.0,30.0,19.0,15.0,,12.0,12.0,,171.0,12.0,353.0,1.0,,37.0,27.0,91.0,,605.0,,0.0,16.0,11.0,,20.0,1.0,780.0,27.0,12.0,7.0,4.0,8.0,0.0
855454,29,2017-03-18 15:00:00,11,Everton,Home,147.0,12.0,1.0,2.0,1.0,,,232.0,4.0,,1.0,8.0,13.0,35.0,377.0,,4.0,24.0,14.0,8.0,7.0,1.0,2.0,,,,,,,,2.0,11.0,,,,,,1.0,4.0,4.0,2.0,12.0,2.0,87.0,66.0,3.0,,4.0,3.0,17.0,2.0,1.0,,,5.0,7.0,3.0,,19.0,,46.0,43.0,3.0,33.0,17.0,,1.0,63.0,9.0,7.0,2.0,,5.0,3.0,,169.0,3.0,,3.0,3.0,,,10.0,4.0,1.0,,17.0,,16.0,16.0,1.0,2.0,107.0,73.0,43.0,8.0,1.0,3.0,8.0,8.0,451.0,2.0,1.0,,75.0,79.0,30.0,,,,,,155.0,155.0,8.0,24.0,30.0,51.5,,,,1.0,17.0,0.0,106.0,,,,,1.0,,4.0,,3.0,106.0,366.0,8.0,11.0,170.0,23.0,33.0,12.0,2.0,15.0,13.0,,154.0,6.0,314.0,1.0,,26.0,13.0,70.0,4.0,469.0,,0.0,14.0,19.0,7.0,30.0,2.0,689.0,23.0,16.0,9.0,5.0,12.0,0.0
855467,30,2017-04-01 12:30:00,11,Everton,Away,156.0,15.0,2.0,7.0,5.0,4.0,1.0,163.0,2.0,,3.0,13.0,11.0,37.0,312.0,,,26.0,28.0,28.0,3.0,2.0,2.0,,,,,1.0,,,,4.0,,,,,,2.0,7.0,6.0,4.0,5.0,4.0,59.0,65.0,2.0,1.0,1.0,,15.0,2.0,17.0,1.0,,3.0,10.0,8.0,1.0,16.0,1.0,76.0,84.0,,17.0,11.0,,,57.0,10.0,16.0,,,2.0,2.0,1.0,174.0,1.0,,,,1.0,,2.0,,,1.0,11.0,,16.0,16.0,2.0,3.0,99.0,77.0,38.0,2.0,,3.0,3.0,4.0,405.0,4.0,2.0,,42.0,58.0,31.0,,,,,,183.0,183.0,1.0,33.0,25.0,48.6,,,,,15.0,0.0,97.0,2.0,1.0,2.0,,,,3.0,,3.0,77.0,297.0,3.0,6.0,190.0,31.0,17.0,22.0,3.0,23.0,20.0,,128.0,15.0,262.0,,,30.0,12.0,77.0,1.0,429.0,,0.0,9.0,25.0,1.0,34.0,3.0,648.0,20.0,16.0,15.0,3.0,19.0,0.0
855476,31,2017-04-04 20:00:00,11,Everton,Away,128.0,18.0,4.0,4.0,,2.0,,159.0,4.0,,2.0,7.0,10.0,34.0,283.0,,,9.0,9.0,11.0,6.0,2.0,4.0,1.0,,,,,,,,7.0,,,,,,,12.0,10.0,8.0,6.0,5.0,65.0,62.0,,,,3.0,6.0,5.0,12.0,,,5.0,3.0,1.0,1.0,16.0,2.0,60.0,45.0,3.0,53.0,28.0,,1.0,67.0,18.0,10.0,,,,,,148.0,1.0,,1.0,,1.0,,8.0,,5.0,2.0,28.0,,14.0,14.0,4.0,2.0,84.0,80.0,36.0,6.0,,1.0,8.0,4.0,338.0,6.0,2.0,,55.0,41.0,14.0,1.0,1.0,1.0,,,130.0,130.0,,29.0,20.0,38.4,,2.0,,1.0,6.0,0.0,73.0,,2.0,2.0,,,1.0,2.0,,2.0,54.0,267.0,4.0,9.0,141.0,30.0,53.0,12.0,5.0,9.0,4.0,1.0,103.0,11.0,238.0,5.0,,32.0,12.0,81.0,3.0,370.0,,1.0,11.0,19.0,,14.0,4.0,567.0,19.0,5.0,5.0,5.0,17.0,0.0
855484,32,2017-04-09 16:00:00,11,Everton,Home,213.0,22.0,2.0,5.0,3.0,4.0,,271.0,4.0,,,7.0,19.0,49.0,479.0,,1.0,26.0,18.0,19.0,5.0,1.0,4.0,,,,,,,,1.0,8.0,,,,,,,5.0,4.0,2.0,7.0,5.0,102.0,50.0,5.0,1.0,4.0,2.0,17.0,4.0,10.0,,,4.0,4.0,5.0,1.0,10.0,2.0,54.0,63.0,2.0,26.0,17.0,,,92.0,8.0,13.0,2.0,,2.0,,,207.0,4.0,1.0,2.0,3.0,1.0,,5.0,2.0,1.0,,17.0,,11.0,11.0,,1.0,151.0,94.0,49.0,6.0,1.0,1.0,9.0,7.0,570.0,1.0,2.0,,49.0,113.0,20.0,,,,,,173.0,173.0,2.0,20.0,26.0,60.1,,,3.0,,17.0,0.0,134.0,2.0,,2.0,,,,1.0,1.0,1.0,133.0,462.0,9.0,10.0,236.0,40.0,26.0,21.0,4.0,13.0,9.0,,190.0,8.0,371.0,1.0,,30.0,20.0,91.0,,594.0,,0.0,12.0,18.0,2.0,32.0,2.0,801.0,27.0,23.0,13.0,4.0,14.0,0.0
855493,33,2017-04-15 15:00:00,11,Everton,Home,148.0,18.0,1.0,4.0,3.0,3.0,1.0,302.0,3.0,1.0,5.0,8.0,9.0,41.0,446.0,,,14.0,26.0,17.0,18.0,1.0,4.0,,,,,1.0,,,,22.0,,,,1.0,,2.0,8.0,7.0,6.0,16.0,13.0,65.0,57.0,,1.0,,2.0,12.0,13.0,6.0,2.0,,6.0,10.0,8.0,1.0,18.0,1.0,71.0,50.0,2.0,45.0,30.0,,1.0,73.0,15.0,10.0,1.0,,4.0,3.0,1.0,165.0,2.0,,,2.0,,,8.0,1.0,6.0,,30.0,1.0,8.0,8.0,1.0,5.0,140.0,92.0,56.0,7.0,,4.0,17.0,7.0,497.0,4.0,,,81.0,85.0,32.0,1.0,1.0,1.0,,,147.0,147.0,4.0,20.0,19.0,63.2,1.0,,,1.0,12.0,0.0,159.0,4.0,1.0,3.0,,,,9.0,1.0,3.0,172.0,426.0,7.0,21.0,165.0,24.0,45.0,13.0,3.0,24.0,21.0,,208.0,13.0,388.0,6.0,1.0,32.0,10.0,80.0,3.0,529.0,,0.0,29.0,18.0,,17.0,2.0,764.0,32.0,13.0,6.0,6.0,17.0,0.0
855511,34,2017-04-22 15:00:00,11,Everton,Away,218.0,24.0,1.0,3.0,2.0,,,215.0,6.0,1.0,8.0,11.0,9.0,57.0,430.0,,,20.0,19.0,14.0,3.0,,1.0,,,,,,,,,3.0,,,,,,,11.0,8.0,7.0,1.0,3.0,81.0,56.0,,,,2.0,5.0,1.0,13.0,,,4.0,5.0,3.0,,10.0,2.0,64.0,51.0,2.0,24.0,15.0,,,68.0,15.0,9.0,,,1.0,1.0,,170.0,,,,,,,8.0,,,,15.0,,9.0,9.0,,8.0,140.0,88.0,58.0,8.0,,3.0,,,504.0,7.0,2.0,,53.0,114.0,15.0,,,,,,135.0,135.0,,26.0,19.0,59.4,,,,,14.0,0.0,133.0,1.0,2.0,3.0,,,,3.0,,3.0,70.0,414.0,5.0,3.0,234.0,34.0,24.0,15.0,4.0,13.0,9.0,,117.0,11.0,303.0,,1.0,30.0,10.0,87.0,2.0,524.0,1.0,0.0,4.0,20.0,,22.0,3.0,695.0,11.0,8.0,8.0,4.0,17.0,0.0
855513,35,2017-04-30 14:05:00,11,Everton,Home,163.0,16.0,1.0,1.0,,,,170.0,4.0,1.0,4.0,16.0,9.0,51.0,332.0,,,9.0,14.0,14.0,7.0,,,,,2.0,,3.0,,,,9.0,,,,,,,10.0,8.0,3.0,6.0,6.0,69.0,62.0,,,,2.0,8.0,2.0,16.0,,,2.0,6.0,2.0,,8.0,1.0,55.0,53.0,2.0,26.0,8.0,1.0,,79.0,13.0,10.0,,1.0,4.0,,3.0,163.0,,,,,,,11.0,,,,8.0,1.0,15.0,15.0,2.0,4.0,107.0,105.0,60.0,4.0,,4.0,3.0,3.0,399.0,3.0,3.0,,61.0,37.0,16.0,,,,,,140.0,140.0,2.0,29.0,24.0,49.5,,,,,8.0,0.0,84.0,,2.0,2.0,,1.0,,7.0,,2.0,56.0,318.0,3.0,7.0,176.0,31.0,26.0,12.0,2.0,10.0,8.0,,112.0,9.0,257.0,,1.0,32.0,9.0,88.0,2.0,423.0,,0.0,12.0,21.0,1.0,15.0,3.0,600.0,14.0,16.0,8.0,2.0,14.0,0.0
855530,36,2017-05-06 17:30:00,11,Everton,Away,223.0,27.0,1.0,3.0,2.0,3.0,,270.0,3.0,,5.0,4.0,10.0,55.0,490.0,,,22.0,22.0,21.0,5.0,2.0,1.0,,,,,,,,,7.0,,,,,,1.0,6.0,8.0,1.0,4.0,5.0,86.0,58.0,,,,3.0,13.0,2.0,5.0,,,5.0,16.0,13.0,,14.0,2.0,58.0,47.0,3.0,24.0,13.0,,1.0,84.0,13.0,5.0,,,2.0,,,191.0,,,,,,,4.0,,1.0,1.0,13.0,,7.0,7.0,,5.0,143.0,89.0,66.0,9.0,,3.0,4.0,2.0,557.0,3.0,1.0,,118.0,81.0,37.0,,,,,,146.0,146.0,2.0,28.0,21.0,62.4,,,,1.0,13.0,0.0,148.0,2.0,1.0,3.0,,,,5.0,,3.0,131.0,481.0,7.0,7.0,233.0,45.0,24.0,15.0,5.0,34.0,29.0,,178.0,9.0,369.0,1.0,,18.0,11.0,85.0,,568.0,,0.0,9.0,11.0,1.0,23.0,0.0,756.0,19.0,16.0,10.0,5.0,6.0,0.0
855534,37,2017-05-12 19:45:00,11,Everton,Home,198.0,16.0,2.0,7.0,5.0,3.0,,258.0,4.0,,6.0,10.0,19.0,50.0,449.0,,,21.0,25.0,31.0,7.0,2.0,4.0,2.0,,,,,,,,11.0,,,,,,,2.0,12.0,2.0,6.0,9.0,108.0,65.0,1.0,1.0,,1.0,8.0,5.0,10.0,,1.0,9.0,23.0,1.0,,10.0,1.0,58.0,62.0,1.0,53.0,28.0,,,69.0,7.0,11.0,1.0,,,,,192.0,1.0,,,1.0,,,8.0,1.0,2.0,,28.0,,15.0,15.0,1.0,6.0,137.0,86.0,52.0,8.0,,2.0,8.0,6.0,511.0,6.0,5.0,,75.0,95.0,35.0,,,,,,147.0,147.0,2.0,31.0,23.0,62.1,,,,,8.0,0.0,101.0,2.0,,2.0,,,2.0,4.0,,3.0,120.0,431.0,4.0,10.0,215.0,36.0,53.0,14.0,5.0,29.0,24.0,2.0,170.0,6.0,352.0,2.0,,27.0,22.0,88.0,2.0,538.0,,0.0,15.0,12.0,1.0,22.0,0.0,768.0,23.0,12.0,8.0,9.0,6.0,0.0
855542,38,2017-05-21 15:00:00,11,Everton,Away,113.0,19.0,1.0,7.0,6.0,1.0,,260.0,4.0,,3.0,7.0,12.0,41.0,366.0,,,13.0,9.0,8.0,15.0,1.0,2.0,1.0,,,,,,,,19.0,1.0,,,,,,10.0,13.0,4.0,15.0,7.0,52.0,59.0,,,1.0,,8.0,7.0,8.0,,1.0,6.0,19.0,9.0,,13.0,4.0,48.0,31.0,,20.0,12.0,,,69.0,15.0,9.0,1.0,,3.0,1.0,,153.0,,,,,,,8.0,,,1.0,12.0,,8.0,8.0,3.0,3.0,122.0,61.0,44.0,4.0,,6.0,10.0,7.0,406.0,5.0,1.0,,64.0,65.0,50.0,,,,,1.0,118.0,118.0,4.0,28.0,24.0,50.5,,,,,8.0,0.0,101.0,5.0,1.0,6.0,,1.0,1.0,8.0,1.0,3.0,129.0,349.0,7.0,16.0,122.0,31.0,20.0,10.0,4.0,33.0,29.0,1.0,173.0,1.0,339.0,,,17.0,13.0,65.0,1.0,428.0,,0.0,22.0,10.0,2.0,13.0,4.0,603.0,38.0,10.0,5.0,6.0,7.0,0.0
