matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210274,1,2021-08-14 15:00:00,11,Everton,Home,113.0,17.0,,6.0,6.0,,,128.0,2.0,1.0,7.0,3.0,6.0,26.0,235.0,,1.0,23.0,19.0,25.0,8.0,,2.0,1.0,,,,1.0,,,,,11.0,,,,,,10.0,5.0,1.0,11.0,3.0,51.0,60.0,3.0,1.0,2.0,,18.0,3.0,10.0,,,6.0,11.0,6.0,,14.0,1.0,61.0,68.0,,26.0,13.0,1.0,,19.0,56.0,13.0,14.0,1.0,,3.0,2.0,1.0,149.0,3.0,,3.0,2.0,1.0,,4.0,2.0,1.0,1.0,13.0,,6.0,6.0,,7.0,59.0,64.0,27.0,8.0,2.0,4.0,7.0,6.0,317.0,2.0,2.0,,52.0,63.0,31.0,,,,,167.0,167.0,6.0,23.0,21.0,48.1,,,3.0,1.0,18.0,0.0,78.0,2.0,,2.0,,,1.0,5.0,,,3.0,10.0,72.0,219.0,10.0,11.0,148.0,43.0,26.0,14.0,6.0,25.0,19.0,1.0,113.0,6.0,214.0,1.0,1.0,20.0,7.0,68.0,,337.0,,0.0,14.0,23.0,1.0,28.0,2.0,564.0,19.0,18.0,7.0,6.0,9.0,0.0
2210285,2,2021-08-21 15:00:00,11,Everton,Away,86.0,6.0,4.0,6.0,2.0,1.0,,88.0,1.0,,4.0,5.0,5.0,15.0,168.0,,1.0,15.0,16.0,17.0,11.0,3.0,2.0,,,,,,,1.0,,,14.0,1.0,,,,,4.0,7.0,10.0,9.0,8.0,41.0,54.0,1.0,1.0,1.0,,11.0,4.0,12.0,,1.0,5.0,7.0,2.0,,10.0,,58.0,47.0,,25.0,13.0,,,29.0,41.0,13.0,6.0,1.0,,2.0,1.0,,120.0,1.0,,1.0,1.0,,,13.0,1.0,,1.0,13.0,,20.0,20.0,3.0,4.0,45.0,63.0,20.0,8.0,1.0,5.0,10.0,8.0,232.0,7.0,,,34.0,41.0,20.0,,,,1.0,136.0,136.0,3.0,27.0,18.0,30.0,,2.0,,,11.0,0.0,47.0,,2.0,2.0,,,,5.0,,,3.0,19.0,54.0,163.0,4.0,15.0,110.0,26.0,25.0,17.0,5.0,15.0,10.0,,84.0,4.0,158.0,,,22.0,7.0,63.0,,253.0,,0.0,17.0,16.0,1.0,20.0,4.0,457.0,20.0,18.0,8.0,5.0,10.0,0.0
2210292,3,2021-08-28 15:00:00,11,Everton,Away,100.0,12.0,1.0,2.0,1.0,1.0,,145.0,6.0,,2.0,2.0,3.0,17.0,243.0,,,16.0,8.0,9.0,11.0,,1.0,3.0,,,,,,,,,12.0,1.0,,,,,7.0,5.0,9.0,8.0,6.0,47.0,60.0,,,1.0,1.0,18.0,5.0,10.0,,1.0,5.0,4.0,6.0,,14.0,2.0,52.0,40.0,1.0,15.0,4.0,,,30.0,40.0,9.0,7.0,1.0,,1.0,,,127.0,1.0,,,1.0,,,10.0,1.0,,1.0,4.0,,15.0,15.0,,2.0,73.0,53.0,28.0,4.0,1.0,4.0,8.0,5.0,294.0,6.0,,,78.0,42.0,22.0,,,,1.0,134.0,134.0,12.0,27.0,17.0,34.4,,,,,18.0,0.0,68.0,1.0,2.0,3.0,,1.0,3.0,4.0,,,2.0,16.0,88.0,231.0,10.0,12.0,120.0,21.0,15.0,19.0,4.0,14.0,10.0,3.0,123.0,4.0,209.0,,,14.0,3.0,39.0,,315.0,1.0,0.0,14.0,17.0,,20.0,2.0,509.0,23.0,20.0,7.0,5.0,10.0,0.0
2210305,4,2021-09-13 20:00:00,11,Everton,Home,163.0,20.0,1.0,5.0,4.0,3.0,1.0,150.0,3.0,,7.0,5.0,7.0,29.0,308.0,,1.0,19.0,22.0,26.0,5.0,3.0,4.0,1.0,,,,1.0,,,,1.0,8.0,,,,,1.0,2.0,7.0,4.0,8.0,6.0,68.0,63.0,2.0,1.0,2.0,3.0,23.0,4.0,9.0,,,4.0,10.0,4.0,1.0,5.0,,44.0,47.0,3.0,18.0,13.0,,,29.0,61.0,3.0,5.0,2.0,,2.0,1.0,1.0,182.0,3.0,,2.0,2.0,1.0,1.0,7.0,2.0,1.0,,13.0,,15.0,15.0,1.0,7.0,76.0,76.0,42.0,6.0,,2.0,9.0,6.0,394.0,2.0,,,63.0,67.0,23.0,,,,,163.0,163.0,,25.0,27.0,51.7,,,3.0,1.0,23.0,0.0,90.0,2.0,3.0,5.0,,,1.0,4.0,,,3.0,15.0,84.0,295.0,12.0,11.0,207.0,46.0,18.0,11.0,1.0,16.0,15.0,2.0,128.0,9.0,225.0,1.0,,18.0,7.0,62.0,2.0,416.0,,0.0,14.0,10.0,1.0,27.0,1.0,609.0,18.0,24.0,6.0,4.0,6.0,0.0
2210311,5,2021-09-18 17:30:00,11,Everton,Away,125.0,17.0,3.0,5.0,2.0,,1.0,108.0,9.0,,3.0,1.0,4.0,16.0,228.0,,1.0,11.0,24.0,16.0,6.0,3.0,2.0,,,,,1.0,1.0,,,,7.0,,,,,1.0,3.0,8.0,8.0,8.0,3.0,44.0,47.0,1.0,1.0,,6.0,15.0,5.0,13.0,,,4.0,9.0,5.0,,5.0,,56.0,51.0,6.0,17.0,10.0,,,21.0,32.0,10.0,7.0,,,1.0,1.0,1.0,142.0,,,,,,,12.0,,,,10.0,,6.0,6.0,1.0,3.0,66.0,59.0,26.0,5.0,,5.0,4.0,1.0,288.0,6.0,,1.0,44.0,48.0,22.0,,,,,135.0,135.0,1.0,26.0,17.0,44.4,,,,,15.0,0.0,58.0,1.0,,1.0,,2.0,,5.0,1.0,,4.0,10.0,59.0,210.0,5.0,9.0,153.0,26.0,17.0,11.0,3.0,18.0,15.0,,84.0,5.0,175.0,,,17.0,4.0,45.0,2.0,310.0,1.0,0.0,11.0,22.0,2.0,22.0,1.0,477.0,17.0,17.0,6.0,4.0,10.0,0.0
2210325,6,2021-09-25 15:00:00,11,Everton,Home,155.0,17.0,1.0,1.0,,4.0,,191.0,7.0,,3.0,1.0,9.0,24.0,345.0,,,17.0,14.0,8.0,7.0,1.0,2.0,,,,,,,,,,7.0,1.0,,,,1.0,7.0,4.0,6.0,7.0,4.0,68.0,57.0,2.0,1.0,2.0,1.0,25.0,4.0,12.0,,1.0,6.0,10.0,6.0,,5.0,2.0,49.0,39.0,1.0,15.0,10.0,,,28.0,51.0,12.0,9.0,,,3.0,2.0,,133.0,1.0,,1.0,1.0,,,11.0,1.0,,1.0,10.0,,9.0,9.0,,3.0,110.0,65.0,35.0,4.0,2.0,3.0,6.0,4.0,401.0,3.0,1.0,,93.0,46.0,25.0,,,,1.0,128.0,128.0,1.0,27.0,25.0,46.8,,,,,25.0,0.0,109.0,,2.0,2.0,,1.0,,3.0,,,3.0,13.0,91.0,332.0,11.0,9.0,174.0,29.0,15.0,11.0,6.0,24.0,18.0,,128.0,5.0,270.0,,,14.0,9.0,49.0,1.0,420.0,,0.0,11.0,18.0,1.0,22.0,2.0,591.0,22.0,11.0,4.0,6.0,8.0,0.0
2210337,7,2021-10-02 12:30:00,11,Everton,Away,84.0,13.0,,4.0,4.0,1.0,1.0,103.0,3.0,,3.0,8.0,3.0,23.0,183.0,,1.0,8.0,13.0,18.0,9.0,2.0,,2.0,,,,,,,,,10.0,,,,,2.0,7.0,9.0,4.0,10.0,2.0,42.0,55.0,1.0,,1.0,3.0,21.0,4.0,11.0,,1.0,1.0,9.0,2.0,,2.0,1.0,40.0,54.0,3.0,29.0,15.0,,,28.0,53.0,9.0,10.0,,,2.0,3.0,,131.0,1.0,,1.0,1.0,,1.0,8.0,1.0,,,15.0,,9.0,9.0,1.0,3.0,45.0,62.0,31.0,10.0,1.0,6.0,6.0,2.0,247.0,1.0,,,54.0,38.0,21.0,,,,,122.0,122.0,1.0,31.0,15.0,28.2,,,1.0,,21.0,0.0,50.0,2.0,3.0,5.0,,,2.0,6.0,,,2.0,17.0,46.0,174.0,13.0,12.0,109.0,26.0,29.0,11.0,1.0,15.0,14.0,3.0,87.0,8.0,174.0,,,28.0,3.0,61.0,2.0,268.0,,0.0,12.0,20.0,2.0,15.0,1.0,446.0,17.0,10.0,6.0,1.0,13.0,0.0
2210344,8,2021-10-17 14:00:00,11,Everton,Home,112.0,19.0,3.0,10.0,7.0,1.0,,137.0,6.0,,7.0,4.0,3.0,21.0,239.0,,,13.0,13.0,20.0,8.0,2.0,3.0,,,,,,,,,,12.0,,,,,,1.0,12.0,4.0,13.0,2.0,41.0,63.0,1.0,1.0,,1.0,21.0,4.0,8.0,,,7.0,17.0,8.0,,4.0,2.0,37.0,47.0,1.0,27.0,12.0,,,34.0,49.0,3.0,2.0,,,1.0,1.0,,145.0,,,,,,,11.0,,,,12.0,,10.0,10.0,1.0,7.0,73.0,65.0,37.0,9.0,,7.0,3.0,2.0,306.0,8.0,2.0,,50.0,62.0,38.0,,,,,149.0,149.0,4.0,33.0,15.0,39.0,,,,1.0,21.0,0.0,68.0,3.0,,3.0,,,,9.0,,,1.0,16.0,74.0,225.0,6.0,11.0,136.0,41.0,27.0,15.0,6.0,32.0,26.0,,117.0,7.0,223.0,1.0,,17.0,4.0,51.0,,327.0,,0.0,15.0,19.0,,18.0,0.0,536.0,27.0,19.0,6.0,7.0,12.0,0.0
2210356,9,2021-10-23 15:00:00,11,Everton,Home,142.0,19.0,1.0,7.0,6.0,3.0,2.0,158.0,5.0,,4.0,2.0,2.0,23.0,293.0,,,14.0,26.0,24.0,9.0,2.0,,1.0,,,,,,,,,13.0,,,,,2.0,6.0,10.0,10.0,11.0,4.0,55.0,57.0,2.0,,2.0,4.0,24.0,5.0,12.0,,,3.0,13.0,3.0,,4.0,2.0,57.0,67.0,4.0,28.0,15.0,,,19.0,61.0,9.0,12.0,,,3.0,4.0,,146.0,2.0,,2.0,2.0,,1.0,8.0,2.0,1.0,,15.0,,9.0,9.0,,4.0,86.0,66.0,33.0,5.0,1.0,5.0,8.0,4.0,366.0,4.0,,,63.0,48.0,32.0,,,,,151.0,151.0,4.0,28.0,21.0,50.1,,3.0,,,24.0,0.0,102.0,2.0,1.0,3.0,,1.0,1.0,6.0,,,2.0,12.0,86.0,276.0,7.0,13.0,178.0,39.0,28.0,14.0,3.0,23.0,20.0,2.0,131.0,5.0,234.0,1.0,,22.0,3.0,61.0,1.0,389.0,1.0,0.0,15.0,25.0,,21.0,4.0,612.0,37.0,20.0,7.0,3.0,14.0,0.0
2210370,10,2021-11-01 20:00:00,11,Everton,Away,140.0,13.0,1.0,5.0,4.0,1.0,2.0,145.0,3.0,1.0,2.0,,3.0,18.0,280.0,,,14.0,24.0,19.0,7.0,2.0,1.0,1.0,,,,,,,,,11.0,,,,,2.0,4.0,8.0,2.0,10.0,4.0,56.0,67.0,1.0,2.0,,,18.0,4.0,18.0,,,3.0,7.0,2.0,,10.0,2.0,64.0,68.0,,13.0,3.0,1.0,,34.0,53.0,8.0,10.0,,,2.0,2.0,,140.0,1.0,,,1.0,,,5.0,1.0,,,3.0,,13.0,13.0,,2.0,87.0,71.0,40.0,4.0,1.0,3.0,7.0,5.0,353.0,3.0,2.0,,48.0,60.0,27.0,,,,,145.0,145.0,4.0,25.0,32.0,38.0,,,,1.0,18.0,0.0,90.0,1.0,1.0,2.0,,,1.0,5.0,,,3.0,14.0,64.0,270.0,11.0,10.0,161.0,33.0,13.0,18.0,3.0,14.0,11.0,1.0,106.0,2.0,226.0,,1.0,19.0,4.0,54.0,2.0,373.0,1.0,0.0,14.0,26.0,1.0,20.0,1.0,573.0,26.0,18.0,13.0,3.0,15.0,0.0
