matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210376,11,2021-11-07 14:00:00,11,Everton,Home,155.0,16.0,1.0,5.0,4.0,,,196.0,2.0,1.0,5.0,,5.0,28.0,346.0,,,17.0,19.0,5.0,8.0,,1.0,1.0,,,,,,,,,9.0,,,,,2.0,11.0,5.0,3.0,8.0,4.0,56.0,57.0,,,,3.0,14.0,6.0,11.0,,2.0,4.0,6.0,5.0,,8.0,,60.0,57.0,3.0,13.0,7.0,,,30.0,79.0,13.0,17.0,,,2.0,,,147.0,,,,,,,3.0,,,,7.0,,15.0,15.0,1.0,5.0,112.0,66.0,32.0,2.0,,4.0,4.0,2.0,405.0,4.0,1.0,,79.0,65.0,23.0,,,,,127.0,127.0,5.0,23.0,23.0,44.8,,,,,14.0,0.0,113.0,,,,,1.0,1.0,4.0,,,3.0,13.0,104.0,329.0,6.0,8.0,173.0,42.0,13.0,22.0,4.0,15.0,11.0,1.0,153.0,3.0,270.0,,1.0,15.0,5.0,64.0,1.0,428.0,,1.0,12.0,22.0,1.0,22.0,2.0,627.0,21.0,11.0,13.0,4.0,13.0,0.0
2210385,12,2021-11-21 14:00:00,11,Everton,Away,97.0,15.0,,4.0,4.0,,,79.0,3.0,,2.0,2.0,,15.0,172.0,,,8.0,15.0,5.0,2.0,,,,,,1.0,1.0,,,1.0,,3.0,,,,,,7.0,12.0,5.0,3.0,1.0,44.0,48.0,,,,3.0,16.0,3.0,8.0,,,1.0,9.0,2.0,,7.0,1.0,45.0,38.0,3.0,17.0,6.0,1.0,,19.0,25.0,7.0,5.0,,,2.0,1.0,1.0,113.0,,,,,,,13.0,,1.0,,6.0,,6.0,6.0,2.0,2.0,44.0,52.0,22.0,7.0,,,2.0,1.0,224.0,4.0,,,29.0,39.0,16.0,,,,,117.0,117.0,1.0,33.0,7.0,22.7,,,,1.0,16.0,0.0,46.0,2.0,2.0,4.0,,,,,1.0,,3.0,10.0,46.0,162.0,7.0,2.0,126.0,35.0,17.0,18.0,1.0,13.0,12.0,,66.0,1.0,134.0,2.0,,19.0,,55.0,2.0,247.0,,0.0,4.0,18.0,,9.0,1.0,401.0,11.0,15.0,10.0,1.0,7.0,0.0
2210392,13,2021-11-28 14:00:00,11,Everton,Away,160.0,23.0,1.0,8.0,7.0,3.0,,293.0,1.0,1.0,4.0,3.0,1.0,25.0,445.0,,,17.0,12.0,25.0,9.0,1.0,2.0,,1.0,,,1.0,,,,,11.0,,,,,,3.0,5.0,1.0,10.0,4.0,89.0,84.0,1.0,1.0,,1.0,15.0,5.0,16.0,,,3.0,15.0,10.0,,8.0,2.0,58.0,65.0,1.0,26.0,11.0,,,29.0,88.0,11.0,8.0,,,3.0,2.0,1.0,209.0,,,,,,,2.0,,1.0,,11.0,,7.0,7.0,1.0,4.0,122.0,76.0,39.0,3.0,,3.0,7.0,5.0,525.0,,2.0,,100.0,113.0,35.0,1.0,1.0,1.0,,162.0,162.0,6.0,24.0,47.0,60.3,,,,3.0,15.0,0.0,116.0,2.0,1.0,3.0,,,,4.0,1.0,,1.0,20.0,157.0,435.0,8.0,10.0,185.0,53.0,26.0,24.0,3.0,30.0,27.0,,200.0,8.0,381.0,1.0,1.0,10.0,2.0,50.0,3.0,536.0,,0.0,14.0,19.0,,20.0,3.0,751.0,29.0,22.0,13.0,3.0,14.0,0.0
2210402,14,2021-12-01 20:15:00,11,Everton,Home,84.0,21.0,,2.0,2.0,1.0,,86.0,2.0,3.0,4.0,4.0,,27.0,168.0,,,15.0,22.0,15.0,5.0,,,,,,,1.0,,,,,7.0,,,,,,4.0,10.0,6.0,4.0,4.0,32.0,70.0,1.0,,1.0,,18.0,4.0,8.0,,,3.0,5.0,2.0,,7.0,3.0,49.0,47.0,,18.0,10.0,1.0,1.0,23.0,60.0,8.0,15.0,,,3.0,2.0,1.0,146.0,1.0,,1.0,1.0,,,9.0,1.0,,2.0,10.0,,16.0,16.0,1.0,4.0,47.0,74.0,28.0,11.0,1.0,2.0,4.0,2.0,239.0,4.0,2.0,,43.0,32.0,24.0,,,,,163.0,163.0,3.0,29.0,32.0,31.3,,,,2.0,18.0,0.0,44.0,1.0,2.0,3.0,,1.0,,2.0,1.0,,3.0,10.0,47.0,152.0,9.0,6.0,110.0,41.0,18.0,16.0,3.0,12.0,9.0,,87.0,5.0,171.0,1.0,3.0,20.0,,67.0,3.0,269.0,,0.0,8.0,9.0,1.0,23.0,4.0,463.0,12.0,24.0,8.0,3.0,6.0,0.0
2210412,15,2021-12-06 20:00:00,11,Everton,Home,117.0,12.0,1.0,4.0,3.0,2.0,,115.0,4.0,,3.0,6.0,1.0,22.0,228.0,,,22.0,14.0,16.0,5.0,1.0,1.0,1.0,,,,,,,,,10.0,,,,,,5.0,8.0,2.0,7.0,4.0,52.0,66.0,1.0,1.0,1.0,1.0,21.0,3.0,11.0,,3.0,3.0,9.0,1.0,,11.0,,52.0,46.0,1.0,12.0,6.0,,,32.0,57.0,8.0,12.0,1.0,,2.0,1.0,,149.0,1.0,,,1.0,,,7.0,2.0,,,6.0,1.0,11.0,11.0,2.0,3.0,67.0,65.0,39.0,3.0,1.0,2.0,5.0,5.0,307.0,3.0,,,56.0,57.0,20.0,,,,,157.0,157.0,7.0,20.0,33.0,36.1,,,3.0,,21.0,0.0,61.0,1.0,1.0,2.0,,,1.0,3.0,,,3.0,15.0,63.0,213.0,11.0,7.0,147.0,32.0,12.0,14.0,2.0,13.0,11.0,1.0,114.0,6.0,195.0,,,18.0,1.0,50.0,5.0,329.0,,0.0,11.0,13.0,2.0,28.0,2.0,519.0,16.0,17.0,6.0,3.0,7.0,0.0
2210426,16,2021-12-12 16:30:00,11,Everton,Away,99.0,10.0,,2.0,2.0,,,118.0,4.0,,2.0,3.0,3.0,19.0,215.0,,,19.0,27.0,14.0,6.0,,,1.0,1.0,,,1.0,,,,,11.0,,,,,,8.0,12.0,5.0,5.0,7.0,47.0,58.0,,,1.0,2.0,20.0,5.0,10.0,,,2.0,11.0,1.0,,8.0,1.0,65.0,66.0,2.0,25.0,9.0,2.0,,26.0,67.0,14.0,15.0,,,4.0,1.0,1.0,136.0,,,,,,,8.0,1.0,1.0,1.0,9.0,,5.0,5.0,,3.0,67.0,56.0,20.0,8.0,,,6.0,6.0,278.0,6.0,,,58.0,57.0,23.0,,,,,142.0,142.0,8.0,21.0,22.0,38.8,,,,1.0,20.0,0.0,56.0,2.0,1.0,3.0,,,1.0,1.0,,,2.0,10.0,69.0,200.0,7.0,6.0,120.0,37.0,25.0,19.0,2.0,15.0,13.0,1.0,122.0,1.0,201.0,1.0,,22.0,3.0,67.0,,306.0,,0.0,12.0,25.0,,26.0,2.0,513.0,11.0,15.0,12.0,2.0,16.0,0.0
2210438,17,2021-12-16 19:45:00,11,Everton,Away,56.0,13.0,,2.0,2.0,,2.0,54.0,2.0,,2.0,5.0,,19.0,108.0,,,4.0,18.0,14.0,2.0,,,,,,,,,,,,4.0,,,,,1.0,10.0,16.0,7.0,2.0,3.0,28.0,65.0,1.0,,1.0,2.0,12.0,1.0,13.0,,1.0,1.0,1.0,1.0,1.0,7.0,5.0,52.0,53.0,2.0,22.0,7.0,,1.0,33.0,54.0,11.0,11.0,,,2.0,2.0,,104.0,1.0,1.0,1.0,,1.0,,13.0,,,,7.0,,9.0,9.0,,2.0,27.0,55.0,15.0,7.0,,,3.0,3.0,166.0,3.0,1.0,,44.0,16.0,11.0,,,,,128.0,128.0,4.0,29.0,18.0,19.9,,,1.0,1.0,12.0,0.0,35.0,7.0,2.0,9.0,,1.0,,1.0,,,3.0,16.0,35.0,100.0,4.0,3.0,73.0,37.0,22.0,13.0,1.0,5.0,4.0,,80.0,4.0,126.0,,,24.0,1.0,62.0,2.0,194.0,1.0,0.0,5.0,19.0,,11.0,3.0,355.0,11.0,18.0,9.0,1.0,8.0,0.0
2210442,18,2022-04-20 19:45:00,11,Everton,Home,132.0,10.0,2.0,6.0,4.0,1.0,1.0,133.0,2.0,1.0,5.0,8.0,2.0,28.0,259.0,1.0,,18.0,19.0,21.0,8.0,3.0,3.0,,,,,,,,,,9.0,,,,,1.0,2.0,7.0,4.0,8.0,5.0,53.0,60.0,2.0,2.0,,1.0,26.0,2.0,6.0,,,5.0,7.0,4.0,,7.0,1.0,43.0,62.0,1.0,13.0,8.0,,,22.0,59.0,8.0,17.0,1.0,,2.0,1.0,,139.0,1.0,,,1.0,,,5.0,1.0,,,8.0,,13.0,13.0,1.0,5.0,80.0,52.0,25.0,4.0,,8.0,4.0,3.0,326.0,7.0,3.0,,53.0,33.0,24.0,,,,,138.0,138.0,9.0,20.0,23.0,36.7,,,1.0,1.0,26.0,0.0,81.0,1.0,1.0,2.0,,1.0,,8.0,,,2.0,13.0,70.0,240.0,15.0,12.0,156.0,27.0,13.0,14.0,4.0,16.0,12.0,,122.0,7.0,213.0,,1.0,19.0,2.0,58.0,,353.0,1.0,0.0,13.0,14.0,,23.0,4.0,548.0,24.0,15.0,10.0,5.0,9.0,0.0
2210453,19,2022-04-06 19:30:00,11,Everton,Away,56.0,12.0,2.0,5.0,3.0,1.0,,156.0,3.0,1.0,,4.0,4.0,20.0,207.0,,1.0,18.0,30.0,21.0,10.0,1.0,1.0,1.0,,,,,,,,,13.0,2.0,,,1.0,,7.0,10.0,3.0,12.0,4.0,41.0,62.0,,,2.0,7.0,16.0,8.0,8.0,,1.0,6.0,15.0,7.0,,6.0,,64.0,63.0,7.0,35.0,20.0,1.0,,28.0,53.0,16.0,11.0,2.0,,2.0,,,140.0,,,,,,,8.0,,,1.0,20.0,2.0,9.0,9.0,1.0,,74.0,62.0,21.0,9.0,,4.0,7.0,4.0,299.0,3.0,,,65.0,53.0,37.0,,,,2.0,175.0,175.0,9.0,28.0,20.0,49.1,1.0,3.0,,1.0,16.0,0.0,69.0,1.0,,1.0,,1.0,1.0,4.0,,,2.0,18.0,101.0,198.0,6.0,11.0,90.0,32.0,35.0,17.0,6.0,28.0,22.0,1.0,163.0,5.0,262.0,,1.0,24.0,4.0,65.0,,324.0,,0.0,16.0,19.0,1.0,25.0,2.0,543.0,36.0,17.0,12.0,6.0,11.0,0.0
2210465,20,2022-03-17 19:45:00,11,Everton,Home,86.0,14.0,1.0,6.0,5.0,1.0,1.0,103.0,5.0,1.0,,4.0,3.0,24.0,183.0,,,17.0,35.0,31.0,3.0,1.0,3.0,,,,,1.0,,,,,5.0,,,,,,3.0,8.0,9.0,5.0,4.0,35.0,59.0,1.0,,1.0,,13.0,3.0,6.0,,1.0,5.0,6.0,2.0,,6.0,3.0,68.0,66.0,,28.0,13.0,,,21.0,51.0,13.0,11.0,,,2.0,2.0,1.0,146.0,1.0,,1.0,1.0,,,11.0,1.0,,1.0,13.0,,3.0,3.0,,1.0,53.0,76.0,32.0,7.0,1.0,2.0,3.0,3.0,248.0,5.0,4.0,,64.0,30.0,19.0,,,,,149.0,149.0,3.0,22.0,26.0,38.3,,,,1.0,13.0,0.0,42.0,4.0,2.0,6.0,,,,3.0,,,3.0,8.0,40.0,168.0,7.0,5.0,99.0,28.0,28.0,16.0,5.0,15.0,10.0,,78.0,10.0,192.0,1.0,1.0,27.0,3.0,68.0,1.0,276.0,,1.0,9.0,18.0,,21.0,2.0,466.0,12.0,22.0,7.0,5.0,9.0,0.0
2210475,21,2022-01-02 14:00:00,11,Everton,Home,141.0,14.0,,8.0,8.0,,,155.0,4.0,1.0,5.0,7.0,2.0,28.0,288.0,,,24.0,19.0,24.0,8.0,1.0,3.0,,,,,,,,,,11.0,,1.0,1.0,,2.0,3.0,4.0,8.0,12.0,5.0,57.0,75.0,,1.0,,,18.0,4.0,10.0,,1.0,8.0,13.0,9.0,,11.0,1.0,58.0,69.0,,11.0,6.0,,,29.0,56.0,5.0,12.0,,1.0,4.0,1.0,,175.0,2.0,,1.0,2.0,,,5.0,2.0,,1.0,6.0,1.0,9.0,9.0,,5.0,82.0,77.0,26.0,5.0,2.0,4.0,7.0,6.0,374.0,4.0,,,75.0,75.0,36.0,,,,1.0,180.0,180.0,2.0,35.0,30.0,49.9,1.0,,,,18.0,0.0,85.0,1.0,1.0,2.0,,,,7.0,2.0,,2.0,12.0,84.0,270.0,7.0,11.0,170.0,35.0,11.0,30.0,6.0,29.0,23.0,,129.0,9.0,258.0,,1.0,28.0,3.0,70.0,1.0,399.0,2.0,0.0,17.0,17.0,,29.0,1.0,622.0,30.0,16.0,16.0,8.0,11.0,0.0
2210487,22,2022-01-15 15:00:00,11,Everton,Away,180.0,14.0,1.0,5.0,4.0,1.0,1.0,171.0,1.0,1.0,2.0,2.0,3.0,19.0,346.0,1.0,,19.0,21.0,10.0,4.0,2.0,3.0,,,,,1.0,1.0,,,,7.0,,,,,1.0,6.0,7.0,8.0,9.0,3.0,50.0,60.0,,,,7.0,15.0,6.0,8.0,,,8.0,10.0,6.0,,11.0,1.0,61.0,49.0,7.0,20.0,10.0,,,34.0,55.0,14.0,11.0,,,7.0,5.0,1.0,151.0,,,,,,,2.0,,,,10.0,,8.0,8.0,,2.0,120.0,77.0,43.0,8.0,,,6.0,5.0,418.0,5.0,1.0,1.0,66.0,66.0,41.0,,,,,150.0,150.0,3.0,27.0,25.0,59.6,,,,1.0,15.0,0.0,114.0,,2.0,2.0,,,,1.0,2.0,,2.0,18.0,88.0,335.0,9.0,6.0,203.0,41.0,20.0,17.0,8.0,29.0,21.0,,130.0,4.0,261.0,,1.0,10.0,3.0,53.0,1.0,435.0,1.0,0.0,12.0,18.0,,20.0,1.0,640.0,28.0,16.0,10.0,8.0,13.0,0.0
2210495,23,2022-01-22 12:30:00,11,Everton,Home,110.0,20.0,4.0,10.0,6.0,6.0,1.0,128.0,5.0,1.0,2.0,4.0,4.0,35.0,228.0,,,29.0,30.0,29.0,8.0,3.0,5.0,,,,,2.0,,,,,8.0,,,,,,4.0,4.0,4.0,11.0,4.0,50.0,65.0,1.0,1.0,,,22.0,7.0,14.0,,,9.0,9.0,4.0,,13.0,2.0,83.0,81.0,,7.0,3.0,,,30.0,62.0,14.0,16.0,,,3.0,3.0,2.0,154.0,,,,,,,7.0,,,1.0,3.0,,7.0,7.0,,2.0,63.0,91.0,43.0,2.0,,6.0,5.0,1.0,317.0,1.0,1.0,,43.0,73.0,30.0,,,,,174.0,174.0,3.0,30.0,25.0,49.6,,,,,22.0,0.0,71.0,1.0,1.0,2.0,,1.0,,7.0,,,3.0,16.0,58.0,215.0,11.0,11.0,138.0,49.0,7.0,25.0,9.0,25.0,16.0,,111.0,11.0,225.0,,1.0,23.0,4.0,76.0,3.0,338.0,,0.0,15.0,24.0,,35.0,5.0,555.0,21.0,13.0,12.0,9.0,16.0,0.0
2210509,24,2022-02-08 19:45:00,11,Everton,Away,192.0,12.0,1.0,3.0,2.0,3.0,,161.0,1.0,,8.0,3.0,3.0,11.0,350.0,,,16.0,30.0,23.0,7.0,2.0,2.0,,,,,1.0,1.0,,,,6.0,,,,,2.0,8.0,17.0,4.0,7.0,4.0,73.0,67.0,1.0,1.0,,,21.0,5.0,21.0,,,2.0,8.0,2.0,,11.0,2.0,84.0,69.0,,14.0,7.0,,,24.0,48.0,13.0,13.0,,,2.0,2.0,1.0,179.0,,,,,,,4.0,,,1.0,7.0,,4.0,4.0,,8.0,113.0,73.0,32.0,6.0,,3.0,6.0,3.0,431.0,5.0,1.0,1.0,50.0,66.0,19.0,,,,,153.0,153.0,3.0,26.0,27.0,60.7,,3.0,,,21.0,0.0,89.0,5.0,2.0,7.0,,,,3.0,,,3.0,9.0,57.0,337.0,11.0,9.0,221.0,39.0,14.0,24.0,1.0,13.0,12.0,,97.0,5.0,246.0,,,14.0,3.0,46.0,1.0,454.0,,0.0,11.0,19.0,,19.0,3.0,659.0,13.0,13.0,14.0,2.0,9.0,0.0
2210514,25,2022-02-12 15:00:00,11,Everton,Home,89.0,22.0,2.0,3.0,1.0,,,169.0,8.0,1.0,2.0,4.0,7.0,27.0,255.0,,1.0,26.0,14.0,17.0,15.0,,1.0,,,,,,,,,,20.0,,,,,,4.0,2.0,5.0,11.0,10.0,60.0,67.0,1.0,3.0,1.0,,24.0,9.0,10.0,,,5.0,3.0,1.0,2.0,16.0,,61.0,55.0,,15.0,8.0,,,24.0,55.0,8.0,9.0,,,,,,152.0,2.0,1.0,1.0,1.0,1.0,,13.0,2.0,,,8.0,,13.0,13.0,1.0,2.0,60.0,67.0,36.0,3.0,1.0,2.0,15.0,10.0,319.0,3.0,1.0,,55.0,56.0,24.0,,,,,154.0,154.0,8.0,23.0,32.0,41.7,,,,,24.0,0.0,72.0,,,,,3.0,,2.0,,,3.0,8.0,89.0,241.0,19.0,17.0,100.0,48.0,15.0,20.0,3.0,7.0,4.0,,140.0,8.0,251.0,,1.0,18.0,7.0,57.0,1.0,344.0,,0.0,21.0,22.0,1.0,30.0,1.0,567.0,29.0,26.0,7.0,5.0,16.0,0.0
2210528,26,2022-02-19 15:00:00,11,Everton,Away,92.0,19.0,,,,2.0,,190.0,2.0,,1.0,11.0,1.0,37.0,282.0,,1.0,21.0,24.0,13.0,4.0,,,,,,,,,,,,9.0,,,,,,4.0,15.0,4.0,2.0,7.0,55.0,82.0,,,,2.0,13.0,4.0,13.0,,,4.0,6.0,4.0,,12.0,5.0,67.0,47.0,2.0,16.0,7.0,,,27.0,70.0,9.0,6.0,,,1.0,1.0,,182.0,,,,,,,6.0,,2.0,,7.0,,12.0,12.0,1.0,1.0,88.0,80.0,44.0,4.0,,1.0,3.0,,374.0,3.0,2.0,,83.0,60.0,27.0,,,,,183.0,183.0,7.0,30.0,32.0,44.2,,,,1.0,13.0,0.0,76.0,7.0,2.0,9.0,,,,5.0,,,3.0,13.0,99.0,267.0,4.0,4.0,123.0,40.0,16.0,17.0,3.0,14.0,11.0,,155.0,7.0,292.0,3.0,,20.0,2.0,66.0,2.0,401.0,,0.0,9.0,20.0,2.0,25.0,2.0,599.0,17.0,21.0,8.0,4.0,11.0,0.0
2210536,27,2022-02-26 17:30:00,11,Everton,Home,148.0,16.0,,,,2.0,,96.0,8.0,,7.0,,5.0,18.0,244.0,,1.0,12.0,17.0,7.0,5.0,,,1.0,1.0,,,1.0,,,,,5.0,,,,,,6.0,8.0,5.0,4.0,2.0,50.0,54.0,1.0,1.0,,3.0,14.0,1.0,17.0,,1.0,3.0,9.0,2.0,,13.0,3.0,58.0,52.0,3.0,27.0,13.0,1.0,,16.0,36.0,7.0,14.0,,,2.0,1.0,1.0,138.0,,,,,,,9.0,,4.0,,13.0,,7.0,7.0,1.0,7.0,57.0,52.0,26.0,4.0,,2.0,3.0,2.0,295.0,2.0,1.0,,42.0,38.0,19.0,,,,,128.0,128.0,5.0,25.0,14.0,32.6,,,,,14.0,0.0,75.0,4.0,3.0,7.0,,,1.0,3.0,,,3.0,6.0,49.0,223.0,8.0,5.0,176.0,36.0,27.0,13.0,2.0,14.0,12.0,1.0,82.0,4.0,158.0,4.0,,17.0,5.0,55.0,4.0,320.0,,0.0,6.0,22.0,3.0,12.0,3.0,522.0,14.0,16.0,9.0,3.0,10.0,0.0
2210548,28,2022-03-07 20:00:00,11,Everton,Away,186.0,14.0,1.0,2.0,1.0,2.0,,273.0,5.0,,2.0,4.0,,15.0,457.0,,,19.0,15.0,3.0,5.0,,,,,,,1.0,1.0,,,,5.0,,,,,,7.0,13.0,2.0,2.0,4.0,92.0,51.0,,,,,21.0,4.0,8.0,,,2.0,5.0,5.0,,13.0,,57.0,47.0,,12.0,6.0,1.0,,,67.0,10.0,15.0,,,2.0,2.0,1.0,156.0,,,,,,,6.0,,,1.0,6.0,,6.0,6.0,,2.0,147.0,62.0,43.0,5.0,,2.0,3.0,,504.0,2.0,,1.0,72.0,83.0,18.0,,,,,129.0,129.0,4.0,16.0,27.0,45.0,,,,,21.0,0.0,135.0,3.0,,3.0,,,,2.0,,,3.0,,104.0,434.0,11.0,5.0,201.0,40.0,12.0,21.0,2.0,14.0,12.0,,144.0,3.0,343.0,,,12.0,,40.0,1.0,530.0,,0.0,6.0,20.0,1.0,19.0,0.0,713.0,11.0,18.0,9.0,2.0,10.0,0.0
2210556,29,2022-03-13 14:00:00,11,Everton,Home,185.0,14.0,2.0,3.0,1.0,1.0,,94.0,5.0,,5.0,1.0,1.0,15.0,276.0,,1.0,11.0,12.0,11.0,5.0,,1.0,,1.0,,,1.0,,,,,5.0,,,,,,8.0,5.0,9.0,3.0,4.0,68.0,61.0,,,,,23.0,,9.0,,,5.0,5.0,3.0,,8.0,,45.0,54.0,,11.0,7.0,,,37.0,41.0,13.0,11.0,,1.0,3.0,2.0,1.0,135.0,,,,,,,7.0,,,1.0,7.0,,10.0,10.0,,6.0,75.0,54.0,23.0,2.0,,3.0,2.0,2.0,337.0,6.0,2.0,,33.0,49.0,20.0,,,,,132.0,132.0,2.0,26.0,25.0,38.0,,,,,23.0,0.0,78.0,,2.0,2.0,1.0,,,5.0,,,2.0,21.0,37.0,263.0,10.0,5.0,206.0,38.0,11.0,14.0,5.0,15.0,10.0,,75.0,2.0,165.0,,,8.0,1.0,45.0,7.0,356.0,,1.0,7.0,22.0,2.0,17.0,2.0,537.0,14.0,11.0,10.0,5.0,11.0,0.0
2210569,30,2022-05-11 19:45:00,11,Everton,Away,171.0,16.0,4.0,11.0,7.0,2.0,,226.0,5.0,1.0,3.0,1.0,3.0,31.0,386.0,,,13.0,21.0,26.0,8.0,3.0,6.0,,,,,,,,,,9.0,,,,,,8.0,3.0,3.0,11.0,5.0,68.0,64.0,,,,,16.0,7.0,17.0,,,13.0,9.0,6.0,,8.0,,65.0,65.0,,12.0,5.0,,,38.0,61.0,12.0,5.0,,,2.0,2.0,,122.0,,,,,,,9.0,,1.0,,5.0,,11.0,11.0,1.0,3.0,142.0,77.0,37.0,1.0,,3.0,8.0,5.0,469.0,1.0,2.0,,74.0,82.0,36.0,,,,,151.0,151.0,7.0,22.0,26.0,51.8,,,,1.0,16.0,0.0,156.0,,,,,2.0,,4.0,,,2.0,21.0,106.0,376.0,7.0,11.0,185.0,42.0,12.0,17.0,12.0,29.0,17.0,,165.0,10.0,332.0,1.0,1.0,14.0,3.0,71.0,1.0,488.0,,0.0,16.0,25.0,,17.0,2.0,675.0,35.0,9.0,10.0,13.0,17.0,0.0
2210579,31,2022-04-03 14:00:00,11,Everton,Away,161.0,19.0,1.0,4.0,3.0,3.0,1.0,179.0,8.0,2.0,5.0,2.0,3.0,25.0,336.0,1.0,1.0,14.0,19.0,15.0,9.0,1.0,1.0,,,,,,,,,,11.0,,,1.0,,1.0,8.0,6.0,5.0,8.0,5.0,57.0,51.0,,,,,13.0,5.0,6.0,,,4.0,9.0,8.0,,6.0,,47.0,39.0,,16.0,6.0,,1.0,25.0,63.0,12.0,9.0,,,2.0,3.0,,137.0,1.0,,1.0,,1.0,,9.0,,,1.0,6.0,1.0,10.0,10.0,2.0,5.0,101.0,54.0,29.0,2.0,1.0,5.0,6.0,2.0,384.0,2.0,2.0,,65.0,38.0,35.0,,,,,118.0,118.0,2.0,16.0,25.0,44.3,1.0,,,,13.0,0.0,112.0,1.0,2.0,4.0,1.0,2.0,,6.0,,,1.0,13.0,105.0,320.0,10.0,11.0,172.0,34.0,16.0,11.0,3.0,23.0,20.0,,150.0,7.0,258.0,,2.0,16.0,3.0,54.0,1.0,407.0,1.0,1.0,13.0,9.0,1.0,17.0,2.0,574.0,20.0,11.0,6.0,4.0,7.0,0.0
2210584,32,2022-04-09 12:30:00,11,Everton,Home,108.0,14.0,1.0,3.0,2.0,1.0,1.0,98.0,1.0,,4.0,3.0,1.0,18.0,203.0,,,20.0,28.0,16.0,3.0,2.0,2.0,,,,,,,,,,4.0,,,,,1.0,4.0,7.0,5.0,4.0,3.0,52.0,76.0,,,,3.0,25.0,2.0,10.0,,,5.0,5.0,,,11.0,3.0,57.0,52.0,3.0,35.0,20.0,,,30.0,67.0,4.0,8.0,1.0,,2.0,2.0,,135.0,,,,,,,6.0,1.0,1.0,,20.0,,12.0,12.0,1.0,4.0,57.0,66.0,26.0,7.0,,2.0,3.0,3.0,287.0,7.0,2.0,,66.0,37.0,20.0,,,,,162.0,162.0,6.0,31.0,26.0,32.5,,,,2.0,25.0,0.0,63.0,3.0,1.0,4.0,,,,2.0,,,2.0,14.0,46.0,196.0,15.0,5.0,128.0,33.0,35.0,14.0,5.0,12.0,7.0,,107.0,4.0,191.0,1.0,,21.0,3.0,58.0,1.0,307.0,1.0,0.0,7.0,18.0,1.0,25.0,2.0,531.0,13.0,26.0,10.0,5.0,12.0,0.0
