matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059906,21,2020-01-01 17:30:00,11,Everton,Away,215.0,20.0,3.0,5.0,2.0,2.0,,100.0,4.0,1.0,5.0,10.0,10.0,36.0,310.0,,1.0,16.0,16.0,29.0,2.0,3.0,3.0,,,,,,,,,,4.0,,,,,,9.0,13.0,3.0,7.0,,80.0,56.0,,,1.0,1.0,15.0,2.0,10.0,,,6.0,2.0,4.0,,5.0,4.0,47.0,64.0,1.0,11.0,4.0,,,39.0,11.0,11.0,1.0,,,,,129.0,,,,,,,5.0,1.0,,,4.0,,14.0,14.0,1.0,5.0,90.0,72.0,38.0,3.0,,3.0,2.0,2.0,375.0,2.0,1.0,,33.0,68.0,14.0,,,,,124.0,124.0,3.0,24.0,19.0,34.6,,,,,15.0,0.0,102.0,4.0,1.0,5.0,,1.0,,3.0,,2.0,40.0,291.0,5.0,5.0,235.0,39.0,11.0,15.0,6.0,12.0,6.0,,79.0,5.0,178.0,,1.0,20.0,10.0,66.0,1.0,401.0,,0.0,7.0,14.0,2.0,18.0,4.0,555.0,14.0,12.0,10.0,6.0,10.0,0.0
1059916,22,2020-01-11 15:00:00,11,Everton,Home,207.0,14.0,1.0,4.0,3.0,2.0,,187.0,5.0,,5.0,11.0,5.0,34.0,390.0,1.0,1.0,17.0,17.0,17.0,9.0,1.0,2.0,3.0,,,,,,,,,12.0,,1.0,,,,3.0,7.0,2.0,11.0,3.0,72.0,66.0,2.0,3.0,,2.0,25.0,4.0,11.0,,2.0,4.0,11.0,10.0,,6.0,1.0,47.0,51.0,2.0,22.0,8.0,,,60.0,7.0,6.0,1.0,,1.0,2.0,,165.0,1.0,,1.0,1.0,,,10.0,1.0,,1.0,8.0,2.0,12.0,12.0,1.0,5.0,132.0,79.0,37.0,3.0,,3.0,8.0,6.0,469.0,1.0,3.0,,65.0,80.0,42.0,,,,,156.0,156.0,3.0,23.0,30.0,53.8,1.0,,,,25.0,0.0,122.0,2.0,,2.0,,,3.0,4.0,1.0,3.0,98.0,380.0,16.0,11.0,220.0,28.0,22.0,16.0,4.0,27.0,23.0,3.0,156.0,5.0,298.0,,,26.0,6.0,65.0,2.0,491.0,1.0,0.0,14.0,21.0,2.0,21.0,2.0,705.0,34.0,10.0,9.0,4.0,13.0,0.0
1059931,23,2020-01-18 15:00:00,11,Everton,Away,189.0,12.0,3.0,6.0,3.0,2.0,,181.0,5.0,,5.0,4.0,8.0,21.0,364.0,,1.0,9.0,36.0,26.0,5.0,2.0,4.0,,,,,,,,,,6.0,,,,,1.0,7.0,10.0,2.0,8.0,3.0,78.0,78.0,4.0,3.0,1.0,1.0,11.0,3.0,4.0,1.0,,6.0,12.0,6.0,,12.0,1.0,69.0,62.0,1.0,19.0,14.0,,1.0,53.0,13.0,11.0,1.0,,1.0,1.0,,163.0,1.0,,1.0,,1.0,,8.0,,,,14.0,,15.0,15.0,1.0,5.0,109.0,69.0,37.0,7.0,,3.0,5.0,3.0,435.0,3.0,6.0,,40.0,83.0,30.0,,,,,155.0,155.0,7.0,32.0,32.0,51.2,,,1.0,1.0,11.0,0.0,109.0,4.0,1.0,4.0,,,,5.0,1.0,3.0,95.0,346.0,2.0,8.0,214.0,21.0,19.0,10.0,6.0,25.0,19.0,,133.0,6.0,270.0,1.0,,29.0,9.0,59.0,1.0,459.0,,0.0,11.0,20.0,4.0,12.0,0.0,659.0,20.0,15.0,6.0,6.0,10.0,0.0
1059934,24,2020-01-21 19:30:00,11,Everton,Home,254.0,19.0,1.0,6.0,5.0,2.0,,222.0,2.0,,2.0,3.0,6.0,39.0,470.0,,3.0,23.0,18.0,27.0,10.0,,4.0,,1.0,,,1.0,,,1.0,1.0,12.0,,,,1.0,,8.0,7.0,2.0,7.0,10.0,88.0,62.0,4.0,2.0,2.0,6.0,25.0,2.0,8.0,,1.0,6.0,14.0,5.0,,3.0,,47.0,61.0,6.0,16.0,9.0,,,50.0,13.0,10.0,2.0,,1.0,,1.0,167.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,1.0,9.0,1.0,11.0,11.0,1.0,3.0,142.0,85.0,52.0,4.0,,5.0,7.0,8.0,541.0,2.0,4.0,,70.0,87.0,33.0,,,,,145.0,145.0,5.0,27.0,24.0,54.9,1.0,2.0,,1.0,25.0,0.0,165.0,1.0,,1.0,,1.0,,7.0,1.0,3.0,93.0,456.0,13.0,12.0,273.0,37.0,16.0,15.0,5.0,24.0,19.0,,134.0,3.0,313.0,1.0,,15.0,7.0,71.0,1.0,562.0,2.0,0.0,17.0,15.0,4.0,25.0,1.0,769.0,25.0,18.0,9.0,6.0,9.0,0.0
1059950,25,2020-02-01 15:00:00,11,Everton,Away,166.0,18.0,1.0,7.0,6.0,4.0,1.0,168.0,4.0,1.0,3.0,10.0,2.0,29.0,327.0,,,18.0,33.0,26.0,5.0,1.0,3.0,2.0,,,,1.0,,,,,7.0,,,,,1.0,7.0,8.0,3.0,9.0,3.0,54.0,65.0,3.0,2.0,2.0,1.0,13.0,3.0,7.0,,2.0,4.0,9.0,12.0,2.0,10.0,,68.0,76.0,1.0,21.0,14.0,1.0,,58.0,14.0,17.0,,,2.0,1.0,1.0,159.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,,1.0,14.0,,10.0,10.0,1.0,3.0,110.0,83.0,44.0,4.0,1.0,4.0,4.0,5.0,412.0,3.0,3.0,,46.0,76.0,33.0,,,,,167.0,167.0,4.0,26.0,29.0,55.4,,,3.0,1.0,13.0,0.0,118.0,,,,1.0,2.0,2.0,4.0,,3.0,83.0,309.0,6.0,8.0,199.0,37.0,21.0,16.0,4.0,26.0,22.0,2.0,129.0,12.0,268.0,,1.0,35.0,2.0,77.0,2.0,441.0,2.0,1.0,12.0,22.0,,18.0,2.0,636.0,19.0,14.0,11.0,4.0,14.0,0.0
1059956,26,2020-02-08 12:30:00,11,Everton,Home,131.0,18.0,2.0,5.0,3.0,1.0,1.0,137.0,5.0,,7.0,5.0,3.0,27.0,263.0,,,24.0,25.0,30.0,6.0,2.0,2.0,1.0,,,1.0,1.0,,,,,10.0,,1.0,,,1.0,6.0,8.0,2.0,11.0,3.0,47.0,64.0,2.0,2.0,2.0,3.0,18.0,2.0,13.0,,,4.0,11.0,6.0,,9.0,,63.0,72.0,3.0,22.0,10.0,1.0,,44.0,11.0,10.0,2.0,,2.0,3.0,1.0,141.0,2.0,,1.0,2.0,,1.0,9.0,2.0,2.0,,10.0,1.0,12.0,12.0,,7.0,80.0,64.0,38.0,6.0,1.0,3.0,7.0,8.0,336.0,2.0,3.0,,66.0,60.0,26.0,,,,,162.0,162.0,9.0,19.0,25.0,46.6,1.0,,,,18.0,0.0,90.0,1.0,,1.0,,,1.0,4.0,,3.0,74.0,247.0,8.0,10.0,158.0,37.0,22.0,18.0,4.0,24.0,20.0,2.0,119.0,5.0,224.0,2.0,,14.0,3.0,52.0,1.0,358.0,,0.0,14.0,20.0,2.0,28.0,0.0,594.0,26.0,25.0,12.0,4.0,13.0,0.0
1059962,27,2020-02-23 16:30:00,11,Everton,Away,207.0,21.0,1.0,8.0,7.0,,1.0,187.0,6.0,,6.0,1.0,3.0,19.0,386.0,,,17.0,9.0,19.0,12.0,1.0,4.0,,,,,,,,,,11.0,,,,,2.0,7.0,8.0,1.0,12.0,5.0,74.0,60.0,3.0,2.0,1.0,2.0,25.0,4.0,7.0,,1.0,3.0,15.0,3.0,,6.0,,41.0,57.0,2.0,8.0,6.0,,1.0,40.0,12.0,12.0,2.0,,3.0,3.0,,141.0,1.0,,,,1.0,,6.0,,,,6.0,,14.0,14.0,1.0,6.0,128.0,58.0,42.0,6.0,,7.0,7.0,5.0,432.0,,1.0,,70.0,68.0,25.0,,,,,111.0,111.0,10.0,20.0,22.0,48.7,,3.0,,,25.0,0.0,112.0,1.0,,1.0,,,,8.0,1.0,3.0,84.0,364.0,11.0,14.0,226.0,31.0,8.0,13.0,2.0,23.0,21.0,,121.0,7.0,252.0,,,12.0,4.0,42.0,2.0,455.0,,0.0,17.0,21.0,1.0,19.0,4.0,632.0,29.0,9.0,6.0,3.0,12.0,0.0
1059975,28,2020-03-01 14:00:00,11,Everton,Home,103.0,15.0,3.0,6.0,3.0,2.0,1.0,144.0,4.0,,4.0,7.0,3.0,33.0,241.0,,1.0,18.0,15.0,16.0,6.0,2.0,3.0,2.0,,1.0,,2.0,,,,,7.0,,,1.0,,4.0,6.0,5.0,9.0,12.0,4.0,43.0,61.0,3.0,4.0,,3.0,20.0,5.0,13.0,,2.0,13.0,7.0,6.0,,13.0,2.0,54.0,51.0,3.0,19.0,9.0,1.0,,54.0,11.0,9.0,1.0,,4.0,2.0,2.0,138.0,,,,,,,7.0,1.0,2.0,,9.0,1.0,11.0,11.0,3.0,4.0,69.0,58.0,34.0,8.0,,3.0,5.0,5.0,310.0,4.0,3.0,,54.0,58.0,34.0,,,,,150.0,150.0,3.0,21.0,30.0,44.1,1.0,2.0,,,20.0,0.0,77.0,2.0,2.0,4.0,,1.0,2.0,6.0,,3.0,75.0,228.0,10.0,8.0,123.0,32.0,19.0,15.0,13.0,28.0,15.0,2.0,125.0,9.0,232.0,2.0,,19.0,3.0,60.0,3.0,327.0,,0.0,16.0,14.0,3.0,22.0,3.0,551.0,27.0,16.0,12.0,13.0,8.0,0.0
1059984,29,2020-03-08 14:00:00,11,Everton,Away,201.0,20.0,,1.0,1.0,2.0,,128.0,4.0,1.0,11.0,,3.0,22.0,328.0,,1.0,14.0,17.0,19.0,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,1.0,5.0,9.0,8.0,2.0,1.0,63.0,59.0,1.0,1.0,,,10.0,1.0,20.0,,,1.0,7.0,5.0,,10.0,5.0,57.0,53.0,,11.0,5.0,,,44.0,10.0,8.0,,,2.0,2.0,,140.0,,,,,,,4.0,,4.0,2.0,5.0,,9.0,9.0,1.0,11.0,116.0,73.0,45.0,6.0,,1.0,1.0,1.0,397.0,1.0,1.0,,43.0,64.0,19.0,,,,,129.0,129.0,4.0,22.0,20.0,39.8,,,,,10.0,0.0,96.0,4.0,3.0,7.0,,1.0,,1.0,,3.0,47.0,312.0,4.0,2.0,223.0,35.0,11.0,14.0,,14.0,14.0,,82.0,3.0,206.0,4.0,1.0,9.0,4.0,48.0,1.0,415.0,,0.0,3.0,15.0,2.0,15.0,2.0,571.0,7.0,13.0,11.0,1.0,10.0,0.0
1059995,30,2020-06-21 19:00:00,11,Everton,Home,122.0,14.0,1.0,2.0,1.0,4.0,1.0,52.0,6.0,,3.0,6.0,2.0,22.0,172.0,,,15.0,29.0,22.0,5.0,1.0,1.0,1.0,,,,,,,,,6.0,,,,,1.0,5.0,5.0,5.0,7.0,1.0,32.0,51.0,,1.0,,2.0,15.0,2.0,7.0,,,1.0,1.0,,,10.0,2.0,62.0,59.0,2.0,26.0,11.0,,,35.0,15.0,11.0,,,1.0,1.0,,126.0,,,,,,,12.0,,1.0,3.0,11.0,1.0,11.0,11.0,1.0,3.0,52.0,64.0,23.0,6.0,,3.0,3.0,3.0,226.0,3.0,1.0,,23.0,32.0,9.0,,,,,117.0,117.0,,24.0,16.0,29.9,,,,1.0,15.0,0.0,46.0,1.0,2.0,3.0,,,1.0,3.0,2.0,3.0,26.0,156.0,8.0,6.0,148.0,32.0,26.0,13.0,1.0,3.0,2.0,1.0,54.0,9.0,111.0,2.0,,21.0,2.0,64.0,2.0,256.0,,0.0,8.0,20.0,,22.0,2.0,426.0,10.0,6.0,7.0,1.0,14.0,0.0
1060008,31,2020-06-24 18:00:00,11,Everton,Away,236.0,26.0,3.0,7.0,4.0,,,167.0,3.0,,6.0,9.0,7.0,41.0,396.0,,1.0,19.0,15.0,26.0,7.0,2.0,4.0,2.0,1.0,,,1.0,,,,,7.0,,,,,,11.0,3.0,6.0,7.0,5.0,86.0,67.0,,,,,14.0,4.0,9.0,,,5.0,13.0,2.0,1.0,10.0,1.0,51.0,63.0,,22.0,11.0,,,51.0,13.0,7.0,,,1.0,,1.0,146.0,1.0,1.0,1.0,,1.0,,4.0,,,,11.0,,11.0,11.0,2.0,6.0,132.0,65.0,43.0,6.0,,2.0,8.0,5.0,481.0,6.0,4.0,,55.0,52.0,30.0,,,,,146.0,146.0,6.0,28.0,23.0,53.4,,,,,14.0,0.0,131.0,,1.0,1.0,,,2.0,3.0,4.0,4.0,64.0,385.0,4.0,10.0,266.0,42.0,22.0,16.0,5.0,20.0,15.0,2.0,105.0,5.0,249.0,,,21.0,8.0,67.0,1.0,495.0,,0.0,12.0,20.0,1.0,22.0,1.0,689.0,18.0,11.0,11.0,5.0,15.0,0.0
1060017,32,2020-07-01 18:00:00,11,Everton,Home,118.0,24.0,1.0,2.0,1.0,,,128.0,7.0,,3.0,3.0,6.0,35.0,244.0,,,17.0,21.0,32.0,3.0,1.0,1.0,,,,,,,,,,5.0,1.0,,,,,7.0,9.0,6.0,5.0,2.0,68.0,53.0,,,1.0,3.0,12.0,3.0,17.0,,1.0,3.0,,2.0,,11.0,1.0,65.0,74.0,3.0,34.0,22.0,,,59.0,13.0,9.0,1.0,,3.0,1.0,,133.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,,22.0,,9.0,9.0,,3.0,60.0,69.0,35.0,5.0,1.0,2.0,3.0,2.0,304.0,6.0,4.0,,42.0,60.0,16.0,,,,1.0,124.0,124.0,2.0,24.0,18.0,34.9,,,,,12.0,0.0,70.0,1.0,1.0,2.0,,1.0,,2.0,3.0,3.0,67.0,229.0,4.0,5.0,141.0,40.0,34.0,17.0,3.0,6.0,3.0,,112.0,8.0,196.0,1.0,,18.0,6.0,73.0,,331.0,,0.0,7.0,20.0,,21.0,1.0,524.0,9.0,10.0,13.0,3.0,9.0,0.0
1060030,33,2020-07-06 20:00:00,11,Everton,Away,204.0,14.0,1.0,1.0,1.0,3.0,1.0,138.0,9.0,1.0,3.0,4.0,5.0,27.0,341.0,,,12.0,12.0,22.0,4.0,1.0,2.0,,,,,1.0,1.0,,,,6.0,,,,,2.0,12.0,5.0,8.0,3.0,8.0,47.0,37.0,,,,1.0,19.0,4.0,7.0,,,6.0,11.0,2.0,,13.0,2.0,48.0,53.0,1.0,22.0,14.0,,,47.0,18.0,14.0,,,5.0,4.0,1.0,134.0,,,,,,,10.0,,,1.0,14.0,,10.0,10.0,,3.0,106.0,60.0,39.0,5.0,,1.0,4.0,3.0,389.0,4.0,,1.0,53.0,51.0,27.0,,,,,129.0,129.0,,19.0,15.0,48.4,,,,,19.0,0.0,126.0,2.0,,2.0,,,,4.0,,5.0,61.0,319.0,9.0,5.0,226.0,29.0,22.0,7.0,6.0,22.0,17.0,,91.0,4.0,209.0,1.0,1.0,13.0,5.0,49.0,2.0,413.0,,0.0,11.0,10.0,1.0,16.0,2.0,587.0,7.0,17.0,7.0,6.0,8.0,0.0
1060037,34,2020-07-09 18:00:00,11,Everton,Home,157.0,15.0,2.0,4.0,2.0,1.0,,88.0,4.0,,2.0,5.0,3.0,24.0,241.0,,1.0,13.0,20.0,21.0,3.0,2.0,2.0,,1.0,,,2.0,,,,,5.0,,,,,2.0,10.0,11.0,5.0,5.0,6.0,51.0,49.0,3.0,2.0,1.0,2.0,17.0,3.0,11.0,,,3.0,4.0,3.0,,7.0,2.0,57.0,56.0,2.0,26.0,14.0,,,31.0,13.0,14.0,1.0,,5.0,2.0,2.0,137.0,1.0,,1.0,1.0,,,8.0,1.0,,,14.0,,12.0,12.0,3.0,2.0,77.0,66.0,34.0,5.0,,2.0,4.0,4.0,308.0,6.0,2.0,,47.0,29.0,18.0,,1.0,1.0,,130.0,130.0,2.0,27.0,16.0,38.7,,,1.0,1.0,17.0,0.0,65.0,2.0,1.0,3.0,,1.0,,4.0,1.0,4.0,29.0,227.0,11.0,7.0,193.0,25.0,26.0,16.0,3.0,12.0,9.0,,48.0,2.0,149.0,,,24.0,4.0,53.0,3.0,330.0,,0.0,11.0,12.0,2.0,15.0,3.0,522.0,11.0,13.0,10.0,3.0,5.0,0.0
1060051,35,2020-07-12 12:00:00,11,Everton,Away,217.0,11.0,,2.0,2.0,3.0,,155.0,6.0,,8.0,6.0,3.0,22.0,370.0,,,12.0,14.0,14.0,6.0,,,,,,,,,,,,5.0,,,,,1.0,4.0,10.0,4.0,5.0,1.0,65.0,52.0,,,,1.0,19.0,3.0,15.0,,,2.0,5.0,5.0,,6.0,3.0,47.0,40.0,1.0,13.0,8.0,,,46.0,9.0,9.0,,1.0,1.0,1.0,,159.0,,,,,,,6.0,,,,8.0,,14.0,14.0,4.0,8.0,108.0,68.0,45.0,5.0,,1.0,5.0,2.0,431.0,3.0,2.0,,71.0,38.0,22.0,1.0,1.0,1.0,,114.0,114.0,2.0,23.0,19.0,44.9,,,,,19.0,0.0,118.0,4.0,,4.0,,3.0,,1.0,1.0,5.0,49.0,352.0,9.0,6.0,239.0,30.0,13.0,10.0,2.0,13.0,11.0,,83.0,5.0,224.0,1.0,,16.0,3.0,50.0,,450.0,,0.0,6.0,10.0,1.0,14.0,2.0,595.0,13.0,9.0,7.0,2.0,8.0,0.0
1060056,36,2020-07-16 18:00:00,11,Everton,Home,217.0,23.0,,7.0,7.0,2.0,1.0,171.0,8.0,,6.0,4.0,4.0,30.0,381.0,1.0,,8.0,21.0,23.0,6.0,1.0,,,,,,,,,,,8.0,,,,,1.0,9.0,7.0,8.0,5.0,4.0,55.0,53.0,1.0,1.0,,2.0,13.0,2.0,8.0,,,5.0,19.0,5.0,,8.0,,53.0,56.0,2.0,20.0,11.0,,,58.0,15.0,13.0,,,,2.0,,150.0,1.0,,1.0,1.0,,,9.0,1.0,,,11.0,1.0,14.0,14.0,,6.0,126.0,72.0,48.0,5.0,,5.0,3.0,1.0,418.0,7.0,2.0,,50.0,69.0,33.0,,,,,117.0,117.0,1.0,29.0,14.0,54.9,,,1.0,,13.0,0.0,112.0,,,,,,,6.0,,5.0,85.0,359.0,4.0,8.0,230.0,35.0,20.0,12.0,4.0,30.0,26.0,,119.0,7.0,243.0,,,9.0,4.0,50.0,,443.0,2.0,0.0,9.0,10.0,,12.0,2.0,622.0,24.0,17.0,11.0,5.0,6.0,0.0
1060068,37,2020-07-20 18:00:00,11,Everton,Away,277.0,22.0,,3.0,3.0,1.0,1.0,93.0,5.0,,10.0,3.0,5.0,35.0,367.0,,,20.0,24.0,32.0,4.0,,1.0,,,,,,,,,,3.0,,,1.0,,1.0,7.0,7.0,1.0,4.0,1.0,52.0,59.0,1.0,1.0,,3.0,14.0,,9.0,,,1.0,2.0,3.0,,8.0,,68.0,60.0,3.0,29.0,18.0,,,49.0,19.0,11.0,,,,1.0,,171.0,1.0,1.0,1.0,,1.0,,11.0,,,,18.0,1.0,9.0,9.0,1.0,10.0,113.0,63.0,30.0,7.0,1.0,3.0,2.0,2.0,448.0,5.0,3.0,,39.0,32.0,13.0,,,,,154.0,154.0,2.0,35.0,11.0,49.4,1.0,,,,14.0,0.0,136.0,,,,,3.0,,3.0,,2.0,51.0,351.0,7.0,5.0,324.0,42.0,29.0,16.0,1.0,7.0,6.0,,90.0,5.0,155.0,,,21.0,6.0,76.0,2.0,472.0,1.0,0.0,5.0,10.0,,24.0,3.0,660.0,11.0,19.0,7.0,1.0,7.0,0.0
1060076,38,2020-07-26 16:00:00,11,Everton,Home,319.0,19.0,1.0,10.0,9.0,1.0,,280.0,5.0,,10.0,4.0,3.0,36.0,589.0,,1.0,22.0,22.0,21.0,10.0,1.0,1.0,,,,,,,,,,12.0,,,,,,5.0,8.0,5.0,11.0,2.0,106.0,70.0,2.0,1.0,1.0,1.0,29.0,3.0,7.0,,,2.0,14.0,5.0,,9.0,2.0,57.0,70.0,1.0,23.0,11.0,1.0,,70.0,11.0,9.0,1.0,,,,,184.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,11.0,,6.0,6.0,1.0,10.0,187.0,63.0,48.0,5.0,,5.0,7.0,5.0,667.0,4.0,1.0,,82.0,98.0,24.0,1.0,1.0,1.0,,145.0,145.0,10.0,34.0,14.0,70.0,,,,,29.0,0.0,210.0,3.0,1.0,4.0,,1.0,,5.0,,5.0,119.0,570.0,13.0,12.0,359.0,33.0,23.0,23.0,2.0,21.0,19.0,,165.0,3.0,349.0,2.0,,16.0,3.0,58.0,,687.0,,0.0,13.0,26.0,1.0,23.0,1.0,916.0,29.0,16.0,14.0,2.0,16.0,0.0
