matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918897,1.0,2017-08-12 15:00:00,11,Everton,Home,211.0,19.0,4.0,9.0,5.0,2.0,,190.0,3.0,,4.0,4.0,7.0,29.0,392.0,,1.0,20.0,25.0,19.0,5.0,,,,,,,,,,8.0,,,,,,,9.0,4.0,5.0,5.0,4.0,,68.0,47.0,1.0,,1.0,4.0,14.0,2.0,10.0,,,6.0,9.0,3.0,,12.0,1.0,64.0,47.0,4.0,43.0,28.0,,,69.0,13.0,10.0,1.0,2.0,1.0,1.0,,161.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,28.0,,19.0,19.0,3.0,4.0,139.0,91.0,52.0,7.0,,1.0,5.0,4.0,470.0,,,2.0,2.0,60.0,96.0,27.0,,,,,,160.0,160.0,4.0,21.0,15.0,61.6,,,,4.0,14.0,0.0,,,,129.0,,1.0,1.0,,,,3.0,,3.0,84.0,377.0,4.0,6.0,235.0,39.0,43.0,7.0,5.0,18.0,13.0,,140.0,5.0,280.0,1.0,,18.0,7.0,67.0,2.0,497.0,,0.0,9.0,17.0,1.0,24.0,1.0,702.0,23.0,18.0,1.0,6.0,12.0,0.0
918908,2.0,2017-08-21 20:00:00,11,Everton,Away,121.0,12.0,1.0,3.0,2.0,2.0,2.0,80.0,4.0,1.0,2.0,9.0,4.0,26.0,198.0,,,21.0,22.0,12.0,3.0,3.0,,,,,,1.0,,,4.0,,,,,,2.0,5.0,10.0,9.0,4.0,3.0,,63.0,53.0,1.0,,1.0,3.0,17.0,,13.0,,2.0,1.0,2.0,2.0,,7.0,2.0,55.0,41.0,3.0,30.0,14.0,1.0,,54.0,9.0,7.0,1.0,2.0,3.0,4.0,,136.0,1.0,,1.0,1.0,,,17.0,,,1.0,1.0,,,,,14.0,,16.0,16.0,2.0,2.0,50.0,81.0,25.0,7.0,,5.0,2.0,2.0,272.0,,,4.0,1.0,19.0,83.0,15.0,,,,,,147.0,147.0,4.0,24.0,16.0,34.6,,2.0,,1.0,17.0,0.0,,,,52.0,2.0,3.0,5.0,1.0,,,5.0,,3.0,43.0,188.0,4.0,7.0,143.0,24.0,30.0,8.0,1.0,9.0,8.0,,88.0,11.0,167.0,1.0,1.0,35.0,5.0,77.0,3.0,301.0,,1.0,7.0,19.0,1.0,31.0,2.0,477.0,9.0,10.0,3.0,1.0,12.0,0.0
918914,3.0,2017-08-27 13:30:00,11,Everton,Away,205.0,10.0,,1.0,1.0,3.0,,151.0,3.0,,8.0,6.0,10.0,29.0,355.0,,,16.0,16.0,10.0,6.0,,,,,,,,,,5.0,,,,,,1.0,6.0,8.0,10.0,3.0,4.0,,66.0,67.0,,,,1.0,14.0,2.0,11.0,,,3.0,3.0,6.0,,11.0,3.0,47.0,45.0,1.0,28.0,13.0,,1.0,58.0,7.0,11.0,,,3.0,4.0,,147.0,,,,,,,5.0,,,,,,,,,13.0,,16.0,16.0,1.0,9.0,111.0,75.0,34.0,6.0,,4.0,2.0,,418.0,,,7.0,,37.0,65.0,23.0,,,,,,127.0,127.0,2.0,32.0,19.0,43.3,,,,1.0,14.0,0.0,,,,113.0,2.0,3.0,5.0,,,,5.0,,3.0,61.0,341.0,5.0,6.0,229.0,30.0,28.0,10.0,3.0,16.0,13.0,,100.0,3.0,224.0,1.0,,32.0,10.0,72.0,,437.0,,0.0,7.0,17.0,,20.0,2.0,624.0,6.0,11.0,7.0,3.0,12.0,0.0
918926,4.0,2017-09-09 15:00:00,11,Everton,Home,207.0,17.0,3.0,8.0,5.0,1.0,,176.0,4.0,,6.0,4.0,15.0,28.0,375.0,,,12.0,15.0,12.0,6.0,3.0,,,,,,,,,8.0,,,,,,,11.0,10.0,5.0,10.0,2.0,,74.0,59.0,1.0,1.0,,1.0,19.0,6.0,10.0,,,7.0,9.0,9.0,,10.0,3.0,52.0,47.0,1.0,22.0,13.0,,1.0,67.0,14.0,12.0,,,1.0,1.0,,168.0,,,,,,,10.0,,,,,,,,,13.0,,15.0,15.0,2.0,6.0,120.0,80.0,38.0,3.0,,3.0,6.0,1.0,431.0,,,3.0,,67.0,68.0,33.0,,,,,,146.0,146.0,3.0,31.0,15.0,50.7,,,,,19.0,0.0,,,,102.0,3.0,,3.0,,1.0,,5.0,2.0,3.0,77.0,354.0,5.0,9.0,225.0,35.0,22.0,9.0,7.0,26.0,19.0,,122.0,3.0,265.0,,,22.0,15.0,72.0,4.0,464.0,,0.0,12.0,17.0,,19.0,3.0,662.0,23.0,15.0,6.0,7.0,10.0,0.0
918938,5.0,2017-09-17 16:00:00,11,Everton,Away,237.0,12.0,1.0,2.0,1.0,,1.0,180.0,4.0,1.0,4.0,7.0,11.0,30.0,415.0,,,15.0,14.0,8.0,3.0,2.0,,,,,,,,,5.0,,,,,,1.0,6.0,12.0,4.0,5.0,2.0,,77.0,63.0,,2.0,,3.0,15.0,2.0,9.0,,1.0,1.0,2.0,1.0,,11.0,1.0,50.0,49.0,3.0,29.0,16.0,1.0,,56.0,14.0,15.0,,,2.0,3.0,,167.0,,,,,,,9.0,,,,,,,,1.0,16.0,,15.0,15.0,1.0,4.0,140.0,84.0,49.0,4.0,,2.0,3.0,3.0,480.0,,,4.0,2.0,47.0,62.0,17.0,1.0,1.0,1.0,,,135.0,135.0,3.0,32.0,22.0,50.8,,,,,15.0,0.0,,,,126.0,3.0,,3.0,,,,2.0,1.0,3.0,55.0,392.0,4.0,5.0,262.0,39.0,29.0,7.0,1.0,7.0,6.0,,95.0,4.0,255.0,,1.0,21.0,12.0,66.0,3.0,510.0,,0.0,7.0,22.0,,19.0,1.0,682.0,6.0,12.0,4.0,1.0,17.0,0.0
918946,6.0,2017-09-23 15:00:00,11,Everton,Home,147.0,18.0,2.0,7.0,5.0,1.0,,194.0,3.0,,2.0,5.0,12.0,31.0,334.0,,1.0,22.0,14.0,15.0,9.0,1.0,,,,,1.0,,,,9.0,,,,,,,9.0,3.0,5.0,9.0,3.0,,66.0,73.0,2.0,2.0,1.0,3.0,16.0,4.0,10.0,,2.0,4.0,16.0,3.0,,6.0,2.0,49.0,46.0,3.0,24.0,6.0,,,76.0,12.0,11.0,,,2.0,2.0,,157.0,1.0,,1.0,1.0,,,5.0,,,2.0,1.0,,,,,6.0,1.0,21.0,21.0,2.0,2.0,102.0,85.0,40.0,6.0,,5.0,6.0,3.0,400.0,,,2.0,2.0,47.0,75.0,37.0,,,,,,145.0,145.0,7.0,29.0,27.0,50.6,,,3.0,1.0,16.0,0.0,,,,101.0,1.0,2.0,3.0,,2.0,,5.0,,3.0,108.0,321.0,6.0,11.0,165.0,35.0,24.0,10.0,3.0,24.0,21.0,,159.0,4.0,285.0,1.0,,25.0,15.0,75.0,3.0,426.0,,0.0,12.0,19.0,1.0,25.0,3.0,623.0,23.0,15.0,3.0,4.0,13.0,0.0
918956,7.0,2017-10-01 14:15:00,11,Everton,Home,159.0,11.0,1.0,7.0,6.0,5.0,,246.0,2.0,,3.0,7.0,6.0,34.0,398.0,,1.0,13.0,35.0,32.0,19.0,1.0,,,,,,,,,21.0,,,,,,1.0,9.0,5.0,,10.0,15.0,,55.0,67.0,1.0,1.0,,3.0,21.0,8.0,7.0,,1.0,9.0,13.0,11.0,,12.0,,71.0,53.0,3.0,43.0,24.0,,,78.0,14.0,6.0,,,1.0,1.0,,174.0,,,,,,,6.0,,,,,,,,2.0,24.0,,4.0,4.0,,3.0,141.0,80.0,39.0,3.0,,10.0,10.0,4.0,484.0,,,2.0,2.0,74.0,76.0,44.0,,,,,,164.0,164.0,3.0,26.0,28.0,63.2,,,,2.0,21.0,0.0,,,,131.0,1.0,,1.0,,,,13.0,,3.0,143.0,390.0,7.0,21.0,179.0,31.0,43.0,13.0,9.0,34.0,25.0,,202.0,10.0,356.0,2.0,,29.0,6.0,76.0,1.0,501.0,,0.0,25.0,8.0,3.0,15.0,2.0,704.0,44.0,11.0,7.0,9.0,5.0,0.0
918963,8.0,2017-10-15 13:30:00,11,Everton,Away,175.0,23.0,,2.0,2.0,1.0,,181.0,1.0,,6.0,13.0,10.0,32.0,354.0,,,18.0,25.0,24.0,10.0,,,1.0,,1.0,,,,,10.0,1.0,,,,,1.0,6.0,8.0,4.0,7.0,6.0,,65.0,65.0,,,1.0,1.0,22.0,2.0,9.0,,2.0,1.0,9.0,2.0,,12.0,2.0,61.0,68.0,1.0,31.0,20.0,,,64.0,10.0,12.0,1.0,,4.0,2.0,1.0,177.0,,,,,,,6.0,,,,1.0,,,,1.0,20.0,,8.0,8.0,,6.0,109.0,88.0,53.0,7.0,,4.0,6.0,6.0,428.0,,,6.0,1.0,72.0,72.0,21.0,,,,,1.0,150.0,150.0,2.0,31.0,23.0,53.1,,,1.0,1.0,22.0,0.0,,,,100.0,1.0,1.0,2.0,,,,5.0,,3.0,91.0,341.0,8.0,10.0,189.0,35.0,31.0,18.0,1.0,14.0,13.0,,143.0,6.0,276.0,2.0,,30.0,10.0,65.0,1.0,451.0,,0.0,13.0,20.0,1.0,22.0,1.0,665.0,20.0,17.0,12.0,1.0,15.0,0.0
918974,9.0,2017-10-22 13:30:00,11,Everton,Home,83.0,7.0,,5.0,5.0,2.0,2.0,121.0,6.0,1.0,4.0,6.0,4.0,21.0,199.0,,,12.0,13.0,18.0,3.0,2.0,,1.0,,1.0,,,,,6.0,,,,,,2.0,9.0,21.0,9.0,6.0,3.0,,36.0,63.0,,,1.0,2.0,21.0,2.0,11.0,,,,6.0,3.0,,8.0,6.0,50.0,43.0,2.0,30.0,17.0,,,69.0,14.0,12.0,1.0,,5.0,4.0,1.0,126.0,,,,,,,11.0,,,2.0,,,,,,17.0,,10.0,10.0,,4.0,65.0,73.0,33.0,7.0,,3.0,2.0,3.0,252.0,,,7.0,2.0,24.0,67.0,23.0,,,,,,130.0,130.0,6.0,25.0,17.0,32.4,,3.0,,2.0,21.0,0.0,,,,60.0,5.0,4.0,9.0,1.0,2.0,,4.0,1.0,3.0,60.0,179.0,13.0,5.0,99.0,21.0,30.0,10.0,,13.0,13.0,,113.0,6.0,201.0,,1.0,24.0,5.0,58.0,2.0,287.0,,1.0,9.0,8.0,1.0,16.0,1.0,475.0,13.0,14.0,6.0,,7.0,0.0
918988,10.0,2017-10-29 16:00:00,11,Everton,Away,118.0,15.0,3.0,8.0,5.0,,,264.0,2.0,,2.0,10.0,8.0,32.0,374.0,,1.0,21.0,20.0,22.0,12.0,1.0,,,,,,,,,13.0,,,,,,,7.0,7.0,2.0,7.0,8.0,,65.0,67.0,,,,2.0,22.0,6.0,8.0,,1.0,10.0,9.0,6.0,,10.0,1.0,52.0,53.0,2.0,25.0,14.0,,1.0,92.0,10.0,6.0,,,3.0,2.0,,151.0,,,,,,,6.0,,,,,,,,,14.0,,9.0,9.0,,2.0,131.0,73.0,41.0,3.0,,6.0,7.0,2.0,451.0,,,1.0,3.0,92.0,99.0,37.0,,,,,,161.0,161.0,5.0,22.0,36.0,59.6,,,,2.0,22.0,0.0,,,,123.0,1.0,,1.0,,,,7.0,,3.0,131.0,363.0,4.0,13.0,130.0,33.0,25.0,10.0,10.0,27.0,17.0,,194.0,6.0,367.0,,,27.0,10.0,65.0,1.0,470.0,,0.0,15.0,19.0,1.0,30.0,2.0,670.0,23.0,19.0,6.0,10.0,12.0,0.0
