matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987601,1.0,2018-08-11 17:30:00,11,Everton,Away,156.0,4.0,2.0,3.0,1.0,1.0,,154.0,4.0,1.0,2.0,5.0,8.0,22.0,307.0,,,14.0,21.0,24.0,2.0,2.0,,,,,,,,,,,,,4.0,,,,,,1.0,6.0,3.0,8.0,7.0,1.0,,71.0,50.0,1.0,,1.0,5.0,23.0,,9.0,,,6.0,3.0,3.0,,8.0,1.0,50.0,55.0,5.0,28.0,13.0,,,46.0,7.0,8.0,,,2.0,3.0,,142.0,2.0,,,2.0,,,10.0,,,1.0,,,,,,13.0,,11.0,11.0,,2.0,85.0,71.0,31.0,3.0,2.0,3.0,3.0,5.0,386.0,,,2.0,2.0,,93.0,48.0,22.0,,,,,,152.0,152.0,8.0,19.0,15.0,42.6,,2.0,,,23.0,0.0,,,,111.0,1.0,1.0,2.0,,,,3.0,,3.0,64.0,298.0,11.0,6.0,178.0,18.0,28.0,7.0,6.0,15.0,9.0,,111.0,3.0,246.0,,1.0,31.0,8.0,68.0,3.0,409.0,,1.0,8.0,23.0,,19.0,1.0,589.0,18.0,15.0,2.0,6.0,15.0,0.0
987607,2.0,2018-08-18 15:00:00,11,Everton,Home,155.0,11.0,1.0,5.0,4.0,7.0,2.0,163.0,6.0,2.0,3.0,6.0,2.0,24.0,313.0,,2.0,18.0,31.0,22.0,6.0,4.0,,,,,,,,,,,,2.0,8.0,,,,,,4.0,4.0,9.0,6.0,9.0,4.0,,62.0,65.0,3.0,1.0,2.0,2.0,19.0,3.0,4.0,,,2.0,10.0,1.0,,7.0,1.0,54.0,68.0,2.0,18.0,5.0,,1.0,67.0,8.0,20.0,,,6.0,6.0,,192.0,2.0,,2.0,1.0,1.0,,10.0,,,1.0,2.0,,,,,5.0,,14.0,14.0,,3.0,81.0,83.0,42.0,6.0,2.0,3.0,9.0,7.0,390.0,,,5.0,1.0,,85.0,43.0,36.0,,,,,,155.0,155.0,4.0,19.0,33.0,58.0,,,,,19.0,0.0,,,,88.0,1.0,2.0,3.0,,2.0,,3.0,,3.0,86.0,291.0,8.0,12.0,182.0,27.0,18.0,12.0,2.0,19.0,17.0,,142.0,13.0,260.0,2.0,2.0,29.0,4.0,69.0,2.0,423.0,,0.0,13.0,18.0,3.0,22.0,0.0,617.0,28.0,13.0,8.0,2.0,10.0,0.0
987612,3.0,2018-08-25 15:00:00,11,Everton,Away,126.0,8.0,2.0,6.0,4.0,2.0,,183.0,5.0,1.0,5.0,6.0,11.0,31.0,303.0,,1.0,20.0,16.0,19.0,6.0,1.0,,,,,,1.0,1.0,,,,,,7.0,,,,,,2.0,6.0,12.0,5.0,5.0,6.0,,60.0,53.0,,,,2.0,13.0,3.0,6.0,,,2.0,9.0,3.0,1.0,9.0,1.0,50.0,58.0,2.0,30.0,15.0,,,59.0,10.0,12.0,,,2.0,1.0,1.0,138.0,2.0,,2.0,1.0,1.0,,10.0,,,1.0,1.0,,,,,15.0,,13.0,13.0,1.0,5.0,102.0,69.0,33.0,6.0,1.0,4.0,5.0,3.0,359.0,,,2.0,,,80.0,67.0,23.0,1.0,1.0,1.0,,,136.0,136.0,6.0,22.0,17.0,50.1,,2.0,,,13.0,0.0,,,,89.0,1.0,2.0,3.0,,2.0,,5.0,,3.0,82.0,288.0,5.0,9.0,145.0,21.0,30.0,15.0,2.0,15.0,13.0,,125.0,9.0,259.0,1.0,1.0,31.0,12.0,73.0,,389.0,1.0,1.0,11.0,21.0,1.0,24.0,3.0,589.0,20.0,19.0,6.0,2.0,12.0,0.0
987627,4.0,2018-09-01 15:00:00,11,Everton,Home,159.0,11.0,3.0,6.0,3.0,1.0,,232.0,2.0,,4.0,1.0,5.0,31.0,385.0,,,16.0,31.0,27.0,6.0,2.0,,1.0,,,,,,,,,,,7.0,,,,,,,9.0,4.0,5.0,8.0,3.0,,50.0,59.0,1.0,,1.0,2.0,17.0,2.0,7.0,,,4.0,8.0,5.0,,22.0,,81.0,57.0,2.0,32.0,20.0,,,66.0,13.0,13.0,,,1.0,2.0,,151.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,20.0,,8.0,8.0,,4.0,132.0,73.0,50.0,3.0,1.0,8.0,1.0,1.0,440.0,,,1.0,3.0,,92.0,68.0,22.0,,,,,,145.0,145.0,6.0,17.0,28.0,57.6,,,1.0,1.0,17.0,0.0,,,,131.0,2.0,3.0,5.0,,2.0,1.0,8.0,,3.0,75.0,368.0,10.0,9.0,175.0,20.0,32.0,11.0,4.0,19.0,15.0,1.0,118.0,3.0,308.0,,,16.0,7.0,57.0,1.0,464.0,,0.0,11.0,15.0,,25.0,3.0,669.0,13.0,10.0,3.0,4.0,12.0,0.0
987634,5.0,2018-09-16 16:00:00,11,Everton,Home,160.0,23.0,,6.0,6.0,,1.0,198.0,6.0,2.0,11.0,2.0,4.0,32.0,352.0,1.0,1.0,28.0,17.0,15.0,6.0,1.0,,,,,,1.0,3.0,,,,,,10.0,,,,1.0,,2.0,9.0,7.0,2.0,8.0,8.0,,66.0,65.0,2.0,2.0,,,17.0,6.0,10.0,,,4.0,12.0,5.0,,11.0,,60.0,60.0,,9.0,6.0,1.0,1.0,85.0,15.0,11.0,,,4.0,1.0,3.0,167.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,6.0,1.0,10.0,10.0,,11.0,98.0,63.0,42.0,2.0,1.0,3.0,5.0,4.0,436.0,,,3.0,1.0,,45.0,86.0,32.0,,,,,,165.0,165.0,6.0,21.0,26.0,55.9,1.0,,,,17.0,0.0,,,,127.0,1.0,,1.0,,1.0,,6.0,,3.0,101.0,335.0,8.0,8.0,187.0,39.0,9.0,21.0,4.0,22.0,18.0,,163.0,4.0,293.0,,2.0,11.0,5.0,61.0,3.0,458.0,1.0,0.0,16.0,22.0,1.0,30.0,2.0,669.0,24.0,18.0,13.0,4.0,13.0,0.0
987642,6.0,2018-09-23 16:00:00,11,Everton,Away,101.0,12.0,,6.0,6.0,1.0,2.0,143.0,,,3.0,8.0,4.0,21.0,238.0,,2.0,22.0,21.0,15.0,8.0,1.0,,,,,,1.0,1.0,,,,,1.0,7.0,,,,,,1.0,5.0,5.0,4.0,5.0,5.0,,48.0,53.0,2.0,3.0,,,21.0,2.0,6.0,,1.0,9.0,14.0,4.0,,13.0,1.0,55.0,63.0,,28.0,12.0,,,48.0,12.0,15.0,,,5.0,2.0,1.0,134.0,,,,,,,1.0,,,,,,,,,12.0,1.0,18.0,18.0,1.0,3.0,67.0,61.0,37.0,5.0,,2.0,7.0,6.0,292.0,,,3.0,1.0,,54.0,65.0,31.0,,,,,,146.0,146.0,4.0,23.0,21.0,37.5,,,,,21.0,0.0,,,,66.0,1.0,2.0,3.0,,1.0,,2.0,,2.0,77.0,221.0,7.0,9.0,123.0,24.0,28.0,19.0,7.0,27.0,20.0,,114.0,4.0,219.0,,,22.0,4.0,45.0,2.0,315.0,,0.0,10.0,20.0,2.0,26.0,1.0,552.0,17.0,22.0,13.0,9.0,11.0,0.0
987656,7.0,2018-09-29 15:00:00,11,Everton,Home,158.0,10.0,2.0,6.0,4.0,1.0,,162.0,3.0,,3.0,7.0,2.0,24.0,314.0,,,24.0,20.0,16.0,11.0,2.0,,2.0,,,,,1.0,,,,,,13.0,,1.0,,1.0,,1.0,9.0,3.0,3.0,13.0,6.0,,71.0,62.0,2.0,2.0,1.0,2.0,16.0,7.0,7.0,,,12.0,10.0,6.0,,13.0,,58.0,62.0,2.0,14.0,8.0,,,46.0,13.0,13.0,,,5.0,3.0,1.0,147.0,2.0,,2.0,2.0,,,5.0,,,3.0,,,,,,8.0,1.0,21.0,21.0,1.0,3.0,79.0,70.0,40.0,1.0,2.0,4.0,11.0,6.0,371.0,,,,,,82.0,65.0,30.0,,,,,1.0,145.0,145.0,6.0,27.0,22.0,51.2,1.0,,,,16.0,0.0,,,,91.0,,,,,,2.0,6.0,,3.0,75.0,302.0,5.0,15.0,174.0,23.0,14.0,12.0,11.0,30.0,19.0,2.0,113.0,3.0,244.0,,,16.0,3.0,50.0,6.0,388.0,1.0,0.0,19.0,26.0,,26.0,0.0,614.0,29.0,21.0,7.0,12.0,18.0,0.0
987666,8.0,2018-10-06 15:00:00,11,Everton,Away,139.0,20.0,3.0,5.0,2.0,1.0,2.0,179.0,2.0,,1.0,5.0,4.0,35.0,313.0,,,16.0,21.0,26.0,6.0,5.0,,,,,,,,,,,,,8.0,,,,,,2.0,6.0,5.0,3.0,9.0,8.0,,68.0,72.0,,,1.0,2.0,26.0,4.0,7.0,,1.0,10.0,9.0,4.0,,10.0,1.0,52.0,58.0,2.0,16.0,7.0,,,66.0,11.0,10.0,1.0,,3.0,3.0,,159.0,1.0,,,1.0,,,6.0,,,2.0,1.0,,,,,7.0,,13.0,13.0,1.0,2.0,99.0,73.0,43.0,2.0,1.0,3.0,9.0,8.0,400.0,,,1.0,2.0,,92.0,53.0,33.0,,,,,,171.0,171.0,9.0,25.0,32.0,48.7,,,,,26.0,0.0,,,,97.0,1.0,,1.0,,,,5.0,2.0,3.0,73.0,299.0,13.0,12.0,169.0,36.0,16.0,14.0,10.0,26.0,16.0,,131.0,7.0,280.0,1.0,,23.0,4.0,66.0,,423.0,1.0,0.0,17.0,11.0,2.0,19.0,1.0,616.0,22.0,21.0,11.0,10.0,7.0,0.0
987676,9.0,2018-10-21 16:00:00,11,Everton,Home,178.0,12.0,5.0,8.0,3.0,1.0,,254.0,3.0,1.0,3.0,4.0,2.0,26.0,424.0,1.0,1.0,16.0,17.0,23.0,10.0,4.0,,1.0,,,,,1.0,,,,,,16.0,,,,,,1.0,9.0,4.0,3.0,10.0,10.0,,74.0,77.0,3.0,1.0,2.0,1.0,19.0,7.0,6.0,,,10.0,14.0,3.0,,13.0,2.0,58.0,68.0,1.0,18.0,11.0,,,53.0,13.0,17.0,,,3.0,2.0,1.0,181.0,2.0,,1.0,2.0,,1.0,5.0,,,2.0,,,,,,11.0,,11.0,11.0,2.0,3.0,144.0,66.0,48.0,5.0,,8.0,8.0,4.0,488.0,,,,3.0,,100.0,86.0,30.0,,1.0,1.0,1.0,,158.0,158.0,9.0,28.0,35.0,59.8,,,,,19.0,0.0,,,,111.0,1.0,2.0,4.0,,,1.0,9.0,,3.0,135.0,407.0,6.0,16.0,211.0,20.0,18.0,18.0,10.0,29.0,19.0,2.0,175.0,2.0,328.0,,1.0,19.0,2.0,47.0,1.0,510.0,1.0,0.0,20.0,21.0,1.0,18.0,2.0,731.0,30.0,22.0,8.0,10.0,13.0,0.0
987688,10.0,2018-10-28 16:00:00,11,Everton,Away,181.0,10.0,1.0,4.0,3.0,4.0,,155.0,1.0,,5.0,4.0,7.0,21.0,332.0,,1.0,22.0,15.0,8.0,9.0,1.0,,,,,,,,,,,,,10.0,1.0,,,,,,8.0,8.0,6.0,9.0,5.0,,62.0,57.0,1.0,1.0,1.0,2.0,21.0,1.0,4.0,,1.0,4.0,10.0,6.0,,8.0,7.0,46.0,50.0,2.0,24.0,11.0,,,51.0,12.0,15.0,,,2.0,1.0,,163.0,,,,,,,2.0,,,,1.0,,,,,11.0,,8.0,8.0,,5.0,96.0,67.0,33.0,8.0,1.0,5.0,5.0,6.0,385.0,,,1.0,1.0,,54.0,80.0,28.0,,1.0,1.0,1.0,1.0,135.0,135.0,6.0,20.0,23.0,46.3,,,,,21.0,0.0,,,,92.0,6.0,2.0,8.0,,,,7.0,,3.0,70.0,309.0,11.0,10.0,198.0,24.0,24.0,18.0,3.0,20.0,17.0,,101.0,6.0,235.0,1.0,,11.0,7.0,44.0,,413.0,,0.0,14.0,16.0,1.0,26.0,1.0,627.0,20.0,18.0,11.0,4.0,7.0,0.0
