matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755408,11.0,2014-11-09 13:30:00,11,Everton,Away,162.0,5.0,1.0,4.0,3.0,1.0,,304.0,5.0,,4.0,13.0,25.0,34.0,462.0,1.0,1.0,12.0,17.0,28.0,13.0,1.0,1.0,,,,,,,,15.0,1.0,,,,,,,4.0,4.0,6.0,,95.0,60.0,,,1.0,4.0,15.0,3.0,8.0,1.0,2.0,4.0,11.0,2.0,1.0,5.0,1.0,54.0,66.0,4.0,37.0,26.0,,1.0,79.0,13.0,12.0,,,1.0,,,178.0,,,,,,,8.0,,,,2.0,,,,2.0,26.0,1.0,17.0,17.0,2.0,4.0,134.0,77.0,51.0,5.0,,6.0,8.0,7.0,514.0,,,4.0,2.0,,66.0,70.0,8.0,,,,1.0,127.0,127.0,2.0,23.0,29.0,58.2,,1.0,15.0,0.0,,,,131.0,2.0,,1.0,,1.0,1.0,6.0,,3.0,147.0,443.0,10.0,14.0,171.0,10.0,37.0,31.0,4.0,17.0,13.0,1.0,188.0,14.0,384.0,2.0,,26.0,30.0,62.0,1.0,538.0,1.0,0.0,16.0,10.0,1.0,15.0,2.0,742.0,13.0,17.0,4.0,9.0,0.0
755417,12.0,2014-11-22 15:00:00,11,Everton,Home,200.0,15.0,,1.0,1.0,4.0,,208.0,4.0,,10.0,5.0,17.0,31.0,407.0,1.0,1.0,11.0,32.0,16.0,10.0,,1.0,,,,,,,,13.0,,,,,,,,5.0,10.0,4.0,,70.0,59.0,2.0,1.0,2.0,10.0,12.0,4.0,15.0,,,1.0,4.0,1.0,,11.0,1.0,73.0,46.0,10.0,62.0,37.0,,1.0,72.0,10.0,12.0,1.0,,2.0,1.0,,153.0,1.0,,1.0,1.0,,1.0,9.0,,,2.0,7.0,,,,,37.0,,5.0,5.0,,10.0,135.0,72.0,44.0,5.0,1.0,5.0,6.0,4.0,460.0,,,2.0,5.0,,47.0,59.0,14.0,,,,,116.0,116.0,2.0,26.0,19.0,56.3,,2.0,12.0,0.0,,,,127.0,2.0,,2.0,,,1.0,6.0,1.0,3.0,95.0,390.0,7.0,11.0,219.0,23.0,62.0,12.0,,6.0,6.0,5.0,136.0,9.0,272.0,8.0,,30.0,17.0,72.0,3.0,485.0,1.0,0.0,14.0,13.0,2.0,13.0,2.0,692.0,6.0,6.0,1.0,10.0,0.0
755430,13.0,2014-11-30 16:00:00,11,Everton,Away,252.0,26.0,,4.0,4.0,,1.0,283.0,8.0,,12.0,4.0,18.0,53.0,531.0,,1.0,18.0,13.0,10.0,7.0,1.0,,,,,,,,1.0,9.0,,,,,,,1.0,3.0,3.0,10.0,,113.0,54.0,1.0,2.0,,3.0,18.0,2.0,12.0,,1.0,4.0,9.0,6.0,,13.0,2.0,52.0,62.0,3.0,16.0,10.0,2.0,,76.0,5.0,15.0,,,5.0,4.0,,164.0,,,,,,,12.0,,,1.0,2.0,,,,1.0,10.0,,12.0,12.0,2.0,12.0,165.0,79.0,56.0,3.0,1.0,3.0,5.0,5.0,573.0,,,3.0,,,74.0,92.0,20.0,,,,,128.0,128.0,1.0,20.0,19.0,61.4,,,18.0,0.0,,,,161.0,,4.0,4.0,,,,3.0,1.0,2.0,135.0,508.0,8.0,8.0,267.0,36.0,16.0,26.0,3.0,22.0,19.0,,172.0,3.0,358.0,2.0,,14.0,21.0,82.0,4.0,603.0,1.0,0.0,10.0,22.0,1.0,20.0,1.0,808.0,9.0,16.0,4.0,15.0,0.0
755441,14.0,2014-12-03 19:45:00,11,Everton,Home,226.0,14.0,1.0,4.0,3.0,6.0,,222.0,5.0,,7.0,3.0,31.0,31.0,444.0,1.0,1.0,26.0,18.0,28.0,6.0,2.0,,,,1.0,1.0,,,,8.0,,,,,,,3.0,5.0,6.0,2.0,,96.0,51.0,1.0,,1.0,3.0,14.0,3.0,5.0,,,6.0,11.0,5.0,,16.0,,58.0,63.0,3.0,31.0,21.0,,1.0,59.0,8.0,12.0,1.0,,3.0,1.0,1.0,175.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,,21.0,,14.0,14.0,2.0,7.0,123.0,73.0,40.0,4.0,,3.0,6.0,5.0,506.0,,,3.0,1.0,,55.0,65.0,14.0,,,,,145.0,145.0,1.0,24.0,18.0,57.5,,,14.0,0.0,,,,132.0,,,,,,,5.0,,2.0,116.0,427.0,8.0,9.0,251.0,25.0,31.0,22.0,5.0,22.0,17.0,,145.0,14.0,297.0,3.0,,22.0,33.0,59.0,1.0,526.0,1.0,0.0,13.0,16.0,1.0,30.0,1.0,745.0,11.0,10.0,6.0,12.0,0.0
755446,15.0,2014-12-06 17:30:00,11,Everton,Away,165.0,13.0,,1.0,1.0,4.0,,221.0,6.0,,10.0,6.0,14.0,27.0,385.0,,,18.0,14.0,14.0,5.0,,,,,,2.0,,,,7.0,,,,,,,,8.0,13.0,6.0,,58.0,55.0,,,,6.0,19.0,5.0,8.0,,2.0,7.0,8.0,5.0,,13.0,1.0,54.0,51.0,6.0,38.0,19.0,,1.0,66.0,11.0,7.0,,,2.0,,2.0,163.0,,,,,,,6.0,,,,2.0,,,,,19.0,,14.0,14.0,1.0,10.0,127.0,59.0,37.0,11.0,,1.0,4.0,2.0,450.0,,,12.0,4.0,,60.0,45.0,17.0,1.0,1.0,1.0,,137.0,137.0,4.0,22.0,19.0,48.7,,,19.0,0.0,,,,119.0,2.0,,2.0,,,,2.0,,2.0,111.0,369.0,6.0,5.0,184.0,23.0,38.0,24.0,6.0,19.0,13.0,,153.0,7.0,302.0,2.0,,22.0,14.0,52.0,4.0,467.0,,0.0,9.0,16.0,,19.0,3.0,687.0,6.0,15.0,7.0,13.0,0.0
755457,16.0,2014-12-15 20:00:00,11,Everton,Home,204.0,15.0,,3.0,3.0,2.0,,173.0,4.0,,6.0,4.0,18.0,29.0,374.0,,,12.0,15.0,15.0,9.0,,,1.0,1.0,,2.0,,,,11.0,,,,,1.0,,,4.0,5.0,12.0,,82.0,60.0,1.0,1.0,,7.0,21.0,4.0,12.0,,,1.0,6.0,1.0,,11.0,2.0,56.0,69.0,7.0,35.0,22.0,,,61.0,11.0,12.0,,,5.0,,2.0,171.0,1.0,,,1.0,,,10.0,,,1.0,3.0,,,,1.0,22.0,1.0,8.0,8.0,2.0,6.0,105.0,82.0,46.0,8.0,2.0,3.0,7.0,5.0,433.0,,,4.0,5.0,,66.0,49.0,10.0,,,,,131.0,131.0,4.0,22.0,24.0,53.5,1.0,1.0,21.0,0.0,,,,106.0,1.0,2.0,3.0,,,,4.0,,3.0,68.0,357.0,8.0,10.0,226.0,28.0,35.0,24.0,,7.0,7.0,1.0,105.0,8.0,245.0,3.0,,20.0,22.0,68.0,4.0,464.0,,0.0,13.0,31.0,,12.0,1.0,671.0,7.0,14.0,1.0,22.0,0.0
755469,17.0,2014-12-20 15:00:00,11,Everton,Away,129.0,21.0,1.0,8.0,7.0,9.0,,275.0,5.0,,5.0,5.0,16.0,37.0,396.0,,,31.0,13.0,9.0,7.0,1.0,,,,,1.0,1.0,,,11.0,,,,,,,1.0,9.0,8.0,4.0,,69.0,45.0,,,,3.0,11.0,2.0,2.0,,,6.0,10.0,8.0,,21.0,1.0,62.0,50.0,3.0,21.0,14.0,,,77.0,10.0,10.0,,,2.0,,1.0,165.0,,,,,,,7.0,,,,2.0,,,,,14.0,,7.0,7.0,1.0,6.0,122.0,78.0,55.0,4.0,,5.0,3.0,4.0,453.0,,,1.0,4.0,1.0,98.0,50.0,21.0,,,,,157.0,157.0,1.0,14.0,22.0,56.2,,,11.0,0.0,,,,125.0,1.0,,1.0,,2.0,,7.0,,,130.0,374.0,4.0,8.0,144.0,35.0,21.0,33.0,4.0,22.0,18.0,,182.0,11.0,359.0,2.0,,17.0,18.0,65.0,2.0,481.0,,0.0,13.0,15.0,,36.0,1.0,704.0,8.0,16.0,6.0,11.0,0.0
755477,18.0,2014-12-26 15:00:00,11,Everton,Home,206.0,11.0,2.0,4.0,2.0,5.0,1.0,241.0,8.0,,2.0,4.0,18.0,31.0,443.0,,2.0,23.0,16.0,13.0,9.0,2.0,,,1.0,,2.0,,1.0,,11.0,,,,,,,,3.0,7.0,5.0,,66.0,61.0,2.0,2.0,,5.0,17.0,6.0,7.0,,2.0,9.0,12.0,4.0,,13.0,,51.0,48.0,5.0,22.0,13.0,,1.0,93.0,9.0,15.0,,,5.0,3.0,2.0,202.0,,,,,,,9.0,,,,,,,,,13.0,,17.0,17.0,,2.0,139.0,75.0,43.0,3.0,,4.0,7.0,5.0,522.0,,,5.0,3.0,,51.0,87.0,24.0,1.0,1.0,1.0,,164.0,164.0,6.0,32.0,20.0,61.9,,,17.0,0.0,,,,141.0,1.0,,1.0,,2.0,,5.0,,3.0,136.0,422.0,9.0,11.0,227.0,29.0,22.0,14.0,7.0,26.0,19.0,,198.0,10.0,347.0,,,26.0,20.0,69.0,3.0,548.0,,0.0,16.0,14.0,4.0,24.0,2.0,756.0,10.0,7.0,9.0,13.0,0.0
755487,19.0,2014-12-28 16:15:00,11,Everton,Away,159.0,5.0,2.0,5.0,3.0,1.0,,195.0,6.0,1.0,2.0,4.0,14.0,29.0,349.0,1.0,1.0,17.0,15.0,15.0,4.0,1.0,,,1.0,,1.0,,,1.0,7.0,,,,,,,,5.0,10.0,3.0,,57.0,48.0,2.0,,2.0,4.0,8.0,1.0,10.0,,1.0,3.0,8.0,4.0,,10.0,3.0,51.0,48.0,4.0,43.0,26.0,2.0,,57.0,8.0,13.0,1.0,,2.0,1.0,1.0,148.0,2.0,,2.0,2.0,,,8.0,,,2.0,1.0,,,,,26.0,,11.0,11.0,1.0,2.0,117.0,62.0,39.0,8.0,,4.0,3.0,2.0,389.0,,,3.0,3.0,,44.0,34.0,17.0,,,,,111.0,111.0,,22.0,22.0,47.0,,2.0,8.0,0.0,,,,93.0,3.0,,3.0,,,,6.0,,3.0,75.0,328.0,7.0,7.0,175.0,13.0,43.0,18.0,3.0,16.0,13.0,,107.0,5.0,256.0,1.0,1.0,14.0,15.0,54.0,2.0,415.0,1.0,0.0,9.0,13.0,4.0,19.0,2.0,608.0,7.0,8.0,3.0,11.0,0.0
755494,20.0,2015-01-01 15:00:00,11,Everton,Away,137.0,18.0,1.0,3.0,2.0,6.0,,194.0,5.0,1.0,3.0,4.0,20.0,31.0,328.0,1.0,2.0,18.0,24.0,17.0,4.0,,,,2.0,1.0,3.0,,,,6.0,,,,,,,,9.0,9.0,5.0,,52.0,65.0,2.0,2.0,,,15.0,1.0,13.0,,2.0,8.0,7.0,4.0,,15.0,2.0,82.0,57.0,,31.0,18.0,1.0,,83.0,15.0,14.0,,,3.0,,3.0,189.0,,,,,,,11.0,,,,1.0,,,,,18.0,,15.0,15.0,1.0,3.0,88.0,74.0,41.0,4.0,,2.0,2.0,3.0,393.0,,,3.0,3.0,,37.0,54.0,16.0,,,,,167.0,167.0,2.0,35.0,23.0,55.5,,,15.0,0.0,,,,95.0,1.0,2.0,3.0,1.0,,,5.0,1.0,2.0,80.0,306.0,8.0,4.0,159.0,32.0,31.0,31.0,8.0,19.0,11.0,,135.0,12.0,284.0,1.0,1.0,21.0,20.0,64.0,1.0,424.0,1.0,1.0,9.0,12.0,3.0,21.0,3.0,640.0,18.0,16.0,8.0,10.0,0.0
755507,21.0,2015-01-10 15:00:00,11,Everton,Home,105.0,6.0,,3.0,3.0,4.0,1.0,146.0,3.0,,3.0,8.0,10.0,28.0,248.0,,,12.0,17.0,15.0,5.0,1.0,1.0,,1.0,,3.0,,,,6.0,,,,1.0,,,2.0,3.0,8.0,10.0,,49.0,59.0,2.0,1.0,1.0,6.0,15.0,4.0,13.0,,,4.0,8.0,3.0,,11.0,1.0,64.0,53.0,6.0,37.0,22.0,,1.0,58.0,9.0,10.0,,,6.0,3.0,3.0,139.0,1.0,1.0,1.0,,1.0,,14.0,,,,1.0,,,,,22.0,1.0,13.0,13.0,,3.0,68.0,77.0,33.0,9.0,1.0,1.0,6.0,4.0,307.0,,,5.0,1.0,,44.0,58.0,8.0,,,,,152.0,152.0,6.0,20.0,27.0,38.2,1.0,1.0,15.0,0.0,,,,74.0,,1.0,1.0,,1.0,1.0,3.0,,1.0,66.0,239.0,11.0,7.0,119.0,18.0,37.0,27.0,4.0,18.0,14.0,3.0,102.0,10.0,229.0,1.0,,21.0,10.0,66.0,3.0,330.0,,0.0,11.0,16.0,,21.0,1.0,551.0,16.0,12.0,4.0,13.0,0.0
755515,22.0,2015-01-19 20:00:00,11,Everton,Home,174.0,20.0,3.0,6.0,3.0,2.0,,408.0,4.0,,6.0,3.0,29.0,43.0,576.0,,1.0,20.0,17.0,12.0,11.0,1.0,1.0,,,1.0,2.0,,,,13.0,,1.0,,,1.0,,,6.0,2.0,3.0,,107.0,65.0,,1.0,,2.0,17.0,9.0,7.0,,,8.0,20.0,13.0,,11.0,,59.0,48.0,2.0,30.0,19.0,,,101.0,11.0,11.0,,,5.0,2.0,2.0,191.0,,,,,,,4.0,,,,,,,,,19.0,1.0,8.0,8.0,,6.0,178.0,80.0,61.0,1.0,,2.0,10.0,4.0,625.0,,,3.0,1.0,,76.0,116.0,33.0,,,,1.0,150.0,150.0,5.0,35.0,17.0,68.8,1.0,1.0,17.0,0.0,,,,167.0,,,,,1.0,1.0,4.0,,2.0,227.0,559.0,8.0,12.0,178.0,32.0,30.0,27.0,7.0,42.0,35.0,2.0,277.0,2.0,507.0,,,12.0,31.0,66.0,4.0,643.0,,0.0,17.0,12.0,1.0,21.0,3.0,869.0,16.0,13.0,8.0,10.0,0.0
755525,23.0,2015-01-31 15:00:00,11,Everton,Away,146.0,17.0,1.0,3.0,2.0,1.0,,157.0,2.0,,5.0,6.0,19.0,35.0,300.0,,1.0,17.0,32.0,18.0,9.0,2.0,2.0,,1.0,,1.0,,,,12.0,,,,,,,,7.0,6.0,7.0,,62.0,70.0,,,1.0,6.0,16.0,6.0,10.0,1.0,,1.0,8.0,1.0,,11.0,1.0,75.0,62.0,6.0,50.0,28.0,,,59.0,14.0,12.0,1.0,,1.0,,1.0,148.0,,,,,,,11.0,,,1.0,7.0,,,,,28.0,,19.0,19.0,1.0,7.0,90.0,85.0,40.0,6.0,,5.0,6.0,2.0,360.0,,,5.0,4.0,,75.0,31.0,8.0,,,,,141.0,141.0,3.0,26.0,26.0,45.9,,1.0,16.0,0.0,,,,90.0,1.0,2.0,2.0,,,2.0,6.0,1.0,2.0,85.0,290.0,10.0,11.0,166.0,26.0,50.0,19.0,1.0,10.0,9.0,4.0,129.0,6.0,234.0,8.0,,26.0,19.0,78.0,,390.0,,0.0,14.0,24.0,2.0,25.0,3.0,634.0,9.0,9.0,1.0,22.0,0.0
755535,24.0,2015-02-07 17:30:00,11,Everton,Home,223.0,23.0,1.0,2.0,1.0,2.0,,166.0,5.0,,4.0,4.0,5.0,41.0,387.0,,2.0,25.0,11.0,11.0,2.0,1.0,,,1.0,,1.0,,,,3.0,,,,,,,,6.0,10.0,7.0,,68.0,56.0,,,,2.0,10.0,1.0,13.0,,,3.0,9.0,1.0,,10.0,1.0,52.0,48.0,2.0,29.0,16.0,,,64.0,11.0,7.0,,,3.0,2.0,1.0,161.0,,,,,,,7.0,,,,1.0,,,,,16.0,,12.0,12.0,,4.0,116.0,72.0,46.0,6.0,,1.0,2.0,1.0,446.0,,,7.0,3.0,,51.0,52.0,21.0,,,,,132.0,132.0,5.0,24.0,21.0,45.6,,,10.0,0.0,,,,116.0,4.0,2.0,6.0,,1.0,,4.0,,3.0,69.0,375.0,5.0,3.0,235.0,35.0,29.0,15.0,3.0,15.0,12.0,1.0,111.0,10.0,241.0,1.0,1.0,18.0,7.0,67.0,5.0,461.0,1.0,0.0,6.0,26.0,3.0,28.0,4.0,667.0,14.0,5.0,3.0,18.0,0.0
755550,25.0,2015-02-11 19:45:00,11,Everton,Away,170.0,15.0,,1.0,1.0,1.0,,164.0,6.0,,6.0,2.0,9.0,22.0,333.0,,,16.0,23.0,8.0,6.0,1.0,1.0,,,,,,,,6.0,,,,,,,,11.0,11.0,10.0,,59.0,55.0,1.0,1.0,,5.0,22.0,1.0,12.0,,1.0,2.0,7.0,,,9.0,4.0,59.0,47.0,5.0,47.0,21.0,,,39.0,13.0,8.0,,,,,,172.0,,,,,,,12.0,,,,3.0,,,,,21.0,,12.0,12.0,4.0,6.0,88.0,67.0,38.0,10.0,,2.0,5.0,4.0,391.0,,,5.0,3.0,,47.0,51.0,5.0,,,,,118.0,118.0,,36.0,9.0,43.9,,2.0,22.0,0.0,,,,98.0,4.0,2.0,6.0,1.0,,1.0,2.0,,3.0,78.0,318.0,6.0,7.0,204.0,25.0,47.0,9.0,2.0,9.0,7.0,2.0,102.0,9.0,222.0,3.0,,27.0,10.0,62.0,1.0,417.0,,1.0,7.0,24.0,,20.0,3.0,609.0,7.0,7.0,2.0,15.0,0.0
755556,26.0,2015-02-22 14:05:00,11,Everton,Home,225.0,17.0,2.0,6.0,4.0,5.0,1.0,233.0,5.0,,5.0,1.0,9.0,35.0,452.0,1.0,5.0,21.0,14.0,24.0,12.0,2.0,2.0,,1.0,,1.0,,,,15.0,,,,,,,,3.0,11.0,4.0,,72.0,70.0,3.0,3.0,,7.0,15.0,4.0,9.0,,,4.0,11.0,2.0,,12.0,2.0,49.0,57.0,7.0,35.0,18.0,2.0,2.0,67.0,7.0,6.0,,,2.0,1.0,1.0,187.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,18.0,,10.0,10.0,,5.0,158.0,90.0,48.0,8.0,1.0,8.0,7.0,3.0,530.0,,,4.0,4.0,,66.0,53.0,22.0,,,,,146.0,146.0,4.0,38.0,23.0,58.0,,2.0,15.0,0.0,,,,129.0,1.0,1.0,2.0,,1.0,2.0,11.0,1.0,3.0,115.0,440.0,7.0,15.0,241.0,34.0,35.0,14.0,4.0,18.0,14.0,3.0,155.0,9.0,323.0,,,22.0,10.0,77.0,1.0,546.0,3.0,0.0,18.0,21.0,7.0,26.0,0.0,760.0,10.0,6.0,4.0,18.0,0.0
755563,27.0,2015-03-01 14:05:00,11,Everton,Away,177.0,22.0,1.0,3.0,2.0,2.0,,182.0,7.0,,8.0,6.0,6.0,38.0,356.0,1.0,,20.0,17.0,15.0,3.0,1.0,,,,,,,,,5.0,,,,,,,,1.0,10.0,7.0,,72.0,64.0,,,,3.0,17.0,2.0,15.0,,,9.0,11.0,2.0,,15.0,1.0,64.0,56.0,3.0,21.0,11.0,,,62.0,5.0,11.0,,,5.0,3.0,,152.0,,,,,,,12.0,,,,,,,,,11.0,,16.0,16.0,2.0,8.0,119.0,71.0,42.0,8.0,,1.0,3.0,2.0,417.0,,,6.0,1.0,,53.0,57.0,22.0,,,,,153.0,153.0,6.0,22.0,28.0,52.8,,,17.0,0.0,,,,101.0,1.0,1.0,3.0,,,,4.0,,3.0,62.0,335.0,10.0,4.0,188.0,45.0,21.0,30.0,8.0,24.0,16.0,1.0,115.0,8.0,280.0,,,16.0,7.0,73.0,1.0,444.0,1.0,0.0,8.0,14.0,,28.0,0.0,658.0,6.0,17.0,9.0,12.0,0.0
755581,28.0,2015-03-04 19:45:00,11,Everton,Away,156.0,16.0,1.0,3.0,2.0,3.0,,223.0,3.0,,8.0,6.0,9.0,34.0,376.0,,,32.0,20.0,18.0,5.0,,,,1.0,1.0,2.0,,,,6.0,,,,,,,,5.0,7.0,4.0,,75.0,52.0,,,,5.0,20.0,4.0,8.0,,,6.0,15.0,8.0,,20.0,1.0,66.0,50.0,5.0,31.0,14.0,1.0,1.0,73.0,14.0,11.0,,,3.0,1.0,2.0,192.0,,,,,,,6.0,,,,3.0,,,,,14.0,,11.0,11.0,1.0,8.0,102.0,74.0,50.0,5.0,,,5.0,5.0,454.0,,,4.0,2.0,,77.0,75.0,24.0,,,,,175.0,175.0,3.0,18.0,22.0,56.3,,,20.0,0.0,,,,103.0,,1.0,1.0,,1.0,,1.0,,3.0,124.0,361.0,8.0,5.0,183.0,27.0,31.0,12.0,5.0,29.0,24.0,,172.0,12.0,318.0,3.0,,24.0,9.0,63.0,1.0,472.0,,0.0,10.0,16.0,,39.0,2.0,709.0,17.0,6.0,6.0,14.0,0.0
755587,29.0,2015-03-15 16:00:00,11,Everton,Home,202.0,17.0,1.0,2.0,1.0,3.0,,205.0,3.0,1.0,6.0,1.0,15.0,31.0,405.0,1.0,3.0,19.0,13.0,26.0,6.0,1.0,1.0,,1.0,1.0,2.0,,,,11.0,1.0,,,,,,,8.0,9.0,3.0,,61.0,68.0,3.0,2.0,2.0,3.0,14.0,2.0,8.0,1.0,,3.0,8.0,1.0,,17.0,2.0,57.0,69.0,3.0,57.0,33.0,,1.0,77.0,11.0,10.0,1.0,,3.0,,2.0,167.0,2.0,,2.0,2.0,,1.0,5.0,,,2.0,2.0,,,,1.0,33.0,,19.0,19.0,,6.0,116.0,74.0,42.0,4.0,1.0,1.0,8.0,9.0,471.0,,,5.0,4.0,,39.0,88.0,13.0,,,,1.0,132.0,132.0,3.0,27.0,28.0,54.1,,,14.0,0.0,,,,142.0,3.0,1.0,3.0,,,1.0,4.0,,3.0,103.0,396.0,7.0,10.0,216.0,35.0,57.0,21.0,3.0,12.0,9.0,4.0,150.0,6.0,282.0,2.0,1.0,18.0,15.0,71.0,,486.0,1.0,0.0,15.0,22.0,6.0,20.0,1.0,729.0,10.0,12.0,3.0,19.0,0.0
755598,30.0,2015-03-22 16:00:00,11,Everton,Away,100.0,17.0,1.0,4.0,3.0,4.0,,167.0,2.0,,5.0,15.0,9.0,37.0,263.0,1.0,,20.0,30.0,31.0,5.0,1.0,1.0,,,,,,,,7.0,,,,,,,,4.0,5.0,9.0,,60.0,69.0,,,1.0,10.0,27.0,3.0,7.0,,,3.0,8.0,1.0,1.0,20.0,,69.0,66.0,10.0,71.0,44.0,,,73.0,12.0,11.0,,,,,,202.0,1.0,,,1.0,,1.0,10.0,,,2.0,3.0,,,,1.0,44.0,,21.0,21.0,3.0,5.0,56.0,99.0,40.0,1.0,1.0,2.0,5.0,3.0,361.0,,,4.0,1.0,,64.0,60.0,11.0,,,,,190.0,190.0,5.0,34.0,18.0,47.7,,,27.0,0.0,,,,73.0,,,,,1.0,1.0,2.0,,2.0,103.0,252.0,11.0,7.0,133.0,33.0,71.0,5.0,3.0,12.0,9.0,4.0,159.0,11.0,270.0,3.0,,50.0,12.0,97.0,5.0,391.0,1.0,0.0,8.0,21.0,1.0,31.0,1.0,654.0,15.0,3.0,3.0,18.0,0.0
755607,31.0,2015-04-04 15:00:00,11,Everton,Home,113.0,14.0,2.0,3.0,1.0,3.0,,176.0,5.0,,6.0,4.0,14.0,24.0,286.0,,,21.0,21.0,18.0,4.0,3.0,,,,,,,,,3.0,,,,,,,3.0,4.0,5.0,6.0,,70.0,55.0,1.0,,1.0,4.0,20.0,4.0,9.0,,,4.0,7.0,1.0,1.0,13.0,2.0,64.0,55.0,4.0,46.0,23.0,,1.0,67.0,12.0,15.0,,,4.0,1.0,,170.0,1.0,,1.0,,1.0,,11.0,,,,,,,,1.0,23.0,,13.0,13.0,4.0,6.0,78.0,82.0,43.0,10.0,,4.0,4.0,1.0,348.0,,,2.0,3.0,,75.0,66.0,9.0,,,,,148.0,148.0,2.0,23.0,21.0,45.1,,3.0,20.0,0.0,,,,63.0,1.0,1.0,2.0,,1.0,,5.0,,2.0,93.0,266.0,11.0,8.0,133.0,30.0,46.0,19.0,4.0,13.0,9.0,,135.0,12.0,261.0,,,21.0,14.0,60.0,,381.0,,0.0,10.0,15.0,1.0,27.0,0.0,604.0,11.0,9.0,5.0,10.0,0.0
755619,32.0,2015-04-11 12:45:00,11,Everton,Away,168.0,19.0,1.0,3.0,2.0,3.0,,190.0,3.0,,1.0,10.0,8.0,31.0,355.0,,,14.0,24.0,15.0,8.0,1.0,,,,,,,,,11.0,,,,,,,,4.0,6.0,5.0,,69.0,49.0,1.0,,1.0,2.0,9.0,2.0,8.0,,,6.0,7.0,2.0,,13.0,1.0,57.0,46.0,2.0,24.0,13.0,,,58.0,12.0,15.0,,,2.0,,,152.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,1.0,13.0,,15.0,15.0,1.0,1.0,108.0,72.0,42.0,3.0,1.0,2.0,8.0,8.0,411.0,,,3.0,,,56.0,49.0,12.0,1.0,1.0,1.0,,131.0,131.0,1.0,18.0,27.0,49.1,,,9.0,0.0,,,,111.0,,2.0,2.0,,1.0,,2.0,,3.0,95.0,337.0,6.0,10.0,186.0,28.0,24.0,9.0,6.0,15.0,9.0,1.0,132.0,8.0,269.0,1.0,,39.0,9.0,72.0,1.0,440.0,,0.0,12.0,14.0,,16.0,3.0,607.0,13.0,4.0,6.0,12.0,0.0
