matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755406,11,2014-11-08 17:30:00,52,QPR,Home,87.0,20.0,4.0,11.0,7.0,3.0,,178.0,4.0,2.0,4.0,7.0,10.0,32.0,254.0,,1.0,22.0,27.0,29.0,8.0,2.0,,,,,,,3.0,,,1.0,1.0,10.0,,,,,,1.0,4.0,17.0,7.0,,,51.0,52.0,2.0,1.0,1.0,2.0,11.0,6.0,12.0,2.0,3.0,7.0,7.0,7.0,,7.0,2.0,60.0,71.0,2.0,51.0,29.0,,2.0,72.0,9.0,10.0,1.0,1.0,5.0,3.0,3.0,149.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,1.0,29.0,,18.0,18.0,2.0,4.0,71.0,78.0,49.0,7.0,,7.0,4.0,4.0,332.0,10.0,,,67.0,59.0,25.0,,,,,,143.0,143.0,,17.0,24.0,41.4,,,11.0,0.0,81.0,5.0,,3.0,,,,7.0,,1.0,69.0,242.0,7.0,11.0,101.0,40.0,51.0,19.0,7.0,24.0,17.0,,126.0,22.0,275.0,1.0,3.0,18.0,11.0,59.0,3.0,352.0,,0.0,17.0,21.0,2.0,27.0,4.0,595.0,,9.0,12.0,7.0,12.0,0.0
755421,12,2014-11-22 15:00:00,52,QPR,Away,84.0,9.0,2.0,4.0,2.0,6.0,,149.0,5.0,1.0,1.0,10.0,6.0,32.0,229.0,,,21.0,20.0,26.0,8.0,3.0,,,,,,,,,,,,10.0,,,,,,,4.0,9.0,5.0,,,49.0,44.0,,,,8.0,11.0,5.0,13.0,,,7.0,8.0,5.0,,10.0,3.0,60.0,65.0,8.0,64.0,44.0,,,64.0,15.0,11.0,,,,1.0,,138.0,,,,,,,6.0,,3.0,,44.0,,7.0,7.0,1.0,1.0,64.0,76.0,38.0,16.0,,3.0,8.0,4.0,292.0,4.0,1.0,,39.0,46.0,21.0,,,,,,136.0,136.0,3.0,17.0,14.0,46.0,,1.0,11.0,0.0,68.0,3.0,2.0,5.0,,1.0,,4.0,1.0,2.0,54.0,215.0,4.0,11.0,103.0,26.0,64.0,7.0,7.0,21.0,14.0,,100.0,19.0,237.0,3.0,1.0,26.0,10.0,68.0,3.0,319.0,,0.0,13.0,25.0,,29.0,3.0,547.0,,4.0,4.0,7.0,20.0,0.0
755426,13,2014-11-29 15:00:00,52,QPR,Home,99.0,15.0,6.0,14.0,8.0,9.0,,204.0,5.0,,1.0,13.0,11.0,37.0,289.0,1.0,1.0,12.0,30.0,37.0,14.0,6.0,,,,,,,1.0,,,,,20.0,,,,,,,5.0,13.0,6.0,,,38.0,43.0,1.0,2.0,2.0,4.0,16.0,14.0,7.0,1.0,,11.0,10.0,9.0,,12.0,1.0,58.0,88.0,4.0,60.0,39.0,,,70.0,8.0,17.0,1.0,,2.0,,1.0,169.0,,,,,,,17.0,1.0,1.0,,39.0,,10.0,10.0,1.0,1.0,90.0,90.0,46.0,5.0,1.0,10.0,10.0,6.0,347.0,4.0,,,79.0,66.0,22.0,,,,,,146.0,146.0,,20.0,18.0,59.0,,3.0,16.0,0.0,93.0,3.0,,2.0,,,,13.0,3.0,3.0,99.0,264.0,8.0,20.0,111.0,33.0,60.0,15.0,11.0,30.0,19.0,,151.0,15.0,309.0,1.0,,29.0,11.0,80.0,3.0,390.0,1.0,0.0,33.0,22.0,1.0,13.0,3.0,641.0,,10.0,12.0,11.0,17.0,0.0
755438,14,2014-12-02 19:45:00,52,QPR,Away,147.0,9.0,,3.0,3.0,1.0,,121.0,5.0,4.0,1.0,12.0,9.0,28.0,265.0,,,16.0,21.0,16.0,2.0,1.0,,,,1.0,,,1.0,,,,,3.0,,,,,,,7.0,12.0,7.0,,,68.0,61.0,1.0,1.0,,7.0,14.0,1.0,18.0,,,2.0,4.0,2.0,,7.0,5.0,61.0,50.0,7.0,31.0,16.0,,1.0,57.0,12.0,8.0,,,1.0,1.0,1.0,157.0,,,,,,,7.0,,,2.0,16.0,,25.0,25.0,3.0,1.0,72.0,70.0,33.0,9.0,,1.0,2.0,1.0,343.0,7.0,,,60.0,55.0,9.0,,,,,,133.0,133.0,3.0,33.0,18.0,41.0,,1.0,14.0,0.0,73.0,3.0,2.0,5.0,,,,3.0,1.0,1.0,54.0,250.0,6.0,3.0,179.0,29.0,31.0,11.0,2.0,9.0,7.0,,101.0,12.0,200.0,,4.0,32.0,9.0,66.0,,370.0,,0.0,5.0,20.0,1.0,17.0,2.0,545.0,,8.0,5.0,2.0,14.0,0.0
755448,15,2014-12-06 15:00:00,52,QPR,Home,103.0,30.0,1.0,2.0,2.0,3.0,,194.0,4.0,1.0,2.0,11.0,17.0,53.0,295.0,,1.0,19.0,29.0,39.0,5.0,1.0,,,,,,,,,,,,9.0,,,,,,,7.0,9.0,6.0,,,61.0,63.0,3.0,2.0,1.0,1.0,16.0,4.0,8.0,,,3.0,9.0,6.0,,6.0,2.0,65.0,67.0,1.0,68.0,48.0,,,78.0,12.0,11.0,1.0,,2.0,1.0,,179.0,2.0,,2.0,2.0,,,10.0,2.0,1.0,1.0,48.0,,16.0,16.0,3.0,2.0,80.0,97.0,46.0,11.0,1.0,,8.0,6.0,371.0,5.0,1.0,,94.0,61.0,24.0,,,,,,155.0,155.0,4.0,24.0,22.0,51.0,,2.0,16.0,0.0,83.0,2.0,1.0,3.0,1.0,,,1.0,1.0,3.0,106.0,278.0,5.0,8.0,119.0,53.0,68.0,19.0,3.0,18.0,16.0,2.0,164.0,11.0,302.0,2.0,1.0,36.0,19.0,101.0,2.0,403.0,,1.0,11.0,13.0,1.0,22.0,1.0,631.0,,7.0,7.0,3.0,10.0,0.0
755457,16,2014-12-15 20:00:00,52,QPR,Away,142.0,11.0,2.0,2.0,,2.0,,169.0,3.0,,3.0,6.0,13.0,24.0,309.0,,,26.0,15.0,15.0,10.0,1.0,,,,,,,,1.0,,,,11.0,,,,,,3.0,5.0,6.0,8.0,,,54.0,50.0,,,1.0,,21.0,4.0,14.0,,,8.0,6.0,6.0,,13.0,2.0,69.0,56.0,,22.0,16.0,1.0,,54.0,12.0,10.0,,,3.0,2.0,,145.0,,,,,,,11.0,1.0,2.0,,16.0,,7.0,7.0,1.0,3.0,104.0,79.0,41.0,1.0,,5.0,6.0,4.0,362.0,4.0,2.0,1.0,48.0,72.0,13.0,,,,,,146.0,146.0,3.0,17.0,25.0,46.5,,,21.0,0.0,88.0,1.0,2.0,3.0,,1.0,,9.0,1.0,2.0,72.0,293.0,13.0,11.0,163.0,28.0,22.0,30.0,6.0,20.0,14.0,1.0,105.0,5.0,248.0,2.0,,23.0,13.0,62.0,4.0,391.0,,0.0,17.0,21.0,,28.0,1.0,610.0,,7.0,12.0,8.0,14.0,0.0
755468,17,2014-12-20 15:00:00,52,QPR,Home,85.0,19.0,2.0,3.0,1.0,2.0,,140.0,4.0,1.0,2.0,13.0,9.0,38.0,222.0,,1.0,16.0,23.0,30.0,8.0,2.0,,,,,,,,,,,,10.0,1.0,,,,,2.0,5.0,11.0,5.0,,,42.0,66.0,4.0,2.0,3.0,7.0,23.0,8.0,2.0,,1.0,5.0,6.0,5.0,,9.0,1.0,50.0,50.0,7.0,64.0,41.0,,,72.0,16.0,8.0,3.0,,1.0,,,151.0,2.0,1.0,2.0,,2.0,,8.0,,2.0,2.0,41.0,1.0,18.0,18.0,2.0,2.0,73.0,90.0,47.0,11.0,,1.0,11.0,7.0,315.0,4.0,2.0,,63.0,38.0,15.0,,,,,1.0,165.0,165.0,4.0,19.0,34.0,43.4,,1.0,23.0,0.0,71.0,2.0,2.0,4.0,,,,2.0,,3.0,66.0,212.0,13.0,12.0,109.0,35.0,64.0,8.0,5.0,16.0,11.0,,121.0,12.0,244.0,2.0,2.0,35.0,12.0,85.0,4.0,337.0,,0.0,17.0,9.0,1.0,21.0,1.0,565.0,,13.0,4.0,5.0,8.0,0.0
755473,18,2014-12-26 17:30:00,52,QPR,Away,162.0,19.0,2.0,3.0,1.0,,,167.0,5.0,1.0,1.0,8.0,4.0,33.0,326.0,,,12.0,20.0,16.0,8.0,1.0,,,,1.0,,,1.0,,,,,12.0,1.0,,,,,1.0,7.0,9.0,6.0,,,50.0,80.0,,,1.0,3.0,20.0,8.0,21.0,,1.0,2.0,10.0,6.0,,10.0,2.0,70.0,52.0,3.0,20.0,9.0,1.0,,53.0,15.0,6.0,1.0,,2.0,,1.0,151.0,,,,,,,8.0,,,,9.0,,21.0,21.0,6.0,1.0,117.0,66.0,30.0,6.0,,3.0,6.0,2.0,401.0,3.0,2.0,,48.0,58.0,19.0,,1.0,1.0,1.0,1.0,147.0,147.0,3.0,43.0,30.0,44.1,,1.0,20.0,0.0,104.0,2.0,1.0,3.0,,,,6.0,1.0,3.0,84.0,314.0,10.0,9.0,189.0,40.0,20.0,9.0,2.0,18.0,16.0,1.0,120.0,7.0,251.0,,1.0,33.0,5.0,79.0,,422.0,,0.0,16.0,26.0,,17.0,4.0,607.0,,14.0,4.0,2.0,20.0,0.0
755488,19,2014-12-28 15:00:00,52,QPR,Home,111.0,20.0,5.0,6.0,1.0,6.0,,128.0,4.0,,7.0,14.0,15.0,35.0,233.0,,,18.0,33.0,18.0,2.0,5.0,,,,,,,1.0,,,,,3.0,,,,,,1.0,2.0,4.0,6.0,,,48.0,69.0,,,,3.0,19.0,6.0,10.0,,,9.0,10.0,7.0,,15.0,1.0,71.0,66.0,3.0,31.0,19.0,,,67.0,11.0,17.0,,,4.0,2.0,1.0,194.0,,,,,,,11.0,,2.0,2.0,19.0,,24.0,24.0,4.0,7.0,86.0,101.0,42.0,4.0,,,7.0,3.0,351.0,1.0,3.0,,60.0,66.0,29.0,,,,,,217.0,217.0,1.0,35.0,18.0,53.9,,,19.0,0.0,52.0,1.0,2.0,3.0,,2.0,,2.0,2.0,2.0,50.0,224.0,8.0,7.0,147.0,50.0,31.0,7.0,9.0,28.0,19.0,,113.0,16.0,261.0,2.0,,60.0,18.0,108.0,1.0,380.0,,0.0,11.0,29.0,,27.0,2.0,619.0,,16.0,3.0,9.0,21.0,0.0
755498,20,2015-01-01 15:00:00,52,QPR,Home,78.0,16.0,2.0,9.0,7.0,6.0,,166.0,7.0,1.0,,14.0,9.0,41.0,235.0,,1.0,13.0,25.0,36.0,15.0,1.0,,1.0,,,,,,,,,,21.0,,,,,2.0,1.0,7.0,15.0,10.0,,,43.0,66.0,6.0,7.0,,,19.0,10.0,10.0,1.0,,4.0,10.0,8.0,,8.0,2.0,65.0,62.0,,28.0,21.0,,1.0,82.0,22.0,5.0,,,,,,166.0,,,,,,,14.0,1.0,2.0,2.0,21.0,2.0,16.0,16.0,1.0,,81.0,102.0,55.0,9.0,1.0,7.0,9.0,6.0,336.0,9.0,,,63.0,58.0,24.0,,,,,,185.0,185.0,3.0,15.0,39.0,41.4,2.0,,19.0,0.0,75.0,3.0,2.0,4.0,,,1.0,8.0,2.0,1.0,70.0,220.0,12.0,16.0,100.0,35.0,28.0,10.0,4.0,22.0,18.0,1.0,145.0,23.0,287.0,2.0,2.0,48.0,10.0,100.0,3.0,365.0,,0.0,24.0,18.0,1.0,22.0,4.0,572.0,,18.0,6.0,4.0,15.0,0.0
