matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755309,1,2014-08-16 15:00:00,52,QPR,Home,140.0,18.0,2.0,8.0,6.0,6.0,,164.0,3.0,,7.0,8.0,6.0,46.0,296.0,,,16.0,15.0,30.0,12.0,2.0,,,,1.0,,,1.0,,,,,10.0,,1.0,,,,1.0,6.0,8.0,3.0,,,44.0,68.0,1.0,2.0,,2.0,9.0,6.0,4.0,,,8.0,14.0,10.0,,9.0,2.0,44.0,60.0,2.0,40.0,27.0,,,77.0,10.0,9.0,,,4.0,2.0,1.0,168.0,,,,,,,4.0,,2.0,,27.0,,13.0,13.0,,7.0,89.0,76.0,46.0,9.0,,5.0,9.0,6.0,369.0,3.0,1.0,,54.0,70.0,30.0,,,,,1.0,148.0,148.0,5.0,24.0,31.0,51.0,,1.0,9.0,0.0,82.0,1.0,2.0,3.0,,1.0,,7.0,,3.0,79.0,284.0,2.0,14.0,155.0,42.0,40.0,16.0,8.0,34.0,26.0,1.0,127.0,16.0,262.0,2.0,,20.0,7.0,80.0,,383.0,,0.0,19.0,14.0,1.0,22.0,1.0,598.0,,11.0,8.0,8.0,12.0,0.0
755322,2,2014-08-24 13:30:00,52,QPR,Away,162.0,13.0,3.0,3.0,,,,120.0,4.0,1.0,9.0,6.0,7.0,27.0,279.0,,1.0,20.0,7.0,9.0,3.0,3.0,,,,,,,,,,,,6.0,,,,,,,4.0,11.0,7.0,,,60.0,54.0,2.0,2.0,,3.0,13.0,1.0,15.0,,,6.0,9.0,2.0,,9.0,,52.0,46.0,3.0,22.0,7.0,,3.0,41.0,6.0,11.0,,,2.0,2.0,,123.0,,,,,,,10.0,,,,7.0,,18.0,18.0,2.0,9.0,85.0,65.0,43.0,7.0,,5.0,1.0,1.0,321.0,7.0,1.0,,38.0,55.0,7.0,,,,,,129.0,129.0,3.0,20.0,21.0,34.5,,1.0,13.0,0.0,79.0,,1.0,1.0,,2.0,,7.0,,3.0,48.0,259.0,7.0,6.0,181.0,26.0,22.0,18.0,6.0,19.0,13.0,,73.0,3.0,185.0,,1.0,12.0,7.0,48.0,4.0,347.0,,0.0,9.0,24.0,1.0,23.0,1.0,549.0,,13.0,3.0,6.0,13.0,0.0
755329,3,2014-08-30 15:00:00,52,QPR,Home,107.0,10.0,2.0,4.0,2.0,3.0,,150.0,8.0,,2.0,6.0,7.0,31.0,253.0,1.0,,17.0,17.0,13.0,14.0,1.0,,1.0,,,,,,,,,,15.0,,,1.0,,,1.0,5.0,7.0,9.0,,,38.0,55.0,1.0,,1.0,2.0,20.0,6.0,9.0,,,4.0,11.0,7.0,,9.0,3.0,55.0,54.0,2.0,32.0,23.0,,,52.0,8.0,8.0,1.0,,1.0,,,146.0,1.0,,1.0,,1.0,,11.0,,,,23.0,1.0,11.0,11.0,3.0,2.0,68.0,68.0,39.0,6.0,,7.0,9.0,5.0,303.0,5.0,1.0,,42.0,53.0,25.0,,,,,,122.0,122.0,2.0,28.0,18.0,39.7,1.0,,20.0,0.0,76.0,4.0,2.0,6.0,,,1.0,7.0,,3.0,76.0,238.0,10.0,16.0,122.0,19.0,32.0,22.0,3.0,21.0,18.0,1.0,118.0,10.0,227.0,,,24.0,8.0,66.0,,328.0,1.0,0.0,18.0,23.0,1.0,19.0,1.0,530.0,,6.0,10.0,4.0,16.0,0.0
755338,4,2014-09-14 16:00:00,52,QPR,Away,173.0,18.0,1.0,1.0,,2.0,,110.0,7.0,,9.0,4.0,6.0,22.0,282.0,,,10.0,14.0,7.0,7.0,1.0,,,,,,,,,,,,8.0,,,,,,,6.0,10.0,8.0,,,51.0,58.0,1.0,1.0,,3.0,8.0,3.0,6.0,,,1.0,3.0,1.0,,9.0,2.0,45.0,36.0,3.0,21.0,13.0,,,47.0,8.0,11.0,,,1.0,2.0,,143.0,,,,,,,11.0,,,1.0,13.0,,19.0,19.0,3.0,9.0,80.0,74.0,36.0,3.0,,3.0,5.0,2.0,338.0,2.0,2.0,,37.0,38.0,9.0,,,,,,119.0,119.0,3.0,32.0,12.0,31.5,,,8.0,0.0,90.0,3.0,2.0,5.0,,1.0,,4.0,,3.0,48.0,264.0,2.0,8.0,188.0,38.0,21.0,16.0,1.0,7.0,6.0,,85.0,7.0,183.0,,,18.0,7.0,56.0,2.0,364.0,,0.0,9.0,11.0,1.0,11.0,0.0,515.0,,8.0,7.0,1.0,7.0,0.0
755349,5,2014-09-20 12:45:00,52,QPR,Home,140.0,15.0,3.0,6.0,3.0,2.0,2.0,189.0,5.0,,8.0,6.0,6.0,39.0,323.0,,,18.0,23.0,23.0,14.0,3.0,,1.0,1.0,,,,1.0,,,,,12.0,,,,,,3.0,1.0,6.0,2.0,,,57.0,69.0,1.0,,1.0,,11.0,6.0,6.0,,1.0,10.0,10.0,5.0,1.0,18.0,,63.0,68.0,,33.0,27.0,1.0,1.0,75.0,6.0,13.0,,,5.0,4.0,1.0,160.0,1.0,1.0,1.0,,1.0,,5.0,,2.0,,27.0,,8.0,8.0,1.0,8.0,84.0,63.0,37.0,1.0,1.0,8.0,10.0,5.0,382.0,1.0,,,41.0,76.0,20.0,,,,,,145.0,145.0,2.0,26.0,30.0,52.5,,,11.0,0.0,103.0,2.0,,2.0,,,1.0,10.0,,3.0,94.0,307.0,4.0,18.0,146.0,35.0,33.0,26.0,9.0,28.0,19.0,1.0,149.0,8.0,286.0,3.0,,19.0,7.0,67.0,,404.0,,0.0,21.0,19.0,,20.0,2.0,628.0,,11.0,15.0,10.0,17.0,0.0
755359,6,2014-09-27 15:00:00,52,QPR,Away,127.0,15.0,,2.0,2.0,4.0,,180.0,1.0,,2.0,9.0,5.0,28.0,305.0,,,15.0,30.0,18.0,6.0,,,,,,1.0,,1.0,,,,,6.0,,,1.0,,,1.0,4.0,12.0,7.0,,,60.0,56.0,,,,6.0,16.0,,8.0,,,3.0,4.0,4.0,,11.0,3.0,67.0,51.0,6.0,35.0,19.0,,,54.0,11.0,12.0,1.0,,3.0,2.0,1.0,148.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,2.0,19.0,1.0,11.0,11.0,1.0,2.0,94.0,76.0,38.0,6.0,,5.0,2.0,2.0,371.0,4.0,2.0,,56.0,58.0,16.0,,,,,,143.0,143.0,3.0,24.0,13.0,44.6,1.0,1.0,16.0,0.0,99.0,3.0,4.0,7.0,,,,8.0,,3.0,80.0,290.0,6.0,7.0,149.0,29.0,35.0,18.0,2.0,12.0,10.0,,122.0,8.0,264.0,1.0,1.0,33.0,5.0,70.0,1.0,401.0,,0.0,10.0,13.0,,23.0,1.0,590.0,,6.0,9.0,3.0,12.0,0.0
755372,7,2014-10-05 16:15:00,52,QPR,Away,171.0,12.0,1.0,4.0,3.0,4.0,,171.0,5.0,1.0,9.0,7.0,16.0,28.0,338.0,,,17.0,11.0,20.0,8.0,,,,,,,1.0,1.0,1.0,,,,9.0,,,,,,,7.0,9.0,3.0,,,62.0,62.0,1.0,1.0,,5.0,11.0,4.0,5.0,,1.0,5.0,7.0,3.0,,11.0,1.0,50.0,59.0,5.0,49.0,36.0,,,65.0,11.0,10.0,,,1.0,2.0,1.0,163.0,,,,,,,11.0,,5.0,,36.0,,15.0,15.0,1.0,9.0,108.0,81.0,45.0,7.0,,3.0,5.0,3.0,405.0,3.0,1.0,1.0,67.0,64.0,17.0,,,,,,146.0,146.0,1.0,22.0,27.0,51.3,,,11.0,0.0,98.0,2.0,,2.0,,3.0,,3.0,,3.0,53.0,321.0,6.0,8.0,192.0,26.0,49.0,19.0,4.0,16.0,12.0,,95.0,15.0,255.0,5.0,1.0,25.0,19.0,68.0,2.0,431.0,,0.0,10.0,23.0,1.0,19.0,2.0,661.0,,13.0,7.0,5.0,21.0,0.0
755379,8,2014-10-19 13:30:00,52,QPR,Home,71.0,18.0,3.0,6.0,3.0,4.0,,165.0,7.0,,,12.0,8.0,43.0,230.0,1.0,,28.0,21.0,21.0,8.0,1.0,,,,1.0,,,1.0,2.0,,,1.0,11.0,,,2.0,,,1.0,4.0,12.0,5.0,,,55.0,57.0,4.0,4.0,1.0,2.0,14.0,2.0,13.0,,,7.0,9.0,7.0,,20.0,2.0,69.0,65.0,2.0,27.0,13.0,,1.0,89.0,10.0,15.0,,,3.0,2.0,1.0,162.0,1.0,,1.0,,1.0,,12.0,,1.0,,13.0,2.0,14.0,14.0,2.0,,63.0,87.0,44.0,2.0,,5.0,5.0,5.0,301.0,4.0,,2.0,34.0,84.0,35.0,,,,,,172.0,172.0,4.0,25.0,23.0,43.5,2.0,,14.0,0.0,56.0,3.0,,3.0,,,,8.0,1.0,3.0,88.0,210.0,11.0,10.0,79.0,42.0,27.0,15.0,7.0,24.0,18.0,,163.0,19.0,281.0,1.0,,33.0,8.0,90.0,1.0,336.0,1.0,0.0,15.0,22.0,,35.0,2.0,569.0,,14.0,9.0,7.0,19.0,0.0
755386,9,2014-10-27 20:00:00,52,QPR,Home,77.0,10.0,1.0,3.0,2.0,2.0,,121.0,1.0,2.0,2.0,9.0,11.0,23.0,195.0,,1.0,20.0,37.0,22.0,5.0,2.0,,,,,,,,,,,1.0,9.0,,,,,1.0,,7.0,10.0,5.0,,,49.0,63.0,1.0,1.0,,4.0,16.0,3.0,7.0,,,2.0,6.0,,,9.0,2.0,67.0,59.0,4.0,39.0,13.0,,,73.0,11.0,14.0,2.0,,3.0,3.0,,163.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,,13.0,1.0,16.0,16.0,1.0,3.0,67.0,72.0,22.0,4.0,,3.0,6.0,4.0,289.0,5.0,1.0,,58.0,39.0,16.0,,,,,,167.0,167.0,2.0,21.0,26.0,35.2,1.0,1.0,16.0,0.0,41.0,4.0,2.0,6.0,,,,4.0,,3.0,61.0,183.0,10.0,9.0,104.0,32.0,39.0,7.0,1.0,10.0,9.0,,123.0,19.0,226.0,1.0,2.0,39.0,12.0,75.0,2.0,320.0,,0.0,11.0,19.0,1.0,27.0,0.0,521.0,,12.0,4.0,2.0,14.0,0.0
755395,10,2014-11-01 15:00:00,52,QPR,Away,126.0,13.0,,,,1.0,,102.0,5.0,,7.0,9.0,3.0,30.0,228.0,,,14.0,18.0,24.0,3.0,,,3.0,,,,,,,,,,6.0,,,,,,1.0,5.0,9.0,9.0,,,48.0,61.0,,,,2.0,18.0,4.0,10.0,,,2.0,5.0,3.0,,18.0,5.0,65.0,75.0,2.0,40.0,27.0,,1.0,48.0,12.0,7.0,1.0,,,,,126.0,1.0,,,1.0,,1.0,16.0,1.0,2.0,2.0,27.0,,14.0,14.0,2.0,7.0,72.0,83.0,40.0,13.0,,2.0,2.0,1.0,285.0,3.0,4.0,,30.0,50.0,11.0,1.0,1.0,1.0,,,140.0,140.0,,27.0,24.0,35.5,,1.0,18.0,0.0,70.0,2.0,4.0,6.0,,,3.0,2.0,1.0,2.0,42.0,212.0,10.0,4.0,140.0,27.0,40.0,19.0,2.0,10.0,8.0,4.0,81.0,9.0,186.0,2.0,,29.0,4.0,75.0,,316.0,,0.0,7.0,34.0,,16.0,0.0,532.0,,9.0,10.0,2.0,21.0,0.0
