matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2210375,11.0,2021-11-06 15:00:00,31,Crystal Palace,Home,279.0,20.0,2.0,4.0,2.0,2.0,1.0,184.0,1.0,1.0,2.0,3.0,1.0,24.0,459.0,2.0,1.0,27.0,11.0,16.0,7.0,3.0,2.0,,,,,,,,10.0,,,,,,,1.0,10.0,2.0,2.0,12.0,1.0,,82.0,61.0,3.0,2.0,1.0,,14.0,2.0,9.0,,1.0,4.0,5.0,3.0,,26.0,1.0,65.0,70.0,,12.0,7.0,,,,,,,25.0,54.0,14.0,13.0,1.0,2.0,1.0,,175.0,1.0,,1.0,1.0,,,2.0,,,2.0,,,,,1.0,7.0,,13.0,13.0,1.0,,2.0,148.0,85.0,52.0,6.0,1.0,4.0,7.0,6.0,530.0,,,,1.0,,70.0,67.0,25.0,,,,,,150.0,150.0,8.0,27.0,24.0,59.7,,,,1.0,14.0,0.0,,,,142.0,1.0,1.0,2.0,,,,5.0,,,3.0,15.0,84.0,445.0,5.0,11.0,303.0,44.0,12.0,20.0,3.0,12.0,9.0,,128.0,3.0,256.0,,1.0,14.0,1.0,53.0,1.0,547.0,2.0,0.0,13.0,28.0,2.0,30.0,2.0,772.0,25.0,17.0,,14.0,4.0,14.0,0.0
2210382,12.0,2021-11-20 15:00:00,31,Crystal Palace,Away,209.0,13.0,3.0,6.0,3.0,1.0,,189.0,8.0,1.0,9.0,6.0,5.0,21.0,392.0,,2.0,19.0,31.0,16.0,10.0,2.0,5.0,2.0,,1.0,,1.0,,,12.0,,,,,,,,7.0,10.0,5.0,12.0,6.0,,74.0,68.0,2.0,1.0,1.0,3.0,14.0,4.0,5.0,,,6.0,6.0,8.0,1.0,7.0,4.0,66.0,42.0,3.0,26.0,14.0,,,,,,,22.0,48.0,15.0,14.0,2.0,3.0,1.0,1.0,164.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,,14.0,1.0,3.0,3.0,1.0,,9.0,120.0,79.0,39.0,3.0,,4.0,10.0,8.0,462.0,,,2.0,,,62.0,65.0,30.0,,,,,,140.0,140.0,3.0,28.0,28.0,60.5,,2.0,1.0,1.0,14.0,0.0,,,,130.0,4.0,2.0,6.0,,,2.0,6.0,1.0,,3.0,9.0,95.0,368.0,7.0,14.0,236.0,34.0,26.0,14.0,5.0,20.0,15.0,2.0,123.0,3.0,272.0,,1.0,30.0,5.0,58.0,,488.0,,0.0,18.0,6.0,3.0,21.0,3.0,676.0,28.0,13.0,,6.0,6.0,2.0,0.0
2210396,13.0,2021-11-27 15:00:00,31,Crystal Palace,Home,275.0,28.0,1.0,5.0,4.0,2.0,,231.0,5.0,,3.0,3.0,4.0,45.0,501.0,,,25.0,12.0,13.0,6.0,,2.0,,,,,,,,5.0,,,,,,,1.0,9.0,5.0,5.0,7.0,1.0,,95.0,65.0,1.0,,1.0,1.0,23.0,1.0,8.0,,,7.0,18.0,6.0,1.0,12.0,,55.0,51.0,1.0,6.0,2.0,,,,,,,24.0,58.0,12.0,10.0,,3.0,1.0,,182.0,1.0,,1.0,,1.0,,5.0,,,,,,,,1.0,2.0,,9.0,9.0,,,3.0,154.0,73.0,56.0,3.0,,3.0,4.0,3.0,557.0,,,2.0,2.0,,75.0,111.0,37.0,,,,,,143.0,143.0,7.0,28.0,26.0,63.3,,,,,23.0,0.0,,,,146.0,1.0,,1.0,,1.0,,4.0,,,3.0,15.0,132.0,485.0,4.0,7.0,292.0,49.0,6.0,20.0,5.0,30.0,25.0,,171.0,2.0,315.0,,,8.0,4.0,64.0,1.0,577.0,1.0,0.0,8.0,20.0,2.0,28.0,3.0,770.0,28.0,12.0,,8.0,7.0,15.0,0.0
2210403,14.0,2021-11-30 20:15:00,31,Crystal Palace,Away,115.0,17.0,1.0,2.0,1.0,,1.0,86.0,5.0,1.0,4.0,7.0,5.0,23.0,199.0,,1.0,14.0,12.0,9.0,4.0,1.0,,3.0,,,,1.0,,,7.0,,,,,,,1.0,8.0,8.0,7.0,4.0,5.0,,37.0,65.0,1.0,1.0,,1.0,15.0,4.0,4.0,,,4.0,6.0,2.0,,15.0,,53.0,63.0,1.0,17.0,10.0,,,,,,,29.0,44.0,15.0,15.0,,4.0,4.0,1.0,133.0,,,,,,,9.0,,,,,,,,1.0,10.0,,13.0,13.0,1.0,,4.0,51.0,53.0,25.0,7.0,,3.0,2.0,1.0,261.0,,,8.0,1.0,,29.0,26.0,22.0,1.0,1.0,1.0,,,163.0,163.0,1.0,38.0,19.0,38.1,,,,,15.0,0.0,,,,65.0,1.0,1.0,2.0,,1.0,3.0,4.0,,,3.0,15.0,43.0,184.0,6.0,5.0,148.0,34.0,17.0,26.0,4.0,16.0,12.0,3.0,73.0,4.0,154.0,,1.0,26.0,6.0,63.0,,286.0,,0.0,9.0,21.0,2.0,22.0,3.0,522.0,19.0,30.0,,18.0,4.0,9.0,0.0
2210414,15.0,2021-12-05 14:00:00,31,Crystal Palace,Away,165.0,13.0,2.0,4.0,2.0,2.0,2.0,75.0,8.0,,6.0,6.0,,21.0,236.0,,1.0,18.0,17.0,21.0,4.0,2.0,2.0,1.0,,,,,,,3.0,,,,,,,3.0,6.0,8.0,8.0,4.0,4.0,,42.0,62.0,2.0,2.0,,1.0,12.0,3.0,5.0,,,6.0,4.0,1.0,,20.0,1.0,55.0,66.0,1.0,22.0,10.0,,,,,,,25.0,36.0,9.0,16.0,,4.0,3.0,,137.0,,,,,,,10.0,,,,,,,,,10.0,,8.0,8.0,1.0,,6.0,75.0,57.0,25.0,9.0,,1.0,5.0,2.0,301.0,,,6.0,2.0,,40.0,32.0,18.0,,,,,,146.0,146.0,4.0,30.0,21.0,38.7,,,,1.0,12.0,0.0,,,,77.0,1.0,1.0,2.0,,,1.0,3.0,1.0,,3.0,12.0,33.0,216.0,7.0,6.0,197.0,37.0,22.0,10.0,5.0,13.0,8.0,1.0,70.0,13.0,147.0,,,19.0,,54.0,,331.0,,0.0,8.0,23.0,1.0,20.0,2.0,529.0,9.0,14.0,,6.0,6.0,15.0,0.0
2210426,16.0,2021-12-12 16:30:00,31,Crystal Palace,Home,244.0,22.0,2.0,5.0,3.0,3.0,,167.0,5.0,,6.0,3.0,4.0,25.0,406.0,,1.0,29.0,14.0,27.0,8.0,1.0,5.0,,,,1.0,1.0,,,11.0,,,,,,,,9.0,5.0,7.0,12.0,5.0,,84.0,55.0,1.0,1.0,1.0,2.0,19.0,6.0,12.0,,,8.0,12.0,1.0,1.0,16.0,2.0,66.0,65.0,2.0,19.0,12.0,,1.0,,,,,26.0,52.0,15.0,13.0,,2.0,,1.0,168.0,2.0,1.0,2.0,1.0,1.0,,5.0,,,2.0,,,,,,12.0,,4.0,4.0,,,6.0,110.0,65.0,47.0,2.0,2.0,4.0,7.0,6.0,462.0,,,5.0,4.0,,80.0,56.0,29.0,,,,,,148.0,148.0,2.0,30.0,15.0,61.2,,,,,19.0,0.0,,,,125.0,2.0,3.0,5.0,,,,5.0,1.0,,3.0,16.0,91.0,384.0,11.0,11.0,277.0,38.0,19.0,19.0,5.0,18.0,13.0,,126.0,10.0,228.0,,,14.0,4.0,47.0,1.0,487.0,,0.0,17.0,15.0,2.0,31.0,0.0,709.0,27.0,22.0,,10.0,8.0,12.0,0.0
2210435,17.0,2021-12-15 19:30:00,31,Crystal Palace,Home,212.0,19.0,,3.0,3.0,1.0,,124.0,6.0,1.0,4.0,5.0,1.0,38.0,333.0,,,29.0,22.0,24.0,4.0,,,,,,,,,,8.0,,,,,,,1.0,9.0,6.0,9.0,9.0,,,69.0,68.0,2.0,3.0,1.0,2.0,17.0,1.0,7.0,,,4.0,9.0,4.0,,13.0,,67.0,75.0,2.0,30.0,18.0,,,,,,,24.0,50.0,16.0,20.0,2.0,3.0,4.0,,163.0,1.0,,1.0,1.0,,,7.0,,,2.0,1.0,,,,2.0,18.0,,10.0,10.0,1.0,,4.0,103.0,70.0,32.0,6.0,,2.0,3.0,6.0,417.0,,,4.0,1.0,,55.0,51.0,28.0,,,,,,176.0,176.0,5.0,33.0,25.0,59.7,,2.0,1.0,,17.0,0.0,,,,113.0,2.0,,2.0,,,,2.0,,,3.0,9.0,65.0,307.0,8.0,5.0,259.0,36.0,30.0,22.0,3.0,20.0,17.0,,105.0,3.0,209.0,1.0,1.0,29.0,1.0,81.0,1.0,448.0,,0.0,9.0,20.0,1.0,32.0,2.0,679.0,20.0,15.0,,11.0,4.0,10.0,0.0
2210448,18.0,2022-02-23 19:30:00,31,Crystal Palace,Away,289.0,21.0,,3.0,3.0,2.0,,183.0,6.0,,2.0,2.0,2.0,26.0,469.0,,1.0,16.0,10.0,10.0,3.0,,,1.0,,,,,,,7.0,,,,,,,,5.0,6.0,2.0,6.0,1.0,,91.0,63.0,1.0,,1.0,1.0,19.0,,7.0,,,4.0,7.0,2.0,,6.0,,36.0,52.0,1.0,20.0,9.0,,,,,,,27.0,68.0,9.0,12.0,3.0,1.0,1.0,,161.0,3.0,,2.0,3.0,,1.0,7.0,,,4.0,,,,,1.0,9.0,,6.0,6.0,1.0,,2.0,142.0,77.0,42.0,6.0,1.0,2.0,4.0,5.0,533.0,,,3.0,5.0,,68.0,75.0,20.0,,,,,,136.0,136.0,10.0,30.0,21.0,54.7,,,,3.0,19.0,0.0,,,,162.0,,,,,,1.0,2.0,,,3.0,13.0,68.0,450.0,11.0,6.0,306.0,52.0,20.0,12.0,3.0,13.0,10.0,2.0,111.0,7.0,263.0,,,21.0,3.0,71.0,1.0,556.0,,0.0,7.0,23.0,1.0,18.0,1.0,743.0,16.0,20.0,,7.0,4.0,14.0,0.0
2210458,19.0,2021-12-26 15:00:00,31,Crystal Palace,Away,205.0,11.0,,4.0,4.0,,1.0,135.0,8.0,,4.0,2.0,4.0,22.0,336.0,,,10.0,15.0,9.0,3.0,1.0,,,,,,,,,3.0,,,,,,,1.0,6.0,11.0,6.0,3.0,1.0,,74.0,57.0,,,,,4.0,2.0,9.0,,,2.0,6.0,3.0,,11.0,1.0,56.0,48.0,,7.0,2.0,,,,,,,28.0,29.0,9.0,15.0,,1.0,1.0,,129.0,,,,,,,14.0,,,,,,,,,2.0,,12.0,12.0,3.0,,4.0,100.0,54.0,25.0,4.0,,2.0,2.0,,369.0,,,5.0,1.0,,50.0,56.0,17.0,,,,,,119.0,119.0,7.0,23.0,18.0,40.3,,,,1.0,4.0,0.0,,,,103.0,1.0,2.0,3.0,1.0,1.0,,2.0,,,3.0,12.0,57.0,313.0,,4.0,228.0,22.0,7.0,18.0,2.0,12.0,10.0,,78.0,2.0,190.0,,,21.0,5.0,58.0,,406.0,,1.0,4.0,18.0,,13.0,1.0,571.0,9.0,14.0,,6.0,2.0,10.0,0.0
2210464,20.0,2021-12-28 15:00:00,31,Crystal Palace,Home,199.0,15.0,3.0,6.0,3.0,3.0,1.0,113.0,3.0,,2.0,10.0,8.0,35.0,306.0,,,24.0,14.0,20.0,6.0,4.0,4.0,1.0,,,,,,,10.0,1.0,,,,,,4.0,2.0,6.0,6.0,17.0,2.0,,52.0,52.0,,1.0,1.0,3.0,15.0,7.0,6.0,1.0,,8.0,6.0,2.0,,11.0,1.0,45.0,68.0,3.0,14.0,11.0,,1.0,,,,,18.0,42.0,9.0,13.0,2.0,6.0,5.0,,144.0,2.0,,1.0,2.0,,,3.0,,,2.0,,,,,,11.0,,6.0,6.0,,,2.0,86.0,62.0,29.0,8.0,1.0,4.0,8.0,6.0,377.0,,,8.0,1.0,,51.0,43.0,28.0,,,,,1.0,136.0,136.0,4.0,25.0,21.0,50.9,,,,,15.0,0.0,,,,109.0,2.0,1.0,2.0,,,1.0,6.0,1.0,,3.0,7.0,55.0,294.0,5.0,12.0,231.0,29.0,14.0,14.0,8.0,21.0,13.0,1.0,87.0,11.0,181.0,,,32.0,8.0,66.0,1.0,391.0,,0.0,19.0,26.0,,30.0,1.0,598.0,33.0,12.0,,9.0,8.0,16.0,0.0
2210474,21.0,2022-01-01 17:30:00,31,Crystal Palace,Home,281.0,27.0,,12.0,12.0,3.0,1.0,218.0,8.0,,7.0,6.0,5.0,36.0,487.0,1.0,,27.0,13.0,19.0,17.0,,1.0,,1.0,1.0,,2.0,,,19.0,,,,1.0,1.0,,,1.0,9.0,1.0,16.0,6.0,,87.0,55.0,4.0,3.0,1.0,,14.0,5.0,7.0,,,9.0,16.0,12.0,,16.0,1.0,55.0,54.0,,17.0,6.0,,,,,,,36.0,61.0,6.0,15.0,1.0,5.0,3.0,2.0,168.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,2.0,6.0,2.0,6.0,6.0,1.0,,7.0,140.0,69.0,47.0,1.0,,9.0,9.0,6.0,531.0,,,1.0,,,59.0,46.0,53.0,1.0,1.0,1.0,,,156.0,156.0,7.0,25.0,16.0,62.7,2.0,,,1.0,14.0,0.0,,,,163.0,2.0,,2.0,,2.0,,11.0,,,3.0,15.0,111.0,460.0,7.0,18.0,304.0,45.0,17.0,20.0,7.0,38.0,31.0,,144.0,7.0,292.0,2.0,,10.0,5.0,57.0,,558.0,1.0,0.0,22.0,15.0,,31.0,0.0,799.0,38.0,24.0,,5.0,9.0,12.0,0.0
2210482,22.0,2022-01-14 20:00:00,31,Crystal Palace,Away,133.0,18.0,,,,,,113.0,9.0,,5.0,4.0,4.0,17.0,246.0,,,17.0,19.0,10.0,2.0,,,,,,,,1.0,,3.0,,,,,,,,3.0,14.0,6.0,1.0,2.0,,46.0,57.0,1.0,,1.0,3.0,16.0,1.0,8.0,,,,6.0,1.0,,10.0,2.0,55.0,46.0,3.0,24.0,12.0,,1.0,,,,,24.0,38.0,7.0,10.0,,,,,134.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,,12.0,,6.0,6.0,1.0,,5.0,74.0,45.0,20.0,9.0,1.0,1.0,2.0,1.0,312.0,,,5.0,,1.0,43.0,47.0,8.0,,1.0,1.0,1.0,,149.0,149.0,2.0,32.0,18.0,36.7,,2.0,,2.0,16.0,0.0,,,,83.0,4.0,,4.0,,1.0,,1.0,,,3.0,12.0,61.0,229.0,8.0,3.0,180.0,36.0,24.0,20.0,,7.0,7.0,,88.0,4.0,164.0,1.0,,28.0,5.0,51.0,2.0,337.0,,0.0,3.0,17.0,,23.0,2.0,536.0,8.0,22.0,,9.0,,11.0,0.0
2210494,23.0,2022-01-23 14:00:00,31,Crystal Palace,Home,257.0,21.0,,1.0,1.0,,,72.0,6.0,1.0,16.0,4.0,3.0,26.0,328.0,,3.0,13.0,16.0,20.0,4.0,,,,,,,,,,8.0,,,,,,,,8.0,7.0,7.0,6.0,2.0,,69.0,76.0,3.0,2.0,1.0,,18.0,,6.0,,,2.0,3.0,4.0,,7.0,2.0,40.0,49.0,,25.0,13.0,,,,,,,23.0,49.0,12.0,10.0,1.0,2.0,3.0,,156.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,1.0,13.0,,10.0,10.0,,,16.0,101.0,64.0,30.0,5.0,,2.0,3.0,5.0,412.0,,,,2.0,,39.0,27.0,20.0,1.0,1.0,1.0,,,148.0,148.0,5.0,25.0,29.0,43.4,,,,,18.0,0.0,,,,105.0,,4.0,4.0,,,,3.0,,,3.0,11.0,32.0,310.0,10.0,5.0,291.0,58.0,25.0,6.0,2.0,12.0,10.0,,71.0,3.0,152.0,1.0,1.0,11.0,3.0,60.0,5.0,431.0,,0.0,8.0,13.0,3.0,14.0,4.0,611.0,17.0,19.0,,6.0,2.0,8.0,0.0
2210504,24.0,2022-02-09 19:45:00,31,Crystal Palace,Away,302.0,17.0,,,,,,273.0,5.0,,5.0,3.0,3.0,22.0,575.0,,2.0,14.0,11.0,21.0,5.0,,3.0,,,,1.0,1.0,,,8.0,,1.0,,,,,,10.0,4.0,1.0,8.0,5.0,,114.0,70.0,,1.0,,1.0,16.0,4.0,4.0,,1.0,6.0,11.0,10.0,,9.0,,45.0,58.0,1.0,8.0,3.0,,,,,,,23.0,77.0,16.0,11.0,1.0,2.0,,1.0,203.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,3.0,,10.0,10.0,,,5.0,172.0,82.0,49.0,4.0,,2.0,4.0,5.0,651.0,,,2.0,,,102.0,94.0,39.0,,,,,1.0,158.0,158.0,9.0,23.0,33.0,71.7,,,1.0,,16.0,0.0,,,,181.0,,,,,1.0,,4.0,,,3.0,9.0,119.0,556.0,9.0,6.0,324.0,46.0,8.0,17.0,4.0,25.0,21.0,,167.0,2.0,371.0,,,15.0,4.0,55.0,2.0,670.0,3.0,0.0,13.0,15.0,4.0,15.0,2.0,849.0,21.0,20.0,,11.0,6.0,9.0,0.0
2210511,25.0,2022-02-12 15:00:00,31,Crystal Palace,Away,155.0,15.0,1.0,4.0,3.0,1.0,1.0,239.0,2.0,3.0,6.0,5.0,4.0,33.0,390.0,,,24.0,24.0,16.0,6.0,,1.0,1.0,,,,,,,4.0,,,,,,,1.0,8.0,8.0,1.0,4.0,2.0,,75.0,71.0,1.0,1.0,,3.0,24.0,1.0,11.0,,,9.0,9.0,6.0,,16.0,1.0,76.0,58.0,3.0,16.0,4.0,,,,,,,28.0,66.0,10.0,10.0,,1.0,2.0,,180.0,,,,,,,5.0,,,,,,,,,4.0,,6.0,6.0,,,6.0,126.0,80.0,48.0,3.0,,2.0,4.0,3.0,489.0,,,2.0,2.0,,84.0,97.0,30.0,,,,,,194.0,194.0,8.0,18.0,38.0,57.4,,,,,24.0,0.0,,,,123.0,2.0,,2.0,,1.0,1.0,2.0,,,3.0,14.0,118.0,380.0,7.0,6.0,190.0,41.0,16.0,30.0,9.0,26.0,17.0,1.0,164.0,5.0,340.0,,3.0,17.0,5.0,65.0,,504.0,1.0,0.0,6.0,17.0,,29.0,0.0,718.0,17.0,20.0,,15.0,9.0,11.0,0.0
2210524,26.0,2022-02-19 15:00:00,31,Crystal Palace,Home,178.0,17.0,2.0,4.0,2.0,2.0,1.0,122.0,6.0,,2.0,6.0,6.0,27.0,296.0,,1.0,16.0,9.0,9.0,5.0,1.0,1.0,1.0,,,,,,1.0,6.0,,,,,,,,2.0,5.0,4.0,5.0,2.0,,75.0,62.0,1.0,1.0,,,15.0,2.0,10.0,,,4.0,7.0,6.0,,7.0,2.0,40.0,58.0,,18.0,9.0,,,,,,,27.0,45.0,4.0,19.0,,3.0,4.0,,145.0,,,,,,,7.0,,,,,,,,,9.0,,10.0,10.0,1.0,,2.0,85.0,55.0,25.0,4.0,,4.0,2.0,,344.0,,,3.0,,,59.0,53.0,20.0,,,,,,138.0,138.0,8.0,33.0,19.0,42.6,,,,,15.0,0.0,,,,68.0,1.0,1.0,2.0,,1.0,1.0,5.0,1.0,,3.0,15.0,72.0,272.0,8.0,6.0,208.0,33.0,18.0,18.0,3.0,20.0,17.0,1.0,100.0,8.0,185.0,,,21.0,7.0,57.0,1.0,373.0,,0.0,7.0,22.0,1.0,19.0,1.0,574.0,14.0,24.0,,8.0,4.0,14.0,0.0
2210535,27.0,2022-02-26 15:00:00,31,Crystal Palace,Home,228.0,15.0,1.0,1.0,1.0,1.0,,181.0,2.0,,9.0,3.0,2.0,27.0,408.0,,,17.0,25.0,12.0,6.0,1.0,1.0,,,1.0,,2.0,1.0,,8.0,,,,,,1.0,,3.0,3.0,3.0,6.0,5.0,,86.0,67.0,1.0,,1.0,,13.0,5.0,6.0,,,5.0,10.0,4.0,,10.0,,48.0,51.0,,19.0,13.0,,,,,,,33.0,44.0,5.0,16.0,1.0,4.0,2.0,2.0,199.0,1.0,,1.0,1.0,,,2.0,,,1.0,5.0,,,,,13.0,1.0,7.0,7.0,,,9.0,109.0,93.0,38.0,4.0,,1.0,7.0,4.0,509.0,,,2.0,,1.0,59.0,89.0,32.0,,,,,,178.0,178.0,1.0,35.0,20.0,59.2,1.0,2.0,,1.0,13.0,0.0,,,,138.0,1.0,,1.0,,,,2.0,1.0,,2.0,16.0,90.0,391.0,6.0,8.0,271.0,46.0,19.0,12.0,3.0,18.0,16.0,,128.0,6.0,279.0,5.0,,37.0,2.0,81.0,,532.0,1.0,0.0,11.0,13.0,,27.0,0.0,729.0,17.0,15.0,,10.0,5.0,11.0,0.0
2210550,28.0,2022-03-05 15:00:00,31,Crystal Palace,Away,121.0,15.0,4.0,7.0,3.0,1.0,,113.0,5.0,1.0,6.0,3.0,,17.0,227.0,,,5.0,13.0,14.0,8.0,,1.0,,,,,,,,10.0,1.0,,,,,,,6.0,6.0,6.0,11.0,1.0,,49.0,67.0,,,2.0,3.0,13.0,3.0,12.0,,,7.0,7.0,4.0,,15.0,2.0,53.0,53.0,3.0,30.0,11.0,,,,,,,25.0,36.0,8.0,12.0,1.0,2.0,1.0,,119.0,,,,,,,8.0,,,1.0,1.0,,,,,11.0,,11.0,11.0,,,6.0,71.0,61.0,32.0,7.0,1.0,,8.0,8.0,283.0,,,3.0,4.0,,50.0,41.0,28.0,,,,,1.0,140.0,140.0,6.0,36.0,13.0,36.0,,,,,13.0,0.0,,,,69.0,3.0,2.0,5.0,,,,1.0,1.0,,3.0,11.0,47.0,211.0,6.0,8.0,152.0,35.0,30.0,18.0,6.0,18.0,12.0,,71.0,3.0,174.0,1.0,1.0,16.0,,53.0,8.0,308.0,,0.0,12.0,14.0,1.0,12.0,3.0,528.0,33.0,9.0,,13.0,7.0,8.0,0.0
2210555,29.0,2022-03-14 20:00:00,31,Crystal Palace,Home,116.0,12.0,,,,2.0,,58.0,9.0,,6.0,6.0,2.0,20.0,174.0,,,10.0,22.0,8.0,5.0,,1.0,1.0,,,,,,,6.0,,,,,,,,3.0,13.0,6.0,6.0,1.0,,42.0,55.0,,,,2.0,17.0,1.0,15.0,,,2.0,1.0,1.0,,10.0,1.0,56.0,49.0,2.0,32.0,15.0,,,,,,,20.0,33.0,6.0,11.0,,,1.0,,123.0,,,,,,,15.0,,,,,,,,,15.0,,8.0,8.0,2.0,,6.0,50.0,62.0,20.0,6.0,,3.0,2.0,1.0,236.0,,,6.0,,,31.0,34.0,11.0,,,,,,127.0,127.0,4.0,31.0,10.0,26.2,,,,,17.0,0.0,,,,54.0,3.0,1.0,5.0,,,1.0,5.0,,,2.0,10.0,32.0,154.0,10.0,5.0,143.0,39.0,32.0,17.0,,3.0,3.0,1.0,64.0,9.0,129.0,,,25.0,2.0,67.0,2.0,269.0,1.0,0.0,7.0,16.0,1.0,15.0,3.0,446.0,13.0,9.0,,14.0,2.0,9.0,0.0
2210566,30.0,2022-04-20 19:45:00,31,Crystal Palace,Away,299.0,25.0,3.0,6.0,3.0,2.0,,197.0,1.0,3.0,9.0,6.0,7.0,27.0,490.0,,,18.0,21.0,20.0,6.0,2.0,4.0,,,,,,,,6.0,,,,,,,,6.0,9.0,4.0,9.0,1.0,,104.0,66.0,,,,,18.0,2.0,14.0,,,5.0,8.0,8.0,,9.0,3.0,65.0,57.0,,14.0,9.0,,,,,,,25.0,53.0,12.0,12.0,,2.0,1.0,,177.0,,,,,,,4.0,,,,,,,,,9.0,,7.0,7.0,1.0,,10.0,151.0,84.0,47.0,2.0,,5.0,3.0,2.0,568.0,,,6.0,3.0,,86.0,48.0,25.0,,,,,,152.0,152.0,4.0,21.0,29.0,63.7,,,,,18.0,0.0,,,,157.0,1.0,2.0,3.0,,1.0,,6.0,,,3.0,11.0,66.0,473.0,9.0,8.0,325.0,54.0,14.0,14.0,4.0,21.0,17.0,,110.0,9.0,285.0,,3.0,22.0,8.0,67.0,3.0,589.0,,0.0,10.0,20.0,,20.0,1.0,782.0,17.0,11.0,,5.0,5.0,10.0,0.0
2210574,31.0,2022-04-04 20:00:00,31,Crystal Palace,Home,129.0,14.0,,1.0,1.0,3.0,,80.0,6.0,,2.0,6.0,2.0,25.0,208.0,,,11.0,10.0,11.0,2.0,,,,,,1.0,1.0,,,3.0,1.0,,,,,,1.0,6.0,6.0,6.0,3.0,3.0,,56.0,63.0,2.0,,3.0,1.0,13.0,,8.0,,,,5.0,,,10.0,1.0,44.0,52.0,1.0,16.0,5.0,,,,,,,29.0,48.0,11.0,14.0,1.0,4.0,1.0,1.0,132.0,2.0,,,2.0,,,9.0,,,1.0,,,,,1.0,5.0,,10.0,10.0,1.0,,2.0,59.0,77.0,31.0,2.0,2.0,1.0,3.0,5.0,266.0,,,1.0,,,64.0,30.0,9.0,,,,,1.0,138.0,138.0,6.0,30.0,19.0,31.4,,,,,13.0,0.0,,,,46.0,2.0,1.0,3.0,,,,1.0,,,3.0,11.0,34.0,192.0,10.0,4.0,150.0,30.0,16.0,15.0,,6.0,6.0,,73.0,7.0,149.0,,,26.0,3.0,65.0,2.0,293.0,,0.0,6.0,18.0,,17.0,0.0,468.0,11.0,24.0,,9.0,,8.0,0.0
