matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2210273,1.0,2021-08-14 15:00:00,31,Crystal Palace,Away,264.0,11.0,1.0,3.0,2.0,1.0,1.0,102.0,9.0,1.0,7.0,1.0,5.0,18.0,363.0,,1.0,13.0,7.0,15.0,4.0,,2.0,,,,,,,,2.0,,,,,,,,5.0,5.0,8.0,4.0,,,79.0,44.0,,,,3.0,9.0,1.0,8.0,,,2.0,2.0,,,14.0,3.0,46.0,52.0,3.0,24.0,14.0,,,,,,,22.0,30.0,11.0,14.0,,1.0,1.0,,113.0,,,,,,,9.0,,,,1.0,,,,,14.0,,9.0,9.0,2.0,,7.0,110.0,42.0,28.0,5.0,,2.0,2.0,1.0,395.0,,,2.0,1.0,,48.0,26.0,9.0,,,,,,103.0,103.0,3.0,19.0,14.0,38.3,,,,1.0,9.0,0.0,,,,121.0,2.0,1.0,3.0,,,,2.0,,,3.0,10.0,50.0,339.0,4.0,4.0,291.0,25.0,24.0,20.0,2.0,5.0,3.0,,74.0,2.0,137.0,1.0,1.0,9.0,5.0,39.0,1.0,423.0,,0.0,4.0,11.0,2.0,14.0,0.0,590.0,11.0,17.0,,13.0,2.0,7.0,0.0
2210284,2.0,2021-08-21 15:00:00,31,Crystal Palace,Home,204.0,21.0,,3.0,3.0,2.0,1.0,123.0,6.0,,6.0,4.0,3.0,33.0,324.0,,,29.0,21.0,26.0,5.0,1.0,1.0,,,,,,,,5.0,,,,,,1.0,1.0,6.0,8.0,6.0,5.0,2.0,,66.0,70.0,1.0,1.0,,2.0,20.0,,9.0,,,3.0,6.0,3.0,,16.0,,63.0,57.0,2.0,20.0,8.0,,,,,,,38.0,51.0,12.0,8.0,,1.0,1.0,,172.0,,,,,,,11.0,,,,1.0,,,,2.0,8.0,1.0,13.0,13.0,1.0,,6.0,96.0,75.0,36.0,5.0,,4.0,2.0,2.0,408.0,,,4.0,2.0,,58.0,53.0,24.0,,,,,,171.0,171.0,4.0,25.0,31.0,52.7,1.0,,,4.0,20.0,0.0,,,,97.0,2.0,1.0,3.0,,,,5.0,,,1.0,21.0,55.0,308.0,9.0,6.0,245.0,45.0,20.0,16.0,2.0,12.0,10.0,,89.0,7.0,198.0,2.0,,20.0,3.0,77.0,1.0,431.0,,0.0,7.0,15.0,,31.0,3.0,644.0,12.0,26.0,,8.0,3.0,7.0,0.0
2210299,3.0,2021-08-28 15:00:00,31,Crystal Palace,Away,241.0,26.0,1.0,6.0,5.0,2.0,2.0,145.0,8.0,2.0,9.0,3.0,5.0,29.0,380.0,,,17.0,15.0,29.0,5.0,1.0,2.0,,,,,,,,5.0,,,,,,,2.0,4.0,11.0,3.0,6.0,3.0,,82.0,58.0,2.0,1.0,2.0,4.0,17.0,4.0,11.0,,,3.0,6.0,2.0,,10.0,1.0,47.0,67.0,4.0,32.0,11.0,,1.0,,,,,27.0,39.0,7.0,10.0,,2.0,2.0,,147.0,1.0,,1.0,1.0,,,9.0,,,2.0,1.0,,,,2.0,11.0,,15.0,15.0,3.0,,9.0,115.0,60.0,37.0,5.0,2.0,3.0,4.0,2.0,441.0,,,7.0,3.0,,60.0,43.0,23.0,,,,,,132.0,132.0,2.0,19.0,26.0,54.3,,,1.0,,17.0,0.0,,,,118.0,2.0,,2.0,,1.0,,3.0,,,1.0,15.0,56.0,360.0,11.0,7.0,271.0,54.0,32.0,21.0,3.0,13.0,10.0,,83.0,10.0,204.0,1.0,2.0,7.0,5.0,52.0,2.0,462.0,1.0,0.0,9.0,13.0,1.0,18.0,0.0,682.0,22.0,21.0,,15.0,3.0,8.0,0.0
2210304,4.0,2021-09-11 12:30:00,31,Crystal Palace,Home,215.0,19.0,1.0,3.0,2.0,2.0,,200.0,4.0,,3.0,1.0,4.0,26.0,412.0,1.0,,25.0,18.0,12.0,7.0,1.0,5.0,,,1.0,,1.0,,,10.0,1.0,,,,,,1.0,10.0,1.0,1.0,12.0,6.0,,93.0,63.0,1.0,1.0,2.0,,22.0,7.0,12.0,,1.0,8.0,8.0,10.0,,8.0,,59.0,54.0,,13.0,8.0,,,,,,,26.0,54.0,13.0,11.0,1.0,8.0,4.0,1.0,160.0,2.0,,2.0,2.0,,,4.0,,,2.0,1.0,,,,,8.0,,6.0,6.0,,,3.0,121.0,64.0,43.0,2.0,,3.0,7.0,4.0,483.0,,,,1.0,,89.0,67.0,35.0,,,,,1.0,155.0,155.0,5.0,32.0,23.0,62.3,,,,,22.0,0.0,,,,124.0,,1.0,1.0,,1.0,,7.0,1.0,,3.0,12.0,119.0,398.0,9.0,10.0,243.0,38.0,13.0,22.0,7.0,29.0,22.0,,155.0,6.0,284.0,1.0,,13.0,5.0,49.0,,498.0,1.0,0.0,18.0,17.0,,28.0,2.0,702.0,23.0,23.0,,14.0,8.0,13.0,0.0
2210314,5.0,2021-09-18 15:00:00,31,Crystal Palace,Away,144.0,19.0,3.0,4.0,1.0,1.0,,113.0,6.0,,4.0,4.0,3.0,20.0,253.0,,1.0,14.0,21.0,7.0,8.0,1.0,4.0,,,,,1.0,,1.0,7.0,,,,,1.0,,1.0,6.0,17.0,8.0,6.0,7.0,,51.0,60.0,2.0,2.0,,4.0,18.0,6.0,12.0,,,5.0,6.0,4.0,,11.0,4.0,63.0,54.0,4.0,24.0,11.0,,,,,,,32.0,42.0,11.0,16.0,,3.0,2.0,1.0,135.0,,,,,,,8.0,,,,,,,,2.0,11.0,2.0,12.0,12.0,2.0,,6.0,68.0,59.0,24.0,10.0,,3.0,6.0,2.0,304.0,,,10.0,1.0,,59.0,40.0,28.0,,,,,,144.0,144.0,5.0,24.0,23.0,40.1,1.0,,,2.0,18.0,0.0,,,,78.0,5.0,2.0,7.0,,1.0,,5.0,,,3.0,16.0,55.0,232.0,11.0,10.0,164.0,42.0,24.0,17.0,5.0,17.0,12.0,,88.0,1.0,185.0,,,18.0,3.0,55.0,3.0,332.0,,0.0,13.0,24.0,1.0,19.0,1.0,571.0,24.0,20.0,,7.0,5.0,15.0,0.0
2210324,6.0,2021-09-27 20:00:00,31,Crystal Palace,Home,179.0,19.0,,5.0,5.0,1.0,,239.0,5.0,,6.0,3.0,3.0,24.0,413.0,,,19.0,15.0,7.0,5.0,,,,,1.0,,1.0,,,6.0,1.0,,,,,,,8.0,4.0,4.0,4.0,4.0,,92.0,65.0,1.0,1.0,1.0,,17.0,3.0,6.0,,,6.0,10.0,4.0,,23.0,,61.0,36.0,,14.0,7.0,,,,,,,29.0,59.0,12.0,9.0,1.0,3.0,1.0,1.0,155.0,,,,,,,5.0,,,,1.0,,,,1.0,7.0,,12.0,12.0,4.0,,6.0,117.0,74.0,37.0,5.0,,1.0,4.0,3.0,478.0,,,2.0,1.0,,101.0,70.0,38.0,,,,,1.0,145.0,145.0,7.0,17.0,32.0,46.9,,2.0,,1.0,17.0,0.0,,,,133.0,3.0,,3.0,,,,2.0,1.0,,3.0,8.0,110.0,398.0,12.0,5.0,193.0,43.0,14.0,10.0,4.0,19.0,15.0,,156.0,4.0,323.0,1.0,,16.0,4.0,58.0,1.0,497.0,,0.0,8.0,17.0,,22.0,2.0,688.0,20.0,13.0,,4.0,6.0,9.0,0.0
2210334,7.0,2021-10-03 14:00:00,31,Crystal Palace,Home,250.0,10.0,1.0,5.0,4.0,,1.0,201.0,2.0,,8.0,1.0,6.0,16.0,446.0,,1.0,29.0,15.0,19.0,11.0,2.0,1.0,,,,,,,,16.0,,,,1.0,,,1.0,6.0,6.0,3.0,14.0,4.0,,79.0,76.0,,,,,20.0,5.0,10.0,,,1.0,14.0,4.0,,25.0,1.0,70.0,60.0,,10.0,7.0,1.0,,,,,,35.0,64.0,15.0,11.0,,2.0,2.0,,195.0,,,,,,,2.0,,,2.0,,,,,,7.0,1.0,4.0,4.0,,,8.0,139.0,80.0,34.0,3.0,,8.0,5.0,4.0,541.0,,,2.0,2.0,,90.0,61.0,33.0,,,,,,183.0,183.0,6.0,17.0,43.0,60.0,1.0,,1.0,,20.0,0.0,,,,144.0,1.0,2.0,3.0,,,,9.0,,,3.0,19.0,104.0,433.0,12.0,13.0,277.0,39.0,10.0,19.0,1.0,21.0,20.0,,145.0,,301.0,,,20.0,7.0,58.0,2.0,557.0,,0.0,18.0,16.0,1.0,30.0,2.0,786.0,39.0,21.0,,14.0,1.0,7.0,0.0
2210341,8.0,2021-10-18 20:00:00,31,Crystal Palace,Away,240.0,19.0,1.0,2.0,1.0,2.0,,164.0,4.0,1.0,7.0,4.0,1.0,30.0,402.0,1.0,,17.0,8.0,20.0,5.0,,1.0,1.0,,,,,,,8.0,,,,,,,,1.0,11.0,6.0,3.0,6.0,,84.0,58.0,,,,1.0,14.0,,8.0,,,3.0,4.0,2.0,,4.0,4.0,35.0,56.0,1.0,17.0,10.0,,,,,,,21.0,43.0,4.0,7.0,1.0,1.0,1.0,,143.0,2.0,,,2.0,,1.0,5.0,,,2.0,,,,,1.0,10.0,,7.0,7.0,1.0,,7.0,126.0,52.0,34.0,6.0,1.0,3.0,4.0,6.0,460.0,,,2.0,3.0,,64.0,42.0,12.0,,,,,,123.0,123.0,5.0,26.0,19.0,46.4,,2.0,1.0,,14.0,0.0,,,,122.0,3.0,1.0,4.0,,,1.0,3.0,,,3.0,11.0,59.0,388.0,6.0,7.0,271.0,34.0,17.0,20.0,3.0,10.0,7.0,2.0,84.0,5.0,214.0,,1.0,18.0,3.0,56.0,3.0,475.0,1.0,0.0,9.0,22.0,,18.0,1.0,657.0,10.0,18.0,,7.0,4.0,16.0,0.0
2210355,9.0,2021-10-23 15:00:00,31,Crystal Palace,Home,269.0,17.0,,4.0,4.0,1.0,,312.0,3.0,1.0,5.0,5.0,3.0,21.0,577.0,,1.0,18.0,18.0,16.0,9.0,,1.0,,,,,,,,14.0,,,,1.0,1.0,,,4.0,5.0,1.0,11.0,4.0,,104.0,51.0,4.0,4.0,1.0,,11.0,6.0,5.0,1.0,1.0,3.0,12.0,6.0,,8.0,,54.0,49.0,,25.0,13.0,,,,,,,25.0,73.0,13.0,9.0,1.0,3.0,2.0,,186.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,13.0,2.0,6.0,6.0,,,5.0,180.0,81.0,60.0,7.0,,4.0,6.0,3.0,650.0,,,2.0,1.0,,82.0,93.0,39.0,,,,,,151.0,151.0,3.0,24.0,19.0,75.0,2.0,2.0,,1.0,11.0,0.0,,,,195.0,1.0,,,,1.0,,6.0,,,3.0,9.0,142.0,563.0,7.0,10.0,296.0,33.0,25.0,23.0,3.0,23.0,20.0,,193.0,7.0,392.0,,1.0,20.0,4.0,49.0,2.0,665.0,,0.0,15.0,11.0,4.0,18.0,3.0,865.0,33.0,23.0,,13.0,3.0,6.0,0.0
2210365,10.0,2021-10-30 15:00:00,31,Crystal Palace,Away,156.0,18.0,1.0,2.0,1.0,4.0,1.0,77.0,6.0,,7.0,2.0,1.0,22.0,231.0,,,11.0,13.0,14.0,4.0,2.0,1.0,,,,,,,,6.0,,,,,,,1.0,9.0,10.0,4.0,6.0,2.0,,49.0,67.0,1.0,,1.0,3.0,20.0,1.0,9.0,,,1.0,,,,9.0,,48.0,52.0,3.0,29.0,13.0,,,,,,,38.0,38.0,11.0,11.0,1.0,3.0,3.0,,142.0,2.0,,2.0,2.0,,,14.0,,,2.0,3.0,,,,1.0,13.0,,11.0,11.0,3.0,,7.0,64.0,57.0,25.0,7.0,1.0,4.0,4.0,3.0,292.0,,,7.0,3.0,,38.0,31.0,10.0,,,,,,127.0,127.0,3.0,37.0,16.0,32.4,,,,,20.0,0.0,,,,64.0,2.0,1.0,3.0,,,,4.0,,,3.0,22.0,35.0,217.0,16.0,8.0,191.0,32.0,29.0,13.0,1.0,4.0,3.0,,66.0,9.0,132.0,3.0,,23.0,1.0,66.0,5.0,319.0,,0.0,8.0,21.0,,13.0,3.0,514.0,10.0,11.0,,6.0,1.0,13.0,0.0
