matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755303,1.0,2014-08-16 17:30:00,31,Crystal Palace,Away,69.0,6.0,1.0,2.0,1.0,2.0,,60.0,4.0,3.0,,4.0,4.0,13.0,127.0,,,11.0,23.0,17.0,2.0,,,,,,,,1.0,,3.0,,,,,,,9.0,6.0,8.0,,,,23.0,62.0,,,,3.0,25.0,2.0,12.0,,,3.0,4.0,2.0,1.0,9.0,2.0,78.0,68.0,3.0,40.0,17.0,,,38.0,19.0,13.0,,,1.0,,,112.0,1.0,1.0,1.0,,1.0,12.0,,,,2.0,,,,1.0,17.0,,19.0,19.0,2.0,,37.0,60.0,17.0,9.0,,,3.0,2.0,186.0,,,2.0,1.0,29.0,24.0,4.0,,,,,,151.0,151.0,,31.0,22.0,23.1,,,,25.0,0.0,,,,50.0,1.0,3.0,4.0,1.0,2.0,,,,3.0,25.0,110.0,16.0,3.0,92.0,19.0,40.0,24.0,3.0,9.0,6.0,,57.0,12.0,139.0,2.0,4.0,22.0,4.0,55.0,1.0,222.0,,1.0,4.0,33.0,,18.0,2.0,444.0,,14.0,7.0,3.0,23.0,0.0
755315,2.0,2014-08-23 15:00:00,31,Crystal Palace,Home,116.0,17.0,,5.0,5.0,3.0,1.0,164.0,1.0,1.0,2.0,8.0,11.0,18.0,275.0,,,20.0,25.0,27.0,7.0,,,,,,,,,,6.0,,,,,,2.0,5.0,10.0,7.0,,,,62.0,70.0,1.0,1.0,,3.0,17.0,2.0,6.0,,1.0,6.0,11.0,5.0,,10.0,2.0,68.0,73.0,3.0,23.0,16.0,1.0,1.0,71.0,14.0,11.0,1.0,,3.0,1.0,,180.0,1.0,,1.0,1.0,,4.0,,,1.0,5.0,,,,,16.0,,13.0,13.0,,2.0,66.0,101.0,51.0,9.0,,2.0,6.0,4.0,348.0,,,5.0,2.0,62.0,52.0,17.0,,,,,,164.0,164.0,5.0,23.0,31.0,45.9,,,,17.0,0.0,,,,70.0,2.0,3.0,5.0,,,,3.0,,3.0,73.0,259.0,11.0,8.0,131.0,42.0,23.0,20.0,5.0,22.0,17.0,,121.0,11.0,269.0,5.0,1.0,32.0,12.0,68.0,1.0,378.0,,0.0,9.0,29.0,,23.0,1.0,596.0,,15.0,7.0,6.0,26.0,0.0
755328,3.0,2014-08-30 15:00:00,31,Crystal Palace,Away,76.0,11.0,,1.0,1.0,4.0,,104.0,5.0,2.0,,4.0,12.0,18.0,179.0,,1.0,11.0,25.0,28.0,7.0,,,1.0,,,,,,1.0,11.0,,,,,,1.0,8.0,11.0,7.0,,,,36.0,64.0,1.0,2.0,1.0,3.0,16.0,1.0,11.0,,1.0,4.0,6.0,3.0,,9.0,1.0,72.0,70.0,3.0,48.0,29.0,,,47.0,19.0,10.0,1.0,,1.0,1.0,,127.0,2.0,,1.0,1.0,1.0,11.0,,,2.0,6.0,,,,,29.0,1.0,12.0,12.0,2.0,,48.0,69.0,26.0,11.0,2.0,3.0,6.0,7.0,233.0,,,4.0,2.0,25.0,50.0,14.0,,,,,,140.0,140.0,3.0,23.0,27.0,35.7,,,,16.0,0.0,,,,57.0,1.0,,1.0,,,1.0,4.0,,3.0,40.0,163.0,4.0,9.0,93.0,26.0,48.0,21.0,4.0,14.0,10.0,1.0,76.0,10.0,189.0,6.0,3.0,21.0,12.0,58.0,2.0,268.0,,0.0,12.0,20.0,2.0,15.0,3.0,477.0,,12.0,12.0,4.0,15.0,0.0
755335,4.0,2014-09-13 15:00:00,31,Crystal Palace,Home,93.0,18.0,2.0,6.0,4.0,4.0,1.0,147.0,7.0,1.0,1.0,11.0,6.0,34.0,234.0,1.0,,9.0,21.0,28.0,10.0,3.0,,,,,,,,,9.0,,,1.0,,,3.0,2.0,5.0,6.0,,,,43.0,70.0,,,,4.0,19.0,3.0,6.0,,,5.0,13.0,6.0,,5.0,3.0,49.0,68.0,4.0,41.0,24.0,,,55.0,12.0,10.0,,,,1.0,,148.0,,,,,,11.0,,,,1.0,,,,,24.0,1.0,14.0,14.0,1.0,1.0,64.0,90.0,39.0,6.0,,8.0,5.0,3.0,299.0,,,4.0,3.0,72.0,47.0,14.0,,1.0,1.0,1.0,,163.0,163.0,2.0,29.0,33.0,44.8,1.0,,,19.0,0.0,,,,72.0,1.0,2.0,3.0,,,,10.0,,3.0,69.0,218.0,12.0,13.0,112.0,39.0,41.0,17.0,3.0,23.0,20.0,,105.0,12.0,238.0,1.0,1.0,36.0,7.0,80.0,,327.0,1.0,0.0,16.0,21.0,,25.0,2.0,558.0,,22.0,10.0,5.0,15.0,0.0
755345,5.0,2014-09-21 16:00:00,31,Crystal Palace,Away,60.0,6.0,1.0,2.0,1.0,1.0,,97.0,4.0,,,9.0,7.0,24.0,155.0,,,13.0,11.0,9.0,6.0,,,1.0,,,,,,,8.0,1.0,,,,,,8.0,11.0,6.0,,,,42.0,47.0,1.0,,2.0,2.0,11.0,5.0,10.0,1.0,,1.0,3.0,6.0,,7.0,1.0,52.0,45.0,2.0,37.0,20.0,,,57.0,13.0,8.0,1.0,,2.0,1.0,,109.0,2.0,,2.0,2.0,,11.0,,,2.0,1.0,,,,,20.0,1.0,24.0,24.0,2.0,,42.0,73.0,32.0,8.0,2.0,2.0,6.0,3.0,204.0,,,6.0,3.0,57.0,24.0,17.0,1.0,1.0,1.0,,1.0,126.0,126.0,1.0,19.0,18.0,24.6,,,,11.0,0.0,,,,41.0,2.0,2.0,4.0,,1.0,1.0,2.0,,3.0,47.0,142.0,8.0,8.0,71.0,10.0,37.0,20.0,1.0,11.0,10.0,2.0,88.0,7.0,174.0,1.0,,38.0,9.0,67.0,1.0,234.0,,0.0,10.0,19.0,2.0,19.0,2.0,435.0,,10.0,9.0,1.0,11.0,0.0
755355,6.0,2014-09-27 15:00:00,31,Crystal Palace,Home,62.0,15.0,3.0,8.0,5.0,7.0,2.0,143.0,4.0,3.0,3.0,6.0,7.0,27.0,197.0,,,16.0,23.0,28.0,10.0,3.0,,,,,,,,,11.0,,,,,,2.0,8.0,4.0,3.0,,,,31.0,63.0,3.0,2.0,1.0,1.0,16.0,4.0,10.0,,,6.0,8.0,5.0,,8.0,1.0,64.0,61.0,1.0,28.0,18.0,,2.0,66.0,14.0,9.0,1.0,1.0,4.0,3.0,,144.0,2.0,1.0,1.0,,2.0,8.0,,,,2.0,,,,1.0,18.0,,17.0,17.0,1.0,3.0,57.0,75.0,32.0,6.0,1.0,5.0,10.0,6.0,268.0,,,4.0,2.0,61.0,44.0,14.0,,,,,,148.0,148.0,3.0,24.0,25.0,39.6,,,2.0,16.0,0.0,,,,58.0,1.0,,1.0,,,,6.0,1.0,2.0,71.0,184.0,11.0,16.0,74.0,33.0,28.0,21.0,5.0,21.0,16.0,,117.0,19.0,237.0,2.0,3.0,26.0,11.0,61.0,1.0,290.0,,0.0,16.0,16.0,,25.0,0.0,492.0,,9.0,9.0,6.0,15.0,0.0
755365,7.0,2014-10-04 15:00:00,31,Crystal Palace,Away,99.0,10.0,2.0,4.0,2.0,3.0,1.0,147.0,,,1.0,3.0,10.0,11.0,242.0,,,15.0,30.0,20.0,6.0,2.0,,,,1.0,,1.0,,,7.0,,,,,,1.0,7.0,9.0,6.0,,,,50.0,67.0,1.0,1.0,,,17.0,4.0,2.0,,,7.0,7.0,4.0,,2.0,,66.0,57.0,,26.0,19.0,,,69.0,14.0,6.0,,,2.0,1.0,1.0,155.0,,,,,,11.0,,,,2.0,,,,,19.0,,15.0,15.0,2.0,1.0,76.0,85.0,30.0,6.0,,3.0,5.0,2.0,330.0,,,7.0,5.0,48.0,44.0,14.0,,,,,,175.0,175.0,5.0,20.0,37.0,40.9,,,,17.0,0.0,,,,70.0,,,,,3.0,,5.0,,3.0,72.0,236.0,5.0,8.0,121.0,28.0,26.0,31.0,7.0,19.0,12.0,,117.0,8.0,249.0,2.0,,30.0,15.0,64.0,,351.0,,0.0,11.0,20.0,1.0,25.0,2.0,549.0,,15.0,12.0,7.0,15.0,0.0
755375,8.0,2014-10-18 15:00:00,31,Crystal Palace,Home,106.0,5.0,,3.0,3.0,2.0,,111.0,4.0,1.0,3.0,3.0,8.0,15.0,214.0,,,13.0,10.0,13.0,4.0,1.0,,,,,,,1.0,1.0,6.0,,,,,,,10.0,7.0,7.0,,,,31.0,61.0,2.0,1.0,1.0,,15.0,,15.0,1.0,1.0,3.0,8.0,4.0,,7.0,1.0,55.0,44.0,,23.0,7.0,,,49.0,13.0,7.0,1.0,,2.0,,,120.0,1.0,,1.0,1.0,,8.0,,,1.0,,,,,,7.0,,18.0,18.0,4.0,3.0,70.0,64.0,36.0,2.0,,2.0,4.0,4.0,269.0,,,2.0,2.0,42.0,44.0,11.0,,,,,,133.0,133.0,3.0,29.0,25.0,28.5,,,,15.0,0.0,,,,67.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,53.0,202.0,7.0,6.0,120.0,17.0,23.0,19.0,3.0,15.0,12.0,,87.0,5.0,183.0,,2.0,18.0,9.0,49.0,2.0,288.0,,1.0,7.0,15.0,,20.0,1.0,465.0,,19.0,9.0,3.0,13.0,0.0
755391,9.0,2014-10-25 15:00:00,31,Crystal Palace,Away,68.0,2.0,1.0,3.0,2.0,6.0,1.0,101.0,4.0,1.0,1.0,7.0,7.0,18.0,166.0,,1.0,10.0,23.0,19.0,4.0,2.0,,1.0,,,,,,,4.0,1.0,,,,,1.0,3.0,8.0,9.0,,,,29.0,58.0,,,2.0,9.0,12.0,2.0,1.0,,2.0,3.0,6.0,4.0,1.0,3.0,2.0,46.0,58.0,9.0,35.0,24.0,,1.0,44.0,8.0,13.0,,,5.0,1.0,,142.0,,,,,,14.0,,,,1.0,,,,,24.0,,16.0,16.0,4.0,1.0,42.0,77.0,25.0,6.0,1.0,,6.0,6.0,225.0,,,4.0,1.0,42.0,34.0,10.0,1.0,1.0,1.0,,1.0,145.0,145.0,2.0,33.0,20.0,31.2,,,,12.0,0.0,,,,45.0,,2.0,2.0,,1.0,1.0,,1.0,3.0,37.0,151.0,7.0,6.0,91.0,16.0,35.0,18.0,2.0,13.0,11.0,1.0,68.0,17.0,180.0,1.0,2.0,37.0,7.0,69.0,4.0,258.0,,0.0,8.0,20.0,2.0,22.0,1.0,457.0,,12.0,7.0,3.0,16.0,0.0
755396,10.0,2014-11-03 20:00:00,31,Crystal Palace,Home,95.0,14.0,,4.0,4.0,5.0,,211.0,2.0,1.0,1.0,9.0,14.0,27.0,302.0,,,25.0,27.0,28.0,7.0,1.0,,,,,,,,,6.0,,,,,,2.0,4.0,6.0,2.0,,,,57.0,82.0,1.0,1.0,,3.0,10.0,5.0,2.0,,2.0,11.0,12.0,8.0,,18.0,1.0,80.0,72.0,3.0,18.0,13.0,1.0,,88.0,12.0,18.0,,,4.0,4.0,,187.0,,,,,,4.0,,,,,,,,1.0,13.0,,17.0,17.0,1.0,1.0,91.0,80.0,40.0,2.0,,3.0,5.0,1.0,383.0,,,1.0,5.0,92.0,58.0,25.0,,,,,,210.0,210.0,7.0,31.0,38.0,53.5,,,,10.0,0.0,,,,77.0,4.0,,4.0,1.0,,,3.0,1.0,2.0,116.0,286.0,3.0,8.0,120.0,32.0,18.0,36.0,10.0,34.0,24.0,,172.0,22.0,326.0,,1.0,27.0,15.0,66.0,,412.0,,1.0,9.0,15.0,,33.0,0.0,651.0,,16.0,13.0,11.0,12.0,0.0
