matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
919001,11.0,2017-11-05 12:00:00,31,Crystal Palace,Away,93.0,12.0,4.0,5.0,1.0,2.0,1.0,97.0,2.0,,,3.0,9.0,27.0,185.0,,1.0,10.0,16.0,14.0,5.0,3.0,,2.0,,,,,,,,,,5.0,,,,,,,3.0,6.0,6.0,7.0,4.0,,37.0,58.0,2.0,3.0,,3.0,11.0,3.0,7.0,,,9.0,4.0,1.0,,15.0,,49.0,47.0,3.0,41.0,16.0,1.0,,45.0,7.0,6.0,,,1.0,2.0,,116.0,,,,,,,10.0,,,,,,,,1.0,16.0,,16.0,16.0,2.0,,61.0,65.0,28.0,10.0,,4.0,4.0,3.0,243.0,,,4.0,3.0,,47.0,49.0,19.0,,,,,144.0,144.0,2.0,25.0,25.0,31.6,,,,,11.0,0.0,,,,54.0,,1.0,1.0,,2.0,5.0,,1.0,48.0,175.0,4.0,9.0,112.0,22.0,41.0,13.0,9.0,16.0,7.0,2.0,81.0,5.0,172.0,,,21.0,9.0,68.0,4.0,268.0,1.0,0.0,11.0,19.0,1.0,22.0,2.0,474.0,16.0,11.0,8.0,9.0,13.0,0.0
919007,12.0,2017-11-18 15:00:00,31,Crystal Palace,Home,175.0,15.0,3.0,8.0,5.0,1.0,3.0,272.0,2.0,,2.0,4.0,27.0,27.0,439.0,,,36.0,17.0,16.0,6.0,2.0,,,,,,,1.0,,,,,10.0,,,,,,2.0,3.0,6.0,2.0,9.0,7.0,,79.0,59.0,3.0,2.0,2.0,,16.0,4.0,9.0,,2.0,9.0,10.0,4.0,,22.0,2.0,69.0,66.0,,16.0,9.0,1.0,,92.0,9.0,25.0,1.0,,10.0,6.0,1.0,219.0,1.0,,1.0,1.0,,,3.0,,,2.0,,,,,,9.0,,13.0,13.0,,2.0,113.0,83.0,57.0,4.0,1.0,3.0,6.0,7.0,511.0,,,1.0,3.0,,82.0,105.0,41.0,1.0,1.0,1.0,,179.0,179.0,3.0,25.0,27.0,68.7,,2.0,,,16.0,0.0,,,,128.0,2.0,1.0,3.0,,,5.0,,2.0,133.0,414.0,5.0,9.0,200.0,38.0,16.0,25.0,9.0,29.0,20.0,,186.0,5.0,368.0,,,23.0,29.0,64.0,1.0,539.0,,0.0,16.0,12.0,,38.0,2.0,777.0,31.0,18.0,13.0,9.0,9.0,0.0
919014,13.0,2017-11-25 15:00:00,31,Crystal Palace,Home,169.0,7.0,,3.0,3.0,1.0,,213.0,5.0,,6.0,2.0,14.0,18.0,379.0,1.0,,35.0,15.0,14.0,6.0,,,,,,,,,,,,,7.0,,,,,,1.0,6.0,6.0,4.0,8.0,2.0,,73.0,61.0,1.0,,2.0,3.0,20.0,3.0,13.0,,,5.0,13.0,4.0,1.0,13.0,2.0,57.0,53.0,3.0,19.0,4.0,,,75.0,9.0,4.0,,,1.0,1.0,,216.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,4.0,1.0,11.0,11.0,1.0,6.0,93.0,78.0,43.0,2.0,1.0,2.0,5.0,5.0,477.0,,,1.0,2.0,,33.0,103.0,31.0,,,,,183.0,183.0,5.0,29.0,21.0,54.0,,,3.0,,20.0,0.0,,,,110.0,2.0,,2.0,,,2.0,,1.0,115.0,368.0,9.0,7.0,196.0,36.0,19.0,16.0,5.0,23.0,18.0,,173.0,5.0,319.0,,,16.0,14.0,48.0,2.0,492.0,1.0,0.0,10.0,27.0,,38.0,1.0,708.0,21.0,23.0,9.0,5.0,21.0,0.0
919025,14.0,2017-11-28 19:45:00,31,Crystal Palace,Away,162.0,9.0,1.0,1.0,,3.0,,134.0,3.0,1.0,4.0,13.0,11.0,21.0,295.0,,,8.0,25.0,28.0,4.0,1.0,,,,,,1.0,1.0,,,,,5.0,,,,,,,4.0,6.0,4.0,5.0,5.0,,59.0,67.0,,1.0,,6.0,13.0,1.0,8.0,1.0,,5.0,5.0,4.0,,15.0,3.0,58.0,61.0,6.0,24.0,13.0,,,54.0,8.0,12.0,,,3.0,3.0,1.0,177.0,,,,,,,10.0,,,,1.0,,,,1.0,13.0,,13.0,13.0,,4.0,91.0,83.0,40.0,10.0,,2.0,3.0,4.0,379.0,,,3.0,2.0,,26.0,48.0,26.0,,,,,163.0,163.0,3.0,30.0,25.0,46.8,,,,1.0,13.0,0.0,,,,78.0,3.0,1.0,3.0,1.0,,5.0,,1.0,53.0,279.0,8.0,5.0,191.0,24.0,24.0,17.0,4.0,16.0,12.0,,102.0,11.0,230.0,1.0,1.0,38.0,16.0,64.0,,405.0,1.0,0.0,10.0,9.0,,12.0,0.0,586.0,17.0,13.0,13.0,5.0,7.0,0.0
919042,15.0,2017-12-02 15:00:00,31,Crystal Palace,Away,105.0,7.0,5.0,7.0,2.0,5.0,,173.0,5.0,1.0,3.0,8.0,7.0,26.0,271.0,,,22.0,27.0,31.0,6.0,3.0,,,,,,,,,,,,6.0,,,,,,,5.0,15.0,5.0,7.0,3.0,,44.0,56.0,1.0,1.0,,4.0,15.0,5.0,12.0,,,7.0,9.0,5.0,,7.0,4.0,64.0,66.0,4.0,30.0,12.0,,1.0,64.0,10.0,10.0,,,2.0,2.0,,158.0,,,,,,,12.0,,,,2.0,,,,,12.0,,9.0,9.0,,3.0,87.0,71.0,34.0,3.0,,3.0,6.0,2.0,349.0,,,6.0,1.0,,58.0,56.0,28.0,,,,,157.0,157.0,2.0,30.0,15.0,48.9,,,,,15.0,0.0,,,,91.0,5.0,1.0,7.0,1.0,,3.0,1.0,1.0,77.0,256.0,9.0,9.0,135.0,17.0,30.0,18.0,6.0,22.0,16.0,,127.0,13.0,267.0,2.0,1.0,39.0,9.0,74.0,1.0,380.0,,0.0,10.0,15.0,,24.0,1.0,592.0,22.0,14.0,10.0,7.0,12.0,0.0
919044,16.0,2017-12-09 15:00:00,31,Crystal Palace,Home,100.0,22.0,3.0,11.0,8.0,1.0,2.0,168.0,5.0,,3.0,16.0,10.0,40.0,257.0,,,17.0,12.0,23.0,12.0,2.0,4.0,,,,,,,,,,,13.0,1.0,1.0,,,,5.0,5.0,5.0,6.0,19.0,5.0,,52.0,64.0,3.0,3.0,2.0,3.0,23.0,8.0,10.0,,1.0,6.0,14.0,5.0,,13.0,1.0,53.0,60.0,3.0,18.0,3.0,,,63.0,14.0,14.0,,,6.0,3.0,,165.0,1.0,,1.0,,1.0,,8.0,,,,,,,,2.0,3.0,,15.0,15.0,1.0,3.0,61.0,71.0,42.0,3.0,1.0,5.0,10.0,8.0,319.0,,,3.0,2.0,,52.0,49.0,39.0,,,,2.0,147.0,147.0,3.0,33.0,22.0,45.1,,2.0,1.0,1.0,23.0,0.0,,,,67.0,1.0,2.0,3.0,,,8.0,1.0,3.0,95.0,241.0,11.0,15.0,117.0,38.0,18.0,11.0,6.0,28.0,22.0,,145.0,10.0,256.0,,,27.0,12.0,70.0,5.0,345.0,,0.0,24.0,18.0,,20.0,5.0,561.0,55.0,13.0,5.0,6.0,9.0,0.0
919054,17.0,2017-12-12 20:00:00,31,Crystal Palace,Home,134.0,19.0,1.0,2.0,1.0,9.0,1.0,186.0,4.0,,6.0,6.0,4.0,24.0,318.0,,,17.0,16.0,35.0,4.0,2.0,,,,,,,1.0,,,,,11.0,,,,,,1.0,8.0,5.0,2.0,8.0,6.0,,60.0,70.0,,1.0,,,12.0,4.0,4.0,,1.0,4.0,7.0,2.0,,12.0,1.0,55.0,72.0,,45.0,25.0,,1.0,50.0,14.0,18.0,,,5.0,2.0,1.0,171.0,,,,,,,8.0,,,2.0,1.0,,,,,25.0,,9.0,9.0,1.0,6.0,98.0,78.0,48.0,6.0,,3.0,3.0,4.0,388.0,,,2.0,3.0,,70.0,66.0,25.0,,,,,155.0,155.0,6.0,20.0,37.0,53.6,,,3.0,,12.0,0.0,,,,86.0,1.0,,1.0,2.0,,6.0,1.0,3.0,80.0,299.0,5.0,6.0,161.0,33.0,45.0,17.0,3.0,14.0,11.0,,123.0,15.0,268.0,1.0,,21.0,6.0,57.0,3.0,415.0,1.0,0.0,14.0,13.0,1.0,21.0,2.0,631.0,15.0,15.0,8.0,4.0,8.0,0.0
919068,18.0,2017-12-16 12:30:00,31,Crystal Palace,Away,82.0,10.0,1.0,5.0,4.0,3.0,,198.0,6.0,,,2.0,16.0,18.0,275.0,,,12.0,23.0,22.0,8.0,,,2.0,,,,,,,,,,13.0,,,,,,,9.0,8.0,3.0,10.0,3.0,,70.0,66.0,4.0,2.0,2.0,4.0,18.0,4.0,21.0,,2.0,4.0,5.0,3.0,,9.0,1.0,73.0,78.0,4.0,35.0,20.0,,,60.0,13.0,11.0,2.0,,3.0,1.0,,153.0,3.0,,3.0,3.0,,1.0,12.0,,,3.0,1.0,,,,,20.0,,16.0,16.0,3.0,,72.0,76.0,42.0,6.0,,2.0,9.0,6.0,340.0,,,3.0,4.0,,81.0,54.0,20.0,,,,,140.0,140.0,6.0,35.0,22.0,43.9,,,,,18.0,0.0,,,,73.0,2.0,,2.0,1.0,2.0,3.0,,2.0,95.0,257.0,5.0,11.0,108.0,20.0,35.0,27.0,3.0,12.0,9.0,3.0,131.0,8.0,272.0,1.0,,27.0,16.0,59.0,,368.0,,0.0,13.0,25.0,2.0,22.0,2.0,587.0,25.0,10.0,20.0,4.0,18.0,0.0
919081,19.0,2017-12-23 15:00:00,31,Crystal Palace,Away,120.0,14.0,3.0,5.0,2.0,1.0,,142.0,5.0,,,9.0,5.0,24.0,257.0,,,13.0,11.0,18.0,7.0,2.0,,,,,,,,,,,,10.0,1.0,,,,,,8.0,2.0,5.0,8.0,5.0,,46.0,70.0,,,1.0,2.0,16.0,4.0,20.0,,,3.0,5.0,2.0,,7.0,2.0,60.0,71.0,2.0,21.0,14.0,,1.0,42.0,11.0,13.0,,1.0,4.0,2.0,,151.0,,,,,,,7.0,,,,,,,,,14.0,,16.0,16.0,2.0,,73.0,63.0,30.0,6.0,1.0,3.0,6.0,5.0,314.0,,,2.0,12.0,,43.0,33.0,19.0,,,,1.0,139.0,139.0,7.0,36.0,24.0,35.7,,2.0,,,16.0,0.0,,,,66.0,1.0,,2.0,,,4.0,,2.0,77.0,242.0,10.0,9.0,144.0,26.0,21.0,30.0,3.0,12.0,9.0,,99.0,11.0,204.0,,,32.0,9.0,57.0,1.0,336.0,1.0,0.0,13.0,21.0,3.0,22.0,3.0,551.0,32.0,12.0,19.0,3.0,14.0,0.0
919085,20.0,2017-12-28 20:00:00,31,Crystal Palace,Home,104.0,11.0,2.0,5.0,3.0,4.0,,150.0,4.0,,1.0,13.0,8.0,37.0,249.0,1.0,1.0,29.0,20.0,23.0,11.0,,,,,,,,,,,,,13.0,,,,,,2.0,6.0,10.0,6.0,10.0,6.0,,46.0,57.0,1.0,1.0,,4.0,10.0,5.0,13.0,,1.0,5.0,10.0,6.0,1.0,9.0,4.0,66.0,68.0,4.0,28.0,12.0,,,56.0,12.0,7.0,,,1.0,1.0,,165.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,,,,,,12.0,,16.0,16.0,5.0,1.0,54.0,72.0,41.0,4.0,1.0,6.0,7.0,2.0,310.0,,,4.0,3.0,,68.0,43.0,33.0,,,,,147.0,147.0,2.0,27.0,20.0,34.8,,,,,10.0,0.0,,,,71.0,3.0,3.0,6.0,,,9.0,,3.0,78.0,231.0,7.0,13.0,125.0,22.0,28.0,25.0,5.0,22.0,17.0,,114.0,14.0,233.0,,,34.0,8.0,71.0,1.0,336.0,1.0,0.0,16.0,26.0,1.0,34.0,1.0,576.0,29.0,13.0,13.0,5.0,12.0,0.0
919095,21.0,2017-12-31 12:00:00,31,Crystal Palace,Home,43.0,7.0,2.0,3.0,1.0,2.0,1.0,84.0,7.0,,1.0,6.0,2.0,27.0,124.0,,,9.0,16.0,15.0,3.0,3.0,,,,,,,,,,,,4.0,,1.0,,,,2.0,8.0,5.0,10.0,6.0,4.0,,27.0,57.0,1.0,3.0,,2.0,21.0,4.0,14.0,,,7.0,8.0,1.0,,10.0,2.0,58.0,62.0,2.0,31.0,9.0,,1.0,49.0,14.0,11.0,,,4.0,2.0,,116.0,,,,,,,12.0,,,,,,,,,9.0,,12.0,12.0,4.0,1.0,25.0,65.0,28.0,8.0,,4.0,2.0,2.0,174.0,,,7.0,2.0,,58.0,30.0,23.0,,,,1.0,132.0,132.0,3.0,32.0,12.0,25.5,,,,1.0,21.0,0.0,,,,37.0,2.0,2.0,5.0,2.0,,4.0,,3.0,57.0,107.0,11.0,6.0,53.0,19.0,31.0,21.0,6.0,17.0,11.0,,104.0,9.0,169.0,,,29.0,2.0,68.0,4.0,205.0,,0.0,10.0,19.0,1.0,13.0,5.0,406.0,14.0,13.0,17.0,7.0,9.0,0.0
919109,22.0,2018-01-02 19:45:00,31,Crystal Palace,Away,99.0,7.0,3.0,3.0,,1.0,,150.0,8.0,1.0,1.0,7.0,17.0,21.0,246.0,,,21.0,16.0,23.0,7.0,1.0,,,,,,,,,,,,8.0,,,,,,1.0,3.0,4.0,6.0,6.0,5.0,,52.0,64.0,2.0,1.0,1.0,3.0,21.0,3.0,9.0,,,7.0,4.0,5.0,,17.0,1.0,62.0,61.0,3.0,18.0,9.0,,1.0,56.0,11.0,8.0,,,2.0,2.0,,148.0,2.0,,1.0,1.0,1.0,,13.0,,,1.0,,,,,,9.0,,15.0,15.0,1.0,1.0,71.0,75.0,38.0,4.0,2.0,4.0,6.0,4.0,323.0,,,,3.0,,66.0,41.0,30.0,,,,,170.0,170.0,5.0,28.0,25.0,38.9,,,3.0,,21.0,0.0,,,,79.0,,2.0,2.0,1.0,,4.0,,2.0,72.0,228.0,12.0,10.0,127.0,21.0,18.0,24.0,6.0,17.0,11.0,,114.0,12.0,240.0,,1.0,31.0,19.0,65.0,,350.0,,0.0,11.0,15.0,,29.0,1.0,559.0,19.0,15.0,15.0,7.0,11.0,0.0
919115,23.0,2018-01-13 15:00:00,31,Crystal Palace,Home,97.0,9.0,2.0,9.0,7.0,6.0,2.0,124.0,1.0,1.0,4.0,12.0,5.0,29.0,212.0,,,16.0,36.0,35.0,8.0,3.0,,,,,,,,,,,,10.0,,,,,,5.0,7.0,5.0,3.0,13.0,4.0,,55.0,66.0,3.0,3.0,,1.0,25.0,7.0,8.0,,1.0,3.0,10.0,4.0,,14.0,1.0,77.0,68.0,1.0,27.0,15.0,,,69.0,16.0,10.0,1.0,,3.0,3.0,,158.0,1.0,,,1.0,,,9.0,,,1.0,3.0,,,,,15.0,,6.0,6.0,,4.0,48.0,86.0,34.0,2.0,,5.0,7.0,2.0,293.0,,,1.0,1.0,,50.0,55.0,19.0,,,,,169.0,169.0,3.0,30.0,17.0,44.2,,,,,25.0,0.0,,,,63.0,1.0,1.0,2.0,1.0,,8.0,2.0,,70.0,200.0,12.0,12.0,118.0,27.0,27.0,11.0,2.0,19.0,17.0,,122.0,11.0,225.0,4.0,1.0,42.0,7.0,83.0,,324.0,,0.0,17.0,18.0,,24.0,0.0,522.0,25.0,19.0,6.0,3.0,13.0,0.0
919123,24.0,2018-01-20 15:00:00,31,Crystal Palace,Away,175.0,16.0,4.0,7.0,3.0,1.0,,168.0,3.0,,2.0,8.0,11.0,24.0,336.0,,,9.0,16.0,16.0,5.0,,,,,,,,,,,,,5.0,,,,,,,5.0,14.0,2.0,5.0,4.0,,64.0,70.0,1.0,1.0,,1.0,22.0,3.0,13.0,,1.0,10.0,16.0,3.0,,12.0,3.0,56.0,40.0,1.0,20.0,9.0,,,61.0,8.0,6.0,,,,,,129.0,1.0,,,,1.0,,5.0,,,,,,,,,9.0,,26.0,26.0,4.0,2.0,106.0,67.0,41.0,5.0,1.0,,6.0,5.0,387.0,,,5.0,4.0,,51.0,41.0,40.0,,,,,133.0,133.0,7.0,36.0,22.0,37.0,,,,,22.0,0.0,,,,107.0,5.0,1.0,6.0,,,1.0,,1.0,57.0,319.0,10.0,6.0,187.0,36.0,20.0,10.0,10.0,29.0,19.0,,101.0,6.0,248.0,,,16.0,12.0,50.0,1.0,406.0,,0.0,9.0,15.0,,12.0,0.0,604.0,19.0,14.0,3.0,10.0,9.0,0.0
919135,25.0,2018-01-30 19:45:00,31,Crystal Palace,Away,148.0,16.0,2.0,7.0,5.0,2.0,1.0,230.0,,1.0,6.0,10.0,11.0,30.0,371.0,,,18.0,24.0,26.0,5.0,1.0,,1.0,,,,1.0,1.0,,,,,7.0,,,,,,1.0,9.0,7.0,1.0,5.0,4.0,,64.0,53.0,1.0,,1.0,3.0,10.0,1.0,12.0,,,3.0,8.0,8.0,,17.0,1.0,76.0,51.0,3.0,20.0,11.0,,,69.0,15.0,11.0,1.0,,3.0,4.0,1.0,153.0,1.0,,1.0,1.0,,1.0,9.0,,,1.0,2.0,,,,,11.0,,15.0,15.0,2.0,6.0,108.0,71.0,42.0,5.0,,4.0,3.0,3.0,435.0,,,1.0,3.0,,80.0,54.0,36.0,1.0,1.0,1.0,,152.0,152.0,1.0,25.0,20.0,59.6,,2.0,,,10.0,0.0,,,,129.0,2.0,,2.0,,1.0,5.0,,1.0,99.0,364.0,4.0,7.0,162.0,29.0,20.0,15.0,3.0,23.0,20.0,2.0,142.0,7.0,315.0,2.0,1.0,26.0,13.0,59.0,,454.0,,0.0,9.0,9.0,1.0,21.0,3.0,648.0,14.0,22.0,7.0,3.0,5.0,0.0
919147,26.0,2018-02-04 14:15:00,31,Crystal Palace,Home,132.0,13.0,2.0,8.0,6.0,10.0,,211.0,3.0,1.0,3.0,11.0,13.0,36.0,335.0,,1.0,27.0,19.0,31.0,13.0,2.0,,2.0,,,,,,,,,,17.0,1.0,,,,,1.0,5.0,7.0,5.0,14.0,6.0,,55.0,66.0,2.0,3.0,1.0,3.0,27.0,4.0,3.0,,,5.0,16.0,5.0,,9.0,3.0,42.0,73.0,3.0,25.0,13.0,,,90.0,11.0,8.0,,,3.0,1.0,,190.0,,,,,,,5.0,,,,1.0,,,,,13.0,,11.0,11.0,1.0,3.0,102.0,85.0,54.0,6.0,1.0,8.0,7.0,6.0,405.0,,,2.0,3.0,,70.0,73.0,39.0,,,,1.0,153.0,153.0,6.0,22.0,27.0,54.3,,,1.0,1.0,27.0,0.0,,,,77.0,4.0,3.0,7.0,,2.0,10.0,,1.0,111.0,321.0,12.0,15.0,144.0,24.0,25.0,17.0,5.0,27.0,22.0,2.0,166.0,24.0,307.0,1.0,1.0,30.0,15.0,67.0,4.0,424.0,,0.0,20.0,20.0,1.0,36.0,1.0,664.0,33.0,18.0,15.0,5.0,11.0,0.0
919154,27.0,2018-02-10 15:00:00,31,Crystal Palace,Away,119.0,17.0,2.0,5.0,3.0,3.0,,151.0,1.0,2.0,2.0,9.0,9.0,20.0,265.0,,,24.0,14.0,27.0,12.0,,,,,,,,,,,,,10.0,1.0,,,,,2.0,5.0,5.0,6.0,9.0,7.0,,45.0,61.0,1.0,1.0,1.0,,22.0,7.0,21.0,,,7.0,7.0,7.0,,10.0,2.0,66.0,64.0,,37.0,20.0,,,52.0,15.0,12.0,,,1.0,,,130.0,,,,,,,3.0,,,,1.0,,,,,20.0,,16.0,16.0,2.0,2.0,77.0,63.0,31.0,8.0,1.0,3.0,9.0,4.0,321.0,,,4.0,2.0,,60.0,45.0,28.0,,,,1.0,138.0,138.0,2.0,33.0,20.0,47.1,,,,,22.0,0.0,,,,93.0,1.0,1.0,2.0,,,5.0,2.0,,87.0,249.0,12.0,12.0,141.0,34.0,37.0,21.0,7.0,21.0,14.0,,124.0,11.0,225.0,1.0,2.0,28.0,10.0,53.0,1.0,345.0,,0.0,16.0,10.0,,28.0,1.0,574.0,24.0,19.0,15.0,7.0,4.0,0.0
919167,28.0,2018-02-25 12:00:00,31,Crystal Palace,Home,60.0,9.0,1.0,1.0,,4.0,,60.0,8.0,,2.0,5.0,2.0,21.0,119.0,,,21.0,14.0,24.0,3.0,1.0,,1.0,,,,,,,,,,3.0,,,,,,1.0,9.0,9.0,5.0,4.0,1.0,,21.0,66.0,,,,3.0,25.0,1.0,7.0,,1.0,3.0,4.0,2.0,,11.0,4.0,45.0,62.0,3.0,41.0,20.0,,2.0,40.0,12.0,5.0,,3.0,1.0,1.0,,103.0,,,,,,,11.0,,,,1.0,,,,2.0,20.0,,24.0,24.0,5.0,2.0,36.0,54.0,24.0,13.0,,,4.0,3.0,183.0,,,4.0,2.0,,29.0,19.0,20.0,,,,,141.0,141.0,2.0,41.0,15.0,23.8,,,,,25.0,0.0,,,,45.0,3.0,,4.0,,1.0,1.0,,2.0,34.0,104.0,19.0,4.0,85.0,16.0,41.0,8.0,3.0,10.0,7.0,1.0,65.0,16.0,130.0,1.0,,32.0,3.0,59.0,,205.0,,0.0,5.0,28.0,2.0,30.0,0.0,428.0,11.0,18.0,5.0,3.0,20.0,0.0
919175,29.0,2018-03-05 20:00:00,31,Crystal Palace,Home,72.0,9.0,2.0,5.0,3.0,3.0,,118.0,2.0,,,6.0,6.0,19.0,185.0,,,10.0,22.0,24.0,6.0,,,,,,,,,,,,,8.0,,,,,,1.0,5.0,8.0,9.0,6.0,4.0,,34.0,72.0,1.0,,1.0,1.0,18.0,1.0,16.0,1.0,1.0,3.0,11.0,4.0,1.0,7.0,2.0,56.0,64.0,1.0,41.0,19.0,1.0,,59.0,10.0,8.0,,,3.0,2.0,,146.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,,,,,,19.0,,18.0,18.0,1.0,,36.0,64.0,27.0,7.0,1.0,4.0,4.0,4.0,251.0,,,7.0,,,44.0,58.0,22.0,,,,,143.0,143.0,3.0,31.0,31.0,30.5,,3.0,,1.0,18.0,0.0,,,,62.0,3.0,2.0,4.0,1.0,,5.0,,1.0,61.0,172.0,9.0,8.0,95.0,21.0,41.0,17.0,3.0,20.0,17.0,,114.0,13.0,203.0,1.0,,35.0,7.0,64.0,2.0,278.0,,0.0,10.0,19.0,,15.0,1.0,494.0,18.0,19.0,15.0,3.0,9.0,0.0
919185,30.0,2018-03-10 17:30:00,31,Crystal Palace,Away,125.0,11.0,1.0,5.0,4.0,7.0,1.0,168.0,6.0,1.0,4.0,4.0,10.0,24.0,288.0,,,11.0,18.0,15.0,5.0,,,,,,,,1.0,1.0,1.0,,,5.0,,,,1.0,,1.0,7.0,16.0,12.0,5.0,4.0,,57.0,57.0,2.0,1.0,1.0,4.0,26.0,2.0,19.0,3.0,1.0,3.0,9.0,3.0,1.0,11.0,5.0,63.0,54.0,4.0,34.0,10.0,,,46.0,9.0,8.0,,,4.0,3.0,1.0,129.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,10.0,1.0,9.0,9.0,,4.0,81.0,71.0,39.0,12.0,,4.0,2.0,2.0,339.0,,,9.0,2.0,1.0,61.0,54.0,27.0,,,,,129.0,129.0,7.0,23.0,18.0,37.7,1.0,,,,26.0,0.0,,,,94.0,6.0,4.0,7.0,,,5.0,,3.0,85.0,276.0,16.0,6.0,145.0,22.0,34.0,18.0,3.0,18.0,15.0,,120.0,12.0,234.0,1.0,1.0,19.0,10.0,55.0,2.0,361.0,1.0,0.0,9.0,19.0,,15.0,2.0,578.0,24.0,18.0,12.0,3.0,13.0,0.0
919195,31.0,2018-03-17 15:00:00,31,Crystal Palace,Away,133.0,13.0,3.0,4.0,1.0,1.0,,146.0,7.0,,2.0,10.0,8.0,31.0,275.0,,,18.0,21.0,32.0,9.0,2.0,,,,1.0,,,2.0,,,,,9.0,1.0,,,,,,7.0,3.0,3.0,11.0,7.0,,63.0,83.0,1.0,2.0,2.0,1.0,29.0,7.0,10.0,,1.0,7.0,7.0,2.0,1.0,14.0,2.0,66.0,87.0,1.0,34.0,16.0,,1.0,55.0,12.0,11.0,,,4.0,,2.0,173.0,,,,,,,9.0,,,,,,,,,16.0,,22.0,22.0,3.0,2.0,88.0,82.0,41.0,4.0,1.0,4.0,7.0,6.0,370.0,,,1.0,1.0,,31.0,62.0,21.0,,,,1.0,186.0,186.0,9.0,41.0,26.0,45.4,,,,,29.0,0.0,,,,69.0,,2.0,2.0,1.0,,5.0,2.0,2.0,65.0,260.0,17.0,11.0,168.0,27.0,34.0,25.0,5.0,14.0,9.0,,109.0,10.0,239.0,,,30.0,8.0,68.0,2.0,393.0,,0.0,18.0,29.0,1.0,29.0,2.0,660.0,22.0,20.0,15.0,7.0,18.0,0.0
