matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918896,1.0,2017-08-12 15:00:00,31,Crystal Palace,Home,152.0,18.0,5.0,6.0,1.0,,,158.0,2.0,,7.0,7.0,9.0,39.0,304.0,,,16.0,16.0,18.0,2.0,5.0,,,,1.0,,1.0,3.0,1.0,,,,5.0,,,,,,,6.0,7.0,3.0,10.0,4.0,,62.0,66.0,1.0,2.0,,2.0,21.0,3.0,5.0,,,12.0,8.0,5.0,,23.0,1.0,56.0,79.0,2.0,18.0,7.0,,,66.0,7.0,19.0,,,7.0,2.0,3.0,161.0,,,,,,,3.0,,,,1.0,,,,,7.0,,19.0,19.0,1.0,7.0,81.0,77.0,49.0,9.0,,4.0,3.0,4.0,365.0,,,,6.0,1.0,65.0,49.0,40.0,,,,,157.0,157.0,3.0,26.0,23.0,56.7,,,,,21.0,0.0,,,,87.0,1.0,3.0,4.0,,,7.0,,2.0,57.0,282.0,9.0,8.0,170.0,31.0,18.0,23.0,12.0,27.0,15.0,,104.0,8.0,248.0,1.0,,26.0,12.0,72.0,,391.0,,0.0,14.0,24.0,,19.0,1.0,632.0,23.0,12.0,18.0,12.0,19.0,0.0
918907,2.0,2017-08-19 15:00:00,31,Crystal Palace,Away,86.0,21.0,,1.0,1.0,3.0,1.0,96.0,3.0,2.0,2.0,14.0,8.0,38.0,181.0,1.0,,14.0,20.0,13.0,2.0,1.0,,1.0,,,,,1.0,,,,,2.0,,,,,,1.0,5.0,13.0,10.0,3.0,1.0,,46.0,70.0,1.0,1.0,,2.0,15.0,1.0,13.0,,,2.0,5.0,,,18.0,6.0,67.0,56.0,2.0,26.0,10.0,1.0,,64.0,13.0,12.0,,,2.0,1.0,1.0,134.0,,,,,,,10.0,,,,3.0,,,,,10.0,,29.0,29.0,4.0,2.0,49.0,81.0,33.0,4.0,,2.0,1.0,1.0,239.0,,,5.0,,,26.0,40.0,20.0,,,,,143.0,143.0,1.0,33.0,19.0,27.6,,,,,15.0,0.0,,,,44.0,6.0,6.0,12.0,1.0,1.0,2.0,,3.0,57.0,168.0,11.0,3.0,105.0,30.0,26.0,16.0,,6.0,6.0,1.0,101.0,13.0,174.0,3.0,2.0,45.0,10.0,89.0,4.0,273.0,1.0,0.0,4.0,21.0,,20.0,3.0,483.0,9.0,12.0,10.0,2.0,11.0,0.0
918915,3.0,2017-08-26 15:00:00,31,Crystal Palace,Home,190.0,15.0,1.0,6.0,5.0,4.0,,232.0,2.0,,7.0,8.0,8.0,25.0,416.0,1.0,,26.0,18.0,21.0,11.0,2.0,,,,1.0,,,1.0,,,,,13.0,,,,,,1.0,6.0,5.0,2.0,7.0,9.0,,74.0,64.0,,,,,10.0,1.0,4.0,,,1.0,10.0,10.0,,17.0,,51.0,50.0,,9.0,6.0,1.0,1.0,77.0,9.0,6.0,,,2.0,1.0,1.0,172.0,,,,,,,4.0,,,,,,,,,6.0,,14.0,14.0,,7.0,121.0,81.0,46.0,1.0,,9.0,4.0,3.0,489.0,,,2.0,,,82.0,74.0,40.0,,,,,138.0,138.0,3.0,30.0,21.0,53.1,,,,,10.0,0.0,,,,137.0,1.0,,1.0,,,12.0,,3.0,113.0,406.0,3.0,13.0,201.0,41.0,9.0,10.0,1.0,22.0,21.0,,169.0,11.0,325.0,,1.0,19.0,8.0,66.0,,504.0,1.0,0.0,16.0,16.0,,27.0,4.0,674.0,20.0,13.0,7.0,1.0,11.0,0.0
918925,4.0,2017-09-10 13:30:00,31,Crystal Palace,Away,143.0,17.0,5.0,9.0,4.0,2.0,,208.0,3.0,1.0,2.0,11.0,14.0,24.0,342.0,,,29.0,23.0,17.0,11.0,2.0,,,,,,,1.0,,,,1.0,12.0,,,,,,2.0,3.0,3.0,1.0,12.0,11.0,,77.0,51.0,2.0,2.0,,,25.0,13.0,7.0,,,13.0,10.0,14.0,,11.0,1.0,62.0,60.0,,20.0,14.0,1.0,,64.0,14.0,7.0,,,1.0,,1.0,181.0,,,,,,,8.0,,,,,,,,,14.0,,12.0,12.0,,2.0,90.0,81.0,39.0,3.0,,4.0,9.0,4.0,427.0,,,,1.0,,62.0,60.0,50.0,,,,,178.0,178.0,,29.0,18.0,64.7,,,,,25.0,0.0,,,,102.0,1.0,,1.0,,,6.0,2.0,2.0,104.0,331.0,9.0,13.0,172.0,35.0,20.0,31.0,13.0,37.0,24.0,,152.0,8.0,315.0,,1.0,44.0,16.0,76.0,1.0,450.0,,0.0,23.0,12.0,,33.0,1.0,677.0,30.0,18.0,24.0,13.0,7.0,0.0
918935,5.0,2017-09-16 12:30:00,31,Crystal Palace,Home,116.0,9.0,2.0,3.0,1.0,2.0,,198.0,6.0,,5.0,14.0,5.0,28.0,311.0,1.0,,12.0,20.0,20.0,10.0,3.0,,,,,,,,,,,,11.0,,,,,,1.0,6.0,8.0,5.0,10.0,4.0,,59.0,65.0,2.0,3.0,,3.0,19.0,2.0,8.0,,,5.0,7.0,9.0,,11.0,1.0,56.0,57.0,3.0,22.0,16.0,,,79.0,14.0,13.0,,,1.0,1.0,,170.0,,,,,,,9.0,,,,2.0,,,,1.0,16.0,,7.0,7.0,1.0,5.0,84.0,76.0,46.0,5.0,,9.0,4.0,3.0,383.0,,,4.0,1.0,,63.0,67.0,34.0,,,,,157.0,157.0,3.0,31.0,21.0,45.6,,,,,19.0,0.0,,,,97.0,1.0,2.0,3.0,,,9.0,,2.0,100.0,293.0,8.0,13.0,136.0,24.0,22.0,14.0,5.0,22.0,17.0,,157.0,14.0,296.0,2.0,,31.0,6.0,63.0,,410.0,2.0,0.0,14.0,15.0,,17.0,5.0,601.0,22.0,18.0,10.0,5.0,12.0,0.0
918948,6.0,2017-09-23 15:00:00,31,Crystal Palace,Away,124.0,9.0,,2.0,2.0,1.0,1.0,83.0,6.0,,3.0,7.0,11.0,24.0,205.0,,1.0,17.0,10.0,10.0,3.0,,,,,,,,,,,,1.0,4.0,,,,,,,4.0,21.0,4.0,2.0,3.0,,43.0,58.0,1.0,2.0,,5.0,18.0,3.0,14.0,,,2.0,7.0,2.0,,5.0,2.0,35.0,46.0,5.0,30.0,13.0,,2.0,40.0,7.0,6.0,,,1.0,1.0,,121.0,,,,,,,10.0,,,,1.0,,,,1.0,13.0,2.0,15.0,15.0,2.0,3.0,65.0,62.0,29.0,8.0,,,3.0,,258.0,,,9.0,,,43.0,31.0,13.0,,,,,109.0,109.0,1.0,34.0,14.0,28.1,,,,1.0,18.0,0.0,,,,52.0,4.0,,4.0,,,2.0,,2.0,30.0,189.0,7.0,4.0,146.0,21.0,30.0,15.0,1.0,11.0,10.0,,65.0,7.0,146.0,1.0,,21.0,14.0,57.0,1.0,281.0,,0.0,5.0,16.0,1.0,21.0,1.0,458.0,11.0,13.0,14.0,2.0,9.0,0.0
918958,7.0,2017-09-30 15:00:00,31,Crystal Palace,Away,150.0,11.0,,5.0,5.0,1.0,1.0,150.0,4.0,3.0,5.0,6.0,11.0,25.0,295.0,,,15.0,17.0,8.0,5.0,1.0,,,,,,,,,,,,5.0,,,,,,1.0,5.0,14.0,4.0,4.0,2.0,,56.0,66.0,,,,1.0,27.0,1.0,12.0,,1.0,5.0,8.0,6.0,,16.0,2.0,53.0,44.0,1.0,18.0,8.0,,,48.0,9.0,6.0,,,2.0,2.0,,150.0,,,,,,,8.0,,,,2.0,,,,1.0,8.0,,14.0,14.0,1.0,5.0,87.0,68.0,35.0,6.0,,4.0,2.0,1.0,356.0,,,5.0,2.0,,46.0,42.0,32.0,,,,,146.0,146.0,4.0,31.0,23.0,40.7,,,,1.0,27.0,0.0,,,,84.0,3.0,,3.0,,,4.0,,3.0,80.0,279.0,13.0,6.0,164.0,23.0,18.0,11.0,5.0,21.0,16.0,,125.0,7.0,234.0,2.0,3.0,25.0,11.0,57.0,1.0,377.0,1.0,0.0,6.0,20.0,,17.0,0.0,582.0,18.0,26.0,10.0,5.0,11.0,0.0
918965,8.0,2017-10-14 15:00:00,31,Crystal Palace,Home,145.0,11.0,1.0,2.0,1.0,2.0,,166.0,,1.0,,2.0,8.0,15.0,309.0,1.0,1.0,23.0,24.0,5.0,8.0,1.0,,,,,,1.0,1.0,,,,,12.0,,,,,,,5.0,6.0,9.0,8.0,6.0,,71.0,77.0,2.0,2.0,1.0,3.0,22.0,3.0,13.0,,,5.0,4.0,3.0,,13.0,3.0,67.0,45.0,3.0,24.0,11.0,,1.0,47.0,7.0,6.0,1.0,,2.0,,1.0,190.0,1.0,,,1.0,,,10.0,,,1.0,,,,,,11.0,,15.0,15.0,1.0,,77.0,90.0,32.0,8.0,,3.0,7.0,5.0,399.0,,,3.0,7.0,,50.0,77.0,20.0,,,,,180.0,180.0,7.0,35.0,26.0,43.0,,,,,22.0,0.0,,,,93.0,1.0,3.0,4.0,,,6.0,,3.0,84.0,301.0,13.0,10.0,169.0,22.0,24.0,21.0,4.0,11.0,7.0,,130.0,7.0,273.0,,1.0,31.0,10.0,77.0,1.0,431.0,2.0,0.0,14.0,23.0,1.0,23.0,2.0,652.0,27.0,18.0,11.0,5.0,14.0,0.0
918977,9.0,2017-10-21 15:00:00,31,Crystal Palace,Away,132.0,8.0,2.0,5.0,3.0,,1.0,134.0,1.0,,,5.0,8.0,19.0,261.0,,,28.0,23.0,27.0,7.0,1.0,,,,,,,,,,,,8.0,,,,,,,9.0,3.0,4.0,7.0,3.0,,58.0,64.0,,,,2.0,26.0,3.0,5.0,,1.0,5.0,8.0,2.0,,11.0,1.0,58.0,68.0,2.0,28.0,22.0,,,56.0,14.0,12.0,,,3.0,3.0,,163.0,,,,,,,8.0,,,,1.0,,,,,22.0,,11.0,11.0,2.0,,69.0,79.0,41.0,3.0,,7.0,1.0,,340.0,,,3.0,2.0,,49.0,70.0,27.0,,,,,153.0,153.0,4.0,28.0,26.0,44.7,,,,,26.0,0.0,,,,75.0,,2.0,2.0,,,7.0,1.0,2.0,58.0,252.0,6.0,8.0,148.0,25.0,28.0,18.0,5.0,18.0,13.0,,116.0,4.0,235.0,1.0,,26.0,10.0,64.0,1.0,365.0,,0.0,10.0,16.0,,31.0,2.0,568.0,19.0,14.0,13.0,5.0,14.0,0.0
918987,10.0,2017-10-28 15:00:00,31,Crystal Palace,Home,153.0,13.0,5.0,8.0,3.0,1.0,3.0,171.0,3.0,,3.0,4.0,1.0,29.0,316.0,1.0,1.0,15.0,19.0,19.0,6.0,4.0,,,,,,1.0,1.0,,,,,7.0,1.0,,,1.0,,2.0,7.0,4.0,2.0,16.0,4.0,,44.0,67.0,1.0,3.0,1.0,3.0,18.0,3.0,15.0,,,11.0,12.0,2.0,,16.0,,75.0,69.0,3.0,17.0,10.0,1.0,,75.0,18.0,15.0,1.0,,7.0,5.0,1.0,175.0,1.0,,,1.0,,,5.0,,,1.0,1.0,,,,,10.0,2.0,11.0,11.0,1.0,3.0,81.0,73.0,40.0,2.0,1.0,4.0,7.0,9.0,390.0,,,1.0,5.0,,45.0,70.0,40.0,,,,1.0,164.0,164.0,4.0,34.0,23.0,55.9,1.0,,1.0,,18.0,0.0,,,,110.0,,,,,,8.0,,2.0,93.0,301.0,10.0,11.0,171.0,24.0,17.0,21.0,11.0,30.0,19.0,,144.0,9.0,269.0,1.0,,25.0,2.0,60.0,3.0,410.0,1.0,0.0,20.0,21.0,2.0,19.0,1.0,624.0,30.0,13.0,14.0,11.0,15.0,0.0
