matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367639,11.0,2023-11-04 15:00:00,31,Crystal Palace,Away,126.0,14.0,,1.0,1.0,,,89.0,8.0,,1.0,9.0,3.0,27.0,214.0,,,14.0,17.0,20.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,1.0,6.0,15.0,2.0,3.0,1.0,,46.0,37.0,3.0,1.0,2.0,4.0,5.0,1.0,9.0,,,1.0,2.0,,1.0,7.0,3.0,52.0,44.0,4.0,38.0,20.0,,,40.0,12.0,9.0,,,,,,118.0,2.0,,2.0,2.0,,,13.0,,,2.0,,,,,1.0,20.0,,6.0,6.0,1.0,1.0,72.0,70.0,36.0,12.0,1.0,,4.0,3.0,267.0,,,2.0,4.0,,38.0,49.0,6.0,,,,,121.0,121.0,1.0,17.0,14.0,32.5,,,,,10.0,0.0,,,,60.0,3.0,2.0,5.0,,2.0,,,,,4.0,26.0,194.0,5.0,4.0,145.0,26.0,38.0,11.0,1.0,3.0,2.0,,50.0,3.0,154.0,,,26.0,6.0,60.0,,296.0,,0.0,4.0,14.0,,22.0,5.0,468.0,6.0,10.0,3.0,1.0,10.0,0.0
2367653,12.0,2023-11-11 15:00:00,31,Crystal Palace,Home,311.0,33.0,,2.0,2.0,1.0,,264.0,5.0,,2.0,2.0,9.0,39.0,573.0,,1.0,20.0,14.0,24.0,9.0,,,,,,,,,,,,,1.0,12.0,1.0,,,,,6.0,5.0,3.0,10.0,3.0,,116.0,58.0,1.0,,2.0,1.0,7.0,6.0,6.0,,,9.0,10.0,4.0,,16.0,,49.0,72.0,1.0,26.0,14.0,,,71.0,9.0,18.0,1.0,,3.0,3.0,,192.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,14.0,,12.0,12.0,1.0,2.0,168.0,74.0,50.0,2.0,1.0,2.0,8.0,4.0,634.0,,,1.0,,,80.0,84.0,36.0,,,,1.0,153.0,153.0,1.0,36.0,19.0,67.2,,,,1.0,19.0,0.0,,,,182.0,1.0,,1.0,,1.0,,3.0,,,3.0,130.0,549.0,7.0,10.0,339.0,50.0,26.0,19.0,8.0,25.0,17.0,,173.0,1.0,344.0,,,14.0,10.0,64.0,4.0,658.0,,0.0,13.0,17.0,3.0,22.0,1.0,881.0,48.0,17.0,13.0,9.0,9.0,0.0
2367662,13.0,2023-11-25 15:00:00,31,Crystal Palace,Away,237.0,19.0,1.0,8.0,7.0,2.0,2.0,198.0,,,3.0,7.0,11.0,21.0,427.0,,2.0,26.0,18.0,18.0,12.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,13.0,,,1.0,,,10.0,6.0,2.0,11.0,5.0,,93.0,56.0,1.0,2.0,,5.0,4.0,5.0,9.0,,1.0,5.0,9.0,7.0,,11.0,,56.0,56.0,5.0,19.0,9.0,1.0,,67.0,12.0,14.0,,,2.0,2.0,1.0,192.0,1.0,,,1.0,,,4.0,,,1.0,1.0,,,,1.0,9.0,1.0,9.0,9.0,1.0,3.0,118.0,79.0,42.0,4.0,1.0,3.0,11.0,8.0,518.0,,,2.0,,,58.0,53.0,40.0,,,,,161.0,161.0,5.0,24.0,23.0,61.0,1.0,,,,14.0,0.0,,,,135.0,,1.0,1.0,,2.0,1.0,3.0,,,4.0,94.0,413.0,4.0,14.0,266.0,55.0,19.0,15.0,5.0,23.0,18.0,1.0,149.0,9.0,295.0,1.0,,15.0,12.0,65.0,1.0,538.0,,0.0,16.0,17.0,6.0,27.0,1.0,743.0,31.0,15.0,8.0,5.0,9.0,0.0
2367677,14.0,2023-12-03 14:00:00,31,Crystal Palace,Away,181.0,18.0,1.0,4.0,3.0,3.0,,166.0,3.0,,5.0,4.0,7.0,27.0,343.0,,,14.0,29.0,27.0,4.0,,1.0,,,,,,1.0,,,,,,3.0,,,,,4.0,2.0,5.0,4.0,5.0,4.0,,81.0,67.0,1.0,1.0,,2.0,13.0,4.0,9.0,,,3.0,8.0,3.0,,12.0,1.0,62.0,72.0,2.0,19.0,10.0,,,75.0,7.0,16.0,1.0,,5.0,2.0,1.0,179.0,,,,,,,6.0,,,1.0,3.0,,,,,10.0,,11.0,11.0,,6.0,102.0,87.0,36.0,2.0,,2.0,2.0,2.0,442.0,,,2.0,2.0,,39.0,92.0,22.0,,,,,171.0,171.0,5.0,26.0,27.0,45.5,,,1.0,,28.0,0.0,,,,104.0,1.0,1.0,2.0,,1.0,,3.0,1.0,,2.0,80.0,332.0,13.0,4.0,210.0,39.0,19.0,11.0,3.0,16.0,13.0,,131.0,11.0,272.0,3.0,,27.0,7.0,70.0,,466.0,,0.0,9.0,23.0,1.0,19.0,0.0,662.0,21.0,11.0,6.0,3.0,14.0,0.0
2367680,15.0,2023-12-06 19:30:00,31,Crystal Palace,Home,192.0,14.0,,4.0,4.0,1.0,2.0,245.0,5.0,1.0,5.0,9.0,7.0,29.0,433.0,,2.0,24.0,20.0,19.0,12.0,2.0,,1.0,,,,,1.0,,,,,,12.0,,,,1.0,3.0,8.0,9.0,2.0,9.0,7.0,,92.0,53.0,1.0,2.0,,1.0,4.0,6.0,8.0,,,3.0,3.0,6.0,,12.0,1.0,55.0,68.0,1.0,14.0,8.0,,,69.0,10.0,16.0,,,4.0,5.0,1.0,188.0,,,,,,,6.0,,,,1.0,,,,1.0,8.0,1.0,2.0,2.0,,5.0,127.0,88.0,55.0,9.0,,7.0,7.0,3.0,504.0,,,3.0,1.0,,84.0,78.0,26.0,,,,,142.0,142.0,4.0,25.0,19.0,59.1,1.0,,,,11.0,0.0,,,,117.0,1.0,1.0,2.0,,1.0,1.0,7.0,1.0,,4.0,116.0,416.0,4.0,14.0,221.0,28.0,14.0,18.0,3.0,17.0,14.0,1.0,155.0,6.0,320.0,1.0,1.0,34.0,8.0,68.0,,524.0,,0.0,16.0,23.0,2.0,24.0,1.0,722.0,22.0,18.0,11.0,3.0,17.0,0.0
2367690,16.0,2023-12-09 12:30:00,31,Crystal Palace,Home,47.0,6.0,2.0,7.0,5.0,,2.0,75.0,1.0,1.0,1.0,9.0,3.0,15.0,115.0,,,7.0,14.0,10.0,3.0,4.0,2.0,1.0,,,,,,,,,,,3.0,1.0,,,,2.0,15.0,9.0,5.0,6.0,2.0,,22.0,48.0,2.0,2.0,1.0,,9.0,2.0,7.0,,2.0,6.0,6.0,2.0,,4.0,,48.0,56.0,,30.0,9.0,,,49.0,17.0,17.0,,,5.0,5.0,,109.0,,,,,,,11.0,,,,2.0,,,,,9.0,1.0,5.0,5.0,2.0,1.0,30.0,64.0,17.0,5.0,,2.0,5.0,4.0,164.0,,,5.0,,,30.0,30.0,24.0,,,,1.0,134.0,134.0,6.0,21.0,16.0,24.1,,3.0,,1.0,19.0,0.0,,,,36.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,49.0,106.0,9.0,7.0,60.0,19.0,30.0,13.0,6.0,19.0,13.0,1.0,91.0,1.0,156.0,2.0,1.0,34.0,3.0,62.0,,197.0,,1.0,8.0,23.0,2.0,13.0,5.0,384.0,21.0,23.0,6.0,6.0,14.0,0.0
2367704,17.0,2023-12-16 15:00:00,31,Crystal Palace,Away,166.0,10.0,,1.0,1.0,,,51.0,2.0,1.0,3.0,3.0,6.0,14.0,216.0,,,12.0,9.0,5.0,2.0,,,,,1.0,,,1.0,,,,,,3.0,1.0,,,,,9.0,12.0,7.0,2.0,3.0,,49.0,42.0,1.0,,2.0,2.0,9.0,2.0,6.0,,,1.0,3.0,1.0,,8.0,5.0,37.0,39.0,2.0,29.0,16.0,,,27.0,9.0,12.0,1.0,,5.0,2.0,1.0,111.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,16.0,,6.0,6.0,,3.0,63.0,44.0,19.0,6.0,1.0,,3.0,2.0,263.0,,,5.0,2.0,,10.0,32.0,11.0,,,,1.0,101.0,101.0,2.0,25.0,9.0,25.8,,,1.0,,19.0,0.0,,,,62.0,5.0,2.0,7.0,,,,1.0,,,4.0,21.0,205.0,9.0,3.0,195.0,32.0,29.0,13.0,1.0,7.0,6.0,,46.0,2.0,97.0,,1.0,21.0,6.0,54.0,1.0,285.0,,0.0,5.0,14.0,,14.0,1.0,452.0,11.0,8.0,8.0,1.0,3.0,0.0
2367709,18.0,2023-12-21 20:00:00,31,Crystal Palace,Home,185.0,14.0,3.0,4.0,1.0,,,124.0,3.0,1.0,3.0,2.0,6.0,22.0,305.0,,1.0,14.0,13.0,10.0,6.0,2.0,3.0,1.0,,,,,,,,,,,8.0,,,,,,11.0,10.0,8.0,10.0,1.0,,71.0,57.0,2.0,1.0,1.0,1.0,11.0,5.0,6.0,,,3.0,6.0,2.0,,9.0,3.0,51.0,57.0,1.0,13.0,5.0,,1.0,39.0,12.0,11.0,1.0,,2.0,2.0,,145.0,1.0,,1.0,1.0,,,12.0,,,1.0,1.0,,,,,5.0,,5.0,5.0,1.0,3.0,87.0,69.0,33.0,1.0,,2.0,7.0,3.0,359.0,,,4.0,2.0,,42.0,44.0,24.0,,,,,140.0,140.0,5.0,27.0,17.0,34.1,,2.0,,,22.0,0.0,,,,86.0,3.0,2.0,5.0,,,1.0,3.0,,,2.0,55.0,288.0,11.0,9.0,211.0,24.0,13.0,19.0,3.0,13.0,10.0,1.0,85.0,4.0,191.0,2.0,1.0,27.0,6.0,64.0,1.0,389.0,,0.0,11.0,28.0,2.0,17.0,5.0,584.0,24.0,21.0,8.0,3.0,15.0,0.0
2367723,19.0,2023-12-27 19:30:00,31,Crystal Palace,Away,156.0,16.0,1.0,3.0,2.0,1.0,,134.0,4.0,2.0,5.0,6.0,4.0,23.0,287.0,,1.0,12.0,8.0,9.0,8.0,1.0,1.0,1.0,,2.0,,,2.0,,1.0,,,,10.0,,,,,,13.0,9.0,,9.0,4.0,,66.0,52.0,1.0,,1.0,,15.0,5.0,7.0,1.0,,3.0,8.0,2.0,,11.0,,51.0,58.0,,12.0,6.0,,,41.0,16.0,12.0,1.0,,4.0,3.0,2.0,113.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,6.0,,8.0,8.0,,5.0,86.0,42.0,27.0,4.0,,1.0,9.0,5.0,334.0,,,3.0,,,56.0,45.0,20.0,1.0,1.0,1.0,,122.0,122.0,7.0,20.0,20.0,36.2,,,,,28.0,0.0,,,,87.0,2.0,,1.0,,,1.0,3.0,,,2.0,77.0,269.0,15.0,10.0,176.0,23.0,12.0,22.0,2.0,15.0,13.0,1.0,111.0,4.0,191.0,,2.0,21.0,4.0,45.0,6.0,352.0,1.0,0.0,13.0,25.0,2.0,15.0,2.0,543.0,28.0,15.0,12.0,3.0,15.0,0.0
2367729,20.0,2023-12-30 15:00:00,31,Crystal Palace,Home,122.0,20.0,2.0,8.0,6.0,1.0,1.0,248.0,1.0,,2.0,10.0,8.0,34.0,362.0,1.0,,14.0,10.0,10.0,8.0,2.0,1.0,2.0,,,,,,,,,,,11.0,,,,,1.0,14.0,6.0,3.0,9.0,4.0,,81.0,71.0,2.0,,2.0,,9.0,3.0,6.0,,,7.0,10.0,6.0,,13.0,3.0,49.0,50.0,,28.0,15.0,,,73.0,14.0,10.0,2.0,,1.0,1.0,,172.0,3.0,,2.0,3.0,,,4.0,,,3.0,,,,,,15.0,,9.0,9.0,1.0,3.0,94.0,72.0,45.0,4.0,1.0,4.0,9.0,6.0,423.0,,,1.0,1.0,,64.0,105.0,38.0,,,,,158.0,158.0,11.0,24.0,23.0,46.4,,,3.0,1.0,16.0,0.0,,,,96.0,1.0,2.0,4.0,,1.0,2.0,4.0,,,3.0,135.0,351.0,9.0,13.0,150.0,33.0,28.0,20.0,7.0,24.0,17.0,2.0,171.0,3.0,317.0,,,30.0,10.0,67.0,1.0,443.0,3.0,0.0,13.0,17.0,,20.0,0.0,665.0,28.0,32.0,13.0,7.0,9.0,0.0
2367739,21.0,2024-01-20 12:30:00,31,Crystal Palace,Away,158.0,16.0,3.0,1.0,,,,127.0,3.0,1.0,1.0,5.0,4.0,19.0,284.0,,,8.0,17.0,19.0,4.0,3.0,3.0,,,,,1.0,2.0,,,,,,5.0,,,,,2.0,11.0,13.0,8.0,3.0,9.0,,60.0,46.0,,,,1.0,4.0,2.0,6.0,,,7.0,4.0,7.0,,6.0,,52.0,50.0,1.0,27.0,14.0,,,41.0,12.0,7.0,,,3.0,,2.0,127.0,,,,,,,9.0,,,,,,,,,14.0,,6.0,6.0,2.0,1.0,95.0,62.0,30.0,6.0,,3.0,4.0,5.0,331.0,,,7.0,,,55.0,32.0,19.0,,,,,128.0,128.0,3.0,19.0,19.0,39.4,,,,,13.0,0.0,,,,80.0,1.0,1.0,2.0,,,,5.0,,,4.0,48.0,266.0,4.0,7.0,178.0,29.0,27.0,24.0,7.0,16.0,11.0,,77.0,4.0,200.0,,1.0,23.0,4.0,55.0,2.0,362.0,,0.0,12.0,11.0,,12.0,0.0,525.0,10.0,12.0,13.0,7.0,4.0,0.0
2367749,22.0,2024-01-30 20:00:00,31,Crystal Palace,Home,182.0,16.0,,5.0,5.0,,1.0,215.0,,1.0,4.0,10.0,7.0,31.0,392.0,,2.0,19.0,28.0,13.0,4.0,1.0,4.0,,,,,,,,,,,,8.0,,,,,,7.0,6.0,3.0,6.0,6.0,,79.0,56.0,1.0,,1.0,1.0,12.0,3.0,3.0,,,11.0,14.0,4.0,,24.0,1.0,72.0,69.0,1.0,19.0,4.0,,,63.0,8.0,17.0,1.0,,5.0,5.0,,163.0,2.0,,1.0,2.0,,,1.0,,,3.0,,,,,,4.0,,8.0,8.0,,4.0,104.0,71.0,48.0,1.0,2.0,2.0,5.0,4.0,448.0,,,1.0,,,91.0,70.0,38.0,,,,,165.0,165.0,7.0,19.0,24.0,53.5,,,3.0,,20.0,0.0,,,,126.0,2.0,1.0,3.0,,,,5.0,,,3.0,113.0,373.0,12.0,7.0,198.0,30.0,19.0,20.0,5.0,28.0,23.0,,154.0,3.0,302.0,,1.0,20.0,7.0,52.0,2.0,472.0,,0.0,12.0,30.0,4.0,26.0,1.0,713.0,26.0,18.0,9.0,11.0,19.0,0.0
2367761,23.0,2024-02-03 15:00:00,31,Crystal Palace,Away,220.0,13.0,,2.0,2.0,,,111.0,1.0,,1.0,2.0,3.0,12.0,329.0,,,15.0,5.0,3.0,4.0,,,,,,,,,,,,,,7.0,,,,,,12.0,9.0,4.0,3.0,4.0,,75.0,46.0,,,,1.0,8.0,1.0,8.0,,,2.0,6.0,2.0,,16.0,,50.0,33.0,1.0,7.0,1.0,1.0,,24.0,14.0,8.0,1.0,,,,,100.0,1.0,,1.0,1.0,,,2.0,,,1.0,,,,,,1.0,,14.0,14.0,,1.0,111.0,42.0,25.0,3.0,,1.0,4.0,5.0,372.0,,,6.0,,,37.0,46.0,10.0,,,,,105.0,105.0,8.0,11.0,20.0,31.1,,,,1.0,16.0,0.0,,,,103.0,2.0,,2.0,,1.0,,1.0,,,5.0,32.0,316.0,8.0,5.0,246.0,24.0,7.0,13.0,2.0,10.0,8.0,,49.0,2.0,153.0,,,10.0,4.0,31.0,2.0,389.0,,0.0,7.0,16.0,1.0,20.0,3.0,541.0,6.0,7.0,6.0,2.0,14.0,0.0
2367769,24.0,2024-02-12 20:00:00,31,Crystal Palace,Home,87.0,7.0,1.0,3.0,2.0,1.0,1.0,77.0,1.0,1.0,3.0,6.0,3.0,17.0,161.0,,,7.0,12.0,15.0,8.0,3.0,1.0,2.0,,,,,,,,,,,11.0,,,,,1.0,14.0,10.0,4.0,7.0,6.0,,39.0,56.0,,,,4.0,11.0,5.0,10.0,,,1.0,4.0,2.0,,9.0,1.0,52.0,46.0,4.0,35.0,19.0,,,37.0,15.0,7.0,,,1.0,1.0,,129.0,,,,,,,7.0,,,1.0,,,,,1.0,19.0,,10.0,10.0,1.0,3.0,34.0,57.0,24.0,7.0,1.0,3.0,8.0,4.0,222.0,,,5.0,,,30.0,52.0,12.0,,,,,120.0,120.0,1.0,34.0,15.0,22.7,,3.0,,,23.0,0.0,,,,42.0,2.0,,2.0,,,2.0,4.0,1.0,,2.0,35.0,148.0,11.0,11.0,112.0,15.0,35.0,9.0,1.0,8.0,7.0,2.0,65.0,5.0,140.0,,1.0,34.0,3.0,58.0,2.0,244.0,1.0,0.0,13.0,22.0,1.0,12.0,2.0,420.0,16.0,9.0,2.0,1.0,19.0,0.0
2367780,25.0,2024-02-19 20:00:00,31,Crystal Palace,Away,94.0,7.0,3.0,4.0,1.0,1.0,,114.0,3.0,,2.0,5.0,6.0,18.0,204.0,,,22.0,43.0,23.0,6.0,3.0,5.0,,,,,,,,,,,1.0,5.0,,,,,,11.0,12.0,7.0,9.0,1.0,,50.0,62.0,1.0,1.0,,2.0,5.0,3.0,6.0,,,6.0,6.0,4.0,,16.0,3.0,85.0,50.0,2.0,37.0,24.0,,,61.0,12.0,7.0,1.0,,2.0,2.0,,155.0,1.0,,,1.0,,,11.0,,,1.0,1.0,,,,1.0,24.0,,4.0,4.0,,2.0,54.0,80.0,33.0,3.0,,3.0,7.0,4.0,285.0,,,5.0,,,51.0,48.0,22.0,,,,,181.0,181.0,6.0,26.0,17.0,37.3,,2.0,,1.0,19.0,0.0,,,,56.0,3.0,,3.0,,1.0,,3.0,1.0,,2.0,56.0,194.0,5.0,10.0,120.0,26.0,37.0,14.0,6.0,18.0,12.0,,103.0,8.0,213.0,2.0,,27.0,6.0,65.0,2.0,315.0,1.0,0.0,10.0,15.0,2.0,37.0,2.0,537.0,18.0,14.0,5.0,6.0,8.0,0.0
2367793,26.0,2024-02-24 15:00:00,31,Crystal Palace,Home,181.0,15.0,4.0,11.0,7.0,,1.0,207.0,1.0,1.0,1.0,10.0,3.0,26.0,377.0,,,17.0,17.0,35.0,7.0,3.0,4.0,,,,1.0,,1.0,,,,,,8.0,1.0,1.0,,,1.0,8.0,2.0,,10.0,5.0,,77.0,45.0,3.0,1.0,3.0,2.0,8.0,3.0,9.0,,,12.0,15.0,5.0,1.0,8.0,,48.0,68.0,2.0,12.0,6.0,,,58.0,8.0,14.0,2.0,,5.0,3.0,1.0,171.0,2.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,6.0,1.0,6.0,6.0,1.0,1.0,110.0,78.0,47.0,3.0,,5.0,7.0,6.0,461.0,,,1.0,1.0,,51.0,96.0,42.0,,,,1.0,162.0,162.0,3.0,23.0,16.0,55.8,1.0,,,,18.0,0.0,,,,119.0,,,,,,,6.0,,,4.0,115.0,366.0,8.0,12.0,209.0,28.0,12.0,13.0,10.0,33.0,23.0,,162.0,4.0,301.0,,1.0,30.0,6.0,60.0,6.0,477.0,,0.0,15.0,13.0,2.0,19.0,3.0,668.0,42.0,17.0,7.0,12.0,7.0,0.0
2367807,27.0,2024-03-02 15:00:00,31,Crystal Palace,Away,71.0,14.0,,1.0,1.0,,1.0,88.0,6.0,1.0,2.0,5.0,3.0,24.0,158.0,,,7.0,16.0,15.0,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,2.0,16.0,12.0,2.0,2.0,2.0,,37.0,51.0,,,,3.0,12.0,1.0,7.0,,,1.0,3.0,2.0,,3.0,2.0,57.0,42.0,3.0,30.0,14.0,,,43.0,16.0,7.0,1.0,1.0,3.0,2.0,1.0,105.0,,,,,,,12.0,,,,,,,,,14.0,,13.0,13.0,,2.0,40.0,54.0,26.0,11.0,,1.0,1.0,1.0,203.0,,,2.0,1.0,,32.0,38.0,11.0,,,,,117.0,117.0,2.0,35.0,10.0,21.8,,3.0,,1.0,21.0,0.0,,,,44.0,3.0,,3.0,,,,2.0,,,3.0,49.0,144.0,12.0,2.0,91.0,23.0,30.0,19.0,1.0,8.0,7.0,,76.0,3.0,143.0,,1.0,20.0,5.0,52.0,5.0,226.0,,0.0,4.0,16.0,,10.0,2.0,406.0,8.0,14.0,4.0,1.0,7.0,0.0
2367813,28.0,2024-03-09 15:00:00,31,Crystal Palace,Home,191.0,20.0,2.0,6.0,4.0,,,160.0,5.0,1.0,3.0,8.0,6.0,26.0,345.0,1.0,1.0,15.0,15.0,18.0,15.0,1.0,5.0,1.0,,,,,,,1.0,,,1.0,15.0,,1.0,,,1.0,19.0,8.0,,13.0,8.0,,93.0,53.0,5.0,5.0,1.0,5.0,16.0,8.0,11.0,,,8.0,11.0,4.0,,13.0,,60.0,54.0,5.0,21.0,17.0,,,59.0,20.0,11.0,1.0,,1.0,,,170.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,,17.0,1.0,12.0,12.0,,3.0,85.0,82.0,37.0,6.0,,5.0,12.0,4.0,407.0,,,1.0,,,54.0,45.0,30.0,,,,,135.0,135.0,8.0,18.0,20.0,49.5,1.0,2.0,,,19.0,0.0,,,,88.0,1.0,,1.0,,,1.0,9.0,2.0,,3.0,88.0,324.0,16.0,17.0,215.0,31.0,21.0,7.0,6.0,21.0,15.0,1.0,129.0,3.0,242.0,1.0,1.0,40.0,6.0,74.0,,436.0,2.0,0.0,21.0,19.0,1.0,18.0,2.0,638.0,29.0,12.0,6.0,8.0,12.0,0.0
2367821,29.0,2024-04-24 20:00:00,31,Crystal Palace,Home,146.0,8.0,3.0,7.0,4.0,,,197.0,3.0,,,9.0,6.0,18.0,336.0,,,21.0,13.0,14.0,10.0,2.0,6.0,,,,,1.0,3.0,,,1.0,1.0,,10.0,,,,,1.0,6.0,6.0,1.0,9.0,11.0,,74.0,64.0,2.0,,2.0,1.0,14.0,7.0,10.0,,,7.0,7.0,5.0,,13.0,,60.0,65.0,1.0,17.0,3.0,,,66.0,10.0,15.0,2.0,,4.0,1.0,3.0,173.0,2.0,,2.0,2.0,,,5.0,,,2.0,,,,,,3.0,,7.0,7.0,,,87.0,70.0,36.0,2.0,,6.0,8.0,7.0,418.0,,,3.0,,,62.0,75.0,30.0,,,,,159.0,159.0,11.0,18.0,32.0,46.7,,,,1.0,28.0,0.0,,,,107.0,2.0,,2.0,,1.0,,6.0,,,4.0,110.0,324.0,14.0,14.0,175.0,22.0,17.0,24.0,5.0,18.0,13.0,,159.0,5.0,284.0,,,37.0,7.0,59.0,5.0,441.0,,0.0,20.0,26.0,,24.0,3.0,660.0,27.0,8.0,10.0,7.0,17.0,0.0
2367835,30.0,2024-03-30 15:00:00,31,Crystal Palace,Away,161.0,9.0,1.0,3.0,2.0,,,142.0,2.0,,4.0,6.0,4.0,18.0,300.0,,1.0,11.0,16.0,16.0,5.0,1.0,4.0,,,,,,,,,,,1.0,6.0,,,,,,12.0,6.0,6.0,6.0,4.0,,68.0,62.0,1.0,1.0,,3.0,9.0,1.0,5.0,,,6.0,7.0,2.0,,10.0,1.0,47.0,57.0,3.0,42.0,18.0,,,57.0,12.0,14.0,1.0,,2.0,1.0,,151.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,1.0,18.0,,11.0,11.0,1.0,4.0,88.0,62.0,26.0,4.0,,4.0,3.0,3.0,371.0,,,4.0,1.0,,75.0,33.0,21.0,,,,,150.0,150.0,5.0,26.0,26.0,41.6,,2.0,,4.0,23.0,0.0,,,,90.0,3.0,1.0,4.0,,,,6.0,1.0,,3.0,66.0,283.0,9.0,7.0,181.0,23.0,42.0,10.0,3.0,13.0,10.0,,116.0,,229.0,,,36.0,4.0,61.0,,397.0,,0.0,10.0,22.0,1.0,15.0,1.0,615.0,20.0,23.0,5.0,6.0,15.0,0.0
2367838,31.0,2024-04-02 19:45:00,31,Crystal Palace,Away,139.0,10.0,,,,3.0,,211.0,5.0,2.0,1.0,8.0,11.0,15.0,350.0,,,19.0,15.0,15.0,2.0,,1.0,,,,,,,,,,,,2.0,,,,,,14.0,6.0,5.0,3.0,,,81.0,52.0,,,,4.0,7.0,,13.0,,1.0,2.0,3.0,2.0,,12.0,3.0,61.0,66.0,4.0,27.0,13.0,,,69.0,14.0,12.0,,,2.0,1.0,,174.0,,,,,,,8.0,,,,,,,,1.0,13.0,,10.0,10.0,1.0,1.0,100.0,79.0,41.0,9.0,,,2.0,2.0,433.0,,,2.0,1.0,,72.0,56.0,22.0,,,,,167.0,167.0,9.0,20.0,21.0,49.8,,,,1.0,16.0,0.0,,,,102.0,2.0,3.0,5.0,,1.0,,1.0,,,3.0,82.0,334.0,7.0,2.0,158.0,26.0,27.0,18.0,1.0,7.0,6.0,,135.0,10.0,306.0,,2.0,32.0,13.0,53.0,4.0,457.0,,0.0,3.0,29.0,,28.0,2.0,663.0,12.0,19.0,10.0,2.0,20.0,0.0
