season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827863,1,21,West_Ham_United,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827863,1,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,2.0,8.0,22.0,30.0,,1.0,2.0,,,,,,,,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,2.0,,6.6,,,,,5.0,,,,2.0,,8.0,23.0,31.0,0,4.0,44.0,1.0,,,1.0
2018-19,7827863,1,21,West_Ham_United,Away,106920,81012,Ryan Fredericks,ryan-fredericks,D,False,,,,8.0,10.0,18.0,,,,,,,2.0,,1.0,4.0,2.0,,,,,,,,,,,90.0,,,,,,,,15.0,,5.5,,,,,1.0,2.0,1.0,,4.0,,14.0,13.0,26.0,0,1.0,46.0,1.0,,1.0,
2018-19,7827863,1,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,3.0,11.0,21.0,32.0,1.0,,8.0,,,,,,2.0,4.0,4.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,18.0,,6.4,,,,,2.0,1.0,2.0,,5.0,,18.0,25.0,41.0,0,4.0,67.0,,,,4.0
2018-19,7827863,1,21,West_Ham_United,Away,339447,166640,Fabián Balbuena,fabian-balbuena,D,False,,,1.0,4.0,30.0,34.0,,1.0,2.0,,,,,,,1.0,3.0,,,2.0,,,,,3.0,,,90.0,1.0,,,,,,,4.0,,6.6,,,,,7.0,,,,1.0,,4.0,32.0,36.0,1,2.0,54.0,1.0,,,2.0
2018-19,7827863,1,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827909,2,21,West_Ham_United,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,,4.0,23.0,15.0,37.0,3.0,6.0,5.0,,,,2.0,,,5.0,11.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,12.0,,6.7,,,,,3.0,1.0,3.0,,7.0,,34.0,16.0,47.0,0,4.0,66.0,,,1.0,2.0
2018-19,7827909,2,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,2.0,11.0,28.0,39.0,1.0,5.0,7.0,,,,,,,2.0,7.0,,,1.0,,,,,1.0,,,90.0,,2.0,,,,,,8.0,,6.8,,,,,2.0,,,,6.0,,15.0,32.0,47.0,0,2.0,55.0,,,,
2018-19,7827909,2,21,West_Ham_United,Home,26995,42824,Carlos Sánchez,carlos-sanchez,D,True,,,2.0,5.0,6.0,11.0,,,,,,1.0,,,,,,,,,,,,,,,,13.0,,,,,,,,1.0,,6.6,,,,,,,,,2.0,,5.0,7.0,12.0,1,,13.0,,,,
2018-19,7827909,2,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
