season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896949,1,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,3.0,17.0,37.0,54.0,5.0,5.0,7.0,,,,1.0,,,7.0,6.0,,,1.0,,,,1.0,1.0,,90.0,,3.0,,,,,,,9.0,,7.1,,,1.0,,5.0,,,,6.0,,22.0,41.0,63.0,1,1.0,78.0,,,,
2020-21,8896949,1,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,2.0,,1.0,18.0,23.0,39.0,2.0,1.0,7.0,,,,1.0,,,3.0,3.0,,,,,,,,,,90.0,,,,,,,,,18.0,,6.4,,,,,1.0,,6.0,,8.0,,33.0,24.0,51.0,0,2.0,67.0,,,,
2020-21,8896949,1,21,West_Ham_United,Home,106920,81012,Ryan Fredericks,ryan-fredericks,D,False,2.0,,2.0,23.0,11.0,32.0,3.0,1.0,3.0,,,,,,,7.0,2.0,,,3.0,,,,,2.0,5.0,90.0,,,,,,,,,10.0,,7.0,,,,,3.0,1.0,6.0,,2.0,1.0,31.0,11.0,36.0,0,1.0,57.0,,1.0,,
2020-21,8896949,1,21,West_Ham_United,Home,339447,166640,Fabián Balbuena,fabian-balbuena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896949,1,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,False,,,5.0,24.0,43.0,67.0,1.0,2.0,8.0,,,,,,,1.0,2.0,,,,,,,,1.0,,90.0,,2.0,,,,,,,11.0,,6.8,,,,,3.0,,,,11.0,,30.0,47.0,77.0,0,,84.0,1.0,,,
2020-21,8896949,1,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896947,2,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,,8.0,21.0,29.0,1.0,1.0,2.0,,,,,,,2.0,2.0,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,,6.0,,6.7,,,,,7.0,,,,5.0,1.0,12.0,23.0,35.0,1,1.0,47.0,,,,
2020-21,8896947,2,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,3.0,,2.0,31.0,23.0,51.0,,2.0,4.0,,,,,,,,3.0,,,,,,,,,2.0,90.0,,1.0,,,,,,,16.0,,7.2,,,,,6.0,,6.0,,6.0,,38.0,29.0,61.0,0,1.0,90.0,,,,
2020-21,8896947,2,21,West_Ham_United,Away,106920,81012,Ryan Fredericks,ryan-fredericks,D,False,,,,12.0,14.0,26.0,1.0,2.0,3.0,1.0,,,1.0,,1.0,3.0,3.0,,,1.0,1.0,,,,2.0,2.0,90.0,,,,,,,,,10.0,,6.9,,,,,3.0,,4.0,,1.0,,19.0,15.0,30.0,0,1.0,50.0,,1.0,,1.0
2020-21,8896947,2,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,1.0,,,16.0,20.0,35.0,,2.0,6.0,1.0,,,2.0,,,5.0,8.0,,,,,,,,,1.0,89.0,,,,,,,,,17.0,,6.6,,,1.0,,2.0,7.0,5.0,,,,27.0,22.0,44.0,1,,67.0,,2.0,4.0,
2020-21,8896947,2,21,West_Ham_United,Away,339447,166640,Fabián Balbuena,fabian-balbuena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
