season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437083,1,21,West_Ham_United,Away,9729,8380,James Collins,james-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437083,1,21,West_Ham_United,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,1.0,8.0,13.0,21.0,,,4.0,,,,3.0,,,4.0,5.0,,,1.0,,,,,1.0,,,90.0,,3.0,,,,,,,15.0,,6.3,,,,,4.0,,1.0,,3.0,,15.0,17.0,31.0,0,2.0,57.0,,3.0,,
2017-18,7437083,1,21,West_Ham_United,Away,14120,48717,Winston Reid,winston-reid,D,False,,,2.0,4.0,37.0,41.0,2.0,5.0,8.0,,,,1.0,,,3.0,7.0,,,,,,,,3.0,,,90.0,,2.0,,,,,,,6.0,,6.7,,,,,5.0,,1.0,,4.0,,9.0,38.0,46.0,0,1.0,61.0,,1.0,,
2017-18,7437083,1,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,7.0,15.0,20.0,35.0,,,4.0,,,,,,,,,,,,,,,,2.0,,,90.0,,,,,,,,,9.0,,6.3,,,,,7.0,,,,10.0,,21.0,23.0,44.0,0,,53.0,,,,
2017-18,7437083,1,21,West_Ham_United,Away,27622,38580,José Fonte,jose-fonte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437083,1,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,2.0,4.0,5.0,9.0,,,,,,1.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,3.0,,6.0,,,,,,,2.0,,3.0,,7.0,5.0,10.0,1,,15.0,,,,
2017-18,7437083,1,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,,12.0,9.0,21.0,2.0,1.0,4.0,,,,3.0,,,6.0,8.0,,1.0,1.0,,,,,2.0,,,81.0,,1.0,,,,,,,9.0,,6.5,,,,,3.0,,3.0,,,,17.0,10.0,24.0,0,5.0,49.0,1.0,2.0,,
2017-18,7437083,1,21,West_Ham_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438040,2,21,West_Ham_United,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,,,13.0,7.0,19.0,1.0,2.0,6.0,,,,1.0,,,4.0,6.0,,,2.0,,,,,4.0,1.0,,90.0,,,,1.0,,,,,10.0,,6.1,,,,,7.0,,1.0,,3.0,,19.0,10.0,28.0,0,2.0,52.0,,2.0,,
2017-18,7438040,2,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,4.0,9.0,14.0,23.0,1.0,2.0,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.5,,,,,10.0,,,,7.0,,15.0,15.0,30.0,0,,44.0,,,,
2017-18,7438040,2,21,West_Ham_United,Away,27622,38580,José Fonte,jose-fonte,D,False,,,1.0,2.0,12.0,14.0,1.0,5.0,2.0,,,,1.0,,,4.0,5.0,,,2.0,,,,,,,,90.0,1.0,2.0,,1.0,,,,,7.0,,6.3,,,2.0,,11.0,,,,5.0,,8.0,13.0,21.0,3,,37.0,,,,
