season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025038,1,21,West_Ham_United,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,2.0,,1.0,36.0,19.0,55.0,,,,6.0,,,,,,,1.0,5.0,,,0.0680591,,,,0.0,,,,,1.0,1.0,,0.63,4.21,1.25,0.33,3.09,90.0,,,,,,,16.0,,,6.6,,,,,,1.0,4.0,5.0,,4.0,,43.0,24.0,67.0,,,0,1.0,97.0,,1.0,3.0,1.0
2025-26,14025038,1,21,West_Ham_United,Away,877102,210494,Nayef Aguerd,nayef-aguerd,D,False,,,5.0,31.0,30.0,61.0,1.0,1.0,,4.0,,,,,,,1.0,2.0,,,0.017495,,,,0.0,,,,,,,,0.39,5.14,1.07,0.31,3.0,90.0,,1.0,,,,,10.0,,,6.4,,,,,,1.0,1.0,1.0,,10.0,,38.0,31.0,69.0,,,0,,78.0,1.0,,1.0,
2025-26,14025038,1,21,West_Ham_United,Away,894474,214048,Max Kilman,max-kilman,D,False,1.0,,3.0,28.0,38.0,66.0,,2.0,,2.0,,,,,,,2.0,5.0,,,0.0313491,,,2.0,0.0,,,,,,1.0,1.0,0.27,4.01,0.64,0.16,3.68,90.0,,,,,,,5.0,,,6.9,,,,,,6.0,,1.0,,5.0,,31.0,39.0,70.0,,,0,3.0,84.0,1.0,,,2.0
2025-26,14025038,1,21,West_Ham_United,Away,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,False,,,3.0,31.0,31.0,62.0,2.0,,,2.0,,,,,,,2.0,4.0,,,0.0135523,,,,0.0,,,,,2.0,,,0.36,3.39,0.85,0.1,2.96,82.0,,,,,,,8.0,,,6.7,,,,,,3.0,,2.0,,7.0,,35.0,32.0,67.0,,,0,3.0,81.0,1.0,1.0,,1.0
2025-26,14025038,1,21,West_Ham_United,Away,1150952,536109,Oliver Scarles,scarles-oliver,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,1471764,613804,El Hadji Malick Diouf,diouf-el-hadji-malick,D,False,1.0,,1.0,17.0,10.0,27.0,2.0,3.0,,3.0,,,1.0,,,1.0,4.0,5.0,,,0.0739767,0.1559,,1.0,0.0,,,,,,2.0,,0.82,4.91,1.7,0.29,2.92,90.0,1.0,,,,,,12.0,,,6.4,,,1.0,,,3.0,1.0,4.0,,3.0,,21.0,12.0,33.0,,,3,,54.0,1.0,1.0,1.0,
2025-26,14025088,2,21,West_Ham_United,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,1.0,10.0,3.0,13.0,,,,1.0,,,,,,1.0,1.0,2.0,,,0.00486352,0.041,,,0.0,,,,,,,,,,,,,20.0,,,,,,,3.0,,,6.8,,,1.0,,,,1.0,1.0,,2.0,,11.0,3.0,14.0,,,1,,23.0,,1.0,1.0,
2025-26,14025088,2,21,West_Ham_United,Home,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
