playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulLayoffs,foulWonPenalty,offsides,oboxBlocked,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,timesTackled,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,throughBalls,goals,awayGoals,substituteOn,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,handballsConceded,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,headedGoals,ownGoalScored,lastPlayerTackle,rightFootGoals,penaltiesTaken,penaltyGoals,hitWoodwork,secondGoalAssists
11467,Billy Jones,Defender,West Brom,35,England,2013-14,74.0,,0.9827,0.0,,42.0,,93.0,21.0,21.0,125.0,36.0,676.0,,,4.0,,1740.0,112.0,7.0,,30.0,78.0,523.0,,,2.0,22.083,10.0,74.0,27.0,51.0,28.0,,17.0,0.0,186.0,,285.0,71.0,21.0,,,316.0,20.0,36.0,129.0,0.0,,658.0,241.0,36.0,22.0,,,257.0,17.0,26.0,28.0,1189.0,3.0,32.0,245.0,6.0,,5.0,32.0,28.0,10.0,5.0,6.0,3.0,0.8632,8.0,11.0,1.0,2.0,1.0,57.0,3.0,10.0,3.0,3.0,23.0,32.0,37.0,8.0,4.0,15.0,3.0,6.0,14.0,25.0,4.0,34.0,2.0,16.0,11.0,106.0,140.0,1.0,0.8516,,,,,,,,,,,,,,,,,,,,,,,
60232,Craig Dawson,Defender,West Brom,35,England,2013-14,30.0,,0.3515,0.0,,21.0,,41.0,12.0,10.0,63.0,7.0,263.0,,,1.0,,950.0,52.0,3.0,1.0,8.0,26.0,187.0,,,1.0,14.6763,4.0,69.0,17.0,17.0,54.0,,6.0,0.0,82.0,,109.0,53.0,12.0,,,68.0,14.0,7.0,43.0,0.0,,261.0,87.0,16.0,,,,72.0,10.0,32.0,13.0,479.0,1.0,18.0,133.0,3.0,,1.0,22.0,26.0,1.0,3.0,1.0,,,11.0,3.0,,1.0,1.0,39.0,,1.0,1.0,1.0,13.0,21.0,9.0,2.0,2.0,4.0,,5.0,,2.0,2.0,26.0,10.0,3.0,13.0,28.0,21.0,1.0,1.4939,,,,2.0,,,,,,,,2.0,,,,,,,,,,,
28434,Diego Lugano,Defender,West Brom,35,Uruguay,2013-14,28.0,,0.0296,0.0,,10.0,,39.0,9.0,7.0,47.0,,172.0,,,,,659.0,34.0,3.0,1.0,7.0,12.0,113.0,,,1.0,12.1053,5.0,56.0,14.0,15.0,40.0,,2.0,0.0,62.0,,80.0,14.0,9.0,,,30.0,11.0,,27.0,0.0,,167.0,50.0,7.0,,,,35.0,11.0,13.0,12.0,270.0,1.0,11.0,95.0,3.0,,2.0,8.0,15.0,,1.0,1.0,,0.4579,4.0,2.0,,,,35.0,,,,,13.0,11.0,,1.0,1.0,3.0,,3.0,,1.0,1.0,22.0,3.0,1.0,2.0,17.0,,,0.5487,,1.0,0.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,
146339,Donervon Daniels,Defender,West Brom,35,Montserrat,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19272,Gareth McAuley,Defender,West Brom,35,Northern Ireland,2013-14,118.0,,0.4919,0.0,,41.0,,129.0,32.0,32.0,199.0,1.0,910.0,,,6.0,,2860.0,201.0,9.0,,17.0,75.0,656.0,,,4.0,44.3789,17.0,248.0,49.0,52.0,125.0,,30.0,0.0,319.0,,448.0,144.0,32.0,,,179.0,40.0,1.0,127.0,0.0,,889.0,235.0,28.0,10.0,,,274.0,21.0,58.0,55.0,1414.0,2.0,70.0,533.0,4.0,,4.0,70.0,42.0,1.0,2.0,7.0,2.0,0.9109,17.0,2.0,,3.0,,192.0,,1.0,5.0,5.0,66.0,43.0,,6.0,2.0,7.0,,13.0,5.0,20.0,2.0,126.0,10.0,3.0,23.0,63.0,7.0,,2.1984,,2.0,1.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,
32388,Goran Popov,Defender,West Brom,35,North Macedonia,2013-14,3.0,,0.0326,0.0,,,,9.0,2.0,1.0,16.0,1.0,64.0,,,,,83.0,2.0,1.0,,1.0,2.0,46.0,,,1.0,1.9939,,9.0,3.0,1.0,19.0,,,0.0,5.0,,39.0,4.0,2.0,,,24.0,2.0,1.0,3.0,0.0,,64.0,19.0,,2.0,,,,,1.0,2.0,87.0,1.0,6.0,25.0,,,0.0,7.0,8.0,1.0,,,,,,,,,,2.0,,1.0,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,6.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
39253,Jonas Olsson,Defender,West Brom,35,Sweden,2013-14,88.0,,0.7704,0.0,,21.0,,147.0,32.0,32.0,226.0,2.0,1006.0,,,7.0,,2819.0,148.0,9.0,,17.0,40.0,677.0,,,4.0,39.7187,33.0,298.0,45.0,32.0,266.0,,20.0,0.0,236.0,,510.0,95.0,32.0,,,289.0,36.0,2.0,72.0,0.0,,966.0,249.0,15.0,4.0,,,182.0,19.0,56.0,103.0,1492.0,2.0,77.0,491.0,4.0,,10.0,79.0,63.0,,3.0,2.0,1.0,0.7311,11.0,4.0,,1.0,1.0,164.0,,,1.0,1.0,56.0,33.0,,7.0,2.0,8.0,,6.0,3.0,6.0,2.0,108.0,9.0,1.0,15.0,48.0,1.0,1.0,1.3788,,1.0,1.0,,,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,
14278,Liam Ridgewell,Defender,West Brom,35,England,2013-14,128.0,,1.689,0.0,,69.0,,218.0,33.0,33.0,315.0,60.0,1204.0,,,6.0,,2868.0,187.0,9.0,,62.0,126.0,846.0,,,4.0,45.258,23.0,115.0,50.0,98.0,455.0,,57.0,0.0,315.0,,577.0,120.0,33.0,,,512.0,41.0,61.0,224.0,0.0,,1164.0,530.0,58.0,8.0,,,26.0,24.0,45.0,43.0,2031.0,3.0,100.0,388.0,7.0,,6.0,97.0,74.0,11.0,,1.0,3.0,0.4237,2.0,16.0,,3.0,,91.0,,11.0,,,30.0,11.0,81.0,14.0,,22.0,,11.0,9.0,33.0,,61.0,1.0,11.0,13.0,146.0,245.0,,0.9785,1.0,1.0,0.0,,,1.0,,,,,,2.0,,,1.0,,,,,,,,
3332,Steven Reid,Defender,West Brom,35,Ireland,2013-14,46.0,,0.627,0.0,,24.0,,81.0,16.0,16.0,142.0,29.0,508.0,,,1.0,,1306.0,61.0,3.0,1.0,20.0,39.0,323.0,,,3.0,25.1682,20.0,71.0,27.0,33.0,15.0,,13.0,0.0,107.0,,249.0,56.0,16.0,,,199.0,24.0,31.0,72.0,0.0,,476.0,239.0,18.0,3.0,,,202.0,17.0,27.0,43.0,873.0,4.0,59.0,175.0,4.0,,3.0,61.0,24.0,7.0,3.0,4.0,,0.5794,7.0,3.0,,,2.0,35.0,3.0,8.0,1.0,1.0,13.0,5.0,51.0,5.0,1.0,8.0,3.0,6.0,,5.0,1.0,22.0,3.0,2.0,3.0,42.0,81.0,2.0,0.4388,1.0,,,,,,5.0,5.0,,,0.2642,,,,,,,,,,,,
