matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695009,11.0,2013-11-10 16:10:00,80,Swansea,Home,182.0,13.0,4.0,12.0,8.0,4.0,,291.0,3.0,,2.0,10.0,24.0,19.0,461.0,1.0,1.0,29.0,26.0,17.0,8.0,2.0,,,,1.0,,,,,1.0,,12.0,,,,,1.0,1.0,5.0,1.0,,,,102.0,59.0,2.0,,2.0,,11.0,7.0,2.0,,,14.0,15.0,12.0,,14.0,,64.0,59.0,,8.0,4.0,,,83.0,12.0,14.0,2.0,,5.0,3.0,1.0,181.0,2.0,,2.0,1.0,1.0,3.0,,,1.0,,,,,2.0,4.0,,20.0,20.0,1.0,2.0,130.0,74.0,51.0,3.0,1.0,3.0,9.0,6.0,521.0,,,,1.0,,56.0,99.0,24.0,1.0,1.0,1.0,,155.0,155.0,7.0,11.0,38.0,65.1,,,,,11.0,0.0,,,,125.0,,,,,,,4.0,1.0,3.0,136.0,445.0,4.0,12.0,203.0,21.0,8.0,27.0,12.0,42.0,30.0,,172.0,8.0,377.0,,,26.0,29.0,41.0,3.0,538.0,1.0,0.0,17.0,18.0,3.0,30.0,5.0,767.0,,14.0,12.0,14.0,16.0,0.0
695013,12.0,2013-11-23 15:00:00,80,Swansea,Away,270.0,31.0,1.0,8.0,7.0,2.0,,297.0,4.0,,6.0,5.0,25.0,63.0,559.0,,,24.0,29.0,21.0,16.0,1.0,1.0,,,1.0,,,,,,,19.0,,,,,,1.0,6.0,3.0,,,,104.0,62.0,1.0,1.0,,2.0,14.0,9.0,9.0,,,8.0,20.0,7.0,,9.0,1.0,59.0,58.0,2.0,21.0,16.0,,1.0,52.0,9.0,11.0,,,3.0,,1.0,189.0,1.0,,,1.0,,6.0,,,1.0,1.0,,,,2.0,16.0,,13.0,13.0,2.0,6.0,175.0,86.0,61.0,8.0,1.0,7.0,11.0,5.0,628.0,,,2.0,,,73.0,123.0,23.0,,,,,139.0,139.0,7.0,28.0,19.0,63.3,,,,,14.0,0.0,,,,175.0,1.0,1.0,2.0,,,1.0,7.0,,3.0,133.0,549.0,5.0,18.0,289.0,42.0,21.0,13.0,7.0,34.0,27.0,1.0,166.0,6.0,388.0,1.0,,24.0,28.0,84.0,,643.0,1.0,0.0,21.0,19.0,,26.0,1.0,853.0,,10.0,7.0,8.0,13.0,0.0
695026,13.0,2013-12-01 16:10:00,80,Swansea,Away,280.0,14.0,,3.0,3.0,,,252.0,9.0,,6.0,4.0,19.0,27.0,529.0,1.0,1.0,10.0,7.0,8.0,8.0,,,,,,,,,,,,9.0,,,,,,1.0,15.0,7.0,,,,68.0,45.0,1.0,1.0,,,10.0,,19.0,,,4.0,4.0,7.0,,11.0,3.0,45.0,38.0,,17.0,11.0,,,50.0,8.0,6.0,,,,,,156.0,,,,,,12.0,,,,1.0,,,,1.0,11.0,,15.0,15.0,2.0,6.0,201.0,65.0,44.0,5.0,,5.0,3.0,4.0,582.0,,,4.0,1.0,,62.0,80.0,16.0,,,,,114.0,114.0,,24.0,14.0,54.5,,,,,10.0,0.0,,,,171.0,2.0,2.0,4.0,,,,5.0,,2.0,116.0,517.0,5.0,8.0,293.0,23.0,17.0,9.0,4.0,15.0,11.0,,152.0,2.0,318.0,1.0,,16.0,20.0,45.0,2.0,596.0,1.0,0.0,9.0,19.0,1.0,11.0,0.0,762.0,,14.0,6.0,4.0,15.0,0.0
695038,14.0,2013-12-04 19:45:00,80,Swansea,Home,371.0,24.0,2.0,5.0,3.0,,,308.0,4.0,,5.0,7.0,32.0,36.0,674.0,1.0,1.0,21.0,12.0,10.0,7.0,2.0,,,,1.0,,,,,,,9.0,,,,,1.0,1.0,7.0,7.0,,,,125.0,61.0,,,1.0,2.0,13.0,2.0,15.0,,,5.0,10.0,3.0,,16.0,2.0,57.0,46.0,2.0,25.0,12.0,,,72.0,4.0,8.0,,,3.0,1.0,1.0,228.0,1.0,,,1.0,,7.0,,,1.0,,,,,1.0,12.0,,16.0,16.0,,5.0,206.0,92.0,76.0,1.0,2.0,6.0,4.0,5.0,736.0,,,6.0,1.0,,53.0,88.0,17.0,,,,,133.0,133.0,1.0,22.0,32.0,65.4,,,,,13.0,0.0,,,,185.0,2.0,1.0,3.0,,,,6.0,1.0,3.0,124.0,668.0,12.0,10.0,390.0,36.0,25.0,22.0,4.0,18.0,14.0,1.0,162.0,2.0,372.0,,,15.0,36.0,50.0,1.0,744.0,1.0,0.0,13.0,17.0,4.0,25.0,0.0,957.0,,14.0,11.0,5.0,14.0,0.0
695049,15.0,2013-12-09 20:00:00,80,Swansea,Home,301.0,11.0,2.0,3.0,1.0,2.0,,330.0,1.0,,6.0,7.0,23.0,37.0,628.0,,,28.0,24.0,12.0,7.0,1.0,,,,,,,,,,,8.0,,,,,1.0,5.0,6.0,3.0,,,,102.0,66.0,,,,1.0,12.0,2.0,15.0,,1.0,12.0,12.0,7.0,1.0,8.0,1.0,73.0,44.0,1.0,19.0,12.0,1.0,,79.0,8.0,6.0,,1.0,2.0,2.0,,215.0,1.0,,1.0,,1.0,2.0,,,,1.0,,,,,12.0,,14.0,14.0,,6.0,209.0,94.0,68.0,1.0,,6.0,3.0,2.0,703.0,,,4.0,2.0,,53.0,104.0,17.0,,,,,158.0,158.0,4.0,30.0,26.0,65.7,,,,,12.0,0.0,,,,187.0,,1.0,1.0,,1.0,,7.0,,2.0,121.0,620.0,8.0,9.0,318.0,25.0,19.0,27.0,11.0,32.0,21.0,,170.0,6.0,427.0,1.0,,22.0,24.0,65.0,2.0,713.0,1.0,0.0,11.0,17.0,,28.0,3.0,921.0,,12.0,9.0,12.0,16.0,0.0
695058,16.0,2013-12-15 13:30:00,80,Swansea,Away,331.0,22.0,,,,3.0,,186.0,8.0,,6.0,3.0,22.0,45.0,517.0,1.0,1.0,17.0,17.0,12.0,8.0,,,1.0,,1.0,,,,,,,9.0,,,,,,1.0,10.0,6.0,,,,96.0,53.0,,,,3.0,12.0,3.0,10.0,1.0,,5.0,5.0,4.0,,8.0,1.0,53.0,51.0,3.0,44.0,25.0,,3.0,60.0,11.0,11.0,,,2.0,1.0,1.0,178.0,1.0,,,1.0,,17.0,,,1.0,4.0,,,,1.0,25.0,,8.0,8.0,2.0,6.0,167.0,74.0,38.0,8.0,1.0,4.0,5.0,2.0,592.0,,,4.0,,,44.0,70.0,17.0,,,,,150.0,150.0,4.0,18.0,23.0,62.5,,,,2.0,12.0,0.0,,,,167.0,2.0,,1.0,,,,5.0,,3.0,95.0,501.0,7.0,9.0,359.0,33.0,44.0,17.0,4.0,14.0,10.0,,131.0,7.0,263.0,4.0,,20.0,24.0,67.0,1.0,608.0,1.0,0.0,10.0,23.0,2.0,18.0,3.0,826.0,,15.0,6.0,5.0,20.0,0.0
695069,17.0,2013-12-22 16:00:00,80,Swansea,Home,244.0,22.0,1.0,2.0,1.0,2.0,,191.0,5.0,,6.0,6.0,8.0,35.0,433.0,1.0,,18.0,17.0,16.0,10.0,1.0,,,,,,,,,,,10.0,,,,,1.0,5.0,6.0,8.0,,,,72.0,69.0,1.0,1.0,,3.0,14.0,1.0,9.0,,,4.0,12.0,2.0,,10.0,3.0,54.0,46.0,3.0,29.0,17.0,,2.0,61.0,11.0,9.0,,,2.0,2.0,,181.0,,,,,,7.0,,,,1.0,,,,,17.0,,13.0,13.0,,6.0,112.0,69.0,46.0,8.0,,9.0,2.0,3.0,490.0,,,4.0,1.0,,38.0,76.0,16.0,,,,,122.0,122.0,5.0,26.0,30.0,54.5,,,,,14.0,0.0,,,,138.0,2.0,2.0,4.0,,,,9.0,,3.0,91.0,420.0,9.0,11.0,260.0,44.0,29.0,11.0,4.0,20.0,16.0,,124.0,2.0,263.0,2.0,,18.0,8.0,59.0,3.0,503.0,1.0,0.0,13.0,18.0,3.0,18.0,1.0,699.0,,11.0,4.0,4.0,13.0,0.0
695073,18.0,2013-12-26 15:00:00,80,Swansea,Away,210.0,16.0,,4.0,4.0,,1.0,179.0,5.0,,7.0,5.0,6.0,38.0,385.0,,,14.0,27.0,12.0,5.0,1.0,,1.0,,1.0,,1.0,,,,,5.0,,,,,1.0,2.0,12.0,7.0,,,,71.0,59.0,,,,4.0,28.0,2.0,10.0,,,7.0,11.0,1.0,,14.0,4.0,65.0,48.0,4.0,33.0,16.0,,,49.0,9.0,14.0,,,4.0,4.0,1.0,149.0,,,,,,12.0,,,,1.0,,,,,16.0,,21.0,21.0,2.0,8.0,124.0,66.0,42.0,13.0,,4.0,2.0,1.0,471.0,,,5.0,,,41.0,55.0,14.0,,,,,160.0,160.0,,32.0,18.0,54.5,,,,1.0,28.0,0.0,,,,141.0,3.0,3.0,6.0,,,,5.0,,3.0,70.0,372.0,14.0,6.0,245.0,34.0,33.0,14.0,6.0,22.0,16.0,,107.0,1.0,262.0,1.0,,22.0,7.0,63.0,2.0,485.0,,0.0,8.0,14.0,,15.0,0.0,715.0,,12.0,9.0,7.0,13.0,0.0
695081,19.0,2013-12-28 15:00:00,80,Swansea,Away,319.0,34.0,5.0,9.0,4.0,1.0,,316.0,7.0,2.0,4.0,7.0,27.0,50.0,626.0,,,21.0,14.0,17.0,11.0,1.0,,,1.0,1.0,,,,,,,13.0,,,,,,1.0,2.0,5.0,,,,102.0,76.0,2.0,1.0,1.0,2.0,13.0,9.0,5.0,,,8.0,8.0,11.0,,7.0,,48.0,48.0,2.0,28.0,18.0,,,89.0,9.0,13.0,,,2.0,,1.0,207.0,1.0,,1.0,1.0,,7.0,,,1.0,,,,,1.0,18.0,,13.0,13.0,,4.0,212.0,95.0,66.0,2.0,1.0,4.0,9.0,3.0,713.0,,,1.0,1.0,,92.0,77.0,28.0,,,,,155.0,155.0,3.0,27.0,41.0,73.0,,,,,13.0,0.0,,,,209.0,,2.0,2.0,,,,5.0,,3.0,125.0,610.0,9.0,13.0,341.0,55.0,28.0,26.0,6.0,25.0,19.0,,182.0,4.0,414.0,,2.0,25.0,27.0,81.0,2.0,730.0,,0.0,17.0,7.0,1.0,21.0,2.0,932.0,,10.0,11.0,8.0,6.0,0.0
695099,20.0,2014-01-01 12:45:00,80,Swansea,Home,174.0,16.0,3.0,7.0,4.0,,1.0,261.0,7.0,,3.0,5.0,25.0,39.0,428.0,,,17.0,14.0,14.0,9.0,1.0,,1.0,,2.0,,,,,,,11.0,,,1.0,,1.0,1.0,7.0,7.0,,,,77.0,45.0,1.0,1.0,,4.0,19.0,4.0,14.0,,,8.0,14.0,11.0,,11.0,1.0,49.0,45.0,4.0,36.0,17.0,1.0,,67.0,5.0,9.0,2.0,,3.0,1.0,2.0,151.0,2.0,,1.0,2.0,,8.0,,,2.0,,,,,,17.0,1.0,15.0,15.0,,3.0,124.0,69.0,56.0,6.0,,6.0,6.0,4.0,470.0,,,4.0,1.0,,48.0,86.0,23.0,,,,,119.0,119.0,,15.0,25.0,52.2,1.0,,,2.0,19.0,0.0,,,,134.0,1.0,,1.0,,,,8.0,,2.0,106.0,414.0,13.0,12.0,187.0,29.0,36.0,13.0,7.0,33.0,26.0,,138.0,3.0,332.0,,,9.0,27.0,48.0,3.0,486.0,,0.0,16.0,14.0,1.0,19.0,2.0,711.0,,12.0,8.0,8.0,8.0,0.0
695106,21.0,2014-01-11 17:30:00,80,Swansea,Away,302.0,18.0,,3.0,3.0,1.0,,288.0,6.0,,2.0,5.0,17.0,32.0,587.0,,2.0,14.0,12.0,12.0,8.0,,,1.0,,1.0,,,,,,,11.0,,,,,,5.0,11.0,5.0,,,,102.0,66.0,1.0,1.0,,2.0,16.0,4.0,12.0,,,5.0,14.0,4.0,,8.0,3.0,43.0,52.0,2.0,22.0,13.0,,,59.0,10.0,9.0,,,1.0,1.0,1.0,190.0,,,,,,10.0,,,,,,,,,13.0,,11.0,11.0,1.0,3.0,203.0,83.0,54.0,3.0,,3.0,5.0,2.0,663.0,,,1.0,3.0,,56.0,77.0,17.0,,,,,145.0,145.0,1.0,29.0,32.0,61.4,,,,1.0,16.0,0.0,,,,182.0,3.0,,3.0,,,,7.0,,2.0,123.0,575.0,9.0,8.0,325.0,31.0,22.0,8.0,3.0,22.0,19.0,,159.0,3.0,374.0,,,18.0,17.0,52.0,,677.0,1.0,0.0,13.0,25.0,2.0,15.0,2.0,867.0,,18.0,7.0,5.0,18.0,0.0
695118,22.0,2014-01-19 13:30:00,80,Swansea,Home,284.0,24.0,3.0,6.0,3.0,1.0,,273.0,4.0,,9.0,4.0,26.0,36.0,551.0,,,20.0,11.0,11.0,8.0,2.0,,,,,1.0,,,,,,9.0,,1.0,,,,,8.0,4.0,,,,99.0,65.0,,,,1.0,20.0,1.0,13.0,,1.0,8.0,7.0,4.0,,21.0,1.0,59.0,51.0,1.0,18.0,11.0,,,70.0,6.0,8.0,1.0,,,1.0,,208.0,1.0,,1.0,1.0,,5.0,,,1.0,3.0,,,,,11.0,1.0,15.0,15.0,2.0,9.0,175.0,95.0,71.0,2.0,,7.0,4.0,3.0,632.0,,,3.0,1.0,1.0,53.0,88.0,20.0,,,,,155.0,155.0,3.0,27.0,25.0,56.2,1.0,,,1.0,20.0,0.0,,,,166.0,3.0,,3.0,,,,9.0,,1.0,93.0,536.0,7.0,11.0,308.0,40.0,18.0,19.0,7.0,19.0,12.0,,140.0,4.0,359.0,3.0,,11.0,27.0,58.0,2.0,648.0,,0.0,13.0,22.0,2.0,20.0,2.0,857.0,,11.0,10.0,8.0,16.0,0.0
695128,23.0,2014-01-28 19:45:00,80,Swansea,Home,229.0,15.0,2.0,7.0,5.0,,2.0,328.0,4.0,,4.0,1.0,40.0,28.0,550.0,1.0,,16.0,26.0,11.0,9.0,3.0,,,,,,,,,,,11.0,,1.0,,,2.0,5.0,10.0,5.0,,,,108.0,58.0,,,,2.0,16.0,2.0,9.0,,,5.0,13.0,9.0,,7.0,2.0,58.0,43.0,2.0,22.0,15.0,,1.0,79.0,13.0,10.0,,,1.0,2.0,,180.0,1.0,,1.0,1.0,,10.0,,,1.0,,,,,1.0,15.0,1.0,24.0,24.0,,4.0,165.0,74.0,53.0,8.0,1.0,6.0,7.0,6.0,618.0,,,3.0,1.0,,64.0,132.0,16.0,,,,,137.0,137.0,5.0,14.0,34.0,61.9,1.0,,,1.0,16.0,0.0,,,,177.0,3.0,1.0,4.0,,,,6.0,,3.0,123.0,541.0,9.0,13.0,240.0,27.0,22.0,10.0,5.0,29.0,24.0,,167.0,1.0,419.0,,,11.0,42.0,49.0,,630.0,1.0,0.0,14.0,18.0,2.0,16.0,1.0,831.0,,16.0,5.0,5.0,17.0,0.0
695140,24.0,2014-02-01 12:45:00,80,Swansea,Away,174.0,17.0,2.0,6.0,4.0,2.0,,262.0,4.0,,6.0,5.0,20.0,22.0,430.0,,1.0,22.0,25.0,7.0,13.0,,2.0,,,1.0,,,,,,,16.0,,,,,1.0,1.0,7.0,4.0,,,,82.0,55.0,,,,3.0,19.0,12.0,3.0,,,11.0,23.0,14.0,,15.0,,60.0,34.0,3.0,38.0,17.0,,1.0,65.0,7.0,7.0,,,2.0,1.0,1.0,152.0,,,,,,9.0,,,,2.0,,,,,17.0,,10.0,10.0,,6.0,133.0,62.0,40.0,8.0,,5.0,8.0,,492.0,,,1.0,3.0,,59.0,53.0,31.0,,,,,160.0,160.0,3.0,24.0,20.0,65.0,,,,1.0,19.0,0.0,,,,137.0,1.0,1.0,2.0,,,2.0,8.0,,3.0,129.0,419.0,10.0,13.0,190.0,28.0,38.0,17.0,9.0,47.0,38.0,3.0,164.0,7.0,361.0,2.0,,16.0,22.0,41.0,2.0,504.0,,0.0,20.0,15.0,1.0,23.0,0.0,748.0,,9.0,7.0,11.0,14.0,0.0
695149,25.0,2014-02-08 17:30:00,80,Swansea,Home,257.0,15.0,2.0,7.0,5.0,1.0,1.0,258.0,5.0,,9.0,4.0,29.0,27.0,508.0,,2.0,21.0,18.0,13.0,11.0,1.0,1.0,,,,,1.0,,,,1.0,15.0,,,,,1.0,4.0,3.0,4.0,,,,101.0,69.0,3.0,,3.0,,13.0,4.0,9.0,,,5.0,13.0,6.0,,8.0,1.0,53.0,54.0,,37.0,23.0,,,67.0,7.0,7.0,1.0,,3.0,2.0,,182.0,3.0,1.0,3.0,2.0,1.0,8.0,,,2.0,,,,,,23.0,,5.0,5.0,,9.0,156.0,90.0,62.0,1.0,2.0,7.0,8.0,6.0,570.0,,,1.0,7.0,,64.0,91.0,19.0,,,,,133.0,133.0,3.0,21.0,35.0,62.0,,,,,13.0,0.0,,,,141.0,,1.0,1.0,,,1.0,7.0,1.0,3.0,93.0,500.0,7.0,15.0,271.0,24.0,37.0,17.0,4.0,25.0,21.0,1.0,130.0,3.0,334.0,,,20.0,32.0,50.0,1.0,580.0,,0.0,17.0,28.0,3.0,22.0,1.0,805.0,,12.0,6.0,5.0,17.0,0.0
695154,26.0,2014-02-12 19:45:00,80,Swansea,Away,226.0,15.0,2.0,9.0,7.0,2.0,,236.0,4.0,,5.0,,31.0,24.0,453.0,,1.0,35.0,31.0,13.0,11.0,1.0,,,,,,,,,,,11.0,,,,,,5.0,3.0,4.0,,,,83.0,79.0,2.0,2.0,,2.0,16.0,5.0,8.0,,,5.0,12.0,4.0,1.0,16.0,1.0,78.0,72.0,2.0,39.0,24.0,,,64.0,12.0,11.0,,,1.0,1.0,,196.0,1.0,,1.0,,1.0,7.0,,,,3.0,,,,2.0,24.0,1.0,11.0,11.0,,5.0,138.0,84.0,53.0,2.0,,7.0,6.0,2.0,539.0,,,,2.0,,60.0,99.0,18.0,,,,,172.0,172.0,3.0,33.0,33.0,64.3,,,,,16.0,0.0,,,,136.0,1.0,2.0,3.0,,2.0,,7.0,1.0,3.0,80.0,443.0,4.0,13.0,255.0,25.0,39.0,37.0,4.0,21.0,17.0,,118.0,4.0,319.0,3.0,,32.0,33.0,61.0,1.0,553.0,1.0,0.0,14.0,25.0,2.0,39.0,2.0,826.0,,20.0,23.0,5.0,19.0,0.0
695164,27.0,2014-02-23 13:30:00,80,Swansea,Away,207.0,14.0,2.0,3.0,1.0,4.0,,155.0,8.0,1.0,9.0,6.0,7.0,27.0,359.0,,,20.0,8.0,15.0,7.0,2.0,,1.0,,1.0,,,,,,,10.0,1.0,,,,1.0,4.0,13.0,8.0,,,,66.0,71.0,,,1.0,2.0,13.0,2.0,15.0,,1.0,5.0,4.0,3.0,,12.0,4.0,58.0,51.0,2.0,20.0,11.0,,2.0,57.0,11.0,9.0,1.0,,3.0,1.0,1.0,163.0,1.0,,1.0,1.0,,10.0,,,1.0,1.0,,,,,11.0,,23.0,23.0,3.0,9.0,114.0,84.0,54.0,3.0,1.0,5.0,5.0,4.0,430.0,,,5.0,1.0,,44.0,56.0,16.0,,,,1.0,146.0,146.0,5.0,30.0,25.0,46.6,,,,,13.0,0.0,,,,102.0,4.0,2.0,6.0,,,,8.0,,3.0,56.0,349.0,7.0,10.0,229.0,23.0,20.0,19.0,5.0,13.0,8.0,,93.0,9.0,229.0,1.0,2.0,18.0,10.0,47.0,,445.0,1.0,0.0,14.0,21.0,1.0,24.0,0.0,666.0,,18.0,6.0,5.0,15.0,0.0
695179,28.0,2014-03-02 16:30:00,80,Swansea,Home,327.0,18.0,,2.0,2.0,2.0,,300.0,3.0,,8.0,3.0,41.0,47.0,625.0,,,19.0,40.0,14.0,5.0,,,,,,,,,,,1.0,7.0,,,,,,3.0,6.0,,,,,117.0,67.0,1.0,,1.0,1.0,23.0,1.0,6.0,,1.0,1.0,9.0,5.0,,10.0,,75.0,54.0,1.0,22.0,17.0,1.0,,63.0,8.0,9.0,,,4.0,4.0,,199.0,1.0,,1.0,1.0,,9.0,,,1.0,1.0,,,,,17.0,,21.0,21.0,5.0,8.0,188.0,108.0,71.0,4.0,1.0,1.0,5.0,5.0,707.0,,,1.0,3.0,,50.0,111.0,20.0,1.0,1.0,1.0,,160.0,160.0,4.0,26.0,26.0,68.7,,,,,23.0,0.0,,,,214.0,2.0,,2.0,,1.0,,1.0,,3.0,89.0,619.0,7.0,6.0,361.0,32.0,22.0,18.0,1.0,19.0,18.0,1.0,125.0,6.0,376.0,2.0,1.0,25.0,43.0,81.0,3.0,718.0,,1.0,7.0,25.0,,24.0,1.0,928.0,,11.0,6.0,1.0,20.0,0.0
695190,29.0,2014-03-25 19:45:00,80,Swansea,Away,211.0,14.0,,7.0,7.0,4.0,,169.0,4.0,,4.0,7.0,16.0,28.0,373.0,,1.0,7.0,22.0,17.0,6.0,,,,,,,,,,,,8.0,,,,,,7.0,9.0,4.0,5.0,3.0,,70.0,68.0,,,,2.0,5.0,1.0,7.0,,2.0,,6.0,5.0,,14.0,1.0,56.0,51.0,2.0,61.0,32.0,,,45.0,12.0,11.0,1.0,,,1.0,,167.0,1.0,,1.0,1.0,,9.0,,,1.0,1.0,,,,,32.0,,19.0,19.0,1.0,4.0,113.0,76.0,42.0,7.0,,4.0,3.0,2.0,437.0,,,2.0,1.0,,24.0,75.0,13.0,,,,,130.0,130.0,1.0,32.0,25.0,39.5,,2.0,1.0,1.0,13.0,0.0,,,,113.0,1.0,1.0,2.0,,,,5.0,,3.0,53.0,357.0,5.0,7.0,251.0,36.0,61.0,4.0,,12.0,12.0,,77.0,9.0,224.0,2.0,,26.0,18.0,57.0,3.0,463.0,,0.0,8.0,21.0,1.0,9.0,1.0,665.0,12.0,13.0,2.0,,16.0,0.0
695199,30.0,2014-03-15 15:00:00,80,Swansea,Home,293.0,21.0,2.0,7.0,5.0,4.0,,279.0,1.0,,7.0,6.0,23.0,48.0,565.0,1.0,1.0,19.0,25.0,18.0,7.0,2.0,1.0,,1.0,1.0,,1.0,,,,,11.0,,,,,,4.0,3.0,10.0,,,,94.0,79.0,1.0,1.0,,6.0,14.0,4.0,3.0,,,4.0,13.0,10.0,,7.0,,54.0,60.0,6.0,22.0,16.0,,,61.0,7.0,13.0,,,3.0,2.0,1.0,204.0,1.0,,,1.0,,6.0,,,1.0,,,,,,16.0,,27.0,27.0,1.0,7.0,169.0,93.0,74.0,1.0,1.0,5.0,5.0,4.0,642.0,,,4.0,1.0,,56.0,101.0,20.0,,,,,154.0,154.0,3.0,37.0,31.0,62.0,,,,,14.0,0.0,,,,188.0,1.0,1.0,2.0,,,1.0,6.0,,3.0,80.0,552.0,4.0,10.0,329.0,40.0,22.0,25.0,4.0,29.0,25.0,1.0,118.0,11.0,355.0,,,24.0,25.0,74.0,4.0,655.0,1.0,0.0,14.0,17.0,1.0,20.0,1.0,880.0,,11.0,12.0,4.0,11.0,0.0
695204,31.0,2014-03-22 15:00:00,80,Swansea,Away,241.0,24.0,2.0,6.0,4.0,2.0,,272.0,3.0,,4.0,5.0,15.0,33.0,507.0,1.0,,21.0,14.0,15.0,14.0,,,,,1.0,,1.0,,,,,15.0,,,,,,3.0,7.0,2.0,,,,79.0,80.0,3.0,2.0,1.0,4.0,16.0,6.0,11.0,,,12.0,17.0,8.0,1.0,11.0,1.0,54.0,42.0,4.0,14.0,9.0,,,62.0,6.0,8.0,1.0,,2.0,1.0,1.0,203.0,2.0,1.0,2.0,1.0,1.0,3.0,,,1.0,2.0,,,,,9.0,,32.0,32.0,1.0,4.0,159.0,78.0,55.0,5.0,,5.0,11.0,7.0,580.0,,,,1.0,,63.0,87.0,31.0,1.0,1.0,1.0,,157.0,157.0,6.0,34.0,35.0,59.3,,,,,16.0,0.0,,,,153.0,2.0,1.0,3.0,,,,8.0,,3.0,128.0,494.0,7.0,16.0,264.0,37.0,14.0,13.0,10.0,36.0,26.0,,162.0,5.0,366.0,2.0,,15.0,17.0,53.0,1.0,594.0,2.0,0.0,21.0,19.0,1.0,23.0,0.0,815.0,,13.0,1.0,12.0,14.0,0.0
695219,32.0,2014-03-29 15:00:00,80,Swansea,Home,232.0,14.0,1.0,4.0,3.0,2.0,,237.0,,,5.0,4.0,16.0,41.0,465.0,2.0,1.0,16.0,19.0,16.0,12.0,1.0,1.0,,,,,,,,,1.0,14.0,,,,,2.0,7.0,6.0,2.0,,,,88.0,66.0,1.0,,1.0,5.0,11.0,4.0,3.0,1.0,2.0,7.0,9.0,8.0,,12.0,1.0,54.0,49.0,5.0,22.0,16.0,,,58.0,15.0,9.0,,,2.0,,,169.0,3.0,,2.0,3.0,,4.0,,,3.0,2.0,,,,,16.0,,20.0,20.0,,5.0,146.0,71.0,45.0,4.0,3.0,5.0,11.0,7.0,525.0,,,4.0,,,51.0,84.0,25.0,,,,,131.0,131.0,5.0,28.0,25.0,58.7,,,,,11.0,0.0,,,,136.0,4.0,,3.0,,1.0,1.0,5.0,,3.0,109.0,453.0,4.0,16.0,249.0,24.0,22.0,17.0,6.0,23.0,17.0,1.0,143.0,2.0,313.0,3.0,,19.0,19.0,58.0,1.0,539.0,2.0,0.0,16.0,15.0,1.0,21.0,1.0,739.0,,9.0,10.0,7.0,10.0,0.0
