matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803168,1.0,2015-08-08 17:30:00,80,Swansea,Away,170.0,14.0,4.0,5.0,2.0,1.0,,157.0,3.0,2.0,4.0,2.0,5.0,28.0,322.0,,2.0,19.0,14.0,21.0,9.0,3.0,,,,,1.0,1.0,,,11.0,1.0,,,,,8.0,7.0,5.0,,70.0,59.0,2.0,3.0,2.0,4.0,11.0,5.0,14.0,,,8.0,9.0,3.0,,10.0,1.0,59.0,70.0,4.0,23.0,13.0,,,55.0,16.0,15.0,1.0,,3.0,,1.0,164.0,,,,,,,7.0,,,1.0,1.0,,,,1.0,14.0,1.0,12.0,12.0,1.0,5.0,83.0,69.0,44.0,4.0,1.0,2.0,10.0,10.0,370.0,,,2.0,2.0,1.0,47.0,41.0,25.0,,,,1.0,141.0,135.0,5.0,29.0,17.0,48.0,,1.0,11.0,0.0,,,,82.0,2.0,,2.0,,,2.0,,3.0,75.0,302.0,7.0,12.0,194.0,26.0,29.0,19.0,8.0,19.0,12.0,,113.0,4.0,224.0,1.0,2.0,19.0,6.0,58.0,4.0,399.0,,0.0,17.0,22.0,4.0,22.0,3.0,616.0,18.0,13.0,8.0,19.0,0.0
803178,2.0,2015-08-15 15:00:00,80,Swansea,Home,254.0,25.0,1.0,3.0,2.0,3.0,,335.0,5.0,,6.0,5.0,37.0,33.0,586.0,,1.0,26.0,6.0,8.0,14.0,2.0,,,,,,,,1.0,15.0,,1.0,1.0,,1.0,7.0,1.0,3.0,,93.0,56.0,2.0,1.0,1.0,,12.0,7.0,7.0,,,4.0,9.0,5.0,,3.0,2.0,43.0,42.0,,11.0,6.0,,,91.0,11.0,8.0,1.0,,1.0,1.0,,169.0,2.0,,2.0,2.0,,,5.0,,,2.0,1.0,,,,,9.0,2.0,16.0,16.0,,7.0,191.0,84.0,68.0,4.0,1.0,5.0,13.0,6.0,620.0,,,,3.0,,70.0,88.0,24.0,,,,,111.0,104.0,4.0,12.0,31.0,65.8,2.0,,12.0,0.0,,,,182.0,1.0,1.0,2.0,1.0,,6.0,,3.0,125.0,573.0,7.0,18.0,257.0,35.0,18.0,23.0,4.0,19.0,15.0,,158.0,4.0,397.0,1.0,,10.0,38.0,46.0,3.0,635.0,1.0,0.0,19.0,19.0,2.0,26.0,2.0,827.0,13.0,7.0,4.0,17.0,0.0
803190,3.0,2015-08-22 15:00:00,80,Swansea,Away,183.0,15.0,,9.0,9.0,4.0,2.0,236.0,4.0,1.0,5.0,3.0,15.0,25.0,410.0,,,19.0,22.0,18.0,17.0,1.0,,,,,,,,,17.0,,,1.0,,2.0,5.0,4.0,6.0,,79.0,65.0,2.0,2.0,,3.0,7.0,5.0,12.0,,,4.0,8.0,5.0,,15.0,,67.0,51.0,3.0,23.0,17.0,1.0,,59.0,9.0,14.0,1.0,,4.0,4.0,,180.0,1.0,,1.0,1.0,,,8.0,,,1.0,3.0,,,,,18.0,1.0,20.0,20.0,2.0,6.0,133.0,99.0,57.0,3.0,,6.0,13.0,9.0,465.0,,,3.0,2.0,,55.0,81.0,31.0,,,,,142.0,137.0,2.0,21.0,34.0,60.7,1.0,,7.0,0.0,,,,102.0,1.0,,1.0,,,6.0,,1.0,82.0,391.0,6.0,19.0,194.0,35.0,28.0,20.0,3.0,20.0,17.0,,117.0,8.0,320.0,3.0,1.0,22.0,15.0,65.0,2.0,494.0,,0.0,20.0,9.0,,20.0,2.0,705.0,11.0,10.0,4.0,6.0,0.0
803196,4.0,2015-08-30 16:00:00,80,Swansea,Home,134.0,12.0,,1.0,1.0,3.0,,121.0,3.0,,5.0,12.0,7.0,25.0,254.0,,1.0,14.0,28.0,17.0,5.0,,1.0,,,1.0,1.0,,,,7.0,,,1.0,,1.0,3.0,7.0,4.0,,76.0,70.0,1.0,1.0,,2.0,18.0,1.0,9.0,,,,2.0,3.0,,10.0,1.0,58.0,52.0,2.0,29.0,17.0,,,67.0,6.0,14.0,1.0,1.0,4.0,2.0,1.0,175.0,2.0,,2.0,2.0,,1.0,7.0,,,2.0,3.0,,,,,18.0,1.0,21.0,21.0,1.0,6.0,61.0,88.0,39.0,1.0,1.0,4.0,3.0,4.0,343.0,,,1.0,,,38.0,52.0,17.0,,,,,150.0,147.0,6.0,25.0,27.0,35.5,1.0,,18.0,0.0,,,,53.0,2.0,1.0,3.0,,1.0,4.0,,3.0,42.0,242.0,11.0,7.0,158.0,27.0,32.0,12.0,,7.0,7.0,2.0,95.0,11.0,214.0,3.0,,44.0,9.0,75.0,3.0,365.0,,0.0,9.0,14.0,1.0,18.0,2.0,549.0,6.0,7.0,,8.0,0.0
803210,5.0,2015-09-12 15:00:00,80,Swansea,Away,200.0,25.0,,2.0,2.0,3.0,,218.0,7.0,,3.0,11.0,10.0,45.0,416.0,,,22.0,13.0,20.0,7.0,,,,,,,,,,8.0,,,,,,6.0,9.0,8.0,,71.0,58.0,1.0,1.0,,1.0,15.0,1.0,5.0,,,3.0,14.0,4.0,,11.0,3.0,47.0,44.0,1.0,31.0,18.0,,2.0,76.0,14.0,11.0,,,1.0,,,189.0,,,,,,,11.0,,,,,,,,1.0,20.0,,8.0,8.0,,3.0,154.0,88.0,57.0,1.0,,4.0,3.0,3.0,491.0,,,4.0,1.0,,65.0,79.0,30.0,,,,,164.0,156.0,5.0,21.0,27.0,60.8,,,15.0,0.0,,,,101.0,4.0,1.0,5.0,,,4.0,,3.0,97.0,396.0,6.0,7.0,220.0,43.0,39.0,12.0,3.0,21.0,18.0,,150.0,7.0,316.0,,,25.0,11.0,79.0,6.0,515.0,,0.0,8.0,8.0,1.0,24.0,1.0,705.0,12.0,6.0,3.0,7.0,0.0
803214,6.0,2015-09-19 15:00:00,80,Swansea,Home,176.0,10.0,1.0,5.0,4.0,2.0,,145.0,1.0,,7.0,4.0,3.0,23.0,316.0,,,21.0,11.0,13.0,9.0,1.0,,,1.0,,1.0,,,,9.0,,,,,1.0,7.0,11.0,6.0,,57.0,67.0,,1.0,,2.0,21.0,3.0,10.0,1.0,,2.0,14.0,3.0,,15.0,1.0,50.0,53.0,2.0,19.0,8.0,,,61.0,12.0,11.0,,1.0,4.0,2.0,1.0,175.0,,,,,,,7.0,,,,2.0,,,,,9.0,,13.0,13.0,1.0,7.0,92.0,80.0,40.0,4.0,,4.0,6.0,3.0,389.0,,,8.0,6.0,,38.0,75.0,22.0,,,,,145.0,142.0,4.0,27.0,27.0,47.9,,,21.0,0.0,,,,83.0,2.0,,1.0,,,6.0,,3.0,60.0,307.0,15.0,10.0,197.0,26.0,22.0,10.0,2.0,21.0,19.0,,95.0,4.0,231.0,2.0,,14.0,4.0,55.0,3.0,407.0,,0.0,12.0,21.0,1.0,24.0,2.0,610.0,5.0,8.0,2.0,14.0,0.0
803231,7.0,2015-09-26 15:00:00,80,Swansea,Away,214.0,21.0,,3.0,3.0,3.0,1.0,241.0,7.0,,5.0,6.0,16.0,33.0,452.0,1.0,1.0,20.0,17.0,13.0,7.0,,,,,,1.0,1.0,,,9.0,1.0,,,,,6.0,13.0,5.0,,84.0,62.0,,1.0,1.0,6.0,19.0,3.0,4.0,,,3.0,11.0,8.0,,8.0,2.0,50.0,42.0,6.0,14.0,13.0,,1.0,67.0,14.0,18.0,,,3.0,1.0,1.0,189.0,,,,,,,8.0,,,,7.0,,,,1.0,13.0,,15.0,15.0,1.0,7.0,139.0,87.0,61.0,4.0,1.0,3.0,4.0,4.0,507.0,,,3.0,3.0,1.0,80.0,69.0,26.0,,,,1.0,143.0,141.0,1.0,24.0,26.0,58.5,,,19.0,0.0,,,,130.0,1.0,3.0,4.0,1.0,,4.0,,3.0,92.0,422.0,12.0,7.0,239.0,43.0,16.0,14.0,3.0,23.0,20.0,,131.0,6.0,326.0,7.0,,13.0,17.0,56.0,3.0,542.0,1.0,0.0,11.0,7.0,2.0,20.0,1.0,730.0,6.0,5.0,3.0,7.0,0.0
803238,8.0,2015-10-04 16:00:00,80,Swansea,Home,174.0,32.0,,5.0,5.0,1.0,1.0,146.0,3.0,,7.0,7.0,5.0,47.0,315.0,,,17.0,5.0,18.0,7.0,1.0,,,,,,,,,8.0,,,,,1.0,5.0,9.0,10.0,,57.0,65.0,1.0,1.0,,3.0,10.0,4.0,13.0,,,5.0,9.0,4.0,,9.0,8.0,43.0,61.0,3.0,16.0,5.0,1.0,1.0,57.0,8.0,18.0,,,4.0,2.0,,157.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,,6.0,1.0,22.0,22.0,5.0,7.0,95.0,68.0,41.0,6.0,1.0,3.0,6.0,2.0,374.0,,,4.0,4.0,,50.0,60.0,25.0,,,,,145.0,140.0,2.0,31.0,20.0,45.6,,,10.0,0.0,,,,95.0,4.0,5.0,9.0,1.0,,5.0,,2.0,67.0,294.0,4.0,9.0,202.0,48.0,21.0,16.0,5.0,20.0,15.0,,101.0,8.0,222.0,4.0,,26.0,5.0,82.0,1.0,404.0,1.0,0.0,11.0,18.0,,18.0,1.0,610.0,13.0,8.0,5.0,14.0,0.0
803249,9.0,2015-10-19 20:00:00,80,Swansea,Home,230.0,11.0,,2.0,2.0,2.0,,261.0,6.0,,4.0,1.0,22.0,25.0,489.0,,1.0,29.0,11.0,12.0,11.0,,,,2.0,,2.0,,1.0,,12.0,,,1.0,,,2.0,6.0,3.0,,74.0,61.0,,,,3.0,17.0,2.0,6.0,,1.0,1.0,15.0,6.0,,12.0,,54.0,58.0,3.0,17.0,9.0,,,66.0,6.0,14.0,,,3.0,1.0,2.0,189.0,,,,,,,7.0,,,,1.0,,,,,9.0,1.0,11.0,11.0,2.0,4.0,144.0,77.0,57.0,2.0,,7.0,4.0,2.0,526.0,,,1.0,1.0,,69.0,51.0,35.0,1.0,1.0,1.0,,128.0,124.0,6.0,21.0,30.0,54.1,1.0,,17.0,0.0,,,,141.0,,1.0,1.0,,,10.0,,3.0,93.0,468.0,11.0,11.0,233.0,24.0,21.0,36.0,1.0,23.0,22.0,,127.0,6.0,338.0,1.0,,4.0,22.0,38.0,1.0,548.0,,0.0,14.0,18.0,1.0,29.0,2.0,765.0,10.0,16.0,1.0,12.0,0.0
803258,10.0,2015-10-24 15:00:00,80,Swansea,Away,167.0,15.0,1.0,4.0,3.0,3.0,,154.0,4.0,,5.0,11.0,12.0,32.0,317.0,1.0,,20.0,22.0,22.0,7.0,,,1.0,,,1.0,,,,7.0,,,,,1.0,5.0,6.0,3.0,,65.0,73.0,3.0,2.0,1.0,4.0,21.0,1.0,15.0,,,6.0,10.0,3.0,,8.0,1.0,58.0,54.0,4.0,17.0,9.0,,,53.0,8.0,10.0,,,3.0,1.0,1.0,173.0,1.0,,1.0,1.0,,,11.0,,,1.0,3.0,,,,1.0,13.0,,19.0,19.0,1.0,5.0,89.0,97.0,50.0,4.0,2.0,4.0,4.0,4.0,392.0,,,1.0,2.0,,43.0,89.0,21.0,,,,,160.0,155.0,3.0,22.0,37.0,52.1,,1.0,21.0,0.0,,,,92.0,,2.0,2.0,,,5.0,,3.0,46.0,298.0,10.0,8.0,188.0,32.0,22.0,12.0,3.0,17.0,14.0,,88.0,8.0,248.0,3.0,,23.0,14.0,69.0,4.0,419.0,1.0,0.0,10.0,16.0,1.0,25.0,3.0,611.0,15.0,6.0,6.0,11.0,0.0
