matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855280,11,2016-11-06 15:00:00,80,Swansea,Home,224.0,19.0,1.0,3.0,2.0,2.0,1.0,143.0,4.0,,2.0,1.0,20.0,31.0,364.0,,,19.0,18.0,9.0,3.0,1.0,2.0,,,,,,,,,,3.0,,,,,2.0,1.0,7.0,2.0,3.0,4.0,66.0,53.0,1.0,,1.0,5.0,20.0,3.0,11.0,,,2.0,3.0,2.0,1.0,10.0,,57.0,50.0,5.0,15.0,5.0,,1.0,58.0,9.0,16.0,,,2.0,2.0,,151.0,1.0,1.0,1.0,,1.0,,10.0,,,,5.0,,8.0,8.0,,2.0,120.0,67.0,42.0,,,2.0,3.0,1.0,418.0,1.0,4.0,,43.0,46.0,12.0,,,,,,121.0,121.0,2.0,28.0,21.0,37.1,,,,,20.0,0.0,110.0,,,,,,3.0,,3.0,52.0,345.0,12.0,5.0,245.0,38.0,15.0,18.0,2.0,9.0,7.0,,92.0,6.0,211.0,,,10.0,22.0,63.0,,447.0,,0.0,7.0,17.0,,21.0,0.0,606.0,6.0,7.0,9.0,2.0,12.0,0.0
855283,12,2016-11-19 15:00:00,80,Swansea,Away,108.0,9.0,1.0,6.0,5.0,2.0,1.0,102.0,3.0,1.0,5.0,5.0,14.0,16.0,204.0,,,10.0,23.0,9.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,3.0,1.0,,,,,7.0,9.0,5.0,4.0,2.0,43.0,66.0,,,1.0,9.0,15.0,,9.0,,,3.0,4.0,5.0,,14.0,2.0,60.0,40.0,9.0,50.0,27.0,,,50.0,12.0,13.0,1.0,,4.0,1.0,1.0,146.0,,,,,,,9.0,,7.0,,27.0,,20.0,20.0,3.0,6.0,58.0,66.0,20.0,10.0,,3.0,1.0,3.0,280.0,2.0,2.0,,23.0,69.0,23.0,,,,,1.0,149.0,149.0,1.0,34.0,16.0,37.3,,2.0,,,15.0,0.0,61.0,4.0,1.0,5.0,,,3.0,,2.0,56.0,192.0,9.0,4.0,145.0,24.0,50.0,6.0,2.0,12.0,10.0,,101.0,8.0,175.0,8.0,1.0,40.0,15.0,73.0,4.0,308.0,,0.0,6.0,15.0,1.0,18.0,2.0,523.0,10.0,7.0,3.0,3.0,11.0,0.0
855300,13,2016-11-26 15:00:00,80,Swansea,Home,142.0,14.0,1.0,4.0,3.0,5.0,1.0,155.0,5.0,,4.0,8.0,12.0,42.0,293.0,,1.0,13.0,33.0,21.0,5.0,2.0,4.0,,1.0,1.0,,2.0,1.0,,,,8.0,,,,,4.0,7.0,11.0,2.0,11.0,7.0,58.0,45.0,2.0,1.0,3.0,2.0,17.0,2.0,10.0,,,10.0,15.0,1.0,,7.0,1.0,70.0,70.0,2.0,33.0,16.0,,,59.0,12.0,24.0,1.0,,8.0,4.0,2.0,165.0,2.0,,1.0,1.0,1.0,,7.0,1.0,4.0,,16.0,1.0,6.0,6.0,,4.0,66.0,64.0,38.0,6.0,2.0,3.0,6.0,9.0,339.0,3.0,,1.0,30.0,87.0,41.0,,,,,,133.0,133.0,6.0,15.0,15.0,56.5,,,3.0,,17.0,0.0,82.0,1.0,,1.0,,,7.0,,3.0,86.0,267.0,6.0,9.0,161.0,29.0,33.0,16.0,10.0,30.0,20.0,,124.0,12.0,240.0,4.0,,18.0,12.0,68.0,2.0,371.0,,0.0,18.0,18.0,1.0,17.0,4.0,585.0,24.0,8.0,8.0,10.0,13.0,0.0
855309,14,2016-12-03 15:00:00,80,Swansea,Away,167.0,10.0,,1.0,1.0,2.0,,110.0,3.0,,3.0,14.0,7.0,35.0,276.0,,,15.0,14.0,12.0,1.0,,,,,,,,,,,,1.0,,,,,,10.0,15.0,13.0,,1.0,73.0,57.0,,,,1.0,21.0,1.0,19.0,,1.0,,7.0,5.0,,11.0,6.0,66.0,52.0,1.0,39.0,14.0,,1.0,48.0,17.0,11.0,,,2.0,2.0,,153.0,,,,,,,8.0,,,,14.0,,12.0,12.0,1.0,3.0,81.0,76.0,42.0,5.0,,,1.0,,349.0,6.0,1.0,,39.0,76.0,16.0,1.0,1.0,1.0,,,153.0,153.0,5.0,27.0,18.0,40.0,,,,1.0,21.0,0.0,72.0,6.0,4.0,10.0,,,,,3.0,32.0,257.0,5.0,1.0,203.0,24.0,39.0,11.0,,14.0,14.0,,66.0,6.0,190.0,,,39.0,7.0,74.0,4.0,379.0,1.0,0.0,1.0,23.0,,22.0,4.0,572.0,4.0,9.0,6.0,,14.0,0.0
855320,15,2016-12-10 15:00:00,80,Swansea,Home,167.0,16.0,2.0,10.0,8.0,,1.0,232.0,4.0,,6.0,,8.0,21.0,389.0,,,22.0,10.0,10.0,5.0,4.0,2.0,,,,,,,,,,8.0,1.0,,,,3.0,6.0,6.0,5.0,10.0,4.0,76.0,68.0,2.0,1.0,2.0,3.0,13.0,2.0,7.0,,,7.0,19.0,7.0,,9.0,2.0,43.0,42.0,3.0,19.0,4.0,,,83.0,10.0,7.0,2.0,,3.0,1.0,,183.0,2.0,1.0,2.0,1.0,1.0,,6.0,1.0,2.0,,4.0,,17.0,17.0,5.0,6.0,105.0,71.0,46.0,4.0,1.0,6.0,5.0,5.0,460.0,5.0,3.0,,99.0,103.0,43.0,,,,,1.0,145.0,145.0,10.0,22.0,28.0,61.7,,,,,13.0,0.0,113.0,1.0,1.0,2.0,1.0,,7.0,,2.0,122.0,377.0,7.0,11.0,180.0,38.0,19.0,12.0,6.0,33.0,27.0,,176.0,4.0,330.0,2.0,,10.0,9.0,44.0,1.0,477.0,,0.0,14.0,20.0,,27.0,1.0,680.0,25.0,9.0,5.0,7.0,13.0,0.0
855326,16,2016-12-14 20:00:00,80,Swansea,Away,240.0,18.0,4.0,7.0,3.0,4.0,,189.0,4.0,1.0,4.0,3.0,23.0,27.0,422.0,,,24.0,17.0,16.0,2.0,4.0,4.0,,,,1.0,1.0,,,,,4.0,,,,,,4.0,8.0,5.0,8.0,1.0,81.0,54.0,,1.0,1.0,,19.0,3.0,8.0,,,11.0,21.0,5.0,,11.0,1.0,49.0,57.0,,27.0,16.0,,1.0,61.0,8.0,8.0,,,2.0,1.0,1.0,186.0,,,,,,,9.0,1.0,2.0,,16.0,,8.0,8.0,,4.0,121.0,92.0,54.0,,1.0,2.0,4.0,4.0,497.0,4.0,5.0,,76.0,58.0,41.0,,,,,,169.0,169.0,3.0,14.0,31.0,60.5,,,,,19.0,0.0,132.0,1.0,,1.0,,,2.0,,3.0,56.0,404.0,8.0,6.0,266.0,41.0,27.0,15.0,10.0,37.0,27.0,,99.0,11.0,291.0,2.0,1.0,19.0,25.0,64.0,1.0,520.0,,0.0,9.0,25.0,,25.0,0.0,731.0,19.0,16.0,8.0,11.0,15.0,0.0
855336,17,2016-12-17 15:00:00,80,Swansea,Away,171.0,15.0,1.0,7.0,6.0,1.0,,256.0,3.0,,4.0,5.0,19.0,30.0,420.0,,,30.0,26.0,19.0,10.0,1.0,1.0,,,,,,,,,,13.0,,,,,,8.0,5.0,5.0,6.0,8.0,91.0,56.0,,,,1.0,18.0,6.0,6.0,,1.0,8.0,18.0,6.0,,12.0,,60.0,55.0,1.0,9.0,7.0,,,101.0,11.0,10.0,,,,,,192.0,,,,,,,6.0,,2.0,,7.0,,13.0,13.0,1.0,4.0,115.0,78.0,48.0,3.0,,5.0,6.0,2.0,502.0,1.0,3.0,,59.0,97.0,42.0,1.0,1.0,1.0,,,165.0,165.0,3.0,25.0,23.0,56.9,,,,,18.0,0.0,125.0,,1.0,1.0,,,6.0,,3.0,115.0,406.0,9.0,11.0,188.0,47.0,9.0,16.0,7.0,31.0,24.0,,180.0,2.0,366.0,2.0,1.0,16.0,22.0,65.0,3.0,523.0,,0.0,14.0,17.0,1.0,31.0,0.0,724.0,23.0,14.0,11.0,8.0,11.0,0.0
855350,18,2016-12-26 15:00:00,80,Swansea,Home,224.0,15.0,3.0,6.0,3.0,1.0,,209.0,2.0,,4.0,2.0,15.0,34.0,427.0,,,19.0,31.0,16.0,9.0,1.0,2.0,,,,1.0,1.0,,,,,11.0,,,,,,2.0,11.0,3.0,10.0,4.0,75.0,62.0,1.0,1.0,,1.0,22.0,1.0,11.0,,,8.0,12.0,6.0,,16.0,2.0,69.0,50.0,1.0,17.0,9.0,1.0,,77.0,10.0,12.0,,,2.0,2.0,1.0,196.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,9.0,,10.0,10.0,,4.0,123.0,77.0,48.0,4.0,,4.0,7.0,7.0,496.0,3.0,5.0,,69.0,79.0,40.0,,,,,,149.0,149.0,3.0,26.0,28.0,56.2,,,,1.0,22.0,0.0,121.0,2.0,1.0,3.0,,,6.0,,3.0,77.0,409.0,5.0,11.0,235.0,27.0,17.0,10.0,6.0,26.0,20.0,,128.0,4.0,306.0,1.0,,15.0,16.0,67.0,2.0,515.0,,0.0,14.0,17.0,,23.0,0.0,706.0,23.0,10.0,6.0,8.0,13.0,0.0
855360,19,2016-12-31 15:00:00,80,Swansea,Home,157.0,18.0,2.0,9.0,7.0,5.0,,222.0,4.0,,6.0,3.0,13.0,35.0,370.0,,,18.0,17.0,19.0,7.0,2.0,3.0,,,,,,,1.0,,,8.0,,,,,3.0,11.0,6.0,5.0,7.0,7.0,81.0,58.0,,,,4.0,15.0,4.0,10.0,,,4.0,17.0,7.0,,9.0,3.0,57.0,49.0,4.0,21.0,8.0,1.0,2.0,75.0,14.0,8.0,,1.0,3.0,2.0,,186.0,,,,,,,5.0,,,,8.0,,11.0,11.0,,6.0,99.0,70.0,52.0,3.0,,4.0,5.0,5.0,433.0,,2.0,,64.0,89.0,42.0,,,,,,136.0,136.0,3.0,22.0,25.0,45.1,,,,,15.0,0.0,85.0,2.0,1.0,4.0,,,5.0,,3.0,105.0,356.0,6.0,9.0,180.0,30.0,21.0,16.0,4.0,30.0,26.0,,149.0,5.0,301.0,,,22.0,14.0,63.0,1.0,451.0,,0.0,14.0,14.0,,20.0,2.0,648.0,23.0,12.0,9.0,4.0,11.0,0.0
855363,20,2017-01-03 20:00:00,80,Swansea,Away,167.0,18.0,1.0,5.0,4.0,,2.0,215.0,3.0,,2.0,9.0,12.0,48.0,377.0,,2.0,26.0,11.0,23.0,5.0,2.0,1.0,1.0,,,,,,,,,8.0,,,,,2.0,4.0,4.0,3.0,7.0,4.0,85.0,52.0,2.0,2.0,,2.0,13.0,2.0,4.0,,,5.0,11.0,2.0,1.0,11.0,1.0,46.0,57.0,2.0,48.0,31.0,,,72.0,14.0,13.0,,,2.0,2.0,,167.0,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,2.0,,31.0,,8.0,8.0,,2.0,107.0,83.0,56.0,4.0,,4.0,5.0,4.0,455.0,2.0,2.0,,61.0,100.0,29.0,,,,,,148.0,148.0,4.0,24.0,18.0,52.9,,,,,13.0,0.0,118.0,1.0,1.0,2.0,1.0,1.0,5.0,,3.0,108.0,361.0,7.0,9.0,198.0,34.0,48.0,15.0,3.0,18.0,15.0,1.0,155.0,1.0,297.0,3.0,,28.0,15.0,83.0,1.0,477.0,,0.0,11.0,12.0,2.0,30.0,1.0,689.0,16.0,11.0,9.0,5.0,9.0,0.0
