matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855174,1,2016-08-13 15:00:00,80,Swansea,Away,154.0,13.0,2.0,12.0,10.0,5.0,1.0,155.0,6.0,1.0,5.0,6.0,15.0,32.0,297.0,,,11.0,20.0,32.0,12.0,1.0,2.0,,,,1.0,1.0,,,,,13.0,,,,,1.0,6.0,6.0,4.0,11.0,6.0,54.0,68.0,1.0,1.0,1.0,3.0,17.0,2.0,6.0,,,4.0,16.0,7.0,,11.0,3.0,53.0,69.0,3.0,34.0,22.0,,,39.0,14.0,10.0,,,4.0,2.0,1.0,165.0,,,,,,,9.0,1.0,2.0,,24.0,,22.0,22.0,1.0,5.0,82.0,85.0,57.0,7.0,1.0,4.0,9.0,9.0,359.0,2.0,5.0,,51.0,68.0,32.0,,,,,,137.0,137.0,1.0,31.0,27.0,52.5,,,,2.0,17.0,0.0,82.0,1.0,2.0,3.0,,,6.0,,3.0,59.0,278.0,11.0,13.0,184.0,29.0,49.0,11.0,3.0,28.0,25.0,,84.0,14.0,227.0,3.0,1.0,21.0,16.0,58.0,2.0,383.0,1.0,0.0,17.0,19.0,,13.0,2.0,613.0,22.0,12.0,8.0,4.0,16.0,0.0
855187,2,2016-08-20 15:00:00,80,Swansea,Home,180.0,13.0,3.0,13.0,10.0,2.0,,311.0,2.0,,7.0,1.0,29.0,19.0,478.0,,,14.0,15.0,23.0,17.0,1.0,2.0,1.0,,,1.0,1.0,,,,,18.0,,,,,1.0,6.0,9.0,3.0,9.0,14.0,73.0,79.0,,,,,18.0,7.0,4.0,,,8.0,22.0,5.0,,18.0,,53.0,60.0,,15.0,11.0,,,72.0,7.0,10.0,,,5.0,5.0,1.0,191.0,,,,,,,2.0,,,,12.0,1.0,19.0,19.0,,7.0,149.0,76.0,51.0,3.0,,12.0,6.0,3.0,547.0,5.0,5.0,,69.0,126.0,47.0,,,,,,160.0,160.0,7.0,15.0,49.0,56.6,,,,,18.0,0.0,150.0,2.0,,2.0,,1.0,13.0,,3.0,156.0,462.0,9.0,18.0,188.0,25.0,17.0,19.0,6.0,38.0,32.0,1.0,206.0,11.0,413.0,,,7.0,31.0,30.0,,563.0,,0.0,23.0,17.0,,16.0,0.0,800.0,39.0,16.0,10.0,8.0,15.0,0.0
855196,3,2016-08-27 15:00:00,80,Swansea,Away,162.0,12.0,2.0,5.0,3.0,3.0,,103.0,8.0,1.0,6.0,5.0,14.0,30.0,260.0,,,21.0,21.0,17.0,7.0,1.0,1.0,,,,,,,,,,8.0,,,,,,5.0,8.0,5.0,4.0,5.0,36.0,61.0,,,,3.0,19.0,1.0,11.0,,,6.0,12.0,5.0,,11.0,3.0,55.0,65.0,3.0,32.0,14.0,,,47.0,10.0,13.0,,,3.0,1.0,,156.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,1.0,15.0,,10.0,10.0,1.0,6.0,78.0,70.0,34.0,4.0,1.0,5.0,4.0,3.0,330.0,2.0,3.0,,29.0,56.0,31.0,,1.0,1.0,1.0,,155.0,155.0,2.0,23.0,28.0,47.8,,,,1.0,19.0,0.0,93.0,2.0,2.0,4.0,,,5.0,,3.0,48.0,239.0,10.0,9.0,199.0,33.0,37.0,18.0,5.0,23.0,18.0,,86.0,8.0,187.0,1.0,1.0,32.0,14.0,71.0,1.0,363.0,,0.0,9.0,21.0,,26.0,2.0,583.0,24.0,10.0,14.0,6.0,13.0,0.0
855210,4,2016-09-11 16:00:00,80,Swansea,Home,149.0,16.0,,2.0,2.0,4.0,,166.0,8.0,4.0,5.0,7.0,17.0,35.0,313.0,,,22.0,17.0,15.0,2.0,,,,,,,,,,,1.0,5.0,1.0,,,,,14.0,18.0,10.0,3.0,3.0,52.0,53.0,,,2.0,2.0,29.0,2.0,9.0,,,1.0,9.0,4.0,,14.0,3.0,59.0,47.0,2.0,16.0,7.0,,,53.0,17.0,9.0,1.0,,2.0,1.0,,141.0,,,,,,,11.0,1.0,1.0,,8.0,,10.0,10.0,,5.0,118.0,76.0,45.0,11.0,1.0,1.0,1.0,2.0,374.0,9.0,,,58.0,65.0,21.0,,,,,1.0,131.0,131.0,2.0,21.0,23.0,44.9,,2.0,1.0,2.0,29.0,0.0,88.0,4.0,1.0,5.0,,,2.0,,2.0,55.0,296.0,18.0,2.0,168.0,24.0,18.0,9.0,1.0,15.0,14.0,,97.0,10.0,246.0,1.0,4.0,28.0,17.0,68.0,,399.0,,0.0,6.0,19.0,,24.0,3.0,582.0,15.0,12.0,5.0,1.0,13.0,0.0
855218,5,2016-09-18 14:15:00,80,Swansea,Away,147.0,15.0,,6.0,6.0,3.0,1.0,174.0,6.0,1.0,5.0,10.0,15.0,27.0,315.0,,,14.0,18.0,19.0,8.0,,,,,,,,,,,,8.0,,,,,1.0,3.0,13.0,6.0,6.0,3.0,57.0,59.0,,,,4.0,17.0,1.0,8.0,,,1.0,8.0,7.0,,6.0,3.0,44.0,52.0,4.0,21.0,11.0,,,57.0,9.0,13.0,,,2.0,2.0,,159.0,,,,,,,9.0,,4.0,,16.0,,8.0,8.0,1.0,5.0,91.0,77.0,38.0,7.0,,4.0,4.0,3.0,369.0,4.0,3.0,,34.0,61.0,21.0,,,,,,122.0,122.0,,28.0,21.0,47.0,,,,2.0,17.0,0.0,95.0,2.0,3.0,5.0,,,5.0,1.0,3.0,76.0,294.0,7.0,8.0,166.0,25.0,30.0,12.0,1.0,18.0,17.0,,110.0,11.0,254.0,4.0,1.0,36.0,18.0,69.0,1.0,402.0,,0.0,9.0,14.0,,18.0,1.0,581.0,18.0,4.0,7.0,1.0,5.0,0.0
855230,6,2016-09-24 15:00:00,80,Swansea,Home,170.0,27.0,,11.0,11.0,4.0,1.0,145.0,9.0,4.0,6.0,12.0,21.0,35.0,304.0,,,14.0,10.0,10.0,10.0,,1.0,,,,1.0,1.0,,,,,10.0,,,,,1.0,10.0,11.0,7.0,9.0,4.0,44.0,64.0,1.0,1.0,,3.0,17.0,1.0,17.0,,,2.0,10.0,8.0,,6.0,,53.0,44.0,3.0,18.0,12.0,,,47.0,15.0,9.0,1.0,,4.0,2.0,1.0,149.0,1.0,,1.0,1.0,,,15.0,1.0,,,14.0,,21.0,21.0,5.0,6.0,113.0,65.0,41.0,7.0,,7.0,4.0,5.0,364.0,6.0,3.0,,41.0,42.0,27.0,1.0,1.0,1.0,,,130.0,130.0,3.0,33.0,22.0,41.6,,,,,17.0,0.0,85.0,,1.0,1.0,1.0,,7.0,1.0,3.0,60.0,285.0,8.0,11.0,198.0,43.0,21.0,17.0,2.0,22.0,20.0,,93.0,8.0,215.0,,4.0,29.0,24.0,64.0,1.0,391.0,,0.0,13.0,13.0,,16.0,2.0,580.0,27.0,15.0,12.0,2.0,8.0,0.0
855238,7,2016-10-01 12:30:00,80,Swansea,Home,161.0,15.0,1.0,4.0,3.0,6.0,,149.0,9.0,,8.0,7.0,13.0,30.0,306.0,,1.0,20.0,16.0,17.0,4.0,,1.0,,,,1.0,1.0,,,,,5.0,,,,,1.0,6.0,10.0,8.0,6.0,2.0,52.0,67.0,3.0,4.0,1.0,5.0,26.0,1.0,19.0,,,3.0,9.0,4.0,,14.0,4.0,64.0,57.0,5.0,28.0,19.0,,1.0,49.0,11.0,8.0,,,1.0,,1.0,168.0,,,,,,,10.0,,1.0,,21.0,,17.0,17.0,5.0,8.0,89.0,74.0,44.0,10.0,1.0,2.0,2.0,3.0,381.0,9.0,1.0,,44.0,83.0,20.0,1.0,1.0,1.0,,,146.0,146.0,7.0,33.0,15.0,40.6,,3.0,,1.0,26.0,0.0,97.0,1.0,3.0,5.0,1.0,,4.0,,3.0,57.0,288.0,11.0,4.0,197.0,29.0,35.0,14.0,3.0,16.0,13.0,,93.0,16.0,225.0,1.0,,35.0,16.0,68.0,1.0,406.0,,0.0,8.0,22.0,1.0,24.0,2.0,625.0,12.0,10.0,10.0,3.0,16.0,0.0
855243,8,2016-10-15 15:00:00,80,Swansea,Away,200.0,16.0,3.0,8.0,5.0,3.0,,226.0,5.0,,8.0,6.0,18.0,22.0,418.0,,,11.0,12.0,10.0,6.0,2.0,3.0,,,,,,,,,,9.0,,,,,1.0,6.0,10.0,6.0,9.0,4.0,72.0,82.0,4.0,3.0,1.0,,24.0,2.0,18.0,,,6.0,8.0,8.0,,14.0,2.0,57.0,47.0,,19.0,13.0,1.0,2.0,59.0,10.0,7.0,1.0,,2.0,1.0,,181.0,1.0,,1.0,1.0,,,9.0,2.0,3.0,,13.0,,18.0,18.0,2.0,9.0,141.0,86.0,53.0,5.0,,4.0,5.0,6.0,494.0,3.0,3.0,,45.0,110.0,28.0,,,,,,160.0,160.0,4.0,42.0,24.0,51.3,,,,,24.0,0.0,131.0,3.0,,3.0,,,5.0,,3.0,100.0,395.0,10.0,9.0,232.0,34.0,21.0,8.0,5.0,22.0,17.0,,139.0,10.0,315.0,3.0,,25.0,21.0,61.0,2.0,525.0,1.0,0.0,13.0,26.0,1.0,13.0,1.0,724.0,26.0,14.0,5.0,6.0,21.0,0.0
855260,9,2016-10-22 15:00:00,80,Swansea,Home,160.0,12.0,2.0,7.0,5.0,4.0,1.0,195.0,4.0,,2.0,10.0,12.0,30.0,348.0,,,15.0,15.0,19.0,9.0,1.0,,,,,,,,,,,10.0,,,1.0,,1.0,7.0,5.0,5.0,4.0,7.0,55.0,78.0,2.0,2.0,,3.0,18.0,3.0,5.0,,,7.0,13.0,5.0,,10.0,,48.0,54.0,3.0,33.0,19.0,,,65.0,15.0,14.0,,,2.0,1.0,,165.0,,,,,,,6.0,,,1.0,19.0,1.0,20.0,20.0,,2.0,116.0,71.0,42.0,2.0,,3.0,7.0,5.0,415.0,5.0,3.0,,67.0,74.0,31.0,,,,,,149.0,149.0,9.0,38.0,28.0,53.8,1.0,,,,18.0,0.0,107.0,,2.0,2.0,,,3.0,,1.0,107.0,327.0,11.0,10.0,186.0,23.0,36.0,12.0,5.0,24.0,19.0,,152.0,10.0,281.0,,,28.0,13.0,60.0,1.0,443.0,,0.0,11.0,15.0,,16.0,2.0,660.0,23.0,17.0,7.0,7.0,11.0,0.0
855267,10,2016-10-31 20:00:00,80,Swansea,Away,203.0,17.0,3.0,7.0,4.0,3.0,,151.0,7.0,1.0,5.0,1.0,14.0,34.0,347.0,,2.0,20.0,16.0,27.0,8.0,3.0,3.0,,,,,,1.0,,,,11.0,,,,,,5.0,11.0,7.0,8.0,6.0,69.0,66.0,1.0,,1.0,,21.0,4.0,8.0,,1.0,4.0,3.0,7.0,,16.0,1.0,59.0,52.0,,33.0,21.0,,2.0,55.0,14.0,7.0,,,1.0,1.0,,156.0,1.0,,1.0,1.0,,,12.0,1.0,,,21.0,1.0,14.0,14.0,1.0,5.0,93.0,81.0,50.0,6.0,1.0,3.0,9.0,6.0,410.0,5.0,2.0,1.0,47.0,53.0,23.0,,,,,,140.0,140.0,4.0,26.0,30.0,54.4,,,,,21.0,0.0,117.0,2.0,,2.0,1.0,,4.0,,3.0,67.0,328.0,11.0,12.0,229.0,33.0,33.0,10.0,4.0,15.0,11.0,,102.0,7.0,221.0,,2.0,17.0,19.0,73.0,1.0,435.0,,0.0,14.0,14.0,2.0,24.0,0.0,639.0,21.0,16.0,5.0,4.0,11.0,0.0
