playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,throughBalls,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,penaltiesConceded,successfulLaunches,blocks,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,unsuccessfulLaunches,overruns,throwInsToOppositionPlayer,lastPlayerTackle,headedGoals,expectedGoalsFreekick,unsuccessfulLayoffs,freekickTotal,attemptsFromSetPieces,secondGoalAssists,successfulCornersIntoBox,redCards2ndYellow,ownGoalScored,clearancesOffTheLine,penaltiesTaken,leftFootGoals,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
233425,Aaron Connolly,Forward,Brighton,36,Ireland,2020-21,52.0,0.0902,30.0,0.0,4.0,9.0,2.5972,6.0,19.0,19.0,17.0,1.0,6.0,1.0,17.0,9.0,20.0,2.0,92.0,2.0,8.0,1.0,1.0,8.0,38.0,2.0,5.0,790.0,5.0,31.0,34.0,1.0,5.0,27.0,72.0,37.0,1.0,9.5025,5.0,1.0,17.0,3.0,21.0,27.0,16.0,0.0,86.0,4.0,1.0,12.0,12.0,17.0,2.0,2.0,3.0,6.0,50.0,16.0,2.0,14.0,3.0,48.0,7.0,0.0,87.0,10.0,5.0,63.0,3.0,5.0,23.0,6.0,30.0,204.0,8.0,1.0,22.0,1.0,1.0,3.9741,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39155,Adam Lallana,Midfielder,Brighton,36,England,2020-21,97.0,2.5814,60.0,0.0,8.0,5.0,1.2261,28.0,14.0,116.0,30.0,1.0,18.0,,29.0,16.0,138.0,9.0,923.0,1.0,3.0,0.0,5.0,14.0,37.0,,4.0,1588.0,4.0,27.0,76.0,1.0,29.0,66.0,767.0,61.0,3.0,14.576,24.0,12.0,18.0,3.0,70.0,239.0,20.0,0.0,173.0,15.0,1.0,249.0,117.0,30.0,,1.0,15.0,10.0,447.0,17.0,10.0,25.0,3.0,136.0,10.0,0.0,907.0,9.0,8.0,201.0,13.0,18.0,258.0,18.0,177.0,1166.0,9.0,5.0,340.0,8.0,3.0,1.602,0.0,22.0,32.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,15.0,1.0,18.0,5.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110735,Adam Webster,Defender,Brighton,36,England,2020-21,95.0,0.5918,61.0,0.0,3.0,7.0,1.4807,29.0,22.0,224.0,29.0,,,,36.0,29.0,351.0,1.0,1838.0,1.0,1.0,0.0,1.0,,131.0,2.0,4.0,2595.0,4.0,54.0,138.0,2.0,31.0,61.0,1387.0,34.0,6.0,29.0114,5.0,84.0,35.0,2.0,41.0,480.0,15.0,0.0,233.0,13.0,1.0,788.0,146.0,29.0,2.0,,13.0,,535.0,33.0,1.0,6.0,2.0,102.0,77.0,0.0,1805.0,15.0,5.0,393.0,16.0,17.0,462.0,24.0,108.0,2188.0,1.0,1.0,952.0,9.0,,1.9856,4.0,127.0,115.0,,,,9.0,,,11.0,16.0,47.0,,100.0,21.0,3.0,41.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
243016,Alexis Mac Allister,Midfielder,Brighton,36,Argentina,2020-21,90.0,1.7377,44.0,0.0,13.0,3.0,0.3144,26.0,11.0,65.0,21.0,1.0,14.0,,24.0,13.0,76.0,8.0,396.0,1.0,,1.0,9.0,8.0,28.0,2.0,,1116.0,,20.0,64.0,,32.0,56.0,304.0,34.0,,10.5352,14.0,2.0,14.0,4.0,70.0,143.0,15.0,0.0,154.0,21.0,0.0,103.0,67.0,21.0,2.0,1.0,14.0,10.0,208.0,14.0,11.0,26.0,4.0,126.0,8.0,0.0,388.0,8.0,11.0,148.0,12.0,16.0,74.0,19.0,76.0,616.0,8.0,9.0,112.0,12.0,1.0,1.2791,1.0,11.0,16.0,,3.0,1.0,2.0,,,,4.0,9.0,,16.0,,,2.0,4.0,,,,0.06,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
165210,Alireza Jahanbakhsh,Forward,Brighton,36,Iran,2020-21,41.0,2.3339,26.0,0.0,8.0,3.0,0.5472,9.0,10.0,48.0,21.0,1.0,9.0,,12.0,6.0,52.0,23.0,232.0,,,0.0,4.0,15.0,16.0,1.0,2.0,523.0,2.0,11.0,29.0,,19.0,24.0,173.0,30.0,1.0,8.3403,9.0,1.0,9.0,4.0,30.0,42.0,4.0,0.0,70.0,8.0,0.0,46.0,25.0,21.0,1.0,,2.0,6.0,145.0,9.0,25.0,13.0,4.0,54.0,5.0,0.0,230.0,7.0,13.0,103.0,7.0,11.0,83.0,7.0,61.0,362.0,6.0,4.0,40.0,6.0,,1.5842,3.0,4.0,4.0,4.0,2.0,2.0,,5.0,,,,8.0,1.0,7.0,3.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
204676,Andi Zeqiri,Forward,Brighton,36,Switzerland,2020-21,8.0,0.102,3.0,0.0,3.0,2.0,0.1633,3.0,4.0,15.0,9.0,,1.0,,,,18.0,4.0,38.0,,,0.0,1.0,9.0,6.0,,2.0,165.0,2.0,4.0,8.0,1.0,3.0,6.0,20.0,15.0,,1.1815,1.0,2.0,2.0,2.0,4.0,5.0,2.0,0.0,16.0,1.0,0.0,14.0,7.0,9.0,,,1.0,,17.0,1.0,5.0,1.0,2.0,10.0,2.0,0.0,38.0,2.0,2.0,33.0,2.0,1.0,6.0,2.0,13.0,74.0,,1.0,4.0,1.0,,0.7291,0.0,3.0,4.0,1.0,,,,1.0,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
198869,Ben White,Defender,Brighton,36,England,2020-21,130.0,2.227,84.0,1.0,6.0,1.0,0.0701,49.0,4.0,174.0,36.0,,4.0,,46.0,36.0,294.0,21.0,1747.0,,1.0,0.0,1.0,,99.0,,1.0,3194.0,1.0,50.0,131.0,2.0,42.0,82.0,1369.0,22.0,6.0,33.8346,8.0,50.0,44.0,5.0,80.0,236.0,9.0,0.0,261.0,24.0,0.0,700.0,186.0,36.0,,,23.0,8.0,541.0,42.0,21.0,18.0,5.0,162.0,49.0,0.0,1715.0,3.0,8.0,370.0,26.0,24.0,615.0,30.0,196.0,2179.0,4.0,1.0,913.0,18.0,,0.5199,3.0,120.0,99.0,1.0,1.0,,11.0,1.0,,3.0,22.0,62.0,,84.0,37.0,,44.0,8.0,5.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
108813,Christian Walton,Goalkeeper,Brighton,36,England,2020-21,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78916,Dan Burn,Defender,Brighton,36,England,2020-21,117.0,0.988,69.0,0.0,3.0,6.0,0.8334,50.0,14.0,202.0,27.0,,1.0,,27.0,23.0,268.0,30.0,1100.0,1.0,4.0,0.0,2.0,4.0,139.0,1.0,4.0,2059.0,4.0,43.0,163.0,1.0,47.0,67.0,801.0,41.0,3.0,21.3485,10.0,71.0,28.0,1.0,74.0,404.0,6.0,1.0,280.0,23.0,1.0,409.0,109.0,27.0,1.0,1.0,24.0,8.0,390.0,27.0,30.0,17.0,1.0,141.0,96.0,0.0,1088.0,8.0,14.0,372.0,26.0,12.0,93.0,35.0,194.0,1595.0,3.0,2.0,449.0,15.0,2.0,1.522,5.0,66.0,75.0,7.0,,,6.0,7.0,1.0,4.0,7.0,31.0,,31.0,115.0,,34.0,1.0,24.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Brighton,36,England,2020-21,100.0,1.4421,53.0,0.0,9.0,15.0,6.5564,12.0,26.0,46.0,24.0,1.0,12.0,2.0,18.0,17.0,49.0,3.0,258.0,6.0,5.0,2.0,2.0,7.0,66.0,,9.0,1546.0,9.0,44.0,68.0,1.0,23.0,46.0,206.0,93.0,1.0,15.9894,21.0,12.0,18.0,7.0,56.0,85.0,17.0,0.0,168.0,17.0,4.0,44.0,31.0,24.0,,3.0,6.0,15.0,172.0,17.0,3.0,28.0,7.0,102.0,22.0,0.0,256.0,11.0,8.0,133.0,6.0,18.0,57.0,19.0,72.0,501.0,10.0,2.0,37.0,7.0,1.0,6.9509,0.0,3.0,10.0,,1.0,,2.0,,,,,7.0,,3.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,
