playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,offsides,oboxBlocked,cleanSheets,goalsConcededOutsideBox,throwInsToOppositionPlayer,ownGoalScored,successfulLaunches,shotsBlockedInBox,lastPlayerTackle,iboxBlocked,blocks,shotsBlockedOutsideBox,throughBalls,setPiecesGoals,successfulCornersIntoBox,otherGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,penaltyGoals,foulWonPenalty,leftFootGoals,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,secondGoalAssists,savesMadeCaught,drops
39155,Adam Lallana,Midfielder,Brighton,36,England,2022-23,36.0,2.0,1.219,10.0,0.0,5.0,1.0625,9.0,8.0,50.0,16.0,1.0,9.0,7.0,12.0,52.0,1.0,310.0,2.0,2.0,4.0,1.0,17.0,2.0,3.0,728.0,3.0,3.0,9.0,28.0,11.0,20.0,256.0,36.0,3.0,9.6929,13.0,1.0,10.0,27.0,74.0,7.0,0.0,64.0,6.0,0.0,67.0,25.0,16.0,1.0,5.0,3.0,166.0,10.0,1.0,1.0,14.0,47.0,8.0,0.0,301.0,3.0,2.0,84.0,4.0,4.0,87.0,2.0,2.0,2.0,82.0,395.0,2.0,12.0,1.0,94.0,2.0,0.8746,0.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110735,Adam Webster,Defender,Brighton,36,England,2022-23,54.0,1.0,0.4474,34.0,0.0,2.0,0.1586,22.0,16.0,131.0,27.0,,1.0,24.0,23.0,191.0,1.0,1676.0,,,4.0,,87.0,1.0,2.0,1988.0,2.0,,27.0,91.0,21.0,31.0,1402.0,27.0,3.0,20.761,6.0,51.0,27.0,27.0,391.0,6.0,0.0,145.0,11.0,,667.0,143.0,27.0,,10.0,4.0,545.0,23.0,,1.0,9.0,58.0,60.0,0.0,1648.0,14.0,1.0,221.0,12.0,3.0,532.0,10.0,19.0,83.0,86.0,1908.0,28.0,6.0,17.0,941.0,4.0,1.6987,2.0,60.0,66.0,2.0,1.0,1.0,8.0,4.0,7.0,1.0,6.0,1.0,1.0,1.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243016,Alexis Mac Allister,Midfielder,Brighton,36,Argentina,2022-23,146.0,3.0,4.3765,83.0,0.0,34.0,10.6989,70.0,66.0,199.0,35.0,2.0,55.0,39.0,31.0,230.0,15.0,1803.0,10.0,3.0,4.0,12.0,41.0,8.0,9.0,2886.0,9.0,2.0,16.0,196.0,67.0,171.0,1508.0,66.0,6.0,35.6573,45.0,10.0,45.0,130.0,565.0,57.0,3.0,342.0,24.0,7.0,454.0,213.0,35.0,8.0,31.0,21.0,919.0,40.0,1.0,21.0,57.0,301.0,25.0,0.0,1767.0,32.0,16.0,364.0,39.0,44.0,479.0,35.0,22.0,65.0,305.0,2323.0,5.0,4.0,6.0,662.0,24.0,12.0236,8.0,31.0,54.0,20.0,,13.0,7.0,5.0,,1.0,2.0,7.0,,7.0,2.0,13.0,15.0,1.0,5.0,1.0,8.0,8.0,6.0,1.0,1.0,0.4268,2.0,15.0,6.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,
513834,Andrew Moran,Midfielder,Brighton,36,Ireland,2022-23,,,,,0.0,,,,,1.0,1.0,,,,,1.0,,2.0,,,1.0,,,,,11.0,,,,,1.0,,1.0,,1.0,0.9654,,,1.0,,1.0,,0.0,,1.0,,,,1.0,,,,,1.0,,,,,,0.0,1.0,,,3.0,,,,,,,1.0,6.0,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243568,Billy Gilmour,Midfielder,Brighton,36,Scotland,2022-23,25.0,,0.8159,12.0,0.0,1.0,0.1585,5.0,3.0,29.0,14.0,1.0,6.0,8.0,7.0,39.0,2.0,403.0,,,7.0,,10.0,,1.0,508.0,1.0,,5.0,15.0,6.0,10.0,347.0,4.0,,7.5221,1.0,5.0,8.0,20.0,110.0,3.0,0.0,40.0,3.0,,99.0,35.0,14.0,,3.0,2.0,174.0,8.0,,2.0,7.0,30.0,5.0,0.0,401.0,2.0,1.0,57.0,2.0,2.0,105.0,8.0,6.0,17.0,89.0,462.0,,5.0,3.0,190.0,5.0,0.5234,1.0,10.0,14.0,3.0,,2.0,1.0,,,,,1.0,,1.0,2.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
491598,Cameron Peupion,Midfielder,Brighton,36,Australia,2022-23,,,0.0006,1.0,0.0,,,,,1.0,1.0,,,,,1.0,,4.0,,,1.0,,1.0,,,5.0,,,,1.0,,,3.0,1.0,,1.7304,,,2.0,,,,0.0,1.0,,,1.0,,1.0,,,,3.0,2.0,,,,,1.0,0.0,4.0,,,2.0,,,1.0,,,,2.0,6.0,,,,,,0.0603,0.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Brighton,36,England,2022-23,101.0,,1.6677,49.0,0.0,23.0,5.5928,14.0,49.0,63.0,31.0,3.0,23.0,16.0,21.0,67.0,,439.0,6.0,1.0,10.0,,60.0,,13.0,1856.0,13.0,5.0,28.0,88.0,29.0,56.0,369.0,119.0,4.0,23.3672,27.0,20.0,28.0,73.0,107.0,18.0,0.0,189.0,22.0,5.0,81.0,37.0,31.0,2.0,7.0,18.0,270.0,25.0,3.0,,41.0,129.0,32.0,0.0,416.0,26.0,12.0,171.0,7.0,24.0,107.0,25.0,5.0,3.0,144.0,757.0,1.0,14.0,,102.0,13.0,9.3697,0.0,4.0,10.0,13.0,5.0,3.0,3.0,3.0,,,,10.0,,10.0,2.0,3.0,6.0,,,,1.0,1.0,,1.0,1.0,0.0702,1.0,4.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
450434,Deniz Undav,Forward,Brighton,36,Germany,2022-23,37.0,,1.1323,21.0,0.0,12.0,2.9621,7.0,19.0,38.0,22.0,,20.0,11.0,6.0,40.0,1.0,162.0,5.0,3.0,16.0,,12.0,,5.0,619.0,5.0,,7.0,20.0,7.0,15.0,118.0,45.0,1.0,5.8721,8.0,1.0,9.0,30.0,49.0,4.0,1.0,57.0,3.0,2.0,36.0,21.0,22.0,2.0,3.0,2.0,83.0,9.0,,1.0,10.0,45.0,5.0,0.0,158.0,7.0,6.0,65.0,4.0,4.0,33.0,15.0,,4.0,44.0,248.0,,6.0,,39.0,6.0,4.7287,2.0,2.0,9.0,8.0,7.0,1.0,,,,1.0,,7.0,,7.0,1.0,1.0,3.0,,,,,,,2.0,1.0,,,2.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,
448496,Ed Turns,Defender,Brighton,36,Wales,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487117,Evan Ferguson,Forward,Brighton,36,Ireland,2022-23,54.0,,0.5469,38.0,0.0,17.0,6.3194,6.0,28.0,38.0,19.0,2.0,17.0,13.0,10.0,42.0,2.0,222.0,6.0,3.0,9.0,,24.0,,8.0,951.0,8.0,4.0,15.0,34.0,13.0,25.0,178.0,42.0,,9.2249,9.0,6.0,12.0,39.0,59.0,11.0,3.0,88.0,10.0,3.0,38.0,25.0,19.0,4.0,3.0,5.0,99.0,10.0,1.0,2.0,25.0,64.0,9.0,0.0,201.0,11.0,10.0,100.0,3.0,8.0,38.0,9.0,2.0,2.0,87.0,386.0,,9.0,2.0,81.0,5.0,5.3141,1.0,4.0,14.0,8.0,5.0,,,2.0,,,,8.0,,8.0,1.0,,1.0,,,,,,,3.0,,,1.0,3.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,
