playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,goalsConceded,totalRedCards,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,throughBalls,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,substituteOn,aerialDuels,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,putthroughBlockedDistribution,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,shotsBlockedInBox,groundDuelsLost,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,totalFoulsConceded,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,successfulCrossesOpenPlay,successfulCrossesAndCorners,putthroughBlockedDistributionWon,throwInsToOwnPlayer,hitWoodwork,overruns,goalAssists,unsuccessfulLayoffs,throwInsToOppositionPlayer,goals,awayGoals,homeGoals,rightFootGoals,headedGoals,blocks,clearancesOffTheLine,cornersTakenInclShortCorners,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,secondGoalAssists,shotsOnTargetOutsideBox,oboxTarget,handballsConceded
489639,Bart Verbruggen,Goalkeeper,Brighton,36,Netherlands,2026-27,4.5022,4.0,0.2052,5.0,0.0,20.0,4.0,1.0,0.0,1.0,1.0,65.0,23.0,3.0,1.0,3.0,8.0,3.0,4.0,19.0,126.0,12.0,1.0,0.0,14.0,112.0,21.0,3.0,1.0,1.0,41.0,17.0,270.0,139.0,1.0,1.0,1.0,13.0,99.0,90.0,4.0,0.0,19.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647850,Charalampos Kostoulas,Forward,Brighton,36,Greece,2026-27,4.5022,,0.0461,5.0,0.0,13.0,,2.0,0.0,35.0,,10.0,11.0,3.0,,3.0,28.0,2.0,4.0,11.0,51.0,,21.0,0.0,,49.0,27.0,,,,11.0,2.0,196.0,91.0,16.0,1.0,8.0,,12.0,38.0,,0.0,,3.0,19.0,2.0,2.0,0.5015,2.0,4.0,11.0,5.0,2.0,2.0,1.0,1.0,14.0,2.0,2.0,6.0,2.0,6.0,1.0,3.0,1.0,13.0,1.0,4.0,2.0,10.0,1.0,8.0,2.0,1.0,1.0,4.0,2.0,1.0,17.0,1.0,1.0,1.0,0.779,,,,,,,,,,,,,,,,,,,,,,,,
592984,Chema Andrés,Midfielder,Brighton,36,Spain,2026-27,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451490,Costinha,Defender,Brighton,36,Portugal,2026-27,,,0.1618,,0.0,4.0,,2.0,0.0,11.0,,9.0,,3.0,,3.0,20.0,,,2.0,32.0,,9.0,0.0,,31.0,7.0,,,,10.0,1.0,48.0,54.0,4.0,,4.0,,11.0,29.0,,1.0,,,7.0,,1.0,0.0273,1.0,2.0,2.0,,,,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,5.0,,1.0,,3.0,,,1.0,,1.0,1.0,2.0,1.0,9.0,,,,0.1245,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
514254,Diego Gómez,Midfielder,Brighton,36,Paraguay,2026-27,4.5022,,0.7015,5.0,0.0,14.0,,,0.0,44.0,,27.0,7.0,3.0,,3.0,53.0,3.0,4.0,22.0,93.0,,25.0,0.0,,93.0,46.0,,,,27.0,4.0,266.0,158.0,19.0,1.0,9.0,,20.0,67.0,,0.0,1.0,2.0,25.0,2.0,4.0,1.1897,8.0,10.0,22.0,4.0,6.0,2.0,2.0,,19.0,4.0,4.0,9.0,8.0,18.0,4.0,2.0,,16.0,3.0,4.0,6.0,11.0,,10.0,6.0,5.0,5.0,1.0,4.0,3.0,25.0,1.0,2.0,2.0,0.6512,2.0,2.0,3.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
231416,Ferdi Kadioglu,Defender,Brighton,36,Turkey,2026-27,4.5022,2.0,0.0235,5.0,0.0,28.0,,2.0,0.0,8.0,,28.0,4.0,2.0,,2.0,39.0,2.0,4.0,9.0,89.0,,6.0,0.0,,88.0,14.0,,,,23.0,5.0,168.0,115.0,3.0,1.0,3.0,2.0,41.0,75.0,,0.0,2.0,4.0,5.0,1.0,1.0,0.0664,1.0,2.0,7.0,3.0,3.0,,1.0,,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,,3.0,,1.0,3.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,10.0,1.0,1.0,1.0,0.0799,,,,9.0,,,,,1.0,,,,,,,,,,,,,,,
463067,Georginio Rutter,Forward,Brighton,36,France,2026-27,,,0.4434,,0.0,4.0,,1.0,0.0,9.0,,3.0,4.0,1.0,,1.0,6.0,1.0,,5.0,12.0,,9.0,0.0,,12.0,13.0,,1.0,,4.0,,90.0,30.0,4.0,,4.0,,1.0,7.0,,0.0,,2.0,5.0,,,,2.0,2.0,5.0,,,2.0,,,,,,,2.0,6.0,,1.0,,5.0,,,,5.0,,,2.0,1.0,2.0,1.0,,,1.0,,,,0.0786,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
612855,Ibrahim Osman,Forward,Brighton,36,Ghana,2026-27,0.291,,0.0573,1.0,0.0,8.0,,2.0,0.0,7.0,,1.0,2.0,2.0,,2.0,13.0,,,4.0,19.0,,7.0,0.0,,19.0,12.0,,,,2.0,,28.0,33.0,4.0,1.0,4.0,,3.0,15.0,,0.0,,,3.0,,,,1.0,,4.0,,2.0,,,2.0,,,,,2.0,3.0,1.0,,,3.0,,3.0,2.0,3.0,,,,1.0,1.0,1.0,,,8.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
532529,Jack Hinshelwood,Midfielder,Brighton,36,England,2026-27,,,0.0156,,0.0,5.0,,2.0,0.0,6.0,,2.0,1.0,1.0,,1.0,8.0,1.0,,1.0,14.0,,5.0,0.0,,13.0,1.0,,,,3.0,1.0,64.0,25.0,6.0,,5.0,,5.0,12.0,,0.0,,,,1.0,2.0,1.5658,2.0,2.0,1.0,2.0,,,,,1.0,,,,1.0,5.0,1.0,,1.0,,,,,,1.0,1.0,,,2.0,1.0,,,4.0,1.0,,,1.4118,,,1.0,,,,,,,2.0,0.0,2.0,1.0,1.0,,,,,,,,,,
512123,Jaouen Hadjam,Defender,Brighton,36,Algeria,2026-27,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49262,Jason Steele,Goalkeeper,Brighton,36,England,2026-27,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
