season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025028,1,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,2.0,9.0,3.0,1.0,,2.0,,,,1.0,,,4.0,2.0,,,0.00889077,0.9211,1.548,,0.0,2.0,,,,,,,0.57,4.2,1.11,0.26,2.58,79.0,2.0,,,,,,,4.0,,,9.2,,,,,,,1.0,,,1.0,1.0,9.0,3.0,12.0,,,2,,16.0,1.0,,1.0,
2025-26,14025028,1,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025028,1,17,Nottingham_Forest,Home,981619,482973,Igor Jesus,igor-jesus,F,True,,,,2.0,,2.0,,1.0,,,,,,,,,1.0,1.0,,,0.00111194,,,1.0,0.0,,,,,,,,0.09,0.91,0.33,0.06,0.5,11.0,,,,,,,,1.0,,,6.5,,,,,,1.0,,,,,,2.0,1.0,3.0,,,0,,5.0,,,,
2025-26,14025028,1,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,3.0,,,0.00125608,,,,0.0,,,,,,,,0.17,0.72,0.46,0.05,0.56,11.0,,,,,,,,2.0,,,6.6,,,,,,1.0,,1.0,,,,2.0,,2.0,,,0,2.0,8.0,1.0,1.0,,1.0
2025-26,14025074,2,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,5.0,2.0,7.0,7.0,3.0,,,,,,1.0,,1.0,10.0,4.0,,,0.0588508,0.2259,,1.0,0.0,,,,,,1.0,,,,,,,88.0,,,,,,,,8.0,,,6.0,,,2.0,,,,,,,,1.0,10.0,2.0,12.0,,,2,,18.0,2.0,1.0,,
2025-26,14025074,2,17,Nottingham_Forest,Away,954061,,Arnaud Kalimuendo,arnaud-kalimuendo,F,True,,,,2.0,1.0,3.0,,1.0,,1.0,,,,,,,1.0,1.0,,,0.00156606,,,,0.0,,,,,,,,,,,,,19.0,,,,,,,,2.0,,,6.5,,,,,,1.0,1.0,1.0,,,,2.0,1.0,3.0,,,0,,8.0,,,,
2025-26,14025074,2,17,Nottingham_Forest,Away,981619,482973,Igor Jesus,igor-jesus,F,True,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,0.00103275,0.068,,,0.0,,,,1.0,,,,,,,,,8.0,,,,,,,,1.0,,,6.4,,,1.0,,,,,,,,,1.0,,1.0,,,1,,3.0,,,,
2025-26,14025109,3,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,1.0,7.0,1.0,1.0,,1.0,,1.0,,,,,1.0,2.0,,,0.00279518,0.4052,0.1157,,0.0,,,,,,,,,,,,,73.0,1.0,,,,,,,3.0,,,6.4,,,2.0,,,,,,,,,8.0,1.0,9.0,,,3,,15.0,1.0,1.0,,
2025-26,14025109,3,17,Nottingham_Forest,Home,954061,,Arnaud Kalimuendo,arnaud-kalimuendo,F,True,,,,3.0,1.0,4.0,,,,1.0,,,,,,,,,,,0.00347,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,,,,6.5,,,,,,,,,,,,3.0,1.0,4.0,,,0,,4.0,,,,
2025-26,14025109,3,17,Nottingham_Forest,Home,981619,482973,Igor Jesus,igor-jesus,F,True,,,,1.0,2.0,3.0,2.0,,,1.0,,,,,,,3.0,1.0,,,0.0002298,,,1.0,0.0,,,,,,,,,,,,,17.0,,,,,,,,,,,6.4,,,,,,,,,,,,1.0,2.0,3.0,,,0,1.0,5.0,,,,1.0
