season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436447,16,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436447,16,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,4.0,1.0,5.0,,,1.0,,,,,,1.0,1.0,,,,0.00091719,0.1977,0.3755,,0.0,1.0,,,,,,,13.0,1.0,,,,,5.0,,7.2,,,,,,,,,,1.0,5.0,1.0,6.0,1,,11.0,3.0,,,
2024-25,12436447,16,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,4.0,2.0,6.0,,,,,,,,,,1.0,,,,0.0110069,,,1.0,0.0,,,,,,1.0,,22.0,,,,,,3.0,,6.6,,,,,,,,,,,5.0,3.0,8.0,0,,10.0,1.0,,,
2024-25,12436447,16,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436463,17,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,5.0,6.0,11.0,7.0,5.0,1.0,,1.0,,,,1.0,10.0,6.0,,,0.00941746,0.3013,0.163,1.0,0.0,,,,,,,,89.0,2.0,1.0,,,,10.0,,6.6,,,1.0,,3.0,1.0,,,,1.0,9.0,8.0,17.0,3,,32.0,2.0,1.0,,
2024-25,12436463,17,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,0,1.0,2.0,,,,
2024-25,12436463,17,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,1.0,7.0,6.0,13.0,1.0,1.0,5.0,,,,,,,2.0,3.0,,,0.0232909,0.2128,0.8636,,0.0,1.0,,,,1.0,,,64.0,2.0,,,,,10.0,,7.4,,,,,1.0,1.0,5.0,,3.0,1.0,14.0,8.0,17.0,2,,29.0,,2.0,,
2024-25,12436463,17,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,2.0,1.0,3.0,,,1.0,,,,1.0,,,4.0,,,,0.00107528,,,2.0,0.0,,,,,,,,15.0,,,,,,4.0,,6.2,,,,,1.0,1.0,,,,1.0,3.0,1.0,4.0,0,,9.0,2.0,,,
2024-25,12436479,18,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,5.0,11.0,4.0,3.0,2.0,,,,,,,4.0,4.0,,,0.0180888,,,,0.0,,,,,,,,87.0,,,,,,10.0,,6.7,,,,,1.0,,,,,3.0,12.0,6.0,18.0,0,,25.0,3.0,1.0,,
2024-25,12436479,18,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,0.00029282,0.0273,,,0.0,,,,,,,,9.0,,,,,,1.0,,6.7,,,1.0,,,,,,,,2.0,,2.0,1,,3.0,,,,
2024-25,12436479,18,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,,5.0,4.0,9.0,1.0,,2.0,,,,,,,1.0,1.0,,,0.0206621,0.3493,1.2102,,0.0,1.0,,,,,,,74.0,2.0,,,,,10.0,,7.6,,,1.0,,1.0,1.0,4.0,,,1.0,10.0,4.0,10.0,3,,25.0,5.0,,1.0,
2024-25,12436479,18,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,3.0,4.0,,,0.0002737,,,2.0,0.0,,,,,,,,8.0,,,,,,3.0,,6.7,,,,,,,,,1.0,,2.0,1.0,3.0,0,1.0,7.0,1.0,2.0,,
2024-25,12436479,18,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,1.0,,1.0,,,,,,,,,,,1.0,,,0.00037695,,,,0.0,,,,,,,,9.0,,,,,,1.0,,6.6,,,,,,1.0,,,,,1.0,,1.0,0,,3.0,1.0,,1.0,
2024-25,12436517,19,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,7.0,2.0,9.0,7.0,3.0,2.0,,1.0,,,,2.0,9.0,3.0,,,0.079664,0.3237,0.3822,,1.0,1.0,,,,,1.0,,76.0,1.0,,,,,7.0,,7.6,,,2.0,,,,,,1.0,,11.0,3.0,14.0,3,,23.0,,,,
2024-25,12436517,19,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,3.0,1.0,4.0,1.0,1.0,,,1.0,,,,2.0,4.0,2.0,,,0.00073782,0.1471,0.1652,1.0,0.0,,,,,,,,14.0,1.0,,,,,4.0,,6.2,,,,,1.0,,,,,,4.0,1.0,5.0,1,,13.0,1.0,1.0,,
2024-25,12436517,19,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,12.0,6.0,17.0,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,3.0,3.0,,,0.130741,0.3433,0.3207,,1.0,,,,,,3.0,,90.0,1.0,,,,,15.0,,7.3,,,,,1.0,,6.0,,1.0,,21.0,6.0,21.0,1,1.0,38.0,5.0,1.0,,1.0
2024-25,12436517,19,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,2.0,1.0,3.0,,,1.0,1.0,,,1.0,,1.0,2.0,,,,0.00056767,,,,0.0,,,,,,1.0,,14.0,,1.0,,,,4.0,,6.8,,,,,1.0,,1.0,,1.0,,3.0,2.0,4.0,0,,10.0,1.0,,,
2024-25,12436517,19,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,False,,,,3.0,5.0,8.0,1.0,2.0,3.0,,1.0,,1.0,,1.0,3.0,7.0,,,0.00160135,0.2333,0.201,1.0,0.0,,,,,1.0,,,69.0,2.0,,,,,5.0,,6.9,,,1.0,,,1.0,,,1.0,2.0,4.0,7.0,11.0,3,1.0,28.0,1.0,3.0,1.0,
2024-25,12436437,20,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,6.0,6.0,12.0,,3.0,,,,,,,,1.0,5.0,,,0.00888028,0.3519,0.9618,1.0,0.0,1.0,,,,,,,88.0,1.0,,,,,5.0,,7.5,,,1.0,,,,,,1.0,1.0,7.0,8.0,15.0,2,,23.0,,2.0,,
2024-25,12436437,20,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,2.0,1.0,,,1.0,,,,,3.0,1.0,,,,1.049,0.9952,,0.0,1.0,,,,,,,8.0,1.0,,,,,2.0,,6.9,,,1.0,,,1.0,,,,,,,,2,,5.0,1.0,,,
2024-25,12436437,20,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,14.0,6.0,19.0,1.0,,1.0,,,,,,2.0,3.0,3.0,,,0.233018,,,,1.0,,,,,,4.0,,70.0,,,,,,9.0,,7.3,,,,,,,3.0,,,1.0,17.0,8.0,22.0,0,1.0,35.0,1.0,2.0,,1.0
2024-25,12436437,20,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,3.0,,,5.0,3.0,,,0.10823,,,1.0,0.0,,,,,1.0,1.0,,21.0,,,,,,3.0,,7.0,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,3.0,0,3.0,11.0,1.0,,,1.0
2024-25,12436437,20,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436526,21,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,5.0,4.0,9.0,4.0,2.0,,,,,,,,5.0,3.0,,,0.00455193,0.1641,0.6709,,0.0,1.0,,,,,,,89.0,1.0,,,,,8.0,,7.1,,,,,,1.0,,,1.0,1.0,9.0,7.0,16.0,1,,20.0,,1.0,,
2024-25,12436526,21,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,5.93e-06,,,,0.0,,,,,,,,8.0,,,,,,3.0,,6.4,,,,,,,,,,,1.0,1.0,2.0,0,,5.0,1.0,,,
2024-25,12436526,21,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,,7.0,7.0,14.0,3.0,2.0,5.0,1.0,,,,,1.0,5.0,6.0,,,0.13676,0.049,0.1231,,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,17.0,,7.9,,,,,2.0,3.0,4.0,,,,17.0,8.0,21.0,1,1.0,44.0,4.0,1.0,2.0,1.0
2024-25,12436526,21,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,,,,2.0,1.0,,,,,,,,2.0,2.0,,,,,,,0.0,,,,,,,,15.0,,,,,,3.0,,6.7,,,,,1.0,,1.0,,,,2.0,,1.0,0,1.0,6.0,1.0,,,1.0
2024-25,12436526,21,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436887,22,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,11.0,2.0,13.0,4.0,5.0,1.0,1.0,1.0,,,,,4.0,8.0,,,0.023538,0.7303,0.4361,,1.0,1.0,,,,,2.0,,83.0,1.0,1.0,,,,6.0,,8.5,,,3.0,,,1.0,,,1.0,1.0,15.0,3.0,18.0,4,1.0,31.0,1.0,1.0,1.0,1.0
2024-25,12436887,22,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,2.0,,2.0,4.0,,1.0,,,,1.0,,,5.0,1.0,,,0.00084942,,,,0.0,,,,,,,,20.0,,,,,,5.0,,6.4,,,,,,,,,2.0,1.0,5.0,,5.0,0,1.0,9.0,2.0,,,1.0
2024-25,12436887,22,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,2.0,,,26.0,1.0,25.0,2.0,,2.0,,1.0,,,,3.0,6.0,,,,0.170125,0.1776,0.1423,,0.0,,,,,,1.0,,74.0,1.0,,,,,15.0,,6.3,,,,,1.0,1.0,7.0,,,,34.0,1.0,28.0,1,,46.0,2.0,,,
2024-25,12436887,22,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,7.0,2.0,9.0,2.0,,3.0,1.0,1.0,1.0,2.0,,1.0,5.0,4.0,,,0.0780016,0.3712,,,0.0,,,,,1.0,1.0,,52.0,,,,,,7.0,,6.6,,,2.0,,,2.0,,,2.0,,9.0,4.0,13.0,3,1.0,24.0,,1.0,2.0,
2024-25,12436887,22,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,1.0,1.0,2.0,3.0,2.0,,3.0,,,,,,1.0,3.0,2.0,,,0.0002746,,,,0.0,,,,,,,,20.0,,,,,,1.0,,6.6,,,,,1.0,,,,1.0,,1.0,2.0,3.0,0,,9.0,,2.0,,
2024-25,12436891,23,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,5.0,12.0,2.0,2.0,2.0,,,,1.0,,2.0,6.0,3.0,,,0.0143648,,,1.0,0.0,,,,,,1.0,,90.0,,,,,,10.0,,6.5,,,,,1.0,,,,,,12.0,6.0,18.0,0,1.0,25.0,2.0,,,1.0
2024-25,12436891,23,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,4.0,,4.0,1.0,,1.0,,,,,,,1.0,,,,0.00801285,,,,0.0,,,,,,1.0,,11.0,,,,,,1.0,,6.6,,,,,,,,,,,4.0,,4.0,0,,5.0,1.0,,,
2024-25,12436891,23,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,3.0,,,16.0,4.0,17.0,2.0,,3.0,,,1.0,1.0,,4.0,10.0,7.0,,,0.196545,0.1717,0.3698,1.0,0.0,,,,1.0,,5.0,,90.0,1.0,,,,,21.0,,7.3,,,3.0,,,4.0,10.0,,,,28.0,5.0,23.0,5,1.0,56.0,1.0,4.0,2.0,
2024-25,12436891,23,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,False,,,,2.0,3.0,5.0,,3.0,2.0,,,1.0,1.0,,,2.0,10.0,,,0.00124375,0.0311,,1.0,0.0,,,,,,,,66.0,,,,,,8.0,,7.0,,,,,2.0,1.0,2.0,,,,7.0,3.0,8.0,1,4.0,29.0,2.0,2.0,1.0,3.0
2024-25,12436891,23,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,0.00304012,0.0207,0.064,,0.0,,,,,,,,11.0,1.0,,,,,5.0,,6.6,,,,,,,,,,,5.0,1.0,6.0,1,,10.0,,,,
2024-25,12436930,24,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,1.0,8.0,3.0,3.0,1.0,,,,,,3.0,7.0,4.0,,,0.00938298,2.1616,2.5449,1.0,0.0,3.0,,,,,1.0,,82.0,4.0,,,,,8.0,,9.2,,,,,,1.0,,,,,8.0,1.0,9.0,4,,24.0,4.0,,1.0,
2024-25,12436930,24,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,1.0,,1.0,2.0,,,,1.0,,,,,2.0,1.0,,,0.0057695,0.3553,0.2257,,0.0,,,,,,,,8.0,1.0,,,,,2.0,,6.4,,,,,,1.0,,,,,2.0,,2.0,1,,6.0,1.0,,1.0,
2024-25,12436930,24,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,2.0,,,21.0,1.0,20.0,,2.0,4.0,2.0,,,,,2.0,4.0,5.0,,,0.993151,0.2198,0.5172,1.0,3.0,,,,,,3.0,,90.0,1.0,,,,,16.0,,8.8,,,1.0,,,3.0,5.0,,,,30.0,2.0,27.0,2,,46.0,3.0,1.0,2.0,
2024-25,12436930,24,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,1.0,,,4.0,2.0,5.0,,,2.0,1.0,,,1.0,,3.0,5.0,2.0,,,0.090101,0.0913,0.1182,1.0,0.0,1.0,,,,,1.0,,18.0,1.0,,,,,4.0,,7.8,,,1.0,,,1.0,1.0,,,,4.0,3.0,6.0,2,1.0,17.0,,,1.0,1.0
2024-25,12436930,24,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436940,25,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,11.0,3.0,14.0,7.0,3.0,,,,,,,,8.0,4.0,,,0.0244714,0.1448,0.7069,1.0,0.0,1.0,,,,,1.0,,90.0,1.0,,,,,9.0,,7.3,,,,,1.0,,,,1.0,,15.0,3.0,18.0,1,,30.0,5.0,1.0,,
2024-25,12436940,25,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,13.0,3.0,15.0,,1.0,1.0,,,1.0,,,1.0,3.0,3.0,,,0.036612,0.0611,,,0.0,,,,,,1.0,,90.0,,,,,,20.0,,6.7,,,1.0,,,3.0,7.0,,1.0,,27.0,3.0,23.0,2,,41.0,3.0,1.0,1.0,
2024-25,12436940,25,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,0.00037701,,,,0.0,,,,,,,,11.0,,,,,,,,6.5,,,,,,,,,,1.0,1.0,,1.0,0,,1.0,,,,
2024-25,12436940,25,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436963,26,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,9.0,1.0,10.0,8.0,4.0,3.0,1.0,,1.0,1.0,,,10.0,4.0,,,0.676071,0.0345,,1.0,1.0,,,,,,3.0,,90.0,,,,,,4.0,,7.2,,,,,2.0,,,,,,11.0,3.0,14.0,1,,18.0,,,,
2024-25,12436963,26,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436963,26,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,12.0,3.0,14.0,2.0,,1.0,1.0,1.0,,2.0,,,10.0,5.0,,,0.0866055,0.4732,,1.0,0.0,,,,,,2.0,,90.0,,,,,,17.0,,6.0,,,1.0,,,6.0,7.0,,,,19.0,3.0,15.0,1,3.0,41.0,5.0,1.0,1.0,2.0
2024-25,12436963,26,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436963,26,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436974,27,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,3.0,3.0,6.0,7.0,,1.0,,1.0,1.0,,,6.0,15.0,3.0,,,0.00257725,0.1576,0.3396,2.0,0.0,,,,,,,,85.0,1.0,2.0,,,,10.0,,6.3,,,,,1.0,,,,1.0,,5.0,3.0,8.0,2,1.0,26.0,2.0,2.0,,1.0
2024-25,12436974,27,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,1.0,1.0,,,1.0,,,,,,,,,,,8.04e-06,,,,0.0,,,,,,,,10.0,,,,,,,,6.5,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2024-25,12436974,27,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,2.0,,,4.0,3.0,5.0,1.0,,3.0,,,,2.0,,,3.0,,,,0.0317512,,,,0.0,,,,,,,,62.0,,1.0,,,,2.0,,6.6,,,,,,,2.0,,,,5.0,3.0,6.0,0,,11.0,1.0,,,
2024-25,12436974,27,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436974,27,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437007,28,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,3.0,9.0,2.0,3.0,2.0,,,1.0,1.0,,,3.0,3.0,,1.0,0.0126044,0.254,0.1102,1.0,0.0,,,,,,,,87.0,1.0,,,,,7.0,,6.5,,,,,,,,,,1.0,9.0,3.0,12.0,2,,19.0,4.0,,,
2024-25,12437007,28,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,1.0,,1.0,,,1.0,,,,,,3.0,4.0,,,,0.00026743,,,,0.0,,,,,,,,8.0,,,,,,4.0,,6.1,,,,,,1.0,,,,,1.0,,1.0,0,,5.0,,,,
2024-25,12437007,28,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,4.0,,,17.0,2.0,15.0,2.0,1.0,3.0,,,,,,,3.0,4.0,,,0.159335,,,,0.0,,,,,,3.0,,80.0,,,,,,13.0,,7.2,,,,,,2.0,6.0,,,,26.0,2.0,22.0,0,,37.0,3.0,2.0,1.0,
2024-25,12437007,28,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437025,29,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,4.0,5.0,9.0,6.0,3.0,4.0,,,,,,,8.0,5.0,,,0.00698332,0.1628,0.2061,2.0,0.0,,,,,,,,80.0,2.0,1.0,,,,7.0,,7.0,,,,,,,,,,,7.0,5.0,12.0,2,,25.0,4.0,2.0,,
2024-25,12437025,29,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,4.0,,4.0,,1.0,,,,,,,,,1.0,,,0.00207059,,,,0.0,,,,,,,,10.0,,,,,,1.0,,6.5,,,,,,,,,,,5.0,,5.0,0,,7.0,,,,
2024-25,12437025,29,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,,12.0,1.0,13.0,1.0,,,,,,1.0,,1.0,3.0,3.0,,,0.0117283,0.5475,1.1376,,0.0,2.0,,,,,,,67.0,2.0,,,,,11.0,,8.5,,,,,1.0,,5.0,,,1.0,19.0,1.0,15.0,2,2.0,32.0,2.0,1.0,,2.0
2024-25,12437025,29,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,3.0,,3.0,2.0,1.0,1.0,,,,,,,3.0,2.0,,,0.039602,0.5083,0.6849,,0.0,1.0,,,,,,,9.0,1.0,,,,,1.0,,7.5,,,1.0,,,2.0,,,,,3.0,,3.0,2,,7.0,,,1.0,
2024-25,12436591,30,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,6.0,4.0,10.0,6.0,3.0,1.0,,,1.0,,,3.0,10.0,7.0,,,0.00632181,0.1079,,,0.0,,,,,,,,86.0,,,,,,11.0,,6.7,,,,,1.0,2.0,1.0,,,,12.0,4.0,15.0,1,2.0,30.0,1.0,2.0,1.0,1.0
2024-25,12436591,30,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,,16.0,3.0,19.0,,1.0,7.0,,,,,,3.0,6.0,9.0,,,0.0387393,0.1185,0.5238,,0.0,1.0,,,,,,,85.0,1.0,,,,,18.0,,7.5,,,,,,9.0,3.0,,1.0,,23.0,4.0,24.0,1,,48.0,3.0,2.0,6.0,
2024-25,12436591,30,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436591,30,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,2.0,1.0,3.0,1.0,,1.0,,,,,,,1.0,1.0,,,0.00099312,,,,0.0,,,,,,,,11.0,,,,,,1.0,,6.6,,,,,,1.0,,,,,3.0,1.0,4.0,0,,5.0,,,1.0,
2024-25,12436597,31,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,,10.0,3.0,13.0,,1.0,4.0,,,,,,1.0,3.0,1.0,,,0.00592962,0.1681,,,0.0,,,,,,,,45.0,,,,,,8.0,,6.5,,,1.0,,,2.0,1.0,,,1.0,13.0,3.0,15.0,1,,25.0,2.0,,,
2024-25,12436597,31,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,1.0,7.0,2.0,9.0,1.0,1.0,2.0,,,,,,,7.0,1.0,,,0.00570062,0.1048,0.6962,4.0,0.0,1.0,,,,,1.0,,45.0,1.0,,,,,4.0,,7.0,,,,,,2.0,,,1.0,1.0,8.0,3.0,11.0,1,,15.0,,,,
2024-25,12436597,31,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,1.0,,,1.0,2.0,2.0,,,1.0,,,,1.0,,,1.0,2.0,,,0.0617306,,,,0.0,,,,,,1.0,,16.0,,,,,,2.0,,6.8,,,,,,,1.0,,,,2.0,2.0,3.0,0,1.0,8.0,,1.0,,1.0
2024-25,12436613,32,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,4.0,3.0,7.0,3.0,,,,,,,,1.0,5.0,,,,0.00533652,,,1.0,0.0,,,,,,1.0,,90.0,,,,,,2.0,,6.5,,,,,2.0,,,,,1.0,5.0,3.0,8.0,0,,13.0,,,,
2024-25,12436613,32,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,8.0,,8.0,2.0,1.0,,,,,1.0,,1.0,4.0,1.0,,,0.00948225,,,,0.0,,,,,,,,31.0,,,,,,3.0,,6.4,,,,,,,,,,,10.0,,10.0,0,,12.0,,,,
2024-25,12436613,32,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,False,,,,2.0,,2.0,2.0,1.0,,,,1.0,,,,4.0,5.0,,,0.00130414,0.2508,0.3065,2.0,0.0,,,,,,,,59.0,2.0,,,,,7.0,,7.1,,,,,1.0,,,,,,6.0,1.0,7.0,3,2.0,18.0,1.0,2.0,,2.0
2024-25,12436613,32,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436537,33,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,3.0,2.0,5.0,,2.0,2.0,,,,,,1.0,2.0,2.0,,,0.239457,0.1158,0.7685,,0.0,1.0,,,,1.0,1.0,,76.0,1.0,,,,,8.0,,7.3,,,,,2.0,1.0,,,,2.0,8.0,2.0,10.0,1,,21.0,1.0,,,
