season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352251,1,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,9.0,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2023-24,11352251,1,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,,,0.00013696,0.574,0.866,,,1.0,,,,,,,19.0,1.0,,,,,,4.0,,7.2,,,,,,,,,,,3.0,2.0,5.0,1,,11.0,1.0,,,
2023-24,11352251,1,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,2.0,,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,0.605406,0.0,0.0,,1.0,,,,,,2.0,,10.0,,,,,,,1.0,,7.4,,,,,,,,,,,3.0,,3.0,0,,4.0,,1.0,,
2023-24,11352251,1,17,Nottingham_Forest,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,,1.0,5.0,6.0,1.0,,4.0,,1.0,,1.0,,1.0,5.0,3.0,,,0.00023173,0.2778,0.0,1.0,,,,,,,,,80.0,,,,,,,3.0,,6.2,,,1.0,,,1.0,,,,,1.0,5.0,6.0,1,1.0,17.0,1.0,2.0,,
2023-24,11352399,2,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,True,,,1.0,2.0,1.0,3.0,2.0,,1.0,,,,,,,2.0,,,,0.00565725,0.1185,0.0795,,,1.0,,,,,,,16.0,1.0,,,,,,3.0,,7.3,,,,,,,,,1.0,,3.0,2.0,5.0,1,,7.0,1.0,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,10.0,,10.0,7.0,3.0,1.0,,,,,,2.0,10.0,6.0,,,0.0199449,0.2858,0.7678,,,1.0,,,,,2.0,,84.0,1.0,,,,,,10.0,,7.4,,,,,,3.0,,,,2.0,12.0,,12.0,1,,26.0,5.0,1.0,2.0,
2023-24,11352399,2,17,Nottingham_Forest,Home,791314,201440,Hwang Ui-Jo,hwang-ui-jo,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,2.0,2.0,4.0,,,2.0,,,1.0,,,,1.0,1.0,,,0.00351387,0.0314,0.0,,,,,,,,,,21.0,,,,,,,6.0,,6.5,,,,,,2.0,1.0,,,,4.0,4.0,7.0,1,,15.0,1.0,,1.0,
2023-24,11352399,2,17,Nottingham_Forest,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,,14.0,10.0,24.0,,1.0,2.0,,,2.0,1.0,,,2.0,5.0,,,0.0126039,0.0509,0.0,,,,,,,,,,89.0,,,,,,,16.0,,6.7,,,,,,1.0,2.0,,1.0,1.0,23.0,13.0,34.0,2,1.0,47.0,2.0,3.0,,
2023-24,11352504,3,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,2.0,2.0,4.0,2.0,1.0,1.0,,,,,,1.0,4.0,1.0,,,0.0298565,0.0,0.0,1.0,,,,,,1.0,2.0,,9.0,,,,,,,5.0,,6.8,,,,,,,,,,,6.0,2.0,8.0,0,,11.0,,,,
