season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436873,1,11,Everton,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436873,1,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,9.0,3.0,12.0,4.0,3.0,5.0,,,,,,,,,4.0,4.0,,,0.0145989,,,,0.0,,,,,,,,76.0,,,,,,,6.0,1.0,,6.7,,,,,42.928043516402,,,,,1.0,2.0,11.0,3.0,14.0,5.9784059605854,16.222665748884,0,,20.0,3.0,1.0,,
2024-25,12436873,1,11,Everton,Home,829570,221399,Jack Harrison,jack-harrison,F,False,1.0,,,13.0,3.0,15.0,2.0,,10.0,2.0,,,1.0,,,,1.0,5.0,4.0,,,0.264709,0.1385,0.0498,,0.0,,,,,,1.0,,85.0,1.0,,,,,,15.0,6.0,,6.7,,,1.0,,115.41838735788,1.0,5.0,4.0,,1.0,1.0,20.0,4.0,20.0,85.483264064692,85.533952280203,3,,41.0,3.0,1.0,3.0,
2024-25,12436873,1,11,Everton,Home,987489,486385,Beto,beto,F,True,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,1.0,,,2.912e-05,,,,0.0,,,,,,,,14.0,,,,,,,6.0,0.0,,6.3,,,,,11.735110437804,,1.0,,,,,1.0,3.0,4.0,3.3893464985993,,0,,8.0,1.0,,,
2024-25,12436902,2,11,Everton,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436902,2,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,5.0,1.0,6.0,2.0,5.0,,2.0,,,1.0,,,,2.0,7.0,8.0,,,0.00408122,0.0521,,2.0,0.0,,,,,2.0,,,72.0,,,,,,,10.0,,,6.6,,,,,,,1.0,,,,1.0,8.0,3.0,11.0,,,1,2.0,23.0,2.0,1.0,,1.0
2024-25,12436902,2,11,Everton,Away,829570,221399,Jack Harrison,jack-harrison,F,False,,,,2.0,1.0,3.0,,,,1.0,,,1.0,1.0,,,,3.0,1.0,,,0.00149279,0.5418,,1.0,0.0,,,,,1.0,,,57.0,,,,,,,5.0,,,6.4,,,1.0,,,,1.0,1.0,,,,5.0,2.0,6.0,,,2,,12.0,,1.0,,
2024-25,12436902,2,11,Everton,Away,987489,486385,Beto,beto,F,True,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,1.0,0.0,,,,,,,,18.0,,,,,,,3.0,,,6.3,,,,,,,,,,,1.0,,,,,,0,1.0,5.0,1.0,,,
2024-25,12436912,3,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,9.0,2.0,11.0,5.0,8.0,,2.0,1.0,1.0,,,,,1.0,9.0,9.0,,,0.400208,0.3956,0.3089,1.0,1.0,1.0,,,,,1.0,,88.0,1.0,1.0,,,,,14.0,,,8.0,,,1.0,,,1.0,2.0,1.0,,1.0,1.0,16.0,2.0,17.0,,,2,1.0,36.0,4.0,,,1.0
2024-25,12436912,3,11,Everton,Home,829570,221399,Jack Harrison,jack-harrison,F,False,1.0,,2.0,23.0,9.0,31.0,1.0,1.0,,9.0,1.0,,,1.0,,,1.0,4.0,7.0,,,0.157365,0.1168,0.019,,0.0,,,,,2.0,6.0,,90.0,1.0,,,,,,12.0,,,7.9,,,1.0,,,1.0,3.0,4.0,,4.0,,30.0,9.0,35.0,,,2,2.0,56.0,3.0,2.0,2.0,1.0
2024-25,12436912,3,11,Everton,Home,987489,486385,Beto,beto,F,True,,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,2.0,2.0,,,0.0026141,,,,0.0,,,,,,,,10.0,,,,,,,1.0,,,6.5,,,,,,,,,,1.0,,2.0,1.0,3.0,,,0,,5.0,,,,
2024-25,12436933,4,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,1.0,9.0,3.0,4.0,,2.0,,1.0,,,,,3.0,9.0,7.0,,,0.00442369,0.7646,0.8495,2.0,0.0,1.0,,,1.0,,,,90.0,1.0,,,,,,15.0,,,6.9,,,2.0,,,,2.0,,,,2.0,11.0,2.0,13.0,,,3,,34.0,6.0,3.0,,
2024-25,12436933,4,11,Everton,Away,829570,221399,Jack Harrison,jack-harrison,F,False,,,,4.0,5.0,9.0,,,,2.0,,,,1.0,,,1.0,3.0,5.0,1.0,,0.0454011,,,,0.0,,,,,,,,64.0,,,,,,,6.0,,,6.2,,,,,,3.0,2.0,,,,,5.0,5.0,10.0,,,0,2.0,24.0,3.0,2.0,1.0,2.0
2024-25,12436933,4,11,Everton,Away,987489,486385,Beto,beto,F,True,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,2.0,0.0,,,,,,,,9.0,,,,,,,2.0,,,6.5,,,,,,,,,,,,,1.0,1.0,,,0,,2.0,1.0,,,
2024-25,12436967,5,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,,8.0,6.0,4.0,,1.0,,1.0,3.0,,,,2.0,11.0,7.0,,,0.00510845,0.2588,0.5672,2.0,0.0,,,,,,1.0,,90.0,2.0,,,,,,11.0,,,6.6,,,,,,3.0,2.0,,,,4.0,13.0,,13.0,,,5,,34.0,2.0,2.0,1.0,
2024-25,12436967,5,11,Everton,Away,829570,221399,Jack Harrison,jack-harrison,F,True,,,,2.0,2.0,4.0,,1.0,,1.0,,,,,,,3.0,3.0,5.0,,,0.00505605,,,,0.0,,,,,,1.0,,29.0,,,,,,,7.0,,,6.7,,,,,,,,,,,1.0,2.0,3.0,5.0,,,0,2.0,15.0,2.0,2.0,,1.0
2024-25,12436967,5,11,Everton,Away,987489,486385,Beto,beto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436992,6,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,5.0,,5.0,7.0,7.0,,2.0,,1.0,,,,,2.0,12.0,7.0,,,0.0127927,0.3402,,1.0,0.0,,,,,1.0,,,90.0,,,,,,,16.0,,,6.3,,,2.0,,,1.0,2.0,,,1.0,2.0,13.0,1.0,14.0,,,2,,31.0,3.0,,,
2024-25,12436992,6,11,Everton,Home,829570,221399,Jack Harrison,jack-harrison,F,True,,,,6.0,1.0,7.0,,,,1.0,,,,1.0,,,3.0,5.0,1.0,,,0.00405265,,,,0.0,,,,,,,,45.0,,,,,,,11.0,,,6.6,,,,,,1.0,1.0,2.0,,,,9.0,2.0,9.0,,,0,,22.0,2.0,1.0,,
2024-25,12436992,6,11,Everton,Home,987489,486385,Beto,beto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437018,7,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,6.0,2.0,8.0,9.0,4.0,,2.0,,1.0,,,,,4.0,14.0,5.0,,,0.0144438,0.214,0.5626,1.0,0.0,,,,,,,,90.0,2.0,,,,,,15.0,,,6.4,,,,,,4.0,,1.0,,,1.0,13.0,4.0,16.0,,,2,,34.0,2.0,1.0,,
2024-25,12437018,7,11,Everton,Home,829570,221399,Jack Harrison,jack-harrison,F,False,,,,12.0,4.0,16.0,,,,6.0,,,,2.0,,,3.0,7.0,2.0,,,0.0209913,,,,0.0,,,,,1.0,,,68.0,,,,,,,13.0,,,6.3,,,,,,,3.0,1.0,,1.0,,15.0,7.0,21.0,,,0,1.0,39.0,2.0,,1.0,
2024-25,12437018,7,11,Everton,Home,987489,486385,Beto,beto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437030,8,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,4.0,3.0,7.0,6.0,1.0,,5.0,,2.0,,,,,1.0,10.0,5.0,,,0.00397452,1.3098,0.9753,1.0,0.0,,,,,,,,90.0,3.0,,,,,,12.0,,,6.4,,,2.0,,,1.0,5.0,,,1.0,,7.0,5.0,12.0,,,5,,29.0,4.0,1.0,3.0,
2024-25,12437030,8,11,Everton,Away,829570,221399,Jack Harrison,jack-harrison,F,False,,,1.0,9.0,8.0,17.0,,,,3.0,1.0,,,1.0,,,1.0,5.0,8.0,,,0.212246,,,,0.0,,,,,,1.0,,90.0,,,,,,,22.0,,,7.4,,,,,,5.0,5.0,5.0,,4.0,,21.0,11.0,27.0,,,0,2.0,57.0,2.0,4.0,2.0,1.0
2024-25,12437030,8,11,Everton,Away,987489,486385,Beto,beto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437047,9,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,1.0,9.0,2.0,7.0,,,,,1.0,1.0,,,2.0,5.0,10.0,,,0.0165833,0.1218,,,0.0,,,,,1.0,1.0,,81.0,,,,,,,13.0,,,6.9,,,,,,,,,,,3.0,14.0,1.0,15.0,,,1,1.0,29.0,5.0,2.0,,1.0
2024-25,12437047,9,11,Everton,Home,829570,221399,Jack Harrison,jack-harrison,F,False,1.0,,,6.0,2.0,7.0,,,,,,,,1.0,,,1.0,5.0,1.0,,1.0,0.12997,0.058,,1.0,0.0,,,,,,1.0,,68.0,,,,,,,14.0,,,6.0,,,1.0,,,,2.0,2.0,,1.0,,9.0,5.0,12.0,,,1,1.0,28.0,4.0,,,
2024-25,12437047,9,11,Everton,Home,987489,486385,Beto,beto,F,True,,,,,,,,2.0,,1.0,,,1.0,1.0,,,,2.0,2.0,,,,0.3929,1.0303,1.0,0.0,1.0,,,,,,,9.0,2.0,,,,,,4.0,,,7.7,,,,,,,,,,,,2.0,,2.0,,,3,,7.0,2.0,,,
2024-25,12437058,10,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,2.0,2.0,4.0,,1.0,,,,,1.0,,,,,1.0,3.0,,,0.00161603,0.094,,2.0,0.0,,,,,,,,62.0,,,,,,,7.0,,,6.8,,,,,,1.0,2.0,,,1.0,,6.0,2.0,8.0,,,1,,16.0,3.0,,2.0,
2024-25,12437058,10,11,Everton,Away,829570,221399,Jack Harrison,jack-harrison,F,True,,,,4.0,2.0,6.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,0.00164571,0.3271,,,0.0,,,,,,,,28.0,,,,,,,3.0,,,6.2,,,2.0,,,,,,,,,5.0,2.0,7.0,,,2,,11.0,1.0,,,
2024-25,12437058,10,11,Everton,Away,987489,486385,Beto,beto,F,True,,,,,,,2.0,1.0,,1.0,,1.0,,,,,,2.0,4.0,,,,0.6866,,,0.0,,,,1.0,,,,28.0,,,,,,,2.0,,,6.6,,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,1,,6.0,1.0,2.0,1.0,
