season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437758,6,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,4.0,,4.0,1.0,1.0,1.0,,,,,,1.0,3.0,1.0,,,1.0,,2.0,,,1.0,,35.0,2.0,,,,,,,3.0,,8.1,,,,,,,,,,2.0,5.0,,5.0,2,,11.0,1.0,,,
2017-18,7437758,6,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,1.0,,,9.0,3.0,11.0,6.0,3.0,2.0,1.0,1.0,1.0,,,2.0,13.0,5.0,,,3.0,,,,,1.0,2.0,90.0,,,,,,,,18.0,,6.5,,,3.0,,,2.0,1.0,,,1.0,16.0,5.0,20.0,4,,40.0,5.0,2.0,,
2017-18,7437758,6,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,True,,,5.0,12.0,5.0,17.0,,3.0,3.0,,,1.0,,,1.0,2.0,3.0,,,1.0,,,,,,,27.0,,,,,,,,8.0,,7.1,,,2.0,,,,4.0,,5.0,,18.0,6.0,20.0,3,,28.0,,,,
2017-18,7437754,7,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,1.0,10.0,2.0,12.0,5.0,2.0,2.0,,1.0,1.0,,,4.0,12.0,4.0,,,3.0,,,,,,1.0,82.0,1.0,,,,,,,21.0,,6.1,,,2.0,,,2.0,2.0,,1.0,,19.0,3.0,20.0,4,1.0,40.0,4.0,,1.0,
2017-18,7437754,7,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,16.0,5.0,21.0,13.0,3.0,6.0,,,,,,1.0,19.0,4.0,,,4.0,,,,,,2.0,90.0,2.0,,,,,,,7.0,,6.9,,,1.0,,1.0,3.0,,,,1.0,19.0,6.0,25.0,3,,35.0,,,1.0,
2017-18,7437754,7,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437785,8,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,1.0,,,14.0,12.0,25.0,2.0,1.0,8.0,,,,,,3.0,7.0,5.0,,,1.0,,1.0,,,,4.0,89.0,1.0,,,,,,,11.0,,7.3,,,,,1.0,1.0,1.0,,2.0,,20.0,12.0,31.0,1,2.0,44.0,1.0,2.0,,
2017-18,7437785,8,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,6.0,,,,1.0,,,,,,,21.0,,,,,,,,7.0,,6.2,,,1.0,,,2.0,,,,,3.0,1.0,4.0,1,,10.0,2.0,,,
2017-18,7437785,8,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,2.0,16.0,5.0,21.0,3.0,5.0,3.0,,,,2.0,,1.0,7.0,10.0,,,,,,,,1.0,1.0,90.0,2.0,,,,,,1.0,13.0,,7.3,,,1.0,,1.0,3.0,,,3.0,,24.0,7.0,31.0,3,1.0,48.0,1.0,2.0,2.0,
2017-18,7437880,9,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,2.0,,,14.0,7.0,19.0,,1.0,6.0,,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,2.0,74.0,1.0,,,,,,,11.0,,7.4,,,,,1.0,,2.0,,,,20.0,10.0,28.0,1,,38.0,1.0,,,
2017-18,7437880,9,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,,4.0,4.0,,,1.0,,,,,,,,3.0,,,,,1.0,,,,,15.0,1.0,,,,,,,1.0,,7.4,,,,,,,,,,1.0,,4.0,4.0,1,1.0,12.0,1.0,2.0,,1.0
2017-18,7437880,9,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,1.0,,,8.0,3.0,10.0,6.0,10.0,1.0,,,,,,2.0,10.0,14.0,,,1.0,,,,,,,75.0,,,,,,,,14.0,,7.0,,,2.0,,2.0,3.0,1.0,,,1.0,16.0,3.0,18.0,2,1.0,35.0,3.0,2.0,2.0,
2017-18,7437880,9,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,5.0,1.0,6.0,,,,,,,,,,,1.0,,,,,,,,,1.0,16.0,,,,,,,,3.0,,6.6,,,,,,1.0,,,,,5.0,1.0,6.0,0,,10.0,2.0,,1.0,
2017-18,7437777,10,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,,,4.0,36.0,8.0,44.0,2.0,2.0,3.0,,,,1.0,,5.0,12.0,5.0,,,3.0,,,,,,4.0,74.0,,,,,,,,17.0,,7.1,,,2.0,,,1.0,2.0,,6.0,,45.0,10.0,53.0,2,3.0,67.0,,,,
2017-18,7437777,10,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,4.0,,4.0,,1.0,1.0,,,1.0,,,,3.0,2.0,,,2.0,,,,,,1.0,45.0,,,,,,,,11.0,,6.7,,,2.0,,,2.0,1.0,,,1.0,11.0,,10.0,3,,20.0,2.0,,1.0,
2017-18,7437777,10,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,10.0,2.0,12.0,4.0,5.0,4.0,,,2.0,,,,6.0,7.0,,,1.0,,,,,2.0,,90.0,,,,,,,,16.0,,6.8,,,,,1.0,3.0,2.0,,,,18.0,2.0,18.0,2,,37.0,5.0,,2.0,
2017-18,7437777,10,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437811,11,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,,,1.0,14.0,4.0,18.0,3.0,2.0,4.0,1.0,,,2.0,,2.0,7.0,3.0,,,,,,,,1.0,2.0,67.0,,,,,,,,12.0,,6.7,,,,,1.0,,,,3.0,1.0,19.0,7.0,26.0,0,1.0,33.0,2.0,,,
2017-18,7437811,11,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,,13.0,,13.0,9.0,3.0,3.0,1.0,,1.0,,,1.0,13.0,10.0,,,2.0,,1.0,,,,2.0,90.0,1.0,,,,,,,11.0,,7.7,,,,,,3.0,,,,2.0,17.0,,17.0,2,1.0,39.0,5.0,4.0,2.0,
2017-18,7437811,11,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,1.0,,,3.0,,2.0,3.0,4.0,2.0,,,,,,1.0,5.0,5.0,,,1.0,,1.0,,,1.0,,23.0,1.0,,,,,,,9.0,,7.3,,,,,,,1.0,,,1.0,10.0,,9.0,1,,15.0,1.0,1.0,,
2017-18,7437811,11,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,,,1.0,,,5.0,4.0,,,1.0,1.0,,,,,1.0,35.0,,,,,,,,9.0,,6.6,,,,,1.0,4.0,2.0,,1.0,,9.0,1.0,8.0,0,,18.0,1.0,1.0,2.0,
2017-18,7437816,12,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437816,12,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,,9.0,2.0,11.0,4.0,2.0,4.0,,,,3.0,,3.0,16.0,10.0,,,4.0,,1.0,,,,,90.0,2.0,,,,,,1.0,18.0,,7.4,,,,,,8.0,,,,1.0,13.0,3.0,16.0,2,1.0,40.0,7.0,2.0,5.0,1.0
2017-18,7437816,12,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,1.0,,,5.0,2.0,6.0,2.0,4.0,,,1.0,,,,,8.0,11.0,,,5.0,,,,,,,45.0,2.0,,,,,,,10.0,,7.1,,,,,1.0,3.0,1.0,,1.0,,11.0,4.0,14.0,2,4.0,29.0,1.0,1.0,2.0,4.0
2017-18,7437816,12,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,False,,,,2.0,2.0,4.0,1.0,,2.0,,,1.0,1.0,,,5.0,3.0,,,3.0,,,,,1.0,,45.0,,,,,,,,4.0,,6.5,,,1.0,,1.0,1.0,,,,,2.0,2.0,4.0,2,1.0,17.0,4.0,1.0,1.0,1.0
2017-18,7438083,13,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438083,13,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,4.0,12.0,14.0,12.0,2.0,,,,,,2.0,19.0,13.0,,,3.0,1.0,,,,,1.0,90.0,,,,,,,,24.0,,6.7,,,,,,,1.0,,,,22.0,6.0,27.0,0,1.0,39.0,6.0,,,
2017-18,7438083,13,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,6.0,2.0,8.0,,,2.0,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,26.0,,,,,,,,3.0,,6.5,,,,,,2.0,,,,,6.0,2.0,8.0,0,,14.0,1.0,1.0,1.0,
2017-18,7437868,14,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,,,5.0,19.0,29.0,48.0,2.0,,12.0,,1.0,,4.0,,1.0,8.0,3.0,,,1.0,,3.0,,,1.0,,85.0,4.0,,,,1.0,,,16.0,,8.8,,,,,4.0,1.0,1.0,,9.0,,28.0,33.0,60.0,4,2.0,78.0,1.0,,1.0,
2017-18,7437868,14,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,13.0,3.0,16.0,6.0,8.0,,,,1.0,,,1.0,12.0,10.0,,,4.0,,,,,,,89.0,,,,,,,1.0,12.0,,6.7,,,,,1.0,1.0,,,1.0,2.0,18.0,4.0,22.0,1,,33.0,4.0,2.0,,
2017-18,7437868,14,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,1.0,2.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,3.0,0,,4.0,,,1.0,
2017-18,7437824,15,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,,,3.0,13.0,20.0,33.0,1.0,,6.0,,,1.0,1.0,,2.0,5.0,1.0,,,1.0,1.0,,,,,1.0,80.0,,,,,,,,14.0,,6.8,,,,,,1.0,,,5.0,,20.0,21.0,41.0,1,,54.0,2.0,1.0,,
2017-18,7437824,15,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437824,15,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,14.0,3.0,17.0,14.0,13.0,,1.0,,,,,3.0,20.0,13.0,,,3.0,1.0,1.0,,,,1.0,90.0,2.0,,,,,,,22.0,,8.2,,,,,2.0,,,,,1.0,25.0,6.0,31.0,2,,44.0,4.0,,,
2017-18,7437824,15,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,1.0,6.0,4.0,10.0,,,2.0,,,,,,2.0,3.0,,,,,,,,,,,19.0,,,,,,,,4.0,,6.3,,,,,,1.0,,,1.0,,7.0,4.0,11.0,0,,15.0,,,,
2017-18,7437844,16,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,,,2.0,8.0,4.0,12.0,,1.0,5.0,,,,1.0,,,2.0,1.0,,,,,1.0,,,,1.0,83.0,1.0,,,,,,,11.0,,6.7,,,,,,1.0,,,6.0,,14.0,7.0,21.0,1,,29.0,1.0,,,
2017-18,7437844,16,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,,2.0,,2.0,,,,,,,1.0,,2.0,6.0,,,,1.0,,,,,1.0,,45.0,,,,,,,,7.0,,6.2,,,,,,2.0,,,,,3.0,,3.0,0,,11.0,2.0,,,
2017-18,7437844,16,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,5.0,1.0,6.0,8.0,6.0,1.0,,,,,,2.0,11.0,8.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,1.0,19.0,,6.9,,,1.0,,,,,,1.0,,18.0,2.0,20.0,1,,32.0,2.0,2.0,,
2017-18,7437844,16,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437906,17,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,,,3.0,19.0,10.0,29.0,,,8.0,,,,1.0,,2.0,6.0,1.0,,,3.0,,1.0,,,,,77.0,1.0,,,,,,,15.0,,6.9,,,1.0,,1.0,,,,4.0,1.0,25.0,13.0,38.0,2,,51.0,4.0,1.0,,
2017-18,7437906,17,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437906,17,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,1.0,,,7.0,3.0,9.0,14.0,3.0,3.0,,,,,,2.0,19.0,3.0,,,,,,,,,1.0,90.0,,,,,,,,15.0,,6.1,,,,,,3.0,1.0,,,1.0,13.0,4.0,16.0,0,,29.0,2.0,,,
2017-18,7437906,17,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437867,18,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,,,3.0,15.0,15.0,30.0,1.0,,6.0,,1.0,,,,3.0,7.0,,,,1.0,1.0,1.0,,1.0,,1.0,89.0,2.0,,,,1.0,,,19.0,,6.9,,,1.0,,1.0,2.0,2.0,,5.0,,25.0,19.0,42.0,3,,56.0,,,,
2017-18,7437867,18,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,15.0,1.0,16.0,6.0,8.0,,,,1.0,1.0,,1.0,9.0,10.0,,,1.0,,1.0,,,,,90.0,3.0,,,,,,,11.0,,7.7,,,1.0,,,1.0,1.0,,,,22.0,2.0,23.0,5,,36.0,2.0,2.0,1.0,
2017-18,7437867,18,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,2.0,1.0,3.0,,,1.0,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,11.0,,,,,,,,5.0,,6.8,,,,,,3.0,,,1.0,,3.0,2.0,5.0,1,,13.0,1.0,,2.0,
2017-18,7437838,19,11,Everton,Home,46620,55452,Yannick Bolasie,yannick-bolasie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437838,19,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437838,19,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,10.0,5.0,15.0,9.0,11.0,7.0,,,1.0,,,3.0,14.0,12.0,,,1.0,,,,,,,90.0,,1.0,,,,,,24.0,,6.5,,,1.0,,2.0,1.0,,,2.0,1.0,23.0,7.0,30.0,2,1.0,48.0,5.0,,,
2017-18,7437926,20,11,Everton,Away,46620,55452,Yannick Bolasie,yannick-bolasie,F,False,1.0,,,11.0,2.0,12.0,1.0,,2.0,,,,,,4.0,8.0,3.0,,,3.0,,,,,,,61.0,,,,,,,,14.0,,6.6,,,1.0,,,,4.0,,,1.0,17.0,3.0,16.0,1,1.0,32.0,3.0,2.0,,
2017-18,7437926,20,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,4.0,,4.0,1.0,2.0,1.0,,,,2.0,,1.0,4.0,3.0,,,,,,,,,1.0,29.0,2.0,,,,,,,6.0,,6.7,,,,,,,,,,,6.0,,6.0,2,,13.0,2.0,1.0,,
2017-18,7437926,20,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,3.0,1.0,4.0,11.0,5.0,4.0,,,,1.0,,2.0,15.0,6.0,,,1.0,,,,,,,61.0,,,,,,,,11.0,,6.5,,,,,2.0,,1.0,,,,10.0,1.0,10.0,0,,18.0,2.0,1.0,,
2017-18,7437926,20,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437900,21,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,True,,,2.0,7.0,8.0,15.0,2.0,1.0,4.0,,,,1.0,,1.0,5.0,2.0,,,1.0,,,,,,,45.0,,,,,,,,9.0,,6.6,,,1.0,,1.0,,,,2.0,1.0,12.0,9.0,21.0,1,1.0,29.0,,,,
2017-18,7437900,21,11,Everton,Away,46620,55452,Yannick Bolasie,yannick-bolasie,F,True,,,,2.0,1.0,3.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,19.0,,,,,,,,7.0,,6.6,,,1.0,,,,2.0,,,,6.0,1.0,5.0,1,,12.0,3.0,,,
2017-18,7437900,21,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,8.0,2.0,10.0,1.0,3.0,1.0,1.0,,,,,1.0,3.0,3.0,,,,1.0,,,,,2.0,36.0,,,,,,,,9.0,,6.9,,,,,,1.0,,,,4.0,14.0,2.0,16.0,0,,19.0,1.0,,,
2017-18,7437900,21,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,9.0,2.0,11.0,3.0,4.0,2.0,,,,,,1.0,4.0,4.0,,,,,,,,1.0,,54.0,,,,,,,,9.0,,6.6,,,1.0,,,,,,,,13.0,2.0,15.0,1,,23.0,4.0,,,
2017-18,7437954,22,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,2.0,,7.0,26.0,8.0,32.0,,,3.0,,,1.0,2.0,,2.0,5.0,1.0,,1.0,1.0,,,,,,1.0,62.0,,1.0,,,,,,15.0,,6.3,,,,,1.0,1.0,6.0,,10.0,,36.0,8.0,38.0,1,,57.0,3.0,,1.0,
2017-18,7437954,22,11,Everton,Home,46620,55452,Yannick Bolasie,yannick-bolasie,F,False,,,,9.0,6.0,15.0,,,8.0,,,,,,,1.0,4.0,,,1.0,,,,,,1.0,62.0,,,,,,,,12.0,,6.9,,,,,,4.0,5.0,,2.0,,18.0,6.0,19.0,0,,32.0,3.0,,4.0,
2017-18,7437954,22,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,,12.0,3.0,15.0,5.0,1.0,1.0,,1.0,1.0,2.0,,2.0,13.0,5.0,,,3.0,,,,,,,81.0,,1.0,,,,,,14.0,,6.5,,,2.0,,1.0,4.0,,,,1.0,18.0,3.0,21.0,3,,43.0,5.0,1.0,3.0,
2017-18,7437954,22,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,2.0,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,9.0,,,,,,,,1.0,,6.6,,,,,,,,,,,2.0,1.0,3.0,0,,3.0,,,,
2017-18,7437978,23,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,,,3.0,13.0,13.0,26.0,2.0,3.0,4.0,,,1.0,,,3.0,7.0,8.0,,,2.0,,,,,1.0,,90.0,,,,,,,,13.0,,6.4,,,2.0,,1.0,2.0,1.0,,4.0,2.0,21.0,13.0,33.0,3,,53.0,2.0,3.0,2.0,
2017-18,7437978,23,11,Everton,Away,46620,55452,Yannick Bolasie,yannick-bolasie,F,False,,,,2.0,5.0,7.0,,,3.0,,,,1.0,,3.0,7.0,2.0,,,,,,,,,,57.0,,,,,,,,14.0,,5.8,,,,,1.0,4.0,1.0,,,1.0,4.0,6.0,9.0,0,1.0,26.0,2.0,,1.0,1.0
2017-18,7437978,23,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,False,,,1.0,11.0,3.0,14.0,6.0,5.0,1.0,,,1.0,4.0,,1.0,15.0,6.0,,,4.0,,,,,,2.0,62.0,,,,,,,,14.0,,6.4,,,1.0,,,,,,1.0,2.0,18.0,5.0,23.0,2,,33.0,3.0,1.0,,
2017-18,7437978,23,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437978,23,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,5.0,,5.0,2.0,2.0,1.0,,,,1.0,,3.0,7.0,4.0,,,1.0,,,,,,,28.0,,,,,,,,6.0,,6.4,,,,,,1.0,,,,1.0,7.0,,7.0,0,,14.0,1.0,1.0,1.0,
2017-18,7437978,23,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437948,24,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,True,,,2.0,12.0,11.0,23.0,3.0,1.0,5.0,,,,2.0,,1.0,7.0,3.0,,,1.0,,,,,,1.0,29.0,,,,,,,,8.0,,6.7,,,,,1.0,,,,4.0,,17.0,12.0,29.0,0,1.0,36.0,1.0,1.0,,1.0
2017-18,7437948,24,11,Everton,Home,46620,55452,Yannick Bolasie,yannick-bolasie,F,True,,,,15.0,2.0,17.0,1.0,,4.0,,,,,,,2.0,4.0,,,,,,,,,,45.0,1.0,,,,,,,11.0,,6.8,,,,,1.0,3.0,2.0,,1.0,,20.0,4.0,22.0,1,1.0,35.0,2.0,1.0,2.0,
2017-18,7437948,24,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,False,,,,15.0,4.0,19.0,5.0,4.0,3.0,,,,,,,8.0,4.0,,,3.0,,,,,,,69.0,,,,,,,,14.0,,6.4,,,,,,1.0,1.0,,,,25.0,4.0,28.0,0,,33.0,3.0,,,
2017-18,7437948,24,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,5.0,1.0,6.0,2.0,,1.0,,,,,,,2.0,,,,,,1.0,,,,1.0,21.0,1.0,,,,,,,4.0,,7.3,,,,,,,,,1.0,,8.0,1.0,9.0,1,,12.0,1.0,,,
2017-18,7437950,25,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,,,2.0,17.0,12.0,29.0,1.0,,6.0,,,,3.0,,1.0,6.0,2.0,,1.0,1.0,,,,,,,81.0,,,1.0,,,,,15.0,,5.6,,,,,2.0,,,,5.0,,25.0,16.0,41.0,0,2.0,50.0,1.0,,,1.0
2017-18,7437950,25,11,Everton,Home,46620,55452,Yannick Bolasie,yannick-bolasie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437950,25,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437950,25,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,,4.0,1.0,5.0,9.0,3.0,1.0,,2.0,,1.0,,3.0,18.0,5.0,,,5.0,,,,1.0,,,88.0,,,,,,,,20.0,,5.8,,,1.0,,1.0,,,,,2.0,8.0,4.0,12.0,1,2.0,31.0,10.0,,,1.0
2017-18,7437950,25,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,2.0,,2.0,1.0,,1.0,,,,,,1.0,3.0,,,,,,,,,,,8.0,,,,,,,,3.0,,6.2,,,,,,1.0,,,,,3.0,,3.0,0,,5.0,,,,
